date,IR,IR_EPS,PE Ratio
1995-09-28,9.95,0.04,248.74999999999997
1995-09-29,9.98,0.04,249.5
1995-10-02,9.88,0.04,247.00000000000003
1995-10-03,9.72,0.04,243.0
1995-10-04,9.62,0.04,240.49999999999997
1995-10-05,9.58,0.04,239.5
1995-10-06,9.78,0.04,244.49999999999997
1995-10-09,9.58,0.04,239.5
1995-10-10,9.58,0.04,239.5
1995-10-11,9.75,0.04,243.75
1995-10-12,9.58,0.04,239.5
1995-10-13,9.98,0.04,249.5
1995-10-16,10.02,0.04,250.49999999999997
1995-10-17,9.92,0.04,248.0
1995-10-18,9.65,0.04,241.25
1995-10-19,9.48,0.04,237.0
1995-10-20,9.52,0.04,237.99999999999997
1995-10-23,9.58,0.04,239.5
1995-10-24,9.78,0.04,244.49999999999997
1995-10-25,9.52,0.04,237.99999999999997
1995-10-26,9.35,0.04,233.75
1995-10-27,9.48,0.04,237.0
1995-10-30,9.42,0.04,235.5
1995-10-31,9.42,0.04,235.5
1995-11-01,9.68,0.04,242.0
1995-11-02,9.85,0.04,246.25
1995-11-03,9.85,0.04,246.25
1995-11-06,9.82,0.04,245.5
1995-11-07,9.85,0.04,246.25
1995-11-08,9.72,0.04,243.0
1995-11-09,9.55,0.04,238.75
1995-11-10,9.72,0.04,243.0
1995-11-13,9.55,0.04,238.75
1995-11-14,9.15,0.04,228.75
1995-11-15,9.29,0.04,232.24999999999997
1995-11-16,9.32,0.04,233.0
1995-11-17,9.32,0.04,233.0
1995-11-20,9.29,0.04,232.24999999999997
1995-11-21,9.55,0.04,238.75
1995-11-22,9.85,0.04,246.25
1995-11-24,9.98,0.04,249.5
1995-11-27,10.05,0.04,251.25
1995-11-28,10.02,0.04,250.49999999999997
1995-11-29,10.15,0.04,253.75
1995-11-30,10.22,0.04,255.5
1995-12-01,10.12,0.04,252.99999999999997
1995-12-04,9.95,0.04,248.74999999999997
1995-12-05,10.15,0.04,253.75
1995-12-06,10.05,0.04,251.25
1995-12-07,9.85,0.04,246.25
1995-12-08,9.72,0.04,243.0
1995-12-11,9.82,0.04,245.5
1995-12-12,9.78,0.04,244.49999999999997
1995-12-13,9.92,0.04,248.0
1995-12-14,9.78,0.04,244.49999999999997
1995-12-15,9.62,0.04,240.49999999999997
1995-12-18,9.22,0.04,230.5
1995-12-19,9.22,0.04,230.5
1995-12-20,9.42,0.04,235.5
1995-12-21,9.45,0.04,236.24999999999997
1995-12-22,9.52,0.04,237.99999999999997
1995-12-26,9.72,0.04,243.0
1995-12-27,9.55,0.04,238.75
1995-12-28,9.45,0.04,236.24999999999997
1995-12-29,9.35,0.04,233.75
1996-01-02,9.92,0.04,248.0
1996-01-03,10.28,0.04,257.0
1996-01-04,9.92,0.04,248.0
1996-01-05,9.88,0.04,247.00000000000003
1996-01-08,9.92,0.04,248.0
1996-01-09,9.95,0.04,248.74999999999997
1996-01-10,9.65,0.04,241.25
1996-01-11,9.52,0.04,237.99999999999997
1996-01-12,9.82,0.04,245.5
1996-01-15,9.85,0.04,246.25
1996-01-16,9.75,0.04,243.75
1996-01-17,9.75,0.04,243.75
1996-01-18,9.82,0.04,245.5
1996-01-19,9.75,0.04,243.75
1996-01-22,10.08,0.04,252.0
1996-01-23,10.25,0.04,256.25
1996-01-24,10.55,0.04,263.75
1996-01-25,10.15,0.04,253.75
1996-01-26,10.18,0.04,254.5
1996-01-29,10.52,0.04,263.0
1996-01-30,10.62,0.04,265.5
1996-01-31,10.68,0.04,267.0
1996-02-01,10.52,0.04,263.0
1996-02-02,10.65,0.04,266.25
1996-02-05,10.62,0.04,265.5
1996-02-06,10.82,0.04,270.5
1996-02-07,10.85,0.04,271.25
1996-02-08,10.95,0.04,273.75
1996-02-09,11.05,0.04,276.25
1996-02-12,11.18,0.04,279.5
1996-02-13,11.32,0.04,283.0
1996-02-14,11.12,0.04,278.0
1996-02-15,10.88,0.04,272.0
1996-02-16,10.72,0.04,268.0
1996-02-20,10.58,0.04,264.5
1996-02-21,11.02,0.04,275.5
1996-02-22,11.22,0.04,280.5
1996-02-23,11.15,0.04,278.75
1996-02-26,10.85,0.04,271.25
1996-02-27,10.98,0.04,274.5
1996-02-28,10.85,0.04,271.25
1996-02-29,10.88,0.04,272.0
1996-03-01,10.92,0.04,273.0
1996-03-04,10.78,0.04,269.5
1996-03-05,10.78,0.04,269.5
1996-03-06,10.92,0.04,273.0
1996-03-07,10.98,0.04,274.5
1996-03-08,10.72,0.04,268.0
1996-03-11,11.12,0.04,278.0
1996-03-12,11.08,0.04,277.0
1996-03-13,11.08,0.04,277.0
1996-03-14,10.98,0.04,274.5
1996-03-15,10.98,0.04,274.5
1996-03-18,11.25,0.04,281.25
1996-03-19,11.32,0.04,283.0
1996-03-20,11.15,0.04,278.75
1996-03-21,11.08,0.04,277.0
1996-03-22,11.28,0.04,282.0
1996-03-25,11.28,0.04,282.0
1996-03-26,11.12,0.04,278.0
1996-03-27,10.88,0.04,272.0
1996-03-28,10.95,0.04,273.75
1996-03-29,10.85,0.04,271.25
1996-04-01,10.98,0.04,274.5
1996-04-02,10.82,0.04,270.5
1996-04-03,10.68,0.04,267.0
1996-04-04,10.85,0.04,271.25
1996-04-08,10.55,0.04,263.75
1996-04-09,10.52,0.04,263.0
1996-04-10,10.35,0.04,258.75
1996-04-11,10.32,0.04,258.0
1996-04-12,10.35,0.04,258.75
1996-04-15,10.38,0.04,259.5
1996-04-16,10.48,0.04,262.0
1996-04-17,10.15,0.04,253.75
1996-04-18,10.28,0.04,257.0
1996-04-19,10.45,0.04,261.25
1996-04-22,10.58,0.04,264.5
1996-04-23,10.58,0.04,264.5
1996-04-24,10.45,0.04,261.25
1996-04-25,10.52,0.04,263.0
1996-04-26,10.45,0.04,261.25
1996-04-29,10.05,0.04,251.25
1996-04-30,10.32,0.04,258.0
1996-05-01,10.48,0.04,262.0
1996-05-02,10.38,0.04,259.5
1996-05-03,10.28,0.04,257.0
1996-05-06,10.05,0.04,251.25
1996-05-07,10.25,0.04,256.25
1996-05-08,10.48,0.04,262.0
1996-05-09,10.62,0.04,265.5
1996-05-10,10.65,0.04,266.25
1996-05-13,11.02,0.04,275.5
1996-05-14,11.22,0.04,280.5
1996-05-15,11.22,0.04,280.5
1996-05-16,11.15,0.04,278.75
1996-05-17,11.51,0.04,287.75
1996-05-20,11.68,0.04,292.0
1996-05-21,11.65,0.04,291.25
1996-05-22,11.65,0.04,291.25
1996-05-23,11.58,0.04,289.5
1996-05-24,11.42,0.04,285.5
1996-05-28,11.38,0.04,284.5
1996-05-29,11.48,0.04,287.0
1996-05-30,11.42,0.04,285.5
1996-05-31,11.22,0.04,280.5
1996-06-03,11.15,0.04,278.75
1996-06-04,11.08,0.04,277.0
1996-06-05,11.12,0.04,278.0
1996-06-06,10.95,0.04,273.75
1996-06-07,11.02,0.04,275.5
1996-06-10,10.85,0.04,271.25
1996-06-11,11.02,0.04,275.5
1996-06-12,11.02,0.04,275.5
1996-06-13,11.25,0.04,281.25
1996-06-14,11.28,0.04,282.0
1996-06-17,11.38,0.04,284.5
1996-06-18,11.58,0.04,289.5
1996-06-19,11.68,0.04,292.0
1996-06-20,11.55,0.04,288.75
1996-06-21,11.65,0.04,291.25
1996-06-24,11.68,0.04,292.0
1996-06-25,11.58,0.04,289.5
1996-06-26,11.12,0.04,278.0
1996-06-27,11.28,0.04,282.0
1996-06-28,11.65,0.04,291.25
1996-07-01,11.68,0.04,292.0
1996-07-02,11.58,0.04,289.5
1996-07-03,11.71,0.04,292.75
1996-07-05,11.32,0.04,283.0
1996-07-08,11.42,0.04,285.5
1996-07-09,11.25,0.04,281.25
1996-07-10,11.05,0.04,276.25
1996-07-11,11.08,0.04,277.0
1996-07-12,10.88,0.04,272.0
1996-07-15,10.68,0.04,267.0
1996-07-16,10.38,0.04,259.5
1996-07-17,10.52,0.04,263.0
1996-07-18,11.08,0.04,277.0
1996-07-19,10.65,0.04,266.25
1996-07-22,10.42,0.04,260.5
1996-07-23,10.72,0.04,268.0
1996-07-24,10.62,0.04,265.5
1996-07-25,10.75,0.04,268.75
1996-07-26,10.92,0.04,273.0
1996-07-29,11.05,0.04,276.25
1996-07-30,11.22,0.04,280.5
1996-07-31,11.35,0.04,283.75
1996-08-01,11.45,0.04,286.25
1996-08-02,11.55,0.04,288.75
1996-08-05,11.68,0.04,292.0
1996-08-06,11.71,0.04,292.75
1996-08-07,12.11,0.04,302.75
1996-08-08,12.25,0.04,306.25
1996-08-09,12.21,0.04,305.25
1996-08-12,12.41,0.04,310.25
1996-08-13,12.11,0.04,302.75
1996-08-14,12.11,0.04,302.75
1996-08-15,12.01,0.04,300.25
1996-08-16,12.11,0.04,302.75
1996-08-19,11.98,0.04,299.5
1996-08-20,11.95,0.04,298.75
1996-08-21,12.15,0.04,303.75
1996-08-22,12.01,0.04,300.25
1996-08-23,11.71,0.04,292.75
1996-08-26,11.61,0.04,290.25
1996-08-27,11.51,0.04,287.75
1996-08-28,11.55,0.04,288.75
1996-08-29,11.35,0.04,283.75
1996-08-30,11.38,0.04,284.5
1996-09-03,11.35,0.04,283.75
1996-09-04,11.42,0.04,285.5
1996-09-05,11.48,0.04,287.0
1996-09-06,11.58,0.04,289.5
1996-09-09,11.85,0.04,296.25
1996-09-10,11.88,0.04,297.0
1996-09-11,11.81,0.04,295.25
1996-09-12,11.75,0.04,293.75
1996-09-13,11.81,0.04,295.25
1996-09-16,11.88,0.04,297.0
1996-09-17,11.88,0.04,297.0
1996-09-18,11.81,0.04,295.25
1996-09-19,11.91,0.04,297.75
1996-09-20,12.25,0.04,306.25
1996-09-23,12.21,0.04,305.25
1996-09-24,12.35,0.04,308.75
1996-09-25,12.35,0.04,308.75
1996-09-26,12.31,0.04,307.75
1996-09-27,12.45,0.04,311.25
1996-09-30,12.65,0.04,316.25
1996-10-01,12.58,0.04,314.5
1996-10-02,12.55,0.04,313.75
1996-10-03,12.51,0.04,312.75
1996-10-04,12.38,0.04,309.5
1996-10-07,12.05,0.04,301.25
1996-10-08,12.11,0.04,302.75
1996-10-09,12.01,0.04,300.25
1996-10-10,11.95,0.04,298.75
1996-10-11,12.01,0.04,300.25
1996-10-14,11.98,0.04,299.5
1996-10-15,11.98,0.04,299.5
1996-10-16,11.91,0.04,297.75
1996-10-17,12.15,0.04,303.75
1996-10-18,12.15,0.04,303.75
1996-10-21,12.11,0.04,302.75
1996-10-22,12.01,0.04,300.25
1996-10-23,11.95,0.04,298.75
1996-10-24,11.88,0.04,297.0
1996-10-25,11.65,0.04,291.25
1996-10-28,11.35,0.04,283.75
1996-10-29,11.35,0.04,283.75
1996-10-30,11.08,0.04,277.0
1996-10-31,11.08,0.04,277.0
1996-11-01,10.92,0.04,273.0
1996-11-04,10.95,0.04,273.75
1996-11-05,11.08,0.04,277.0
1996-11-06,11.25,0.04,281.25
1996-11-07,11.35,0.04,283.75
1996-11-08,11.18,0.04,279.5
1996-11-11,11.25,0.04,281.25
1996-11-12,11.48,0.04,287.0
1996-11-13,11.68,0.04,292.0
1996-11-14,11.55,0.04,288.75
1996-11-15,11.51,0.04,287.75
1996-11-18,11.45,0.04,286.25
1996-11-19,11.55,0.04,288.75
1996-11-20,11.71,0.04,292.75
1996-11-21,11.78,0.04,294.5
1996-11-22,11.88,0.04,297.0
1996-11-25,12.21,0.04,305.25
1996-11-26,12.05,0.04,301.25
1996-11-27,12.41,0.04,310.25
1996-11-29,12.38,0.04,309.5
1996-12-02,12.35,0.04,308.75
1996-12-03,12.58,0.04,314.5
1996-12-04,12.38,0.04,309.5
1996-12-05,12.21,0.04,305.25
1996-12-06,12.25,0.04,306.25
1996-12-09,12.31,0.04,307.75
1996-12-10,12.41,0.04,310.25
1996-12-11,12.28,0.04,307.0
1996-12-12,11.95,0.04,298.75
1996-12-13,11.98,0.04,299.5
1996-12-16,11.91,0.04,297.75
1996-12-17,11.55,0.04,288.75
1996-12-18,11.68,0.04,292.0
1996-12-19,11.91,0.04,297.75
1996-12-20,12.25,0.04,306.25
1996-12-23,12.15,0.04,303.75
1996-12-24,12.18,0.04,304.5
1996-12-26,12.08,0.04,302.0
1996-12-27,12.08,0.04,302.0
1996-12-30,12.05,0.04,301.25
1996-12-31,11.85,0.04,296.25
1997-01-02,11.71,0.04,292.75
1997-01-03,11.65,0.04,291.25
1997-01-06,11.65,0.04,291.25
1997-01-07,11.68,0.04,292.0
1997-01-08,11.65,0.04,291.25
1997-01-09,12.05,0.04,301.25
1997-01-10,12.21,0.04,305.25
1997-01-13,12.31,0.04,307.75
1997-01-14,12.15,0.04,303.75
1997-01-15,11.91,0.04,297.75
1997-01-16,11.85,0.04,296.25
1997-01-17,11.91,0.04,297.75
1997-01-20,11.98,0.04,299.5
1997-01-21,11.98,0.04,299.5
1997-01-22,12.01,0.04,300.25
1997-01-23,11.75,0.04,293.75
1997-01-24,11.61,0.04,290.25
1997-01-27,11.58,0.04,289.5
1997-01-28,11.51,0.04,287.75
1997-01-29,11.78,0.04,294.5
1997-01-30,12.08,0.04,302.0
1997-01-31,12.15,0.04,303.75
1997-02-03,12.01,0.04,300.25
1997-02-04,12.08,0.04,302.0
1997-02-05,11.98,0.04,299.5
1997-02-06,12.31,0.04,307.75
1997-02-07,12.61,0.04,315.25
1997-02-10,12.95,0.04,323.75
1997-02-11,12.85,0.04,321.25
1997-02-12,12.88,0.04,322.0
1997-02-13,12.88,0.04,322.0
1997-02-14,12.78,0.04,319.5
1997-02-18,12.91,0.04,322.75
1997-02-19,12.98,0.04,324.5
1997-02-20,12.78,0.04,319.5
1997-02-21,13.01,0.04,325.25
1997-02-24,12.88,0.04,322.0
1997-02-25,12.95,0.04,323.75
1997-02-26,12.88,0.04,322.0
1997-02-27,12.71,0.04,317.75
1997-02-28,12.65,0.04,316.25
1997-03-03,12.61,0.04,315.25
1997-03-04,12.45,0.04,311.25
1997-03-05,12.65,0.04,316.25
1997-03-06,12.65,0.04,316.25
1997-03-07,12.71,0.04,317.75
1997-03-10,12.71,0.04,317.75
1997-03-11,12.65,0.04,316.25
1997-03-12,12.68,0.04,317.0
1997-03-13,12.68,0.04,317.0
1997-03-14,12.78,0.04,319.5
1997-03-17,12.65,0.04,316.25
1997-03-18,12.61,0.04,315.25
1997-03-19,12.51,0.04,312.75
1997-03-20,12.51,0.04,312.75
1997-03-21,12.55,0.04,313.75
1997-03-24,12.58,0.04,314.5
1997-03-25,12.28,0.04,307.0
1997-03-26,12.05,0.04,301.25
1997-03-27,11.85,0.04,296.25
1997-03-31,11.58,0.04,289.5
1997-04-01,11.35,0.04,283.75
1997-04-02,11.32,0.04,283.0
1997-04-03,11.42,0.04,285.5
1997-04-04,11.78,0.04,294.5
1997-04-07,11.88,0.04,297.0
1997-04-08,11.78,0.04,294.5
1997-04-09,11.91,0.04,297.75
1997-04-10,11.95,0.04,298.75
1997-04-11,11.75,0.04,293.75
1997-04-14,11.65,0.04,291.25
1997-04-15,11.75,0.04,293.75
1997-04-16,12.05,0.04,301.25
1997-04-17,12.31,0.04,307.75
1997-04-18,12.35,0.04,308.75
1997-04-21,12.15,0.04,303.75
1997-04-22,12.55,0.04,313.75
1997-04-23,12.71,0.04,317.75
1997-04-24,12.65,0.04,316.25
1997-04-25,12.71,0.04,317.75
1997-04-28,12.75,0.04,318.75
1997-04-29,12.98,0.04,324.5
1997-04-30,13.08,0.04,327.0
1997-05-01,12.98,0.04,324.5
1997-05-02,13.28,0.04,332.0
1997-05-05,13.54,0.04,338.5
1997-05-06,13.68,0.04,342.0
1997-05-07,13.35,0.04,333.75
1997-05-08,13.64,0.04,341.0
1997-05-09,13.84,0.04,346.0
1997-05-12,13.88,0.04,347.0
1997-05-13,13.84,0.04,346.0
1997-05-14,13.94,0.04,348.5
1997-05-15,13.94,0.04,348.5
1997-05-16,13.71,0.04,342.75
1997-05-19,13.74,0.04,343.5
1997-05-20,13.71,0.04,342.75
1997-05-21,13.91,0.04,347.75
1997-05-22,14.04,0.04,350.99999999999994
1997-05-23,14.11,0.04,352.75
1997-05-27,14.11,0.04,352.75
1997-05-28,14.31,0.04,357.75
1997-05-29,14.41,0.04,360.25
1997-05-30,14.54,0.04,363.49999999999994
1997-06-02,14.71,0.04,367.75
1997-06-03,14.68,0.04,367.0
1997-06-04,14.64,0.04,366.0
1997-06-05,14.74,0.04,368.5
1997-06-06,15.04,0.04,375.99999999999994
1997-06-09,15.21,0.04,380.25
1997-06-10,15.51,0.04,387.75
1997-06-11,15.48,0.04,387.0
1997-06-12,15.91,0.04,397.75
1997-06-13,16.24,0.04,405.99999999999994
1997-06-16,16.21,0.04,405.25
1997-06-17,16.17,0.04,404.25000000000006
1997-06-18,16.11,0.04,402.75
1997-06-19,16.14,0.04,403.5
1997-06-20,16.11,0.04,402.75
1997-06-23,15.97,0.04,399.25
1997-06-24,16.52,0.04,413.0
1997-06-25,16.27,0.04,406.75
1997-06-26,15.96,0.04,399.0
1997-06-27,16.24,0.04,405.99999999999994
1997-06-30,16.44,0.04,411.0
1997-07-01,16.49,0.04,412.24999999999994
1997-07-02,16.42,0.04,410.50000000000006
1997-07-03,16.57,0.04,414.25
1997-07-07,16.49,0.04,412.24999999999994
1997-07-08,16.57,0.04,414.25
1997-07-09,16.22,0.04,405.49999999999994
1997-07-10,16.52,0.04,413.0
1997-07-11,16.57,0.04,414.25
1997-07-14,16.64,0.04,416.0
1997-07-15,16.64,0.04,416.0
1997-07-16,16.86,0.04,421.5
1997-07-17,16.89,0.04,422.25
1997-07-18,16.71,0.04,417.75
1997-07-21,16.52,0.04,413.0
1997-07-22,16.62,0.04,415.5
1997-07-23,16.91,0.04,422.75
1997-07-24,17.16,0.04,429.0
1997-07-25,17.29,0.04,432.24999999999994
1997-07-28,17.39,0.04,434.75
1997-07-29,17.89,0.04,447.25
1997-07-30,18.15,0.04,453.74999999999994
1997-07-31,18.12,0.04,453.0
1997-08-01,18.07,0.04,451.75
1997-08-04,17.89,0.04,447.25
1997-08-05,17.54,0.04,438.49999999999994
1997-08-06,17.46,0.04,436.5
1997-08-07,17.44,0.04,436.0
1997-08-08,16.74,0.04,418.49999999999994
1997-08-11,16.72,0.04,417.99999999999994
1997-08-12,16.84,0.04,421.0
1997-08-13,16.92,0.04,423.00000000000006
1997-08-14,16.87,0.04,421.75
1997-08-15,16.51,0.04,412.75000000000006
1997-08-18,16.56,0.04,413.99999999999994
1997-08-19,16.56,0.04,413.99999999999994
1997-08-20,16.61,0.04,415.25
1997-08-21,16.57,0.04,414.25
1997-08-22,16.62,0.04,415.5
1997-08-25,16.62,0.04,415.5
1997-08-26,16.54,0.04,413.49999999999994
1997-08-27,16.54,0.04,413.49999999999994
1997-08-28,15.97,0.04,399.25
1997-08-29,16.01,0.04,400.25000000000006
1997-09-02,16.17,0.04,404.25000000000006
1997-09-03,16.82,0.04,420.5
1997-09-04,16.5,0.04,412.5
1997-09-05,16.35,0.04,408.75
1997-09-08,16.35,0.04,408.75
1997-09-09,16.25,0.04,406.25
1997-09-10,15.6,0.04,390.0
1997-09-11,15.08,0.04,377.0
1997-09-12,16.0,0.04,400.0
1997-09-15,15.67,0.04,391.75
1997-09-16,16.3,0.04,407.5
1997-09-17,16.62,0.04,415.5
1997-09-18,17.0,0.04,425.0
1997-09-19,17.2,0.04,430.0
1997-09-22,17.2,0.04,430.0
1997-09-23,17.0,0.04,425.0
1997-09-24,16.97,0.04,424.24999999999994
1997-09-25,17.35,0.04,433.75
1997-09-26,17.0,0.04,425.0
1997-09-29,17.02,0.04,425.5
1997-09-30,17.2,0.04,430.0
1997-10-01,17.37,0.04,434.25
1997-10-02,17.5,0.04,437.5
1997-10-03,17.3,0.04,432.5
1997-10-06,18.22,0.04,455.49999999999994
1997-10-07,18.4,0.04,459.99999999999994
1997-10-08,18.22,0.04,455.49999999999994
1997-10-09,18.07,0.04,451.75
1997-10-10,17.92,0.04,448.00000000000006
1997-10-13,18.0,0.04,450.0
1997-10-14,18.22,0.04,455.49999999999994
1997-10-15,17.8,0.04,445.0
1997-10-16,17.47,0.04,436.74999999999994
1997-10-17,17.2,0.04,430.0
1997-10-20,17.3,0.04,432.5
1997-10-21,17.77,0.04,444.25
1997-10-22,18.02,0.04,450.5
1997-10-23,17.62,0.04,440.5
1997-10-24,17.12,0.04,428.0
1997-10-27,15.08,0.04,377.0
1997-10-28,14.93,0.04,373.25
1997-10-29,16.32,0.04,408.0
1997-10-30,16.07,0.04,401.75
1997-10-31,15.55,0.04,388.75
1997-11-03,15.75,0.04,393.75
1997-11-04,16.15,0.04,403.74999999999994
1997-11-05,15.97,0.04,399.25
1997-11-06,15.4,0.04,385.0
1997-11-07,15.23,0.04,380.75
1997-11-10,15.23,0.04,380.75
1997-11-11,14.75,0.04,368.75
1997-11-12,13.88,0.04,347.0
1997-11-13,15.0,0.04,375.0
1997-11-14,15.18,0.04,379.5
1997-11-17,15.4,0.04,385.0
1997-11-18,15.25,0.04,381.25
1997-11-19,15.48,0.04,387.0
1997-11-20,16.02,0.04,400.5
1997-11-21,16.37,0.04,409.25
1997-11-24,15.67,0.04,391.75
1997-11-25,15.58,0.04,389.5
1997-11-26,15.9,0.04,397.5
1997-11-28,16.32,0.04,408.0
1997-12-01,16.07,0.04,401.75
1997-12-02,16.25,0.04,406.25
1997-12-03,16.4,0.04,409.99999999999994
1997-12-04,16.7,0.04,417.5
1997-12-05,16.8,0.04,420.0
1997-12-08,16.5,0.04,412.5
1997-12-09,16.75,0.04,418.75
1997-12-10,15.97,0.04,399.25
1997-12-11,15.9,0.04,397.5
1997-12-12,16.27,0.04,406.75
1997-12-15,16.25,0.04,406.25
1997-12-16,16.8,0.04,420.0
1997-12-17,16.3,0.04,407.5
1997-12-18,16.12,0.04,403.0
1997-12-19,15.77,0.04,394.25
1997-12-22,15.75,0.04,393.75
1997-12-23,15.67,0.04,391.75
1997-12-24,15.53,0.04,388.25
1997-12-26,15.75,0.04,393.75
1997-12-29,15.9,0.04,397.5
1997-12-30,16.32,0.04,408.0
1997-12-31,16.17,0.04,404.25000000000006
1998-01-02,16.4,0.04,409.99999999999994
1998-01-05,15.97,0.04,399.25
1998-01-06,16.07,0.04,401.75
1998-01-07,15.92,0.04,398.0
1998-01-08,15.58,0.04,389.5
1998-01-09,14.75,0.04,368.75
1998-01-12,14.9,0.04,372.5
1998-01-13,15.25,0.04,381.25
1998-01-14,15.43,0.04,385.75
1998-01-15,15.48,0.04,387.0
1998-01-16,15.87,0.04,396.75
1998-01-20,15.65,0.04,391.25
1998-01-21,15.5,0.04,387.5
1998-01-22,15.25,0.04,381.25
1998-01-23,14.85,0.04,371.25
1998-01-26,15.03,0.04,375.75
1998-01-27,14.9,0.04,372.5
1998-01-28,15.1,0.04,377.5
1998-01-29,15.77,0.04,394.25
1998-01-30,15.92,0.04,398.0
1998-02-02,16.82,0.04,420.5
1998-02-03,17.17,0.04,429.25000000000006
1998-02-04,16.92,0.04,423.00000000000006
1998-02-05,17.17,0.04,429.25000000000006
1998-02-06,17.6,0.04,440.0
1998-02-09,17.92,0.04,448.00000000000006
1998-02-10,17.7,0.04,442.5
1998-02-11,17.52,0.04,438.0
1998-02-12,17.92,0.04,448.00000000000006
1998-02-13,17.72,0.04,442.99999999999994
1998-02-17,17.85,0.04,446.25
1998-02-18,17.72,0.04,442.99999999999994
1998-02-19,17.55,0.04,438.75
1998-02-20,17.57,0.04,439.25
1998-02-23,17.57,0.04,439.25
1998-02-24,17.87,0.04,446.75
1998-02-25,18.3,0.04,457.5
1998-02-26,18.84,0.04,471.0
1998-02-27,19.02,0.04,475.5
1998-03-02,18.77,0.04,469.25
1998-03-03,19.04,0.04,475.99999999999994
1998-03-04,18.82,0.04,470.5
1998-03-05,18.47,0.04,461.74999999999994
1998-03-06,18.77,0.04,469.25
1998-03-09,18.67,0.04,466.75000000000006
1998-03-10,18.65,0.04,466.24999999999994
1998-03-11,18.87,0.04,471.75
1998-03-12,19.09,0.04,477.25
1998-03-13,19.09,0.04,477.25
1998-03-16,19.14,0.04,478.5
1998-03-17,19.27,0.04,481.75
1998-03-18,19.27,0.04,481.75
1998-03-19,19.32,0.04,483.0
1998-03-20,19.57,0.04,489.25
1998-03-23,19.17,0.04,479.25000000000006
1998-03-24,19.49,0.04,487.24999999999994
1998-03-25,19.29,0.04,482.24999999999994
1998-03-26,19.04,0.04,475.99999999999994
1998-03-27,18.99,0.04,474.74999999999994
1998-03-30,19.19,0.04,479.75
1998-03-31,19.14,0.04,478.5
1998-04-01,19.37,0.04,484.25
1998-04-02,20.29,0.04,507.24999999999994
1998-04-03,20.57,0.04,514.25
1998-04-06,20.27,0.04,506.75
1998-04-07,20.37,0.04,509.25
1998-04-08,20.57,0.04,514.25
1998-04-09,20.49,0.04,512.25
1998-04-13,20.49,0.04,512.25
1998-04-14,20.77,0.04,519.25
1998-04-15,21.37,0.04,534.25
1998-04-16,20.79,0.04,519.75
1998-04-17,20.89,0.04,522.25
1998-04-20,21.12,0.04,528.0
1998-04-21,21.37,0.04,534.25
1998-04-22,20.27,0.04,506.75
1998-04-23,19.87,0.04,496.75
1998-04-24,19.49,0.04,487.24999999999994
1998-04-27,18.89,0.04,472.25
1998-04-28,18.72,0.04,467.99999999999994
1998-04-29,18.27,0.04,456.75
1998-04-30,18.4,0.04,459.99999999999994
1998-05-01,18.57,0.04,464.25
1998-05-04,18.65,0.04,466.24999999999994
1998-05-05,18.2,0.04,455.0
1998-05-06,18.3,0.04,457.5
1998-05-07,18.25,0.04,456.25
1998-05-08,18.42,0.04,460.50000000000006
1998-05-11,18.62,0.04,465.5
1998-05-12,18.57,0.04,464.25
1998-05-13,18.6,0.04,465.0
1998-05-14,18.82,0.04,470.5
1998-05-15,18.84,0.04,471.0
1998-05-18,18.67,0.04,466.75000000000006
1998-05-19,18.92,0.04,473.00000000000006
1998-05-20,18.97,0.04,474.24999999999994
1998-05-21,18.67,0.04,466.75000000000006
1998-05-22,18.62,0.04,465.5
1998-05-26,18.45,0.04,461.25
1998-05-27,18.22,0.04,455.49999999999994
1998-05-28,18.07,0.04,451.75
1998-05-29,18.0,0.04,450.0
1998-06-01,17.67,0.04,441.75000000000006
1998-06-02,17.42,0.04,435.50000000000006
1998-06-03,17.37,0.04,434.25
1998-06-04,17.27,0.04,431.75
1998-06-05,17.55,0.04,438.75
1998-06-08,17.47,0.04,436.74999999999994
1998-06-09,17.62,0.04,440.5
1998-06-10,17.57,0.04,439.25
1998-06-11,17.37,0.04,434.25
1998-06-12,17.57,0.04,439.25
1998-06-15,17.55,0.04,438.75
1998-06-16,17.17,0.04,429.25000000000006
1998-06-17,17.77,0.04,444.25
1998-06-18,17.35,0.04,433.75
1998-06-19,16.62,0.04,415.5
1998-06-22,16.85,0.04,421.25
1998-06-23,16.82,0.04,420.5
1998-06-24,17.25,0.04,431.25
1998-06-25,16.77,0.04,419.25
1998-06-26,16.97,0.04,424.24999999999994
1998-06-29,16.72,0.04,417.99999999999994
1998-06-30,17.6,0.04,440.0
1998-07-01,17.92,0.04,448.00000000000006
1998-07-02,17.2,0.04,430.0
1998-07-06,17.37,0.04,434.25
1998-07-07,17.27,0.04,431.75
1998-07-08,16.45,0.04,411.25
1998-07-09,16.95,0.04,423.75
1998-07-10,17.42,0.04,435.50000000000006
1998-07-13,17.47,0.04,436.74999999999994
1998-07-14,18.15,0.04,453.74999999999994
1998-07-15,18.37,0.04,459.25
1998-07-16,18.57,0.04,464.25
1998-07-17,18.25,0.04,456.25
1998-07-20,18.0,0.04,450.0
1998-07-21,17.95,0.04,448.75
1998-07-22,18.0,0.04,450.0
1998-07-23,18.47,0.04,461.74999999999994
1998-07-24,18.17,0.04,454.25000000000006
1998-07-27,18.3,0.04,457.5
1998-07-28,18.07,0.04,451.75
