date,CHD,CHD_EPS,PE Ratio
1997-01-07,1.88,0.02,93.99999999999999
1997-01-08,1.88,0.02,93.99999999999999
1997-01-09,1.89,0.02,94.5
1997-01-10,1.83,0.02,91.5
1997-01-13,1.83,0.02,91.5
1997-01-14,1.84,0.02,92.0
1997-01-15,1.82,0.02,91.0
1997-01-16,1.86,0.02,93.0
1997-01-17,1.85,0.02,92.5
1997-01-20,1.83,0.02,91.5
1997-01-21,1.88,0.02,93.99999999999999
1997-01-22,1.86,0.02,93.0
1997-01-23,2.02,0.02,101.0
1997-01-24,2.08,0.02,104.0
1997-01-27,2.1,0.02,105.0
1997-01-28,2.17,0.02,108.5
1997-01-29,2.11,0.02,105.49999999999999
1997-01-30,2.11,0.02,105.49999999999999
1997-01-31,2.13,0.02,106.49999999999999
1997-02-03,2.13,0.02,106.49999999999999
1997-02-04,2.2,0.02,110.0
1997-02-05,2.2,0.02,110.0
1997-02-06,2.18,0.02,109.0
1997-02-07,2.23,0.02,111.5
1997-02-10,2.28,0.02,113.99999999999999
1997-02-11,2.29,0.02,114.5
1997-02-12,2.26,0.02,112.99999999999999
1997-02-13,2.21,0.02,110.5
1997-02-14,2.23,0.02,111.5
1997-02-18,2.26,0.02,112.99999999999999
1997-02-19,2.28,0.02,113.99999999999999
1997-02-20,2.29,0.02,114.5
1997-02-21,2.3,0.02,114.99999999999999
1997-02-24,2.35,0.02,117.5
1997-02-25,2.35,0.02,117.5
1997-02-26,2.35,0.02,117.5
1997-02-27,2.32,0.02,115.99999999999999
1997-02-28,2.22,0.02,111.00000000000001
1997-03-03,2.24,0.02,112.00000000000001
1997-03-04,2.28,0.02,113.99999999999999
1997-03-05,2.21,0.02,110.5
1997-03-06,2.25,0.02,112.5
1997-03-07,2.31,0.02,115.5
1997-03-10,2.39,0.02,119.5
1997-03-11,2.33,0.02,116.5
1997-03-12,2.34,0.02,116.99999999999999
1997-03-13,2.34,0.02,116.99999999999999
1997-03-14,2.32,0.02,115.99999999999999
1997-03-17,2.27,0.02,113.5
1997-03-18,2.31,0.02,115.5
1997-03-19,2.31,0.02,115.5
1997-03-20,2.16,0.02,108.0
1997-03-21,2.23,0.02,111.5
1997-03-24,2.25,0.02,112.5
1997-03-25,2.24,0.02,112.00000000000001
1997-03-26,2.25,0.02,112.5
1997-03-27,2.3,0.02,114.99999999999999
1997-03-31,2.4,0.02,120.0
1997-04-01,2.27,0.02,113.5
1997-04-02,2.24,0.02,112.00000000000001
1997-04-03,2.15,0.02,107.5
1997-04-04,2.22,0.02,111.00000000000001
1997-04-07,2.18,0.02,109.0
1997-04-08,2.16,0.02,108.0
1997-04-09,2.15,0.02,107.5
1997-04-10,2.16,0.02,108.0
1997-04-11,2.1,0.02,105.0
1997-04-14,2.05,0.02,102.49999999999999
1997-04-15,2.19,0.02,109.5
1997-04-16,2.15,0.02,107.5
1997-04-17,2.1,0.02,105.0
1997-04-18,2.08,0.02,104.0
1997-04-21,2.09,0.02,104.49999999999999
1997-04-22,2.16,0.02,108.0
1997-04-23,2.09,0.02,104.49999999999999
1997-04-24,2.09,0.02,104.49999999999999
1997-04-25,2.0,0.02,100.0
1997-04-28,2.09,0.02,104.49999999999999
1997-04-29,2.14,0.02,107.0
1997-04-30,2.13,0.02,106.49999999999999
1997-05-01,2.15,0.02,107.5
1997-05-02,2.16,0.02,108.0
1997-05-05,2.17,0.02,108.5
1997-05-06,2.2,0.02,110.0
1997-05-07,2.1,0.02,105.0
1997-05-08,2.03,0.02,101.49999999999999
1997-05-09,2.06,0.02,103.0
1997-05-12,2.14,0.02,107.0
1997-05-13,2.14,0.02,107.0
1997-05-14,2.16,0.02,108.0
1997-05-15,2.15,0.02,107.5
1997-05-16,2.16,0.02,108.0
1997-05-19,2.2,0.02,110.0
1997-05-20,2.16,0.02,108.0
1997-05-21,2.07,0.02,103.49999999999999
1997-05-22,2.13,0.02,106.49999999999999
1997-05-23,2.15,0.02,107.5
1997-05-27,2.18,0.02,109.0
1997-05-28,2.17,0.02,108.5
1997-05-29,2.21,0.02,110.5
1997-05-30,2.21,0.02,110.5
1997-06-02,2.22,0.02,111.00000000000001
1997-06-03,2.22,0.02,111.00000000000001
1997-06-04,2.24,0.02,112.00000000000001
1997-06-05,2.28,0.02,113.99999999999999
1997-06-06,2.25,0.02,112.5
1997-06-09,2.26,0.02,112.99999999999999
1997-06-10,2.23,0.02,111.5
1997-06-11,2.24,0.02,112.00000000000001
1997-06-12,2.24,0.02,112.00000000000001
1997-06-13,2.27,0.02,113.5
1997-06-16,2.24,0.02,112.00000000000001
1997-06-17,2.23,0.02,111.5
1997-06-18,2.21,0.02,110.5
1997-06-19,2.2,0.02,110.0
1997-06-20,2.13,0.02,106.49999999999999
1997-06-23,2.15,0.02,107.5
1997-06-24,2.21,0.02,110.5
1997-06-25,2.15,0.02,107.5
1997-06-26,2.14,0.02,107.0
1997-06-27,2.18,0.02,109.0
1997-06-30,2.23,0.02,111.5
1997-07-01,2.28,0.02,113.99999999999999
1997-07-02,2.18,0.02,109.0
1997-07-03,2.22,0.02,111.00000000000001
1997-07-07,2.19,0.02,109.5
1997-07-08,2.14,0.02,107.0
1997-07-09,2.16,0.02,108.0
1997-07-10,2.23,0.02,111.5
1997-07-11,2.26,0.02,112.99999999999999
1997-07-14,2.21,0.02,110.5
1997-07-15,2.24,0.02,112.00000000000001
1997-07-16,2.33,0.02,116.5
1997-07-17,2.32,0.02,115.99999999999999
1997-07-18,2.26,0.02,112.99999999999999
1997-07-21,2.25,0.02,112.5
1997-07-22,2.19,0.02,109.5
1997-07-23,2.22,0.02,111.00000000000001
1997-07-24,2.24,0.02,112.00000000000001
1997-07-25,2.28,0.02,113.99999999999999
1997-07-28,2.38,0.02,118.99999999999999
1997-07-29,2.34,0.02,116.99999999999999
1997-07-30,2.39,0.02,119.5
1997-07-31,2.47,0.02,123.50000000000001
1997-08-01,2.35,0.02,117.5
1997-08-04,2.37,0.02,118.5
1997-08-05,2.41,0.02,120.5
1997-08-06,2.36,0.03,78.66666666666667
1997-08-07,2.38,0.03,79.33333333333333
1997-08-08,2.37,0.03,79.0
1997-08-11,2.35,0.03,78.33333333333334
1997-08-12,2.32,0.03,77.33333333333333
1997-08-13,2.32,0.03,77.33333333333333
1997-08-14,2.4,0.03,80.0
1997-08-15,2.33,0.03,77.66666666666667
1997-08-18,2.33,0.03,77.66666666666667
1997-08-19,2.37,0.03,79.0
1997-08-20,2.31,0.03,77.0
1997-08-21,2.31,0.03,77.0
1997-08-22,2.33,0.03,77.66666666666667
1997-08-25,2.31,0.03,77.0
1997-08-26,2.32,0.03,77.33333333333333
1997-08-27,2.31,0.03,77.0
1997-08-28,2.34,0.03,78.0
1997-08-29,2.39,0.03,79.66666666666667
1997-09-02,2.38,0.03,79.33333333333333
1997-09-03,2.36,0.03,78.66666666666667
1997-09-04,2.35,0.03,78.33333333333334
1997-09-05,2.33,0.03,77.66666666666667
1997-09-08,2.39,0.03,79.66666666666667
1997-09-09,2.41,0.03,80.33333333333334
1997-09-10,2.43,0.03,81.00000000000001
1997-09-11,2.4,0.03,80.0
1997-09-12,2.51,0.03,83.66666666666666
1997-09-15,2.45,0.03,81.66666666666667
1997-09-16,2.49,0.03,83.00000000000001
1997-09-17,2.53,0.03,84.33333333333333
1997-09-18,2.52,0.03,84.0
1997-09-19,2.52,0.03,84.0
1997-09-22,2.49,0.03,83.00000000000001
1997-09-23,2.5,0.03,83.33333333333334
1997-09-24,2.48,0.03,82.66666666666667
1997-09-25,2.48,0.03,82.66666666666667
1997-09-26,2.46,0.03,82.0
1997-09-29,2.44,0.03,81.33333333333333
1997-09-30,2.42,0.03,80.66666666666667
1997-10-01,2.48,0.03,82.66666666666667
1997-10-02,2.59,0.03,86.33333333333333
1997-10-03,2.58,0.03,86.0
1997-10-06,2.66,0.03,88.66666666666667
1997-10-07,2.55,0.03,85.0
1997-10-08,2.6,0.03,86.66666666666667
1997-10-09,2.57,0.03,85.66666666666667
1997-10-10,2.52,0.03,84.0
1997-10-13,2.58,0.03,86.0
1997-10-14,2.55,0.03,85.0
1997-10-15,2.56,0.03,85.33333333333334
1997-10-16,2.52,0.03,84.0
1997-10-17,2.42,0.03,80.66666666666667
1997-10-20,2.48,0.03,82.66666666666667
1997-10-21,2.49,0.03,83.00000000000001
1997-10-22,2.42,0.03,80.66666666666667
1997-10-23,2.42,0.03,80.66666666666667
1997-10-24,2.43,0.03,81.00000000000001
1997-10-27,2.34,0.03,78.0
1997-10-28,2.29,0.03,76.33333333333334
1997-10-29,2.35,0.03,78.33333333333334
1997-10-30,2.36,0.03,78.66666666666667
1997-10-31,2.4,0.03,80.0
1997-11-03,2.53,0.03,84.33333333333333
1997-11-04,2.47,0.03,82.33333333333334
1997-11-05,2.49,0.03,83.00000000000001
1997-11-06,2.55,0.03,85.0
1997-11-07,2.45,0.03,81.66666666666667
1997-11-10,2.46,0.03,82.0
1997-11-11,2.44,0.03,81.33333333333333
1997-11-12,2.39,0.03,79.66666666666667
1997-11-13,2.35,0.03,78.33333333333334
1997-11-14,2.34,0.03,78.0
1997-11-17,2.43,0.03,81.00000000000001
1997-11-18,2.39,0.03,79.66666666666667
1997-11-19,2.43,0.03,81.00000000000001
1997-11-20,2.43,0.03,81.00000000000001
1997-11-21,2.43,0.03,81.00000000000001
1997-11-24,2.44,0.03,81.33333333333333
1997-11-25,2.43,0.03,81.00000000000001
1997-11-26,2.43,0.03,81.00000000000001
1997-11-28,2.45,0.03,81.66666666666667
1997-12-01,2.48,0.03,82.66666666666667
1997-12-02,2.48,0.03,82.66666666666667
1997-12-03,2.48,0.03,82.66666666666667
1997-12-04,2.46,0.03,82.0
1997-12-05,2.48,0.03,82.66666666666667
1997-12-08,2.47,0.03,82.33333333333334
1997-12-09,2.43,0.03,81.00000000000001
1997-12-10,2.39,0.03,79.66666666666667
1997-12-11,2.32,0.03,77.33333333333333
1997-12-12,2.29,0.03,76.33333333333334
1997-12-15,2.31,0.03,77.0
1997-12-16,2.39,0.03,79.66666666666667
1997-12-17,2.39,0.03,79.66666666666667
1997-12-18,2.35,0.03,78.33333333333334
1997-12-19,2.36,0.03,78.66666666666667
1997-12-22,2.43,0.03,81.00000000000001
1997-12-23,2.47,0.03,82.33333333333334
1997-12-24,2.46,0.03,82.0
1997-12-26,2.43,0.03,81.00000000000001
1997-12-29,2.47,0.03,82.33333333333334
1997-12-30,2.47,0.03,82.33333333333334
1997-12-31,2.34,0.03,78.0
1998-01-02,2.38,0.03,79.33333333333333
1998-01-05,2.4,0.03,80.0
1998-01-06,2.38,0.03,79.33333333333333
1998-01-07,2.4,0.03,80.0
1998-01-08,2.38,0.03,79.33333333333333
1998-01-09,2.31,0.03,77.0
1998-01-12,2.31,0.03,77.0
1998-01-13,2.29,0.03,76.33333333333334
1998-01-14,2.32,0.03,77.33333333333333
1998-01-15,2.32,0.03,77.33333333333333
1998-01-16,2.33,0.03,77.66666666666667
1998-01-20,2.36,0.03,78.66666666666667
1998-01-21,2.33,0.03,77.66666666666667
1998-01-22,2.23,0.03,74.33333333333333
1998-01-23,2.29,0.03,76.33333333333334
1998-01-26,2.29,0.03,76.33333333333334
1998-01-27,2.33,0.03,77.66666666666667
1998-01-28,2.33,0.03,77.66666666666667
1998-01-29,2.28,0.03,76.0
1998-01-30,2.33,0.03,77.66666666666667
1998-02-02,2.32,0.03,77.33333333333333
1998-02-03,2.29,0.03,76.33333333333334
1998-02-04,2.26,0.03,75.33333333333333
1998-02-05,2.23,0.03,74.33333333333333
1998-02-06,2.22,0.03,74.00000000000001
1998-02-09,2.24,0.03,74.66666666666667
1998-02-10,2.27,0.03,75.66666666666667
1998-02-11,2.28,0.03,76.0
1998-02-12,2.26,0.03,75.33333333333333
1998-02-13,2.29,0.03,76.33333333333334
1998-02-17,2.29,0.03,76.33333333333334
1998-02-18,2.3,0.03,76.66666666666666
1998-02-19,2.3,0.03,76.66666666666666
1998-02-20,2.32,0.03,77.33333333333333
1998-02-23,2.32,0.03,77.33333333333333
1998-02-24,2.33,0.03,77.66666666666667
1998-02-25,2.44,0.03,81.33333333333333
1998-02-26,2.37,0.03,79.0
1998-02-27,2.39,0.03,79.66666666666667
1998-03-02,2.39,0.03,79.66666666666667
1998-03-03,2.33,0.03,77.66666666666667
1998-03-04,2.32,0.03,77.33333333333333
1998-03-05,2.32,0.03,77.33333333333333
1998-03-06,2.36,0.03,78.66666666666667
1998-03-09,2.4,0.03,80.0
1998-03-10,2.36,0.03,78.66666666666667
1998-03-11,2.36,0.03,78.66666666666667
1998-03-12,2.35,0.03,78.33333333333334
1998-03-13,2.38,0.03,79.33333333333333
1998-03-16,2.34,0.03,78.0
1998-03-17,2.33,0.03,77.66666666666667
1998-03-18,2.32,0.03,77.33333333333333
1998-03-19,2.33,0.03,77.66666666666667
1998-03-20,2.31,0.03,77.0
1998-03-23,2.35,0.03,78.33333333333334
1998-03-24,2.43,0.03,81.00000000000001
1998-03-25,2.48,0.03,82.66666666666667
1998-03-26,2.5,0.03,83.33333333333334
1998-03-27,2.47,0.03,82.33333333333334
1998-03-30,2.49,0.03,83.00000000000001
1998-03-31,2.52,0.03,84.0
1998-04-01,2.51,0.03,83.66666666666666
1998-04-02,2.51,0.03,83.66666666666666
1998-04-03,2.51,0.03,83.66666666666666
1998-04-06,2.51,0.03,83.66666666666666
1998-04-07,2.48,0.03,82.66666666666667
1998-04-08,2.51,0.03,83.66666666666666
1998-04-09,2.53,0.03,84.33333333333333
1998-04-13,2.51,0.03,83.66666666666666
1998-04-14,2.53,0.03,84.33333333333333
1998-04-15,2.54,0.03,84.66666666666667
1998-04-16,2.51,0.03,83.66666666666666
1998-04-17,2.52,0.03,84.0
1998-04-20,2.55,0.03,85.0
1998-04-21,2.57,0.03,85.66666666666667
1998-04-22,2.57,0.03,85.66666666666667
1998-04-23,2.64,0.03,88.00000000000001
1998-04-24,2.57,0.03,85.66666666666667
1998-04-27,2.56,0.03,85.33333333333334
1998-04-28,2.55,0.03,85.0
1998-04-29,2.51,0.03,83.66666666666666
1998-04-30,2.57,0.03,85.66666666666667
1998-05-01,2.56,0.03,85.33333333333334
1998-05-04,2.52,0.03,84.0
1998-05-05,2.51,0.03,83.66666666666666
1998-05-06,2.52,0.02,126.0
1998-05-07,2.51,0.02,125.49999999999999
1998-05-08,2.57,0.02,128.5
1998-05-11,2.53,0.02,126.49999999999999
1998-05-12,2.51,0.02,125.49999999999999
1998-05-13,2.5,0.02,125.0
1998-05-14,2.5,0.02,125.0
1998-05-15,2.5,0.02,125.0
1998-05-18,2.5,0.02,125.0
1998-05-19,2.51,0.02,125.49999999999999
1998-05-20,2.5,0.02,125.0
1998-05-21,2.51,0.02,125.49999999999999
1998-05-22,2.51,0.02,125.49999999999999
1998-05-26,2.51,0.02,125.49999999999999
1998-05-27,2.47,0.02,123.50000000000001
1998-05-28,2.56,0.02,128.0
1998-05-29,2.53,0.02,126.49999999999999
1998-06-01,2.54,0.02,127.0
1998-06-02,2.56,0.02,128.0
1998-06-03,2.51,0.02,125.49999999999999
1998-06-04,2.55,0.02,127.49999999999999
1998-06-05,2.6,0.02,130.0
1998-06-08,2.58,0.02,129.0
1998-06-09,2.59,0.02,129.5
1998-06-10,2.56,0.02,128.0
1998-06-11,2.53,0.02,126.49999999999999
1998-06-12,2.54,0.02,127.0
1998-06-15,2.45,0.02,122.5
1998-06-16,2.5,0.02,125.0
1998-06-17,2.49,0.02,124.50000000000001
1998-06-18,2.5,0.02,125.0
1998-06-19,2.48,0.02,124.0
1998-06-22,2.53,0.02,126.49999999999999
1998-06-23,2.57,0.02,128.5
1998-06-24,2.57,0.02,128.5
1998-06-25,2.57,0.02,128.5
1998-06-26,2.67,0.02,133.5
1998-06-29,2.64,0.02,132.0
1998-06-30,2.7,0.02,135.0
1998-07-01,2.72,0.02,136.0
1998-07-02,2.76,0.02,138.0
1998-07-06,2.8,0.02,140.0
1998-07-07,2.76,0.02,138.0
1998-07-08,2.76,0.02,138.0
1998-07-09,2.76,0.02,138.0
1998-07-10,2.76,0.02,138.0
1998-07-13,2.73,0.02,136.5
1998-07-14,2.77,0.02,138.5
1998-07-15,2.72,0.02,136.0
1998-07-16,2.7,0.02,135.0
1998-07-17,2.69,0.02,134.5
1998-07-20,2.71,0.02,135.5
1998-07-21,2.69,0.02,134.5
1998-07-22,2.66,0.02,133.0
1998-07-23,2.53,0.02,126.49999999999999
1998-07-24,2.53,0.02,126.49999999999999
1998-07-27,2.53,0.02,126.49999999999999
1998-07-28,2.55,0.02,127.49999999999999
1998-07-29,2.57,0.02,128.5
1998-07-30,2.61,0.02,130.5
1998-07-31,2.57,0.02,128.5
1998-08-03,2.53,0.02,126.49999999999999
1998-08-04,2.51,0.02,125.49999999999999
1998-08-05,2.55,0.02,127.49999999999999
1998-08-06,2.58,0.02,129.0
1998-08-07,2.61,0.02,130.5
1998-08-10,2.6,0.02,130.0
1998-08-11,2.55,0.02,127.49999999999999
1998-08-12,2.6,0.02,130.0
1998-08-13,2.5,0.02,125.0
1998-08-14,2.5,0.02,125.0
1998-08-17,2.56,0.02,128.0
1998-08-18,2.55,0.02,127.49999999999999
1998-08-19,2.53,0.02,126.49999999999999
1998-08-20,2.47,0.02,123.50000000000001
1998-08-21,2.44,0.02,122.0
1998-08-24,2.44,0.02,122.0
1998-08-25,2.42,0.02,121.0
1998-08-26,2.36,0.02,117.99999999999999
1998-08-27,2.33,0.02,116.5
1998-08-28,2.39,0.02,119.5
1998-08-31,2.26,0.02,112.99999999999999
1998-09-01,2.39,0.02,119.5
1998-09-02,2.37,0.02,118.5
1998-09-03,2.3,0.02,114.99999999999999
1998-09-04,2.33,0.02,116.5
1998-09-08,2.43,0.02,121.5
1998-09-09,2.35,0.02,117.5
1998-09-10,2.33,0.02,116.5
1998-09-11,2.49,0.02,124.50000000000001
1998-09-14,2.5,0.02,125.0
1998-09-15,2.45,0.02,122.5
1998-09-16,2.44,0.02,122.0
1998-09-17,2.41,0.02,120.5
1998-09-18,2.4,0.02,120.0
1998-09-21,2.36,0.02,117.99999999999999
1998-09-22,2.42,0.02,121.0
1998-09-23,2.51,0.02,125.49999999999999
1998-09-24,2.46,0.02,123.0
1998-09-25,2.5,0.02,125.0
1998-09-28,2.49,0.02,124.50000000000001
1998-09-29,2.49,0.02,124.50000000000001
1998-09-30,2.45,0.02,122.5
1998-10-01,2.42,0.02,121.0
1998-10-02,2.48,0.02,124.0
1998-10-05,2.42,0.02,121.0
1998-10-06,2.42,0.02,121.0
1998-10-07,2.42,0.02,121.0
1998-10-08,2.38,0.02,118.99999999999999
1998-10-09,2.31,0.02,115.5
1998-10-12,2.36,0.02,117.99999999999999
1998-10-13,2.33,0.02,116.5
1998-10-14,2.33,0.02,116.5
1998-10-15,2.41,0.02,120.5
1998-10-16,2.41,0.02,120.5
1998-10-19,2.41,0.02,120.5
1998-10-20,2.41,0.02,120.5
1998-10-21,2.41,0.02,120.5
1998-10-22,2.41,0.02,120.5
1998-10-23,2.41,0.02,120.5
1998-10-26,2.44,0.02,122.0
1998-10-27,2.48,0.02,124.0
1998-10-28,2.47,0.02,123.50000000000001
1998-10-29,2.51,0.02,125.49999999999999
1998-10-30,2.56,0.02,128.0
1998-11-02,2.68,0.02,134.0
1998-11-03,2.71,0.02,135.5
1998-11-04,2.82,0.02,141.0
1998-11-05,2.83,0.02,141.5
1998-11-06,2.88,0.02,144.0
1998-11-09,2.84,0.03,94.66666666666667
1998-11-10,2.86,0.03,95.33333333333333
1998-11-11,2.88,0.03,96.0
1998-11-12,2.89,0.03,96.33333333333334
1998-11-13,2.92,0.03,97.33333333333333
1998-11-16,2.85,0.03,95.0
1998-11-17,2.89,0.03,96.33333333333334
1998-11-18,2.88,0.03,96.0
1998-11-19,2.92,0.03,97.33333333333333
1998-11-20,2.9,0.03,96.66666666666667
1998-11-23,2.93,0.03,97.66666666666667
1998-11-24,2.92,0.03,97.33333333333333
1998-11-25,2.91,0.03,97.00000000000001
1998-11-27,2.92,0.03,97.33333333333333
1998-11-30,2.88,0.03,96.0
1998-12-01,2.92,0.03,97.33333333333333
1998-12-02,2.92,0.03,97.33333333333333
1998-12-03,2.89,0.03,96.33333333333334
1998-12-04,2.92,0.03,97.33333333333333
1998-12-07,2.91,0.03,97.00000000000001
1998-12-08,2.91,0.03,97.00000000000001
1998-12-09,2.96,0.03,98.66666666666667
1998-12-10,2.87,0.03,95.66666666666667
1998-12-11,2.85,0.03,95.0
1998-12-14,2.77,0.03,92.33333333333334
1998-12-15,2.78,0.03,92.66666666666666
1998-12-16,2.74,0.03,91.33333333333334
1998-12-17,2.73,0.03,91.0
1998-12-18,2.67,0.03,89.0
1998-12-21,2.69,0.03,89.66666666666667
1998-12-22,2.69,0.03,89.66666666666667
1998-12-23,2.77,0.03,92.33333333333334
1998-12-24,2.77,0.03,92.33333333333334
1998-12-28,2.85,0.03,95.0
1998-12-29,2.85,0.03,95.0
1998-12-30,2.92,0.03,97.33333333333333
1998-12-31,2.99,0.03,99.66666666666667
1999-01-04,3.09,0.03,103.0
1999-01-05,3.07,0.03,102.33333333333333
1999-01-06,2.98,0.03,99.33333333333334
1999-01-07,2.88,0.03,96.0
1999-01-08,2.87,0.03,95.66666666666667
1999-01-11,2.81,0.03,93.66666666666667
1999-01-12,2.81,0.03,93.66666666666667
1999-01-13,2.81,0.03,93.66666666666667
1999-01-14,2.8,0.03,93.33333333333333
1999-01-15,2.81,0.03,93.66666666666667
1999-01-19,2.79,0.03,93.0
1999-01-20,2.82,0.03,94.0
1999-01-21,2.86,0.03,95.33333333333333
1999-01-22,3.01,0.03,100.33333333333333
1999-01-25,3.19,0.03,106.33333333333333
1999-01-26,3.21,0.03,107.0
1999-01-27,3.17,0.03,105.66666666666667
1999-01-28,3.26,0.03,108.66666666666666
1999-01-29,3.26,0.03,108.66666666666666
1999-02-01,3.32,0.03,110.66666666666667
1999-02-02,3.33,0.03,111.0
1999-02-03,3.35,0.03,111.66666666666667
1999-02-04,3.41,0.03,113.66666666666667
1999-02-05,3.41,0.03,113.66666666666667
1999-02-08,3.34,0.03,111.33333333333333
1999-02-09,3.38,0.03,112.66666666666667
1999-02-10,3.33,0.03,111.0
1999-02-11,3.37,0.03,112.33333333333334
1999-02-12,3.29,0.03,109.66666666666667
1999-02-16,3.35,0.03,111.66666666666667
1999-02-17,3.34,0.03,111.33333333333333
1999-02-18,3.45,0.03,115.00000000000001
1999-02-19,3.42,0.03,114.0
1999-02-22,3.42,0.03,114.0
1999-02-23,3.41,0.03,113.66666666666667
1999-02-24,3.44,0.03,114.66666666666667
1999-02-25,3.46,0.03,115.33333333333334
1999-02-26,3.48,0.03,116.0
1999-03-01,3.54,0.03,118.0
1999-03-02,3.61,0.03,120.33333333333333
1999-03-03,3.54,0.03,118.0
1999-03-04,3.73,0.03,124.33333333333334
1999-03-05,3.75,0.03,125.0
1999-03-08,3.59,0.03,119.66666666666667
1999-03-09,3.58,0.03,119.33333333333334
1999-03-10,3.5,0.03,116.66666666666667
1999-03-11,3.4,0.03,113.33333333333333
1999-03-12,3.44,0.03,114.66666666666667
1999-03-15,3.54,0.03,118.0
1999-03-16,3.49,0.03,116.33333333333334
1999-03-17,3.48,0.03,116.0
1999-03-18,3.43,0.03,114.33333333333334
1999-03-19,3.48,0.03,116.0
1999-03-22,3.41,0.03,113.66666666666667
1999-03-23,3.27,0.03,109.0
1999-03-24,3.32,0.03,110.66666666666667
1999-03-25,3.41,0.03,113.66666666666667
1999-03-26,3.33,0.03,111.0
1999-03-29,3.34,0.03,111.33333333333333
1999-03-30,3.34,0.03,111.33333333333333
1999-03-31,3.4,0.03,113.33333333333333
1999-04-01,3.35,0.03,111.66666666666667
1999-04-05,3.31,0.03,110.33333333333334
1999-04-06,3.29,0.03,109.66666666666667
1999-04-07,3.31,0.03,110.33333333333334
1999-04-08,3.3,0.03,110.0
1999-04-09,3.26,0.03,108.66666666666666
1999-04-12,3.21,0.03,107.0
1999-04-13,3.18,0.03,106.00000000000001
1999-04-14,3.22,0.03,107.33333333333334
1999-04-15,3.17,0.03,105.66666666666667
1999-04-16,3.27,0.03,109.0
1999-04-19,3.35,0.03,111.66666666666667
1999-04-20,3.31,0.03,110.33333333333334
1999-04-21,3.31,0.03,110.33333333333334
1999-04-22,3.27,0.03,109.0
1999-04-23,3.26,0.03,108.66666666666666
1999-04-26,3.2,0.03,106.66666666666667
1999-04-27,3.34,0.03,111.33333333333333
1999-04-28,3.4,0.03,113.33333333333333
1999-04-29,3.51,0.03,117.0
1999-04-30,3.57,0.03,119.0
1999-05-03,3.56,0.03,118.66666666666667
1999-05-04,3.45,0.03,115.00000000000001
1999-05-05,3.47,0.03,115.66666666666667
1999-05-06,3.44,0.03,114.66666666666667
1999-05-07,3.39,0.03,113.00000000000001
1999-05-10,3.46,0.03,115.33333333333334
1999-05-11,3.57,0.03,119.0
1999-05-12,3.56,0.03,118.66666666666667
1999-05-13,3.55,0.03,118.33333333333333
1999-05-14,3.44,0.03,114.66666666666667
1999-05-17,3.44,0.03,114.66666666666667
1999-05-18,3.36,0.03,112.0
1999-05-19,3.46,0.03,115.33333333333334
1999-05-20,3.4,0.03,113.33333333333333
1999-05-21,3.38,0.03,112.66666666666667
1999-05-24,3.21,0.03,107.0
1999-05-25,3.22,0.03,107.33333333333334
1999-05-26,3.43,0.03,114.33333333333334
1999-05-27,3.53,0.03,117.66666666666667
1999-05-28,3.56,0.03,118.66666666666667
1999-06-01,3.57,0.03,119.0
1999-06-02,3.64,0.03,121.33333333333334
1999-06-03,3.6,0.03,120.00000000000001
1999-06-04,3.61,0.03,120.33333333333333
1999-06-07,3.77,0.03,125.66666666666667
1999-06-08,3.83,0.03,127.66666666666667
1999-06-09,3.82,0.03,127.33333333333333
1999-06-10,3.75,0.03,125.0
1999-06-11,3.68,0.03,122.66666666666667
1999-06-14,3.66,0.03,122.00000000000001
1999-06-15,3.65,0.03,121.66666666666667
1999-06-16,3.67,0.03,122.33333333333333
1999-06-17,3.67,0.03,122.33333333333333
1999-06-18,3.68,0.03,122.66666666666667
1999-06-21,3.66,0.03,122.00000000000001
1999-06-22,3.63,0.03,121.0
1999-06-23,3.67,0.03,122.33333333333333
1999-06-24,3.59,0.03,119.66666666666667
1999-06-25,3.64,0.03,121.33333333333334
1999-06-28,3.64,0.03,121.33333333333334
1999-06-29,3.64,0.03,121.33333333333334
1999-06-30,3.63,0.03,121.0
1999-07-01,3.68,0.03,122.66666666666667
1999-07-02,3.68,0.03,122.66666666666667
1999-07-06,3.64,0.03,121.33333333333334
1999-07-07,3.57,0.03,119.0
1999-07-08,3.5,0.03,116.66666666666667
1999-07-09,3.58,0.03,119.33333333333334
1999-07-12,3.53,0.03,117.66666666666667
1999-07-13,3.58,0.03,119.33333333333334
1999-07-14,3.67,0.03,122.33333333333333
1999-07-15,3.66,0.03,122.00000000000001
1999-07-16,3.59,0.03,119.66666666666667
1999-07-19,3.6,0.03,120.00000000000001
1999-07-20,3.6,0.03,120.00000000000001
1999-07-21,3.72,0.03,124.00000000000001
1999-07-22,3.69,0.03,123.0
1999-07-23,3.59,0.03,119.66666666666667
1999-07-26,3.5,0.03,116.66666666666667
1999-07-27,3.58,0.03,119.33333333333334
1999-07-28,3.56,0.03,118.66666666666667
1999-07-29,3.51,0.03,117.0
1999-07-30,3.66,0.03,122.00000000000001
1999-08-02,3.91,0.03,130.33333333333334
1999-08-03,3.93,0.03,131.0
1999-08-04,4.04,0.03,134.66666666666669
1999-08-05,4.13,0.03,137.66666666666666
1999-08-06,4.14,0.03,138.0
1999-08-09,4.06,0.03,135.33333333333331
1999-08-10,3.97,0.03,132.33333333333334
1999-08-11,3.93,0.03,131.0
