date,SYY,SYY_EPS,PE Ratio
1995-10-30,7.5,0.07,107.14285714285714
1995-10-31,7.59,0.07,108.42857142857142
1995-11-01,7.59,0.07,108.42857142857142
1995-11-02,7.66,0.07,109.42857142857142
1995-11-03,7.66,0.07,109.42857142857142
1995-11-06,7.5,0.07,107.14285714285714
1995-11-07,7.47,0.07,106.7142857142857
1995-11-08,7.5,0.07,107.14285714285714
1995-11-09,7.72,0.09,85.77777777777777
1995-11-10,7.78,0.09,86.44444444444446
1995-11-13,7.78,0.09,86.44444444444446
1995-11-14,7.75,0.09,86.11111111111111
1995-11-15,7.84,0.09,87.11111111111111
1995-11-16,7.88,0.09,87.55555555555556
1995-11-17,7.84,0.09,87.11111111111111
1995-11-20,7.81,0.09,86.77777777777777
1995-11-21,7.88,0.09,87.55555555555556
1995-11-22,7.78,0.09,86.44444444444446
1995-11-24,7.78,0.09,86.44444444444446
1995-11-27,7.75,0.09,86.11111111111111
1995-11-28,7.72,0.09,85.77777777777777
1995-11-29,7.72,0.09,85.77777777777777
1995-11-30,7.69,0.09,85.44444444444446
1995-12-01,7.72,0.09,85.77777777777777
1995-12-04,8.0,0.09,88.88888888888889
1995-12-05,7.91,0.09,87.8888888888889
1995-12-06,8.09,0.09,89.88888888888889
1995-12-07,8.03,0.09,89.22222222222221
1995-12-08,8.09,0.09,89.88888888888889
1995-12-11,8.03,0.09,89.22222222222221
1995-12-12,7.91,0.09,87.8888888888889
1995-12-13,7.88,0.09,87.55555555555556
1995-12-14,7.88,0.09,87.55555555555556
1995-12-15,7.78,0.09,86.44444444444446
1995-12-18,7.78,0.09,86.44444444444446
1995-12-19,7.88,0.09,87.55555555555556
1995-12-20,7.91,0.09,87.8888888888889
1995-12-21,8.03,0.09,89.22222222222221
1995-12-22,8.0,0.09,88.88888888888889
1995-12-26,8.06,0.09,89.55555555555557
1995-12-27,7.97,0.09,88.55555555555556
1995-12-28,8.03,0.09,89.22222222222221
1995-12-29,8.13,0.09,90.33333333333334
1996-01-02,8.03,0.09,89.22222222222221
1996-01-03,8.0,0.09,88.88888888888889
1996-01-04,7.97,0.09,88.55555555555556
1996-01-05,7.81,0.09,86.77777777777777
1996-01-08,7.84,0.09,87.11111111111111
1996-01-09,7.69,0.09,85.44444444444446
1996-01-10,7.41,0.09,82.33333333333334
1996-01-11,7.47,0.09,83.0
1996-01-12,7.56,0.09,84.0
1996-01-15,7.56,0.09,84.0
1996-01-16,7.47,0.09,83.0
1996-01-17,7.75,0.09,86.11111111111111
1996-01-18,7.72,0.09,85.77777777777777
1996-01-19,7.75,0.09,86.11111111111111
1996-01-22,7.78,0.09,86.44444444444446
1996-01-23,7.78,0.09,86.44444444444446
1996-01-24,7.75,0.09,86.11111111111111
1996-01-25,7.75,0.09,86.11111111111111
1996-01-26,7.88,0.09,87.55555555555556
1996-01-29,7.94,0.09,88.22222222222223
1996-01-30,8.03,0.09,89.22222222222221
1996-01-31,8.0,0.09,88.88888888888889
1996-02-01,7.97,0.09,88.55555555555556
1996-02-02,7.88,0.09,87.55555555555556
1996-02-05,7.94,0.09,88.22222222222223
1996-02-06,7.88,0.09,87.55555555555556
1996-02-07,7.94,0.09,88.22222222222223
1996-02-08,8.09,0.09,89.88888888888889
1996-02-09,8.19,0.09,91.0
1996-02-12,8.25,0.09,91.66666666666667
1996-02-13,8.38,0.09,93.11111111111113
1996-02-14,8.19,0.09,91.0
1996-02-15,8.09,0.09,89.88888888888889
1996-02-16,8.03,0.09,89.22222222222221
1996-02-20,8.09,0.09,89.88888888888889
1996-02-21,8.16,0.09,90.66666666666667
1996-02-22,8.31,0.09,92.33333333333334
1996-02-23,8.38,0.09,93.11111111111113
1996-02-26,8.13,0.09,90.33333333333334
1996-02-27,8.28,0.09,92.0
1996-02-28,8.19,0.09,91.0
1996-02-29,8.22,0.09,91.33333333333334
1996-03-01,8.5,0.09,94.44444444444444
1996-03-04,8.5,0.09,94.44444444444444
1996-03-05,8.53,0.09,94.77777777777777
1996-03-06,8.5,0.09,94.44444444444444
1996-03-07,8.47,0.09,94.11111111111113
1996-03-08,8.38,0.09,93.11111111111113
1996-03-11,8.41,0.09,93.44444444444444
1996-03-12,8.34,0.09,92.66666666666667
1996-03-13,8.25,0.09,91.66666666666667
1996-03-14,8.38,0.09,93.11111111111113
1996-03-15,8.25,0.09,91.66666666666667
1996-03-18,8.38,0.09,93.11111111111113
1996-03-19,8.13,0.09,90.33333333333334
1996-03-20,8.22,0.09,91.33333333333334
1996-03-21,8.34,0.09,92.66666666666667
1996-03-22,8.59,0.09,95.44444444444444
1996-03-25,8.53,0.09,94.77777777777777
1996-03-26,8.69,0.09,96.55555555555556
1996-03-27,8.31,0.09,92.33333333333334
1996-03-28,8.38,0.09,93.11111111111113
1996-03-29,8.22,0.09,91.33333333333334
1996-04-01,8.41,0.09,93.44444444444444
1996-04-02,8.41,0.09,93.44444444444444
1996-04-03,8.25,0.09,91.66666666666667
1996-04-04,8.22,0.09,91.33333333333334
1996-04-08,8.16,0.09,90.66666666666667
1996-04-09,8.28,0.09,92.0
1996-04-10,8.22,0.09,91.33333333333334
1996-04-11,8.06,0.09,89.55555555555557
1996-04-12,8.13,0.09,90.33333333333334
1996-04-15,8.22,0.09,91.33333333333334
1996-04-16,8.13,0.09,90.33333333333334
1996-04-17,8.13,0.09,90.33333333333334
1996-04-18,8.0,0.09,88.88888888888889
1996-04-19,7.94,0.09,88.22222222222223
1996-04-22,8.03,0.09,89.22222222222221
1996-04-23,8.13,0.09,90.33333333333334
1996-04-24,8.16,0.09,90.66666666666667
1996-04-25,8.22,0.09,91.33333333333334
1996-04-26,8.06,0.09,89.55555555555557
1996-04-29,8.13,0.09,90.33333333333334
1996-04-30,8.03,0.09,89.22222222222221
1996-05-01,7.91,0.09,87.8888888888889
1996-05-02,7.78,0.09,86.44444444444446
1996-05-03,7.81,0.09,86.77777777777777
1996-05-06,7.75,0.09,86.11111111111111
1996-05-07,7.84,0.09,87.11111111111111
1996-05-08,7.84,0.09,87.11111111111111
1996-05-09,7.88,0.09,87.55555555555556
1996-05-10,8.0,0.09,88.88888888888889
1996-05-13,8.16,0.09,90.66666666666667
1996-05-14,8.16,0.09,90.66666666666667
1996-05-15,8.16,0.09,90.66666666666667
1996-05-16,8.09,0.09,89.88888888888889
1996-05-17,8.13,0.09,90.33333333333334
1996-05-20,8.16,0.09,90.66666666666667
1996-05-21,8.16,0.09,90.66666666666667
1996-05-22,8.31,0.09,92.33333333333334
1996-05-23,8.38,0.09,93.11111111111113
1996-05-24,8.81,0.09,97.8888888888889
1996-05-28,8.69,0.09,96.55555555555556
1996-05-29,8.66,0.09,96.22222222222223
1996-05-30,8.63,0.09,95.8888888888889
1996-05-31,8.53,0.09,94.77777777777777
1996-06-03,8.5,0.09,94.44444444444444
1996-06-04,8.47,0.09,94.11111111111113
1996-06-05,8.53,0.09,94.77777777777777
1996-06-06,8.28,0.09,92.0
1996-06-07,8.44,0.09,93.77777777777777
1996-06-10,8.41,0.09,93.44444444444444
1996-06-11,8.38,0.09,93.11111111111113
1996-06-12,8.38,0.09,93.11111111111113
1996-06-13,8.47,0.09,94.11111111111113
1996-06-14,8.38,0.09,93.11111111111113
1996-06-17,8.34,0.09,92.66666666666667
1996-06-18,8.31,0.09,92.33333333333334
1996-06-19,8.28,0.09,92.0
1996-06-20,8.34,0.09,92.66666666666667
1996-06-21,8.44,0.09,93.77777777777777
1996-06-24,8.56,0.09,95.11111111111111
1996-06-25,8.53,0.09,94.77777777777777
1996-06-26,8.53,0.09,94.77777777777777
1996-06-27,8.56,0.09,95.11111111111111
1996-06-28,8.56,0.09,95.11111111111111
1996-07-01,8.56,0.09,95.11111111111111
1996-07-02,8.56,0.09,95.11111111111111
1996-07-03,7.97,0.09,88.55555555555556
1996-07-05,7.72,0.09,85.77777777777777
1996-07-08,7.47,0.09,83.0
1996-07-09,7.66,0.09,85.11111111111111
1996-07-10,7.66,0.09,85.11111111111111
1996-07-11,7.47,0.09,83.0
1996-07-12,7.53,0.09,83.66666666666667
1996-07-15,7.47,0.09,83.0
1996-07-16,7.47,0.09,83.0
1996-07-17,7.38,0.09,82.0
1996-07-18,7.34,0.09,81.55555555555556
1996-07-19,7.19,0.09,79.8888888888889
1996-07-22,7.13,0.09,79.22222222222223
1996-07-23,7.09,0.09,78.77777777777779
1996-07-24,7.16,0.09,79.55555555555556
1996-07-25,7.13,0.09,79.22222222222223
1996-07-26,7.31,0.09,81.22222222222221
1996-07-29,7.25,0.09,80.55555555555556
1996-07-30,7.34,0.09,81.55555555555556
1996-07-31,7.25,0.09,80.55555555555556
1996-08-01,7.53,0.09,83.66666666666667
1996-08-02,7.72,0.09,85.77777777777777
1996-08-05,7.75,0.09,86.11111111111111
1996-08-06,7.63,0.09,84.77777777777779
1996-08-07,7.69,0.09,85.44444444444446
1996-08-08,7.69,0.09,85.44444444444446
1996-08-09,7.69,0.09,85.44444444444446
1996-08-12,7.75,0.09,86.11111111111111
1996-08-13,7.69,0.09,85.44444444444446
1996-08-14,7.66,0.09,85.11111111111111
1996-08-15,7.56,0.09,84.0
1996-08-16,7.72,0.09,85.77777777777777
1996-08-19,7.88,0.09,87.55555555555556
1996-08-20,7.94,0.09,88.22222222222223
1996-08-21,7.97,0.09,88.55555555555556
1996-08-22,8.03,0.09,89.22222222222221
1996-08-23,8.06,0.09,89.55555555555557
1996-08-26,8.06,0.09,89.55555555555557
1996-08-27,8.13,0.09,90.33333333333334
1996-08-28,8.13,0.09,90.33333333333334
1996-08-29,8.03,0.09,89.22222222222221
1996-08-30,8.03,0.09,89.22222222222221
1996-09-03,8.16,0.09,90.66666666666667
1996-09-04,8.13,0.09,90.33333333333334
1996-09-05,7.97,0.09,88.55555555555556
1996-09-06,8.0,0.09,88.88888888888889
1996-09-09,8.19,0.09,91.0
1996-09-10,8.25,0.09,91.66666666666667
1996-09-11,8.25,0.09,91.66666666666667
1996-09-12,8.34,0.09,92.66666666666667
1996-09-13,8.38,0.09,93.11111111111113
1996-09-16,8.38,0.09,93.11111111111113
1996-09-17,8.44,0.09,93.77777777777777
1996-09-18,8.53,0.09,94.77777777777777
1996-09-19,8.5,0.09,94.44444444444444
1996-09-20,8.44,0.09,93.77777777777777
1996-09-23,8.5,0.09,94.44444444444444
1996-09-24,8.44,0.09,93.77777777777777
1996-09-25,8.38,0.09,93.11111111111113
1996-09-26,8.38,0.09,93.11111111111113
1996-09-27,8.41,0.09,93.44444444444444
1996-09-30,8.41,0.09,93.44444444444444
1996-10-01,8.53,0.09,94.77777777777777
1996-10-02,8.66,0.09,96.22222222222223
1996-10-03,8.59,0.09,95.44444444444444
1996-10-04,8.56,0.09,95.11111111111111
1996-10-07,8.59,0.09,95.44444444444444
1996-10-08,8.47,0.09,94.11111111111113
1996-10-09,8.34,0.09,92.66666666666667
1996-10-10,8.25,0.09,91.66666666666667
1996-10-11,8.22,0.09,91.33333333333334
1996-10-14,8.22,0.09,91.33333333333334
1996-10-15,8.16,0.09,90.66666666666667
1996-10-16,8.34,0.09,92.66666666666667
1996-10-17,8.41,0.09,93.44444444444444
1996-10-18,8.53,0.09,94.77777777777777
1996-10-21,8.47,0.09,94.11111111111113
1996-10-22,8.41,0.09,93.44444444444444
1996-10-23,8.47,0.09,94.11111111111113
1996-10-24,8.44,0.09,93.77777777777777
1996-10-25,8.41,0.09,93.44444444444444
1996-10-28,8.41,0.09,93.44444444444444
1996-10-29,8.44,0.09,93.77777777777777
1996-10-30,8.47,0.09,94.11111111111113
1996-10-31,8.5,0.09,94.44444444444444
1996-11-01,8.53,0.09,94.77777777777777
1996-11-04,8.56,0.09,95.11111111111111
1996-11-05,8.5,0.09,94.44444444444444
1996-11-06,8.63,0.09,95.8888888888889
1996-11-07,8.72,0.09,96.8888888888889
1996-11-08,8.84,0.09,98.22222222222223
1996-11-11,8.72,0.09,96.8888888888889
1996-11-12,8.56,0.09,95.11111111111111
1996-11-13,8.66,0.09,96.22222222222223
1996-11-14,8.75,0.09,97.22222222222223
1996-11-15,8.72,0.09,96.8888888888889
1996-11-18,8.63,0.09,95.8888888888889
1996-11-19,8.69,0.09,96.55555555555556
1996-11-20,8.66,0.09,96.22222222222223
1996-11-21,8.5,0.09,94.44444444444444
1996-11-22,8.53,0.09,94.77777777777777
1996-11-25,8.69,0.09,96.55555555555556
1996-11-26,8.63,0.09,95.8888888888889
1996-11-27,8.59,0.09,95.44444444444444
1996-11-29,8.53,0.09,94.77777777777777
1996-12-02,8.41,0.09,93.44444444444444
1996-12-03,8.38,0.09,93.11111111111113
1996-12-04,8.44,0.09,93.77777777777777
1996-12-05,8.44,0.09,93.77777777777777
1996-12-06,8.41,0.09,93.44444444444444
1996-12-09,8.53,0.09,94.77777777777777
1996-12-10,8.5,0.09,94.44444444444444
1996-12-11,8.41,0.09,93.44444444444444
1996-12-12,8.34,0.09,92.66666666666667
1996-12-13,8.22,0.09,91.33333333333334
1996-12-16,8.06,0.09,89.55555555555557
1996-12-17,8.06,0.09,89.55555555555557
1996-12-18,8.16,0.09,90.66666666666667
1996-12-19,8.47,0.09,94.11111111111113
1996-12-20,8.5,0.09,94.44444444444444
1996-12-23,8.5,0.09,94.44444444444444
1996-12-24,8.53,0.09,94.77777777777777
1996-12-26,8.53,0.09,94.77777777777777
1996-12-27,8.59,0.09,95.44444444444444
1996-12-30,8.5,0.09,94.44444444444444
1996-12-31,8.16,0.09,90.66666666666667
1997-01-02,8.13,0.09,90.33333333333334
1997-01-03,8.16,0.09,90.66666666666667
1997-01-06,7.72,0.09,85.77777777777777
1997-01-07,7.75,0.09,86.11111111111111
1997-01-08,8.25,0.09,91.66666666666667
1997-01-09,8.25,0.09,91.66666666666667
1997-01-10,8.19,0.09,91.0
1997-01-13,8.13,0.09,90.33333333333334
1997-01-14,8.22,0.09,91.33333333333334
1997-01-15,8.16,0.09,90.66666666666667
1997-01-16,8.0,0.09,88.88888888888889
1997-01-17,8.0,0.09,88.88888888888889
1997-01-20,7.91,0.09,87.8888888888889
1997-01-21,8.0,0.09,88.88888888888889
1997-01-22,8.0,0.09,88.88888888888889
1997-01-23,7.97,0.09,88.55555555555556
1997-01-24,7.94,0.09,88.22222222222223
1997-01-27,7.94,0.09,88.22222222222223
1997-01-28,8.09,0.09,89.88888888888889
1997-01-29,8.13,0.09,90.33333333333334
1997-01-30,8.25,0.09,91.66666666666667
1997-01-31,8.22,0.09,91.33333333333334
1997-02-03,8.22,0.09,91.33333333333334
1997-02-04,8.19,0.09,91.0
1997-02-05,8.28,0.09,92.0
1997-02-06,8.28,0.09,92.0
1997-02-07,8.28,0.09,92.0
1997-02-10,8.41,0.09,93.44444444444444
1997-02-11,8.44,0.09,93.77777777777777
1997-02-12,8.59,0.09,95.44444444444444
1997-02-13,8.66,0.09,96.22222222222223
1997-02-14,8.69,0.09,96.55555555555556
1997-02-18,8.75,0.09,97.22222222222223
1997-02-19,8.66,0.09,96.22222222222223
1997-02-20,8.53,0.09,94.77777777777777
1997-02-21,8.63,0.09,95.8888888888889
1997-02-24,8.75,0.09,97.22222222222223
1997-02-25,8.72,0.09,96.8888888888889
1997-02-26,8.59,0.09,95.44444444444444
1997-02-27,8.72,0.09,96.8888888888889
1997-02-28,8.75,0.09,97.22222222222223
1997-03-03,8.72,0.09,96.8888888888889
1997-03-04,8.47,0.09,94.11111111111113
1997-03-05,8.59,0.09,95.44444444444444
1997-03-06,8.59,0.09,95.44444444444444
1997-03-07,8.69,0.09,96.55555555555556
1997-03-10,8.66,0.09,96.22222222222223
1997-03-11,8.59,0.09,95.44444444444444
1997-03-12,8.72,0.09,96.8888888888889
1997-03-13,8.53,0.09,94.77777777777777
1997-03-14,8.66,0.09,96.22222222222223
1997-03-17,8.81,0.09,97.8888888888889
1997-03-18,8.66,0.09,96.22222222222223
1997-03-19,8.56,0.09,95.11111111111111
1997-03-20,8.38,0.09,93.11111111111113
1997-03-21,8.44,0.09,93.77777777777777
1997-03-24,8.63,0.09,95.8888888888889
1997-03-25,8.81,0.09,97.8888888888889
1997-03-26,8.75,0.09,97.22222222222223
1997-03-27,8.72,0.09,96.8888888888889
1997-03-31,8.53,0.09,94.77777777777777
1997-04-01,8.47,0.09,94.11111111111113
1997-04-02,8.41,0.09,93.44444444444444
1997-04-03,8.31,0.09,92.33333333333334
1997-04-04,8.44,0.09,93.77777777777777
1997-04-07,8.53,0.09,94.77777777777777
1997-04-08,8.56,0.09,95.11111111111111
1997-04-09,8.63,0.09,95.8888888888889
1997-04-10,8.56,0.09,95.11111111111111
1997-04-11,8.59,0.09,95.44444444444444
1997-04-14,8.53,0.09,94.77777777777777
1997-04-15,8.66,0.09,96.22222222222223
1997-04-16,8.66,0.09,96.22222222222223
1997-04-17,8.69,0.09,96.55555555555556
1997-04-18,8.72,0.09,96.8888888888889
1997-04-21,8.59,0.09,95.44444444444444
1997-04-22,8.75,0.09,97.22222222222223
1997-04-23,8.63,0.09,95.8888888888889
1997-04-24,8.69,0.09,96.55555555555556
1997-04-25,8.66,0.09,96.22222222222223
1997-04-28,8.78,0.09,97.55555555555556
1997-04-29,8.75,0.09,97.22222222222223
1997-04-30,8.88,0.09,98.66666666666669
1997-05-01,8.66,0.09,96.22222222222223
1997-05-02,8.5,0.09,94.44444444444444
1997-05-05,8.28,0.09,92.0
1997-05-06,8.56,0.09,95.11111111111111
1997-05-07,8.47,0.09,94.11111111111113
1997-05-08,8.56,0.09,95.11111111111111
1997-05-09,8.47,0.09,94.11111111111113
1997-05-12,8.72,0.09,96.8888888888889
1997-05-13,8.56,0.09,95.11111111111111
1997-05-14,8.63,0.09,95.8888888888889
1997-05-15,8.56,0.09,95.11111111111111
1997-05-16,8.5,0.09,94.44444444444444
1997-05-19,8.5,0.09,94.44444444444444
1997-05-20,8.5,0.09,94.44444444444444
1997-05-21,8.59,0.09,95.44444444444444
1997-05-22,8.47,0.09,94.11111111111113
1997-05-23,8.69,0.09,96.55555555555556
1997-05-27,8.59,0.09,95.44444444444444
1997-05-28,8.69,0.09,96.55555555555556
1997-05-29,8.66,0.09,96.22222222222223
1997-05-30,8.72,0.09,96.8888888888889
1997-06-02,8.75,0.09,97.22222222222223
1997-06-03,8.78,0.09,97.55555555555556
1997-06-04,8.72,0.09,96.8888888888889
1997-06-05,8.78,0.09,97.55555555555556
1997-06-06,8.88,0.09,98.66666666666669
1997-06-09,9.0,0.09,100.0
1997-06-10,9.0,0.09,100.0
1997-06-11,9.06,0.09,100.66666666666667
1997-06-12,9.31,0.09,103.44444444444446
1997-06-13,9.53,0.09,105.88888888888889
1997-06-16,9.5,0.09,105.55555555555556
1997-06-17,9.31,0.09,103.44444444444446
1997-06-18,9.25,0.09,102.77777777777779
1997-06-19,9.34,0.09,103.77777777777779
1997-06-20,9.28,0.09,103.11111111111111
1997-06-23,9.16,0.09,101.77777777777779
1997-06-24,9.38,0.09,104.22222222222223
1997-06-25,9.23,0.09,102.55555555555556
1997-06-26,9.34,0.09,103.77777777777779
1997-06-27,9.25,0.09,102.77777777777779
1997-06-30,9.13,0.09,101.44444444444446
1997-07-01,9.34,0.09,103.77777777777779
1997-07-02,9.34,0.09,103.77777777777779
1997-07-03,9.47,0.09,105.22222222222223
1997-07-07,9.28,0.09,103.11111111111111
1997-07-08,9.38,0.09,104.22222222222223
1997-07-09,9.23,0.09,102.55555555555556
1997-07-10,9.42,0.09,104.66666666666667
1997-07-11,9.42,0.09,104.66666666666667
1997-07-14,9.7,0.09,107.77777777777777
1997-07-15,9.59,0.09,106.55555555555556
1997-07-16,9.63,0.09,107.00000000000001
1997-07-17,9.64,0.09,107.11111111111113
1997-07-18,9.45,0.09,105.0
1997-07-21,9.31,0.09,103.44444444444446
1997-07-22,9.56,0.09,106.22222222222223
1997-07-23,9.48,0.09,105.33333333333334
1997-07-24,9.48,0.09,105.33333333333334
1997-07-25,9.53,0.09,105.88888888888889
1997-07-28,9.55,0.09,106.11111111111113
1997-07-29,9.53,0.09,105.88888888888889
1997-07-30,9.28,0.09,103.11111111111111
1997-07-31,9.36,0.09,104.0
1997-08-01,9.42,0.09,104.66666666666667
1997-08-04,9.22,0.09,102.44444444444446
1997-08-05,9.17,0.09,101.88888888888889
1997-08-06,9.17,0.09,101.88888888888889
1997-08-07,9.17,0.09,101.88888888888889
1997-08-08,8.98,0.09,99.77777777777779
1997-08-11,8.94,0.09,99.33333333333333
1997-08-12,8.97,0.09,99.66666666666667
1997-08-13,8.91,0.09,99.0
1997-08-14,8.95,0.09,99.44444444444444
1997-08-15,8.66,0.09,96.22222222222223
1997-08-18,8.77,0.09,97.44444444444444
1997-08-19,8.91,0.09,99.0
1997-08-20,9.25,0.09,102.77777777777779
1997-08-21,9.09,0.09,101.0
1997-08-22,9.23,0.09,102.55555555555556
1997-08-25,9.28,0.09,103.11111111111111
1997-08-26,9.09,0.09,101.0
1997-08-27,9.06,0.09,100.66666666666667
1997-08-28,9.02,0.09,100.22222222222221
1997-08-29,8.88,0.09,98.66666666666669
1997-09-02,8.86,0.09,98.44444444444444
1997-09-03,8.61,0.09,95.66666666666666
1997-09-04,8.75,0.09,97.22222222222223
1997-09-05,8.69,0.09,96.55555555555556
1997-09-08,8.73,0.09,97.00000000000001
1997-09-09,8.73,0.09,97.00000000000001
1997-09-10,8.64,0.09,96.00000000000001
1997-09-11,8.75,0.09,97.22222222222223
1997-09-12,9.02,0.09,100.22222222222221
1997-09-15,9.08,0.09,100.8888888888889
1997-09-16,9.2,0.09,102.22222222222221
1997-09-17,9.02,0.09,100.22222222222221
1997-09-18,9.14,0.09,101.55555555555557
1997-09-19,9.11,0.09,101.22222222222221
1997-09-22,9.17,0.09,101.88888888888889
1997-09-23,9.14,0.09,101.55555555555557
1997-09-24,9.06,0.09,100.66666666666667
1997-09-25,8.98,0.09,99.77777777777779
1997-09-26,9.0,0.09,100.0
1997-09-29,9.19,0.09,102.11111111111111
1997-09-30,9.23,0.09,102.55555555555556
1997-10-01,9.34,0.09,103.77777777777779
1997-10-02,9.28,0.09,103.11111111111111
1997-10-03,9.48,0.09,105.33333333333334
1997-10-06,9.5,0.09,105.55555555555556
1997-10-07,9.52,0.09,105.77777777777777
1997-10-08,9.52,0.09,105.77777777777777
1997-10-09,9.39,0.09,104.33333333333334
1997-10-10,9.52,0.09,105.77777777777777
1997-10-13,9.55,0.09,106.11111111111113
1997-10-14,9.44,0.09,104.88888888888889
1997-10-15,9.7,0.09,107.77777777777777
1997-10-16,9.73,0.09,108.11111111111111
1997-10-17,9.67,0.09,107.44444444444444
1997-10-20,9.94,0.09,110.44444444444444
1997-10-21,9.95,0.09,110.55555555555556
1997-10-22,9.89,0.09,109.8888888888889
1997-10-23,9.88,0.09,109.77777777777779
1997-10-24,9.81,0.09,109.00000000000001
1997-10-27,9.53,0.09,105.88888888888889
1997-10-28,9.7,0.09,107.77777777777777
1997-10-29,9.61,0.09,106.77777777777777
1997-10-30,9.66,0.09,107.33333333333334
1997-10-31,10.0,0.09,111.11111111111111
1997-11-03,10.03,0.09,111.44444444444444
1997-11-04,10.09,0.09,112.11111111111111
1997-11-05,10.13,0.09,112.55555555555557
1997-11-06,10.11,0.09,112.33333333333333
1997-11-07,10.0,0.09,111.11111111111111
1997-11-10,10.08,0.09,112.0
1997-11-11,10.2,0.09,113.33333333333333
1997-11-12,10.16,0.09,112.8888888888889
1997-11-13,10.42,0.09,115.77777777777779
1997-11-14,10.22,0.09,113.55555555555557
1997-11-17,10.45,0.09,116.11111111111111
1997-11-18,10.27,0.09,114.11111111111111
1997-11-19,10.63,0.09,118.11111111111113
1997-11-20,10.95,0.09,121.66666666666666
1997-11-21,11.09,0.09,123.22222222222223
1997-11-24,11.14,0.09,123.77777777777779
1997-11-25,11.23,0.09,124.77777777777779
1997-11-26,11.13,0.09,123.66666666666669
1997-11-28,11.14,0.09,123.77777777777779
1997-12-01,11.14,0.09,123.77777777777779
1997-12-02,11.22,0.09,124.66666666666667
1997-12-03,11.31,0.09,125.66666666666667
1997-12-04,11.23,0.09,124.77777777777779
1997-12-05,11.09,0.09,123.22222222222223
1997-12-08,10.89,0.09,121.00000000000001
1997-12-09,11.06,0.09,122.8888888888889
1997-12-10,11.05,0.09,122.77777777777779
1997-12-11,11.08,0.09,123.11111111111111
1997-12-12,11.03,0.09,122.55555555555556
1997-12-15,11.19,0.09,124.33333333333333
1997-12-16,11.23,0.09,124.77777777777779
1997-12-17,11.33,0.09,125.8888888888889
1997-12-18,11.78,0.09,130.88888888888889
1997-12-19,11.63,0.09,129.22222222222223
1997-12-22,11.52,0.09,128.0
1997-12-23,11.14,0.09,123.77777777777779
1997-12-24,11.03,0.09,122.55555555555556
1997-12-26,11.2,0.09,124.44444444444444
1997-12-29,11.13,0.09,123.66666666666669
1997-12-30,11.13,0.09,123.66666666666669
1997-12-31,11.39,0.09,126.55555555555557
1998-01-02,11.17,0.09,124.11111111111111
1998-01-05,11.13,0.09,123.66666666666669
1998-01-06,11.27,0.09,125.22222222222223
1998-01-07,11.58,0.09,128.66666666666669
1998-01-08,11.36,0.09,126.22222222222221
1998-01-09,11.06,0.09,122.8888888888889
1998-01-12,11.22,0.09,124.66666666666667
1998-01-13,11.16,0.09,124.0
1998-01-14,11.28,0.09,125.33333333333333
1998-01-15,11.25,0.09,125.0
1998-01-16,11.34,0.09,126.0
1998-01-20,11.58,0.09,128.66666666666669
1998-01-21,11.48,0.09,127.55555555555557
1998-01-22,11.64,0.09,129.33333333333334
1998-01-23,11.5,0.09,127.77777777777779
1998-01-26,11.5,0.09,127.77777777777779
1998-01-27,11.61,0.09,129.0
1998-01-28,11.31,0.09,125.66666666666667
1998-01-29,11.39,0.09,126.55555555555557
1998-01-30,11.19,0.09,124.33333333333333
1998-02-02,11.48,0.09,127.55555555555557
1998-02-03,11.59,0.09,128.77777777777777
1998-02-04,11.75,0.09,130.55555555555557
1998-02-05,11.78,0.09,130.88888888888889
1998-02-06,11.8,0.09,131.11111111111111
1998-02-09,11.78,0.09,130.88888888888889
1998-02-10,11.83,0.09,131.44444444444446
1998-02-11,12.08,0.09,134.22222222222223
1998-02-12,11.91,0.09,132.33333333333334
1998-02-13,11.89,0.09,132.11111111111111
1998-02-17,11.81,0.09,131.22222222222223
1998-02-18,12.02,0.09,133.55555555555554
1998-02-19,11.88,0.09,132.0
1998-02-20,12.0,0.09,133.33333333333334
1998-02-23,12.0,0.09,133.33333333333334
1998-02-24,11.58,0.09,128.66666666666669
1998-02-25,11.77,0.09,130.77777777777777
1998-02-26,11.69,0.09,129.88888888888889
1998-02-27,11.77,0.09,130.77777777777777
1998-03-02,12.09,0.09,134.33333333333334
1998-03-03,12.27,0.09,136.33333333333334
1998-03-04,12.23,0.09,135.88888888888889
1998-03-05,12.06,0.09,134.0
1998-03-06,12.36,0.09,137.33333333333334
1998-03-09,12.48,0.09,138.66666666666669
1998-03-10,12.39,0.09,137.66666666666669
1998-03-11,12.38,0.09,137.55555555555557
1998-03-12,12.44,0.09,138.22222222222223
1998-03-13,12.34,0.09,137.11111111111111
1998-03-16,12.41,0.09,137.88888888888889
1998-03-17,12.75,0.09,141.66666666666669
1998-03-18,12.75,0.09,141.66666666666669
1998-03-19,12.8,0.09,142.22222222222223
1998-03-20,12.92,0.09,143.55555555555557
1998-03-23,13.16,0.09,146.22222222222223
1998-03-24,13.0,0.09,144.44444444444446
1998-03-25,12.94,0.09,143.77777777777777
1998-03-26,13.0,0.09,144.44444444444446
1998-03-27,13.25,0.09,147.22222222222223
1998-03-30,13.0,0.09,144.44444444444446
1998-03-31,12.81,0.09,142.33333333333334
1998-04-01,13.06,0.09,145.11111111111111
1998-04-02,13.09,0.09,145.44444444444446
1998-04-03,12.97,0.09,144.11111111111111
