date,UAA,UAA_EPS,PE Ratio
2008-08-05,4.23,0.01,423.00000000000006
2008-08-06,4.12,0.01,412.0
2008-08-07,4.11,0.01,411.0
2008-08-08,4.33,0.01,433.0
2008-08-11,4.44,0.01,444.00000000000006
2008-08-12,4.31,0.01,430.99999999999994
2008-08-13,4.22,0.01,421.99999999999994
2008-08-14,4.15,0.01,415.0
2008-08-15,4.11,0.01,411.0
2008-08-18,4.13,0.01,413.0
2008-08-19,4.05,0.01,405.0
2008-08-20,4.03,0.01,403.0
2008-08-21,4.08,0.01,408.0
2008-08-22,4.17,0.01,417.0
2008-08-25,3.99,0.01,399.0
2008-08-26,3.91,0.01,391.0
2008-08-27,4.05,0.01,405.0
2008-08-28,4.23,0.01,423.00000000000006
2008-08-29,4.21,0.01,421.0
2008-09-02,4.4,0.01,440.0
2008-09-03,4.55,0.01,455.0
2008-09-04,4.29,0.01,429.0
2008-09-05,4.31,0.01,430.99999999999994
2008-09-08,4.48,0.01,448.00000000000006
2008-09-09,4.46,0.01,446.0
2008-09-10,4.41,0.01,441.0
2008-09-11,4.36,0.01,436.0
2008-09-12,4.34,0.01,434.0
2008-09-15,4.18,0.01,417.99999999999994
2008-09-16,4.41,0.01,441.0
2008-09-17,4.57,0.01,457.0
2008-09-18,5.38,0.01,538.0
2008-09-19,4.9,0.01,490.0
2008-09-22,4.56,0.01,455.99999999999994
2008-09-23,4.43,0.01,442.99999999999994
2008-09-24,4.29,0.01,429.0
2008-09-25,4.26,0.01,425.99999999999994
2008-09-26,4.25,0.01,425.0
2008-09-29,3.85,0.01,385.0
2008-09-30,3.97,0.01,397.0
2008-10-01,3.91,0.01,391.0
2008-10-02,3.66,0.01,366.0
2008-10-03,3.38,0.01,338.0
2008-10-06,3.64,0.01,364.0
2008-10-07,3.33,0.01,333.0
2008-10-08,3.42,0.01,342.0
2008-10-09,3.31,0.01,331.0
2008-10-10,3.53,0.01,353.0
2008-10-13,3.66,0.01,366.0
2008-10-14,3.38,0.01,338.0
2008-10-15,3.06,0.01,306.0
2008-10-16,3.23,0.01,323.0
2008-10-17,3.17,0.01,317.0
2008-10-20,3.01,0.01,301.0
2008-10-21,2.85,0.01,285.0
2008-10-22,2.55,0.01,254.99999999999997
2008-10-23,2.3,0.01,229.99999999999997
2008-10-24,2.26,0.01,225.99999999999997
2008-10-27,2.26,0.01,225.99999999999997
2008-10-28,2.86,0.01,286.0
2008-10-29,2.77,0.01,277.0
2008-10-30,2.82,0.01,282.0
2008-10-31,3.25,0.01,325.0
2008-11-03,3.11,0.01,311.0
2008-11-04,3.25,0.01,325.0
2008-11-05,3.27,0.13,25.153846153846153
2008-11-06,3.05,0.13,23.46153846153846
2008-11-07,3.22,0.13,24.76923076923077
2008-11-10,3.08,0.13,23.692307692307693
2008-11-11,3.12,0.13,24.0
2008-11-12,2.65,0.13,20.384615384615383
2008-11-13,3.08,0.13,23.692307692307693
2008-11-14,2.87,0.13,22.076923076923077
2008-11-17,2.56,0.13,19.692307692307693
2008-11-18,2.35,0.13,18.076923076923077
2008-11-19,2.19,0.13,16.846153846153847
2008-11-20,2.28,0.13,17.538461538461537
2008-11-21,2.5,0.13,19.23076923076923
2008-11-24,2.7,0.13,20.76923076923077
2008-11-25,2.7,0.13,20.76923076923077
2008-11-26,2.9,0.13,22.307692307692307
2008-11-28,2.87,0.13,22.076923076923077
2008-12-01,2.57,0.13,19.769230769230766
2008-12-02,2.77,0.13,21.307692307692307
2008-12-03,2.98,0.13,22.923076923076923
2008-12-04,3.04,0.13,23.384615384615383
2008-12-05,3.28,0.13,25.23076923076923
2008-12-08,3.43,0.13,26.384615384615383
2008-12-09,3.47,0.13,26.692307692307693
2008-12-10,3.43,0.13,26.384615384615383
2008-12-11,3.17,0.13,24.384615384615383
2008-12-12,3.25,0.13,25.0
2008-12-15,3.05,0.13,23.46153846153846
2008-12-16,3.07,0.13,23.615384615384613
2008-12-17,3.07,0.13,23.615384615384613
2008-12-18,3.03,0.13,23.307692307692307
2008-12-19,3.11,0.13,23.92307692307692
2008-12-22,2.99,0.13,23.0
2008-12-23,2.88,0.13,22.153846153846153
2008-12-24,2.88,0.13,22.153846153846153
2008-12-26,2.84,0.13,21.846153846153843
2008-12-29,2.81,0.13,21.615384615384617
2008-12-30,2.93,0.13,22.53846153846154
2008-12-31,2.98,0.13,22.923076923076923
2009-01-02,3.14,0.13,24.153846153846153
2009-01-05,3.22,0.13,24.76923076923077
2009-01-06,3.27,0.13,25.153846153846153
2009-01-07,3.15,0.13,24.23076923076923
2009-01-08,3.13,0.13,24.076923076923077
2009-01-09,3.0,0.13,23.076923076923077
2009-01-12,2.9,0.13,22.307692307692307
2009-01-13,2.79,0.13,21.46153846153846
2009-01-14,2.43,0.13,18.692307692307693
2009-01-15,2.47,0.13,19.0
2009-01-16,2.5,0.13,19.23076923076923
2009-01-20,2.37,0.13,18.23076923076923
2009-01-21,2.46,0.13,18.923076923076923
2009-01-22,2.42,0.13,18.615384615384613
2009-01-23,2.35,0.13,18.076923076923077
2009-01-26,2.38,0.13,18.307692307692307
2009-01-27,2.34,0.13,18.0
2009-01-28,2.43,0.13,18.692307692307693
2009-01-29,2.38,0.13,18.307692307692307
2009-01-30,2.31,0.13,17.76923076923077
2009-02-02,2.1,0.13,16.153846153846153
2009-02-03,2.17,0.13,16.69230769230769
2009-02-04,2.13,0.13,16.384615384615383
2009-02-05,2.19,0.13,16.846153846153847
2009-02-06,2.28,0.13,17.538461538461537
2009-02-09,2.2,0.13,16.923076923076923
2009-02-10,2.06,0.13,15.846153846153847
2009-02-11,2.06,0.13,15.846153846153847
2009-02-12,2.07,0.13,15.923076923076922
2009-02-13,1.98,0.13,15.23076923076923
2009-02-17,1.94,0.13,14.923076923076922
2009-02-18,1.93,0.13,14.846153846153845
2009-02-19,1.94,0.13,14.923076923076922
2009-02-20,1.84,0.04,46.0
2009-02-23,1.77,0.04,44.25
2009-02-24,1.84,0.04,46.0
2009-02-25,1.79,0.04,44.75
2009-02-26,1.83,0.04,45.75
2009-02-27,1.8,0.04,45.0
2009-03-02,1.72,0.04,43.0
2009-03-03,1.59,0.04,39.75
2009-03-04,1.61,0.04,40.25
2009-03-05,1.63,0.04,40.75
2009-03-06,1.54,0.04,38.5
2009-03-09,1.56,0.04,39.0
2009-03-10,1.71,0.04,42.75
2009-03-11,1.7,0.04,42.5
2009-03-12,1.94,0.04,48.5
2009-03-13,2.02,0.04,50.5
2009-03-16,1.93,0.04,48.25
2009-03-17,2.02,0.04,50.5
2009-03-18,2.21,0.04,55.25
2009-03-19,2.26,0.04,56.49999999999999
2009-03-20,2.16,0.04,54.0
2009-03-23,2.34,0.04,58.49999999999999
2009-03-24,2.04,0.04,51.0
2009-03-25,2.04,0.04,51.0
2009-03-26,2.18,0.04,54.5
2009-03-27,2.08,0.04,52.0
2009-03-30,2.06,0.04,51.5
2009-03-31,2.05,0.04,51.24999999999999
2009-04-01,2.01,0.04,50.24999999999999
2009-04-02,2.16,0.04,54.0
2009-04-03,2.26,0.04,56.49999999999999
2009-04-06,2.22,0.04,55.50000000000001
2009-04-07,2.16,0.04,54.0
2009-04-08,2.22,0.04,55.50000000000001
2009-04-09,2.36,0.04,58.99999999999999
2009-04-13,2.32,0.04,57.99999999999999
2009-04-14,2.22,0.04,55.50000000000001
2009-04-15,2.28,0.04,56.99999999999999
2009-04-16,2.36,0.04,58.99999999999999
2009-04-17,2.5,0.04,62.5
2009-04-20,2.3,0.04,57.49999999999999
2009-04-21,2.4,0.04,60.0
2009-04-22,2.59,0.04,64.75
2009-04-23,2.67,0.04,66.75
2009-04-24,2.62,0.04,65.5
2009-04-27,2.71,0.04,67.75
2009-04-28,3.06,0.04,76.5
2009-04-29,3.01,0.04,75.25
2009-04-30,2.94,0.04,73.5
2009-05-01,3.0,0.04,75.0
2009-05-04,3.14,0.04,78.5
2009-05-05,3.06,0.04,76.5
2009-05-06,3.06,0.04,76.5
2009-05-07,2.87,0.02,143.5
2009-05-08,2.92,0.02,146.0
2009-05-11,2.8,0.02,140.0
2009-05-12,2.7,0.02,135.0
2009-05-13,2.59,0.02,129.5
2009-05-14,2.68,0.02,134.0
2009-05-15,2.71,0.02,135.5
2009-05-18,2.84,0.02,142.0
2009-05-19,2.82,0.02,141.0
2009-05-20,2.75,0.02,137.5
2009-05-21,2.6,0.02,130.0
2009-05-22,2.59,0.02,129.5
2009-05-26,2.87,0.02,143.5
2009-05-27,2.89,0.02,144.5
2009-05-28,2.96,0.02,148.0
2009-05-29,3.07,0.02,153.5
2009-06-01,3.15,0.02,157.5
2009-06-02,3.21,0.02,160.5
2009-06-03,3.2,0.02,160.0
2009-06-04,3.18,0.02,159.0
2009-06-05,3.15,0.02,157.5
2009-06-08,3.01,0.02,150.5
2009-06-09,3.05,0.02,152.5
2009-06-10,3.1,0.02,155.0
2009-06-11,3.0,0.02,150.0
2009-06-12,3.02,0.02,151.0
2009-06-15,2.91,0.02,145.5
2009-06-16,2.78,0.02,139.0
2009-06-17,2.78,0.02,139.0
2009-06-18,2.73,0.02,136.5
2009-06-19,2.76,0.02,138.0
2009-06-22,2.66,0.02,133.0
2009-06-23,2.7,0.02,135.0
2009-06-24,2.67,0.02,133.5
2009-06-25,2.72,0.02,136.0
2009-06-26,2.83,0.02,141.5
2009-06-29,2.81,0.02,140.5
2009-06-30,2.8,0.02,140.0
2009-07-01,2.88,0.02,144.0
2009-07-02,2.8,0.02,140.0
2009-07-06,2.7,0.02,135.0
2009-07-07,2.59,0.02,129.5
2009-07-08,2.61,0.02,130.5
2009-07-09,2.58,0.02,129.0
2009-07-10,2.55,0.02,127.49999999999999
2009-07-13,2.72,0.02,136.0
2009-07-14,2.68,0.02,134.0
2009-07-15,2.74,0.02,137.0
2009-07-16,2.88,0.02,144.0
2009-07-17,2.81,0.02,140.5
2009-07-20,2.86,0.02,143.0
2009-07-21,2.8,0.02,140.0
2009-07-22,2.79,0.02,139.5
2009-07-23,2.96,0.02,148.0
2009-07-24,3.07,0.02,153.5
2009-07-27,3.2,0.02,160.0
2009-07-28,3.18,0.02,159.0
2009-07-29,3.09,0.02,154.5
2009-07-30,3.09,0.02,154.5
2009-07-31,3.04,0.02,152.0
2009-08-03,3.03,0.02,151.5
2009-08-04,3.01,0.02,150.5
2009-08-05,3.04,0.01,304.0
2009-08-06,2.99,0.01,299.0
2009-08-07,3.13,0.01,313.0
2009-08-10,3.03,0.01,303.0
2009-08-11,3.0,0.01,300.0
2009-08-12,2.99,0.01,299.0
2009-08-13,3.02,0.01,302.0
2009-08-14,3.0,0.01,300.0
2009-08-17,2.95,0.01,295.0
2009-08-18,2.95,0.01,295.0
2009-08-19,2.94,0.01,294.0
2009-08-20,2.95,0.01,295.0
2009-08-21,3.02,0.01,302.0
2009-08-24,2.96,0.01,296.0
2009-08-25,2.91,0.01,291.0
2009-08-26,2.95,0.01,295.0
2009-08-27,3.01,0.01,301.0
2009-08-28,3.04,0.01,304.0
2009-08-31,2.98,0.01,298.0
2009-09-01,2.9,0.01,290.0
2009-09-02,2.79,0.01,279.0
2009-09-03,2.82,0.01,282.0
2009-09-04,2.84,0.01,284.0
2009-09-08,2.9,0.01,290.0
2009-09-09,3.18,0.01,318.0
2009-09-10,3.23,0.01,323.0
2009-09-11,3.3,0.01,330.0
2009-09-14,3.52,0.01,352.0
2009-09-15,3.55,0.01,355.0
2009-09-16,3.62,0.01,362.0
2009-09-17,3.63,0.01,363.0
2009-09-18,3.7,0.01,370.0
2009-09-21,3.83,0.01,383.0
2009-09-22,3.72,0.01,372.0
2009-09-23,3.56,0.01,356.0
2009-09-24,3.52,0.01,352.0
2009-09-25,3.5,0.01,350.0
2009-09-28,3.57,0.01,357.0
2009-09-29,3.55,0.01,355.0
2009-09-30,3.48,0.01,348.0
2009-10-01,3.4,0.01,340.0
2009-10-02,3.41,0.01,341.0
2009-10-05,3.56,0.01,356.0
2009-10-06,3.54,0.01,354.0
2009-10-07,3.57,0.01,357.0
2009-10-08,3.63,0.01,363.0
2009-10-09,3.68,0.01,368.0
2009-10-12,3.65,0.01,365.0
2009-10-13,3.67,0.01,367.0
2009-10-14,3.76,0.01,375.99999999999994
2009-10-15,3.79,0.01,379.0
2009-10-16,3.74,0.01,374.0
2009-10-19,3.88,0.01,388.0
2009-10-20,3.95,0.01,395.0
2009-10-21,3.8,0.01,380.0
2009-10-22,3.91,0.01,391.0
2009-10-23,3.94,0.01,394.0
2009-10-26,4.14,0.01,413.99999999999994
2009-10-27,3.66,0.01,366.0
2009-10-28,3.19,0.01,319.0
2009-10-29,3.44,0.01,344.0
2009-10-30,3.36,0.01,336.0
2009-11-02,3.36,0.01,336.0
2009-11-03,3.42,0.01,342.0
2009-11-04,3.33,0.13,25.615384615384617
2009-11-05,3.48,0.13,26.769230769230766
2009-11-06,3.47,0.13,26.692307692307693
2009-11-09,3.53,0.13,27.15384615384615
2009-11-10,3.51,0.13,26.999999999999996
2009-11-11,3.53,0.13,27.15384615384615
2009-11-12,3.4,0.13,26.153846153846153
2009-11-13,3.48,0.13,26.769230769230766
2009-11-16,3.68,0.13,28.307692307692307
2009-11-17,3.62,0.13,27.846153846153847
2009-11-18,3.65,0.13,28.076923076923077
2009-11-19,3.48,0.13,26.769230769230766
2009-11-20,3.41,0.13,26.23076923076923
2009-11-23,3.49,0.13,26.846153846153847
2009-11-24,3.4,0.13,26.153846153846153
2009-11-25,3.39,0.13,26.076923076923077
2009-11-27,3.3,0.13,25.384615384615383
2009-11-30,3.2,0.13,24.615384615384617
2009-12-01,3.27,0.13,25.153846153846153
2009-12-02,3.31,0.13,25.46153846153846
2009-12-03,3.24,0.13,24.923076923076923
2009-12-04,3.41,0.13,26.23076923076923
2009-12-07,3.34,0.13,25.69230769230769
2009-12-08,3.29,0.13,25.307692307692307
2009-12-09,3.26,0.13,25.076923076923073
2009-12-10,3.25,0.13,25.0
2009-12-11,3.33,0.13,25.615384615384617
2009-12-14,3.34,0.13,25.69230769230769
2009-12-15,3.35,0.13,25.76923076923077
2009-12-16,3.38,0.13,26.0
2009-12-17,3.29,0.13,25.307692307692307
2009-12-18,3.3,0.13,25.384615384615383
2009-12-21,3.37,0.13,25.923076923076923
2009-12-22,3.38,0.13,26.0
2009-12-23,3.45,0.13,26.53846153846154
2009-12-24,3.44,0.13,26.46153846153846
2009-12-28,3.42,0.13,26.307692307692307
2009-12-29,3.47,0.13,26.692307692307693
2009-12-30,3.48,0.13,26.769230769230766
2009-12-31,3.41,0.13,26.23076923076923
2010-01-04,3.51,0.13,26.999999999999996
2010-01-05,3.62,0.13,27.846153846153847
2010-01-06,3.7,0.13,28.461538461538463
2010-01-07,3.65,0.13,28.076923076923077
2010-01-08,3.64,0.13,28.0
2010-01-11,3.64,0.13,28.0
2010-01-12,3.62,0.13,27.846153846153847
2010-01-13,3.63,0.13,27.92307692307692
2010-01-14,3.61,0.13,27.769230769230766
2010-01-15,3.5,0.13,26.923076923076923
2010-01-19,3.39,0.13,26.076923076923077
2010-01-20,3.34,0.13,25.69230769230769
2010-01-21,3.42,0.13,26.307692307692307
2010-01-22,3.33,0.13,25.615384615384617
2010-01-25,3.32,0.13,25.538461538461537
2010-01-26,3.43,0.13,26.384615384615383
2010-01-27,3.49,0.13,26.846153846153847
2010-01-28,3.28,0.13,25.23076923076923
2010-01-29,3.18,0.13,24.461538461538463
2010-02-01,3.25,0.13,25.0
2010-02-02,3.35,0.13,25.76923076923077
2010-02-03,3.24,0.13,24.923076923076923
2010-02-04,3.06,0.13,23.538461538461537
2010-02-05,3.06,0.13,23.538461538461537
2010-02-08,2.99,0.13,23.0
2010-02-09,3.11,0.13,23.92307692307692
2010-02-10,3.07,0.13,23.615384615384613
2010-02-11,3.17,0.13,24.384615384615383
2010-02-12,3.16,0.13,24.307692307692307
2010-02-16,3.2,0.13,24.615384615384617
2010-02-17,3.23,0.13,24.846153846153847
2010-02-18,3.21,0.13,24.69230769230769
2010-02-19,3.22,0.13,24.76923076923077
2010-02-22,3.24,0.13,24.923076923076923
2010-02-23,3.17,0.13,24.384615384615383
2010-02-24,3.23,0.13,24.846153846153847
2010-02-25,3.26,0.08,40.75
2010-02-26,3.26,0.08,40.75
2010-03-01,3.36,0.08,42.0
2010-03-02,3.37,0.08,42.125
2010-03-03,3.34,0.08,41.75
2010-03-04,3.34,0.08,41.75
2010-03-05,3.52,0.08,44.0
2010-03-08,3.52,0.08,44.0
2010-03-09,3.55,0.08,44.375
2010-03-10,3.63,0.08,45.375
2010-03-11,3.65,0.08,45.625
2010-03-12,3.55,0.08,44.375
2010-03-15,3.52,0.08,44.0
2010-03-16,3.59,0.08,44.875
2010-03-17,3.62,0.08,45.25
2010-03-18,3.54,0.08,44.25
2010-03-19,3.59,0.08,44.875
2010-03-22,3.76,0.08,46.99999999999999
2010-03-23,3.85,0.08,48.125
2010-03-24,3.65,0.08,45.625
2010-03-25,3.77,0.08,47.125
2010-03-26,3.83,0.08,47.875
2010-03-29,3.83,0.08,47.875
2010-03-30,3.78,0.08,47.25
2010-03-31,3.68,0.08,46.0
2010-04-01,3.82,0.08,47.75
2010-04-05,3.87,0.08,48.375
2010-04-06,3.92,0.08,49.0
2010-04-07,3.94,0.08,49.25
2010-04-08,3.96,0.08,49.5
2010-04-09,4.04,0.08,50.5
2010-04-12,4.12,0.08,51.5
2010-04-13,4.07,0.08,50.875
2010-04-14,4.33,0.08,54.125
2010-04-15,4.17,0.08,52.125
2010-04-16,4.22,0.08,52.74999999999999
2010-04-19,4.21,0.08,52.625
2010-04-20,4.24,0.08,53.0
2010-04-21,4.25,0.08,53.125
2010-04-22,4.35,0.08,54.37499999999999
2010-04-23,4.42,0.08,55.25
2010-04-26,4.49,0.08,56.125
2010-04-27,4.28,0.08,53.5
2010-04-28,4.44,0.08,55.50000000000001
2010-04-29,4.48,0.08,56.00000000000001
2010-04-30,4.22,0.08,52.74999999999999
2010-05-03,4.32,0.08,54.0
2010-05-04,4.23,0.08,52.87500000000001
2010-05-05,4.11,0.04,102.75
2010-05-06,3.92,0.04,98.0
2010-05-07,3.77,0.04,94.25
2010-05-10,4.1,0.04,102.49999999999999
2010-05-11,4.18,0.04,104.49999999999999
2010-05-12,4.3,0.04,107.5
2010-05-13,4.25,0.04,106.25
2010-05-14,4.1,0.04,102.49999999999999
2010-05-17,4.12,0.04,103.0
2010-05-18,4.03,0.04,100.75
2010-05-19,3.92,0.04,98.0
2010-05-20,3.81,0.04,95.25
2010-05-21,3.87,0.04,96.75
2010-05-24,3.88,0.04,97.0
2010-05-25,3.89,0.04,97.25
2010-05-26,4.2,0.04,105.0
2010-05-27,4.34,0.04,108.5
2010-05-28,4.21,0.04,105.25
2010-06-01,4.07,0.04,101.75
2010-06-02,4.22,0.04,105.49999999999999
2010-06-03,4.31,0.04,107.74999999999999
2010-06-04,4.09,0.04,102.25
2010-06-07,3.93,0.04,98.25
2010-06-08,4.01,0.04,100.24999999999999
2010-06-09,3.99,0.04,99.75
2010-06-10,4.16,0.04,104.0
2010-06-11,4.29,0.04,107.25
2010-06-14,4.34,0.04,108.5
2010-06-15,4.48,0.04,112.00000000000001
2010-06-16,4.62,0.04,115.5
2010-06-17,4.61,0.04,115.25
2010-06-18,4.69,0.04,117.25000000000001
2010-06-21,4.58,0.04,114.5
2010-06-22,4.49,0.04,112.25
2010-06-23,4.58,0.04,114.5
2010-06-24,4.39,0.04,109.74999999999999
2010-06-25,4.49,0.04,112.25
2010-06-28,4.52,0.04,112.99999999999999
2010-06-29,4.2,0.04,105.0
2010-06-30,4.14,0.04,103.49999999999999
2010-07-01,4.19,0.04,104.75000000000001
2010-07-02,4.09,0.04,102.25
2010-07-06,4.06,0.04,101.49999999999999
2010-07-07,4.33,0.04,108.25
2010-07-08,4.43,0.04,110.74999999999999
2010-07-09,4.49,0.04,112.25
2010-07-12,4.49,0.04,112.25
2010-07-13,4.52,0.04,112.99999999999999
2010-07-14,4.42,0.04,110.5
2010-07-15,4.43,0.04,110.74999999999999
2010-07-16,4.17,0.04,104.25
2010-07-19,4.15,0.04,103.75
2010-07-20,4.19,0.04,104.75000000000001
2010-07-21,4.29,0.04,107.25
2010-07-22,4.63,0.04,115.75
2010-07-23,4.68,0.04,116.99999999999999
2010-07-26,4.78,0.04,119.5
2010-07-27,4.74,0.04,118.5
2010-07-28,4.64,0.04,115.99999999999999
2010-07-29,4.68,0.04,116.99999999999999
2010-07-30,4.7,0.04,117.5
2010-08-02,4.78,0.04,119.5
2010-08-03,4.67,0.04,116.75
2010-08-04,4.75,0.04,118.75
2010-08-05,4.68,0.02,233.99999999999997
2010-08-06,4.66,0.02,233.0
2010-08-09,4.74,0.02,237.0
2010-08-10,4.71,0.02,235.5
2010-08-11,4.56,0.02,227.99999999999997
2010-08-12,4.56,0.02,227.99999999999997
2010-08-13,4.49,0.02,224.5
2010-08-16,4.43,0.02,221.49999999999997
2010-08-17,4.58,0.02,229.0
2010-08-18,4.71,0.02,235.5
2010-08-19,4.54,0.02,227.0
2010-08-20,4.6,0.02,229.99999999999997
2010-08-23,4.55,0.02,227.5
2010-08-24,4.45,0.02,222.5
2010-08-25,4.56,0.02,227.99999999999997
2010-08-26,4.37,0.02,218.5
2010-08-27,4.53,0.02,226.5
2010-08-30,4.37,0.02,218.5
2010-08-31,4.48,0.02,224.00000000000003
2010-09-01,4.59,0.02,229.5
2010-09-02,4.66,0.02,233.0
2010-09-03,4.79,0.02,239.5
2010-09-07,4.8,0.02,240.0
2010-09-08,4.87,0.02,243.5
2010-09-09,4.95,0.02,247.5
2010-09-10,4.99,0.02,249.5
2010-09-13,5.11,0.02,255.5
2010-09-14,5.28,0.02,264.0
2010-09-15,5.32,0.02,266.0
2010-09-16,5.51,0.02,275.5
2010-09-17,5.52,0.02,276.0
2010-09-20,5.65,0.02,282.5
2010-09-21,5.64,0.02,282.0
2010-09-22,5.5,0.02,275.0
2010-09-23,5.55,0.02,277.5
2010-09-24,5.62,0.02,281.0
2010-09-27,5.65,0.02,282.5
2010-09-28,5.68,0.02,284.0
2010-09-29,5.69,0.02,284.5
2010-09-30,5.63,0.02,281.5
2010-10-01,5.63,0.02,281.5
2010-10-04,5.61,0.02,280.5
2010-10-05,5.64,0.02,282.0
2010-10-06,5.56,0.02,278.0
2010-10-07,5.57,0.02,278.5
2010-10-08,5.78,0.02,289.0
2010-10-11,5.74,0.02,287.0
2010-10-12,5.8,0.02,290.0
2010-10-13,5.85,0.02,292.5
2010-10-14,5.79,0.02,289.5
2010-10-15,5.7,0.02,285.0
2010-10-18,5.78,0.02,289.0
2010-10-19,5.61,0.02,280.5
2010-10-20,5.66,0.02,283.0
2010-10-21,5.68,0.02,284.0
2010-10-22,5.88,0.02,294.0
2010-10-25,5.99,0.02,299.5
2010-10-26,6.0,0.02,300.0
2010-10-27,5.85,0.02,292.5
2010-10-28,5.87,0.02,293.5
2010-10-29,5.84,0.02,292.0
2010-11-01,5.81,0.02,290.5
2010-11-02,5.85,0.02,292.5
2010-11-03,5.8,0.17,34.11764705882353
2010-11-04,6.06,0.17,35.647058823529406
2010-11-05,6.28,0.17,36.94117647058823
2010-11-08,6.47,0.17,38.05882352941176
2010-11-09,6.41,0.17,37.705882352941174
2010-11-10,6.48,0.17,38.11764705882353
2010-11-11,6.5,0.17,38.23529411764706
2010-11-12,6.32,0.17,37.17647058823529
2010-11-15,6.21,0.17,36.52941176470588
2010-11-16,6.25,0.17,36.76470588235294
2010-11-17,6.36,0.17,37.411764705882355
2010-11-18,6.5,0.17,38.23529411764706
2010-11-19,6.78,0.17,39.88235294117647
2010-11-22,6.87,0.17,40.41176470588235
2010-11-23,6.94,0.17,40.8235294117647
2010-11-24,7.07,0.17,41.588235294117645
2010-11-26,7.06,0.17,41.52941176470588
2010-11-29,7.0,0.17,41.17647058823529
2010-11-30,7.22,0.17,42.470588235294116
2010-12-01,7.24,0.17,42.588235294117645
2010-12-02,7.26,0.17,42.705882352941174
2010-12-03,7.38,0.17,43.41176470588235
2010-12-06,7.44,0.17,43.76470588235294
2010-12-07,7.34,0.17,43.17647058823529
2010-12-08,7.34,0.17,43.17647058823529
2010-12-09,7.38,0.17,43.41176470588235
2010-12-10,7.5,0.17,44.11764705882353
2010-12-13,7.46,0.17,43.882352941176464
2010-12-14,7.09,0.17,41.705882352941174
2010-12-15,6.85,0.17,40.29411764705882
2010-12-16,7.01,0.17,41.23529411764706
2010-12-17,7.16,0.17,42.11764705882353
2010-12-20,7.15,0.17,42.05882352941176
2010-12-21,7.18,0.17,42.23529411764705
2010-12-22,6.81,0.17,40.05882352941176
2010-12-23,6.86,0.17,40.35294117647059
2010-12-27,6.81,0.17,40.05882352941176
2010-12-28,6.68,0.17,39.29411764705882
2010-12-29,6.83,0.17,40.17647058823529
2010-12-30,6.89,0.17,40.52941176470588
2010-12-31,6.86,0.17,40.35294117647059
2011-01-03,6.95,0.17,40.88235294117647
2011-01-04,6.83,0.17,40.17647058823529
2011-01-05,6.94,0.17,40.8235294117647
2011-01-06,6.83,0.17,40.17647058823529
2011-01-07,6.69,0.17,39.35294117647059
2011-01-10,6.9,0.17,40.588235294117645
2011-01-11,6.8,0.17,39.99999999999999
2011-01-12,6.88,0.17,40.470588235294116
2011-01-13,6.93,0.17,40.764705882352935
2011-01-14,7.04,0.17,41.41176470588235
2011-01-18,7.1,0.17,41.764705882352935
2011-01-19,6.9,0.17,40.588235294117645
2011-01-20,6.76,0.17,39.764705882352935
2011-01-21,6.66,0.17,39.17647058823529
2011-01-24,6.69,0.17,39.35294117647059
2011-01-25,6.63,0.17,39.0
2011-01-26,6.74,0.17,39.64705882352941
2011-01-27,7.47,0.17,43.94117647058823
2011-01-28,7.47,0.17,43.94117647058823
2011-01-31,7.48,0.17,44.0
2011-02-01,7.52,0.17,44.23529411764705
2011-02-02,7.43,0.17,43.705882352941174
2011-02-03,7.53,0.17,44.29411764705882
2011-02-04,7.96,0.17,46.8235294117647
2011-02-07,8.19,0.17,48.17647058823529
2011-02-08,8.37,0.17,49.23529411764705
2011-02-09,8.31,0.17,48.88235294117647
2011-02-10,8.64,0.17,50.8235294117647
2011-02-11,8.73,0.17,51.35294117647059
2011-02-14,8.62,0.17,50.70588235294117
2011-02-15,8.42,0.17,49.52941176470588
2011-02-16,8.47,0.17,49.8235294117647
2011-02-17,8.44,0.17,49.647058823529406
2011-02-18,8.48,0.17,49.88235294117647
2011-02-22,8.27,0.17,48.647058823529406
2011-02-23,8.03,0.17,47.23529411764705
2011-02-24,8.07,0.11,73.36363636363636
2011-02-25,8.25,0.11,75.0
2011-02-28,8.28,0.11,75.27272727272727
2011-03-01,8.06,0.11,73.27272727272728
2011-03-02,7.99,0.11,72.63636363636364
2011-03-03,8.32,0.11,75.63636363636364
2011-03-04,8.42,0.11,76.54545454545455
2011-03-07,8.48,0.11,77.0909090909091
2011-03-08,8.69,0.11,79.0
2011-03-09,8.61,0.11,78.27272727272727
2011-03-10,8.46,0.11,76.90909090909092
2011-03-11,8.68,0.11,78.9090909090909
2011-03-14,8.53,0.11,77.54545454545453
2011-03-15,8.44,0.11,76.72727272727272
2011-03-16,8.39,0.11,76.27272727272728
2011-03-17,8.39,0.11,76.27272727272728
2011-03-18,7.91,0.11,71.9090909090909
2011-03-21,8.19,0.11,74.45454545454545
2011-03-22,8.02,0.11,72.9090909090909
2011-03-23,8.12,0.11,73.81818181818181
2011-03-24,8.16,0.11,74.18181818181819
2011-03-25,8.22,0.11,74.72727272727273
2011-03-28,8.14,0.11,74.0
2011-03-29,8.54,0.11,77.63636363636363
2011-03-30,8.63,0.11,78.45454545454547
2011-03-31,8.51,0.11,77.36363636363636
2011-04-01,9.15,0.11,83.18181818181819
2011-04-04,9.32,0.11,84.72727272727273
