date,PAYC,PAYC_EPS,PE Ratio
2016-11-15,41.58,0.1,415.79999999999995
2016-11-16,43.22,0.1,432.2
2016-11-17,43.39,0.1,433.9
2016-11-18,43.79,0.1,437.9
2016-11-21,43.71,0.1,437.09999999999997
2016-11-22,43.14,0.1,431.4
2016-11-23,43.28,0.1,432.8
2016-11-25,43.32,0.1,433.2
2016-11-28,42.77,0.1,427.7
2016-11-29,43.72,0.1,437.2
2016-11-30,44.87,0.1,448.69999999999993
2016-12-01,42.61,0.1,426.09999999999997
2016-12-02,43.54,0.1,435.4
2016-12-05,44.4,0.1,443.99999999999994
2016-12-06,45.94,0.1,459.4
2016-12-07,46.71,0.1,467.09999999999997
2016-12-08,46.84,0.1,468.40000000000003
2016-12-09,46.92,0.1,469.2
2016-12-12,46.03,0.1,460.3
2016-12-13,45.5,0.1,455.0
2016-12-14,45.36,0.1,453.59999999999997
2016-12-15,44.69,0.1,446.9
2016-12-16,45.92,0.1,459.2
2016-12-19,46.44,0.1,464.4
2016-12-20,46.3,0.1,462.99999999999994
2016-12-21,45.74,0.1,457.4
2016-12-22,44.58,0.1,445.79999999999995
2016-12-23,45.7,0.1,457.0
2016-12-27,46.9,0.1,468.99999999999994
2016-12-28,46.11,0.1,461.09999999999997
2016-12-29,46.13,0.1,461.3
2016-12-30,45.49,0.1,454.9
2017-01-03,46.47,0.1,464.7
2017-01-04,47.34,0.1,473.40000000000003
2017-01-05,47.0,0.1,470.0
2017-01-06,47.49,0.1,474.9
2017-01-09,48.4,0.1,483.99999999999994
2017-01-10,48.21,0.1,482.09999999999997
2017-01-11,48.79,0.1,487.9
2017-01-12,48.09,0.1,480.90000000000003
2017-01-13,48.72,0.1,487.2
2017-01-17,47.9,0.1,478.99999999999994
2017-01-18,48.07,0.1,480.7
2017-01-19,47.88,0.1,478.8
2017-01-20,49.19,0.1,491.9
2017-01-23,49.89,0.1,498.9
2017-01-24,50.32,0.1,503.2
2017-01-25,50.01,0.1,500.09999999999997
2017-01-26,48.62,0.1,486.19999999999993
2017-01-27,49.21,0.1,492.09999999999997
2017-01-30,47.06,0.1,470.6
2017-01-31,46.24,0.1,462.4
2017-02-01,43.93,0.1,439.29999999999995
2017-02-02,44.32,0.1,443.2
2017-02-03,45.99,0.1,459.9
2017-02-06,44.6,0.1,446.0
2017-02-07,45.4,0.1,453.99999999999994
2017-02-08,45.26,0.1,452.59999999999997
2017-02-09,51.32,0.1,513.1999999999999
2017-02-10,52.33,0.1,523.3
2017-02-13,51.84,0.1,518.4
2017-02-14,52.2,0.1,522.0
2017-02-15,52.79,0.1,527.9
2017-02-16,52.42,0.1,524.1999999999999
2017-02-17,53.38,0.1,533.8
2017-02-21,53.11,0.59,90.01694915254238
2017-02-22,53.55,0.59,90.76271186440678
2017-02-23,54.06,0.59,91.6271186440678
2017-02-24,55.3,0.59,93.72881355932203
2017-02-27,54.71,0.59,92.72881355932203
2017-02-28,53.83,0.59,91.23728813559322
2017-03-01,55.71,0.59,94.42372881355932
2017-03-02,55.2,0.59,93.55932203389831
2017-03-03,56.5,0.59,95.76271186440678
2017-03-06,56.67,0.59,96.05084745762713
2017-03-07,56.75,0.59,96.1864406779661
2017-03-08,56.03,0.59,94.96610169491527
2017-03-09,55.85,0.59,94.66101694915255
2017-03-10,56.18,0.59,95.22033898305085
2017-03-13,56.46,0.59,95.6949152542373
2017-03-14,56.06,0.59,95.01694915254238
2017-03-15,56.31,0.59,95.4406779661017
2017-03-16,56.59,0.59,95.91525423728815
2017-03-17,56.47,0.59,95.71186440677967
2017-03-20,56.44,0.59,95.66101694915254
2017-03-21,54.87,0.59,93.0
2017-03-22,55.28,0.59,93.6949152542373
2017-03-23,54.09,0.59,91.67796610169492
2017-03-24,54.94,0.59,93.11864406779661
2017-03-27,55.87,0.59,94.69491525423729
2017-03-28,56.48,0.59,95.72881355932203
2017-03-29,56.97,0.59,96.55932203389831
2017-03-30,57.19,0.59,96.9322033898305
2017-03-31,57.51,0.59,97.47457627118644
2017-04-03,57.79,0.59,97.94915254237289
2017-04-04,58.02,0.59,98.33898305084747
2017-04-05,57.24,0.59,97.01694915254238
2017-04-06,57.9,0.59,98.13559322033899
2017-04-07,57.85,0.59,98.05084745762713
2017-04-10,57.4,0.59,97.28813559322035
2017-04-11,57.96,0.59,98.23728813559323
2017-04-12,57.87,0.59,98.08474576271186
2017-04-13,57.74,0.59,97.86440677966102
2017-04-17,58.33,0.59,98.86440677966102
2017-04-18,59.04,0.59,100.0677966101695
2017-04-19,59.44,0.59,100.7457627118644
2017-04-20,59.49,0.59,100.83050847457628
2017-04-21,59.28,0.59,100.47457627118645
2017-04-24,60.02,0.59,101.72881355932205
2017-04-25,60.5,0.59,102.54237288135593
2017-04-26,59.97,0.59,101.64406779661017
2017-04-27,60.45,0.59,102.45762711864408
2017-04-28,60.25,0.59,102.11864406779661
2017-05-01,60.76,0.59,102.98305084745763
2017-05-02,60.52,0.59,102.57627118644069
2017-05-03,63.3,0.59,107.28813559322035
2017-05-04,63.58,0.57,111.54385964912281
2017-05-05,64.72,0.57,113.54385964912281
2017-05-08,65.12,0.57,114.24561403508774
2017-05-09,64.47,0.57,113.10526315789474
2017-05-10,64.45,0.57,113.07017543859651
2017-05-11,64.08,0.57,112.42105263157896
2017-05-12,65.01,0.57,114.05263157894738
2017-05-15,65.41,0.57,114.75438596491229
2017-05-16,65.57,0.57,115.03508771929825
2017-05-17,63.2,0.57,110.87719298245615
2017-05-18,64.22,0.57,112.66666666666667
2017-05-19,64.89,0.57,113.8421052631579
2017-05-22,65.0,0.57,114.03508771929826
2017-05-23,64.6,0.57,113.33333333333333
2017-05-24,65.09,0.57,114.19298245614037
2017-05-25,65.91,0.57,115.63157894736842
2017-05-26,65.96,0.57,115.71929824561403
2017-05-30,66.08,0.57,115.92982456140352
2017-05-31,65.44,0.57,114.80701754385966
2017-06-01,67.11,0.57,117.73684210526316
2017-06-02,67.87,0.57,119.07017543859651
2017-06-05,68.32,0.57,119.85964912280701
2017-06-06,68.15,0.57,119.56140350877195
2017-06-07,68.64,0.57,120.42105263157896
2017-06-08,69.01,0.57,121.07017543859651
2017-06-09,65.56,0.57,115.01754385964914
2017-06-12,66.57,0.57,116.78947368421052
2017-06-13,67.5,0.57,118.42105263157896
2017-06-14,66.58,0.57,116.80701754385966
2017-06-15,68.04,0.57,119.3684210526316
2017-06-16,69.36,0.57,121.6842105263158
2017-06-19,70.84,0.57,124.28070175438599
2017-06-20,70.35,0.57,123.42105263157895
2017-06-21,71.58,0.57,125.57894736842105
2017-06-22,71.79,0.57,125.94736842105266
2017-06-23,73.03,0.57,128.12280701754386
2017-06-26,71.77,0.57,125.91228070175438
2017-06-27,69.41,0.57,121.77192982456141
2017-06-28,69.72,0.57,122.31578947368422
2017-06-29,67.54,0.57,118.49122807017547
2017-06-30,68.41,0.57,120.01754385964912
2017-07-03,65.99,0.57,115.77192982456141
2017-07-05,66.72,0.57,117.05263157894737
2017-07-06,66.42,0.57,116.5263157894737
2017-07-07,67.64,0.57,118.66666666666667
2017-07-10,67.09,0.57,117.70175438596493
2017-07-11,68.23,0.57,119.70175438596493
2017-07-12,69.8,0.57,122.45614035087719
2017-07-13,68.48,0.57,120.140350877193
2017-07-14,68.74,0.57,120.59649122807018
2017-07-17,69.0,0.57,121.05263157894738
2017-07-18,69.37,0.57,121.70175438596493
2017-07-19,69.59,0.57,122.08771929824563
2017-07-20,70.05,0.57,122.89473684210527
2017-07-21,69.64,0.57,122.17543859649123
2017-07-24,71.7,0.57,125.78947368421055
2017-07-25,70.98,0.57,124.5263157894737
2017-07-26,70.77,0.57,124.15789473684211
2017-07-27,69.26,0.57,121.50877192982458
2017-07-28,70.46,0.57,123.6140350877193
2017-07-31,70.09,0.57,122.96491228070177
2017-08-01,71.19,0.57,124.89473684210527
2017-08-02,68.11,0.34,200.3235294117647
2017-08-03,69.39,0.34,204.08823529411762
2017-08-04,69.48,0.34,204.35294117647058
2017-08-07,69.99,0.34,205.85294117647055
2017-08-08,69.9,0.34,205.58823529411765
2017-08-09,69.53,0.34,204.5
2017-08-10,68.12,0.34,200.35294117647058
2017-08-11,68.96,0.34,202.82352941176467
2017-08-14,71.03,0.34,208.91176470588235
2017-08-15,71.53,0.34,210.38235294117646
2017-08-16,71.41,0.34,210.02941176470586
2017-08-17,70.45,0.34,207.20588235294116
2017-08-18,70.25,0.34,206.6176470588235
2017-08-21,71.27,0.34,209.6176470588235
2017-08-22,73.84,0.34,217.17647058823528
2017-08-23,73.98,0.34,217.58823529411765
2017-08-24,73.46,0.34,216.05882352941174
2017-08-25,72.77,0.34,214.02941176470586
2017-08-28,72.74,0.34,213.9411764705882
2017-08-29,71.93,0.34,211.55882352941177
2017-08-30,73.35,0.34,215.73529411764702
2017-08-31,74.61,0.34,219.44117647058823
2017-09-01,74.77,0.34,219.91176470588232
2017-09-05,74.65,0.34,219.55882352941177
2017-09-06,73.29,0.34,215.55882352941177
2017-09-07,73.86,0.34,217.23529411764704
2017-09-08,73.63,0.34,216.55882352941174
2017-09-11,75.27,0.34,221.38235294117644
2017-09-12,74.73,0.34,219.7941176470588
2017-09-13,74.92,0.34,220.35294117647058
2017-09-14,74.96,0.34,220.4705882352941
2017-09-15,74.79,0.34,219.97058823529412
2017-09-18,75.08,0.34,220.8235294117647
2017-09-19,74.78,0.34,219.94117647058823
2017-09-20,74.82,0.34,220.05882352941174
2017-09-21,75.79,0.34,222.91176470588235
2017-09-22,76.08,0.34,223.76470588235293
2017-09-25,74.22,0.34,218.2941176470588
2017-09-26,73.45,0.34,216.02941176470588
2017-09-27,75.01,0.34,220.61764705882354
2017-09-28,74.75,0.34,219.85294117647058
2017-09-29,74.96,0.34,220.4705882352941
2017-10-02,74.82,0.34,220.05882352941174
2017-10-03,75.05,0.34,220.73529411764704
2017-10-04,74.46,0.34,218.99999999999997
2017-10-05,76.03,0.34,223.6176470588235
2017-10-06,77.79,0.34,228.7941176470588
2017-10-09,78.21,0.34,230.02941176470586
2017-10-10,78.41,0.34,230.6176470588235
2017-10-11,78.8,0.34,231.76470588235293
2017-10-12,79.25,0.34,233.08823529411762
2017-10-13,79.89,0.34,234.97058823529412
2017-10-16,78.99,0.34,232.32352941176467
2017-10-17,78.88,0.34,231.99999999999997
2017-10-18,79.58,0.34,234.05882352941174
2017-10-19,79.24,0.34,233.05882352941174
2017-10-20,80.07,0.34,235.49999999999997
2017-10-23,79.48,0.34,233.76470588235293
2017-10-24,80.07,0.34,235.49999999999997
2017-10-25,79.77,0.34,234.6176470588235
2017-10-26,80.98,0.34,238.17647058823528
2017-10-27,82.01,0.34,241.2058823529412
2017-10-30,80.13,0.34,235.67647058823528
2017-10-31,82.2,0.34,241.76470588235293
2017-11-01,77.3,0.34,227.35294117647055
2017-11-02,79.27,0.35,226.4857142857143
2017-11-03,80.29,0.35,229.40000000000003
2017-11-06,81.87,0.35,233.91428571428574
2017-11-07,79.87,0.35,228.20000000000002
2017-11-08,79.41,0.35,226.8857142857143
2017-11-09,78.48,0.35,224.22857142857146
2017-11-10,78.9,0.35,225.42857142857147
2017-11-13,79.48,0.35,227.08571428571432
2017-11-14,79.89,0.35,228.25714285714287
2017-11-15,78.5,0.35,224.2857142857143
2017-11-16,81.43,0.35,232.6571428571429
2017-11-17,81.99,0.35,234.25714285714287
2017-11-20,83.44,0.35,238.4
2017-11-21,85.14,0.35,243.25714285714287
2017-11-22,84.78,0.35,242.22857142857146
2017-11-24,85.59,0.35,244.54285714285717
2017-11-27,84.13,0.35,240.37142857142857
2017-11-28,84.53,0.35,241.51428571428573
2017-11-29,80.85,0.35,231.0
2017-11-30,82.0,0.35,234.2857142857143
2017-12-01,80.53,0.35,230.08571428571432
2017-12-04,76.66,0.35,219.02857142857144
2017-12-05,76.26,0.35,217.8857142857143
2017-12-06,77.05,0.35,220.14285714285714
2017-12-07,78.27,0.35,223.62857142857143
2017-12-08,78.66,0.35,224.74285714285716
2017-12-11,79.54,0.35,227.2571428571429
2017-12-12,77.92,0.35,222.62857142857143
2017-12-13,79.45,0.35,227.00000000000003
2017-12-14,79.57,0.35,227.34285714285713
2017-12-15,81.34,0.35,232.40000000000003
2017-12-18,82.77,0.35,236.4857142857143
2017-12-19,82.51,0.35,235.74285714285716
2017-12-20,82.33,0.35,235.22857142857143
2017-12-21,81.66,0.35,233.31428571428572
2017-12-22,80.72,0.35,230.62857142857143
2017-12-26,80.71,0.35,230.6
2017-12-27,81.28,0.35,232.22857142857146
2017-12-28,80.75,0.35,230.71428571428572
2017-12-29,80.33,0.35,229.51428571428573
2018-01-02,80.44,0.35,229.82857142857145
2018-01-03,81.03,0.35,231.51428571428573
2018-01-04,83.11,0.35,237.45714285714288
2018-01-05,83.88,0.35,239.65714285714287
2018-01-08,84.64,0.35,241.82857142857145
2018-01-09,84.72,0.35,242.05714285714288
2018-01-10,84.38,0.35,241.0857142857143
2018-01-11,84.5,0.35,241.42857142857144
2018-01-12,88.75,0.35,253.57142857142858
2018-01-16,86.95,0.35,248.42857142857144
2018-01-17,88.35,0.35,252.42857142857142
2018-01-18,89.12,0.35,254.62857142857146
2018-01-19,91.19,0.35,260.54285714285714
2018-01-22,92.31,0.35,263.7428571428572
2018-01-23,91.98,0.35,262.8
2018-01-24,90.57,0.35,258.77142857142854
2018-01-25,89.89,0.35,256.8285714285714
2018-01-26,92.94,0.35,265.54285714285714
2018-01-29,92.65,0.35,264.7142857142857
2018-01-30,91.4,0.35,261.14285714285717
2018-01-31,91.64,0.35,261.8285714285714
2018-02-01,90.17,0.35,257.62857142857143
2018-02-02,88.55,0.35,253.0
2018-02-05,84.07,0.35,240.2
2018-02-06,86.61,0.35,247.45714285714288
2018-02-07,84.5,0.35,241.42857142857144
2018-02-08,82.9,0.35,236.8571428571429
2018-02-09,83.35,0.35,238.14285714285714
2018-02-12,84.51,0.35,241.45714285714288
2018-02-13,88.9,0.35,254.00000000000003
2018-02-14,92.08,0.82,112.29268292682927
2018-02-15,95.01,0.82,115.8658536585366
2018-02-16,94.9,0.82,115.73170731707319
2018-02-20,95.76,0.82,116.78048780487806
2018-02-21,95.62,0.82,116.60975609756099
2018-02-22,96.11,0.82,117.20731707317074
2018-02-23,98.42,0.82,120.02439024390245
2018-02-26,99.49,0.82,121.32926829268293
2018-02-27,99.62,0.82,121.48780487804879
2018-02-28,98.92,0.82,120.63414634146342
2018-03-01,98.76,0.82,120.43902439024392
2018-03-02,102.51,0.82,125.01219512195124
2018-03-05,104.32,0.82,127.21951219512195
2018-03-06,105.86,0.82,129.09756097560975
2018-03-07,107.5,0.82,131.09756097560975
2018-03-08,109.34,0.82,133.34146341463415
2018-03-09,109.96,0.82,134.09756097560975
2018-03-12,110.2,0.82,134.39024390243904
2018-03-13,109.52,0.82,133.5609756097561
2018-03-14,111.25,0.82,135.6707317073171
2018-03-15,109.82,0.82,133.9268292682927
2018-03-16,109.98,0.82,134.1219512195122
2018-03-19,108.04,0.82,131.75609756097563
2018-03-20,111.1,0.82,135.4878048780488
2018-03-21,113.01,0.82,137.81707317073173
2018-03-22,110.73,0.82,135.03658536585368
2018-03-23,106.79,0.82,130.2317073170732
2018-03-26,113.86,0.82,138.85365853658539
2018-03-27,107.62,0.82,131.2439024390244
2018-03-28,105.18,0.82,128.26829268292684
2018-03-29,107.39,0.82,130.96341463414635
2018-04-02,103.88,0.82,126.6829268292683
2018-04-03,104.77,0.82,127.76829268292683
2018-04-04,107.87,0.82,131.5487804878049
2018-04-05,108.6,0.82,132.4390243902439
2018-04-06,107.18,0.82,130.70731707317074
2018-04-09,107.79,0.82,131.45121951219514
2018-04-10,111.04,0.82,135.41463414634148
2018-04-11,112.27,0.82,136.91463414634146
2018-04-12,111.46,0.82,135.9268292682927
2018-04-13,109.96,0.82,134.09756097560975
2018-04-16,112.01,0.82,136.59756097560978
2018-04-17,116.03,0.82,141.5
2018-04-18,117.62,0.82,143.43902439024393
2018-04-19,116.76,0.82,142.39024390243904
2018-04-20,115.76,0.82,141.1707317073171
2018-04-23,114.07,0.82,139.109756097561
2018-04-24,110.55,0.82,134.8170731707317
2018-04-25,110.78,0.82,135.09756097560975
2018-04-26,113.4,0.82,138.2926829268293
2018-04-27,113.49,0.82,138.40243902439025
2018-04-30,114.21,0.82,139.28048780487805
2018-05-01,112.59,0.82,137.3048780487805
2018-05-02,104.38,0.82,127.29268292682927
2018-05-03,105.12,0.7,150.17142857142858
2018-05-04,107.29,0.7,153.2714285714286
2018-05-07,108.32,0.7,154.74285714285713
2018-05-08,108.97,0.7,155.67142857142858
2018-05-09,109.0,0.7,155.71428571428572
2018-05-10,109.52,0.7,156.45714285714286
2018-05-11,107.38,0.7,153.4
2018-05-14,102.01,0.7,145.72857142857146
2018-05-15,101.57,0.7,145.1
2018-05-16,101.67,0.7,145.24285714285716
2018-05-17,101.69,0.7,145.27142857142857
2018-05-18,103.52,0.7,147.8857142857143
2018-05-21,102.7,0.7,146.71428571428572
2018-05-22,100.93,0.7,144.1857142857143
2018-05-23,101.78,0.7,145.4
2018-05-24,103.05,0.7,147.21428571428572
2018-05-25,104.02,0.7,148.6
2018-05-29,104.05,0.7,148.64285714285714
2018-05-30,105.02,0.7,150.02857142857144
2018-05-31,105.47,0.7,150.67142857142858
2018-06-01,105.57,0.7,150.81428571428572
2018-06-04,107.92,0.7,154.17142857142858
2018-06-05,109.86,0.7,156.94285714285715
2018-06-06,109.44,0.7,156.34285714285716
2018-06-07,103.04,0.7,147.20000000000002
2018-06-08,105.47,0.7,150.67142857142858
2018-06-11,106.64,0.7,152.34285714285716
2018-06-12,110.45,0.7,157.7857142857143
2018-06-13,111.72,0.7,159.6
2018-06-14,113.67,0.7,162.3857142857143
2018-06-15,112.62,0.7,160.8857142857143
2018-06-18,114.13,0.7,163.04285714285714
2018-06-19,113.68,0.7,162.40000000000003
2018-06-20,112.65,0.7,160.92857142857144
2018-06-21,109.83,0.7,156.9
2018-06-22,107.22,0.7,153.17142857142858
2018-06-25,100.44,0.7,143.4857142857143
2018-06-26,101.66,0.7,145.22857142857143
2018-06-27,97.27,0.7,138.95714285714286
2018-06-28,100.03,0.7,142.9
2018-06-29,98.83,0.7,141.18571428571428
2018-07-02,101.24,0.7,144.62857142857143
2018-07-03,100.67,0.7,143.81428571428572
2018-07-05,101.37,0.7,144.81428571428572
2018-07-06,103.48,0.7,147.82857142857145
2018-07-09,104.87,0.7,149.81428571428572
2018-07-10,105.54,0.7,150.7714285714286
2018-07-11,106.94,0.7,152.77142857142857
2018-07-12,110.51,0.7,157.8714285714286
2018-07-13,110.19,0.7,157.4142857142857
2018-07-16,109.82,0.7,156.88571428571427
2018-07-17,110.73,0.7,158.1857142857143
2018-07-18,111.13,0.7,158.75714285714287
2018-07-19,111.56,0.7,159.3714285714286
2018-07-20,111.76,0.7,159.65714285714287
2018-07-23,112.75,0.7,161.07142857142858
2018-07-24,109.88,0.7,156.97142857142856
2018-07-25,112.61,0.7,160.8714285714286
2018-07-26,112.68,0.7,160.9714285714286
2018-07-27,108.01,0.7,154.3
2018-07-30,103.12,0.7,147.31428571428572
2018-07-31,106.25,0.7,151.7857142857143
2018-08-01,125.94,0.7,179.9142857142857
2018-08-02,135.03,0.61,221.36065573770492
2018-08-03,132.82,0.61,217.7377049180328
2018-08-06,134.48,0.61,220.45901639344262
2018-08-07,134.4,0.61,220.32786885245903
2018-08-08,134.84,0.61,221.04918032786887
2018-08-09,133.85,0.61,219.4262295081967
2018-08-10,135.76,0.61,222.55737704918033
2018-08-13,134.6,0.61,220.65573770491804
2018-08-14,137.9,0.61,226.06557377049182
2018-08-15,135.58,0.61,222.26229508196724
2018-08-16,138.26,0.61,226.655737704918
2018-08-17,139.87,0.61,229.29508196721312
2018-08-20,141.61,0.61,232.14754098360658
2018-08-21,144.05,0.61,236.14754098360658
2018-08-22,145.35,0.61,238.27868852459017
2018-08-23,146.25,0.61,239.75409836065575
2018-08-24,150.94,0.61,247.44262295081967
2018-08-27,151.47,0.61,248.31147540983608
2018-08-28,152.34,0.61,249.7377049180328
2018-08-29,153.93,0.61,252.344262295082
2018-08-30,152.79,0.61,250.47540983606558
2018-08-31,155.12,0.61,254.29508196721312
2018-09-04,156.22,0.61,256.09836065573774
2018-09-05,148.42,0.61,243.31147540983605
2018-09-06,152.04,0.61,249.24590163934425
2018-09-07,155.9,0.61,255.5737704918033
2018-09-10,156.98,0.61,257.34426229508193
2018-09-11,159.0,0.61,260.655737704918
2018-09-12,158.86,0.61,260.42622950819674
2018-09-13,162.09,0.61,265.72131147540983
2018-09-14,163.32,0.61,267.73770491803276
2018-09-17,157.4,0.61,258.0327868852459
2018-09-18,157.69,0.61,258.5081967213115
2018-09-19,153.63,0.61,251.85245901639345
2018-09-20,153.48,0.61,251.60655737704917
2018-09-21,153.65,0.61,251.88524590163937
2018-09-24,154.97,0.61,254.04918032786887
2018-09-25,159.02,0.61,260.688524590164
2018-09-26,154.77,0.61,253.72131147540986
2018-09-27,154.98,0.61,254.0655737704918
2018-09-28,155.41,0.61,254.7704918032787
2018-10-01,150.8,0.61,247.2131147540984
2018-10-02,146.92,0.61,240.85245901639342
2018-10-03,147.6,0.61,241.9672131147541
2018-10-04,140.7,0.61,230.655737704918
2018-10-05,139.05,0.61,227.95081967213116
2018-10-08,134.77,0.61,220.9344262295082
2018-10-09,134.8,0.61,220.98360655737707
2018-10-10,128.56,0.61,210.75409836065575
2018-10-11,126.12,0.61,206.75409836065575
2018-10-12,130.88,0.61,214.55737704918033
2018-10-15,129.84,0.61,212.85245901639345
2018-10-16,136.06,0.61,223.04918032786887
2018-10-17,136.51,0.61,223.78688524590163
2018-10-18,133.64,0.61,219.08196721311472
2018-10-19,130.92,0.61,214.62295081967213
2018-10-22,133.76,0.61,219.27868852459017
2018-10-23,131.8,0.61,216.06557377049182
2018-10-24,123.48,0.61,202.42622950819674
2018-10-25,127.38,0.61,208.81967213114754
2018-10-26,124.06,0.61,203.37704918032787
2018-10-29,123.87,0.61,203.06557377049182
2018-10-30,129.59,0.61,212.44262295081967
2018-10-31,125.2,0.61,205.24590163934428
2018-11-01,125.49,0.49,256.1020408163265
2018-11-02,125.12,0.49,255.3469387755102
2018-11-05,124.23,0.49,253.53061224489798
2018-11-06,123.16,0.49,251.3469387755102
2018-11-07,128.23,0.49,261.69387755102036
2018-11-08,127.33,0.49,259.85714285714283
2018-11-09,126.97,0.49,259.12244897959187
2018-11-12,122.59,0.49,250.18367346938777
2018-11-13,123.7,0.49,252.44897959183675
2018-11-14,122.92,0.49,250.85714285714286
2018-11-15,124.7,0.49,254.48979591836735
2018-11-16,123.62,0.49,252.2857142857143
2018-11-19,113.18,0.49,230.9795918367347
2018-11-20,114.0,0.49,232.6530612244898
2018-11-21,120.04,0.49,244.9795918367347
2018-11-23,119.15,0.49,243.16326530612247
2018-11-26,122.83,0.49,250.6734693877551
2018-11-27,121.49,0.49,247.93877551020407
2018-11-28,130.05,0.49,265.40816326530614
2018-11-29,131.37,0.49,268.10204081632656
2018-11-30,132.77,0.49,270.9591836734694
2018-12-03,134.73,0.49,274.9591836734694
2018-12-04,131.0,0.49,267.3469387755102
2018-12-06,133.57,0.49,272.59183673469386
2018-12-07,129.64,0.49,264.57142857142856
2018-12-10,131.72,0.49,268.81632653061223
2018-12-11,131.62,0.49,268.6122448979592
2018-12-12,134.59,0.49,274.6734693877551
2018-12-13,133.36,0.49,272.16326530612247
2018-12-14,130.62,0.49,266.5714285714286
2018-12-17,123.35,0.49,251.73469387755102
2018-12-18,124.87,0.49,254.83673469387756
2018-12-19,123.65,0.49,252.3469387755102
2018-12-20,119.56,0.49,244.0
2018-12-21,115.01,0.49,234.71428571428572
2018-12-24,111.54,0.49,227.63265306122452
2018-12-26,120.22,0.49,245.3469387755102
2018-12-27,121.75,0.49,248.46938775510205
2018-12-28,121.24,0.49,247.42857142857142
2018-12-31,122.45,0.49,249.8979591836735
2019-01-02,119.7,0.49,244.2857142857143
2019-01-03,116.5,0.49,237.75510204081633
2019-01-04,121.02,0.49,246.9795918367347
2019-01-07,124.11,0.49,253.28571428571428
2019-01-08,127.14,0.49,259.46938775510205
2019-01-09,128.47,0.49,262.18367346938777
2019-01-10,128.61,0.49,262.46938775510205
2019-01-11,127.3,0.49,259.7959183673469
2019-01-14,124.57,0.49,254.22448979591834
2019-01-15,130.77,0.49,266.8775510204082
2019-01-16,131.38,0.49,268.1224489795918
2019-01-17,132.22,0.49,269.83673469387753
2019-01-18,136.24,0.49,278.04081632653066
2019-01-22,136.54,0.49,278.65306122448976
2019-01-23,137.02,0.49,279.6326530612245
2019-01-24,138.49,0.49,282.6326530612245
2019-01-25,143.05,0.49,291.9387755102041
2019-01-28,144.0,0.49,293.8775510204082
2019-01-29,141.67,0.49,289.1224489795918
2019-01-30,145.56,0.49,297.0612244897959
2019-01-31,148.24,0.49,302.530612244898
2019-02-01,150.85,0.49,307.85714285714283
2019-02-04,155.96,0.49,318.28571428571433
2019-02-05,156.96,0.49,320.32653061224494
2019-02-06,169.14,0.49,345.1836734693877
2019-02-07,168.17,0.49,343.204081632653
2019-02-08,175.96,0.49,359.10204081632656
2019-02-11,172.21,0.49,351.44897959183675
2019-02-12,173.34,0.49,353.7551020408163
2019-02-13,173.06,0.49,353.18367346938777
2019-02-14,178.38,0.53974,330.4924593322711
2019-02-15,182.47,0.53974,338.0701819394523
2019-02-19,179.56,0.53974,332.6786971504799
2019-02-20,177.04,0.53974,328.0097824878645
2019-02-21,178.93,0.53974,331.511468484826
2019-02-22,184.28,0.53974,341.42364842331494
2019-02-25,181.33,0.53974,335.958053877793
2019-02-26,180.43,0.53974,334.2905843554304
2019-02-27,182.72,0.53974,338.5333679178864
2019-02-28,181.73,0.53974,336.6991514432875
2019-03-01,181.8,0.53974,336.8288435172491
2019-03-04,177.42,0.53974,328.71382517508425
2019-03-05,178.57,0.53974,330.84448067588096
2019-03-06,175.64,0.53974,325.41594100863375
2019-03-07,176.23,0.53974,326.50905991773817
2019-03-08,178.08,0.53974,329.93663615815024
2019-03-11,181.16,0.53974,335.6430874124579
2019-03-12,182.29,0.53974,337.7366880349798
2019-03-13,181.03,0.53974,335.40223070367216
2019-03-14,183.35,0.53974,339.70059658354023
2019-03-15,181.94,0.53974,337.0882276651721
2019-03-18,181.69,0.53974,336.62504168673803
2019-03-19,183.12,0.53974,339.2744654833809
2019-03-20,181.97,0.53974,337.14380998258423
2019-03-21,190.05,0.53974,352.1139808055731
2019-03-22,181.16,0.53974,335.6430874124579
2019-03-25,183.81,0.53974,340.5528587838589
2019-03-26,185.71,0.53974,344.0730722199578
2019-03-27,182.97,0.53974,338.99655389632045
2019-03-28,186.69,0.53974,345.8887612554193
2019-03-29,189.13,0.53974,350.4094564049357
2019-04-01,190.28,0.53974,352.5401119057324
2019-04-02,190.72,0.53974,353.35531922777636
2019-04-03,190.31,0.53974,352.5956942231445
2019-04-04,183.69,0.53974,340.3305295142105
2019-04-05,183.48,0.53974,339.9414532923259
2019-04-08,184.25,0.53974,341.36806610590287
2019-04-09,184.34,0.53974,341.5348130581391
2019-04-10,187.59,0.53974,347.5562307777819
2019-04-11,188.58,0.53974,349.3904472523808
2019-04-12,188.76,0.53974,349.7239411568533
2019-04-15,190.16,0.53974,352.317782636084
2019-04-16,188.89,0.53974,349.964797865639
2019-04-17,186.94,0.53974,346.3519472338533
2019-04-18,188.95,0.53974,350.07596250046316
2019-04-22,190.19,0.53974,352.37336495349615
2019-04-23,194.62,0.53974,360.5810204913477
2019-04-24,192.6,0.53974,356.83847778560045
2019-04-25,196.54,0.53974,364.1382888057213
2019-04-26,200.07,0.53974,370.6784748212102
2019-04-29,198.04,0.53974,366.91740467632565
2019-04-30,202.53,0.53974,375.23622484900136
