date,ED,ED_EPS,PE Ratio
1974-03-20,5.03,,
1974-03-21,5.03,,
1974-03-22,5.03,,
1974-03-25,5.03,,
1974-03-26,5.06,,
1974-03-27,5.0,,
1974-03-28,5.03,,
1974-03-29,5.0,,
1974-04-01,4.75,,
1974-04-02,4.75,,
1974-04-03,4.78,,
1974-04-04,4.78,,
1974-04-05,4.75,,
1974-04-08,4.5,,
1974-04-09,4.53,,
1974-04-10,4.56,,
1974-04-11,4.56,,
1974-04-15,4.53,,
1974-04-16,4.5,,
1974-04-17,4.5,,
1974-04-18,4.56,,
1974-04-19,4.53,,
1974-04-22,4.5,,
1974-04-23,3.06,,
1974-04-24,3.13,,
1974-04-25,3.25,,
1974-04-26,3.09,,
1974-04-29,2.63,,
1974-04-30,2.38,,
1974-05-01,2.47,,
1974-05-02,2.47,,
1974-05-03,2.41,,
1974-05-06,2.44,,
1974-05-07,2.53,,
1974-05-08,2.44,,
1974-05-09,2.38,,
1974-05-10,1.91,,
1974-05-13,1.94,,
1974-05-14,1.91,,
1974-05-15,1.75,,
1974-05-16,2.0,,
1974-05-17,2.13,,
1974-05-20,2.19,,
1974-05-21,2.06,,
1974-05-22,1.91,,
1974-05-23,2.0,,
1974-05-24,2.03,,
1974-05-28,1.94,,
1974-05-29,1.88,,
1974-05-30,1.94,,
1974-05-31,1.88,,
1974-06-03,1.97,,
1974-06-04,1.88,,
1974-06-05,1.91,,
1974-06-06,1.88,,
1974-06-07,1.81,,
1974-06-10,1.84,,
1974-06-11,1.78,,
1974-06-12,1.75,,
1974-06-13,1.75,,
1974-06-14,1.75,,
1974-06-17,1.72,,
1974-06-18,1.63,,
1974-06-19,1.66,,
1974-06-20,1.59,,
1974-06-21,1.53,,
1974-06-24,1.59,,
1974-06-25,1.66,,
1974-06-26,1.56,,
1974-06-27,1.56,,
1974-06-28,1.56,,
1974-07-01,1.63,,
1974-07-02,1.56,,
1974-07-03,1.59,,
1974-07-05,1.66,,
1974-07-08,1.63,,
1974-07-09,1.59,,
1974-07-10,1.56,,
1974-07-11,1.53,,
1974-07-12,1.59,,
1974-07-15,1.66,,
1974-07-16,1.63,,
1974-07-17,1.63,,
1974-07-18,1.75,,
1974-07-19,1.81,,
1974-07-22,1.88,,
1974-07-23,2.13,,
1974-07-24,2.25,,
1974-07-25,2.19,,
1974-07-26,2.19,,
1974-07-29,2.16,,
1974-07-30,2.09,,
1974-07-31,2.09,,
1974-08-01,1.97,,
1974-08-02,1.97,,
1974-08-05,1.97,,
1974-08-06,2.0,,
1974-08-07,2.03,,
1974-08-08,2.0,,
1974-08-09,2.06,,
1974-08-12,2.03,,
1974-08-13,2.0,,
1974-08-14,2.0,,
1974-08-15,1.97,,
1974-08-16,1.94,,
1974-08-19,1.88,,
1974-08-20,1.91,,
1974-08-21,1.81,,
1974-08-22,1.84,,
1974-08-23,1.81,,
1974-08-26,1.81,,
1974-08-27,1.78,,
1974-08-28,1.75,,
1974-08-29,1.78,,
1974-08-30,1.78,,
1974-09-03,1.75,,
1974-09-04,1.72,,
1974-09-05,1.63,,
1974-09-06,1.69,,
1974-09-09,1.66,,
1974-09-10,1.63,,
1974-09-11,1.66,,
1974-09-12,1.56,,
1974-09-13,1.53,,
1974-09-16,1.66,,
1974-09-17,1.66,,
1974-09-18,1.66,,
1974-09-19,1.72,,
1974-09-20,1.75,,
1974-09-23,1.72,,
1974-09-24,1.72,,
1974-09-25,1.72,,
1974-09-26,1.66,,
1974-09-27,1.69,,
1974-09-30,1.66,,
1974-10-01,1.66,,
1974-10-02,1.66,,
1974-10-03,1.72,,
1974-10-04,1.66,,
1974-10-07,1.72,,
1974-10-08,1.72,,
1974-10-09,1.75,,
1974-10-10,1.88,,
1974-10-11,2.0,,
1974-10-14,2.03,,
1974-10-15,1.97,,
1974-10-16,1.91,,
1974-10-17,1.84,,
1974-10-18,1.94,,
1974-10-21,2.0,,
1974-10-22,1.88,,
1974-10-23,1.94,,
1974-10-24,1.88,,
1974-10-25,1.88,,
1974-10-28,1.94,,
1974-10-29,1.91,,
1974-10-30,1.81,,
1974-10-31,1.78,,
1974-11-01,1.75,,
1974-11-04,1.75,,
1974-11-05,1.78,,
1974-11-06,1.72,,
1974-11-07,1.72,,
1974-11-08,1.75,,
1974-11-11,1.75,,
1974-11-12,1.84,,
1974-11-13,1.91,,
1974-11-14,1.88,,
1974-11-15,1.84,,
1974-11-18,1.78,,
1974-11-19,1.78,,
1974-11-20,1.75,,
1974-11-21,1.75,,
1974-11-22,1.75,,
1974-11-25,1.75,,
1974-11-26,1.72,,
1974-11-27,1.72,,
1974-11-29,1.75,,
1974-12-02,1.72,,
1974-12-03,1.63,,
1974-12-04,1.66,,
1974-12-05,1.66,,
1974-12-06,1.63,,
1974-12-09,1.56,,
1974-12-10,1.59,,
1974-12-11,1.56,,
1974-12-12,1.66,,
1974-12-13,1.75,,
1974-12-16,1.72,,
1974-12-17,1.69,,
1974-12-18,1.75,,
1974-12-19,1.72,,
1974-12-20,1.69,,
1974-12-23,1.72,,
1974-12-24,1.69,,
1974-12-26,1.69,,
1974-12-27,1.69,,
1974-12-30,1.72,,
1974-12-31,1.88,,
1975-01-02,2.03,,
1975-01-03,2.22,,
1975-01-06,2.22,,
1975-01-07,2.22,,
1975-01-08,2.16,,
1975-01-09,2.22,,
1975-01-10,2.28,,
1975-01-13,2.28,,
1975-01-14,2.22,,
1975-01-15,2.22,,
1975-01-16,2.25,,
1975-01-17,2.22,,
1975-01-20,2.25,,
1975-01-21,2.22,,
1975-01-22,2.44,,
1975-01-23,2.47,,
1975-01-24,2.56,,
1975-01-27,2.63,,
1975-01-28,2.72,,
1975-01-29,2.91,,
1975-01-30,2.78,,
1975-01-31,2.72,,
1975-02-03,2.75,,
1975-02-04,2.84,,
1975-02-05,2.78,,
1975-02-06,2.78,,
1975-02-07,2.75,,
1975-02-10,2.72,,
1975-02-11,2.69,,
1975-02-12,2.69,,
1975-02-13,2.63,,
1975-02-14,2.63,,
1975-02-18,2.59,,
1975-02-19,2.63,,
1975-02-20,2.59,,
1975-02-21,2.59,,
1975-02-24,2.63,,
1975-02-25,2.59,,
1975-02-26,2.53,,
1975-02-27,2.59,,
1975-02-28,2.66,,
1975-03-03,2.88,,
1975-03-04,2.84,,
1975-03-05,2.91,,
1975-03-06,3.03,,
1975-03-07,3.03,,
1975-03-10,2.97,,
1975-03-11,2.94,,
1975-03-12,2.97,,
1975-03-13,2.94,,
1975-03-14,3.0,,
1975-03-17,3.03,,
1975-03-18,3.03,,
1975-03-19,2.97,,
1975-03-20,2.97,,
1975-03-21,2.94,,
1975-03-24,2.84,,
1975-03-25,2.72,,
1975-03-26,2.81,,
1975-03-27,2.78,,
1975-03-31,2.81,,
1975-04-01,2.75,,
1975-04-02,2.78,,
1975-04-03,2.75,,
1975-04-04,2.75,,
1975-04-07,2.81,,
1975-04-08,2.84,,
1975-04-09,2.84,,
1975-04-10,2.91,,
1975-04-11,2.91,,
1975-04-14,2.91,,
1975-04-15,2.88,,
1975-04-16,2.88,,
1975-04-17,2.91,,
1975-04-18,2.97,,
1975-04-21,3.06,,
1975-04-22,2.91,,
1975-04-23,2.97,,
1975-04-24,3.03,,
1975-04-25,3.06,,
1975-04-28,3.09,,
1975-04-29,3.03,,
1975-04-30,3.09,,
1975-05-01,3.06,,
1975-05-02,3.03,,
1975-05-05,2.94,,
1975-05-06,2.88,,
1975-05-07,2.88,,
1975-05-08,2.88,,
1975-05-09,2.91,,
1975-05-12,2.91,,
1975-05-13,2.94,,
1975-05-14,2.97,,
1975-05-15,2.94,,
1975-05-16,2.91,,
1975-05-19,2.97,,
1975-05-20,2.94,,
1975-05-21,2.88,,
1975-05-22,2.94,,
1975-05-23,2.91,,
1975-05-27,2.88,,
1975-05-28,2.81,,
1975-05-29,2.91,,
1975-05-30,2.94,,
1975-06-02,3.03,,
1975-06-03,3.31,,
1975-06-04,3.28,,
1975-06-05,3.25,,
1975-06-06,3.22,,
1975-06-09,3.22,,
1975-06-10,3.19,,
1975-06-11,3.25,,
1975-06-12,3.28,,
1975-06-13,3.44,,
1975-06-16,3.44,,
1975-06-17,3.38,,
1975-06-18,3.41,,
1975-06-19,3.5,,
1975-06-20,3.53,,
1975-06-23,3.56,,
1975-06-24,3.59,,
1975-06-25,3.56,,
1975-06-26,3.53,,
1975-06-27,3.5,,
1975-06-30,3.47,,
1975-07-01,3.38,,
1975-07-02,3.28,,
1975-07-03,3.34,,
1975-07-07,3.28,,
1975-07-08,3.28,,
1975-07-09,3.31,,
1975-07-10,3.38,,
1975-07-11,3.41,,
1975-07-14,3.38,,
1975-07-15,3.41,,
1975-07-16,3.31,,
1975-07-17,3.31,,
1975-07-18,3.34,,
1975-07-21,3.31,,
1975-07-22,3.22,,
1975-07-23,3.25,,
1975-07-24,3.19,,
1975-07-25,3.25,,
1975-07-28,3.19,,
1975-07-29,3.22,,
1975-07-30,3.19,,
1975-07-31,3.13,,
1975-08-01,3.09,,
1975-08-04,3.06,,
1975-08-05,3.06,,
1975-08-06,3.03,,
1975-08-07,3.09,,
1975-08-08,3.09,,
1975-08-11,3.06,,
1975-08-12,3.03,,
1975-08-13,3.06,,
1975-08-14,3.03,,
1975-08-15,3.16,,
1975-08-18,3.06,,
1975-08-19,3.03,,
1975-08-20,2.97,,
1975-08-21,2.94,,
1975-08-22,3.0,,
1975-08-25,2.97,,
1975-08-26,2.94,,
1975-08-27,2.97,,
1975-08-28,3.06,,
1975-08-29,3.06,,
1975-09-02,3.03,,
1975-09-03,3.0,,
1975-09-04,3.03,,
1975-09-05,3.0,,
1975-09-08,2.97,,
1975-09-09,3.0,,
1975-09-10,2.97,,
1975-09-11,2.94,,
1975-09-12,2.97,,
1975-09-15,3.0,,
1975-09-16,2.97,,
1975-09-17,3.0,,
1975-09-18,2.97,,
1975-09-19,3.03,,
1975-09-22,3.06,,
1975-09-23,3.03,,
1975-09-24,3.03,,
1975-09-25,3.0,,
1975-09-26,3.06,,
1975-09-29,3.06,,
1975-09-30,3.0,,
1975-10-01,3.0,,
1975-10-02,3.03,,
1975-10-03,3.03,,
1975-10-06,3.03,,
1975-10-07,3.06,,
1975-10-08,3.03,,
1975-10-09,3.22,,
1975-10-10,3.25,,
1975-10-13,3.28,,
1975-10-14,3.25,,
1975-10-15,3.47,,
1975-10-16,3.47,,
1975-10-17,3.34,,
1975-10-20,3.38,,
1975-10-21,3.31,,
1975-10-22,3.31,,
1975-10-23,3.41,,
1975-10-24,3.34,,
1975-10-27,3.44,,
1975-10-28,3.31,,
1975-10-29,3.16,,
1975-10-30,3.13,,
1975-10-31,3.22,,
1975-11-03,3.16,,
1975-11-04,3.09,,
1975-11-05,3.06,,
1975-11-06,3.03,,
1975-11-07,3.03,,
1975-11-10,3.0,,
1975-11-11,3.03,,
1975-11-12,3.22,,
1975-11-13,3.25,,
1975-11-14,3.28,,
1975-11-17,3.31,,
1975-11-18,3.28,,
1975-11-19,3.31,,
1975-11-20,3.31,,
1975-11-21,3.31,,
1975-11-24,3.31,,
1975-11-25,3.34,,
1975-11-26,3.34,,
1975-11-28,3.34,,
1975-12-01,3.34,,
1975-12-02,3.34,,
1975-12-03,3.28,,
1975-12-04,3.22,,
1975-12-05,3.19,,
1975-12-08,3.19,,
1975-12-09,3.19,,
1975-12-10,3.25,,
1975-12-11,3.19,,
1975-12-12,3.22,,
1975-12-15,3.22,,
1975-12-16,3.25,,
1975-12-17,3.22,,
1975-12-18,3.25,,
1975-12-19,3.34,,
1975-12-22,3.31,,
1975-12-23,3.38,,
1975-12-24,3.44,,
1975-12-26,3.56,,
1975-12-29,3.63,,
1975-12-30,3.66,,
1975-12-31,3.75,,
1976-01-02,3.88,,
1976-01-05,4.0,,
1976-01-06,3.91,,
1976-01-07,3.88,,
1976-01-08,3.88,,
1976-01-09,3.84,,
1976-01-12,3.91,,
1976-01-13,3.91,,
1976-01-14,4.0,,
1976-01-15,4.06,,
1976-01-16,4.16,,
1976-01-19,4.22,,
1976-01-20,4.19,,
1976-01-21,4.16,,
1976-01-22,4.16,,
1976-01-23,4.22,,
1976-01-26,4.25,,
1976-01-27,4.25,,
1976-01-28,4.25,,
1976-01-29,4.5,,
1976-01-30,4.44,,
1976-02-02,4.38,,
1976-02-03,4.34,,
1976-02-04,4.38,,
1976-02-05,4.22,,
1976-02-06,4.22,,
1976-02-09,4.22,,
1976-02-10,4.19,,
1976-02-11,4.13,,
1976-02-12,4.09,,
1976-02-13,4.13,,
1976-02-17,4.09,,
1976-02-18,4.16,,
1976-02-19,4.22,,
1976-02-20,4.22,,
1976-02-23,4.13,,
1976-02-24,4.22,,
1976-02-25,4.19,,
1976-02-26,4.19,,
1976-02-27,4.19,,
1976-03-01,4.16,,
1976-03-02,4.19,,
1976-03-03,4.13,,
1976-03-04,4.13,,
1976-03-05,4.19,,
1976-03-08,4.16,,
1976-03-09,4.16,,
1976-03-10,4.19,,
1976-03-11,4.19,,
1976-03-12,4.16,,
1976-03-15,4.16,,
1976-03-16,4.09,,
1976-03-17,4.16,,
1976-03-18,4.13,,
1976-03-19,4.16,,
1976-03-22,4.16,,
1976-03-23,4.13,,
1976-03-24,4.09,,
1976-03-25,4.09,,
1976-03-26,4.13,,
1976-03-29,4.13,,
1976-03-30,4.16,,
1976-03-31,4.16,,
1976-04-01,4.13,,
1976-04-02,4.16,,
1976-04-05,4.13,,
1976-04-06,4.16,,
1976-04-07,4.19,,
1976-04-08,4.16,,
1976-04-09,4.19,,
1976-04-12,4.16,,
1976-04-13,4.16,,
1976-04-14,4.16,,
1976-04-15,4.19,,
1976-04-19,4.25,,
1976-04-20,4.25,,
1976-04-21,4.25,,
1976-04-22,4.31,,
1976-04-23,4.44,,
1976-04-26,4.5,,
1976-04-27,4.38,,
1976-04-28,4.34,,
1976-04-29,4.31,,
1976-04-30,4.31,,
1976-05-03,4.31,,
1976-05-04,4.31,,
1976-05-05,4.34,,
1976-05-06,4.22,,
1976-05-07,4.22,,
1976-05-10,4.19,,
1976-05-11,4.16,,
1976-05-12,4.19,,
1976-05-13,4.13,,
1976-05-14,4.22,,
1976-05-17,4.19,,
1976-05-18,4.22,,
1976-05-19,4.19,,
1976-05-20,4.22,,
1976-05-21,4.25,,
1976-05-24,4.22,,
1976-05-25,4.22,,
1976-05-26,4.25,,
1976-05-27,4.25,,
1976-05-28,4.22,,
1976-06-01,4.22,,
1976-06-02,4.19,,
1976-06-03,4.22,,
1976-06-04,4.22,,
1976-06-07,4.25,,
1976-06-08,4.22,,
1976-06-09,4.19,,
1976-06-10,4.19,,
1976-06-11,4.28,,
1976-06-14,4.25,,
1976-06-15,4.25,,
1976-06-16,4.25,,
1976-06-17,4.25,,
1976-06-18,4.28,,
1976-06-21,4.28,,
1976-06-22,4.25,,
1976-06-23,4.25,,
1976-06-24,4.31,,
1976-06-25,4.31,,
1976-06-28,4.34,,
1976-06-29,4.47,,
1976-06-30,4.47,,
1976-07-01,4.47,,
1976-07-02,4.5,,
1976-07-06,4.5,,
1976-07-07,4.63,,
1976-07-08,4.66,,
1976-07-09,4.66,,
1976-07-12,4.72,,
1976-07-13,4.75,,
1976-07-14,4.78,,
1976-07-15,4.75,,
1976-07-16,4.66,,
1976-07-19,4.72,,
1976-07-20,4.75,,
1976-07-21,4.72,,
1976-07-22,4.72,,
1976-07-23,4.75,,
1976-07-26,4.69,,
1976-07-27,4.53,,
1976-07-28,4.56,,
1976-07-29,4.56,,
1976-07-30,4.63,,
1976-08-02,4.59,,
1976-08-03,4.66,,
1976-08-04,4.72,,
1976-08-05,4.56,,
1976-08-06,4.63,,
1976-08-09,4.63,,
1976-08-10,4.72,,
1976-08-11,4.69,,
1976-08-12,4.69,,
1976-08-13,4.69,,
1976-08-16,4.69,,
1976-08-17,4.75,,
1976-08-18,4.78,,
1976-08-19,4.78,,
1976-08-20,4.66,,
1976-08-23,4.63,,
1976-08-24,4.69,,
1976-08-25,4.72,,
1976-08-26,4.72,,
1976-08-27,4.75,,
1976-08-30,4.75,,
1976-08-31,4.78,,
1976-09-01,4.78,,
1976-09-02,4.78,,
1976-09-03,4.84,,
1976-09-07,4.94,,
1976-09-08,4.94,,
1976-09-09,4.97,,
1976-09-10,5.0,,
1976-09-13,5.0,,
1976-09-14,5.0,,
1976-09-15,4.97,,
1976-09-16,4.97,,
1976-09-17,4.94,,
1976-09-20,4.97,,
1976-09-21,4.97,,
1976-09-22,4.97,,
1976-09-23,4.97,,
1976-09-24,4.94,,
1976-09-27,4.94,,
1976-09-28,4.91,,
1976-09-29,4.88,,
1976-09-30,4.88,,
1976-10-01,4.84,,
1976-10-04,4.91,,
1976-10-05,4.88,,
1976-10-06,4.88,,
1976-10-07,4.84,,
1976-10-08,4.78,,
1976-10-11,4.78,,
1976-10-12,4.81,,
1976-10-13,4.81,,
1976-10-14,4.81,,
1976-10-15,4.78,,
1976-10-18,4.81,,
1976-10-19,4.66,,
1976-10-20,4.69,,
1976-10-21,4.69,,
1976-10-22,4.72,,
1976-10-25,4.72,,
1976-10-26,4.75,,
1976-10-27,4.75,,
1976-10-28,4.75,,
1976-10-29,4.75,,
1976-11-01,4.75,,
1976-11-03,4.78,,
1976-11-04,4.69,,
1976-11-05,4.69,,
1976-11-08,4.69,,
1976-11-09,4.69,,
1976-11-10,4.69,,
1976-11-11,4.69,,
1976-11-12,4.69,,
1976-11-15,4.69,,
1976-11-16,4.63,,
1976-11-17,4.63,,
1976-11-18,4.69,,
1976-11-19,4.66,,
1976-11-22,4.69,,
1976-11-23,4.66,,
1976-11-24,4.72,,
1976-11-26,4.69,,
1976-11-29,4.75,,
1976-11-30,4.88,,
1976-12-01,4.94,,
1976-12-02,4.97,,
1976-12-03,5.03,,
1976-12-06,5.03,,
1976-12-07,5.0,,
1976-12-08,4.94,,
1976-12-09,4.97,,
1976-12-10,4.97,,
1976-12-13,4.97,,
1976-12-14,4.97,,
1976-12-15,4.97,,
1976-12-16,4.97,,
1976-12-17,5.0,,
1976-12-20,4.97,,
1976-12-21,4.97,,
1976-12-22,4.97,,
1976-12-23,5.0,,
1976-12-27,5.09,,
1976-12-28,5.19,,
1976-12-29,5.25,,
1976-12-30,5.22,,
1976-12-31,5.25,,
1977-01-03,5.25,,
1977-01-04,5.22,,
1977-01-05,5.19,,
1977-01-06,5.25,,
1977-01-07,5.31,,
1977-01-10,5.34,,
1977-01-11,5.38,,
1977-01-12,5.31,,
1977-01-13,5.38,,
1977-01-14,5.41,,
1977-01-17,5.44,,
1977-01-18,5.38,,
1977-01-19,5.41,,
1977-01-20,5.41,,
1977-01-21,5.41,,
1977-01-24,5.47,,
1977-01-25,5.78,,
1977-01-26,5.75,,
1977-01-27,5.72,,
1977-01-28,5.72,,
1977-01-31,5.72,,
1977-02-01,5.72,,
1977-02-02,5.66,,
1977-02-03,5.41,,
1977-02-04,5.44,,
1977-02-07,5.47,,
1977-02-08,5.47,,
1977-02-09,5.38,,
1977-02-10,5.38,,
1977-02-11,5.41,,
1977-02-14,5.44,,
1977-02-15,5.47,,
1977-02-16,5.5,,
1977-02-17,5.47,,
1977-02-18,5.47,,
1977-02-22,5.53,,
1977-02-23,5.56,,
1977-02-24,5.56,,
1977-02-25,5.5,,
1977-02-28,5.56,,
1977-03-01,5.56,,
1977-03-02,5.63,,
1977-03-03,5.63,,
1977-03-04,5.63,,
1977-03-07,5.63,,
1977-03-08,5.56,,
1977-03-09,5.63,,
1977-03-10,5.59,,
1977-03-11,5.59,,
1977-03-14,5.53,,
1977-03-15,5.56,,
1977-03-16,5.63,,
1977-03-17,5.63,,
1977-03-18,5.63,,
1977-03-21,5.59,,
1977-03-22,5.56,,
1977-03-23,5.53,,
1977-03-24,5.5,,
1977-03-25,5.53,,
1977-03-28,5.5,,
1977-03-29,5.53,,
1977-03-30,5.5,,
1977-03-31,5.53,,
1977-04-01,5.56,,
1977-04-04,5.56,,
1977-04-05,5.56,,
1977-04-06,5.53,,
1977-04-07,5.56,,
1977-04-11,5.56,,
1977-04-12,5.56,,
1977-04-13,5.56,,
1977-04-14,5.66,,
1977-04-15,5.63,,
1977-04-18,5.63,,
1977-04-19,5.59,,
1977-04-20,5.63,,
1977-04-21,5.63,,
1977-04-22,5.63,,
1977-04-25,5.63,,
1977-04-26,5.66,,
1977-04-27,5.66,,
1977-04-28,5.66,,
1977-04-29,5.66,,
1977-05-02,5.63,,
1977-05-03,5.69,,
1977-05-04,5.66,,
1977-05-05,5.56,,
1977-05-06,5.56,,
1977-05-09,5.59,,
1977-05-10,5.53,,
1977-05-11,5.56,,
1977-05-12,5.56,,
1977-05-13,5.56,,
1977-05-16,5.56,,
1977-05-17,5.59,,
1977-05-18,5.59,,
1977-05-19,5.63,,
1977-05-20,5.56,,
1977-05-23,5.56,,
1977-05-24,5.53,,
1977-05-25,5.53,,
1977-05-26,5.5,,
1977-05-27,5.53,,
1977-05-31,5.53,,
1977-06-01,5.5,,
1977-06-02,5.53,,
1977-06-03,5.5,,
1977-06-06,5.5,,
1977-06-07,5.53,,
1977-06-08,5.56,,
1977-06-09,5.56,,
1977-06-10,5.59,,
1977-06-13,5.59,,
1977-06-14,5.63,,
1977-06-15,5.63,,
1977-06-16,5.69,,
1977-06-17,5.69,,
1977-06-20,5.81,,
1977-06-21,5.91,,
1977-06-22,5.91,,
1977-06-23,5.94,,
1977-06-24,5.97,,
1977-06-27,6.0,,
1977-06-28,6.0,,
1977-06-29,6.03,,
1977-06-30,6.09,,
1977-07-01,6.06,,
1977-07-05,6.09,,
1977-07-06,6.06,,
1977-07-07,6.06,,
1977-07-08,6.09,,
1977-07-11,6.09,,
1977-07-12,6.19,,
1977-07-13,6.25,,
1977-07-15,5.94,,
1977-07-18,5.78,,
1977-07-19,5.91,,
1977-07-20,6.0,,
1977-07-21,5.97,,
1977-07-22,6.0,,
1977-07-25,5.97,,
1977-07-26,5.94,,
1977-07-27,5.91,,
1977-07-28,5.91,,
1977-07-29,5.91,,
1977-08-01,5.94,,
1977-08-02,5.91,,
1977-08-03,5.94,,
1977-08-04,5.72,,
1977-08-05,5.53,,
1977-08-08,5.63,,
1977-08-09,5.75,,
1977-08-10,5.81,,
1977-08-11,5.84,,
1977-08-12,5.78,,
1977-08-15,5.75,,
1977-08-16,5.75,,
1977-08-17,5.78,,
1977-08-18,5.72,,
1977-08-19,5.59,,
1977-08-22,5.69,,
1977-08-23,5.69,,
1977-08-24,5.63,,
1977-08-25,5.56,,
1977-08-26,5.56,,
1977-08-29,5.56,,
1977-08-30,5.56,,
1977-08-31,5.56,,
1977-09-01,5.59,,
1977-09-02,5.59,,
1977-09-06,5.63,,
1977-09-07,5.59,,
1977-09-08,5.63,,
1977-09-09,5.59,,
1977-09-12,5.63,,
1977-09-13,5.66,,
1977-09-14,5.69,,
1977-09-15,5.81,,
1977-09-16,5.88,,
1977-09-19,5.84,,
1977-09-20,5.88,,
1977-09-21,5.81,,
1977-09-22,5.81,,
1977-09-23,5.81,,
1977-09-26,5.75,,
1977-09-27,5.72,,
1977-09-28,5.72,,
1977-09-29,5.75,,
1977-09-30,5.72,,
1977-10-03,5.75,,
1977-10-04,5.78,,
1977-10-05,5.91,,
1977-10-06,6.03,,
1977-10-07,6.0,,
1977-10-10,6.0,,
1977-10-11,5.94,,
1977-10-12,5.94,,
1977-10-13,5.75,,
1977-10-14,5.75,,
1977-10-17,5.81,,
1977-10-18,5.91,,
1977-10-19,5.88,,
1977-10-20,5.88,,
1977-10-21,5.88,,
1977-10-24,5.88,,
1977-10-25,5.75,,
1977-10-26,5.78,,
1977-10-27,5.88,,
1977-10-28,5.91,,
1977-10-31,5.88,,
1977-11-01,5.91,,
1977-11-02,5.78,,
1977-11-03,5.75,,
1977-11-04,5.84,,
1977-11-07,5.84,,
1977-11-08,5.84,,
1977-11-09,5.81,,
1977-11-10,6.0,,
1977-11-11,6.06,,
1977-11-14,6.06,,
1977-11-15,6.03,,
1977-11-16,6.09,,
1977-11-17,6.09,,
1977-11-18,6.13,,
1977-11-21,6.06,,
1977-11-22,6.13,,
1977-11-23,6.19,,
1977-11-25,6.25,,
1977-11-28,6.25,,
1977-11-29,6.25,,
1977-11-30,6.25,,
1977-12-01,6.28,,
1977-12-02,6.38,,
1977-12-05,6.38,,
1977-12-06,6.25,,
1977-12-07,6.25,,
1977-12-08,6.22,,
1977-12-09,6.22,,
1977-12-12,6.16,,
1977-12-13,6.16,,
1977-12-14,6.19,,
1977-12-15,6.16,,
1977-12-16,6.22,,
1977-12-19,6.28,,
1977-12-20,6.28,,
1977-12-21,6.34,,
1977-12-22,6.31,,
1977-12-23,6.31,,
1977-12-27,6.31,,
1977-12-28,6.34,,
1977-12-29,6.31,,
1977-12-30,6.34,,
1978-01-03,6.28,,
1978-01-04,6.31,,
1978-01-05,6.28,,
1978-01-06,6.16,,
1978-01-09,6.06,,
1978-01-10,5.97,,
1978-01-11,5.94,,
1978-01-12,6.0,,
1978-01-13,6.03,,
1978-01-16,6.06,,
1978-01-17,6.09,,
1978-01-18,6.13,,
1978-01-19,6.16,,
1978-01-20,6.13,,
1978-01-23,6.25,,
1978-01-24,5.97,,
1978-01-25,5.97,,
1978-01-26,5.88,,
1978-01-27,5.91,,
1978-01-30,5.91,,
1978-01-31,5.84,,
1978-02-01,5.88,,
1978-02-02,5.75,,
1978-02-03,5.75,,
1978-02-06,5.69,,
1978-02-07,5.75,,
1978-02-08,5.72,,
1978-02-09,5.69,,
1978-02-10,5.69,,
1978-02-13,5.69,,
1978-02-14,5.72,,
1978-02-15,5.72,,
1978-02-16,5.72,,
1978-02-17,5.72,,
1978-02-21,5.66,,
1978-02-22,5.72,,
1978-02-23,5.69,,
1978-02-24,5.66,,
1978-02-27,5.72,,
1978-02-28,5.69,,
1978-03-01,5.72,,
1978-03-02,5.69,,
1978-03-03,5.72,,
1978-03-06,5.72,,
1978-03-07,5.75,,
1978-03-08,5.78,,
1978-03-09,5.78,,
1978-03-10,5.75,,
1978-03-13,5.78,,
1978-03-14,5.75,,
1978-03-15,5.78,,
1978-03-16,5.84,,
1978-03-17,5.69,,
1978-03-20,5.75,,
1978-03-21,5.75,,
1978-03-22,5.78,,
1978-03-23,5.75,,
1978-03-27,5.72,,
1978-03-28,5.75,,
1978-03-29,5.75,,
1978-03-30,5.75,,
1978-03-31,5.81,,
1978-04-03,5.78,,
1978-04-04,5.78,,
1978-04-05,5.75,,
1978-04-06,5.75,,
1978-04-07,5.78,,
1978-04-10,5.78,,
1978-04-11,5.72,,
1978-04-12,5.72,,
1978-04-13,5.72,,
1978-04-14,5.72,,
1978-04-17,5.72,,
1978-04-18,5.69,,
1978-04-19,5.72,,
1978-04-20,5.72,,
1978-04-21,5.75,,
1978-04-24,5.72,,
1978-04-25,5.72,,
1978-04-26,5.78,,
1978-04-27,5.75,,
1978-04-28,5.78,,
1978-05-01,5.75,,
1978-05-02,5.72,,
1978-05-03,5.75,,
1978-05-04,5.59,,
1978-05-05,5.56,,
1978-05-08,5.5,,
1978-05-09,5.53,,
1978-05-10,5.5,,
1978-05-11,5.47,,
1978-05-12,5.47,,
1978-05-15,5.53,,
1978-05-16,5.53,,
1978-05-17,5.47,,
1978-05-18,5.5,,
1978-05-19,5.56,,
1978-05-22,5.56,,
1978-05-23,5.53,,
1978-05-24,5.53,,
1978-05-25,5.53,,
1978-05-26,5.56,,
1978-05-30,5.53,,
1978-05-31,5.56,,
1978-06-01,5.56,,
1978-06-02,5.59,,
1978-06-05,5.63,,
1978-06-06,5.66,,
1978-06-07,5.63,,
1978-06-08,5.69,,
1978-06-09,5.66,,
1978-06-12,5.69,,
1978-06-13,5.63,,
1978-06-14,5.66,,
1978-06-15,5.69,,
1978-06-16,5.69,,
1978-06-19,5.72,,
1978-06-20,5.69,,
