date,CB,CB_EPS,PE Ratio
2000-08-29,33.31,,
2000-08-30,33.75,,
2000-08-31,35.13,,
2000-09-01,34.75,,
2000-09-05,34.88,,
2000-09-06,33.38,,
2000-09-07,33.63,,
2000-09-08,34.94,,
2000-09-11,35.0,,
2000-09-12,35.38,,
2000-09-13,35.81,,
2000-09-14,35.81,,
2000-09-15,36.06,,
2000-09-18,36.25,,
2000-09-19,37.0,,
2000-09-20,36.5,,
2000-09-21,38.25,,
2000-09-22,38.75,,
2000-09-25,37.38,,
2000-09-26,38.69,,
2000-09-27,39.44,,
2000-09-28,39.75,,
2000-09-29,39.25,,
2000-10-02,39.0,,
2000-10-03,37.5,,
2000-10-04,37.44,,
2000-10-05,37.0,,
2000-10-06,35.63,,
2000-10-09,35.44,,
2000-10-10,34.44,,
2000-10-11,35.38,,
2000-10-12,33.56,,
2000-10-13,34.38,,
2000-10-16,34.81,,
2000-10-17,34.69,,
2000-10-18,36.06,,
2000-10-19,37.81,,
2000-10-20,37.94,,
2000-10-23,38.5,,
2000-10-24,38.31,,
2000-10-25,38.75,,
2000-10-26,38.31,,
2000-10-27,39.25,,
2000-10-30,40.63,,
2000-10-31,39.25,,
2000-11-01,39.81,,
2000-11-02,40.44,,
2000-11-03,39.06,,
2000-11-06,38.31,,
2000-11-07,39.0,,
2000-11-08,39.19,,
2000-11-09,38.81,,
2000-11-10,40.13,,
2000-11-13,39.25,,
2000-11-14,39.94,,
2000-11-15,40.06,,
2000-11-16,39.81,,
2000-11-17,40.0,,
2000-11-20,39.13,,
2000-11-21,39.0,,
2000-11-22,38.38,,
2000-11-24,38.81,,
2000-11-27,38.25,,
2000-11-28,38.75,,
2000-11-29,39.81,,
2000-11-30,39.5,,
2000-12-01,39.25,,
2000-12-04,39.63,,
2000-12-05,41.0,,
2000-12-06,41.06,,
2000-12-07,41.5,,
2000-12-08,43.56,,
2000-12-11,43.06,,
2000-12-12,42.0,,
2000-12-13,40.0,,
2000-12-14,39.0,,
2000-12-15,38.06,,
2000-12-18,39.5,,
2000-12-19,37.63,,
2000-12-20,37.0,,
2000-12-21,40.5,,
2000-12-22,40.44,,
2000-12-26,41.94,,
2000-12-27,42.63,,
2000-12-28,42.81,,
2000-12-29,42.44,,
2001-01-02,41.25,,
2001-01-03,39.38,,
2001-01-04,37.25,,
2001-01-05,37.94,,
2001-01-08,38.19,,
2001-01-09,36.5,,
2001-01-10,36.38,,
2001-01-11,36.0,,
2001-01-12,34.81,,
2001-01-16,36.38,,
2001-01-17,35.13,,
2001-01-18,36.5,,
2001-01-19,35.56,,
2001-01-22,37.38,,
2001-01-23,38.5,,
2001-01-24,38.56,,
2001-01-25,38.94,,
2001-01-26,38.44,,
2001-01-29,38.59,,
2001-01-30,37.69,,
2001-01-31,37.0,,
2001-02-01,36.42,,
2001-02-02,37.95,,
2001-02-05,38.78,,
2001-02-06,37.88,,
2001-02-07,38.7,,
2001-02-08,37.53,,
2001-02-09,37.71,,
2001-02-12,38.1,,
2001-02-13,38.38,,
2001-02-14,39.2,,
2001-02-15,37.9,,
2001-02-16,37.75,,
2001-02-20,36.5,,
2001-02-21,35.35,,
2001-02-22,36.3,,
2001-02-23,36.6,,
2001-02-26,37.0,,
2001-02-27,37.59,,
2001-02-28,36.6,,
2001-03-01,36.97,,
2001-03-02,37.6,,
2001-03-05,36.96,,
2001-03-06,36.65,,
2001-03-07,37.1,,
2001-03-08,37.71,,
2001-03-09,37.96,,
2001-03-12,37.54,,
2001-03-13,37.65,,
2001-03-14,36.88,,
2001-03-15,38.0,,
2001-03-16,37.51,,
2001-03-19,35.25,,
2001-03-20,34.61,,
2001-03-21,34.1,,
2001-03-22,33.1,,
2001-03-23,33.3,,
2001-03-26,34.15,,
2001-03-27,33.9,,
2001-03-28,34.1,,
2001-03-29,34.49,,
2001-03-30,36.76,,
2001-04-02,35.87,,
2001-04-03,34.2,,
2001-04-04,33.5,,
2001-04-05,33.9,,
2001-04-06,31.97,,
2001-04-09,31.8,,
2001-04-10,32.89,,
2001-04-11,32.16,,
2001-04-12,32.03,,
2001-04-16,31.72,,
2001-04-17,33.15,,
2001-04-18,35.6,,
2001-04-19,36.51,,
2001-04-20,35.25,,
2001-04-23,35.9,,
2001-04-24,33.9,,
2001-04-25,33.7,,
2001-04-26,34.8,,
2001-04-27,35.21,,
2001-04-30,35.7,,
2001-05-01,36.17,,
2001-05-02,35.79,,
2001-05-03,34.99,,
2001-05-04,34.89,,
2001-05-07,34.31,,
2001-05-08,35.25,,
2001-05-09,35.26,,
2001-05-10,34.75,,
2001-05-11,35.25,,
2001-05-14,35.95,,
2001-05-15,36.6,,
2001-05-16,36.75,,
2001-05-17,36.73,,
2001-05-18,37.3,,
2001-05-21,37.85,,
2001-05-22,37.03,,
2001-05-23,37.35,,
2001-05-24,37.97,,
2001-05-25,37.34,,
2001-05-29,38.35,,
2001-05-30,38.76,,
2001-05-31,38.75,,
2001-06-01,38.1,,
2001-06-04,38.75,,
2001-06-05,39.23,,
2001-06-06,39.25,,
2001-06-07,39.89,,
2001-06-08,39.66,,
2001-06-11,39.13,,
2001-06-12,39.05,,
2001-06-13,39.13,,
2001-06-14,39.14,,
2001-06-15,38.55,,
2001-06-18,37.64,,
2001-06-19,36.35,,
2001-06-20,36.85,,
2001-06-21,36.9,,
2001-06-22,37.49,,
2001-06-25,36.75,,
2001-06-26,37.56,,
2001-06-27,38.4,,
2001-06-28,39.68,,
2001-06-29,39.09,,
2001-07-02,38.71,,
2001-07-03,38.67,,
2001-07-05,37.7,,
2001-07-06,37.8,,
2001-07-09,37.03,,
2001-07-10,36.16,,
2001-07-11,35.67,,
2001-07-12,35.7,,
2001-07-13,35.84,,
2001-07-16,35.97,,
2001-07-17,35.5,,
2001-07-18,34.85,,
2001-07-19,33.82,,
2001-07-20,33.76,,
2001-07-23,33.6,,
2001-07-24,33.4,,
2001-07-25,33.11,,
2001-07-26,33.32,,
2001-07-27,33.16,,
2001-07-30,33.65,,
2001-07-31,34.91,,
2001-08-01,34.6,,
2001-08-02,33.87,,
2001-08-03,34.85,,
2001-08-06,34.86,,
2001-08-07,36.0,,
2001-08-08,35.5,,
2001-08-09,35.5,,
2001-08-10,35.51,,
2001-08-13,36.15,,
2001-08-14,36.59,,
2001-08-15,36.53,,
2001-08-16,36.61,,
2001-08-17,35.89,,
2001-08-20,35.3,,
2001-08-21,35.0,,
2001-08-22,34.3,,
2001-08-23,34.74,,
2001-08-24,34.32,,
2001-08-27,33.75,,
2001-08-28,33.48,,
2001-08-29,33.27,,
2001-08-30,32.9,,
2001-08-31,33.17,,
2001-09-04,33.31,,
2001-09-05,33.96,,
2001-09-06,33.78,,
2001-09-07,33.06,,
2001-09-10,33.0,,
2001-09-17,28.51,,
2001-09-18,25.99,,
2001-09-19,24.0,,
2001-09-20,20.95,,
2001-09-21,20.5,,
2001-09-24,23.76,,
2001-09-25,25.0,,
2001-09-26,25.19,,
2001-09-27,27.54,,
2001-09-28,28.87,,
2001-10-01,29.0,,
2001-10-02,28.9,,
2001-10-03,34.31,,
2001-10-04,34.11,,
2001-10-05,33.31,,
2001-10-08,33.21,,
2001-10-09,36.1,,
2001-10-10,36.0,,
2001-10-11,36.65,,
2001-10-12,37.04,,
2001-10-15,37.08,,
2001-10-16,38.6,,
2001-10-17,38.19,,
2001-10-18,36.86,,
2001-10-19,36.5,,
2001-10-22,37.11,,
2001-10-23,36.74,,
2001-10-24,37.27,,
2001-10-25,35.4,,
2001-10-26,36.75,,
2001-10-29,36.6,,
2001-10-30,36.81,,
2001-10-31,35.25,,
2001-11-01,37.47,,
2001-11-02,38.33,,
2001-11-05,40.01,,
2001-11-06,39.96,,
2001-11-07,39.91,,
2001-11-08,38.35,,
2001-11-09,36.81,,
2001-11-12,36.9,,
2001-11-13,36.8,,
2001-11-14,36.4,,
2001-11-15,36.4,,
2001-11-16,37.25,,
2001-11-19,38.4,,
2001-11-20,38.24,,
2001-11-21,38.9,,
2001-11-23,38.23,,
2001-11-26,38.15,,
2001-11-27,38.59,,
2001-11-28,37.6,,
2001-11-29,38.78,,
2001-11-30,38.1,,
2001-12-03,38.45,,
2001-12-04,39.34,,
2001-12-05,39.0,,
2001-12-06,38.98,,
2001-12-07,39.0,,
2001-12-10,38.2,,
2001-12-11,37.8,,
2001-12-12,37.5,,
2001-12-13,37.12,,
2001-12-14,37.5,,
2001-12-17,37.9,,
2001-12-18,38.3,,
2001-12-19,38.65,,
2001-12-20,38.45,,
2001-12-21,38.81,,
2001-12-24,38.83,,
2001-12-26,39.95,,
2001-12-27,39.96,,
2001-12-28,40.27,,
2001-12-31,40.15,,
2002-01-02,39.47,,
2002-01-03,39.01,,
2002-01-04,38.5,,
2002-01-07,38.1,,
2002-01-08,37.72,,
2002-01-09,38.45,,
2002-01-10,37.98,,
2002-01-11,38.0,,
2002-01-14,36.25,,
2002-01-15,37.16,,
2002-01-16,36.65,,
2002-01-17,35.3,,
2002-01-18,35.87,,
2002-01-22,35.57,,
2002-01-23,35.2,,
2002-01-24,36.95,,
2002-01-25,37.9,,
2002-01-28,38.15,,
2002-01-29,38.45,,
2002-01-30,38.23,,
2002-01-31,38.85,,
2002-02-01,39.06,,
2002-02-04,38.63,,
2002-02-05,38.51,,
2002-02-06,38.3,,
2002-02-07,38.96,,
2002-02-08,38.75,,
2002-02-11,39.45,,
2002-02-12,40.16,,
2002-02-13,44.0,,
2002-02-14,43.99,,
2002-02-15,43.2,,
2002-02-19,41.98,,
2002-02-20,42.5,,
2002-02-21,41.82,,
2002-02-22,41.96,,
2002-02-25,42.52,,
2002-02-26,43.36,,
2002-02-27,44.25,,
2002-02-28,43.9,,
2002-03-01,43.0,,
2002-03-04,43.16,,
2002-03-05,43.9,,
2002-03-06,44.39,,
2002-03-07,43.11,,
2002-03-08,42.18,,
2002-03-11,42.3,,
2002-03-12,42.1,,
2002-03-13,42.07,,
2002-03-14,43.5,,
2002-03-15,43.5,,
2002-03-18,42.15,,
2002-03-19,41.2,,
2002-03-20,40.25,,
2002-03-21,41.91,,
2002-03-22,42.29,,
2002-03-25,40.46,,
2002-03-26,40.29,,
2002-03-27,40.92,,
2002-03-28,41.7,,
2002-04-01,41.79,,
2002-04-02,42.26,,
2002-04-03,42.3,,
2002-04-04,43.0,,
2002-04-05,43.13,,
2002-04-08,43.71,,
2002-04-09,44.2,,
2002-04-10,44.82,,
2002-04-11,44.43,,
2002-04-12,44.4,,
2002-04-15,43.14,,
2002-04-16,43.0,,
2002-04-17,43.4,,
2002-04-18,43.39,,
2002-04-19,43.81,,
2002-04-22,43.82,,
2002-04-23,43.15,,
2002-04-24,43.13,,
2002-04-25,42.25,,
2002-04-26,42.4,,
2002-04-29,41.65,,
2002-04-30,43.52,,
2002-05-01,39.69,,
2002-05-02,36.39,,
2002-05-03,36.99,,
2002-05-06,36.01,,
2002-05-07,35.65,,
2002-05-08,35.5,,
2002-05-09,35.16,,
2002-05-10,34.2,,
2002-05-13,34.95,,
2002-05-14,34.5,,
2002-05-15,34.14,,
2002-05-16,33.39,,
2002-05-17,33.36,,
2002-05-20,32.8,,
2002-05-21,33.7,,
2002-05-22,32.7,,
2002-05-23,34.39,,
2002-05-24,35.25,,
2002-05-28,34.73,,
2002-05-29,35.15,,
2002-05-30,34.13,,
2002-05-31,34.61,,
2002-06-03,33.93,,
2002-06-04,32.95,,
2002-06-05,33.79,,
2002-06-06,32.85,,
2002-06-07,32.2,,
2002-06-10,32.6,,
2002-06-11,31.88,,
2002-06-12,32.26,,
2002-06-13,32.15,,
2002-06-14,32.48,,
2002-06-17,33.57,,
2002-06-18,33.86,,
2002-06-19,33.09,,
2002-06-20,33.19,,
2002-06-21,33.3,,
2002-06-24,32.9,,
2002-06-25,32.5,,
2002-06-26,31.4,,
2002-06-27,30.0,,
2002-06-28,31.6,,
2002-07-01,30.25,,
2002-07-02,29.15,,
2002-07-03,29.64,,
2002-07-05,30.62,,
2002-07-08,30.05,,
2002-07-09,29.75,,
2002-07-10,27.8,,
2002-07-11,29.28,,
2002-07-12,29.5,,
2002-07-15,29.2,,
2002-07-16,28.64,,
2002-07-17,28.02,,
2002-07-18,25.4,,
2002-07-19,25.8,,
2002-07-22,24.75,,
2002-07-23,23.32,,
2002-07-24,24.25,,
2002-07-25,24.6,,
2002-07-26,26.79,,
2002-07-29,29.04,,
2002-07-30,30.3,,
2002-07-31,31.67,,
2002-08-01,31.78,,
2002-08-02,31.1,,
2002-08-05,29.05,,
2002-08-06,30.29,,
2002-08-07,29.47,,
2002-08-08,31.82,,
2002-08-09,31.74,,
2002-08-12,32.29,,
2002-08-13,31.76,,
2002-08-14,32.58,,
2002-08-15,33.15,,
2002-08-16,32.85,,
2002-08-19,33.3,,
2002-08-20,32.95,,
2002-08-21,32.69,,
2002-08-22,34.0,,
2002-08-23,33.14,,
2002-08-26,33.84,,
2002-08-27,32.66,,
2002-08-28,32.35,,
2002-08-29,31.71,,
2002-08-30,31.81,,
2002-09-03,30.53,,
2002-09-04,30.64,,
2002-09-05,30.77,,
2002-09-06,31.09,,
2002-09-09,31.69,,
2002-09-10,31.36,,
2002-09-11,31.42,,
2002-09-12,32.86,,
2002-09-13,33.52,,
2002-09-16,33.37,,
2002-09-17,32.65,,
2002-09-18,32.62,,
2002-09-19,31.6,,
2002-09-20,32.01,,
2002-09-23,30.99,,
2002-09-24,29.94,,
2002-09-25,29.73,,
2002-09-26,31.2,,
2002-09-27,29.95,,
2002-09-30,29.61,,
2002-10-01,30.6,,
2002-10-02,28.35,,
2002-10-03,28.76,,
2002-10-04,28.83,,
2002-10-07,27.43,,
2002-10-08,29.68,,
2002-10-09,28.15,,
2002-10-10,30.5,,
2002-10-11,32.41,,
2002-10-14,30.49,,
2002-10-15,33.25,,
2002-10-16,32.95,,
2002-10-17,34.7,,
2002-10-18,34.75,,
2002-10-21,36.4,,
2002-10-22,35.46,,
2002-10-23,34.26,,
2002-10-24,33.38,,
2002-10-25,34.11,,
2002-10-28,33.99,,
2002-10-29,33.4,,
2002-10-30,32.34,,
2002-10-31,30.75,,
2002-11-01,30.88,,
2002-11-04,31.8,,
2002-11-05,31.31,,
2002-11-06,31.84,,
2002-11-07,31.14,,
2002-11-08,30.73,,
2002-11-11,30.9,,
2002-11-12,30.83,,
2002-11-13,30.71,,
2002-11-14,31.25,,
2002-11-15,31.46,,
2002-11-18,31.81,,
2002-11-19,32.23,,
2002-11-20,33.0,,
2002-11-21,32.75,,
2002-11-22,34.01,,
2002-11-25,32.65,,
2002-11-26,32.71,,
2002-11-27,33.41,,
2002-11-29,34.1,,
2002-12-02,33.4,,
2002-12-03,33.69,,
2002-12-04,33.27,,
2002-12-05,32.87,,
2002-12-06,32.17,,
2002-12-09,31.28,,
2002-12-10,32.05,,
2002-12-11,32.32,,
2002-12-12,32.16,,
2002-12-13,31.33,,
2002-12-16,31.84,,
2002-12-17,31.37,,
2002-12-18,30.97,,
2002-12-19,29.8,,
2002-12-20,30.0,,
2002-12-23,29.31,,
2002-12-24,29.22,,
2002-12-26,29.51,,
2002-12-27,28.95,,
2002-12-30,29.26,,
2002-12-31,29.34,,
2003-01-02,30.51,,
2003-01-03,30.69,,
2003-01-06,31.97,,
2003-01-07,31.78,,
2003-01-08,31.17,,
2003-01-09,31.87,,
2003-01-10,31.6,,
2003-01-13,31.0,,
2003-01-14,30.52,,
2003-01-15,30.27,,
2003-01-16,29.04,,
2003-01-17,29.01,,
2003-01-21,28.61,,
2003-01-22,28.08,,
2003-01-23,28.21,,
2003-01-24,27.71,,
2003-01-27,29.27,,
2003-01-28,29.99,,
2003-01-29,30.1,,
2003-01-30,29.06,,
2003-01-31,29.45,,
2003-02-03,29.75,,
2003-02-04,28.25,,
2003-02-05,27.75,,
2003-02-06,27.7,,
2003-02-07,27.67,,
2003-02-10,28.63,,
2003-02-11,27.9,,
2003-02-12,27.69,,
2003-02-13,27.3,,
2003-02-14,27.91,,
2003-02-18,28.24,,
2003-02-19,28.26,,
2003-02-20,27.79,,
2003-02-21,28.33,,
2003-02-24,27.72,,
2003-02-25,27.78,,
2003-02-26,26.83,,
2003-02-27,27.57,,
2003-02-28,27.71,,
2003-03-03,27.72,,
2003-03-04,27.3,,
2003-03-05,27.2,,
2003-03-06,26.95,,
2003-03-07,26.96,,
2003-03-10,25.93,,
2003-03-11,24.43,,
2003-03-12,23.75,,
2003-03-13,25.1,,
2003-03-14,26.6,,
2003-03-17,27.53,,
2003-03-18,27.69,,
2003-03-19,28.4,,
2003-03-20,28.47,,
2003-03-21,30.34,,
2003-03-24,29.17,,
2003-03-25,29.45,,
2003-03-26,29.48,,
2003-03-27,29.4,,
2003-03-28,29.5,,
2003-03-31,28.95,,
2003-04-01,29.35,,
2003-04-02,30.59,,
2003-04-03,30.55,,
2003-04-04,31.71,,
2003-04-07,30.91,,
2003-04-08,30.89,,
2003-04-09,30.59,,
2003-04-10,30.05,,
2003-04-11,29.78,,
2003-04-14,30.6,,
2003-04-15,31.2,,
2003-04-16,30.69,,
2003-04-17,31.53,,
2003-04-21,31.68,,
2003-04-22,33.94,,
2003-04-23,34.57,,
2003-04-24,33.61,,
2003-04-25,32.7,,
2003-04-28,33.5,,
2003-04-29,33.19,,
2003-04-30,33.08,,
2003-05-01,33.53,,
2003-05-02,34.6,,
2003-05-05,33.76,,
2003-05-06,33.72,,
2003-05-07,32.85,,
2003-05-08,32.26,,
2003-05-09,33.17,,
2003-05-12,34.28,,
2003-05-13,33.65,0.92,36.576086956521735
2003-05-14,34.34,0.92,37.32608695652174
2003-05-15,34.45,0.92,37.44565217391305
2003-05-16,34.55,0.92,37.55434782608695
2003-05-19,33.84,0.92,36.78260869565218
2003-05-20,33.58,0.92,36.5
2003-05-21,33.39,0.92,36.29347826086956
2003-05-22,33.43,0.92,36.336956521739125
2003-05-23,33.54,0.92,36.45652173913043
2003-05-27,34.44,0.92,37.43478260869565
2003-05-28,34.9,0.92,37.93478260869565
2003-05-29,34.8,0.92,37.826086956521735
2003-05-30,36.5,0.92,39.67391304347826
2003-06-02,37.0,0.92,40.21739130434782
2003-06-03,35.65,0.92,38.75
2003-06-04,35.25,0.92,38.315217391304344
2003-06-05,36.29,0.92,39.44565217391304
2003-06-06,35.61,0.92,38.70652173913043
2003-06-09,34.56,0.92,37.56521739130435
2003-06-10,35.09,0.92,38.141304347826086
2003-06-11,35.79,0.92,38.90217391304348
2003-06-12,35.93,0.92,39.05434782608695
2003-06-13,35.77,0.92,38.880434782608695
2003-06-16,36.76,0.92,39.95652173913043
2003-06-17,36.35,0.92,39.51086956521739
2003-06-18,36.21,0.92,39.358695652173914
2003-06-19,34.91,0.92,37.94565217391304
2003-06-20,34.69,0.92,37.70652173913043
2003-06-23,34.46,0.92,37.45652173913044
2003-06-24,35.9,0.92,39.02173913043478
2003-06-25,35.4,0.92,38.47826086956521
2003-06-26,35.95,0.92,39.07608695652174
2003-06-27,34.84,0.92,37.869565217391305
2003-06-30,34.29,0.92,37.27173913043478
2003-07-01,34.49,0.92,37.48913043478261
2003-07-02,34.47,0.92,37.46739130434782
2003-07-03,34.3,0.92,37.28260869565217
2003-07-07,34.79,0.92,37.815217391304344
2003-07-08,34.98,0.92,38.021739130434774
2003-07-09,34.74,0.92,37.76086956521739
2003-07-10,33.9,0.92,36.847826086956516
2003-07-11,33.75,0.92,36.68478260869565
2003-07-14,34.47,0.92,37.46739130434782
2003-07-15,34.61,0.92,37.619565217391305
2003-07-16,33.59,0.92,36.51086956521739
2003-07-17,33.15,0.92,36.03260869565217
2003-07-18,33.35,0.92,36.25
2003-07-21,33.05,0.92,35.92391304347826
2003-07-22,32.74,0.92,35.58695652173913
2003-07-23,31.7,0.92,34.45652173913043
2003-07-24,31.5,0.92,34.23913043478261
2003-07-25,32.08,0.92,34.8695652173913
2003-07-28,32.6,0.92,35.43478260869565
2003-07-29,32.9,0.92,35.76086956521739
2003-07-30,33.57,0.92,36.48913043478261
2003-07-31,32.99,0.92,35.858695652173914
2003-08-01,32.16,0.92,34.95652173913043
2003-08-04,32.44,0.92,35.26086956521739
2003-08-05,32.15,0.92,34.94565217391304
2003-08-06,32.58,0.92,35.41304347826087
2003-08-07,31.88,0.92,34.65217391304348
2003-08-08,32.68,0.92,35.52173913043478
2003-08-11,32.78,0.92,35.630434782608695
2003-08-12,33.16,0.92,36.04347826086956
2003-08-13,32.75,0.92,35.59782608695652
2003-08-14,33.01,2.28,14.478070175438598
2003-08-15,33.13,2.28,14.530701754385968
2003-08-18,33.04,2.28,14.49122807017544
2003-08-19,32.82,2.28,14.394736842105264
2003-08-20,33.63,2.28,14.750000000000002
2003-08-21,33.63,2.28,14.750000000000002
2003-08-22,33.17,2.28,14.548245614035089
2003-08-25,33.05,2.28,14.49561403508772
2003-08-26,32.87,2.28,14.416666666666666
2003-08-27,32.6,2.28,14.298245614035089
2003-08-28,32.01,2.28,14.039473684210527
2003-08-29,32.2,2.28,14.122807017543861
2003-09-02,32.3,2.28,14.166666666666666
2003-09-03,32.3,2.28,14.166666666666666
2003-09-04,32.2,2.28,14.122807017543861
2003-09-05,32.49,2.28,14.250000000000002
2003-09-08,33.06,2.28,14.500000000000002
2003-09-09,32.77,2.28,14.372807017543863
2003-09-10,32.92,2.28,14.438596491228072
2003-09-11,32.28,2.28,14.157894736842106
2003-09-12,31.85,2.28,13.969298245614038
2003-09-15,32.0,2.28,14.035087719298247
2003-09-16,33.32,2.28,14.6140350877193
2003-09-17,33.45,2.28,14.67105263157895
2003-09-18,33.82,2.28,14.833333333333334
2003-09-19,33.52,2.28,14.701754385964914
2003-09-22,33.29,2.28,14.600877192982457
2003-09-23,33.71,2.28,14.785087719298247
2003-09-24,32.9,2.28,14.429824561403509
2003-09-25,32.82,2.28,14.394736842105264
2003-09-26,32.6,2.28,14.298245614035089
2003-09-29,33.58,2.28,14.728070175438598
2003-09-30,33.08,2.28,14.508771929824562
2003-10-01,33.97,2.28,14.899122807017545
2003-10-02,34.4,2.28,15.087719298245615
2003-10-03,35.0,2.28,15.350877192982457
2003-10-06,35.05,2.28,15.37280701754386
2003-10-07,34.83,2.28,15.276315789473685
2003-10-08,34.95,2.28,15.328947368421055
2003-10-09,34.49,2.28,15.127192982456142
2003-10-10,34.02,2.28,14.92105263157895
2003-10-13,34.48,2.28,15.12280701754386
2003-10-14,34.96,2.28,15.333333333333336
2003-10-15,35.21,2.28,15.442982456140353
2003-10-16,34.92,2.28,15.315789473684212
2003-10-17,33.96,2.28,14.894736842105265
2003-10-20,34.15,2.28,14.978070175438598
2003-10-21,34.43,2.28,15.100877192982457
2003-10-22,33.57,2.28,14.723684210526317
2003-10-23,34.18,2.28,14.99122807017544
2003-10-24,34.06,2.28,14.938596491228072
2003-10-27,34.24,2.28,15.017543859649125
2003-10-28,33.82,2.28,14.833333333333334
2003-10-29,35.85,2.28,15.723684210526319
2003-10-30,35.68,2.28,15.649122807017545
2003-10-31,36.0,2.28,15.789473684210527
2003-11-03,36.54,2.28,16.026315789473685
2003-11-04,36.08,2.28,15.824561403508772
2003-11-05,35.28,2.28,15.473684210526317
2003-11-06,35.29,2.28,15.478070175438598
2003-11-07,34.55,2.28,15.153508771929825
2003-11-10,34.85,2.28,15.285087719298248
2003-11-11,35.26,2.28,15.464912280701755
2003-11-12,35.64,2.28,15.631578947368423
2003-11-13,35.39,2.28,15.521929824561406
2003-11-14,34.88,3.53,9.88101983002833
2003-11-17,34.79,3.53,9.855524079320114
2003-11-18,34.47,3.53,9.76487252124646
2003-11-19,34.35,3.53,9.73087818696884
2003-11-20,34.15,3.53,9.674220963172804
2003-11-21,34.27,3.53,9.708215297450426
2003-11-24,34.52,3.53,9.779036827195469
2003-11-25,35.84,3.53,10.152974504249293
2003-11-26,36.25,3.53,10.269121813031163
2003-11-28,36.45,3.53,10.325779036827196
2003-12-01,37.07,3.53,10.501416430594901
2003-12-02,38.32,3.53,10.855524079320114
2003-12-03,38.0,3.53,10.76487252124646
2003-12-04,38.3,3.53,10.84985835694051
2003-12-05,38.71,3.53,10.966005665722381
2003-12-08,38.98,3.53,11.042492917847024
2003-12-09,38.8,3.53,10.991501416430594
2003-12-10,38.2,3.53,10.821529745042495
2003-12-11,38.5,3.53,10.906515580736544
2003-12-12,38.77,3.53,10.98300283286119
2003-12-15,38.11,3.53,10.796033994334278
2003-12-16,38.28,3.53,10.844192634560908
2003-12-17,38.54,3.53,10.917847025495751
2003-12-18,38.65,3.53,10.94900849858357
2003-12-19,39.64,3.53,11.229461756373938
2003-12-22,40.13,3.53,11.368271954674222
2003-12-23,40.46,3.53,11.461756373937678
2003-12-24,41.09,3.53,11.640226628895185
2003-12-26,41.09,3.53,11.640226628895185
2003-12-29,41.15,3.53,11.657223796033994
2003-12-30,41.29,3.53,11.696883852691219
2003-12-31,41.42,3.53,11.733711048158641
2004-01-02,41.15,3.53,11.657223796033994
2004-01-05,41.5,3.53,11.756373937677054
2004-01-06,41.38,3.53,11.722379603399435
2004-01-07,41.2,3.53,11.671388101983004
2004-01-08,41.93,3.53,11.878186968838527
2004-01-09,42.1,3.53,11.926345609065157
2004-01-12,42.96,3.53,12.169971671388103
2004-01-13,43.06,3.53,12.19830028328612
2004-01-14,43.4,3.53,12.294617563739378
2004-01-15,43.31,3.53,12.269121813031163
2004-01-16,43.69,3.53,12.376770538243626
2004-01-20,42.79,3.53,12.121813031161473
2004-01-21,43.59,3.53,12.348441926345611
2004-01-22,43.02,3.53,12.186968838526914
2004-01-23,42.67,3.53,12.087818696883854
2004-01-26,43.36,3.53,12.28328611898017
2004-01-27,43.24,3.53,12.249291784702551
2004-01-28,42.91,3.53,12.155807365439093
2004-01-29,42.45,3.53,12.025495750708217
2004-01-30,43.42,3.53,12.300283286118981
2004-02-02,43.59,3.53,12.348441926345611
2004-02-03,43.85,3.53,12.422096317280454
2004-02-04,43.46,3.53,12.311614730878189
2004-02-05,45.05,3.53,12.762039660056658
2004-02-06,44.6,3.53,12.634560906515581
2004-02-09,44.58,3.53,12.628895184135978
2004-02-10,44.35,3.53,12.56373937677054
2004-02-11,44.67,3.53,12.654390934844194
2004-02-12,45.08,3.53,12.770538243626062
2004-02-13,45.14,3.53,12.787535410764873
2004-02-17,44.8,3.53,12.691218130311615
2004-02-18,44.7,3.53,12.6628895184136
2004-02-19,44.27,3.53,12.541076487252127
2004-02-20,44.48,3.53,12.60056657223796
2004-02-23,44.17,3.53,12.512747875354108
2004-02-24,43.83,3.53,12.41643059490085
2004-02-25,43.56,3.53,12.339943342776206
2004-02-26,43.76,3.53,12.396600566572237
2004-02-27,44.96,3.53,12.736543909348443
2004-03-01,44.6,3.53,12.634560906515581
2004-03-02,44.5,3.53,12.606232294617564
2004-03-03,45.25,3.53,12.818696883852692
2004-03-04,45.02,3.53,12.753541076487254
2004-03-05,45.11,3.53,12.779036827195467
2004-03-08,45.01,3.53,12.75070821529745
2004-03-09,44.44,3.53,12.589235127478753
2004-03-10,43.91,3.53,12.439093484419264
2004-03-11,42.89,3.53,12.150141643059492
2004-03-12,44.18,3.53,12.51558073654391
2004-03-15,42.54,5.1,8.341176470588236
2004-03-16,42.72,5.1,8.376470588235295
2004-03-17,43.34,5.1,8.498039215686276
2004-03-18,42.81,5.1,8.394117647058824
2004-03-19,42.46,5.1,8.325490196078432
2004-03-22,41.99,5.1,8.233333333333334
2004-03-23,42.2,5.1,8.27450980392157
2004-03-24,41.65,5.1,8.166666666666666
2004-03-25,42.25,5.1,8.284313725490197
2004-03-26,42.34,5.1,8.301960784313726
2004-03-29,43.04,5.1,8.43921568627451
2004-03-30,42.91,5.1,8.413725490196079
2004-03-31,42.66,5.1,8.364705882352942
2004-04-01,43.06,5.1,8.443137254901961
2004-04-02,44.04,5.1,8.63529411764706
