date,JBHT,JBHT_EPS,PE Ratio
1995-08-04,4.44,0.03,148.00000000000003
1995-08-07,4.44,0.03,148.00000000000003
1995-08-08,4.44,0.03,148.00000000000003
1995-08-09,4.42,0.03,147.33333333333334
1995-08-10,4.25,0.03,141.66666666666669
1995-08-11,4.17,0.03,139.0
1995-08-14,4.22,-0.01,-421.99999999999994
1995-08-15,4.23,-0.01,-423.00000000000006
1995-08-16,4.25,-0.01,-425.0
1995-08-17,4.28,-0.01,-428.0
1995-08-18,4.22,-0.01,-421.99999999999994
1995-08-21,4.22,-0.01,-421.99999999999994
1995-08-22,4.19,-0.01,-419.00000000000006
1995-08-23,4.17,-0.01,-417.0
1995-08-24,4.13,-0.01,-413.0
1995-08-25,4.16,-0.01,-416.0
1995-08-28,4.02,-0.01,-401.99999999999994
1995-08-29,3.92,-0.01,-392.0
1995-08-30,3.94,-0.01,-394.0
1995-08-31,4.0,-0.01,-400.0
1995-09-01,3.91,-0.01,-391.0
1995-09-05,3.94,-0.01,-394.0
1995-09-06,3.91,-0.01,-391.0
1995-09-07,3.91,-0.01,-391.0
1995-09-08,3.78,-0.01,-378.0
1995-09-11,3.88,-0.01,-388.0
1995-09-12,3.84,-0.01,-384.0
1995-09-13,3.81,-0.01,-381.0
1995-09-14,3.84,-0.01,-384.0
1995-09-15,3.97,-0.01,-397.0
1995-09-18,4.06,-0.01,-405.99999999999994
1995-09-19,4.0,-0.01,-400.0
1995-09-20,4.0,-0.01,-400.0
1995-09-21,4.09,-0.01,-409.0
1995-09-22,4.09,-0.01,-409.0
1995-09-25,3.97,-0.01,-397.0
1995-09-26,3.91,-0.01,-391.0
1995-09-27,3.81,-0.01,-381.0
1995-09-28,3.77,-0.01,-377.0
1995-09-29,3.78,-0.01,-378.0
1995-10-02,3.78,-0.01,-378.0
1995-10-03,3.67,-0.01,-367.0
1995-10-04,3.42,-0.01,-342.0
1995-10-05,3.47,-0.01,-347.0
1995-10-06,3.47,-0.01,-347.0
1995-10-09,3.44,-0.01,-344.0
1995-10-10,3.28,-0.01,-328.0
1995-10-11,3.3,-0.01,-330.0
1995-10-12,3.28,-0.01,-328.0
1995-10-13,3.28,-0.01,-328.0
1995-10-16,3.34,-0.01,-334.0
1995-10-17,3.53,-0.01,-353.0
1995-10-18,3.53,-0.01,-353.0
1995-10-19,3.77,-0.01,-377.0
1995-10-20,3.75,-0.01,-375.0
1995-10-23,3.63,-0.01,-363.0
1995-10-24,3.56,-0.01,-356.0
1995-10-25,3.47,-0.01,-347.0
1995-10-26,3.38,-0.01,-338.0
1995-10-27,3.28,-0.01,-328.0
1995-10-30,3.63,-0.01,-363.0
1995-10-31,3.88,-0.01,-388.0
1995-11-01,3.75,0.01,375.0
1995-11-02,3.69,0.01,369.0
1995-11-03,3.72,0.01,372.0
1995-11-06,3.81,0.01,381.0
1995-11-07,3.97,0.01,397.0
1995-11-08,4.0,0.01,400.0
1995-11-09,4.0,0.01,400.0
1995-11-10,4.06,0.01,405.99999999999994
1995-11-13,4.14,0.01,413.99999999999994
1995-11-14,4.13,0.01,413.0
1995-11-15,4.06,0.01,405.99999999999994
1995-11-16,4.03,0.01,403.0
1995-11-17,4.0,0.01,400.0
1995-11-20,4.0,0.01,400.0
1995-11-21,3.91,0.01,391.0
1995-11-22,3.97,0.01,397.0
1995-11-24,3.97,0.01,397.0
1995-11-27,4.03,0.01,403.0
1995-11-28,4.03,0.01,403.0
1995-11-29,4.09,0.01,409.0
1995-11-30,4.09,0.01,409.0
1995-12-01,4.03,0.01,403.0
1995-12-04,4.06,0.01,405.99999999999994
1995-12-05,4.0,0.01,400.0
1995-12-06,4.0,0.01,400.0
1995-12-07,3.88,0.01,388.0
1995-12-08,3.81,0.01,381.0
1995-12-11,3.88,0.01,388.0
1995-12-12,3.66,0.01,366.0
1995-12-13,3.66,0.01,366.0
1995-12-14,3.75,0.01,375.0
1995-12-15,3.78,0.01,378.0
1995-12-18,3.84,0.01,384.0
1995-12-19,3.78,0.01,378.0
1995-12-20,3.81,0.01,381.0
1995-12-21,3.94,0.01,394.0
1995-12-22,3.97,0.01,397.0
1995-12-26,4.0,0.01,400.0
1995-12-27,4.09,0.01,409.0
1995-12-28,4.14,0.01,413.99999999999994
1995-12-29,4.19,0.01,419.00000000000006
1996-01-02,4.19,0.01,419.00000000000006
1996-01-03,4.09,0.01,409.0
1996-01-04,4.06,0.01,405.99999999999994
1996-01-05,4.0,0.01,400.0
1996-01-08,3.94,0.01,394.0
1996-01-09,3.92,0.01,392.0
1996-01-10,3.92,0.01,392.0
1996-01-11,3.97,0.01,397.0
1996-01-12,3.97,0.01,397.0
1996-01-15,4.0,0.01,400.0
1996-01-16,4.03,0.01,403.0
1996-01-17,4.03,0.01,403.0
1996-01-18,4.0,0.01,400.0
1996-01-19,3.97,0.01,397.0
1996-01-22,3.97,0.01,397.0
1996-01-23,3.98,0.01,398.0
1996-01-24,3.97,0.01,397.0
1996-01-25,3.97,0.01,397.0
1996-01-26,3.88,0.01,388.0
1996-01-29,3.81,0.01,381.0
1996-01-30,3.81,0.01,381.0
1996-01-31,3.91,0.01,391.0
1996-02-01,4.0,0.01,400.0
1996-02-02,3.97,0.01,397.0
1996-02-05,3.94,0.01,394.0
1996-02-06,3.97,0.01,397.0
1996-02-07,4.06,0.01,405.99999999999994
1996-02-08,4.09,0.01,409.0
1996-02-09,4.19,0.01,419.00000000000006
1996-02-12,4.34,0.01,434.0
1996-02-13,4.38,0.01,438.0
1996-02-14,4.41,0.01,441.0
1996-02-15,4.5,0.01,450.0
1996-02-16,4.56,0.01,455.99999999999994
1996-02-20,4.59,0.01,459.0
1996-02-21,4.63,0.01,463.0
1996-02-22,4.56,0.01,455.99999999999994
1996-02-23,4.53,0.01,453.0
1996-02-26,4.59,0.01,459.0
1996-02-27,4.58,0.01,458.0
1996-02-28,4.61,0.01,461.0
1996-02-29,4.56,0.01,455.99999999999994
1996-03-01,4.59,0.01,459.0
1996-03-04,4.61,0.01,461.0
1996-03-05,4.63,0.01,463.0
1996-03-06,4.97,0.01,496.99999999999994
1996-03-07,4.89,0.01,488.99999999999994
1996-03-08,5.34,0.01,534.0
1996-03-11,5.5,0.01,550.0
1996-03-12,5.5,0.01,550.0
1996-03-13,5.5,0.01,550.0
1996-03-14,5.41,0.01,541.0
1996-03-15,5.38,0.01,538.0
1996-03-18,5.31,0.01,531.0
1996-03-19,5.06,0.01,505.99999999999994
1996-03-20,5.19,0.01,519.0
1996-03-21,5.19,0.01,519.0
1996-03-22,5.19,0.01,519.0
1996-03-25,5.03,0.01,503.0
1996-03-26,4.95,0.01,495.0
1996-03-27,4.97,0.01,496.99999999999994
1996-03-28,4.89,0.01,488.99999999999994
1996-03-29,4.94,0.01,494.00000000000006
1996-04-01,4.94,0.01,494.00000000000006
1996-04-02,4.94,0.01,494.00000000000006
1996-04-03,4.97,0.01,496.99999999999994
1996-04-04,4.91,0.01,491.0
1996-04-08,4.81,0.01,480.99999999999994
1996-04-09,4.72,0.01,471.99999999999994
1996-04-10,4.72,0.01,471.99999999999994
1996-04-11,4.88,0.01,488.0
1996-04-12,4.84,0.01,484.0
1996-04-15,5.41,0.01,541.0
1996-04-16,5.31,0.01,531.0
1996-04-17,5.38,0.01,538.0
1996-04-18,5.41,0.01,541.0
1996-04-19,5.5,0.01,550.0
1996-04-22,5.47,0.01,547.0
1996-04-23,5.47,0.01,547.0
1996-04-24,5.45,0.01,545.0
1996-04-25,5.31,0.01,531.0
1996-04-26,5.2,0.01,520.0
1996-04-29,5.19,0.01,519.0
1996-04-30,5.09,0.01,509.0
1996-05-01,5.22,0.01,522.0
1996-05-02,5.13,0.01,513.0
1996-05-03,5.05,0.01,505.0
1996-05-06,5.05,0.01,505.0
1996-05-07,5.09,0.01,509.0
1996-05-08,5.0,0.01,500.0
1996-05-09,5.03,0.01,503.0
1996-05-10,5.06,0.01,505.99999999999994
1996-05-13,5.0,0.01,500.0
1996-05-14,5.13,0.02,256.5
1996-05-15,5.16,0.02,258.0
1996-05-16,5.09,0.02,254.5
1996-05-17,5.09,0.02,254.5
1996-05-20,5.03,0.02,251.5
1996-05-21,5.13,0.02,256.5
1996-05-22,5.06,0.02,252.99999999999997
1996-05-23,5.03,0.02,251.5
1996-05-24,5.03,0.02,251.5
1996-05-28,4.97,0.02,248.49999999999997
1996-05-29,4.94,0.02,247.00000000000003
1996-05-30,4.81,0.02,240.49999999999997
1996-05-31,4.75,0.02,237.5
1996-06-03,4.78,0.02,239.0
1996-06-04,4.81,0.02,240.49999999999997
1996-06-05,4.81,0.02,240.49999999999997
1996-06-06,4.81,0.02,240.49999999999997
1996-06-07,4.75,0.02,237.5
1996-06-10,4.83,0.02,241.5
1996-06-11,4.84,0.02,242.0
1996-06-12,4.97,0.02,248.49999999999997
1996-06-13,5.31,0.02,265.5
1996-06-14,5.34,0.02,267.0
1996-06-17,5.44,0.02,272.0
1996-06-18,5.41,0.02,270.5
1996-06-19,5.14,0.02,257.0
1996-06-20,5.13,0.02,256.5
1996-06-21,5.09,0.02,254.5
1996-06-24,5.13,0.02,256.5
1996-06-25,5.11,0.02,255.5
1996-06-26,5.16,0.02,258.0
1996-06-27,5.19,0.02,259.5
1996-06-28,5.22,0.02,261.0
1996-07-01,5.28,0.02,264.0
1996-07-02,5.25,0.02,262.5
1996-07-03,5.23,0.02,261.5
1996-07-05,4.97,0.02,248.49999999999997
1996-07-08,4.97,0.02,248.49999999999997
1996-07-09,4.97,0.02,248.49999999999997
1996-07-10,5.28,0.02,264.0
1996-07-11,5.28,0.02,264.0
1996-07-12,5.22,0.02,261.0
1996-07-15,5.33,0.02,266.5
1996-07-16,5.25,0.02,262.5
1996-07-17,5.22,0.02,261.0
1996-07-18,5.2,0.02,260.0
1996-07-19,5.13,0.02,256.5
1996-07-22,5.06,0.02,252.99999999999997
1996-07-23,4.97,0.02,248.49999999999997
1996-07-24,4.88,0.02,244.0
1996-07-25,4.88,0.02,244.0
1996-07-26,4.72,0.02,235.99999999999997
1996-07-29,4.69,0.02,234.50000000000003
1996-07-30,4.66,0.02,233.0
1996-07-31,4.59,0.02,229.5
1996-08-01,4.69,0.02,234.50000000000003
1996-08-02,4.72,0.02,235.99999999999997
1996-08-05,4.69,0.02,234.50000000000003
1996-08-06,4.69,0.02,234.50000000000003
1996-08-07,4.66,0.05,93.2
1996-08-08,4.56,0.05,91.19999999999999
1996-08-09,4.22,0.05,84.39999999999999
1996-08-12,4.11,0.05,82.2
1996-08-13,4.28,0.05,85.6
1996-08-14,4.33,0.05,86.6
1996-08-15,4.5,0.05,90.0
1996-08-16,4.5,0.05,90.0
1996-08-19,4.47,0.05,89.39999999999999
1996-08-20,4.44,0.05,88.8
1996-08-21,4.41,0.05,88.2
1996-08-22,4.34,0.05,86.8
1996-08-23,4.34,0.05,86.8
1996-08-26,4.31,0.05,86.19999999999999
1996-08-27,4.31,0.05,86.19999999999999
1996-08-28,4.44,0.05,88.8
1996-08-29,4.45,0.05,89.0
1996-08-30,4.53,0.05,90.6
1996-09-03,4.31,0.05,86.19999999999999
1996-09-04,4.38,0.05,87.6
1996-09-05,3.84,0.05,76.8
1996-09-06,4.03,0.05,80.6
1996-09-09,4.03,0.05,80.6
1996-09-10,4.0,0.05,80.0
1996-09-11,3.97,0.05,79.4
1996-09-12,4.0,0.05,80.0
1996-09-13,4.03,0.05,80.6
1996-09-16,4.03,0.05,80.6
1996-09-17,4.05,0.05,80.99999999999999
1996-09-18,4.0,0.05,80.0
1996-09-19,4.05,0.05,80.99999999999999
1996-09-20,3.97,0.05,79.4
1996-09-23,3.94,0.05,78.8
1996-09-24,3.97,0.05,79.4
1996-09-25,3.94,0.05,78.8
1996-09-26,4.0,0.05,80.0
1996-09-27,3.97,0.05,79.4
1996-09-30,3.97,0.05,79.4
1996-10-01,3.94,0.05,78.8
1996-10-02,3.94,0.05,78.8
1996-10-03,3.97,0.05,79.4
1996-10-04,3.97,0.05,79.4
1996-10-07,3.91,0.05,78.2
1996-10-08,3.84,0.05,76.8
1996-10-09,3.75,0.05,75.0
1996-10-10,3.75,0.05,75.0
1996-10-11,3.75,0.05,75.0
1996-10-14,3.78,0.05,75.6
1996-10-15,3.78,0.05,75.6
1996-10-16,3.72,0.05,74.4
1996-10-17,3.75,0.05,75.0
1996-10-18,3.78,0.05,75.6
1996-10-21,3.81,0.05,76.2
1996-10-22,3.75,0.05,75.0
1996-10-23,3.78,0.05,75.6
1996-10-24,3.75,0.05,75.0
1996-10-25,3.75,0.05,75.0
1996-10-28,3.75,0.05,75.0
1996-10-29,3.75,0.05,75.0
1996-10-30,3.69,0.05,73.8
1996-10-31,3.66,0.05,73.2
1996-11-01,3.66,0.05,73.2
1996-11-04,3.69,0.05,73.8
1996-11-05,3.63,0.05,72.6
1996-11-06,3.5,0.05,70.0
1996-11-07,3.47,0.05,69.4
1996-11-08,3.5,0.05,70.0
1996-11-11,3.56,0.05,71.2
1996-11-12,3.53,0.05,70.6
1996-11-13,3.53,0.05,70.6
1996-11-14,3.63,0.05,72.6
1996-11-15,3.63,0.05,72.6
1996-11-18,3.59,0.05,71.8
1996-11-19,3.59,0.05,71.8
1996-11-20,3.55,0.05,70.99999999999999
1996-11-21,3.5,0.05,70.0
1996-11-22,3.52,0.05,70.39999999999999
1996-11-25,3.53,0.05,70.6
1996-11-26,3.53,0.05,70.6
1996-11-27,3.53,0.05,70.6
1996-11-29,3.5,0.05,70.0
1996-12-02,3.5,0.05,70.0
1996-12-03,3.58,0.05,71.6
1996-12-04,3.56,0.05,71.2
1996-12-05,3.55,0.05,70.99999999999999
1996-12-06,3.52,0.05,70.39999999999999
1996-12-09,3.53,0.05,70.6
1996-12-10,3.53,0.05,70.6
1996-12-11,3.52,0.05,70.39999999999999
1996-12-12,3.5,0.05,70.0
1996-12-13,3.56,0.05,71.2
1996-12-16,3.53,0.05,70.6
1996-12-17,3.5,0.05,70.0
1996-12-18,3.5,0.05,70.0
1996-12-19,3.53,0.05,70.6
1996-12-20,3.56,0.05,71.2
1996-12-23,3.52,0.05,70.39999999999999
1996-12-24,3.5,0.05,70.0
1996-12-26,3.53,0.05,70.6
1996-12-27,3.47,0.05,69.4
1996-12-30,3.56,0.05,71.2
1996-12-31,3.5,0.05,70.0
1997-01-02,3.53,0.05,70.6
1997-01-03,3.55,0.05,70.99999999999999
1997-01-06,3.56,0.05,71.2
1997-01-07,3.69,0.05,73.8
1997-01-08,3.5,0.05,70.0
1997-01-09,3.56,0.05,71.2
1997-01-10,3.55,0.05,70.99999999999999
1997-01-13,3.5,0.05,70.0
1997-01-14,3.5,0.05,70.0
1997-01-15,3.38,0.05,67.6
1997-01-16,3.47,0.05,69.4
1997-01-17,3.53,0.05,70.6
1997-01-20,3.56,0.05,71.2
1997-01-21,3.59,0.05,71.8
1997-01-22,3.59,0.05,71.8
1997-01-23,3.63,0.05,72.6
1997-01-24,3.63,0.05,72.6
1997-01-27,3.56,0.05,71.2
1997-01-28,3.61,0.05,72.19999999999999
1997-01-29,3.59,0.05,71.8
1997-01-30,3.47,0.05,69.4
1997-01-31,3.5,0.05,70.0
1997-02-03,3.59,0.05,71.8
1997-02-04,3.63,0.05,72.6
1997-02-05,3.56,0.05,71.2
1997-02-06,3.56,0.05,71.2
1997-02-07,3.53,0.05,70.6
1997-02-10,3.53,0.05,70.6
1997-02-11,3.47,0.05,69.4
1997-02-12,3.47,0.05,69.4
1997-02-13,3.5,0.05,70.0
1997-02-14,3.48,0.05,69.6
1997-02-18,3.47,0.05,69.4
1997-02-19,3.5,0.05,70.0
1997-02-20,3.5,0.05,70.0
1997-02-21,3.53,0.05,70.6
1997-02-24,3.53,0.05,70.6
1997-02-25,3.5,0.05,70.0
1997-02-26,3.47,0.05,69.4
1997-02-27,3.48,0.05,69.6
1997-02-28,3.47,0.05,69.4
1997-03-03,3.44,0.05,68.8
1997-03-04,3.47,0.05,69.4
1997-03-05,3.47,0.05,69.4
1997-03-06,3.45,0.05,69.0
1997-03-07,3.5,0.05,70.0
1997-03-10,3.5,0.05,70.0
1997-03-11,3.56,0.05,71.2
1997-03-12,3.53,0.05,70.6
1997-03-13,3.5,0.05,70.0
1997-03-14,3.5,0.05,70.0
1997-03-17,3.47,0.05,69.4
1997-03-18,3.5,0.05,70.0
1997-03-19,3.53,0.05,70.6
1997-03-20,3.47,0.05,69.4
1997-03-21,3.47,0.05,69.4
1997-03-24,3.47,0.05,69.4
1997-03-25,3.48,0.05,69.6
1997-03-26,3.53,0.05,70.6
1997-03-27,3.5,0.05,70.0
1997-03-31,3.47,0.05,69.4
1997-04-01,3.53,0.05,70.6
1997-04-02,3.53,0.05,70.6
1997-04-03,3.53,0.05,70.6
1997-04-04,3.55,0.05,70.99999999999999
1997-04-07,3.59,0.05,71.8
1997-04-08,3.91,0.05,78.2
1997-04-09,3.81,0.05,76.2
1997-04-10,3.97,0.05,79.4
1997-04-11,3.86,0.05,77.19999999999999
1997-04-14,3.78,0.05,75.6
1997-04-15,3.75,0.05,75.0
1997-04-16,3.56,0.05,71.2
1997-04-17,3.59,0.05,71.8
1997-04-18,3.53,0.05,70.6
1997-04-21,3.56,0.05,71.2
1997-04-22,3.55,0.05,70.99999999999999
1997-04-23,3.56,0.05,71.2
1997-04-24,3.53,0.05,70.6
1997-04-25,3.5,0.05,70.0
1997-04-28,3.5,0.05,70.0
1997-04-29,3.47,0.05,69.4
1997-04-30,3.47,0.05,69.4
1997-05-01,3.5,0.05,70.0
1997-05-02,3.53,0.05,70.6
1997-05-05,3.62,0.05,72.39999999999999
1997-05-06,3.56,0.05,71.2
1997-05-07,3.53,0.05,70.6
1997-05-08,3.59,0.05,71.8
1997-05-09,3.56,0.05,71.2
1997-05-12,3.63,0.05,72.6
1997-05-13,3.56,0.0,inf
1997-05-14,3.63,0.0,inf
1997-05-15,3.59,0.0,inf
1997-05-16,3.63,0.0,inf
1997-05-19,3.81,0.0,inf
1997-05-20,3.86,0.0,inf
1997-05-21,3.81,0.0,inf
1997-05-22,3.91,0.0,inf
1997-05-23,4.0,0.0,inf
1997-05-27,3.84,0.0,inf
1997-05-28,3.81,0.0,inf
1997-05-29,3.81,0.0,inf
1997-05-30,3.81,0.0,inf
1997-06-02,3.69,0.0,inf
1997-06-03,3.66,0.0,inf
1997-06-04,3.63,0.0,inf
1997-06-05,3.69,0.0,inf
1997-06-06,3.66,0.0,inf
1997-06-09,3.84,0.0,inf
1997-06-10,3.78,0.0,inf
1997-06-11,3.81,0.0,inf
1997-06-12,3.97,0.0,inf
1997-06-13,4.03,0.0,inf
1997-06-16,3.92,0.0,inf
1997-06-17,3.92,0.0,inf
1997-06-18,3.97,0.0,inf
1997-06-19,4.0,0.0,inf
1997-06-20,3.91,0.0,inf
1997-06-23,3.94,0.0,inf
1997-06-24,3.91,0.0,inf
1997-06-25,3.91,0.0,inf
1997-06-26,3.72,0.0,inf
1997-06-27,3.66,0.0,inf
1997-06-30,3.72,0.0,inf
1997-07-01,3.74,0.0,inf
1997-07-02,3.69,0.0,inf
1997-07-03,3.69,0.0,inf
1997-07-07,3.64,0.0,inf
1997-07-08,3.69,0.0,inf
1997-07-09,3.78,0.0,inf
1997-07-10,3.92,0.0,inf
1997-07-11,3.97,0.0,inf
1997-07-14,3.97,0.0,inf
1997-07-15,4.0,0.0,inf
1997-07-16,3.77,0.0,inf
1997-07-17,3.75,0.0,inf
1997-07-18,3.84,0.0,inf
1997-07-21,3.91,0.0,inf
1997-07-22,4.0,0.0,inf
1997-07-23,3.92,0.0,inf
1997-07-24,3.86,0.0,inf
1997-07-25,3.8,0.0,inf
1997-07-28,3.72,0.0,inf
1997-07-29,3.75,0.0,inf
1997-07-30,4.0,0.0,inf
1997-07-31,4.0,0.0,inf
1997-08-01,4.19,0.0,inf
1997-08-04,4.56,0.0,inf
1997-08-05,4.38,0.0,inf
1997-08-06,4.41,0.0,inf
1997-08-07,4.44,0.0,inf
1997-08-08,4.45,0.0,inf
1997-08-11,4.38,0.01,438.0
1997-08-12,4.41,0.01,441.0
1997-08-13,4.38,0.01,438.0
1997-08-14,4.34,0.01,434.0
1997-08-15,4.31,0.01,430.99999999999994
1997-08-18,4.19,0.01,419.00000000000006
1997-08-19,4.22,0.01,421.99999999999994
1997-08-20,4.19,0.01,419.00000000000006
1997-08-21,4.22,0.01,421.99999999999994
1997-08-22,4.25,0.01,425.0
1997-08-25,4.19,0.01,419.00000000000006
1997-08-26,4.19,0.01,419.00000000000006
1997-08-27,4.23,0.01,423.00000000000006
1997-08-28,4.17,0.01,417.0
1997-08-29,4.16,0.01,416.0
1997-09-02,4.34,0.01,434.0
1997-09-03,4.47,0.01,446.99999999999994
1997-09-04,4.47,0.01,446.99999999999994
1997-09-05,4.5,0.01,450.0
1997-09-08,4.5,0.01,450.0
1997-09-09,4.47,0.01,446.99999999999994
1997-09-10,4.44,0.01,444.00000000000006
1997-09-11,4.48,0.01,448.00000000000006
1997-09-12,4.5,0.01,450.0
1997-09-15,4.48,0.01,448.00000000000006
1997-09-16,4.48,0.01,448.00000000000006
1997-09-17,4.16,0.01,416.0
1997-09-18,4.09,0.01,409.0
1997-09-19,3.94,0.01,394.0
1997-09-22,4.0,0.01,400.0
1997-09-23,3.97,0.01,397.0
1997-09-24,3.83,0.01,383.0
1997-09-25,3.84,0.01,384.0
1997-09-26,3.81,0.01,381.0
1997-09-29,3.89,0.01,389.0
1997-09-30,3.89,0.01,389.0
1997-10-01,3.94,0.01,394.0
1997-10-02,4.17,0.01,417.0
1997-10-03,4.0,0.01,400.0
1997-10-06,3.97,0.01,397.0
1997-10-07,3.97,0.01,397.0
1997-10-08,3.97,0.01,397.0
1997-10-09,3.91,0.01,391.0
1997-10-10,3.88,0.01,388.0
1997-10-13,4.0,0.01,400.0
1997-10-14,4.05,0.01,405.0
1997-10-15,3.92,0.01,392.0
1997-10-16,3.97,0.01,397.0
1997-10-17,4.14,0.01,413.99999999999994
1997-10-20,4.06,0.01,405.99999999999994
1997-10-21,4.06,0.01,405.99999999999994
1997-10-22,4.11,0.01,411.0
1997-10-23,4.0,0.01,400.0
1997-10-24,4.02,0.01,401.99999999999994
1997-10-27,3.97,0.01,397.0
1997-10-28,3.97,0.01,397.0
1997-10-29,3.97,0.01,397.0
1997-10-30,3.91,0.01,391.0
1997-10-31,3.84,0.01,384.0
1997-11-03,3.86,0.01,386.0
1997-11-04,3.84,0.01,384.0
1997-11-05,3.91,0.01,391.0
1997-11-06,3.91,0.01,391.0
1997-11-07,3.84,0.01,384.0
1997-11-10,3.84,0.01,384.0
1997-11-11,3.83,0.01,383.0
1997-11-12,3.77,0.01,377.0
1997-11-13,3.91,0.01,391.0
1997-11-14,3.88,0.01,388.0
1997-11-17,3.91,0.01,391.0
1997-11-18,4.03,0.01,403.0
1997-11-19,3.98,0.01,398.0
1997-11-20,3.98,0.01,398.0
1997-11-21,4.19,0.01,419.00000000000006
1997-11-24,4.13,0.01,413.0
1997-11-25,4.09,0.01,409.0
1997-11-26,4.11,0.01,411.0
1997-11-28,4.06,0.01,405.99999999999994
1997-12-01,4.38,0.01,438.0
1997-12-02,4.16,0.01,416.0
1997-12-03,4.13,0.01,413.0
1997-12-04,4.13,0.01,413.0
1997-12-05,4.22,0.01,421.99999999999994
1997-12-08,4.28,0.01,428.0
1997-12-09,4.25,0.01,425.0
1997-12-10,4.28,0.01,428.0
1997-12-11,4.33,0.01,433.0
1997-12-12,4.41,0.01,441.0
1997-12-15,4.48,0.01,448.00000000000006
1997-12-16,4.55,0.01,455.0
1997-12-17,4.55,0.01,455.0
1997-12-18,4.55,0.01,455.0
1997-12-19,4.61,0.01,461.0
1997-12-22,4.74,0.01,474.0
1997-12-23,4.72,0.01,471.99999999999994
1997-12-24,4.69,0.01,469.00000000000006
1997-12-26,4.72,0.01,471.99999999999994
1997-12-29,4.81,0.01,480.99999999999994
1997-12-30,4.78,0.01,478.0
1997-12-31,4.69,0.01,469.00000000000006
1998-01-02,4.66,0.01,466.0
1998-01-05,4.67,0.01,467.0
1998-01-06,4.69,0.01,469.00000000000006
1998-01-07,4.58,0.01,458.0
1998-01-08,4.59,0.01,459.0
1998-01-09,4.38,0.01,438.0
1998-01-12,4.38,0.01,438.0
1998-01-13,4.44,0.01,444.00000000000006
1998-01-14,4.44,0.01,444.00000000000006
1998-01-15,4.42,0.01,442.0
1998-01-16,4.5,0.01,450.0
1998-01-20,4.52,0.01,451.99999999999994
1998-01-21,4.47,0.01,446.99999999999994
1998-01-22,4.55,0.01,455.0
1998-01-23,4.58,0.01,458.0
1998-01-26,4.58,0.01,458.0
1998-01-27,4.88,0.01,488.0
1998-01-28,5.97,0.01,597.0
1998-01-29,5.44,0.01,544.0
1998-01-30,5.5,0.01,550.0
1998-02-02,6.0,0.01,600.0
1998-02-03,6.28,0.01,628.0
1998-02-04,6.5,0.01,650.0
1998-02-05,6.66,0.01,666.0
1998-02-06,6.3,0.01,630.0
1998-02-09,6.63,0.01,663.0
1998-02-10,6.59,0.01,659.0
1998-02-11,6.59,0.01,659.0
1998-02-12,6.73,0.01,673.0
1998-02-13,6.75,0.01,675.0
1998-02-17,6.44,0.01,644.0
1998-02-18,6.56,0.01,656.0
1998-02-19,6.36,0.01,636.0
1998-02-20,6.41,0.01,641.0
1998-02-23,6.5,0.01,650.0
1998-02-24,6.28,0.01,628.0
1998-02-25,6.45,0.01,645.0
1998-02-26,6.66,0.01,666.0
1998-02-27,6.69,0.01,669.0
1998-03-02,6.72,0.01,672.0
1998-03-03,6.75,0.01,675.0
1998-03-04,6.72,0.01,672.0
1998-03-05,6.59,0.01,659.0
1998-03-06,7.02,0.01,701.9999999999999
1998-03-09,6.89,0.01,689.0
1998-03-10,6.75,0.01,675.0
1998-03-11,6.88,0.01,688.0
1998-03-12,6.91,0.01,691.0
1998-03-13,6.78,0.01,678.0
1998-03-16,7.09,0.01,709.0
1998-03-17,7.45,0.01,745.0
1998-03-18,7.5,0.01,750.0
1998-03-19,7.41,0.01,741.0
1998-03-20,7.44,0.01,744.0
1998-03-23,7.09,0.01,709.0
1998-03-24,7.25,0.01,725.0
1998-03-25,7.11,0.01,711.0
1998-03-26,7.09,0.01,709.0
1998-03-27,7.09,0.01,709.0
1998-03-30,7.13,0.01,713.0
1998-03-31,7.11,0.01,711.0
1998-04-01,7.14,0.01,714.0
1998-04-02,7.33,0.01,733.0
1998-04-03,7.31,0.01,731.0
1998-04-06,7.09,0.01,709.0
1998-04-07,6.95,0.01,695.0
1998-04-08,6.94,0.01,694.0
1998-04-09,7.0,0.01,700.0
1998-04-13,7.14,0.01,714.0
1998-04-14,7.22,0.01,722.0
1998-04-15,7.56,0.01,756.0
1998-04-16,7.34,0.01,734.0
1998-04-17,7.44,0.01,744.0
1998-04-20,7.75,0.01,775.0
1998-04-21,8.34,0.01,834.0
1998-04-22,8.11,0.01,810.9999999999999
1998-04-23,8.0,0.01,800.0
1998-04-24,8.03,0.01,802.9999999999999
1998-04-27,7.8,0.01,780.0
1998-04-28,7.94,0.01,794.0
1998-04-29,8.13,0.01,813.0000000000001
1998-04-30,8.0,0.01,800.0
1998-05-01,8.08,0.01,808.0
1998-05-04,8.0,0.01,800.0
1998-05-05,7.91,0.01,791.0
1998-05-06,7.72,0.01,772.0
1998-05-07,7.41,0.01,741.0
1998-05-08,7.38,0.01,738.0
1998-05-11,7.28,0.01,728.0
1998-05-12,7.34,0.01,734.0
1998-05-13,7.53,0.06,125.50000000000001
1998-05-14,7.47,0.06,124.5
1998-05-15,7.5,0.06,125.0
1998-05-18,7.38,0.06,123.0
1998-05-19,7.48,0.06,124.66666666666667
1998-05-20,7.42,0.06,123.66666666666667
1998-05-21,7.34,0.06,122.33333333333333
