date,WRK,WRK_EPS,PE Ratio
2020-04-27,30.49,0.78607,38.787894207894965
2020-04-28,32.9,0.78607,41.85377892554098
2020-04-29,34.15,0.78607,43.44396809444451
2020-04-30,32.19,0.78607,40.95055147760377
2020-05-01,30.84,0.78607,39.23314717518796
2020-05-04,30.31,0.78607,38.55890696757286
2020-05-05,25.06,0.78607,31.880112458178022
2020-05-06,24.7,0.67371,36.662659007584864
2020-05-07,25.09,0.67371,37.24154309717831
2020-05-08,27.0,0.67371,40.076590818007745
2020-05-11,25.97,0.67371,38.54774309420967
2020-05-12,25.2,0.67371,37.404818096807226
2020-05-13,24.16,0.67371,35.86112719122471
2020-05-14,25.23,0.67371,37.449347642160575
2020-05-15,24.21,0.67371,35.935343100146945
2020-05-18,25.88,0.67371,38.414154458149646
2020-05-19,24.97,0.67371,37.06342491576494
2020-05-20,25.43,0.67371,37.74621127784952
2020-05-21,25.15,0.67371,37.33060218788499
2020-05-22,25.35,0.67371,37.62746582357394
2020-05-26,27.0,0.67371,40.076590818007745
2020-05-27,29.16,0.67371,43.282718083448366
2020-05-28,28.87,0.67371,42.8522658116994
2020-05-29,28.06,0.67371,41.64996808715916
2020-06-01,28.58,0.67371,42.42181353995042
2020-06-02,28.36,0.67371,42.09526354069258
2020-06-03,29.87,0.67371,44.33658399014413
2020-06-04,30.69,0.67371,45.55372489646881
2020-06-05,32.05,0.67371,47.572397619153634
2020-06-08,33.0,0.67371,48.98249988867614
2020-06-09,31.91,0.67371,47.364593074171374
2020-06-10,30.38,0.67371,45.09358626115094
2020-06-11,27.64,0.67371,41.02655445221237
2020-06-12,28.21,0.67371,41.872615813925876
2020-06-15,28.26,0.67371,41.94683172284811
2020-06-16,28.93,0.67371,42.94132490240608
2020-06-17,28.77,0.67371,42.70383399385492
2020-06-18,28.35,0.67371,42.080420358908135
2020-06-19,28.32,0.67371,42.03589081355479
2020-06-22,27.379999,0.67371,40.64063024149857
2020-06-23,27.469999,0.67371,40.774218877558596
2020-06-24,26.200001,0.67371,38.88913775957014
2020-06-25,26.610001,0.67371,39.49770821273248
2020-06-26,26.719999,0.67371,39.66098024372504
2020-06-29,27.75,0.67371,41.1898294518413
2020-06-30,28.26,0.67371,41.94683172284811
2020-07-01,27.66,0.67371,41.05624081578127
2020-07-02,28.200001,0.67371,41.8577741164596
2020-07-06,28.780001,0.67371,42.71867865995755
2020-07-07,28.059999,0.67371,41.64996660284098
2020-07-08,27.469999,0.67371,40.774218877558596
2020-07-09,26.219999,0.67371,38.91882115450268
2020-07-10,27.75,0.67371,41.1898294518413
2020-07-13,27.85,0.67371,41.33826126968577
2020-07-14,29.15,0.67371,43.267874901663916
2020-07-15,30.15,0.67371,44.75219308010865
2020-07-16,30.719999,0.67371,45.59825295750397
2020-07-17,29.969999,0.67371,44.48501432367042
2020-07-20,29.370001,0.67371,43.594426385239935
2020-07-21,29.719999,0.67371,44.11393477905924
2020-07-22,29.860001,0.67371,44.321742292677854
2020-07-23,30.15,0.67371,44.75219308010865
2020-07-24,30.209999,0.67371,44.841250686497155
2020-07-27,30.209999,0.67371,44.841250686497155
2020-07-28,29.469999,0.67371,43.74285523444806
2020-07-29,30.26,0.67371,44.91546807973757
2020-07-30,28.26,0.67371,41.94683172284811
2020-07-31,26.860001,0.67371,39.86878775734366
2020-08-03,27.82,0.67371,41.293731724332424
2020-08-04,29.27,0.67371,43.44599308307728
2020-08-05,29.84,0.92819,32.14859026707894
2020-08-06,29.49,0.92819,31.771512298128616
2020-08-07,29.07,0.92819,31.31901873538823
2020-08-10,30.65,0.92819,33.02125642379254
2020-08-11,30.9,0.92819,33.29059783018563
2020-08-12,30.299999,0.92819,32.644177377476595
2020-08-13,29.690001,0.92819,31.98698650060871
2020-08-14,30.290001,0.92819,32.63340587595212
2020-08-17,29.76,0.92819,32.06240101703315
2020-08-18,29.1,0.92819,31.351339704155404
2020-08-19,29.25,0.92819,31.512944547991253
2020-08-20,28.790001,0.92819,31.0173574375936
2020-08-21,28.459999,0.92819,30.66182462642347
