date,ABC,ABC_EPS,PE Ratio
2003-01-16,13.62,0.22,61.90909090909091
2003-01-17,13.57,0.22,61.68181818181818
2003-01-21,13.44,0.22,61.090909090909086
2003-01-22,13.65,0.22,62.04545454545455
2003-01-23,13.6,0.22,61.81818181818181
2003-01-24,13.84,0.22,62.90909090909091
2003-01-27,13.83,0.22,62.86363636363637
2003-01-28,14.23,0.22,64.68181818181819
2003-01-29,14.59,0.22,66.31818181818181
2003-01-30,14.35,0.22,65.22727272727272
2003-01-31,14.55,0.22,66.13636363636364
2003-02-03,14.38,0.22,65.36363636363636
2003-02-04,14.38,0.22,65.36363636363636
2003-02-05,14.54,0.22,66.0909090909091
2003-02-06,14.43,0.22,65.5909090909091
2003-02-07,14.15,0.22,64.31818181818181
2003-02-10,14.25,0.22,64.77272727272727
2003-02-11,14.2,0.22,64.54545454545455
2003-02-12,13.7,0.22,62.272727272727266
2003-02-13,13.45,0.21,64.04761904761905
2003-02-14,13.25,0.21,63.095238095238095
2003-02-18,13.57,0.21,64.61904761904762
2003-02-19,13.59,0.21,64.71428571428572
2003-02-20,13.75,0.21,65.47619047619048
2003-02-21,13.95,0.21,66.42857142857143
2003-02-24,13.73,0.21,65.38095238095238
2003-02-25,13.97,0.21,66.52380952380953
2003-02-26,13.86,0.21,66.0
2003-02-27,13.84,0.21,65.90476190476191
2003-02-28,13.75,0.21,65.47619047619048
2003-03-03,13.52,0.21,64.38095238095238
2003-03-04,13.29,0.21,63.285714285714285
2003-03-05,13.38,0.21,63.71428571428572
2003-03-06,13.28,0.21,63.23809523809524
2003-03-07,13.13,0.21,62.52380952380953
2003-03-10,12.76,0.21,60.761904761904766
2003-03-11,12.79,0.21,60.904761904761905
2003-03-12,12.18,0.21,58.0
2003-03-13,12.02,0.21,57.23809523809524
2003-03-14,11.69,0.21,55.666666666666664
2003-03-17,12.5,0.21,59.523809523809526
2003-03-18,12.81,0.21,61.00000000000001
2003-03-19,13.08,0.21,62.28571428571429
2003-03-20,12.97,0.21,61.761904761904766
2003-03-21,13.12,0.21,62.476190476190474
2003-03-24,12.75,0.21,60.714285714285715
2003-03-25,13.35,0.21,63.57142857142857
2003-03-26,13.01,0.21,61.952380952380956
2003-03-27,13.14,0.21,62.57142857142858
2003-03-28,13.35,0.21,63.57142857142857
2003-03-31,13.13,0.21,62.52380952380953
2003-04-01,13.18,0.21,62.761904761904766
2003-04-02,13.5,0.21,64.28571428571429
2003-04-03,13.55,0.21,64.52380952380953
2003-04-04,13.46,0.21,64.0952380952381
2003-04-07,13.41,0.21,63.85714285714286
2003-04-08,13.17,0.21,62.714285714285715
2003-04-09,12.79,0.21,60.904761904761905
2003-04-10,12.96,0.21,61.71428571428572
2003-04-11,13.0,0.21,61.904761904761905
2003-04-14,13.16,0.21,62.66666666666667
2003-04-15,13.29,0.21,63.285714285714285
2003-04-16,13.03,0.21,62.047619047619044
2003-04-17,13.0,0.21,61.904761904761905
2003-04-21,12.7,0.21,60.476190476190474
2003-04-22,12.94,0.21,61.61904761904762
2003-04-23,12.57,0.21,59.85714285714286
2003-04-24,13.28,0.21,63.23809523809524
2003-04-25,13.5,0.21,64.28571428571429
2003-04-28,13.83,0.21,65.85714285714286
2003-04-29,14.11,0.21,67.19047619047619
2003-04-30,14.46,0.21,68.85714285714286
2003-05-01,14.19,0.21,67.57142857142857
2003-05-02,14.34,0.21,68.28571428571429
2003-05-05,14.44,0.21,68.76190476190476
2003-05-06,14.3,0.21,68.0952380952381
2003-05-07,14.4,0.21,68.57142857142857
2003-05-08,14.48,0.21,68.95238095238096
2003-05-09,14.98,0.21,71.33333333333334
2003-05-12,15.1,0.26,58.07692307692307
2003-05-13,15.26,0.26,58.692307692307686
2003-05-14,15.21,0.26,58.5
2003-05-15,15.2,0.26,58.46153846153846
2003-05-16,15.39,0.26,59.19230769230769
2003-05-19,14.77,0.26,56.80769230769231
2003-05-20,14.51,0.26,55.80769230769231
2003-05-21,14.75,0.26,56.730769230769226
2003-05-22,14.82,0.26,57.0
2003-05-23,14.76,0.26,56.76923076923077
2003-05-27,14.95,0.26,57.49999999999999
2003-05-28,15.07,0.26,57.96153846153846
2003-05-29,15.29,0.26,58.8076923076923
2003-05-30,15.67,0.26,60.26923076923077
2003-06-02,15.67,0.26,60.26923076923077
2003-06-03,15.64,0.26,60.15384615384615
2003-06-04,15.94,0.26,61.30769230769231
2003-06-05,16.72,0.26,64.3076923076923
2003-06-06,17.26,0.26,66.38461538461539
2003-06-09,16.64,0.26,64.0
2003-06-10,16.73,0.26,64.34615384615384
2003-06-11,16.89,0.26,64.96153846153847
2003-06-12,16.9,0.26,64.99999999999999
2003-06-13,16.56,0.26,63.692307692307686
2003-06-16,17.23,0.26,66.26923076923077
2003-06-17,17.43,0.26,67.03846153846153
2003-06-18,17.18,0.26,66.07692307692308
2003-06-19,16.98,0.26,65.3076923076923
2003-06-20,17.53,0.26,67.42307692307692
2003-06-23,17.08,0.26,65.69230769230768
2003-06-24,16.96,0.26,65.23076923076923
2003-06-25,17.17,0.26,66.03846153846155
2003-06-26,17.5,0.26,67.3076923076923
2003-06-27,17.42,0.26,67.0
2003-06-30,17.34,0.26,66.6923076923077
2003-07-01,17.53,0.26,67.42307692307692
2003-07-02,17.81,0.26,68.49999999999999
2003-07-03,17.8,0.26,68.46153846153847
2003-07-07,18.33,0.26,70.49999999999999
2003-07-08,18.05,0.26,69.42307692307692
2003-07-09,17.76,0.26,68.3076923076923
2003-07-10,17.25,0.26,66.34615384615384
2003-07-11,17.36,0.26,66.76923076923076
2003-07-14,17.36,0.26,66.76923076923076
2003-07-15,17.45,0.26,67.11538461538461
2003-07-16,17.3,0.26,66.53846153846153
2003-07-17,17.13,0.26,65.88461538461537
2003-07-18,17.19,0.26,66.11538461538461
2003-07-21,16.89,0.26,64.96153846153847
2003-07-22,16.67,0.26,64.11538461538461
2003-07-23,16.75,0.26,64.42307692307692
2003-07-24,16.1,0.26,61.92307692307693
2003-07-25,16.05,0.26,61.73076923076923
2003-07-28,16.2,0.26,62.3076923076923
2003-07-29,16.42,0.26,63.15384615384616
2003-07-30,16.51,0.26,63.50000000000001
2003-07-31,15.77,0.26,60.65384615384615
2003-08-01,15.58,0.26,59.92307692307692
2003-08-04,15.35,0.26,59.03846153846153
2003-08-05,15.0,0.26,57.69230769230769
2003-08-06,14.55,0.26,55.96153846153846
2003-08-07,15.23,0.26,58.57692307692307
2003-08-08,15.11,0.26,58.11538461538461
2003-08-11,15.1,0.26,58.07692307692307
2003-08-12,15.36,0.26,59.07692307692307
2003-08-13,15.38,0.26,59.15384615384615
2003-08-14,15.43,0.26,59.34615384615384
2003-08-15,15.45,0.26,59.42307692307692
2003-08-18,15.32,0.26,58.92307692307692
2003-08-19,15.23,0.26,58.57692307692307
2003-08-20,15.0,0.26,57.69230769230769
2003-08-21,15.04,0.26,57.84615384615384
2003-08-22,14.83,0.26,57.03846153846154
2003-08-25,14.68,0.26,56.46153846153846
2003-08-26,14.41,0.26,55.42307692307692
2003-08-27,14.05,0.26,54.03846153846154
2003-08-28,14.51,0.26,55.80769230769231
2003-08-29,14.55,0.26,55.96153846153846
2003-09-02,14.67,0.26,56.42307692307692
2003-09-03,14.21,0.26,54.65384615384615
2003-09-04,14.14,0.26,54.38461538461539
2003-09-05,13.71,0.26,52.73076923076923
2003-09-08,14.18,0.26,54.53846153846153
2003-09-09,14.28,0.26,54.92307692307692
2003-09-10,14.51,0.26,55.80769230769231
2003-09-11,14.52,0.26,55.84615384615384
2003-09-12,14.7,0.26,56.53846153846153
2003-09-15,14.59,0.26,56.11538461538461
2003-09-16,14.37,0.26,55.26923076923077
2003-09-17,14.28,0.26,54.92307692307692
2003-09-18,14.16,0.26,54.46153846153846
2003-09-19,13.54,0.26,52.07692307692307
2003-09-22,13.49,0.26,51.88461538461539
2003-09-23,13.66,0.26,52.53846153846154
2003-09-24,13.5,0.26,51.92307692307692
2003-09-25,13.38,0.26,51.46153846153846
2003-09-26,13.4,0.26,51.53846153846154
2003-09-29,13.43,0.26,51.65384615384615
2003-09-30,13.51,0.26,51.96153846153846
2003-10-01,13.75,0.26,52.88461538461538
2003-10-02,14.08,0.26,54.15384615384615
2003-10-03,14.14,0.26,54.38461538461539
2003-10-06,13.93,0.26,53.57692307692307
2003-10-07,13.86,0.26,53.30769230769231
2003-10-08,14.02,0.26,53.92307692307692
2003-10-09,14.23,0.26,54.73076923076923
2003-10-10,14.0,0.26,53.84615384615385
2003-10-13,14.12,0.26,54.3076923076923
2003-10-14,14.29,0.26,54.96153846153846
2003-10-15,14.24,0.26,54.76923076923077
2003-10-16,14.28,0.26,54.92307692307692
2003-10-17,14.31,0.26,55.03846153846154
2003-10-20,14.25,0.26,54.80769230769231
2003-10-21,14.61,0.26,56.192307692307686
2003-10-22,14.28,0.26,54.92307692307692
2003-10-23,14.7,0.26,56.53846153846153
2003-10-24,14.25,0.26,54.80769230769231
2003-10-27,14.33,0.26,55.11538461538461
2003-10-28,14.37,0.26,55.26923076923077
2003-10-29,14.3,0.26,55.0
2003-10-30,14.18,0.26,54.53846153846153
2003-10-31,14.19,0.26,54.57692307692307
2003-11-03,14.0,0.26,53.84615384615385
2003-11-04,14.1,0.26,54.230769230769226
2003-11-05,15.18,0.26,58.38461538461538
2003-11-06,15.24,0.26,58.61538461538461
2003-11-07,15.27,0.26,58.730769230769226
2003-11-10,15.25,0.26,58.65384615384615
2003-11-11,15.8,0.26,60.76923076923077
2003-11-12,15.92,0.26,61.230769230769226
2003-11-13,16.24,0.26,62.46153846153845
2003-11-14,16.05,0.26,61.73076923076923
2003-11-17,16.21,0.26,62.34615384615385
2003-11-18,15.95,0.26,61.34615384615384
2003-11-19,16.24,0.26,62.46153846153845
2003-11-20,16.06,0.26,61.76923076923076
2003-11-21,15.74,0.26,60.53846153846154
2003-11-24,15.95,0.26,61.34615384615384
2003-11-25,15.9,0.26,61.15384615384615
2003-11-26,15.76,0.26,60.61538461538461
2003-11-28,15.82,0.26,60.84615384615385
2003-12-01,16.24,0.26,62.46153846153845
2003-12-02,16.47,0.26,63.34615384615384
2003-12-03,16.25,0.26,62.5
2003-12-04,16.25,0.26,62.5
2003-12-05,16.25,0.26,62.5
2003-12-08,16.25,0.26,62.5
2003-12-09,15.95,0.26,61.34615384615384
2003-12-10,15.73,0.26,60.5
2003-12-11,15.41,0.26,59.26923076923077
2003-12-12,15.47,0.26,59.5
2003-12-15,15.83,0.26,60.88461538461538
2003-12-16,15.75,0.26,60.57692307692307
2003-12-17,15.72,0.26,60.46153846153846
2003-12-18,15.91,0.26,61.19230769230769
2003-12-19,15.88,0.26,61.07692307692308
2003-12-22,15.95,0.26,61.34615384615384
2003-12-23,15.94,0.26,61.30769230769231
2003-12-24,15.95,0.26,61.34615384615384
2003-12-26,15.94,0.26,61.30769230769231
2003-12-29,15.83,0.26,60.88461538461538
2003-12-30,15.88,0.26,61.07692307692308
2003-12-31,14.33,0.26,55.11538461538461
2004-01-02,13.5,0.26,51.92307692307692
2004-01-05,13.96,0.26,53.69230769230769
2004-01-06,13.9,0.26,53.46153846153846
2004-01-07,14.04,0.26,53.99999999999999
2004-01-08,13.97,0.26,53.73076923076923
2004-01-09,13.91,0.26,53.5
2004-01-12,13.81,0.26,53.11538461538461
2004-01-13,13.54,0.26,52.07692307692307
2004-01-14,13.81,0.26,53.11538461538461
2004-01-15,13.7,0.26,52.692307692307686
2004-01-16,13.86,0.26,53.30769230769231
2004-01-20,13.87,0.26,53.34615384615384
2004-01-21,13.94,0.26,53.61538461538461
2004-01-22,14.1,0.26,54.230769230769226
2004-01-23,14.06,0.26,54.07692307692308
2004-01-26,14.04,0.26,53.99999999999999
2004-01-27,14.09,0.26,54.19230769230769
2004-01-28,13.95,0.26,53.653846153846146
2004-01-29,13.87,0.26,53.34615384615384
2004-01-30,13.76,0.26,52.92307692307692
2004-02-02,13.84,0.26,53.230769230769226
2004-02-03,13.9,0.26,53.46153846153846
2004-02-04,13.91,0.26,53.5
2004-02-05,13.71,0.26,52.73076923076923
2004-02-06,13.9,0.26,53.46153846153846
2004-02-09,14.01,0.26,53.88461538461538
2004-02-10,14.17,0.26,54.5
2004-02-11,14.25,0.26,54.80769230769231
2004-02-12,14.15,0.24,58.958333333333336
2004-02-13,14.15,0.24,58.958333333333336
2004-02-17,14.25,0.24,59.375
2004-02-18,14.23,0.24,59.29166666666667
2004-02-19,14.17,0.24,59.04166666666667
2004-02-20,14.23,0.24,59.29166666666667
2004-02-23,14.02,0.24,58.416666666666664
2004-02-24,14.1,0.24,58.75
2004-02-25,14.3,0.24,59.583333333333336
2004-02-26,14.45,0.24,60.208333333333336
2004-02-27,14.51,0.24,60.458333333333336
2004-03-01,14.72,0.24,61.333333333333336
2004-03-02,14.57,0.24,60.708333333333336
2004-03-03,14.75,0.24,61.458333333333336
2004-03-04,14.79,0.24,61.625
2004-03-05,14.59,0.24,60.79166666666667
2004-03-08,14.37,0.24,59.875
2004-03-09,14.22,0.24,59.25000000000001
2004-03-10,13.74,0.24,57.25
2004-03-11,13.67,0.24,56.958333333333336
2004-03-12,14.05,0.24,58.54166666666667
2004-03-15,13.96,0.24,58.16666666666667
2004-03-16,13.74,0.24,57.25
2004-03-17,13.7,0.24,57.083333333333336
2004-03-18,13.74,0.24,57.25
2004-03-19,13.45,0.24,56.041666666666664
2004-03-22,13.39,0.24,55.79166666666667
2004-03-23,13.24,0.24,55.16666666666667
2004-03-24,13.14,0.24,54.75000000000001
2004-03-25,13.23,0.24,55.12500000000001
2004-03-26,13.38,0.24,55.75000000000001
2004-03-29,13.43,0.24,55.958333333333336
2004-03-30,13.41,0.24,55.875
2004-03-31,13.67,0.24,56.958333333333336
2004-04-01,13.55,0.24,56.458333333333336
2004-04-02,13.7,0.24,57.083333333333336
2004-04-05,13.73,0.24,57.208333333333336
2004-04-06,13.74,0.24,57.25
2004-04-07,13.69,0.24,57.041666666666664
2004-04-08,13.67,0.24,56.958333333333336
2004-04-12,13.79,0.24,57.45833333333333
2004-04-13,13.68,0.24,57.0
2004-04-14,13.6,0.24,56.666666666666664
2004-04-15,13.79,0.24,57.45833333333333
2004-04-16,13.86,0.24,57.75
2004-04-19,14.0,0.24,58.333333333333336
2004-04-20,13.89,0.24,57.87500000000001
2004-04-21,14.3,0.24,59.583333333333336
2004-04-22,14.51,0.24,60.458333333333336
2004-04-23,14.5,0.24,60.41666666666667
2004-04-26,14.61,0.24,60.875
2004-04-27,14.58,0.24,60.75
2004-04-28,14.44,0.24,60.166666666666664
2004-04-29,14.27,0.24,59.458333333333336
2004-04-30,14.47,0.24,60.29166666666667
2004-05-03,15.05,0.24,62.708333333333336
2004-05-04,15.3,0.24,63.75000000000001
2004-05-05,15.26,0.24,63.583333333333336
2004-05-06,15.33,0.24,63.875
2004-05-07,15.22,0.24,63.41666666666667
2004-05-10,14.98,0.24,62.41666666666667
2004-05-11,15.06,0.24,62.75000000000001
2004-05-12,14.78,0.32,46.1875
2004-05-13,14.69,0.32,45.90625
2004-05-14,14.74,0.32,46.0625
2004-05-17,14.57,0.32,45.53125
2004-05-18,14.58,0.32,45.5625
2004-05-19,14.62,0.32,45.6875
2004-05-20,14.42,0.32,45.0625
2004-05-21,14.49,0.32,45.28125
2004-05-24,14.49,0.32,45.28125
2004-05-25,15.05,0.32,47.03125
2004-05-26,15.07,0.32,47.09375
2004-05-27,15.03,0.32,46.96875
2004-05-28,15.0,0.32,46.875
2004-06-01,15.27,0.32,47.71875
2004-06-02,15.27,0.32,47.71875
2004-06-03,15.25,0.32,47.65625
2004-06-04,15.41,0.32,48.15625
2004-06-07,15.4,0.32,48.125
2004-06-08,15.38,0.32,48.0625
2004-06-09,15.19,0.32,47.46875
2004-06-10,15.17,0.32,47.40625
2004-06-14,15.06,0.32,47.0625
2004-06-15,15.14,0.32,47.3125
2004-06-16,15.04,0.32,46.99999999999999
2004-06-17,15.03,0.32,46.96875
2004-06-18,14.94,0.32,46.6875
2004-06-21,14.83,0.32,46.34375
2004-06-22,14.78,0.32,46.1875
2004-06-23,14.83,0.32,46.34375
2004-06-24,14.64,0.32,45.75
2004-06-25,14.61,0.32,45.65625
2004-06-28,14.59,0.32,45.59375
2004-06-29,14.77,0.32,46.15625
2004-06-30,14.95,0.32,46.71875
2004-07-01,13.93,0.32,43.53125
2004-07-02,13.89,0.32,43.40625
2004-07-06,13.5,0.32,42.1875
2004-07-07,13.46,0.32,42.0625
2004-07-08,13.42,0.32,41.9375
2004-07-09,13.27,0.32,41.46875
2004-07-12,13.14,0.32,41.0625
2004-07-13,13.35,0.32,41.71875
2004-07-14,13.2,0.32,41.25
2004-07-15,13.22,0.32,41.3125
2004-07-16,13.23,0.32,41.34375
2004-07-19,13.32,0.32,41.625
2004-07-20,13.46,0.32,42.0625
2004-07-21,13.14,0.32,41.0625
2004-07-22,13.71,0.32,42.84375
2004-07-23,13.85,0.32,43.28125
2004-07-26,13.71,0.32,42.84375
2004-07-27,13.36,0.32,41.75
2004-07-28,13.22,0.32,41.3125
2004-07-29,13.5,0.32,42.1875
2004-07-30,13.52,0.32,42.25
2004-08-02,13.48,0.32,42.125
2004-08-03,13.47,0.32,42.09375
2004-08-04,13.57,0.32,42.40625
2004-08-05,13.39,0.32,41.84375
2004-08-06,13.25,0.32,41.40625
2004-08-09,13.18,0.32,41.1875
2004-08-10,13.3,0.32,41.5625
2004-08-11,13.37,0.32,41.78125
2004-08-12,13.25,0.32,41.40625
2004-08-13,12.48,0.31,40.25806451612903
2004-08-16,12.88,0.31,41.5483870967742
2004-08-17,12.97,0.31,41.83870967741936
2004-08-18,13.1,0.31,42.25806451612903
2004-08-19,13.13,0.31,42.35483870967742
2004-08-20,13.2,0.31,42.58064516129032
2004-08-23,13.3,0.31,42.903225806451616
2004-08-24,13.26,0.31,42.774193548387096
2004-08-25,13.35,0.31,43.064516129032256
2004-08-26,13.41,0.31,43.25806451612903
2004-08-27,13.52,0.31,43.61290322580645
2004-08-30,13.52,0.31,43.61290322580645
2004-08-31,13.53,0.31,43.64516129032258
2004-09-01,13.8,0.31,44.516129032258064
2004-09-02,14.14,0.31,45.612903225806456
2004-09-03,14.07,0.31,45.38709677419355
2004-09-07,14.15,0.31,45.645161290322584
2004-09-08,13.57,0.31,43.774193548387096
2004-09-09,13.77,0.31,44.41935483870968
2004-09-10,13.63,0.31,43.96774193548387
2004-09-13,13.51,0.31,43.58064516129032
2004-09-14,13.75,0.31,44.354838709677416
2004-09-15,13.69,0.31,44.16129032258064
2004-09-16,13.78,0.31,44.45161290322581
2004-09-17,13.76,0.31,44.387096774193544
2004-09-20,13.63,0.31,43.96774193548387
2004-09-21,13.73,0.31,44.29032258064516
2004-09-22,13.55,0.31,43.70967741935484
2004-09-23,13.69,0.31,44.16129032258064
2004-09-24,13.73,0.31,44.29032258064516
2004-09-27,13.6,0.31,43.87096774193548
2004-09-28,13.6,0.31,43.87096774193548
2004-09-29,13.55,0.31,43.70967741935484
2004-09-30,13.43,0.31,43.32258064516129
2004-10-01,13.76,0.31,44.387096774193544
2004-10-04,13.51,0.31,43.58064516129032
2004-10-05,13.38,0.31,43.16129032258065
2004-10-06,13.53,0.31,43.64516129032258
2004-10-07,13.29,0.31,42.87096774193548
2004-10-08,13.23,0.31,42.67741935483871
2004-10-11,13.27,0.31,42.806451612903224
2004-10-12,13.32,0.31,42.96774193548387
2004-10-13,13.23,0.31,42.67741935483871
2004-10-14,13.2,0.31,42.58064516129032
2004-10-15,13.15,0.31,42.41935483870968
2004-10-18,13.25,0.31,42.74193548387097
2004-10-19,13.03,0.31,42.03225806451613
2004-10-20,12.73,0.31,41.064516129032256
2004-10-21,12.61,0.31,40.677419354838705
2004-10-22,12.94,0.31,41.74193548387097
2004-10-25,12.79,0.31,41.25806451612903
2004-10-26,13.12,0.31,42.32258064516129
2004-10-27,13.86,0.31,44.70967741935484
2004-10-28,13.75,0.31,44.354838709677416
2004-10-29,13.76,0.31,44.387096774193544
2004-11-01,13.65,0.31,44.03225806451613
2004-11-02,14.05,0.31,45.322580645161295
2004-11-03,14.09,0.31,45.45161290322581
2004-11-04,14.13,0.31,45.58064516129033
2004-11-05,14.38,0.31,46.38709677419355
2004-11-08,14.65,0.31,47.25806451612903
2004-11-09,14.73,0.31,47.516129032258064
2004-11-10,14.85,0.31,47.90322580645161
2004-11-11,14.76,0.31,47.61290322580645
2004-11-12,14.75,0.31,47.58064516129032
2004-11-15,14.77,0.31,47.64516129032258
2004-11-16,14.59,0.31,47.064516129032256
2004-11-17,14.5,0.31,46.774193548387096
2004-11-18,14.54,0.31,46.90322580645161
2004-11-19,14.33,0.31,46.225806451612904
2004-11-22,14.45,0.31,46.61290322580645
2004-11-23,14.54,0.31,46.90322580645161
2004-11-24,14.46,0.31,46.645161290322584
2004-11-26,14.48,0.31,46.70967741935484
2004-11-29,14.58,0.31,47.03225806451613
2004-11-30,14.74,0.31,47.54838709677419
2004-12-01,14.95,0.31,48.225806451612904
2004-12-02,14.9,0.31,48.064516129032256
2004-12-03,14.96,0.31,48.25806451612903
2004-12-06,15.4,0.31,49.67741935483871
2004-12-07,15.34,0.31,49.483870967741936
2004-12-08,15.71,0.31,50.67741935483871
2004-12-09,15.9,0.31,51.29032258064516
2004-12-10,15.92,0.21,75.80952380952381
2004-12-13,15.79,0.21,75.19047619047619
2004-12-14,15.83,0.21,75.38095238095238
2004-12-15,15.76,0.21,75.04761904761905
2004-12-16,15.74,0.21,74.95238095238096
2004-12-17,15.42,0.21,73.42857142857143
2004-12-20,15.5,0.21,73.80952380952381
2004-12-21,15.5,0.21,73.80952380952381
2004-12-22,14.27,0.21,67.95238095238095
2004-12-23,14.21,0.21,67.66666666666667
2004-12-27,14.15,0.21,67.38095238095238
2004-12-28,14.38,0.21,68.47619047619048
2004-12-29,14.5,0.21,69.04761904761905
2004-12-30,14.64,0.21,69.71428571428572
2004-12-31,14.67,0.21,69.85714285714286
2005-01-03,14.54,0.21,69.23809523809524
2005-01-04,14.42,0.21,68.66666666666667
2005-01-05,14.4,0.21,68.57142857142857
2005-01-06,14.52,0.21,69.14285714285714
2005-01-07,14.48,0.21,68.95238095238096
2005-01-10,14.48,0.21,68.95238095238096
2005-01-11,14.51,0.21,69.0952380952381
2005-01-12,14.52,0.21,69.14285714285714
2005-01-13,14.28,0.21,68.0
2005-01-14,14.32,0.21,68.19047619047619
2005-01-18,14.49,0.21,69.0
2005-01-19,14.38,0.21,68.47619047619048
2005-01-20,14.5,0.21,69.04761904761905
2005-01-21,14.25,0.21,67.85714285714286
2005-01-24,14.39,0.21,68.52380952380953
2005-01-25,14.13,0.21,67.28571428571429
2005-01-26,14.47,0.21,68.90476190476191
2005-01-27,14.37,0.21,68.42857142857143
2005-01-28,14.59,0.21,69.47619047619048
2005-01-31,14.57,0.21,69.38095238095238
2005-02-01,14.74,0.21,70.19047619047619
2005-02-02,14.71,0.21,70.04761904761905
2005-02-03,15.0,0.21,71.42857142857143
2005-02-04,14.9,0.21,70.95238095238096
2005-02-07,14.86,0.17,87.41176470588235
2005-02-08,15.03,0.17,88.41176470588235
2005-02-09,14.78,0.17,86.94117647058823
2005-02-10,14.88,0.17,87.52941176470588
2005-02-11,15.09,0.17,88.76470588235293
2005-02-14,15.05,0.17,88.52941176470588
2005-02-15,15.43,0.17,90.76470588235293
2005-02-16,15.31,0.17,90.05882352941177
2005-02-17,14.92,0.17,87.76470588235293
2005-02-18,15.0,0.17,88.23529411764706
2005-02-22,14.7,0.17,86.4705882352941
2005-02-23,14.8,0.17,87.05882352941177
2005-02-24,15.0,0.17,88.23529411764706
2005-02-25,15.0,0.17,88.23529411764706
2005-02-28,14.98,0.17,88.11764705882352
2005-03-01,15.38,0.17,90.47058823529412
2005-03-02,15.44,0.17,90.8235294117647
2005-03-03,15.53,0.17,91.35294117647058
2005-03-04,15.66,0.17,92.11764705882352
2005-03-07,15.66,0.17,92.11764705882352
2005-03-08,15.7,0.17,92.35294117647058
2005-03-09,15.13,0.17,89.0
2005-03-10,15.1,0.17,88.8235294117647
2005-03-11,15.08,0.17,88.70588235294117
2005-03-14,15.27,0.17,89.8235294117647
2005-03-15,15.03,0.17,88.41176470588235
2005-03-16,14.91,0.17,87.70588235294117
2005-03-17,15.2,0.17,89.41176470588235
2005-03-18,15.22,0.17,89.52941176470588
2005-03-21,15.2,0.17,89.41176470588235
2005-03-22,15.1,0.17,88.8235294117647
2005-03-23,15.38,0.17,90.47058823529412
2005-03-24,15.28,0.17,89.88235294117646
2005-03-28,13.51,0.17,79.47058823529412
2005-03-29,13.53,0.17,79.58823529411764
2005-03-30,13.95,0.17,82.05882352941175
2005-03-31,14.32,0.17,84.23529411764706
2005-04-01,14.09,0.17,82.88235294117646
2005-04-04,14.43,0.17,84.88235294117646
2005-04-05,14.74,0.17,86.70588235294117
2005-04-06,14.65,0.17,86.17647058823529
2005-04-07,14.8,0.17,87.05882352941177
2005-04-08,14.46,0.17,85.05882352941177
2005-04-11,14.62,0.17,85.99999999999999
2005-04-12,14.75,0.17,86.76470588235294
2005-04-13,14.7,0.17,86.4705882352941
2005-04-14,14.9,0.17,87.6470588235294
2005-04-15,15.13,0.17,89.0
2005-04-18,14.83,0.17,87.23529411764706
2005-04-19,14.95,0.17,87.94117647058822
2005-04-20,14.83,0.17,87.23529411764706
2005-04-21,14.96,0.17,88.0
2005-04-22,15.0,0.17,88.23529411764706
2005-04-25,14.98,0.17,88.11764705882352
2005-04-26,14.97,0.17,88.05882352941177
2005-04-27,15.1,0.17,88.8235294117647
2005-04-28,15.09,0.17,88.76470588235293
2005-04-29,15.32,0.17,90.11764705882352
2005-05-02,15.51,0.17,91.23529411764706
2005-05-03,15.38,0.17,90.47058823529412
2005-05-04,15.51,0.17,91.23529411764706
2005-05-05,15.58,0.17,91.6470588235294
2005-05-06,15.75,0.17,92.6470588235294
2005-05-09,16.0,0.24,66.66666666666667
2005-05-10,15.92,0.24,66.33333333333333
2005-05-11,15.9,0.24,66.25
2005-05-12,15.96,0.24,66.5
2005-05-13,15.98,0.24,66.58333333333334
2005-05-16,16.21,0.24,67.54166666666667
2005-05-17,16.46,0.24,68.58333333333334
2005-05-18,16.57,0.24,69.04166666666667
2005-05-19,16.51,0.24,68.79166666666667
2005-05-20,16.49,0.24,68.70833333333333
2005-05-23,16.5,0.24,68.75
2005-05-24,16.5,0.24,68.75
2005-05-25,16.48,0.24,68.66666666666667
2005-05-26,16.37,0.24,68.20833333333334
2005-05-27,16.25,0.24,67.70833333333334
2005-05-31,16.14,0.24,67.25
2005-06-01,16.3,0.24,67.91666666666667
2005-06-02,16.37,0.24,68.20833333333334
2005-06-03,16.28,0.24,67.83333333333334
2005-06-06,16.36,0.24,68.16666666666667
2005-06-07,16.27,0.24,67.79166666666667
2005-06-08,16.2,0.24,67.5
2005-06-09,16.08,0.24,67.0
2005-06-10,16.14,0.24,67.25
2005-06-13,16.39,0.24,68.29166666666667
2005-06-14,16.8,0.24,70.0
2005-06-15,16.8,0.24,70.0
2005-06-16,17.0,0.24,70.83333333333334
2005-06-17,17.04,0.24,71.0
2005-06-20,17.16,0.24,71.5
2005-06-21,16.97,0.24,70.70833333333333
2005-06-22,16.84,0.24,70.16666666666667
2005-06-23,16.74,0.24,69.75
2005-06-24,16.76,0.24,69.83333333333334
2005-06-27,16.7,0.24,69.58333333333333
2005-06-28,17.0,0.24,70.83333333333334
2005-06-29,17.15,0.24,71.45833333333333
2005-06-30,17.29,0.24,72.04166666666667
2005-07-01,17.34,0.24,72.25
2005-07-05,17.39,0.24,72.45833333333334
2005-07-06,17.34,0.24,72.25
2005-07-07,17.51,0.24,72.95833333333334
2005-07-08,17.72,0.24,73.83333333333333
2005-07-11,17.64,0.24,73.5
