date,SPG,dcf,Deviation
2002-09-24,33.12,1786.126972477064,-0.9814570853526342
2002-09-25,33.26,1786.6769724770643,-0.9813844357360871
2002-09-26,33.81,1786.386972477064,-0.9810735296881852
2002-09-27,33.52,1786.0269724770642,-0.9812320863477718
2002-09-30,33.16,1085.5901886792453,-0.9694544033781816
2002-10-01,32.76,1085.1301886792453,-0.9698100740890147
2002-10-02,32.3,1085.3201886792453,-0.9702391973014832
2002-10-03,32.49,1084.1101886792453,-0.9700307216560873
2002-10-04,31.28,1082.8401886792453,-0.9711130041837913
2002-10-07,30.01,1082.9501886792452,-0.9722886608140308
2002-10-08,30.12,1081.9601886792452,-0.9721616374473374
2002-10-09,29.13,1082.9001886792453,-0.9731000139213861
2002-10-10,30.07,1083.7701886792452,-0.9722542654207482
2002-10-11,30.94,1083.0901886792453,-0.9714335885197805
2002-10-14,30.26,1084.1101886792453,-0.972087708135217
2002-10-15,31.28,1083.9901886792454,-0.9711436502593145
2002-10-16,31.16,1084.4601886792452,-0.97126681059823
2002-10-17,31.63,1084.3601886792453,-0.9708307255004212
2002-10-18,31.53,1084.3201886792453,-0.9709218731430196
2002-10-21,31.49,1083.6301886792453,-0.9709402706486234
2002-10-22,30.8,1083.5001886792454,-0.9715736090110475
2002-10-23,30.67,1084.1001886792453,-0.9717092568378157
2002-10-24,31.27,1084.3101886792451,-0.971161388755289
2002-10-25,31.48,1083.9901886792454,-0.9709591467443485
2002-10-28,31.16,1083.8501886792453,-0.9712506393176248
2002-10-29,31.02,1084.3001886792454,-0.9713916862471595
2002-10-30,31.47,1084.5301886792454,-0.9709828271001616
2002-10-31,31.7,1084.6801886792452,-0.9707747958053892
2002-11-01,31.85,1085.0401886792454,-0.9706462485608306
2002-11-04,32.21,1084.8501886792453,-0.970309264508481
2002-11-05,32.02,1085.0201886792452,-0.9704890283756132
2002-11-06,32.19,1084.7301886792452,-0.9703244176884261
2002-11-07,31.9,1084.6801886792452,-0.9705904096590509
2002-11-08,31.85,1084.5701886792453,-0.9706335280718107
2002-11-11,31.74,1084.8501886792453,-0.9707425040515115
2002-11-12,32.02,1083.5501886792454,-0.9704489922713874
2002-11-13,30.72,1084.1701886792453,-0.971664965223381
2002-11-14,31.34,1084.0501886792454,-0.9710898994093777
2002-11-15,31.22,1084.0401886792454,-0.9712003297239032
2002-11-18,31.21,1084.0701886792453,-0.9712103512061114
2002-11-19,31.24,1084.1301886792453,-0.9711842725844038
2002-11-20,31.3,1084.0601886792451,-0.971127064413154
2002-11-21,31.23,1084.4301886792452,-0.971201465685831
2002-11-22,31.6,1084.4301886792452,-0.9708602726760249
2002-11-25,31.6,1084.2001886792452,-0.9708540910341524
2002-11-26,31.37,1084.1101886792453,-0.9710638269729597
2002-11-27,31.28,1084.1301886792453,-0.9711473766466118
2002-11-29,31.3,1084.3701886792453,-0.9711353186146484
2002-12-02,31.54,1084.1101886792453,-0.9709070163445058
2002-12-03,31.28,1083.9701886792452,-0.9711431178396955
2002-12-04,31.14,1084.2301886792452,-0.9712791616345481
2002-12-05,31.4,1083.9801886792452,-0.9710326809217255
2002-12-06,31.15,1084.2001886792452,-0.9712691435352484
2002-12-09,31.37,1084.3701886792453,-0.971070765014106
2002-12-10,31.54,1083.8101886792451,-0.9708989633706661
2002-12-11,30.98,1083.8601886792453,-0.9714169776475035
2002-12-12,31.03,1083.9701886792452,-0.9713737514886749
2002-12-13,31.14,1084.1601886792453,-0.9712773072418979
2002-12-16,31.33,1084.0001886792454,-0.9710977910085304
2002-12-17,31.17,1083.8401886792453,-0.9712411476105316
2002-12-18,31.01,1083.8801886792453,-0.9713898267318761
2002-12-19,31.05,1083.9101886792453,-0.9713537151654283
2002-12-20,31.08,1084.1501886792453,-0.9713323851948383
2002-12-23,31.32,1084.2501886792454,-0.9711136780726303
2002-12-24,31.42,1084.1401886792453,-0.9710185081891693
2002-12-26,31.31,1084.1101886792453,-0.9711191719006492
2002-12-27,31.28,1084.5201886792452,-0.971157752223964
2002-12-30,31.69,1084.4501886792452,-0.9707778187225037
2002-12-31,31.62,1084.9601886792452,-0.9708560734947409
2003-01-02,32.13,1085.0701886792453,-0.9703890123097854
2003-01-03,32.24,1085.4501886792452,-0.9702980382368085
2003-01-06,32.62,1084.9401886792452,-0.9699338264538712
2003-01-07,32.11,1084.3601886792453,-0.9703880681573988
2003-01-08,31.53,1084.5801886792453,-0.9709288438705524
2003-01-09,31.75,1084.1201886792453,-0.9707135792400654
2003-01-10,31.29,1083.7601886792452,-0.9711282991137251
2003-01-13,30.93,1083.6801886792452,-0.9714583690620971
2003-01-14,30.85,1083.5601886792451,-0.9715290388828302
2003-01-15,30.73,1083.1501886792453,-0.9716290498573692
2003-01-16,30.32,1082.8101886792451,-0.9719987858287678
2003-01-17,29.98,1082.7001886792452,-0.9723099706516429
2003-01-21,29.87,1083.1301886792453,-0.9724225210300683
2003-01-22,30.3,1083.2501886792454,-0.9720286224579907
2003-01-23,30.42,1082.7301886792452,-0.9719043577817781
2003-01-24,29.9,1082.3401886792453,-0.9723746745129308
2003-01-27,29.51,1082.6601886792453,-0.9727430635128463
2003-01-28,29.83,1082.9101886792453,-0.9724538559966993
2003-01-29,30.08,1082.5401886792454,-0.9722135027275993
2003-01-30,29.71,1083.1801886792452,-0.9725715072058082
2003-01-31,30.35,1083.2201886792452,-0.9719816891180681
2003-02-03,30.39,1083.6401886792453,-0.9719556359043496
2003-02-04,30.81,1083.8501886792453,-0.9715735621750969
2003-02-05,31.02,1084.1201886792453,-0.9713869363158056
2003-02-06,31.29,1084.5601886792451,-0.971149595636454
2003-02-07,31.73,1084.5801886792453,-0.9707444407235214
2003-02-10,31.75,1084.4801886792452,-0.9707233010511078
2003-02-11,31.65,1084.5401886792454,-0.9708171256995618
2003-02-12,31.71,1083.8101886792451,-0.9707421093368365
2003-02-13,30.98,1083.9201886792453,-0.9714185598501038
2003-02-14,31.09,1084.5501886792454,-0.9713337378716783
2003-02-18,31.72,1084.8501886792453,-0.9707609397767468
2003-02-19,32.02,1084.8401886792453,-0.9704841318249988
2003-02-20,32.01,1085.0701886792453,-0.9704996042339318
2003-02-21,32.24,1085.0001886792454,-0.9702857194529659
2003-02-24,32.17,1085.1201886792453,-0.9703535144441873
2003-02-25,32.29,1084.8301886792453,-0.9702349728676778
2003-02-26,32.0,1085.1301886792453,-0.9705104508806004
2003-02-27,32.3,1084.9801886792452,-0.9702298711653721
2003-02-28,32.15,1085.1301886792453,-0.9703722186191032
2003-03-03,32.3,1084.8501886792453,-0.9702263037449219
2003-03-04,32.02,1085.0901886792453,-0.9704909321510184
2003-03-05,32.26,1084.8401886792453,-0.9702629010829001
2003-03-06,32.01,1084.8301886792453,-0.9704930777793238
2003-03-07,32.0,1084.4901886792454,-0.9704930479463614
2003-03-10,31.66,1084.5601886792451,-0.9708084435234942
2003-03-11,31.73,1084.5401886792454,-0.9707433617202873
2003-03-12,31.71,1085.0401886792454,-0.9707752760396842
2003-03-13,32.21,1085.1801886792452,-0.9703182933709817
2003-03-14,32.35,1086.1601886792453,-0.9702161795864226
2003-03-17,33.33,1086.4401886792452,-0.9693218270574855
2003-03-18,33.61,1086.8001886792454,-0.9690743520749244
2003-03-19,33.97,1086.9901886792454,-0.9687485679688834
2003-03-20,34.16,1086.9101886792453,-0.9685714603140215
2003-03-21,34.08,1086.0101886792452,-0.9686190789411963
2003-03-24,33.18,1086.6401886792453,-0.9694655136579031
2003-03-25,33.81,1086.7601886792452,-0.9688891805642147
2003-03-26,33.93,1086.6201886792453,-0.9687747380791435
2003-03-27,33.79,1086.5401886792454,-0.9689012883719711
2003-03-28,33.71,1086.0901886792453,-0.9689620619434989
2003-03-31,33.26,1700.3563539205538,-0.9804393944108766
2003-04-01,34.02,1700.836353920553,-0.9799980756987106
2003-04-02,34.5,1700.626353920555,-0.979713356834401
2003-04-03,34.29,1700.5363539205546,-0.9798357736246303
2003-04-04,34.2,1700.7263539205517,-0.9798909448770747
2003-04-07,34.39,1700.5563539205555,-0.9797772064885027
2003-04-08,34.22,1700.6563539205524,-0.9798783570113315
2003-04-09,34.32,1700.3863539205513,-0.9798163517833056
2003-04-10,34.05,1700.4263539205533,-0.9799756102806256
2003-04-11,34.09,1700.7963539205512,-0.9799564480947891
2003-04-14,34.46,1700.7563539205491,-0.9797384264238886
2003-04-15,34.42,1700.7863539205546,-0.9797623023487594
2003-04-16,34.45,1701.02635392055,-0.9797475213005377
2003-04-17,34.69,1701.0463539205512,-0.979606669788835
2003-04-21,34.71,1701.586353920553,-0.9796013878931116
2003-04-22,35.25,1701.5563539205555,-0.9792836717286615
2003-04-23,35.22,1700.986353920556,-0.9792943665192714
2003-04-24,34.65,1700.7063539205508,-0.9796261124560844
2003-04-25,34.37,1700.5463539205512,-0.9797888484952139
2003-04-28,34.21,1700.8663539205504,-0.9798867207166837
2003-04-29,34.53,1700.4163539205567,-0.979693208713039
2003-04-30,34.08,1700.6963539205542,-0.9799611494894802
2003-05-01,34.36,1700.7263539205517,-0.9797968674262073
2003-05-02,34.39,1701.1463539205558,-0.9797842202578615
2003-05-05,34.81,1701.6063539205538,-0.9795428596515307
2003-05-06,35.27,1701.6463539205558,-0.9792730140908898
2003-05-07,35.31,1702.0563539205555,-0.9792545059282755
2003-05-08,35.72,1702.5763539205564,-0.9790200304862998
2003-05-09,36.24,1702.5763539205564,-0.9787146109972986
2003-05-12,36.24,1702.5163539205537,-0.9787138608586363
2003-05-13,36.18,1701.6563539205524,-0.9787383628212344
2003-05-14,35.32,1701.6163539205504,-0.9792432648413244
2003-05-15,35.28,1701.6663539205567,-0.9792673811063394
2003-05-16,35.33,1701.5963539205495,-0.9792371440391264
2003-05-19,35.26,1702.1063539205538,-0.9792844907024854
2003-05-20,35.77,1702.086353920553,-0.9789846150181464
2003-05-21,35.75,1702.43635392055,-0.9790006833925561
2003-05-22,36.1,1702.5963539205495,-0.9787970883898154
2003-05-23,36.26,1702.43635392055,-0.9787011127220723
2003-05-27,36.1,1701.6763539205533,-0.9787856251767101
2003-05-28,35.34,1700.6763539205533,-0.9792200321251419
2003-05-29,34.34,1701.2563539205491,-0.9798149174162593
2003-05-30,34.92,1701.5363539205546,-0.979477370601257
2003-06-02,35.2,1701.9763539205517,-0.979318161548534
2003-06-03,35.64,1702.2063539205508,-0.9790624680034161
2003-06-04,35.87,1702.0463539205512,-0.9789253683265583
2003-06-05,35.71,1702.486353920556,-0.9790247951663369
2003-06-06,36.15,1702.1763539205533,-0.9787624825613767
2003-06-09,35.84,1702.9563539205508,-0.9789542462920503
2003-06-10,36.62,1703.3863539205513,-0.9785016476645392
2003-06-11,37.05,1702.9763539205517,-0.9782439727276868
2003-06-12,36.64,1702.4063539205524,-0.9784775239380304
2003-06-13,36.07,1702.7663539205537,-0.9788168236253023
2003-06-16,36.43,1702.4463539205542,-0.978601381525999
2003-06-17,36.11,1702.626353920555,-0.9787915887024471
2003-06-18,36.29,1702.3963539205558,-0.9786829900590274
2003-06-19,36.06,1702.4263539205533,-0.9788184669974377
2003-06-20,36.09,1702.066353920552,-0.9787963613070254
2003-06-23,35.73,1702.1763539205533,-0.9790092255025723
2003-06-24,35.84,1702.3863539205513,-0.9789471996662441
2003-06-25,36.05,1702.966353920555,-0.9788310556359461
2003-06-26,36.63,1702.9063539205524,-0.978489715587902
2003-06-27,36.57,1702.566353920552,-0.9785206609329562
2003-06-30,36.23,1847.5907076745516,-0.9803906786013227
2003-07-01,36.62,1848.1907076745497,-0.9801860274224209
2003-07-02,37.22,1848.470707674548,-0.9798644361279469
2003-07-03,37.5,1848.8107076745432,-0.9797166903867796
2003-07-07,37.84,1848.7907076745475,-0.9795325669677364
2003-07-08,37.82,1848.4507076745524,-0.9795396221046221
2003-07-09,37.48,1847.8507076745445,-0.9797169761364719
2003-07-10,36.88,1848.37070767455,-0.9800472925442543
2003-07-11,37.4,1848.660707674551,-0.9797691378170493
2003-07-14,37.69,1849.0707076745462,-0.9796167881284539
2003-07-15,38.1,1848.5607076745432,-0.9793893704210942
2003-07-16,37.59,1848.2907076745475,-0.97966229022095
2003-07-17,37.32,1848.7807076745448,-0.9798137227173134
2003-07-18,37.81,1848.62070767455,-0.9795469130887522
2003-07-21,37.65,1848.7507076745464,-0.9796348962335987
2003-07-22,37.78,1848.5007076745464,-0.979561814694933
2003-07-23,37.53,1849.0707076745462,-0.9797033180806812
2003-07-24,38.1,1849.7107076745453,-0.9794021844378576
2003-07-25,38.74,1849.0307076745448,-0.979048482083501
2003-07-28,38.06,1849.5507076745505,-0.9794220294463551
2003-07-29,38.58,1850.1407076745456,-0.9791475319471828
2003-07-30,39.17,1850.2807076745448,-0.9788302391969328
2003-07-31,39.31,1850.3007076745505,-0.978754804645022
2003-08-01,39.33,1850.37070767455,-0.9787447997112817
2003-08-04,39.4,1850.2107076745453,-0.9787051281042902
2003-08-05,39.24,1850.3007076745505,-0.9787926363335198
2003-08-06,39.33,1850.5607076745432,-0.9787469820163733
2003-08-07,39.59,1850.5407076745475,-0.978606252845013
2003-08-08,39.57,1850.410707674551,-0.9786155582455917
2003-08-11,39.44,1850.420707674544,-0.9786859281046606
2003-08-12,39.45,1849.7807076745448,-0.9786731476675445
2003-08-13,38.81,1850.3207076745462,-0.9790252577085538
2003-08-14,39.35,1849.910707674551,-0.9787287030467188
2003-08-15,38.94,1850.3607076745473,-0.9789554545562427
2003-08-18,39.39,1850.3007076745505,-0.9787115684295958
2003-08-19,39.33,1850.910707674551,-0.9787510008792302
2003-08-20,39.94,1850.7407076745437,-0.9784194512854345
2003-08-21,39.77,1850.0807076745489,-0.9785036404979387
2003-08-22,39.11,1849.7407076745437,-0.9788564960279388
2003-08-25,38.77,1850.0207076745519,-0.9790434778166709
2003-08-26,39.05,1850.4007076745484,-0.9788964628915025
2003-08-27,39.43,1850.3607076745473,-0.9786906413238995
2003-08-28,39.39,1850.6107076745473,-0.9787151345030869
2003-08-29,39.64,1850.9507076745524,-0.9785839785815789
2003-09-02,39.98,1851.3307076745489,-0.978404722703369
2003-09-03,40.36,1851.4407076745497,-0.9782007601795182
2003-09-04,40.47,1851.5307076745448,-0.9781424095035244
2003-09-05,40.56,1851.6407076745456,-0.9780951024505511
2003-09-08,40.67,1851.5907076745516,-0.978035102557261
2003-09-09,40.62,1850.9007076745484,-0.9780539281056116
2003-09-10,39.93,1851.2107076745453,-0.9784303321958637
2003-09-11,40.24,1851.3307076745489,-0.9782642831811798
2003-09-12,40.36,1851.4007076745484,-0.9782002892011994
2003-09-15,40.43,1851.1107076745473,-0.9781590588653717
2003-09-16,40.14,1850.5607076745432,-0.9783092768405092
2003-09-17,39.59,1850.4507076745524,-0.9786052123216228
2003-09-18,39.48,1850.8607076745473,-0.9786693834731608
2003-09-19,39.89,1850.6507076745484,-0.978445419314094
2003-09-22,39.68,1851.0207076745519,-0.9785631787718625
2003-09-23,40.05,1850.5607076745432,-0.9783579107489385
2003-09-24,39.59,1850.6407076745456,-0.978607408863416
2003-09-25,39.67,1850.8607076745473,-0.9785667285304025
2003-09-26,39.89,1851.2807076745448,-0.9784527544447286
2003-09-29,40.31,1851.420707674544,-0.9782275309804486
2003-09-30,40.45,1771.91051513771,-0.9771715334073423
2003-10-01,40.88,1772.5205151377118,-0.976936797260807
2003-10-02,41.49,1773.0705151377117,-0.9765999154315769
2003-10-03,42.04,1773.5905151377156,-0.9762966707133435
2003-10-06,42.56,1772.9905151377154,-0.9759953594581445
2003-10-07,41.96,1773.06051513771,-0.976334705080982
2003-10-08,42.03,1773.4205151377118,-0.9763000373339336
2003-10-09,42.39,1773.0905151377156,-0.97609259107863
2003-10-10,42.06,1773.2005151377173,-0.9762801783323792
2003-10-13,42.17,1772.9405151377155,-0.976214656024867
2003-10-14,41.91,1772.76051513771,-0.9763589048593265
2003-10-15,41.73,1773.0705151377117,-0.9764645570248182
2003-10-16,42.04,1772.8305151377137,-0.9762865092624298
2003-10-17,41.8,1772.6905151377155,-0.9764200238885169
2003-10-20,41.66,1772.31051513771,-0.9764939610501815
2003-10-21,41.28,1772.1405151377155,-0.9767061360838014
2003-10-22,41.11,1771.96051513771,-0.97679970876958
2003-10-23,40.93,1772.0305151377136,-0.9769022036300435
2003-10-24,41.0,1772.71051513771,-0.9768715762388226
2003-10-27,41.68,1772.4505151377173,-0.9764845339014943
2003-10-28,41.42,1773.0305151377136,-0.9766388679459457
2003-10-29,42.0,1773.3305151377137,-0.9763157518344863
2003-10-30,42.3,1772.870515137712,-0.9761403894763774
2003-10-31,41.84,1773.3505151377174,-0.976406243637203
2003-11-03,42.32,1773.5905151377156,-0.9761387988722335
2003-11-04,42.56,1774.0005151377172,-0.9760090261322748
2003-11-05,42.97,1774.86051513771,-0.9757896467730784
2003-11-06,43.83,1775.01051513771,-0.9753071885342608
2003-11-07,43.98,1774.8405151377156,-0.97522030874048
2003-11-10,43.81,1774.5005151377172,-0.9753113624784719
2003-11-11,43.47,1774.51051513771,-0.975503103740906
2003-11-12,43.48,1774.8305151377137,-0.9755018861636903
2003-11-13,43.8,1775.1405151377155,-0.9753258969492891
2003-11-14,44.11,1774.9805151377136,-0.9751490229758507
2003-11-17,43.95,1774.7305151377136,-0.9752356768393146
2003-11-18,43.7,1774.51051513771,-0.9753734905331859
2003-11-19,43.48,1774.3505151377174,-0.9754952588966757
2003-11-20,43.32,1773.6705151377118,-0.9755760725398107
2003-11-21,42.64,1773.9005151377173,-0.9759625753326479
2003-11-24,42.87,1774.4705151377118,-0.975840680566804
2003-11-25,43.44,1775.0505151377174,-0.9755274570331709
2003-11-26,44.02,1775.0705151377117,-0.9752009851864477
2003-11-28,44.04,1775.4405151377155,-0.975194888465985
2003-12-01,44.41,1775.06051513771,-0.9749811346592008
2003-12-02,44.03,1775.5205151377118,-0.9752016382662946
2003-12-03,44.49,1775.31051513771,-0.9749395952873354
2003-12-04,44.28,1775.2805151377136,-0.9750574629629363
2003-12-05,44.25,1774.6505151377173,-0.9750655131122726
2003-12-08,43.62,1774.6505151377173,-0.9754205125866064
2003-12-09,43.62,1774.56051513771,-0.9754192659940848
2003-12-10,43.53,1774.6305151377137,-0.9754709503591388
2003-12-11,43.6,1774.6505151377173,-0.9754317824111884
2003-12-12,43.62,1774.2205151377118,-0.9754145555032012
2003-12-15,43.19,1774.6505151377173,-0.9756628138151199
2003-12-16,43.62,1774.5205151377118,-0.9754187119123755
2003-12-17,43.49,1774.3305151377137,-0.97548934675419
2003-12-18,43.3,1774.36051513771,-0.975596841999925
2003-12-19,43.33,1774.1905151377155,-0.9755775946098795
2003-12-22,43.16,1774.0005151377172,-0.9756708075157186
2003-12-23,42.97,1774.0305151377136,-0.9757783196887883
2003-12-24,43.0,1773.9805151377136,-0.9757607258743415
2003-12-26,42.95,1774.0005151377172,-0.9757891840315133
2003-12-29,42.97,1774.06051513771,-0.9757787292860951
2003-12-30,43.03,1774.0405151377154,-0.9757446351237026
2003-12-31,43.01,1773.91051513771,-0.9757541321092732
2004-01-02,42.88,1774.56051513771,-0.9758362706516817
2004-01-05,43.53,1775.2905151377154,-0.9754800695273116
2004-01-06,44.26,1774.9805151377136,-0.9750645150059205
2004-01-07,43.95,1775.4505151377173,-0.975245719536942
2004-01-08,44.42,1775.7705151377118,-0.9749855065047326
2004-01-09,44.74,1775.5805151377137,-0.9748026070242554
2004-01-12,44.55,1776.4205151377118,-0.9749214785461164
2004-01-13,45.39,1777.0705151377117,-0.9744579634778969
2004-01-14,46.04,1776.61051513771,-0.9740854849120201
2004-01-15,45.58,1776.5005151377172,-0.9743428163337928
2004-01-16,45.47,1776.2705151377118,-0.9744014216232854
2004-01-20,45.24,1776.370515137712,-0.9745323401765128
2004-01-21,45.34,1776.5405151377154,-0.9744784880425397
2004-01-22,45.51,1777.16051513771,-0.9743917335477862
2004-01-23,46.13,1777.9205151377118,-0.9740539582015977
2004-01-26,46.89,1778.370515137712,-0.9736331660917303
2004-01-27,47.34,1778.4405151377155,-0.9733811732261767
2004-01-28,47.41,1779.1905151377155,-0.9733530503919473
2004-01-29,48.16,1779.3405151377156,-0.9729337922728789
2004-01-30,48.31,1780.36051513771,-0.9728650463828876
2004-02-02,49.33,1779.96051513771,-0.9722859020857643
2004-02-03,48.93,1779.2905151377154,-0.9725002749221012
2004-02-04,48.26,1779.6305151377137,-0.9728820114122029
2004-02-05,48.6,1780.9805151377136,-0.9727116610277783
2004-02-06,49.95,1780.870515137712,-0.971951919257792
2004-02-09,49.84,1781.8905151377155,-0.9720297068890632
2004-02-10,50.86,1782.5405151377154,-0.9714676891952323
2004-02-11,51.51,1781.0005151377172,-0.9710780544069539
2004-02-12,49.97,1780.61051513771,-0.9719365916492213
2004-02-13,49.58,1780.9505151377173,-0.9721609334012483
2004-02-17,49.92,1780.5005151377172,-0.9719629398724781
2004-02-18,49.47,1780.7505151377172,-0.9722195784420851
2004-02-19,49.72,1780.6405151377155,-0.9720774633749392
2004-02-20,49.61,1780.620515137712,-0.9721389259652761
2004-02-23,49.59,1780.370515137712,-0.9721462473241621
2004-02-24,49.34,1780.9205151377118,-0.9722952262155368
2004-02-25,49.89,1781.1805151377137,-0.9719904863229751
2004-02-26,50.15,1781.6005151377174,-0.9718511531772186
2004-02-27,50.57,1781.8505151377174,-0.9716193925526398
2004-03-01,50.82,1782.3805151377137,-0.9714875698155433
2004-03-02,51.35,1782.4505151377173,-0.9711913460912924
2004-03-03,51.42,1782.5905151377156,-0.9711543399544973
2004-03-04,51.56,1783.2805151377136,-0.9710869941311402
2004-03-05,52.25,1783.1905151377155,-0.9706985879767509
2004-03-08,52.16,1783.4005151377173,-0.9707525036820054
2004-03-09,52.37,1782.36051513771,-0.9706176166071802
2004-03-10,51.33,1781.86051513771,-0.971193031349015
2004-03-11,50.83,1782.4005151377173,-0.9714822793371597
2004-03-12,51.37,1782.3805151377137,-0.9711789937312959
2004-03-15,51.35,1782.7705151377118,-0.9711965171265841
2004-03-16,51.74,1783.4505151377173,-0.9709888221956051
2004-03-17,52.42,1783.9305151377137,-0.970615447431845
2004-03-18,52.9,1783.870515137712,-0.9703453812644489
2004-03-19,52.84,1784.0705151377117,-0.9703823365995591
2004-03-22,53.04,1784.5405151377154,-0.9702780634286093
2004-03-23,53.51,1784.0305151377136,-0.9700061184234455
2004-03-24,53.0,1784.6405151377155,-0.9703021423359818
2004-03-25,53.61,1784.0305151377136,-0.9699500655705647
2004-03-26,53.0,1784.3205151377117,-0.9702968163228738
2004-03-29,53.29,1785.0905151377156,-0.9701471720632111
2004-03-30,54.06,1785.2705151377118,-0.9697188747914599
2004-03-31,54.24,2146.5773441771494,-0.9747318678513344
2004-04-01,54.6,2145.6273441771427,-0.9745528970125334
2004-04-02,53.65,2143.787344177143,-0.9749741968830437
2004-04-05,51.81,2141.497344177145,-0.9758066475585999
2004-04-06,49.52,2142.0973441771484,-0.9768824698211732
2004-04-07,50.12,2141.0773441771494,-0.976591223975955
2004-04-08,49.1,2138.0473441771464,-0.9770351203242897
2004-04-12,46.07,2137.4873441771497,-0.978446656011554
2004-04-13,45.51,2137.497344177145,-0.9787087454756489
2004-04-14,45.52,2138.617344177147,-0.9787152198480302
2004-04-15,46.64,2139.247344177145,-0.9781979395103843
2004-04-16,47.27,2139.267344177144,-0.9779036499908887
2004-04-19,47.29,2137.4573441771468,-0.9778755818782409
2004-04-20,45.48,2137.527344177148,-0.9787230792046275
2004-04-21,45.55,2137.907344177145,-0.9786941187493177
2004-04-22,45.93,2137.867344177147,-0.9785159728805913
2004-04-23,45.89,2138.157344177145,-0.9785375944735908
2004-04-26,46.18,2138.7373441771497,-0.9784078207986932
2004-04-27,46.76,2138.3373441771446,-0.9781325429650607
2004-04-28,46.36,2137.0473441771464,-0.9783065171081409
2004-04-29,45.07,2136.727344177146,-0.9789069952594459
2004-04-30,44.75,2137.4573441771468,-0.9790639096860072
2004-05-03,45.48,2137.0073441771488,-0.9787179018715483
2004-05-04,45.03,2135.8773441771427,-0.9789173286926979
2004-05-05,43.9,2136.3573441771437,-0.9794510033072632
2004-05-06,44.38,2134.4673441771424,-0.9792079273917826
2004-05-07,42.49,2134.537344177143,-0.9800940470233939
2004-05-10,42.56,2134.687344177148,-0.9800626540855774
2004-05-11,42.71,2134.3773441771427,-0.9799894802498169
2004-05-12,42.4,2133.8473441771484,-0.9801297875803059
2004-05-13,41.87,2134.9873441771497,-0.9803886425302736
2004-05-14,43.01,2135.7173441771424,-0.9798615673009056
2004-05-17,43.74,2136.3573441771437,-0.9795258971448677
2004-05-18,44.38,2134.8773441771427,-0.9792119204782205
2004-05-19,42.9,2136.057344177142,-0.9799162695154487
2004-05-20,44.08,2135.977344177146,-0.979363076991352
2004-05-21,44.0,2136.7373441771497,-0.9794078574421395
2004-05-24,44.76,2138.167344177149,-0.9790661848232345
2004-05-25,46.19,2138.5873441771446,-0.9784016303445524
2004-05-26,46.61,2139.287344177143,-0.9782123705228911
2004-05-27,47.31,2139.8373441771446,-0.9778908429050748
2004-05-28,47.86,2138.5673441771455,-0.9776205317404137
2004-06-01,46.59,2139.777344177148,-0.9782267065651561
2004-06-02,47.8,2139.367344177147,-0.9776569460452408
2004-06-03,47.39,2139.687344177148,-0.9778519043312729
2004-06-04,47.71,2140.0973441771484,-0.977706621556346
2004-06-07,48.12,2139.5473441771464,-0.9775092614187948
2004-06-08,47.57,2139.2173441771424,-0.9777628953273573
2004-06-09,47.24,2139.027344177148,-0.9779151958348749
2004-06-10,47.05,2138.267344177144,-0.9779962032679754
2004-06-14,46.29,2139.4473441771433,-0.9783635712624638
2004-06-15,47.47,2139.5473441771464,-0.9778130639973024
2004-06-16,47.57,2140.0873441771446,-0.9777719352766462
2004-06-17,48.11,2140.517344177144,-0.9775241251228943
2004-06-18,48.54,2140.2173441771424,-0.9773200604452337
2004-06-21,48.24,2140.0873441771446,-0.9774588639425145
2004-06-22,48.11,2140.1973441771433,-0.9775207645543093
2004-06-23,48.22,2139.867344177147,-0.9774658928595678
2004-06-24,47.89,2140.3373441771446,-0.9776250224618628
2004-06-25,48.36,2140.6273441771427,-0.9774084918930205
2004-06-28,48.65,2139.2373441771497,-0.9772582504075942
2004-06-29,47.26,2139.7073441771468,-0.9779128673233701
2004-06-30,47.73,2294.3901000805145,-0.97919708597142
2004-07-01,47.47,2295.380100080517,-0.9793193292917652
2004-07-02,48.46,2295.230100080515,-0.9788866484461405
2004-07-06,48.31,2295.570100080516,-0.9789551188184994
2004-07-07,48.65,2294.720100080518,-0.9787991572487237
2004-07-08,47.8,2294.700100080515,-0.9791693912427498
2004-07-09,47.78,2295.3001000805134,-0.9791835498990638
2004-07-12,48.38,2294.8101000805104,-0.9789176455174645
2004-07-13,47.89,2295.3101000805104,-0.9791357167825296
2004-07-14,48.39,2295.6901000805174,-0.9789213709645292
2004-07-15,48.77,2295.840100080511,-0.9787572313950393
2004-07-16,48.92,2296.4201000805147,-0.9786972775589776
2004-07-19,49.5,2296.070100080516,-0.9784414247638763
2004-07-20,49.15,2295.2601000805157,-0.9785863048818407
2004-07-21,48.34,2293.7801000805184,-0.9789256171512243
2004-07-22,46.86,2293.2801000805184,-0.9795663861565124
2004-07-23,46.36,2292.570100080516,-0.979778153785408
2004-07-26,45.65,2292.720100080518,-0.9800891526190236
2004-07-27,45.8,2293.3101000805104,-0.9800288674443146
2004-07-28,46.39,2294.0201000805127,-0.9797778580935834
2004-07-29,47.1,2294.820100080516,-0.9794755153145349
2004-07-30,47.9,2296.110100080514,-0.9791386310271792
2004-08-02,49.19,2296.950100080515,-0.9785846457882234
2004-08-03,50.03,2297.200100080515,-0.978221313851481
2004-08-04,50.28,2296.160100080517,-0.9781025722038124
2004-08-05,49.24,2296.110100080514,-0.9785550353189625
2004-08-06,49.19,2296.360100080514,-0.9785791435767085
