date,AKAM,dcf,Deviation
2005-09-15,13.73,14.253375480293661,-0.0367194059412288
2005-09-16,13.91,14.18337548029366,-0.01927435966660318
2005-09-19,13.84,14.26337548029366,-0.029682698943079622
2005-09-20,13.92,13.883375480293658,0.002638012618640717
2005-09-21,13.54,14.29337548029366,-0.05270801717427376
2005-09-22,13.95,14.28337548029366,-0.02334010477800641
2005-09-23,13.94,14.56337548029366,-0.04280432658878963
2005-09-26,14.22,14.64337548029366,-0.02891242397379057
2005-09-27,14.3,14.97337548029366,-0.044971521697287464
2005-09-28,14.63,15.503375480293661,-0.05633453704348501
2005-09-29,15.16,16.293375480293662,-0.06956050829764804
2005-09-30,15.95,16.893742253964923,-0.0558634220753208
2005-10-03,16.67,16.71374225396492,-0.0026171430251977768
2005-10-04,16.49,16.24374225396492,0.01516016089057115
2005-10-05,16.02,16.223742253964918,-0.012558277293583497
2005-10-06,16.0,16.27374225396492,-0.016821100499992525
2005-10-07,16.05,16.29374225396492,-0.014959255532939641
2005-10-10,16.07,16.14374225396492,-0.004567853772987962
2005-10-11,15.92,15.74374225396492,0.011195416133714442
2005-10-12,15.52,16.11374225396492,-0.03684694992678217
2005-10-13,15.89,16.32374225396492,-0.026571251078138403
2005-10-14,16.1,17.17374225396492,-0.0625223226298871
2005-10-17,16.95,16.82374225396492,0.007504736112164512
2005-10-18,16.6,17.32374225396492,-0.04177747760009953
2005-10-19,17.1,17.58374225396492,-0.027510768013893183
2005-10-20,17.36,17.473742253964918,-0.006509324237005343
2005-10-21,17.25,17.52374225396492,-0.015621221197942625
2005-10-24,17.3,17.19374225396492,0.006180024363839465
2005-10-25,16.97,17.11374225396492,-0.008399229802097619
2005-10-26,16.89,16.85374225396492,0.0021513172260925195
2005-10-27,16.63,17.063742253964918,-0.025418940787395816
2005-10-28,16.84,17.563742253964918,-0.04120660867711934
2005-10-31,17.34,16.92374225396492,0.024596081634223443
2005-11-01,16.7,16.67374225396492,0.0015747962056229525
2005-11-02,16.45,16.813742253964918,-0.02163362852069073
2005-11-03,16.59,16.91374225396492,-0.01914078204006142
2005-11-04,16.69,16.91374225396492,-0.013228429912514938
2005-11-07,16.69,16.643742253964923,0.002779287574226741
2005-11-08,16.42,16.90374225396492,-0.028617465097200756
2005-11-09,16.68,17.15374225396492,-0.027617428719113546
2005-11-10,16.93,17.24374225396492,-0.0181945571526263
2005-11-11,17.02,17.58374225396492,-0.03206042523955921
2005-11-14,17.36,17.18374225396492,0.010257238698654803
2005-11-15,16.96,17.18374225396492,-0.013020577861221905
2005-11-16,16.96,17.21374225396492,-0.01474067929107481
2005-11-17,16.99,17.21374225396492,-0.012997885681330312
2005-11-18,16.99,17.27374225396492,-0.01642621788569243
2005-11-21,17.05,19.43374225396492,-0.12265997062292933
2005-11-22,19.21,19.90374225396492,-0.03485486523654735
2005-11-23,19.68,20.723742253964918,-0.05036456452575433
2005-11-25,20.5,19.973742253964918,0.026347478571804306
2005-11-28,19.75,19.98374225396492,-0.011696620732713048
2005-11-29,19.76,20.18374225396492,-0.020994236283495837
2005-11-30,19.96,21.27374225396492,-0.06175416803877409
2005-12-01,21.05,21.10374225396492,-0.002546574598863982
2005-12-02,20.88,21.23374225396492,-0.016659439948644383
2005-12-05,21.01,21.78374225396492,-0.035519253071592316
2005-12-06,21.56,21.88374225396492,-0.014793733640609985
2005-12-07,21.66,22.07374225396492,-0.018743638899317183
2005-12-08,21.85,22.01374225396492,-0.007438183479931859
2005-12-09,21.79,21.393742253964923,0.018522133310344024
2005-12-12,21.17,20.49374225396492,0.03299825564578107
2005-12-13,20.27,20.94374225396492,-0.0321691436895607
2005-12-14,20.72,20.813742253964918,-0.004503863496582938
2005-12-15,20.59,20.76374225396492,-0.008367579015374438
2005-12-16,20.54,19.70374225396492,0.04244156948748157
2005-12-19,19.48,19.88374225396492,-0.020305144213203064
2005-12-20,19.66,20.27374225396492,-0.030272765939149182
2005-12-21,20.05,20.65374225396492,-0.029231615585258885
2005-12-22,20.43,20.32374225396492,0.005228256917809926
2005-12-23,20.1,20.49374225396492,-0.019212804039669407
2005-12-27,20.27,20.52374225396492,-0.01236335220083462
2005-12-28,20.3,20.223742253964918,0.0037707040110310786
2005-12-29,20.0,20.15374225396492,-0.007628471775988688
2005-12-30,19.93,21.384871036802934,-0.06803272436383323
2006-01-03,20.8,21.904871036802938,-0.05043951342816011
2006-01-04,21.32,22.184871036802935,-0.038984722307746744
2006-01-05,21.6,23.054871036802936,-0.06310471372754578
2006-01-06,22.47,22.714871036802936,-0.010780208102709188
2006-01-09,22.13,23.59487103680294,-0.06208429935972337
2006-01-10,23.01,23.50487103680294,-0.021053977961763337
2006-01-11,22.92,23.514871036802937,-0.02529765253111138
2006-01-12,22.93,23.384871036802934,-0.01945150931502093
2006-01-13,22.8,23.164871036802932,-0.01575104977805608
2006-01-17,22.58,23.494871036802937,-0.03893918103954952
2006-01-18,22.91,24.264871036802937,-0.055836729350342784
2006-01-19,23.68,23.294871036802935,0.016532779365406647
2006-01-20,22.71,23.124871036802936,-0.017940469209219545
2006-01-23,22.54,23.554871036802936,-0.04308539984011239
2006-01-24,22.97,22.984871036802936,-0.0006469923968303037
2006-01-25,22.4,22.964871036802936,-0.02459717870384248
2006-01-26,22.38,22.974871036802938,-0.02589224704896176
2006-01-27,22.39,22.874871036802936,-0.021196667558161852
2006-01-30,22.29,22.464871036802936,-0.007784199451510543
2006-01-31,21.88,22.424871036802937,-0.024297621864077357
2006-02-01,21.84,22.074871036802932,-0.010639746724289245
2006-02-02,21.49,22.414871036802932,-0.04126149266192025
2006-02-03,21.83,22.534871036802937,-0.03127912450227799
2006-02-06,21.95,22.704871036802935,-0.03324709643051238
2006-02-07,22.12,22.584871036802937,-0.0205832938361884
2006-02-08,22.0,26.59487103680294,-0.17277282640116554
2006-02-09,26.01,26.124871036802936,-0.004396999190584006
2006-02-10,25.54,25.514871036802937,0.0009848751796870392
2006-02-13,24.93,25.684871036802935,-0.029389714891747243
2006-02-14,25.1,26.354871036802937,-0.04761438730057099
2006-02-15,25.77,27.25487103680294,-0.05448094158280481
2006-02-16,26.67,27.304871036802936,-0.023251200708738873
2006-02-17,26.72,27.284871036802937,-0.020702719688175053
2006-02-21,26.7,27.894871036802936,-0.04283479336493401
2006-02-22,27.31,27.644871036802936,-0.012113315209795417
2006-02-23,27.06,27.664871036802936,-0.02186422759745632
2006-02-24,27.08,26.974871036802938,0.003897292522867968
2006-02-27,26.39,27.084871036802937,-0.025655320117963454
2006-02-28,26.5,27.594871036802935,-0.039676613648337744
2006-03-01,27.01,26.674871036802937,0.01256347079371789
2006-03-02,26.09,26.694871036802937,-0.02265869859303793
2006-03-03,26.11,26.634871036802934,-0.019706160246756643
2006-03-06,26.05,25.814871036802938,0.009108275724556192
2006-03-07,25.23,25.764871036802937,-0.020759701689906374
2006-03-08,25.18,25.874871036802936,-0.02685505314459702
2006-03-09,25.29,26.114871036802935,-0.031586257333626855
2006-03-10,25.53,25.954871036802935,-0.016369606930447977
2006-03-13,25.37,26.84487103680294,-0.05494051488572871
2006-03-14,26.26,27.904871036802938,-0.05894565986825606
2006-03-15,27.32,27.774871036802935,-0.01637707106543218
2006-03-16,27.19,29.004871036802935,-0.06257124999797892
2006-03-17,28.42,29.574871036802936,-0.03904906416551446
2006-03-20,28.99,29.664871036802936,-0.022749838890776752
2006-03-21,29.08,29.324871036802936,-0.008350285206561447
2006-03-22,28.74,29.264871036802937,-0.017935190493164055
2006-03-23,28.68,29.174871036802937,-0.01696223562320731
2006-03-24,28.59,29.804871036802936,-0.04076082178992879
2006-03-27,29.22,29.544871036802935,-0.010995852254635174
2006-03-28,28.96,32.00487103680294,-0.09513773804311199
2006-03-29,31.42,31.354871036802937,0.002077156149697501
2006-03-30,30.77,33.47487103680294,-0.0808030308415274
2006-03-31,32.89,407.2860008284861,-0.9192459354529829
2006-04-03,33.19,406.0260008284861,-0.9182564665014639
2006-04-04,31.93,405.8760008284861,-0.9213306528722478
2006-04-05,31.78,405.8860008284861,-0.9217021529810554
2006-04-06,31.79,404.98600082848606,-0.9215034595394243
2006-04-07,30.89,404.1260008284861,-0.9235634432412827
2006-04-10,30.03,405.3060008284861,-0.9259078327520055
2006-04-11,31.21,405.07600082848614,-0.9229527300156825
2006-04-12,30.98,405.15600082848607,-0.9235356259400075
2006-04-13,31.06,405.00600082848604,-0.9233097782836224
2006-04-17,30.91,406.6460008284861,-0.9239879405256044
2006-04-18,32.55,407.51600082848614,-0.9201258357124006
2006-04-19,33.42,407.1060008284861,-0.9179083581868402
2006-04-20,33.01,407.93600082848616,-0.9190804441555556
2006-04-21,33.84,408.1160008284861,-0.9170823983100297
2006-04-24,34.02,408.0960008284861,-0.9166372619899849
2006-04-25,34.0,407.43600082848616,-0.9165513112958503
2006-04-26,33.34,408.24600082848616,-0.9183335539543793
2006-04-27,34.15,407.7860008284861,-0.9162550947540659
2006-04-28,33.69,409.2760008284861,-0.9176839102908495
2006-05-01,35.18,408.5460008284861,-0.9138897457601864
2006-05-02,34.45,408.7160008284861,-0.9157116434635094
2006-05-03,34.62,408.0260008284861,-0.9151524659465206
2006-05-04,33.93,409.2860008284861,-0.9170995344787798
2006-05-05,35.19,410.1160008284861,-0.9141950084149076
2006-05-08,36.02,410.48600082848606,-0.9122503570711288
2006-05-09,36.39,410.0560008284861,-0.911256023746813
2006-05-10,35.96,408.93600082848616,-0.9120644797055123
2006-05-11,34.84,408.48600082848606,-0.9147094394193731
2006-05-12,34.39,406.5560008284861,-0.9154114072110127
2006-05-15,32.46,406.6460008284861,-0.9201762714157593
2006-05-16,32.55,406.1260008284861,-0.919852459745008
2006-05-17,32.03,406.65600082848607,-0.9212356391280472
2006-05-18,32.56,408.23600082848606,-0.9202422129995351
2006-05-19,34.14,405.5960008284861,-0.9158275724359601
2006-05-22,31.5,405.24600082848616,-0.9222694365012825
2006-05-23,31.15,403.6160008284861,-0.9228226831045854
2006-05-24,29.52,406.4160008284862,-0.9273650645156122
2006-05-25,32.32,405.76600082848614,-0.9203481811339305
2006-05-26,31.67,404.7960008284861,-0.9217630610599369
2006-05-30,30.7,405.3860008284861,-0.9242697085314774
2006-05-31,31.29,406.1960008284861,-0.9229682223946561
2006-06-01,32.1,405.43600082848616,-0.9208259751615411
2006-06-02,31.34,404.3560008284861,-0.9224940400642321
2006-06-05,30.26,404.5360008284861,-0.9251982519775056
2006-06-06,30.44,404.1960008284861,-0.9246900020346398
2006-06-07,30.1,403.8160008284861,-0.9254611012484757
2006-06-08,29.72,404.0960008284861,-0.9264531202014684
2006-06-09,30.0,402.5960008284861,-0.9254836115156032
2006-06-12,28.5,401.6060008284861,-0.9290349249234164
2006-06-13,27.51,402.70600082848614,-0.9316871366619724
2006-06-14,28.61,405.8560008284861,-0.9295070174111075
2006-06-15,31.76,404.98600082848606,-0.9215775361740206
2006-06-16,30.89,404.2260008284862,-0.9235823526030265
2006-06-19,30.13,405.4460008284861,-0.9256867747161582
2006-06-20,31.35,407.6260008284861,-0.9230912651884763
2006-06-21,33.53,407.3460008284861,-0.9176866842148823
2006-06-22,33.25,408.6160008284861,-0.9186277582557114
2006-06-23,34.52,409.3660008284861,-0.9156744821745395
2006-06-26,35.27,407.8660008284861,-0.9135255208123327
2006-06-27,33.77,407.5560008284861,-0.9171402213895714
2006-06-28,33.46,409.9460008284861,-0.9183794940495125
2006-06-29,35.85,410.2860008284861,-0.9126219273199464
2006-06-30,36.19,37.100009028519835,-0.024528539273947048
2006-07-03,36.68,35.810009028519836,0.024294631447517423
2006-07-05,35.39,35.83000902851983,-0.01228046100043112
2006-07-06,35.41,35.670009028519836,-0.007289289675030619
2006-07-07,35.25,33.440009028519846,0.05412650965304677
2006-07-10,33.02,33.58000902851983,-0.016676857592391015
2006-07-11,33.16,31.770009028519837,0.04375167064738217
2006-07-12,31.35,31.680009028519837,-0.010416948689084826
2006-07-13,31.26,32.960009028519835,-0.0515779296980422
2006-07-14,32.54,32.810009028519836,-0.0082294713264216
2006-07-17,32.39,33.34000902851984,-0.02849456422483798
2006-07-18,32.92,33.370009028519846,-0.013485433226441135
2006-07-19,32.95,31.720009028519836,0.03877650130472121
2006-07-20,31.3,29.920009028519836,0.04612267897929967
2006-07-21,29.5,31.720009028519836,-0.06998765437058352
2006-07-24,31.3,32.40000902851984,-0.033950886481283526
2006-07-25,31.98,30.420009028519836,0.05128173926633672
2006-07-26,30.0,37.250009028519834,-0.19463106768562088
2006-07-27,36.83,37.01000902851984,-0.004863793153390694
2006-07-28,36.59,40.05000902851984,-0.086392215943221
2006-07-31,39.63,38.83000902851983,0.020602389530545606
2006-08-01,38.41,39.08000902851983,-0.01714454641069496
2006-08-02,38.66,40.710009028519835,-0.05035638845188373
2006-08-03,40.29,39.84000902851984,0.0112949515437617
2006-08-04,39.42,39.38000902851984,0.001015514533051709
2006-08-07,38.96,38.690009028519846,0.00697831244446423
2006-08-08,38.27,38.90000902851983,-0.016195601087339973
2006-08-09,38.48,39.40000902851983,-0.023350477606588482
2006-08-10,38.98,37.820009028519834,0.030671356281417594
2006-08-11,37.4,37.63000902851984,-0.006112383027745638
2006-08-14,37.21,40.33000902851983,-0.07736197198253736
2006-08-15,39.91,40.190009028519846,-0.006967130271634092
2006-08-16,39.77,39.95000902851984,-0.004505857017236936
2006-08-17,39.53,40.40000902851983,-0.021534872130985483
2006-08-18,39.98,39.15000902851983,0.021200275353079334
2006-08-21,38.73,39.070009028519834,-0.008702558227504986
2006-08-22,38.65,38.61000902851984,0.0010357669549005966
2006-08-23,38.19,38.66000902851984,-0.012157499191816301
2006-08-24,38.24,38.29000902851984,-0.0013060594601215225
2006-08-25,37.87,39.36000902851984,-0.03785591175652925
2006-08-28,38.94,39.440009028519846,-0.012677710802710074
2006-08-29,39.02,39.250009028519834,-0.0058601012894723414
2006-08-30,38.83,39.620009028519846,-0.0199396478670959
2006-08-31,39.2,41.05000902851984,-0.04506720150133281
2006-09-01,40.63,41.420009028519836,-0.019073125454315387
2006-09-05,41.0,39.84000902851984,0.029116232645674645
2006-09-06,39.42,39.83000902851983,-0.010293972773800952
2006-09-07,39.41,41.570009028519834,-0.05196075437553849
2006-09-08,41.15,43.810009028519836,-0.06071692491065683
2006-09-11,43.39,43.72000902851983,-0.0075482378858741095
2006-09-12,43.3,44.620009028519846,-0.029583342927522405
2006-09-13,44.2,46.30000902851984,-0.04535655764616098
2006-09-14,45.88,47.600009028519835,-0.036134636602469516
2006-09-15,47.18,46.86000902851984,0.00682865791351861
2006-09-18,46.44,45.890009028519835,0.011984982856254156
2006-09-19,45.47,46.59000902851984,-0.02403968258160738
2006-09-20,46.17,46.58000902851983,-0.008802253092497048
2006-09-21,46.16,46.61000902851984,-0.009654772395441769
2006-09-22,46.19,49.41000902851984,-0.06516916494917513
2006-09-25,48.99,49.76000902851984,-0.015474455160940703
2006-09-26,49.34,48.670009028519836,0.013765992340119881
2006-09-27,48.25,50.490009028519836,-0.044365391720459835
2006-09-28,50.07,50.41000902851984,-0.006744871406935804
2006-09-29,49.99,50.389100908116646,-0.007920381608800597
2006-10-02,49.83,51.709100908116646,-0.03633984879094443
2006-10-03,51.15,52.52910090811665,-0.02625403603478682
2006-10-04,51.97,52.899100908116644,-0.017563642711630467
2006-10-05,52.34,51.929100908116645,0.007912694129066589
2006-10-06,51.37,50.61910090811664,0.014834303225701007
2006-10-09,50.06,50.50910090811664,-0.008891484901574875
2006-10-10,49.95,51.039100908116644,-0.021338559824502057
2006-10-11,50.48,50.72910090811664,-0.004910414410218555
2006-10-12,50.17,51.25910090811664,-0.02124697641632234
2006-10-13,50.7,51.22910090811664,-0.01032813183791026
2006-10-16,50.67,49.55910090811665,0.022415642566699923
2006-10-17,49.0,46.68910090811664,0.049495472110957284
2006-10-18,46.13,46.84910090811665,-0.01534930007572588
2006-10-19,46.29,46.749100908116645,-0.009820529148121815
2006-10-20,46.19,47.90910090811664,-0.03588255416050601
2006-10-23,47.35,50.15910090811664,-0.05600381301216817
2006-10-24,49.6,49.55910090811665,0.0008252589561537071
2006-10-25,49.0,50.389100908116646,-0.027567487474119412
2006-10-26,49.83,47.00910090811665,0.0600075099797599
2006-10-27,46.45,46.36910090811664,0.001744676741601392
2006-10-30,45.81,47.41910090811665,-0.03393360222570596
2006-10-31,46.86,47.02910090811665,-0.00359566534021194
2006-11-01,46.47,47.209100908116646,-0.015655898839403104
2006-11-02,46.65,46.52910090811665,0.0025983543529477515
2006-11-03,45.97,48.609100908116645,-0.054292320960743656
2006-11-06,48.05,50.389100908116646,-0.04642077088023355
2006-11-07,49.83,51.19910090811665,-0.026740721689110902
2006-11-08,50.64,48.579100908116644,0.04242357419873577
2006-11-09,48.02,50.62910090811665,-0.051533621204368774
2006-11-10,50.07,50.109100908116645,-0.000780315499740114
2006-11-13,49.55,50.459100908116646,-0.018016589510226777
2006-11-14,49.9,48.65910090811664,0.025501891089737994
2006-11-15,48.1,49.75910090811664,-0.03334266250469997
2006-11-16,49.2,49.80910090811665,-0.012228707144107287
2006-11-17,49.25,50.929100908116645,-0.032969380534441095
2006-11-20,50.37,51.209100908116646,-0.016385777005189506
2006-11-21,50.65,51.569100908116646,-0.01782270568870803
2006-11-22,51.01,51.00910090811664,1.7626107250423573e-05
2006-11-24,50.45,48.179100908116645,0.047134526155111045
2006-11-27,47.62,48.37910090811665,-0.015690678286030213
2006-11-28,47.82,49.15910090811664,-0.02724014238217165
2006-11-29,48.6,49.429100908116645,-0.01677353811589355
2006-11-30,48.87,48.26910090811665,0.012448938981217017
2006-12-01,47.71,49.709100908116646,-0.040215994085506135
2006-12-04,49.15,49.959100908116646,-0.016195265595446262
2006-12-05,49.4,50.26910090811665,-0.01728896861921636
2006-12-06,49.71,53.93910090811664,-0.0784051057009787
2006-12-07,53.38,54.33910090811664,-0.017650290345039177
2006-12-08,53.78,54.93910090811664,-0.021097922771892264
2006-12-11,54.38,54.959100908116646,-0.010536942900227109
2006-12-12,54.4,55.52910090811665,-0.020333498825867102
2006-12-13,54.97,56.459100908116646,-0.02637486045943338
2006-12-14,55.9,56.94910090811665,-0.018421729077150784
2006-12-15,56.39,55.649100908116644,0.013313765717557047
2006-12-18,55.09,56.58910090811664,-0.02649098296420571
2006-12-19,56.03,55.65910090811664,0.006663763622334562
2006-12-20,55.1,54.69910090811665,0.0073291715078971365
2006-12-21,54.14,53.969100908116644,0.0031666099491691746
2006-12-22,53.41,53.55910090811665,-0.002783857562740688
2006-12-26,53.0,55.079100908116644,-0.03774754623509591
2006-12-27,54.52,54.149100908116644,0.0068495891097568595
2006-12-28,53.59,53.679100908116645,-0.0016598807843141161
2006-12-29,53.12,52.52593917416712,0.011309856333326485
2007-01-03,52.07,53.755939174167125,-0.03136284473990392
2007-01-04,53.3,53.645939174167125,-0.006448562174370731
2007-01-05,53.19,53.465939174167126,-0.0051610273461810685
2007-01-08,53.01,53.12593917416712,-0.0021823458741506707
2007-01-09,52.67,54.24593917416713,-0.02905174466806204
2007-01-10,53.79,55.045939174167124,-0.02281620030486342
2007-01-11,54.59,55.09593917416712,-0.009182875938783086
2007-01-12,54.64,55.615939174167124,-0.01754783230596657
2007-01-16,55.16,55.26593917416712,-0.0019168981066849389
2007-01-17,54.81,53.295939174167124,0.028408558875096412
2007-01-18,52.84,54.55593917416712,-0.031452839051841264
2007-01-19,54.1,53.12593917416712,0.018334938468372863
2007-01-22,52.67,53.115939174167124,-0.008395581083578074
2007-01-23,52.66,54.90593917416712,-0.040905213679029995
2007-01-24,54.45,54.115939174167124,0.006173057899960588
2007-01-25,53.66,54.74593917416713,-0.01983597670527404
2007-01-26,54.29,55.59593917416712,-0.02348983025677409
2007-01-29,55.14,56.325939174167125,-0.02105493830293792
2007-01-30,55.87,56.63593917416713,-0.01352390699855277
2007-01-31,56.18,55.965939174167126,0.0038248411264343307
2007-02-01,55.51,56.005939174167125,-0.00885511753717505
2007-02-02,55.55,58.63593917416713,-0.05262880099866607
2007-02-05,58.18,55.605939174167126,0.04629111321671031
2007-02-06,55.15,57.40593917416712,-0.0392980100425272
2007-02-07,56.95,59.605939174167126,-0.04455829756169993
2007-02-08,59.15,56.615939174167124,0.04475878812214629
2007-02-09,56.16,55.55593917416712,0.01087301978532218
2007-02-12,55.1,55.99593917416713,-0.016000074065736114
2007-02-13,55.54,57.05593917416712,-0.026569349240569307
2007-02-14,56.6,56.84593917416712,-0.00432641588370275
2007-02-15,56.39,56.44593917416712,-0.0009910221175436495
2007-02-16,55.99,57.41593917416712,-0.024835249491289124
2007-02-20,56.96,57.76593917416712,-0.013951805955013996
2007-02-21,57.31,57.52593917416712,-0.0037537705123480425
2007-02-22,57.07,56.855939174167126,0.003764968602086416
2007-02-23,56.4,55.935939174167125,0.008296290947898965
2007-02-26,55.48,51.825939174167125,0.0705064082592497
2007-02-27,51.37,52.02593917416712,-0.012607925672830977
2007-02-28,51.57,50.58593917416712,0.019453248113962207
2007-03-01,50.13,48.23593917416712,0.03926658956496998
2007-03-02,47.78,48.27593917416712,-0.01027300934276798
2007-03-05,47.82,48.66593917416712,-0.01738257164090984
2007-03-06,48.21,48.55593917416712,-0.007124549129330138
2007-03-07,48.1,50.535939174167126,-0.048202115444454297
2007-03-08,50.08,50.865939174167124,-0.015451187708852454
2007-03-09,50.41,53.035939174167126,-0.049512447880741606
2007-03-12,52.58,51.95593917416712,0.012011347225211244
2007-03-13,51.5,52.30593917416712,-0.015408177099803577
2007-03-14,51.85,51.88593917416713,-0.0006926572928840358
2007-03-15,51.43,51.535939174167126,-0.002055636820920248
2007-03-16,51.08,52.505939174167125,-0.027157673904987245
2007-03-19,52.05,52.34593917416712,-0.005653526879754067
2007-03-20,51.89,53.48593917416712,-0.029838480894394337
2007-03-21,53.03,52.90593917416712,0.0023449319257800028
2007-03-22,52.45,51.825939174167125,0.012041476445523669
2007-03-23,51.37,51.895939174167125,-0.010134495733896132
2007-03-26,51.44,51.41593917416712,0.0004679643359497554
2007-03-27,50.96,49.865939174167124,0.021940042521041203
2007-03-28,49.41,50.55593917416712,-0.02266675672306906
2007-03-29,50.1,50.37593917416712,-0.005477598605419631
2007-03-30,49.92,50.198352451721746,-0.00554505154306506
2007-04-02,49.52,51.668352451721745,-0.04157965852944767
2007-04-03,50.99,51.848352451721745,-0.016555057415199248
2007-04-04,51.17,51.64835245172175,-0.009261717538209702
2007-04-05,50.97,52.33835245172175,-0.026144354715482376
2007-04-09,51.66,52.778352451721744,-0.02118960520309432
2007-04-10,52.1,53.25835245172175,-0.021749686169353133
2007-04-11,52.58,53.96835245172175,-0.02572530730790279
2007-04-12,53.29,53.67835245172175,-0.0072348057267784815
2007-04-13,53.0,54.93835245172175,-0.03528231854832409
2007-04-16,54.26,54.25835245172175,3.036487847141167e-05
2007-04-17,53.58,54.268352451721746,-0.012684233455108496
2007-04-18,53.59,54.32835245172175,-0.013590554809808975
2007-04-19,53.65,53.57835245172175,0.0013372480675439835
2007-04-20,52.9,55.39835245172175,-0.04509795582637588
2007-04-23,54.72,55.268352451721746,-0.009921635572559317
2007-04-24,54.59,49.64835245172175,0.09953296140256684
2007-04-25,48.97,47.22835245172175,0.036877160812641474
2007-04-26,46.55,45.47835245172174,0.023563904374413802
2007-04-27,44.8,44.75835245172175,0.0009304977953148441
2007-04-30,44.08,43.83835245172174,0.0055122406469170215
2007-05-01,43.16,45.28835245172175,-0.04699558134711612
2007-05-02,44.61,45.04835245172175,-0.009730709956408012
2007-05-03,44.37,46.75835245172175,-0.05107862716479883
2007-05-04,46.08,45.238352451721745,0.018604734758553843
2007-05-07,44.56,45.00835245172175,-0.009961538854430851
2007-05-08,44.33,45.028352451721744,-0.015509171748411266
2007-05-09,44.35,44.86835245172175,-0.011552740927572303
2007-05-10,44.19,46.37835245172175,-0.047184782038123374
2007-05-11,45.7,44.94835245172175,0.01672247162085827
2007-05-14,44.27,42.97835245172174,0.030053444922747863
2007-05-15,42.3,43.54835245172175,-0.028665893918850105
2007-05-16,42.87,43.888352451721744,-0.02320325085891428
2007-05-17,43.21,45.14835245172175,-0.04293296092685717
2007-05-18,44.47,45.888352451721744,-0.030908768259090724
2007-05-21,45.21,45.33835245172174,-0.0028309906465704415
2007-05-22,44.66,44.26835245172175,0.008847122754463532
2007-05-23,43.59,43.19835245172175,0.009066261235679107
2007-05-24,42.52,43.81835245172174,-0.029630334758757537
2007-05-25,43.14,42.638352451721744,0.011765171950446796
2007-05-29,41.96,43.28835245172175,-0.030686140185243183
2007-05-30,42.61,44.888352451721744,-0.050755982950636325
2007-05-31,44.21,44.29835245172175,-0.0019944861790974766
2007-06-01,43.62,44.50835245172175,-0.019959230184611876
2007-06-04,43.83,44.72835245172174,-0.020084630943905002
2007-06-05,44.05,44.37835245172175,-0.007398932893666221
2007-06-06,43.7,42.90835245172174,0.018449730717789325
2007-06-07,42.23,46.278352451721744,-0.08747831841993614
2007-06-08,45.6,47.198352451721746,-0.033864581467259236
2007-06-11,46.52,46.26835245172175,0.005438869874193841
2007-06-12,45.59,47.638352451721744,-0.04299797004519845
2007-06-13,46.96,48.72835245172175,-0.0362900111074711
2007-06-14,48.05,49.528352451721744,-0.029848609504279144
2007-06-15,48.85,48.488352451721745,0.0074584416667555775
2007-06-18,47.81,47.57835245172175,0.004868759348346741
2007-06-19,46.9,47.49835245172175,-0.01259733066173041
2007-06-20,46.82,48.83835245172175,-0.04132720188947714
2007-06-21,48.16,48.15835245172175,3.4211059855016046e-05
2007-06-22,47.48,48.50835245172175,-0.021199492453288893
2007-06-25,47.83,48.278352451721744,-0.009286821711037008
2007-06-26,47.6,48.918352451721745,-0.026950058324692105
2007-06-27,48.24,49.878352451721746,-0.032846964087427266
2007-06-28,49.2,49.31835245172174,-0.002399764911806379
2007-06-29,48.64,48.74244833412764,-0.002101829875786221
2007-07-02,48.2,48.63244833412764,-0.008892176909468197
2007-07-03,48.09,48.69244833412764,-0.01237252088852947
2007-07-05,48.15,48.08244833412764,0.0014049131900051304
2007-07-06,47.54,48.072448334127635,-0.011075956240606977
2007-07-09,47.53,49.99244833412764,-0.0492564060409626
2007-07-10,49.45,50.862448334127635,-0.02776996350724059
2007-07-11,50.32,51.51244833412764,-0.023148741181801435
2007-07-12,50.97,50.84244833412764,0.0025087632490494727
2007-07-13,50.3,49.462448334127636,0.016933081440177578
2007-07-16,48.92,49.682448334127635,-0.01534643238593969
2007-07-17,49.14,50.02244833412764,-0.01764104644045561
2007-07-18,49.48,50.56244833412764,-0.021408147148543666
2007-07-19,50.02,49.70244833412764,0.00638905479540175
2007-07-20,49.16,49.24244833412764,-0.001674334581582948
2007-07-23,48.7,46.792448334127634,0.04076622903446392
2007-07-24,46.25,47.722448334127634,-0.030854417271685697
2007-07-25,47.18,38.812448334127645,0.21558937982571935
2007-07-26,38.27,37.252448334127635,0.02731502790757978
2007-07-27,36.71,36.65244833412764,0.0015701997680404034
2007-07-30,36.11,34.502448334127635,0.04659239397461179
2007-07-31,33.96,34.20244833412763,-0.007088625111252966
2007-08-01,33.66,35.35244833412764,-0.047873581997256665
2007-08-02,34.81,33.44244833412764,0.04089268979977145
2007-08-03,32.9,33.632448334127645,-0.021778025995937145
2007-08-06,33.09,34.312448334127645,-0.035626963200751205
2007-08-07,33.77,35.032448334127636,-0.03603654309532778
2007-08-08,34.49,35.02244833412763,-0.01520305859395854
2007-08-09,34.48,34.722448334127634,-0.006982466552894029
2007-08-10,34.18,34.37244833412764,-0.005598912601653794
2007-08-13,33.83,32.892448334127636,0.028503553653061564
2007-08-14,32.35,32.292448334127634,0.0017822019958624313
2007-08-15,31.75,29.242448334127637,0.08575040082898622
2007-08-16,28.7,31.052448334127636,-0.0757572578115272
2007-08-17,30.51,31.722448334127638,-0.038220515685205125
