date,PG,dcf,Deviation
2003-06-13,45.58,,
2003-06-16,46.2,,
2003-06-17,45.95,,
2003-06-18,45.77,,
2003-06-19,45.21,,
2003-06-20,45.62,,
2003-06-23,45.75,,
2003-06-24,46.19,,
2003-06-25,45.35,,
2003-06-26,45.14,,
2003-06-27,44.58,,
2003-06-30,44.59,,
2003-07-01,44.98,,
2003-07-02,45.06,,
2003-07-03,44.98,,
2003-07-07,45.4,,
2003-07-08,45.05,,
2003-07-09,44.25,,
2003-07-10,44.17,,
2003-07-11,44.28,,
2003-07-14,44.17,,
2003-07-15,44.38,,
2003-07-16,44.29,,
2003-07-17,44.07,,
2003-07-18,44.9,,
2003-07-21,44.58,,
2003-07-22,44.75,,
2003-07-23,44.45,,
2003-07-24,44.12,,
2003-07-25,44.78,,
2003-07-28,44.15,,
2003-07-29,43.55,,
2003-07-30,43.88,,
2003-07-31,43.94,,
2003-08-01,43.35,,
2003-08-04,43.92,,
2003-08-05,43.76,,
2003-08-06,44.4,,
2003-08-07,44.1,,
2003-08-08,44.54,,
2003-08-11,44.56,,
2003-08-12,44.71,,
2003-08-13,44.56,,
2003-08-14,44.49,,
2003-08-15,44.56,,
2003-08-18,44.2,,
2003-08-19,43.9,,
2003-08-20,43.69,,
2003-08-21,43.35,,
2003-08-22,43.36,,
2003-08-25,43.59,,
2003-08-26,43.83,,
2003-08-27,43.63,,
2003-08-28,43.7,,
2003-08-29,43.65,,
2003-09-02,44.04,,
2003-09-03,44.4,,
2003-09-04,45.72,,
2003-09-05,45.49,,
2003-09-08,45.81,,
2003-09-09,45.58,,
2003-09-10,45.48,,
2003-09-11,45.78,,
2003-09-12,45.96,,
2003-09-15,45.87,,
2003-09-16,46.29,,
2003-09-17,46.25,,
2003-09-18,46.63,,
2003-09-19,46.33,,
2003-09-22,46.1,,
2003-09-23,46.15,,
2003-09-24,46.19,,
2003-09-25,46.08,,
2003-09-26,45.86,,
2003-09-29,46.45,,
2003-09-30,46.41,,
2003-10-01,46.99,,
2003-10-02,47.24,,
2003-10-03,47.45,,
2003-10-06,47.01,,
2003-10-07,47.55,,
2003-10-08,47.49,,
2003-10-09,47.49,,
2003-10-10,47.79,,
2003-10-13,47.75,,
2003-10-14,47.99,,
2003-10-15,47.81,,
2003-10-16,48.15,,
2003-10-17,48.1,,
2003-10-20,47.99,,
2003-10-21,47.86,,
2003-10-22,47.63,,
2003-10-23,47.58,,
2003-10-24,48.03,,
2003-10-27,48.4,,
2003-10-28,48.75,,
2003-10-29,48.63,,
2003-10-30,48.97,,
2003-10-31,49.15,,
2003-11-03,48.75,,
2003-11-04,48.67,,
2003-11-05,48.65,,
2003-11-06,48.78,,
2003-11-07,48.4,,
2003-11-10,48.0,,
2003-11-11,47.97,,
2003-11-12,48.5,,
2003-11-13,48.17,,
2003-11-14,47.86,,
2003-11-17,48.02,,
2003-11-18,47.83,,
2003-11-19,48.04,,
2003-11-20,47.71,,
2003-11-21,47.88,,
2003-11-24,48.31,,
2003-11-25,48.44,,
2003-11-26,47.94,,
2003-11-28,48.12,,
2003-12-01,48.52,,
2003-12-02,48.47,,
2003-12-03,48.4,,
2003-12-04,48.4,,
2003-12-05,48.26,,
2003-12-08,48.42,,
2003-12-09,48.29,,
2003-12-10,48.44,,
2003-12-11,48.0,,
2003-12-12,48.41,,
2003-12-15,48.91,,
2003-12-16,49.33,,
2003-12-17,49.19,,
2003-12-18,49.65,,
2003-12-19,48.76,,
2003-12-22,49.08,,
2003-12-23,49.24,,
2003-12-24,49.17,,
2003-12-26,49.12,,
2003-12-29,49.6,,
2003-12-30,49.83,,
2003-12-31,49.94,,
2004-01-02,49.49,,
2004-01-05,49.74,,
2004-01-06,49.49,,
2004-01-07,49.05,,
2004-01-08,49.56,,
2004-01-09,49.82,,
2004-01-12,50.13,,
2004-01-13,49.85,,
2004-01-14,50.01,,
2004-01-15,49.76,,
2004-01-16,49.5,,
2004-01-20,49.33,,
2004-01-21,49.58,,
2004-01-22,49.62,,
2004-01-23,49.18,,
2004-01-26,49.92,,
2004-01-27,49.59,,
2004-01-28,49.31,,
2004-01-29,50.5,,
2004-01-30,50.54,,
2004-02-02,50.84,,
2004-02-03,51.01,,
2004-02-04,51.6,,
2004-02-05,51.35,,
2004-02-06,51.18,,
2004-02-09,51.28,,
2004-02-10,51.17,,
2004-02-11,51.6,,
2004-02-12,51.2,,
2004-02-13,51.03,,
2004-02-17,51.56,,
2004-02-18,51.47,,
2004-02-19,51.22,,
2004-02-20,51.25,,
2004-02-23,51.79,,
2004-02-24,50.89,,
2004-02-25,51.35,,
2004-02-26,51.54,,
2004-02-27,51.26,,
2004-03-01,51.93,,
2004-03-02,51.06,,
2004-03-03,51.23,,
2004-03-04,51.05,,
2004-03-05,50.88,,
2004-03-08,51.24,,
2004-03-09,51.24,,
2004-03-10,52.76,,
2004-03-11,51.97,,
2004-03-12,52.06,,
2004-03-15,51.26,,
2004-03-16,51.53,,
2004-03-17,52.11,,
2004-03-18,52.22,,
2004-03-19,52.01,,
2004-03-22,51.99,,
2004-03-23,51.68,,
2004-03-24,51.51,,
2004-03-25,52.27,,
2004-03-26,51.97,,
2004-03-29,52.44,,
2004-03-30,52.99,,
2004-03-31,52.44,,
2004-04-01,52.99,,
2004-04-02,53.06,,
2004-04-05,53.17,,
2004-04-06,53.5,,
2004-04-07,53.22,,
2004-04-08,53.2,,
2004-04-12,53.56,,
2004-04-13,52.97,,
2004-04-14,52.9,,
2004-04-15,53.06,,
2004-04-16,52.99,,
2004-04-19,53.01,,
2004-04-20,52.31,,
2004-04-21,51.77,,
2004-04-22,52.31,,
2004-04-23,52.49,,
2004-04-26,52.62,,
2004-04-27,52.81,,
2004-04-28,52.08,,
2004-04-29,52.99,,
2004-04-30,52.9,,
2004-05-03,53.4,,
2004-05-04,53.15,,
2004-05-05,53.4,,
2004-05-06,53.89,,
2004-05-07,53.36,,
2004-05-10,52.83,,
2004-05-11,53.04,,
2004-05-12,53.07,,
2004-05-13,52.65,,
2004-05-14,53.21,,
2004-05-17,53.14,,
2004-05-18,53.03,,
2004-05-19,52.74,,
2004-05-20,53.35,,
2004-05-21,53.46,,
2004-05-24,53.08,,
2004-05-25,53.88,,
2004-05-26,53.8,,
2004-05-27,54.29,,
2004-05-28,53.91,,
2004-06-01,54.3,,
2004-06-02,54.4,,
2004-06-03,53.97,,
2004-06-04,53.94,,
2004-06-07,54.75,,
2004-06-08,55.15,,
2004-06-09,55.38,,
2004-06-10,55.26,,
2004-06-14,55.27,,
2004-06-15,55.52,,
2004-06-16,55.59,,
2004-06-17,55.19,,
2004-06-18,55.1,,
2004-06-21,55.5,,
2004-06-22,55.9,,
2004-06-23,55.96,,
2004-06-24,55.29,,
2004-06-25,54.75,,
2004-06-28,54.6,,
2004-06-29,54.85,,
2004-06-30,54.44,,
2004-07-01,54.25,,
2004-07-02,54.33,,
2004-07-06,54.15,,
2004-07-07,54.42,,
2004-07-08,54.55,,
2004-07-09,54.72,,
2004-07-12,54.88,,
2004-07-13,54.9,,
2004-07-14,55.08,,
2004-07-15,55.01,,
2004-07-16,55.1,,
2004-07-19,54.68,,
2004-07-20,54.5,,
2004-07-21,53.24,,
2004-07-22,53.38,,
2004-07-23,52.49,,
2004-07-26,53.12,,
2004-07-27,53.89,,
2004-07-28,53.44,,
2004-07-29,52.92,,
2004-07-30,52.15,,
2004-08-02,53.34,,
2004-08-03,53.66,,
2004-08-04,54.06,,
2004-08-05,53.15,,
2004-08-06,52.99,,
2004-08-09,53.09,,
2004-08-10,54.2,,
2004-08-11,54.67,,
2004-08-12,54.29,,
2004-08-13,54.46,,
2004-08-16,54.97,,
2004-08-17,54.84,,
2004-08-18,55.2,,
2004-08-19,54.48,,
2004-08-20,54.85,,
2004-08-23,54.75,,
2004-08-24,54.95,,
2004-08-25,55.3,,
2004-08-26,55.7,,
2004-08-27,55.98,,
2004-08-30,55.51,,
2004-08-31,55.97,,
2004-09-01,56.2,,
2004-09-02,56.49,,
2004-09-03,56.55,,
2004-09-07,56.65,,
2004-09-08,56.73,,
2004-09-09,56.09,,
2004-09-10,56.18,,
2004-09-13,56.27,,
2004-09-14,56.65,,
2004-09-15,56.3,,
2004-09-16,55.91,,
2004-09-17,56.26,,
2004-09-20,54.38,,
2004-09-21,54.88,,
2004-09-22,54.3,,
2004-09-23,54.28,,
2004-09-24,54.08,,
2004-09-27,53.63,,
2004-09-28,53.77,,
2004-09-29,54.46,,
2004-09-30,54.12,,
2004-10-01,54.66,,
2004-10-04,54.35,,
2004-10-05,54.26,,
2004-10-06,54.3,,
2004-10-07,53.64,,
2004-10-08,53.45,,
2004-10-11,53.67,,
2004-10-12,53.53,,
2004-10-13,53.02,,
2004-10-14,52.97,,
2004-10-15,53.69,,
2004-10-18,53.66,,
2004-10-19,53.0,,
2004-10-20,53.56,,
2004-10-21,53.62,,
2004-10-22,53.05,,
2004-10-25,52.33,,
2004-10-26,53.21,,
2004-10-27,51.78,,
2004-10-28,51.31,,
2004-10-29,51.18,,
2004-11-01,51.0,,
2004-11-02,50.97,,
2004-11-03,51.86,,
2004-11-04,53.19,,
2004-11-05,53.52,,
2004-11-08,53.29,,
2004-11-09,52.77,,
2004-11-10,53.0,,
2004-11-11,54.0,,
2004-11-12,54.6,,
2004-11-15,54.48,,
2004-11-16,54.35,,
2004-11-17,54.49,,
2004-11-18,54.77,,
2004-11-19,54.32,,
2004-11-22,54.46,,
2004-11-23,54.06,,
2004-11-24,53.94,,
2004-11-26,53.64,,
2004-11-29,54.1,,
2004-11-30,53.48,,
2004-12-01,54.66,,
2004-12-02,55.82,,
2004-12-03,55.39,,
2004-12-06,54.3,,
2004-12-07,54.04,,
2004-12-08,55.03,,
2004-12-09,56.38,,
2004-12-10,56.44,,
2004-12-13,56.49,,
2004-12-14,56.49,,
2004-12-15,56.12,,
2004-12-16,56.1,,
2004-12-17,55.44,,
2004-12-20,55.59,,
2004-12-21,56.07,,
2004-12-22,55.92,,
2004-12-23,55.59,,
2004-12-27,55.4,,
2004-12-28,55.44,,
2004-12-29,55.24,,
2004-12-30,55.45,,
2004-12-31,55.08,,
2005-01-03,55.19,,
2005-01-04,54.5,,
2005-01-05,55.07,,
2005-01-06,55.34,,
2005-01-07,55.92,,
2005-01-10,56.36,,
2005-01-11,56.3,,
2005-01-12,56.51,,
2005-01-13,55.53,,
2005-01-14,55.88,,
2005-01-18,55.99,,
2005-01-19,56.68,,
2005-01-20,56.7,,
2005-01-21,55.65,,
2005-01-24,55.21,,
2005-01-25,55.73,,
2005-01-26,55.44,,
2005-01-27,55.32,,
2005-01-28,54.15,,
2005-01-31,53.23,,
2005-02-01,52.87,,
2005-02-02,53.4,,
2005-02-03,53.24,,
2005-02-04,52.62,,
2005-02-07,52.53,,
2005-02-08,51.98,,
2005-02-09,51.51,,
2005-02-10,51.62,,
2005-02-11,52.15,,
2005-02-14,52.7,,
2005-02-15,53.48,,
2005-02-16,53.31,,
2005-02-17,53.33,,
2005-02-18,53.5,,
2005-02-22,52.25,,
2005-02-23,53.49,,
2005-02-24,53.83,,
2005-02-25,54.19,,
2005-02-28,53.09,,
2005-03-01,53.51,,
2005-03-02,53.59,,
2005-03-03,53.48,,
2005-03-04,53.85,,
2005-03-07,53.7,,
2005-03-08,53.35,,
2005-03-09,53.0,,
2005-03-10,53.27,,
2005-03-11,52.51,,
2005-03-14,53.25,,
2005-03-15,52.92,,
2005-03-16,52.81,,
2005-03-17,52.75,,
2005-03-18,53.4,,
2005-03-21,52.74,,
2005-03-22,52.05,,
2005-03-23,52.83,,
2005-03-24,52.6,,
2005-03-28,52.51,,
2005-03-29,51.86,,
2005-03-30,53.36,,
2005-03-31,53.0,,
2005-04-01,52.61,,
2005-04-04,53.9,,
2005-04-05,54.0,,
2005-04-06,53.96,,
2005-04-07,55.07,,
2005-04-08,54.5,,
2005-04-11,55.34,,
2005-04-12,55.52,,
2005-04-13,55.21,,
2005-04-14,55.0,,
2005-04-15,54.8,,
2005-04-18,54.6,,
2005-04-19,54.33,,
2005-04-20,53.39,,
2005-04-21,54.19,,
2005-04-22,53.89,,
2005-04-25,53.83,,
2005-04-26,53.37,,
2005-04-27,53.53,,
2005-04-28,53.99,,
2005-04-29,54.15,,
2005-05-02,54.8,,
2005-05-03,54.9,,
2005-05-04,55.14,,
2005-05-05,54.78,,
2005-05-06,54.75,,
2005-05-09,54.98,,
2005-05-10,54.88,,
2005-05-11,55.48,,
2005-05-12,55.44,,
2005-05-13,54.75,,
2005-05-16,55.14,,
2005-05-17,55.63,,
2005-05-18,56.4,,
2005-05-19,56.62,,
2005-05-20,56.48,,
2005-05-23,56.48,,
2005-05-24,56.0,,
2005-05-25,55.73,,
2005-05-26,55.81,,
2005-05-27,55.76,,
2005-05-31,55.15,,
2005-06-01,56.12,,
2005-06-02,55.97,,
2005-06-03,55.27,,
2005-06-06,55.31,,
2005-06-07,55.45,,
2005-06-08,55.31,,
2005-06-09,55.2,,
2005-06-10,54.75,,
2005-06-13,54.31,,
2005-06-14,54.39,,
2005-06-15,54.4,,
2005-06-16,54.25,,
2005-06-17,54.42,,
2005-06-20,54.25,,
2005-06-21,54.33,,
2005-06-22,54.44,,
2005-06-23,53.66,,
2005-06-24,52.82,,
2005-06-27,52.67,,
2005-06-28,53.33,,
2005-06-29,53.47,,
2005-06-30,52.75,,
2005-07-01,52.9,,
2005-07-05,52.75,,
2005-07-06,52.5,,
2005-07-07,52.16,,
2005-07-08,52.96,,
2005-07-11,53.9,,
2005-07-12,53.94,,
2005-07-13,54.58,,
2005-07-14,54.75,,
2005-07-15,54.5,,
2005-07-18,54.62,,
2005-07-19,54.88,,
2005-07-20,55.02,,
2005-07-21,55.13,,
2005-07-22,54.99,,
2005-07-25,54.94,,
2005-07-26,55.11,,
2005-07-27,55.37,,
2005-07-28,55.82,,
2005-07-29,55.63,,
2005-08-01,55.32,,
2005-08-02,55.36,,
2005-08-03,55.0,,
2005-08-04,54.17,,
2005-08-05,54.1,,
2005-08-08,54.25,,
2005-08-09,53.94,,
2005-08-10,53.71,,
2005-08-11,53.66,,
2005-08-12,53.55,,
2005-08-15,54.18,,
2005-08-16,53.58,,
2005-08-17,53.42,,
2005-08-18,54.18,,
2005-08-19,54.54,,
2005-08-22,55.16,,
2005-08-23,55.4,,
2005-08-24,54.62,,
2005-08-25,55.0,,
2005-08-26,54.96,,
2005-08-29,55.64,,
2005-08-30,55.4,,
2005-08-31,55.48,,
2005-09-01,55.76,,
2005-09-02,55.99,,
2005-09-06,56.57,,
2005-09-07,56.26,,
2005-09-08,56.15,,
2005-09-09,56.9,,
2005-09-12,56.56,,
2005-09-13,55.54,,
2005-09-14,55.02,,
2005-09-15,55.5,,
2005-09-16,55.95,,
2005-09-19,55.56,,
2005-09-20,56.04,,
2005-09-21,55.9,,
2005-09-22,56.69,,
2005-09-23,56.74,,
2005-09-26,56.59,,
2005-09-27,57.1,,
2005-09-28,57.44,,
2005-09-29,58.14,,
2005-09-30,59.46,,
2005-10-03,59.31,,
2005-10-04,58.08,,
2005-10-05,57.11,,
2005-10-06,56.22,,
2005-10-07,56.04,,
2005-10-10,55.84,,
2005-10-11,56.01,,
2005-10-12,56.03,,
2005-10-13,56.2,,
2005-10-14,56.11,,
2005-10-17,55.78,,
2005-10-18,55.35,,
2005-10-19,55.67,,
2005-10-20,55.17,,
2005-10-21,54.81,,
2005-10-24,55.1,,
2005-10-25,55.59,,
2005-10-26,54.99,,
2005-10-27,55.02,,
2005-10-28,55.92,,
2005-10-31,55.99,,
2005-11-01,55.25,,
2005-11-02,55.65,,
2005-11-03,55.96,,
2005-11-04,55.92,,
2005-11-07,55.58,,
2005-11-08,55.71,,
2005-11-09,56.0,,
2005-11-10,56.37,,
2005-11-11,56.37,,
2005-11-14,55.92,,
2005-11-15,56.0,,
2005-11-16,56.6,,
2005-11-17,57.15,,
2005-11-18,57.45,,
2005-11-21,57.64,,
2005-11-22,57.14,,
2005-11-23,57.01,,
2005-11-25,57.28,,
2005-11-28,57.11,,
2005-11-29,57.68,,
2005-11-30,57.19,,
2005-12-01,57.64,,
2005-12-02,57.36,,
2005-12-05,57.43,,
2005-12-06,57.41,,
2005-12-07,57.04,,
2005-12-08,57.01,,
2005-12-09,57.33,,
2005-12-12,56.91,,
2005-12-13,58.51,,
2005-12-14,59.62,,
2005-12-15,58.99,,
2005-12-16,58.11,,
2005-12-19,58.55,,
2005-12-20,58.21,,
2005-12-21,58.52,,
2005-12-22,58.78,,
2005-12-23,58.88,,
2005-12-27,58.6,,
2005-12-28,58.54,,
2005-12-29,58.42,,
2005-12-30,57.88,,
2006-01-03,58.78,,
2006-01-04,58.89,,
2006-01-05,58.7,,
2006-01-06,58.64,,
2006-01-09,59.08,,
2006-01-10,58.85,,
2006-01-11,59.06,,
2006-01-12,58.41,,
2006-01-13,58.9,,
2006-01-17,58.65,,
2006-01-18,58.67,,
2006-01-19,58.51,,
2006-01-20,57.84,,
2006-01-23,57.64,,
2006-01-24,57.87,,
2006-01-25,58.47,,
2006-01-26,58.82,,
2006-01-27,59.74,,
2006-01-30,59.14,,
2006-01-31,59.23,,
2006-02-01,59.82,,
2006-02-02,59.65,,
2006-02-03,59.68,,
2006-02-06,59.79,,
2006-02-07,59.32,,
2006-02-08,59.47,,
2006-02-09,59.62,,
2006-02-10,59.7,,
2006-02-13,59.44,,
2006-02-14,59.84,,
2006-02-15,60.11,,
2006-02-16,60.73,,
2006-02-17,61.0,,
2006-02-21,60.88,,
2006-02-22,61.94,,
2006-02-23,61.48,,
2006-02-24,61.5,,
2006-02-27,61.35,,
2006-02-28,59.93,,
2006-03-01,60.11,,
2006-03-02,59.55,,
2006-03-03,59.67,,
2006-03-06,59.67,,
2006-03-07,60.3,,
2006-03-08,61.07,,
2006-03-09,61.4,,
2006-03-10,62.25,,
2006-03-13,61.98,,
2006-03-14,60.01,,
2006-03-15,59.9,,
2006-03-16,59.39,,
2006-03-17,59.1,,
2006-03-20,59.18,,
2006-03-21,59.03,,
2006-03-22,59.49,,
2006-03-23,58.65,,
2006-03-24,58.74,,
2006-03-27,58.29,,
2006-03-28,57.53,,
2006-03-29,57.74,,
2006-03-30,57.63,,
2006-03-31,57.63,,
2006-04-03,57.88,,
2006-04-04,58.0,,
2006-04-05,57.62,,
2006-04-06,57.5,,
2006-04-07,57.28,,
2006-04-10,57.15,,
2006-04-11,56.49,,
2006-04-12,56.42,,
2006-04-13,56.6,,
2006-04-17,56.03,,
2006-04-18,56.16,,
2006-04-19,56.07,,
2006-04-20,56.26,,
2006-04-21,56.34,,
2006-04-24,56.6,,
2006-04-25,57.27,,
2006-04-26,58.01,,
2006-04-27,58.38,,
2006-04-28,58.21,,
2006-05-01,57.88,,
2006-05-02,58.11,,
2006-05-03,56.22,,
2006-05-04,55.86,,
2006-05-05,55.73,,
2006-05-08,56.34,,
2006-05-09,56.5,,
2006-05-10,56.34,,
2006-05-11,55.65,,
2006-05-12,55.01,,
2006-05-15,55.57,,
2006-05-16,56.04,,
2006-05-17,55.33,,
2006-05-18,54.89,,
2006-05-19,54.15,,
2006-05-22,54.28,,
2006-05-23,54.49,,
2006-05-24,54.82,,
2006-05-25,55.26,,
2006-05-26,55.13,,
2006-05-30,54.38,,
2006-05-31,54.25,,
2006-06-01,54.48,,
2006-06-02,53.95,,
2006-06-05,53.18,,
2006-06-06,53.37,,
2006-06-07,53.24,,
2006-06-08,54.74,,
2006-06-09,54.45,,
2006-06-12,54.31,,
2006-06-13,54.13,,
2006-06-14,54.83,,
2006-06-15,54.88,,
2006-06-16,55.02,,
2006-06-19,54.87,,
2006-06-20,55.58,,
2006-06-21,55.82,,
2006-06-22,55.85,,
2006-06-23,55.73,,
2006-06-26,55.99,,
2006-06-27,55.75,,
2006-06-28,55.77,,
2006-06-29,56.99,,
2006-06-30,55.6,,
2006-07-03,56.3,,
2006-07-05,55.93,,
2006-07-06,56.45,,
2006-07-07,56.5,,
2006-07-10,56.98,,
2006-07-11,57.25,,
2006-07-12,56.61,,
2006-07-13,56.54,,
2006-07-14,55.66,,
2006-07-17,55.82,,
2006-07-18,55.81,,
2006-07-19,56.64,,
2006-07-20,56.61,,
2006-07-21,56.07,,
2006-07-24,56.9,,
2006-07-25,56.88,,
2006-07-26,56.67,,
2006-07-27,56.44,,
2006-07-28,56.81,,
2006-07-31,56.2,,
2006-08-01,55.93,,
2006-08-02,58.29,,
2006-08-03,59.45,,
2006-08-04,59.45,,
2006-08-07,59.4,,
2006-08-08,59.72,,
2006-08-09,59.54,,
2006-08-10,60.26,,
2006-08-11,60.26,,
2006-08-14,59.76,,
2006-08-15,60.44,,
2006-08-16,60.42,,
2006-08-17,60.34,,
2006-08-18,60.39,,
2006-08-21,60.78,,
2006-08-22,61.05,,
2006-08-23,60.92,,
2006-08-24,61.05,,
2006-08-25,60.87,,
2006-08-28,60.98,,
2006-08-29,61.2,,
2006-08-30,61.75,,
2006-08-31,61.9,,
2006-09-01,61.91,,
2006-09-05,61.56,,
2006-09-06,61.44,,
2006-09-07,61.53,,
2006-09-08,61.14,,
2006-09-11,61.92,,
2006-09-12,61.85,,
2006-09-13,60.56,,
2006-09-14,60.77,,
2006-09-15,60.9,,
2006-09-18,60.5,,
2006-09-19,60.91,,
2006-09-20,61.63,,
2006-09-21,61.74,,
2006-09-22,61.81,,
2006-09-25,62.29,,
2006-09-26,62.48,,
2006-09-27,62.73,,
2006-09-28,62.26,,
2006-09-29,61.98,,
2006-10-02,62.04,63.66925180624343,-0.025589303471030722
2006-10-03,62.3,64.70925180624344,-0.037231952757812437
2006-10-04,63.34,64.88925180624344,-0.02387532238573864
2006-10-05,63.52,64.45925180624344,-0.014571248966195216
2006-10-06,63.09,64.21925180624343,-0.017584318946139543
2006-10-09,62.85,64.08925180624342,-0.01933634379115501
2006-10-10,62.72,63.84925180624343,-0.017686218307933377
2006-10-11,62.48,63.77925180624342,-0.020371073185217914
2006-10-12,62.41,63.499251806243436,-0.01715377386755823
2006-10-13,62.13,63.41925180624343,-0.02032902895452493
2006-10-16,62.05,63.61925180624343,-0.024666304014745344
2006-10-17,62.25,63.959251806243444,-0.02672407443760294
2006-10-18,62.59,63.86925180624343,-0.020029227994156296
2006-10-19,62.5,64.04925180624345,-0.02418844502555806
2006-10-20,62.68,64.64925180624344,-0.030460550605370895
2006-10-23,63.28,64.24925180624344,-0.015085806900388632
2006-10-24,62.88,64.49925180624344,-0.02510497038179116
2006-10-25,63.13,64.86925180624344,-0.02681165202025715
2006-10-26,63.5,64.92925180624344,-0.022012448418603392
2006-10-27,63.56,65.17925180624344,-0.02484305605496895
2006-10-30,63.81,64.75925180624344,-0.014658165123395128
2006-10-31,63.39,64.40925180624343,-0.01582461801154833
2006-11-01,63.04,64.63925180624344,-0.024741186841660934
2006-11-02,63.27,64.76925180624343,-0.023147585689710093
2006-11-03,63.4,64.92925180624344,-0.02355258629510948
2006-11-06,63.56,65.47925180624344,-0.029310838980301845
2006-11-07,64.11,65.40925180624343,-0.01986342559141485
2006-11-08,64.04,65.16925180624342,-0.017327984823284903
2006-11-09,63.8,65.06925180624344,-0.019506168751146746
2006-11-10,63.7,64.61925180624344,-0.014225664651762782
2006-11-13,63.25,64.56925180624344,-0.020431579572924186
2006-11-14,63.2,64.48925180624343,-0.019991731492202125
2006-11-15,63.12,64.88925180624344,-0.027265714382504358
2006-11-16,63.52,65.22925180624344,-0.026203762252564045
2006-11-17,63.86,65.05925180624342,-0.01843322468286268
2006-11-20,63.69,64.62925180624343,-0.014532920929663296
2006-11-21,63.26,65.00925180624344,-0.026907736324315756
2006-11-22,63.64,64.89925180624344,-0.01940317909985978
2006-11-24,63.53,64.20925180624344,-0.0105787217127703
2006-11-27,62.84,64.43925180624343,-0.02481797602262792
2006-11-28,63.07,64.57925180624343,-0.0233705371931473
2006-11-29,63.21,64.15925180624343,-0.014795244325948587
2006-11-30,62.79,64.05925180624342,-0.019813715746828664
2006-12-01,62.69,64.78925180624344,-0.03240123550926932
2006-12-04,63.42,64.87925180624343,-0.022491810025821013
2006-12-05,63.51,65.16925180624342,-0.02546065453040025
2006-12-06,63.8,65.16925180624342,-0.021010703181224
2006-12-07,63.8,65.25925180624344,-0.02236084180946485
2006-12-08,63.89,65.23925180624343,-0.02068159534156866
2006-12-11,63.87,65.06925180624344,-0.018430391820309477
2006-12-12,63.7,64.76925180624343,-0.016508632976679816
2006-12-13,63.4,64.71925180624343,-0.020384225240937748
2006-12-14,63.35,65.47925180624344,-0.032517961759001235
2006-12-15,64.11,65.52925180624342,-0.02165829407666453
2006-12-18,64.16,65.75925180624344,-0.024319799303002432
2006-12-19,64.39,65.83925180624342,-0.022011972592100304
2006-12-20,64.47,65.41925180624342,-0.014510282218679116
2006-12-21,64.05,65.16925180624342,-0.01717453822503756
2006-12-22,63.8,65.55925180624342,-0.0268345314776135
2006-12-26,64.19,65.78925180624344,-0.02430870943711927
2006-12-27,64.42,65.84925180624343,-0.02170490578160089
2006-12-28,64.48,65.63925180624344,-0.017660953992366557
2006-12-29,64.27,65.56043811206301,-0.019683183169966867
2007-01-03,64.54,65.070438112063,-0.008151752584629635
2007-01-04,64.05,64.520438112063,-0.00729130374542597
2007-01-05,63.5,64.660438112063,-0.01794664784132527
2007-01-08,63.64,64.500438112063,-0.013340035157095698
2007-01-09,63.48,65.260438112063,-0.0272820435101232
2007-01-10,64.24,65.660438112063,-0.0216330891615244
2007-01-11,64.64,66.020438112063,-0.020909254036149405
2007-01-12,65.0,66.020438112063,-0.015456397158875479
2007-01-16,65.0,66.380438112063,-0.020795857203180224
2007-01-17,65.36,66.56043811206301,-0.018035309654090947
2007-01-18,65.54,67.11043811206301,-0.023400802561304057
2007-01-19,66.09,66.740438112063,-0.009745787268744865
2007-01-22,65.72,66.660438112063,-0.01410788975737054
2007-01-23,65.64,66.53043811206301,-0.013383920763653578
2007-01-24,65.51,65.940438112063,-0.006527680500567623
2007-01-25,64.92,65.880438112063,-0.01457850220165946
2007-01-26,64.86,65.900438112063,-0.01578803027521225
2007-01-29,64.88,65.61043811206301,-0.011132955869238681
2007-01-30,64.59,65.89043811206301,-0.0197363706984508
2007-01-31,64.87,66.36043811206301,-0.022459738881562163
2007-02-01,65.34,66.36043811206301,-0.015377205773412617
2007-02-02,65.34,66.17043811206301,-0.012549986606656849
2007-02-05,65.15,65.61043811206301,-0.00701775701111107
2007-02-06,64.59,65.50043811206301,-0.013899725533214946
2007-02-07,64.48,65.61043811206301,-0.01722954677016797
2007-02-08,64.59,65.45043811206301,-0.013146407218692424
2007-02-09,64.43,65.180438112063,-0.01151324130059983
2007-02-12,64.16,65.730438112063,-0.023892098655809657
2007-02-13,64.71,65.900438112063,-0.018064191167267762
2007-02-14,64.88,66.010438112063,-0.01712514178657487
2007-02-15,64.99,66.090438112063,-0.01665048898899868
2007-02-16,65.07,65.900438112063,-0.012601405026334667
2007-02-20,64.88,65.710438112063,-0.012637841656857773
2007-02-21,64.69,65.730438112063,-0.01582886318647647
2007-02-22,64.71,65.840438112063,-0.01716935889975324
2007-02-23,64.82,65.460438112063,-0.009783590372044682
2007-02-26,64.44,62.270438112063005,0.03484096071449838
2007-02-27,61.25,64.510438112063,-0.050541248943298034
2007-02-28,63.49,64.70043811206301,-0.018708344910532082
2007-03-01,63.68,64.180438112063,-0.007797362043387879
2007-03-02,63.16,63.810438112063004,-0.010193287043739119
2007-03-05,62.79,63.960438112063,-0.01829940736197455
2007-03-06,62.94,63.100438112063,-0.0025425831715791825
2007-03-07,62.08,63.330438112063014,-0.01974466227203997
2007-03-08,62.31,63.180438112063,-0.013777019249520017
2007-03-09,62.16,63.11043811206301,-0.01505991941262319
2007-03-12,62.09,62.190438112063006,-0.0016150089163549097
