date,LB,dcf,Deviation
2002-03-07,17.71,18.640447360540357,-0.04991550591806093
2002-03-08,17.9,18.350447360540358,-0.024546941646173326
2002-03-11,17.61,18.380447360540362,-0.041916681646953835
2002-03-12,17.64,18.32044736054036,-0.03714141620831524
2002-03-13,17.58,18.350447360540358,-0.041985208611157954
2002-03-14,17.61,18.69044736054036,-0.05780746387170077
2002-03-15,17.95,18.74044736054036,-0.042178681508143634
2002-03-18,18.0,19.140447360540357,-0.059583108955514
2002-03-19,18.4,19.330447360540358,-0.04813377275684272
2002-03-20,18.59,18.770447360540363,-0.009613375593791273
2002-03-21,18.03,18.71044736054036,-0.03636724164999916
2002-03-22,17.97,18.44044736054036,-0.025511710824708378
2002-03-25,17.7,18.520447360540363,-0.04429954334085939
2002-03-26,17.78,18.49044736054036,-0.03842239977689743
2002-03-27,17.75,18.640447360540357,-0.04776963467225204
2002-03-28,17.9,17.660447360540363,0.013564358510808727
2002-04-01,16.92,16.74044736054036,0.010725677491921326
2002-04-02,16.0,17.470447360540362,-0.08416769932644019
2002-04-03,16.73,18.200447360540362,-0.08079182513548422
2002-04-04,17.46,18.54044736054036,-0.05827515051443011
2002-04-05,17.8,19.24044736054036,-0.07486558568770751
2002-04-08,18.5,19.590447360540363,-0.0556621980331482
2002-04-09,18.85,20.380447360540366,-0.07509390414577166
2002-04-10,19.64,19.630447360540362,0.0004866236252383249
2002-04-11,18.89,19.640447360540357,-0.03820928040814797
2002-04-12,18.9,19.73044736054036,-0.04208963665979537
2002-04-15,18.99,19.910447360540363,-0.046229366114824644
2002-04-16,19.17,19.99044736054036,-0.04104197098459439
2002-04-17,19.25,20.32044736054036,-0.05267833633520436
2002-04-18,19.58,20.19044736054036,-0.03023446433056276
2002-04-19,19.45,19.98044736054036,-0.026548322515938638
2002-04-22,19.24,20.300447360540357,-0.05223763504845891
2002-04-23,19.56,19.53044736054036,0.0015131573237461282
2002-04-24,18.79,19.69044736054036,-0.04573016265465135
2002-04-25,18.95,19.49044736054036,-0.027728833029996625
2002-04-26,18.75,19.720447360540362,-0.049210210234995944
2002-04-29,18.98,19.900447360540362,-0.0462525964298407
2002-04-30,19.16,20.350447360540358,-0.058497355829564834
2002-05-01,19.61,20.580447360540358,-0.04715385159221719
2002-05-02,19.84,20.370447360540357,-0.026040044734996215
2002-05-03,19.63,20.06044736054036,-0.02145751551817654
2002-05-06,19.32,20.84044736054036,-0.07295656058800348
2002-05-07,20.1,20.79044736054036,-0.0332098366411685
2002-05-08,20.05,20.800447360540357,-0.03607842406139772
2002-05-09,20.06,21.14044736054036,-0.05110806512813293
2002-05-10,20.4,21.35044736054036,-0.04451650799116125
2002-05-13,20.61,21.84044736054036,-0.05633801085793866
2002-05-14,21.1,21.63044736054036,-0.024523180297603697
2002-05-15,20.89,22.34044736054036,-0.06492472317731046
2002-05-16,21.6,22.99044736054036,-0.06047935208633015
2002-05-17,22.25,22.24044736054036,0.000429516515777717
2002-05-20,21.5,21.520447360540363,-0.0009501364073803975
2002-05-21,20.78,21.460447360540357,-0.03170704455078155
2002-05-22,20.72,21.48044736054036,-0.035401839997862616
2002-05-23,20.74,21.59044736054036,-0.03938998328004428
2002-05-24,20.85,20.89044736054036,-0.0019361653602860684
2002-05-28,20.15,21.07044736054036,-0.04368428181853068
2002-05-29,20.33,20.94044736054036,-0.029151591178069758
2002-05-30,20.2,21.73044736054036,-0.07042870931959977
2002-05-31,20.99,21.23044736054036,-0.011325590858121348
2002-06-03,20.49,21.30044736054036,-0.03804837273238393
2002-06-04,20.56,22.150447360540362,-0.07180204239909149
2002-06-05,21.41,20.84044736054036,0.027329194503666887
2002-06-06,20.1,21.170447360540358,-0.05056328486168726
2002-06-07,20.43,21.360447360540363,-0.04355935738776706
2002-06-10,20.62,21.39044736054036,-0.03601829113502453
2002-06-11,20.65,21.09044736054036,-0.020883737220502296
2002-06-12,20.35,21.110447360540363,-0.03602232333369637
2002-06-13,20.37,21.120447360540357,-0.035531792851245525
2002-06-14,20.38,21.55044736054036,-0.05431197510467889
2002-06-17,20.81,21.500447360540363,-0.03211316252923824
2002-06-18,20.76,21.69044736054036,-0.04289664224413581
2002-06-19,20.95,21.310447360540362,-0.01691411514935104
2002-06-20,20.57,21.270447360540363,-0.032930542017644115
2002-06-21,20.53,21.210447360540364,-0.032080764208974544
2002-06-24,20.47,20.830447360540358,-0.017303870353891804
2002-06-25,20.09,20.54044736054036,-0.02192977361367987
2002-06-26,19.8,21.34044736054036,-0.07218439869206905
2002-06-27,20.6,22.04044736054036,-0.06535472429290301
2002-06-28,21.3,21.64044736054036,-0.015731992729555944
2002-07-01,20.9,21.04044736054036,-0.00667511284972766
2002-07-02,20.3,21.210447360540364,-0.04292447703079316
2002-07-03,20.47,21.64044736054036,-0.054086098177183684
2002-07-05,20.9,21.55044736054036,-0.0301825456176541
2002-07-08,20.81,21.35044736054036,-0.025313163298826713
2002-07-09,20.61,20.59044736054036,0.0009495976030666764
2002-07-10,19.85,20.250447360540363,-0.01977474143710356
2002-07-11,19.51,19.74044736054036,-0.011673867178968123
2002-07-12,19.0,19.080447360540358,-0.004216219830711521
2002-07-15,18.34,18.19044736054036,0.008221493209895181
2002-07-16,17.45,17.140447360540357,0.018059775975991954
2002-07-17,16.4,18.130447360540362,-0.09544427261660182
2002-07-18,17.39,17.24044736054036,0.00867452197336438
2002-07-19,16.5,16.830447360540358,-0.019633902383076607
2002-07-22,16.09,16.69044736054036,-0.03597551027661139
2002-07-23,15.95,17.720447360540362,-0.09990985693074372
2002-07-24,16.98,17.840447360540363,-0.048230144858559254
2002-07-25,17.1,18.340447360540363,-0.06763452036667306
2002-07-26,17.6,19.48044736054036,-0.09652998854376404
2002-07-29,18.74,19.21044736054036,-0.024489141336015652
2002-07-30,18.47,18.71044736054036,-0.012850968013060737
2002-07-31,17.97,17.74044736054036,0.012939506811436186
2002-08-01,17.0,17.160447360540363,-0.009349835535716
2002-08-02,16.42,18.3494423263227,-0.10514991638491744
2002-08-05,16.07,17.879442326322696,-0.10120239173560663
2002-08-06,15.6,17.019442326322697,-0.08340122426498964
2002-08-07,14.74,17.359442326322696,-0.1508943822665748
2002-08-08,15.08,17.209442326322698,-0.12373685828654712
2002-08-09,14.93,15.879442326322698,-0.05979065931987082
2002-08-12,13.6,16.6694423263227,-0.18413587366841577
2002-08-13,14.39,17.5094423263227,-0.17815772017096776
2002-08-14,15.23,18.249442326322697,-0.16545395044578992
2002-08-15,15.97,18.0994423263227,-0.1176523722626398
2002-08-16,15.82,18.619442326322698,-0.15035049263344835
2002-08-19,16.34,18.2594423263227,-0.10512053391442533
2002-08-20,15.98,18.889442326322698,-0.15402478675976317
2002-08-21,16.61,19.1894423263227,-0.13441986913733317
2002-08-22,16.91,18.5094423263227,-0.08641223750150995
2002-08-23,16.23,19.1494423263227,-0.1524557361291745
2002-08-26,16.87,18.229442326322697,-0.07457399420056354
2002-08-27,15.95,17.679442326322697,-0.09782222167425225
2002-08-28,15.4,17.5794423263227,-0.12397676137082547
2002-08-29,15.3,17.569442326322697,-0.12916985548952786
2002-08-30,15.29,16.999442326322697,-0.10055872972231106
2002-09-03,14.72,17.4394423263227,-0.1559363123795554
2002-09-04,15.16,17.369442326322698,-0.12720283615406447
2002-09-05,15.09,18.379442326322696,-0.1789740008385139
2002-09-06,16.1,18.629442326322696,-0.13577659932142405
2002-09-09,16.35,18.959442326322698,-0.13763286289807308
2002-09-10,16.68,19.089442326322697,-0.12621858119973905
2002-09-11,16.81,17.779442326322698,-0.05452602553722552
2002-09-12,15.5,18.0594423263227,-0.1417232204669001
2002-09-13,15.78,18.229442326322697,-0.1343673757252457
2002-09-16,15.95,18.209442326322698,-0.12408080850760361
2002-09-17,15.93,18.4394423263227,-0.13609100979916378
2002-09-18,16.16,18.249442326322697,-0.11449348911385193
2002-09-19,15.97,18.2594423263227,-0.12538402243655888
2002-09-20,15.98,17.6894423263227,-0.09663630400484524
2002-09-23,15.41,17.6894423263227,-0.12885891393708804
2002-09-24,15.41,17.8494423263227,-0.1366677054512362
2002-09-25,15.57,17.9894423263227,-0.13449234736879512
2002-09-26,15.71,17.429442326322697,-0.09865159734490869
2002-09-27,15.15,16.619442326322698,-0.08841706583591691
2002-09-30,14.34,16.3094423263227,-0.12075473133401438
2002-10-01,14.03,16.229442326322697,-0.13552174388367
2002-10-02,13.95,15.679442326322697,-0.11029998965073551
2002-10-03,13.4,16.0094423263227,-0.16299395526302984
2002-10-04,13.73,15.179442326322697,-0.09548719216181056
2002-10-07,12.9,16.1894423263227,-0.2031844124101999
2002-10-08,13.91,15.419442326322697,-0.09789214774297716
2002-10-09,13.14,15.789442326322698,-0.16779834724788167
2002-10-10,13.51,17.029442326322698,-0.20666809040966871
2002-10-11,14.75,16.799442326322698,-0.12199466425807892
2002-10-14,14.52,17.5794423263227,-0.17403523214963545
2002-10-15,15.3,16.979442326322697,-0.0989103348653041
2002-10-16,14.7,17.6694423263227,-0.16805523748188889
2002-10-17,15.39,18.339442326322697,-0.16082508256477057
2002-10-18,16.06,18.979442326322697,-0.15382129127543998
2002-10-21,16.7,18.2594423263227,-0.08540470724424132
2002-10-22,15.98,18.1494423263227,-0.11953217555209883
2002-10-23,15.87,17.5994423263227,-0.09826688222592428
2002-10-24,15.32,18.629442326322696,-0.17764580755305692
2002-10-25,16.35,17.7394423263227,-0.0783250285304049
2002-10-28,15.46,17.779442326322698,-0.1304564161097861
2002-10-29,15.5,17.659442326322697,-0.12228258890734556
2002-10-30,15.38,17.949442326322696,-0.14314886666727422
2002-10-31,15.67,18.569442326322697,-0.15614051705864418
2002-11-01,16.29,17.30792952051729,-0.05881289956205393
2002-11-04,15.6,17.777929520517294,-0.12250748986285331
2002-11-05,16.07,17.59792952051729,-0.08682439139990239
2002-11-06,15.89,17.087929520517292,-0.07010384254446689
2002-11-07,15.38,16.68792952051729,-0.07837578166358095
2002-11-08,14.98,15.867929520517292,-0.055957490822554745
2002-11-11,14.16,16.707929520517293,-0.15249822052388018
2002-11-12,15.0,16.957929520517293,-0.11545805271500897
2002-11-13,15.25,17.337929520517292,-0.12042553974201398
2002-11-14,15.63,17.41792952051729,-0.10264879751701916
2002-11-15,15.71,16.98792952051729,-0.07522573713140623
2002-11-18,15.28,17.027929520517294,-0.1026507373319333
2002-11-19,15.32,17.75792952051729,-0.1372868113763227
2002-11-20,16.05,17.817929520517293,-0.09922193925402645
2002-11-21,16.11,18.567929520517293,-0.1323749919344166
2002-11-22,16.86,18.387929520517293,-0.08309415798077902
2002-11-25,16.68,17.907929520517293,-0.06856903915723156
2002-11-26,16.2,18.957929520517293,-0.14547630412553825
2002-11-27,17.25,18.71792952051729,-0.07842371235067691
2002-11-29,17.01,18.517929520517292,-0.08143078408666327
2002-12-02,16.81,17.87792952051729,-0.05973451899403126
2002-12-03,16.17,17.707929520517293,-0.08684976517075982
2002-12-04,16.0,16.767929520517292,-0.045797516000866456
2002-12-05,15.06,16.89792952051729,-0.10876655144558955
2002-12-06,15.19,16.41792952051729,-0.07479198390897968
2002-12-09,14.71,16.64792952051729,-0.1164066389234133
2002-12-10,14.94,16.407929520517293,-0.08946464078125893
2002-12-11,14.7,16.337929520517292,-0.10025318804689232
2002-12-12,14.63,16.277929520517294,-0.10123704728173089
2002-12-13,14.57,16.707929520517293,-0.12795897408424672
2002-12-16,15.0,15.817929520517293,-0.05170901282979945
2002-12-17,14.11,15.457929520517292,-0.0871998749074504
2002-12-18,13.75,15.627929520517291,-0.12016495966735918
2002-12-19,13.92,15.737929520517293,-0.11551262306438004
2002-12-20,14.03,15.527929520517292,-0.09646679027864313
2002-12-23,13.82,15.307929520517291,-0.0971999197228477
2002-12-24,13.6,15.517929520517292,-0.12359442140663612
2002-12-26,13.81,15.327929520517293,-0.0990303040267414
2002-12-27,13.62,15.667929520517292,-0.1307083694648684
2002-12-30,13.96,15.637929520517291,-0.1072987007848969
2002-12-31,13.93,15.707929520517292,-0.11318675183734472
2003-01-02,14.0,15.107929520517292,-0.07333430560505794
2003-01-03,13.4,15.187929520517292,-0.11772042516407433
2003-01-06,13.48,15.757929520517292,-0.144557666510144
2003-01-07,14.05,15.457929520517292,-0.09108137791989201
2003-01-08,13.75,15.887929520517291,-0.13456312968637107
2003-01-09,14.18,15.647929520517293,-0.09380982439833774
2003-01-10,13.94,15.427929520517292,-0.09644388889244826
2003-01-13,13.72,15.317929520517293,-0.10431759190280754
2003-01-14,13.61,14.887929520517291,-0.08583661809764465
2003-01-15,13.18,14.687929520517292,-0.10266453950578225
2003-01-16,12.98,14.457929520517292,-0.10222276422221843
2003-01-17,12.75,14.107929520517292,-0.09625292772709437
2003-01-21,12.4,14.157929520517293,-0.1241657205574973
2003-01-22,12.45,14.677929520517292,-0.15178772437917898
2003-01-23,12.97,14.207929520517292,-0.08712948066990545
2003-01-24,12.5,14.107929520517292,-0.11397345855597485
2003-01-27,12.4,14.307929520517291,-0.13334770190063894
2003-01-28,12.6,14.227929520517291,-0.11441787915590573
2003-01-29,12.52,13.907929520517293,-0.09979411518226255
2003-01-30,12.2,14.297929520517291,-0.1467296028775913
2003-01-31,12.59,14.367929520517292,-0.12374291772370005
2003-02-03,12.66,14.257929520517292,-0.11207304105535498
2003-02-04,12.55,14.057929520517291,-0.1072654062119528
2003-02-05,12.35,13.777929520517292,-0.10363890440801737
2003-02-06,12.07,13.377929520517291,-0.09776770900993037
2003-02-07,11.67,13.457929520517292,-0.13285323851573916
2003-02-10,11.75,13.307929520517291,-0.11706776160148558
2003-02-11,11.6,13.207929520517292,-0.12173971083200608
2003-02-12,11.5,13.007929520517292,-0.11592386921676112
2003-02-13,11.3,13.267929520517292,-0.14832227722299252
2003-02-14,11.56,13.597929520517292,-0.1498705753285714
2003-02-18,11.89,13.147929520517293,-0.09567510371532628
2003-02-19,11.44,12.787929520517292,-0.10540639267323437
2003-02-20,11.08,12.977929520517291,-0.14624285927248903
2003-02-21,11.27,12.757929520517292,-0.11662782100531321
2003-02-24,11.05,12.817929520517293,-0.13792629439001192
2003-02-25,11.11,12.827929520517293,-0.13392102893686753
2003-02-26,11.12,12.967929520517291,-0.14249996636653361
2003-02-27,11.26,13.587929520517292,-0.1713233437811258
2003-02-28,11.88,13.577929520517293,-0.12505069480229591
2003-03-03,11.87,13.067929520517293,-0.09166942005896839
2003-03-04,11.36,13.267929520517292,-0.14380009462417664
2003-03-05,11.56,13.247929520517292,-0.12741081675466093
2003-03-06,11.54,13.567929520517293,-0.14946492148641233
2003-03-07,11.86,13.307929520517291,-0.10880201298669112
2003-03-10,11.6,13.347929520517292,-0.13095135974688243
2003-03-11,11.64,13.227929520517291,-0.120043693765855
2003-03-12,11.52,13.917929520517292,-0.1722906785080608
2003-03-13,12.21,14.157929520517293,-0.13758576193605176
2003-03-14,12.45,14.707929520517292,-0.153517836577033
2003-03-17,13.0,14.607929520517292,-0.11007237666767933
2003-03-18,12.9,14.887929520517291,-0.1335262581528005
2003-03-19,13.18,14.817929520517293,-0.11053700304414138
2003-03-20,13.11,15.267929520517292,-0.14133740384493076
2003-03-21,13.56,14.657929520517293,-0.07490345201759063
2003-03-24,12.95,14.947929520517292,-0.13365928155969464
2003-03-25,13.24,15.007929520517292,-0.11779969502790921
2003-03-26,13.3,14.927929520517292,-0.10905259957717695
2003-03-27,13.22,14.577929520517293,-0.09314968347227315
2003-03-28,12.87,14.577929520517293,-0.11715857990076828
2003-03-31,12.87,14.477929520517291,-0.11106073684352635
2003-04-01,12.77,14.997929520517292,-0.14854913923081625
2003-04-02,13.29,15.097929520517292,-0.11974685125271067
2003-04-03,13.39,15.397929520517293,-0.13040256599705724
2003-04-04,13.69,15.527929520517292,-0.11836281959477002
2003-04-07,13.82,15.517929520517292,-0.10941727234115517
2003-04-08,13.81,15.147929520517293,-0.08832425043337555
2003-04-09,13.44,15.307929520517291,-0.12202365564942641
2003-04-10,13.6,15.197929520517292,-0.10514126403600421
2003-04-11,13.49,15.537929520517292,-0.13180195712775455
2003-04-14,13.83,15.897929520517293,-0.13007539867682127
2003-04-15,14.19,15.367929520517292,-0.07664855040782637
2003-04-16,13.66,15.757929520517292,-0.13313484603327652
2003-04-17,14.05,15.577929520517293,-0.09808296529425786
2003-04-21,13.87,15.997929520517292,-0.13301280755039147
2003-04-22,14.29,15.997929520517292,-0.10675941023036006
2003-04-23,14.29,15.607929520517292,-0.08443974063214588
2003-04-24,13.9,15.457929520517292,-0.10078513545099643
2003-04-25,13.75,15.937929520517292,-0.13727815257939968
2003-04-28,14.23,16.39792952051729,-0.13220751545521348
2003-04-29,14.69,16.247929520517292,-0.09588480295597024
2003-04-30,14.54,15.597929520517292,-0.06782499684497922
2003-05-01,13.89,15.627929520517291,-0.11120663925669949
2003-05-02,13.92,18.28004675887731,-0.2385139828354076
2003-05-05,13.91,18.520046758877314,-0.2489219826978868
2003-05-06,14.15,18.170046758877312,-0.22124581253007747
2003-05-07,13.8,18.290046758877313,-0.24549126735818816
2003-05-08,13.92,18.390046758877308,-0.24306880876849923
2003-05-09,14.02,18.87004675887731,-0.25702356866686793
2003-05-12,14.5,18.78004675887731,-0.22790394581175033
2003-05-13,14.41,18.670046758877312,-0.2281754734680419
2003-05-14,14.3,18.170046758877312,-0.21299046778658004
2003-05-15,13.8,17.920046758877312,-0.22991272368395488
2003-05-16,13.55,17.45004675887731,-0.22349778271472254
2003-05-19,13.08,17.640046758877308,-0.2585053668626176
2003-05-20,13.27,17.810046758877313,-0.25491492640884583
2003-05-21,13.44,18.170046758877312,-0.260321110982632
2003-05-22,13.8,18.170046758877312,-0.24050828359823806
2003-05-23,13.8,18.59004675887731,-0.2576672786791091
2003-05-27,14.22,18.95004675887731,-0.24960607322309003
2003-05-28,14.58,19.110046758877314,-0.23705053242598384
2003-05-29,14.74,19.63004675887731,-0.2491102960142405
2003-05-30,15.26,19.82004675887731,-0.23007245211643546
2003-06-02,15.45,19.71004675887731,-0.21613580175595515
2003-06-03,15.34,19.920046758877312,-0.22992148634571996
2003-06-04,15.55,20.060046758877313,-0.2248273303192302
2003-06-05,15.69,19.97004675887731,-0.2143233218507461
2003-06-06,15.6,19.68004675887731,-0.2073189565485598
2003-06-09,15.31,19.96004675887731,-0.23296772873586502
2003-06-10,15.59,20.470046758877313,-0.23839939480162486
2003-06-11,16.1,20.70004675887731,-0.2222239791272238
2003-06-12,16.33,20.22004675887731,-0.19238564605046937
2003-06-13,15.85,20.77004675887731,-0.2368818335362889
2003-06-16,16.4,20.32004675887731,-0.19291524303037066
2003-06-17,15.95,20.170046758877312,-0.2092234494706846
2003-06-18,15.8,19.87004675887731,-0.20483327534490792
2003-06-19,15.5,20.01004675887731,-0.2253891164385441
2003-06-20,15.64,19.70004675887731,-0.20609325493340547
2003-06-23,15.33,19.850046758877316,-0.22770962777988746
2003-06-24,15.48,19.610046758877314,-0.21060871550485583
2003-06-25,15.24,19.70004675887731,-0.22639777526758953
2003-06-26,15.33,19.38004675887731,-0.20898023669742316
2003-06-27,15.01,19.87004675887731,-0.24459161157766252
2003-06-30,15.5,19.980046758877315,-0.2242260397557273
2003-07-01,15.61,20.020046758877314,-0.22028154139659073
2003-07-02,15.65,19.890046758877308,-0.21317429819439182
2003-07-03,15.52,20.32004675887731,-0.23622222998971654
2003-07-07,15.95,20.690046758877312,-0.22909792394952122
2003-07-08,16.32,20.390046758877308,-0.19960948628552377
2003-07-09,16.02,20.560046758877313,-0.22081889268646893
2003-07-10,16.19,21.01004675887731,-0.22941627946833143
2003-07-11,16.64,21.03004675887731,-0.20875116490286272
2003-07-14,16.66,20.640046758877308,-0.19283128596428611
2003-07-15,16.27,20.43004675887731,-0.20362394702154452
2003-07-16,16.06,20.16004675887731,-0.20337486355639978
2003-07-17,15.79,20.580046758877312,-0.23275198618346682
2003-07-18,16.21,20.810046758877313,-0.22104932353960172
2003-07-21,16.44,20.91004675887731,-0.21377507235748106
2003-07-22,16.54,21.330046758877312,-0.22456803836511763
2003-07-23,16.96,21.220046758877313,-0.20075576681258445
2003-07-24,16.85,21.190046758877312,-0.20481534600951745
2003-07-25,16.82,21.390046758877315,-0.2136529578637153
2003-07-28,17.02,21.220046758877313,-0.1979282518366856
2003-07-29,16.85,21.12004675887731,-0.20217979664663843
2003-07-30,16.75,21.080046758877312,-0.20540973217024894
2003-07-31,16.71,21.040046758877313,-0.2058002441011857
2003-08-01,16.67,21.042457802502422,-0.20779216209156126
2003-08-04,16.79,20.53245780250242,-0.18227032723020153
2003-08-05,16.28,20.37245780250242,-0.20088188878220326
2003-08-06,16.12,20.70245780250242,-0.22134849138291746
2003-08-07,16.45,21.24245780250242,-0.22560750018003362
2003-08-08,16.99,21.45245780250242,-0.20801615570509957
2003-08-11,17.2,21.60245780250242,-0.20379430168322987
2003-08-12,17.35,21.42245780250242,-0.19010226744508762
2003-08-13,17.17,21.32245780250242,-0.19474573902146886
2003-08-14,17.07,21.26245780250242,-0.19717653723028217
2003-08-15,17.01,21.43245780250242,-0.2063439407302161
2003-08-18,17.18,21.59245780250242,-0.20435180852783907
2003-08-19,17.34,21.66245780250242,-0.19953681350059438
2003-08-20,17.41,20.87245780250242,-0.16588644400504204
2003-08-21,16.62,20.50245780250242,-0.18936548192912495
2003-08-22,16.25,20.50245780250242,-0.20741209875741762
2003-08-25,16.25,20.73245780250242,-0.21620484388307226
2003-08-26,16.48,20.84245780250242,-0.20930630369219927
2003-08-27,16.59,21.34245780250242,-0.22267621875982768
2003-08-28,17.09,21.21245780250242,-0.19434135548479903
2003-08-29,16.96,21.05245780250242,-0.19439335021566773
2003-09-02,16.8,21.12245780250242,-0.2046380133845186
2003-09-03,16.87,20.74245780250242,-0.18669233122582218
2003-09-04,16.49,20.37245780250242,-0.19057385417804262
2003-09-05,16.12,20.43245780250242,-0.21105918065198503
2003-09-08,16.18,19.99245780250242,-0.19069480301842745
2003-09-09,15.74,19.94245780250242,-0.21072918113308414
2003-09-10,15.69,20.152457802502422,-0.2214349160899024
2003-09-11,15.9,20.03245780250242,-0.2062881071930276
2003-09-12,15.78,20.222457802502422,-0.21967942007289998
2003-09-15,15.97,20.61245780250242,-0.22522582444965922
2003-09-16,16.36,20.67245780250242,-0.20860885743253976
2003-09-17,16.42,20.61245780250242,-0.20339436677917366
2003-09-18,16.36,20.46245780250242,-0.20048705009428136
2003-09-19,16.21,20.10245780250242,-0.19363094009419457
2003-09-22,15.85,20.05245780250242,-0.20957320264142287
2003-09-23,15.8,19.62245780250242,-0.19480015403651163
2003-09-24,15.37,19.36245780250242,-0.2061958168340815
2003-09-25,15.11,19.152457802502422,-0.2110673128319982
2003-09-26,14.9,19.50245780250242,-0.23599373212907881
2003-09-29,15.25,19.33245780250242,-0.21117117358838788
2003-09-30,15.08,20.01245780250242,-0.24646936679040243
2003-10-01,15.76,20.28245780250242,-0.22297385487198929
2003-10-02,16.03,20.48245780250242,-0.21737907849898974
2003-10-03,16.23,20.42245780250242,-0.20528664292251386
2003-10-06,16.17,20.60245780250242,-0.21514218570388444
2003-10-07,16.35,20.25245780250242,-0.1926905781292494
2003-10-08,16.0,21.26245780250242,-0.24749997631426557
2003-10-09,17.01,21.132457802502422,-0.19507706301981853
2003-10-10,16.88,21.53245780250242,-0.2160671970276301
2003-10-13,17.28,21.78245780250242,-0.20670109146200966
2003-10-14,17.53,21.92245780250242,-0.20036338270433462
2003-10-15,17.67,21.87245780250242,-0.19213468556888091
2003-10-16,17.62,21.64245780250242,-0.18585956545274263
2003-10-17,17.39,21.78245780250242,-0.20165115628034425
2003-10-20,17.53,21.84245780250242,-0.19743464043722925
2003-10-21,17.59,21.37245780250242,-0.17697813875480184
2003-10-22,17.12,21.34245780250242,-0.19784309012466839
2003-10-23,17.09,21.24245780250242,-0.1954791597615061
2003-10-24,16.99,21.35245780250242,-0.20430705649216463
2003-10-27,17.1,21.64245780250242,-0.2098864114212201
2003-10-28,17.39,21.64245780250242,-0.19648682424649233
2003-10-29,17.39,21.55245780250242,-0.19313146744772303
2003-10-30,17.3,21.85245780250242,-0.20832703779348327
2003-10-31,17.6,21.24754297231518,-0.17166893024138374
2003-11-03,17.79,20.96754297231518,-0.15154579516115452
2003-11-04,17.51,20.97754297231518,-0.16529786052119744
2003-11-05,17.52,21.417542972315182,-0.1819789962533629
2003-11-06,17.96,21.10754297231518,-0.14911934451316866
2003-11-07,17.65,20.99754297231518,-0.1594254611946192
2003-11-10,17.54,20.85754297231518,-0.15905722820365997
2003-11-11,17.4,21.11754297231518,-0.1760405070414126
2003-11-12,17.66,21.45754297231518,-0.17697939494819248
2003-11-13,18.0,21.257542972315182,-0.1532417446624782
2003-11-14,17.8,20.90754297231518,-0.14863262394964571
2003-11-17,17.45,20.90754297231518,-0.16537299370344483
2003-11-18,17.45,20.94754297231518,-0.16696674053551885
2003-11-19,17.49,21.30754297231518,-0.1791639222445921
2003-11-20,17.85,21.19754297231518,-0.15792127307807324
2003-11-21,17.74,21.257542972315182,-0.1654726972395758
2003-11-24,17.8,21.45754297231518,-0.17045488279036392
2003-11-25,18.0,21.167542972315182,-0.149641504281247
2003-11-26,17.71,21.37754297231518,-0.17156054730259707
2003-11-28,17.92,21.597542972315182,-0.1702759882005671
2003-12-01,18.14,21.31754297231518,-0.1490576553049202
2003-12-02,17.86,21.63754297231518,-0.1745828062432262
2003-12-03,18.18,21.097542972315182,-0.1382882820119702
2003-12-04,17.64,21.077542972315182,-0.1630903078613246
2003-12-05,17.62,21.22754297231518,-0.1699463276093759
2003-12-08,17.77,20.94754297231518,-0.15169048592069745
2003-12-09,17.49,20.827542972315182,-0.1602466011834225
2003-12-10,17.37,20.97754297231518,-0.17197166403501996
2003-12-11,17.52,20.88754297231518,-0.16122255148815723
2003-12-12,17.43,20.62754297231518,-0.15501327407761045
2003-12-15,17.17,20.80754297231518,-0.17481847698957032
2003-12-16,17.35,21.19754297231518,-0.181508912487651
2003-12-17,17.74,21.45754297231518,-0.17325110228657625
2003-12-18,18.0,21.38754297231518,-0.15838859922807125
2003-12-19,17.93,21.397542972315183,-0.16205332438409403
2003-12-22,17.94,21.37754297231518,-0.16080159337146194
2003-12-23,17.92,21.27754297231518,-0.1577974946018803
2003-12-24,17.82,21.42754297231518,-0.16836008575393824
2003-12-26,17.97,21.45754297231518,-0.1625322608844293
2003-12-29,18.0,21.437542972315182,-0.16035153733590113
2003-12-30,17.98,21.487542972315183,-0.16323611205033284
2003-12-31,18.03,21.20754297231518,-0.14983079258465815
2004-01-02,17.75,21.30754297231518,-0.16696167065989176
2004-01-05,17.85,21.54754297231518,-0.17159928522086598
2004-01-06,18.09,21.847542972315182,-0.171989270238611
2004-01-07,18.39,21.45754297231518,-0.14295872441094337
2004-01-08,18.0,21.22754297231518,-0.15204505658165535
2004-01-09,17.77,21.17754297231518,-0.1609036032541531
2004-01-12,17.72,21.03754297231518,-0.15769631352297053
2004-01-13,17.58,21.28754297231518,-0.17416490842258803
2004-01-14,17.83,21.40754297231518,-0.16711600097880264
2004-01-15,17.95,21.60754297231518,-0.16927158154915778
2004-01-16,18.15,21.437542972315182,-0.15335446681370035
2004-01-20,17.98,21.507542972315182,-0.16401422407273047
2004-01-21,18.05,21.26754297231518,-0.15128889014135694
2004-01-22,17.81,21.38754297231518,-0.16727227512510834
2004-01-23,17.93,21.62754297231518,-0.1709645416979776
2004-01-26,18.17,21.577542972315182,-0.15792080575101575
2004-01-27,18.12,21.30754297231518,-0.14959692802012614
2004-01-28,17.85,21.28754297231518,-0.16148143431986317
2004-01-29,17.83,21.65754297231518,-0.17673024946587557
2004-01-30,18.2,24.762343100769964,-0.2650130108473424
2004-02-02,18.74,25.08234310076996,-0.2528608701064802
2004-02-03,19.06,25.08234310076996,-0.24010289136763674
