date,IP,dcf,Deviation
1976-03-02,18.68,,
1976-03-03,18.74,,
1976-03-04,18.83,,
1976-03-05,18.95,,
1976-03-08,19.29,,
1976-03-09,19.51,,
1976-03-10,19.54,,
1976-03-11,19.32,,
1976-03-12,19.08,,
1976-03-15,18.65,,
1976-03-16,18.61,,
1976-03-17,18.34,,
1976-03-18,18.0,,
1976-03-19,17.87,,
1976-03-22,17.84,,
1976-03-23,17.87,,
1976-03-24,17.87,,
1976-03-25,17.78,,
1976-03-26,18.0,,
1976-03-29,17.78,,
1976-03-30,17.47,,
1976-03-31,17.44,,
1976-04-01,17.41,,
1976-04-02,17.23,,
1976-04-05,17.87,,
1976-04-06,18.0,,
1976-04-07,17.6,,
1976-04-08,17.5,,
1976-04-09,17.32,,
1976-04-12,17.41,,
1976-04-13,17.75,,
1976-04-14,17.32,,
1976-04-15,17.63,,
1976-04-19,17.78,,
1976-04-20,18.12,,
1976-04-21,18.31,,
1976-04-22,18.03,,
1976-04-23,17.78,,
1976-04-26,17.78,,
1976-04-27,17.75,,
1976-04-28,17.72,,
1976-04-29,17.6,,
1976-04-30,17.63,,
1976-05-03,17.63,,
1976-05-04,17.5,,
1976-05-05,17.23,,
1976-05-06,17.6,,
1976-05-07,18.0,,
1976-05-10,18.65,,
1976-05-11,18.86,,
1976-05-12,18.8,,
1976-05-13,18.61,,
1976-05-14,18.46,,
1976-05-17,18.18,,
1976-05-18,18.31,,
1976-05-19,18.43,,
1976-05-20,18.49,,
1976-05-21,18.24,,
1976-05-24,18.03,,
1976-05-25,17.87,,
1976-05-26,17.78,,
1976-05-27,17.75,,
1976-05-28,18.03,,
1976-06-01,18.03,,
1976-06-02,17.97,,
1976-06-03,17.94,,
1976-06-04,17.63,,
1976-06-07,17.5,,
1976-06-08,17.75,,
1976-06-09,17.97,,
1976-06-10,17.87,,
1976-06-11,18.12,,
1976-06-14,18.43,,
1976-06-15,18.4,,
1976-06-16,18.55,,
1976-06-17,18.77,,
1976-06-18,18.83,,
1976-06-21,18.89,,
1976-06-22,18.92,,
1976-06-23,18.92,,
1976-06-24,18.86,,
1976-06-25,18.83,,
1976-06-28,18.49,,
1976-06-29,18.31,,
1976-06-30,18.0,,
1976-07-01,17.66,,
1976-07-02,17.91,,
1976-07-06,17.69,,
1976-07-07,17.57,,
1976-07-08,17.69,,
1976-07-09,17.66,,
1976-07-12,18.12,,
1976-07-13,18.18,,
1976-07-14,17.6,,
1976-07-15,17.17,,
1976-07-16,17.23,,
1976-07-19,17.17,,
1976-07-20,17.2,,
1976-07-21,17.26,,
1976-07-22,17.23,,
1976-07-23,17.1,,
1976-07-26,17.07,,
1976-07-27,17.01,,
1976-07-28,16.98,,
1976-07-29,16.98,,
1976-07-30,16.89,,
1976-08-02,16.92,,
1976-08-03,17.01,,
1976-08-04,17.01,,
1976-08-05,16.92,,
1976-08-06,16.77,,
1976-08-09,16.73,,
1976-08-10,16.89,,
1976-08-11,16.86,,
1976-08-12,16.55,,
1976-08-13,16.27,,
1976-08-16,16.09,,
1976-08-17,16.12,,
1976-08-18,16.06,,
1976-08-19,15.87,,
1976-08-20,15.81,,
1976-08-23,15.9,,
1976-08-24,15.96,,
1976-08-25,16.27,,
1976-08-26,16.36,,
1976-08-27,16.43,,
1976-08-30,16.58,,
1976-08-31,16.73,,
1976-09-01,17.41,,
1976-09-02,17.07,,
1976-09-03,17.29,,
1976-09-07,17.29,,
1976-09-08,17.23,,
1976-09-09,17.07,,
1976-09-10,17.2,,
1976-09-13,17.17,,
1976-09-14,17.17,,
1976-09-15,17.01,,
1976-09-16,16.92,,
1976-09-17,17.17,,
1976-09-20,17.1,,
1976-09-21,17.6,,
1976-09-22,17.94,,
1976-09-23,17.84,,
1976-09-24,17.63,,
1976-09-27,17.69,,
1976-09-28,17.66,,
1976-09-29,17.6,,
1976-09-30,17.32,,
1976-10-01,16.77,,
1976-10-04,16.52,,
1976-10-05,16.27,,
1976-10-06,16.36,,
1976-10-07,16.86,,
1976-10-08,16.55,,
1976-10-11,16.7,,
1976-10-12,16.12,,
1976-10-13,16.49,,
1976-10-14,16.21,,
1976-10-15,16.55,,
1976-10-18,16.77,,
1976-10-19,16.89,,
1976-10-20,17.14,,
1976-10-21,16.77,,
1976-10-22,16.61,,
1976-10-25,16.7,,
1976-10-26,16.83,,
1976-10-27,16.95,,
1976-10-28,16.8,,
1976-10-29,16.61,,
1976-11-01,16.49,,
1976-11-03,16.33,,
1976-11-04,16.4,,
1976-11-05,16.21,,
1976-11-08,15.99,,
1976-11-09,15.66,,
1976-11-10,15.66,,
1976-11-11,15.93,,
1976-11-12,16.06,,
1976-11-15,16.15,,
1976-11-16,16.4,,
1976-11-17,16.33,,
1976-11-18,16.7,,
1976-11-19,16.8,,
1976-11-22,16.95,,
1976-11-23,16.83,,
1976-11-24,16.67,,
1976-11-26,16.36,,
1976-11-29,16.36,,
1976-11-30,16.21,,
1976-12-01,16.15,,
1976-12-02,16.03,,
1976-12-03,15.87,,
1976-12-06,15.9,,
1976-12-07,15.75,,
1976-12-08,15.87,,
1976-12-09,16.27,,
1976-12-10,16.36,,
1976-12-13,16.58,,
1976-12-14,16.77,,
1976-12-15,16.77,,
1976-12-16,16.7,,
1976-12-17,16.64,,
1976-12-20,16.61,,
1976-12-21,16.52,,
1976-12-22,16.7,,
1976-12-23,16.73,,
1976-12-27,16.95,,
1976-12-28,16.95,,
1976-12-29,16.83,,
1976-12-30,16.92,,
1976-12-31,16.98,,
1977-01-03,17.1,,
1977-01-04,16.95,,
1977-01-05,16.52,,
1977-01-06,16.03,,
1977-01-07,15.9,,
1977-01-10,16.15,,
1977-01-11,15.29,,
1977-01-12,15.01,,
1977-01-13,15.19,,
1977-01-14,15.07,,
1977-01-17,14.73,,
1977-01-18,14.64,,
1977-01-19,14.55,,
1977-01-20,14.3,,
1977-01-21,14.21,,
1977-01-24,14.11,,
1977-01-25,14.3,,
1977-01-26,14.24,,
1977-01-27,14.24,,
1977-01-28,14.45,,
1977-01-31,14.36,,
1977-02-01,14.45,,
1977-02-02,14.21,,
1977-02-03,14.18,,
1977-02-04,14.05,,
1977-02-07,14.08,,
1977-02-08,14.08,,
1977-02-09,13.47,,
1977-02-10,13.34,,
1977-02-11,13.01,,
1977-02-14,13.07,,
1977-02-15,13.44,,
1977-02-16,13.62,,
1977-02-17,13.71,,
1977-02-18,13.68,,
1977-02-22,13.78,,
1977-02-23,13.87,,
1977-02-24,13.87,,
1977-02-25,13.96,,
1977-02-28,13.9,,
1977-03-01,13.99,,
1977-03-02,13.96,,
1977-03-03,14.24,,
1977-03-04,14.3,,
1977-03-07,14.24,,
1977-03-08,14.15,,
1977-03-09,13.87,,
1977-03-10,13.81,,
1977-03-11,13.84,,
1977-03-14,13.99,,
1977-03-15,14.24,,
1977-03-16,14.52,,
1977-03-17,14.45,,
1977-03-18,14.64,,
1977-03-21,14.48,,
1977-03-22,14.39,,
1977-03-23,14.33,,
1977-03-24,14.18,,
1977-03-25,14.08,,
1977-03-28,13.93,,
1977-03-29,13.99,,
1977-03-30,13.75,,
1977-03-31,13.78,,
1977-04-01,13.87,,
1977-04-04,13.81,,
1977-04-05,13.81,,
1977-04-06,13.81,,
1977-04-07,13.9,,
1977-04-11,13.87,,
1977-04-12,14.3,,
1977-04-13,14.24,,
1977-04-14,14.45,,
1977-04-15,14.36,,
1977-04-18,14.39,,
1977-04-19,14.36,,
1977-04-20,14.36,,
1977-04-21,14.36,,
1977-04-22,14.24,,
1977-04-25,14.08,,
1977-04-26,14.11,,
1977-04-27,14.33,,
1977-04-28,14.3,,
1977-04-29,14.3,,
1977-05-02,14.3,,
1977-05-03,14.27,,
1977-05-04,14.39,,
1977-05-05,14.48,,
1977-05-06,14.39,,
1977-05-09,14.27,,
1977-05-10,14.36,,
1977-05-11,14.3,,
1977-05-12,14.27,,
1977-05-13,14.27,,
1977-05-16,14.24,,
1977-05-17,13.96,,
1977-05-18,14.02,,
1977-05-19,13.68,,
1977-05-20,13.25,,
1977-05-23,13.16,,
1977-05-24,12.97,,
1977-05-25,12.7,,
1977-05-26,12.88,,
1977-05-27,12.64,,
1977-05-31,12.64,,
1977-06-01,12.73,,
1977-06-02,12.57,,
1977-06-03,12.7,,
1977-06-06,12.76,,
1977-06-07,12.88,,
1977-06-08,13.07,,
1977-06-09,12.85,,
1977-06-10,12.82,,
1977-06-13,13.07,,
1977-06-14,13.28,,
1977-06-15,13.19,,
1977-06-16,13.13,,
1977-06-17,13.13,,
1977-06-20,13.13,,
1977-06-21,13.16,,
1977-06-22,13.1,,
1977-06-23,13.07,,
1977-06-24,13.04,,
1977-06-27,12.97,,
1977-06-28,12.76,,
1977-06-29,12.73,,
1977-06-30,12.7,,
1977-07-01,12.39,,
1977-07-05,12.33,,
1977-07-06,12.02,,
1977-07-07,12.08,,
1977-07-08,12.05,,
1977-07-11,12.05,,
1977-07-12,11.83,,
1977-07-13,11.71,,
1977-07-15,11.74,,
1977-07-18,11.77,,
1977-07-19,11.83,,
1977-07-20,11.77,,
1977-07-21,11.71,,
1977-07-22,11.68,,
1977-07-25,11.56,,
1977-07-26,11.43,,
1977-07-27,11.28,,
1977-07-28,11.34,,
1977-07-29,11.43,,
1977-08-01,11.46,,
1977-08-02,11.31,,
1977-08-03,11.22,,
1977-08-04,11.13,,
1977-08-05,11.09,,
1977-08-08,10.97,,
1977-08-09,11.0,,
1977-08-10,11.09,,
1977-08-11,11.09,,
1977-08-12,11.06,,
1977-08-15,10.94,,
1977-08-16,10.94,,
1977-08-17,10.94,,
1977-08-18,11.0,,
1977-08-19,11.31,,
1977-08-22,11.68,,
1977-08-23,11.53,,
1977-08-24,11.46,,
1977-08-25,11.46,,
1977-08-26,11.37,,
1977-08-29,11.4,,
1977-08-30,11.25,,
1977-08-31,11.34,,
1977-09-01,11.37,,
1977-09-02,11.59,,
1977-09-06,11.74,,
1977-09-07,11.65,,
1977-09-08,11.46,,
1977-09-09,11.16,,
1977-09-12,11.25,,
1977-09-13,11.13,,
1977-09-14,11.13,,
1977-09-15,11.09,,
1977-09-16,11.03,,
1977-09-19,10.82,,
1977-09-20,10.69,,
1977-09-21,10.54,,
1977-09-22,10.6,,
1977-09-23,10.82,,
1977-09-26,10.79,,
1977-09-27,10.69,,
1977-09-28,10.69,,
1977-09-29,10.76,,
1977-09-30,10.88,,
1977-10-03,10.88,,
1977-10-04,10.69,,
1977-10-05,10.57,,
1977-10-06,10.45,,
1977-10-07,10.17,,
1977-10-10,10.11,,
1977-10-11,9.99,,
1977-10-12,9.99,,
1977-10-13,9.74,,
1977-10-14,9.92,,
1977-10-17,9.95,,
1977-10-18,9.89,,
1977-10-19,9.86,,
1977-10-20,9.8,,
1977-10-21,9.62,,
1977-10-24,9.68,,
1977-10-25,9.86,,
1977-10-26,9.92,,
1977-10-27,10.05,,
1977-10-28,10.11,,
1977-10-31,10.08,,
1977-11-01,9.99,,
1977-11-02,9.95,,
1977-11-03,10.02,,
1977-11-04,10.14,,
1977-11-07,10.36,,
1977-11-08,10.29,,
1977-11-09,10.14,,
1977-11-10,10.42,,
1977-11-11,10.69,,
1977-11-14,10.42,,
1977-11-15,10.32,,
1977-11-16,10.23,,
1977-11-17,10.29,,
1977-11-18,10.45,,
1977-11-21,10.48,,
1977-11-22,10.76,,
1977-11-23,10.76,,
1977-11-25,10.97,,
1977-11-28,10.79,,
1977-11-29,10.6,,
1977-11-30,10.66,,
1977-12-01,10.69,,
1977-12-02,10.54,,
1977-12-05,10.42,,
1977-12-06,10.23,,
1977-12-07,10.11,,
1977-12-08,10.17,,
1977-12-09,10.29,,
1977-12-12,10.36,,
1977-12-13,10.29,,
1977-12-14,10.32,,
1977-12-15,10.32,,
1977-12-16,10.29,,
1977-12-19,10.17,,
1977-12-20,10.11,,
1977-12-21,10.23,,
1977-12-22,10.51,,
1977-12-23,10.63,,
1977-12-27,10.6,,
1977-12-28,10.57,,
1977-12-29,10.6,,
1977-12-30,10.79,,
1978-01-03,10.66,,
1978-01-04,10.42,,
1978-01-05,10.02,,
1978-01-06,9.89,,
1978-01-09,9.92,,
1978-01-10,9.77,,
1978-01-11,9.68,,
1978-01-12,9.8,,
1978-01-13,9.71,,
1978-01-16,9.62,,
1978-01-17,9.83,,
1978-01-18,10.29,,
1978-01-19,10.17,,
1978-01-20,10.08,,
1978-01-23,10.11,,
1978-01-24,10.05,,
1978-01-25,9.99,,
1978-01-26,9.83,,
1978-01-27,9.89,,
1978-01-30,9.83,,
1978-01-31,9.77,,
1978-02-01,9.86,,
1978-02-02,9.8,,
1978-02-03,9.62,,
1978-02-06,9.68,,
1978-02-07,9.74,,
1978-02-08,9.77,,
1978-02-09,9.74,,
1978-02-10,9.74,,
1978-02-13,9.71,,
1978-02-14,9.49,,
1978-02-15,9.31,,
1978-02-16,9.09,,
1978-02-17,9.25,,
1978-02-21,9.15,,
1978-02-22,9.09,,
1978-02-23,9.12,,
1978-02-24,9.18,,
1978-02-27,9.0,,
1978-02-28,8.91,,
1978-03-01,8.81,,
1978-03-02,8.78,,
1978-03-03,8.88,,
1978-03-06,8.78,,
1978-03-07,8.94,,
1978-03-08,8.91,,
1978-03-09,8.88,,
1978-03-10,9.0,,
1978-03-13,9.09,,
1978-03-14,9.21,,
1978-03-15,9.09,,
1978-03-16,9.15,,
1978-03-17,9.4,,
1978-03-20,9.49,,
1978-03-21,9.31,,
1978-03-22,9.12,,
1978-03-23,9.03,,
1978-03-27,8.94,,
1978-03-28,9.0,,
1978-03-29,9.37,,
1978-03-30,9.21,,
1978-03-31,9.37,,
1978-04-03,9.06,,
1978-04-04,9.0,,
1978-04-05,9.12,,
1978-04-06,9.21,,
1978-04-07,9.31,,
1978-04-10,9.49,,
1978-04-11,9.31,,
1978-04-12,9.34,,
1978-04-13,9.46,,
1978-04-14,9.65,,
1978-04-17,9.68,,
1978-04-18,9.62,,
1978-04-19,9.49,,
1978-04-20,9.49,,
1978-04-21,9.52,,
1978-04-24,9.74,,
1978-04-25,10.17,,
1978-04-26,10.2,,
1978-04-27,10.08,,
1978-04-28,10.17,,
1978-05-01,10.63,,
1978-05-02,10.57,,
1978-05-03,10.42,,
1978-05-04,10.23,,
1978-05-05,10.32,,
1978-05-08,10.32,,
1978-05-09,10.2,,
1978-05-10,10.14,,
1978-05-11,10.39,,
1978-05-12,10.51,,
1978-05-15,10.69,,
1978-05-16,10.91,,
1978-05-17,10.82,,
1978-05-18,10.76,,
1978-05-19,10.66,,
1978-05-22,10.69,,
1978-05-23,10.39,,
1978-05-24,10.39,,
1978-05-25,10.26,,
1978-05-26,10.29,,
1978-05-30,10.29,,
1978-05-31,10.32,,
1978-06-01,10.26,,
1978-06-02,10.36,,
1978-06-05,10.6,,
1978-06-06,10.72,,
1978-06-07,10.79,,
1978-06-08,10.39,,
1978-06-09,10.48,,
1978-06-12,10.6,,
1978-06-13,10.39,,
1978-06-14,10.32,,
1978-06-15,10.11,,
1978-06-16,9.95,,
1978-06-19,9.95,,
1978-06-20,9.86,,
1978-06-21,9.86,,
1978-06-22,9.99,,
1978-06-23,9.89,,
1978-06-26,9.65,,
1978-06-27,9.71,,
1978-06-28,9.77,,
1978-06-29,9.77,,
1978-06-30,9.77,,
1978-07-03,9.55,,
1978-07-05,9.46,,
1978-07-06,9.62,,
1978-07-07,9.68,,
1978-07-10,9.83,,
1978-07-11,9.86,,
1978-07-12,9.92,,
1978-07-13,9.86,,
1978-07-14,9.89,,
1978-07-17,10.05,,
1978-07-18,9.8,,
1978-07-19,10.17,,
1978-07-20,10.05,,
1978-07-21,10.05,,
1978-07-24,9.92,,
1978-07-25,9.89,,
1978-07-26,10.17,,
1978-07-27,10.6,,
1978-07-28,10.91,,
1978-07-31,10.94,,
1978-08-01,11.03,,
1978-08-02,11.03,,
1978-08-03,11.4,,
1978-08-04,11.34,,
1978-08-07,11.22,,
1978-08-08,11.4,,
1978-08-09,11.16,,
1978-08-10,10.85,,
1978-08-11,11.16,,
1978-08-14,11.03,,
1978-08-15,11.37,,
1978-08-16,11.22,,
1978-08-17,11.53,,
1978-08-18,11.56,,
1978-08-21,11.34,,
1978-08-22,11.46,,
1978-08-23,11.62,,
1978-08-24,11.59,,
1978-08-25,11.46,,
1978-08-28,11.19,,
1978-08-29,11.13,,
1978-08-30,10.91,,
1978-08-31,10.97,,
1978-09-01,11.19,,
1978-09-05,11.46,,
1978-09-06,11.56,,
1978-09-07,11.59,,
1978-09-08,11.99,,
1978-09-11,12.02,,
1978-09-12,11.93,,
1978-09-13,11.71,,
1978-09-14,11.53,,
1978-09-15,11.43,,
1978-09-18,11.16,,
1978-09-19,11.13,,
1978-09-20,10.97,,
1978-09-21,10.85,,
1978-09-22,10.85,,
1978-09-25,10.97,,
1978-09-26,10.97,,
1978-09-27,10.91,,
1978-09-28,10.85,,
1978-09-29,10.97,,
1978-10-02,11.09,,
1978-10-03,10.88,,
1978-10-04,11.0,,
1978-10-05,10.94,,
1978-10-06,10.88,,
1978-10-09,11.13,,
1978-10-10,11.0,,
1978-10-11,10.97,,
1978-10-12,11.0,,
1978-10-13,11.09,,
1978-10-16,11.06,,
1978-10-17,10.85,,
1978-10-18,10.36,,
1978-10-19,10.14,,
1978-10-20,10.14,,
1978-10-23,10.26,,
1978-10-24,10.23,,
1978-10-25,10.45,,
1978-10-26,10.29,,
1978-10-27,10.05,,
1978-10-30,10.14,,
1978-10-31,9.86,,
1978-11-01,10.36,,
1978-11-02,10.17,,
1978-11-03,10.23,,
1978-11-06,10.29,,
1978-11-07,10.14,,
1978-11-08,10.26,,
1978-11-09,10.29,,
1978-11-10,10.29,,
1978-11-13,10.02,,
1978-11-14,9.77,,
1978-11-15,9.71,,
1978-11-16,9.8,,
1978-11-17,9.86,,
1978-11-20,9.71,,
1978-11-21,9.62,,
1978-11-22,9.68,,
1978-11-24,9.68,,
1978-11-27,9.68,,
1978-11-28,9.65,,
1978-11-29,9.46,,
1978-11-30,9.46,,
1978-12-01,9.74,,
1978-12-04,9.71,,
1978-12-05,9.77,,
1978-12-06,9.92,,
1978-12-07,9.89,,
1978-12-08,9.74,,
1978-12-11,9.68,,
1978-12-12,9.52,,
1978-12-13,9.46,,
1978-12-14,9.4,,
1978-12-15,9.37,,
1978-12-18,9.03,,
1978-12-19,9.0,,
1978-12-20,9.0,,
1978-12-21,8.78,,
1978-12-22,9.03,,
1978-12-26,9.06,,
1978-12-27,8.97,,
1978-12-28,8.94,,
1978-12-29,9.0,,
1979-01-02,9.09,,
1979-01-03,9.12,,
1979-01-04,9.31,,
1979-01-05,9.4,,
1979-01-08,9.34,,
1979-01-09,9.49,,
1979-01-10,9.37,,
1979-01-11,9.31,,
1979-01-12,9.58,,
1979-01-15,9.71,,
1979-01-16,9.62,,
1979-01-17,9.74,,
1979-01-18,9.74,,
1979-01-19,9.68,,
1979-01-22,9.68,,
1979-01-23,9.86,,
1979-01-24,10.14,,
1979-01-25,10.42,,
1979-01-26,10.54,,
1979-01-29,10.48,,
1979-01-30,10.17,,
1979-01-31,10.2,,
1979-02-01,10.05,,
1979-02-02,9.89,,
1979-02-05,9.83,,
1979-02-06,9.74,,
1979-02-07,9.68,,
1979-02-08,9.8,,
1979-02-09,9.83,,
1979-02-12,9.99,,
1979-02-13,10.17,,
1979-02-14,10.26,,
1979-02-15,10.42,,
1979-02-16,10.39,,
1979-02-20,10.29,,
1979-02-21,10.32,,
1979-02-22,10.29,,
1979-02-23,10.2,,
1979-02-26,10.14,,
1979-02-27,9.83,,
1979-02-28,9.86,,
1979-03-01,10.29,,
1979-03-02,10.66,,
1979-03-05,10.79,,
1979-03-06,10.66,,
1979-03-07,10.85,,
1979-03-08,10.97,,
1979-03-09,11.03,,
1979-03-12,10.91,,
1979-03-13,11.06,,
1979-03-14,11.09,,
1979-03-15,11.0,,
1979-03-16,11.19,,
1979-03-19,11.43,,
1979-03-20,11.34,,
1979-03-21,11.4,,
1979-03-22,11.4,,
1979-03-23,11.43,,
1979-03-26,11.43,,
1979-03-27,11.62,,
1979-03-28,11.65,,
1979-03-29,11.62,,
1979-03-30,11.4,,
1979-04-02,11.22,,
1979-04-03,11.31,,
1979-04-04,11.31,,
1979-04-05,11.4,,
1979-04-06,11.56,,
1979-04-09,11.5,,
1979-04-10,11.65,,
1979-04-11,11.5,,
1979-04-12,11.34,,
1979-04-16,11.25,,
1979-04-17,11.19,,
1979-04-18,11.22,,
1979-04-19,11.16,,
1979-04-20,11.09,,
1979-04-23,11.06,,
1979-04-24,11.16,,
1979-04-25,11.19,,
1979-04-26,11.16,,
1979-04-27,11.09,,
1979-04-30,11.13,,
1979-05-01,11.19,,
1979-05-02,11.16,,
1979-05-03,11.09,,
1979-05-04,11.03,,
1979-05-07,10.79,,
1979-05-08,10.69,,
1979-05-09,10.91,,
1979-05-10,10.69,,
1979-05-11,10.66,,
1979-05-14,10.57,,
1979-05-15,10.72,,
1979-05-16,10.76,,
1979-05-17,11.16,,
1979-05-18,11.13,,
1979-05-21,11.22,,
1979-05-22,11.22,,
1979-05-23,10.97,,
1979-05-24,10.94,,
1979-05-25,10.91,,
1979-05-29,10.79,,
1979-05-30,10.54,,
1979-05-31,10.36,,
1979-06-01,10.32,,
1979-06-04,10.51,,
1979-06-05,10.69,,
1979-06-06,10.76,,
1979-06-07,10.82,,
1979-06-08,10.72,,
1979-06-11,10.91,,
1979-06-12,11.09,,
1979-06-13,11.09,,
1979-06-14,11.03,,
1979-06-15,11.09,,
1979-06-18,10.91,,
1979-06-19,10.94,,
1979-06-20,10.94,,
1979-06-21,11.06,,
1979-06-22,11.16,,
1979-06-25,11.06,,
1979-06-26,11.13,,
1979-06-27,11.16,,
1979-06-28,11.06,,
1979-06-29,11.0,,
1979-07-02,10.79,,
1979-07-03,10.72,,
1979-07-05,10.6,,
1979-07-06,10.72,,
1979-07-09,10.69,,
1979-07-10,10.79,,
1979-07-11,10.76,,
1979-07-12,10.57,,
1979-07-13,10.57,,
1979-07-16,10.48,,
1979-07-17,10.29,,
1979-07-18,10.32,,
1979-07-19,10.29,,
1979-07-20,10.26,,
1979-07-23,10.32,,
1979-07-24,10.39,,
1979-07-25,10.42,,
1979-07-26,10.39,,
1979-07-27,10.48,,
1979-07-30,10.48,,
1979-07-31,10.51,,
1979-08-01,10.57,,
1979-08-02,10.6,,
1979-08-03,10.57,,
1979-08-06,10.79,,
1979-08-07,10.76,,
1979-08-08,10.91,,
1979-08-09,10.79,,
1979-08-10,10.88,,
1979-08-13,11.13,,
1979-08-14,11.43,,
1979-08-15,11.59,,
1979-08-16,11.34,,
1979-08-17,11.4,,
1979-08-20,11.19,,
1979-08-21,11.25,,
1979-08-22,11.25,,
1979-08-23,11.06,,
1979-08-24,10.97,,
1979-08-27,11.0,,
1979-08-28,10.91,,
1979-08-29,10.88,,
1979-08-30,11.03,,
1979-08-31,11.03,,
1979-09-04,10.88,,
1979-09-05,10.66,,
1979-09-06,10.79,,
1979-09-07,10.91,,
1979-09-10,11.0,,
1979-09-11,10.91,,
1979-09-12,10.97,,
1979-09-13,10.91,,
1979-09-14,11.03,,
1979-09-17,11.13,,
1979-09-18,11.13,,
1979-09-19,11.09,,
1979-09-20,11.28,,
1979-09-21,11.37,,
1979-09-24,11.16,,
1979-09-25,11.16,,
1979-09-26,11.06,,
1979-09-27,11.0,,
1979-09-28,10.91,,
1979-10-01,10.6,,
1979-10-02,10.6,,
1979-10-03,10.54,,
1979-10-04,10.48,,
1979-10-05,10.51,,
1979-10-08,10.36,,
1979-10-09,9.58,,
1979-10-10,9.77,,
1979-10-11,9.8,,
1979-10-12,9.62,,
1979-10-15,9.34,,
1979-10-16,9.46,,
1979-10-17,9.52,,
1979-10-18,9.4,,
1979-10-19,9.21,,
1979-10-22,9.21,,
1979-10-23,9.12,,
1979-10-24,9.12,,
1979-10-25,9.21,,
1979-10-26,9.28,,
1979-10-29,9.49,,
1979-10-30,9.62,,
1979-10-31,9.37,,
1979-11-01,9.18,,
1979-11-02,9.12,,
1979-11-05,9.15,,
1979-11-06,9.12,,
1979-11-07,9.09,,
1979-11-08,9.06,,
1979-11-09,9.15,,
1979-11-12,9.28,,
1979-11-13,9.09,,
1979-11-14,9.09,,
1979-11-15,9.28,,
1979-11-16,9.15,,
1979-11-19,9.03,,
1979-11-20,8.88,,
1979-11-21,8.94,,
1979-11-23,8.94,,
1979-11-26,9.12,,
1979-11-27,9.18,,
1979-11-28,9.25,,
1979-11-29,9.34,,
1979-11-30,9.25,,
1979-12-03,9.25,,
1979-12-04,9.25,,
1979-12-05,9.31,,
1979-12-06,9.37,,
1979-12-07,9.43,,
1979-12-10,9.58,,
1979-12-11,9.65,,
1979-12-12,9.68,,
1979-12-13,9.62,,
1979-12-14,9.55,,
1979-12-17,9.55,,
1979-12-18,9.37,,
1979-12-19,9.34,,
1979-12-20,9.37,,
1979-12-21,9.03,,
1979-12-24,9.09,,
1979-12-26,9.09,,
1979-12-27,9.15,,
1979-12-28,9.06,,
1979-12-31,9.12,,
1980-01-02,9.03,,
1980-01-03,9.06,,
1980-01-04,8.94,,
1980-01-07,9.0,,
1980-01-08,9.25,,
1980-01-09,9.31,,
1980-01-10,9.37,,
1980-01-11,9.52,,
1980-01-14,9.68,,
1980-01-15,10.26,,
1980-01-16,10.6,,
1980-01-17,10.45,,
1980-01-18,10.2,,
1980-01-21,10.36,,
1980-01-22,10.02,,
1980-01-23,9.99,,
1980-01-24,9.99,,
1980-01-25,9.83,,
1980-01-28,9.86,,
1980-01-29,9.68,,
1980-01-30,9.8,,
1980-01-31,9.65,,
1980-02-01,9.65,,
1980-02-04,9.49,,
1980-02-05,9.4,,
1980-02-06,9.55,,
1980-02-07,9.55,,
1980-02-08,10.48,,
1980-02-11,10.23,,
1980-02-12,10.69,,
1980-02-13,10.76,,
1980-02-14,10.57,,
1980-02-15,10.57,,
1980-02-19,10.42,,
1980-02-20,10.36,,
1980-02-21,10.23,,
1980-02-22,9.92,,
1980-02-25,9.77,,
1980-02-26,9.89,,
1980-02-27,9.83,,
1980-02-28,9.86,,
1980-02-29,10.02,,
1980-03-03,9.89,,
1980-03-04,9.86,,
1980-03-05,9.43,,
1980-03-06,9.28,,
1980-03-07,9.12,,
1980-03-10,9.06,,
1980-03-11,9.31,,
1980-03-12,9.15,,
1980-03-13,8.94,,
1980-03-14,8.88,,
1980-03-17,8.57,,
1980-03-18,8.69,,
1980-03-19,8.54,,
1980-03-20,8.32,,
1980-03-21,8.35,,
1980-03-24,8.17,,
1980-03-25,8.17,,
1980-03-26,8.14,,
1980-03-27,7.95,,
1980-03-28,8.11,,
1980-03-31,8.2,,
1980-04-01,8.14,,
1980-04-02,8.07,,
1980-04-03,8.17,,
1980-04-07,7.98,,
1980-04-08,7.89,,
1980-04-09,7.74,,
1980-04-10,7.77,,
1980-04-11,7.86,,
1980-04-14,7.83,,
1980-04-15,7.83,,
1980-04-16,7.77,,
1980-04-17,7.67,,
1980-04-18,7.77,,
1980-04-21,7.8,,
1980-04-22,8.63,,
1980-04-23,8.44,,
1980-04-24,8.51,,
1980-04-25,8.51,,
1980-04-28,8.54,,
1980-04-29,8.48,,
1980-04-30,8.44,,
1980-05-01,8.17,,
1980-05-02,8.11,,
1980-05-05,8.14,,
1980-05-06,8.26,,
1980-05-07,8.51,,
1980-05-08,8.38,,
1980-05-09,8.32,,
1980-05-12,8.17,,
1980-05-13,8.17,,
1980-05-14,8.32,,
1980-05-15,8.29,,
1980-05-16,8.26,,
1980-05-19,8.11,,
1980-05-20,7.95,,
1980-05-21,8.04,,
1980-05-22,8.32,,
1980-05-23,8.57,,
1980-05-27,8.75,,
1980-05-28,8.6,,
1980-05-29,8.32,,
1980-05-30,8.44,,
1980-06-02,8.35,,
