date,FE,dcf,Deviation
2005-11-02,46.57,139812000000.0,-0.9999999996669099
2005-11-03,46.13,139812000000.0,-0.9999999996700569
2005-11-04,46.33,139812000000.0,-0.9999999996686264
2005-11-07,46.22,139812000000.0,-0.9999999996694132
2005-11-08,46.18,139812000000.0,-0.9999999996696993
2005-11-09,46.5,139812000000.0,-0.9999999996674105
2005-11-10,46.85,139812000000.0,-0.9999999996649072
2005-11-11,46.45,139812000000.0,-0.9999999996677681
2005-11-14,46.35,139812000000.0,-0.9999999996684834
2005-11-15,46.29,139812000000.0,-0.9999999996689125
2005-11-16,46.35,139812000000.0,-0.9999999996684834
2005-11-17,46.9,139812000000.0,-0.9999999996645496
2005-11-18,46.84,139812000000.0,-0.9999999996649787
2005-11-21,46.67,139812000000.0,-0.9999999996661946
2005-11-22,46.58,139812000000.0,-0.9999999996668383
2005-11-23,46.95,139812000000.0,-0.999999999664192
2005-11-25,47.1,139812000000.0,-0.999999999663119
2005-11-28,46.62,139812000000.0,-0.9999999996665522
2005-11-29,47.05,139812000000.0,-0.9999999996634766
2005-11-30,46.96,139812000000.0,-0.9999999996641203
2005-12-01,47.0,139812000000.0,-0.9999999996638342
2005-12-02,46.83,139812000000.0,-0.9999999996650503
2005-12-05,47.23,139812000000.0,-0.9999999996621892
2005-12-06,47.17,139812000000.0,-0.9999999996626183
2005-12-07,46.85,139812000000.0,-0.9999999996649072
2005-12-08,47.4,139812000000.0,-0.9999999996609733
2005-12-09,47.92,139812000000.0,-0.9999999996572541
2005-12-12,47.62,139812000000.0,-0.9999999996593998
2005-12-13,48.09,139812000000.0,-0.9999999996560381
2005-12-14,48.97,139812000000.0,-0.999999999649744
2005-12-15,49.61,139812000000.0,-0.9999999996451664
2005-12-16,49.65,139812000000.0,-0.9999999996448803
2005-12-19,49.12,139812000000.0,-0.999999999648671
2005-12-20,49.31,139812000000.0,-0.9999999996473121
2005-12-21,48.77,139812000000.0,-0.9999999996511745
2005-12-22,49.27,139812000000.0,-0.9999999996475982
2005-12-23,49.58,139812000000.0,-0.9999999996453809
2005-12-27,49.73,139812000000.0,-0.9999999996443081
2005-12-28,49.48,139812000000.0,-0.9999999996460962
2005-12-29,49.22,139812000000.0,-0.9999999996479558
2005-12-30,48.99,50.22512195121951,-0.024591716321149204
2006-01-03,50.03,50.69512195121951,-0.013120038489295105
2006-01-04,50.5,50.76512195121951,-0.005222521704454253
2006-01-05,50.57,51.255121951219515,-0.013366897299972424
2006-01-06,51.06,51.505121951219515,-0.008642285162261842
2006-01-09,51.31,51.395121951219515,-0.0016562262718299303
2006-01-10,51.2,51.24512195121951,-0.0008805121248898207
2006-01-11,51.05,50.99512195121951,0.001076143103118321
2006-01-12,50.8,50.94512195121951,-0.002848593656493148
2006-01-13,50.75,51.63512195121951,-0.017141858443864955
2006-01-17,51.44,51.30512195121951,0.002628939249159634
2006-01-18,51.11,51.70512195121951,-0.011509922591053323
2006-01-19,51.51,51.01512195121951,0.009700614834434518
2006-01-20,50.82,51.295121951219514,-0.009262517236460543
2006-01-23,51.1,51.81512195121951,-0.01380141403300661
2006-01-24,51.62,50.465121951219515,0.02288467765711144
2006-01-25,50.27,50.55512195121951,-0.005639823230861207
2006-01-26,50.36,50.77512195121951,-0.008175695798787519
2006-01-27,50.58,50.41512195121951,0.00327040860756056
2006-01-30,50.22,50.295121951219514,-0.0014936230056739053
2006-01-31,50.1,50.44512195121951,-0.006841532696724273
2006-02-01,50.25,49.56512195121951,0.013817741625946622
2006-02-02,49.37,48.58512195121951,0.016154699571784947
2006-02-03,48.39,49.05512195121951,-0.013558664717639668
2006-02-06,48.86,48.44512195121951,0.008563876651982438
2006-02-07,48.25,48.72512195121951,-0.009751067461568952
2006-02-08,48.53,49.215121951219515,-0.013920964208898767
2006-02-09,49.02,49.325121951219515,-0.006185934046372243
2006-02-10,49.13,49.03512195121951,0.0019348998229244962
2006-02-13,48.84,49.23512195121951,-0.008025205088574405
2006-02-14,49.04,48.395121951219515,0.01332526963007763
2006-02-15,48.2,49.08512195121951,-0.01803238773857252
2006-02-16,48.89,50.09512195121951,-0.02405667267150291
2006-02-17,49.9,50.10512195121951,-0.004093831992250441
2006-02-21,49.91,50.87512195121951,-0.018970410570119167
2006-02-22,50.68,50.145121951219515,0.01066660181424628
2006-02-23,49.95,50.69512195121951,-0.014698099591051172
2006-02-24,50.5,51.33512195121951,-0.016268042608588273
2006-02-27,51.14,51.27512195121951,-0.0026352341267575907
2006-02-28,51.08,51.19512195121951,-0.002248689852310637
2006-03-01,51.0,51.115121951219514,-0.002252209264596461
2006-03-02,50.92,51.23512195121951,-0.0061505065123009794
2006-03-03,51.04,49.97512195121951,0.021308163086023235
2006-03-06,49.78,49.87512195121951,-0.0019072023786236292
2006-03-07,49.68,50.02512195121951,-0.006898972711271822
2006-03-08,49.83,49.435121951219514,0.007987803674685656
2006-03-09,49.24,49.62512195121951,-0.007760624781901315
2006-03-10,49.43,49.94512195121951,-0.010313759003784617
2006-03-13,49.75,50.65512195121951,-0.017868320445287633
2006-03-14,50.46,51.22512195121951,-0.014936459340167518
2006-03-15,51.03,51.94512195121951,-0.017617091207888236
2006-03-16,51.75,51.935121951219514,-0.0035644847699287663
2006-03-17,51.74,51.34512195121951,0.007690663373156381
2006-03-20,51.15,50.685121951219514,0.009171883797140623
2006-03-21,50.49,50.69512195121951,-0.004046187154197689
2006-03-22,50.5,50.52512195121951,-0.000497217032821129
2006-03-23,50.33,50.48512195121951,-0.0030726270478141915
2006-03-24,50.29,49.94512195121951,0.006905139787571679
2006-03-27,49.75,49.51512195121951,0.00474356195692871
2006-03-28,49.32,50.895121951219515,-0.03094838740595207
2006-03-29,50.7,50.185121951219514,0.010259575522820308
2006-03-30,49.99,49.09512195121951,0.01822743305678376
2006-03-31,48.9,48.90536585365854,-0.00010971911905521825
2006-04-03,48.82,49.68536585365854,-0.017416916204408217
2006-04-04,49.6,50.08536585365854,-0.009690771852933988
2006-04-05,50.0,49.625365853658536,0.00754924704124571
2006-04-06,49.54,48.68536585365854,0.01755423074996232
2006-04-07,48.6,48.97536585365854,-0.007664380798709125
2006-04-10,48.89,48.71536585365854,0.0035847856888946428
2006-04-11,48.63,49.22536585365854,-0.012094696369113644
2006-04-12,49.14,48.96536585365854,0.0035664830293187233
2006-04-13,48.88,48.53536585365854,0.007100680921631186
2006-04-17,48.45,49.86536585365854,-0.028383745500078272
2006-04-18,49.78,49.93536585365854,-0.003111339048037731
2006-04-19,49.85,50.39536585365854,-0.010821746095508233
2006-04-20,50.31,50.40536585365854,-0.0018919782059594326
2006-04-21,50.32,50.11536585365854,0.004083261547745964
2006-04-24,50.03,49.26536585365854,0.015520724003406094
2006-04-25,49.18,49.525365853658535,-0.006973514434583827
2006-04-26,49.44,50.97536585365854,-0.030119761338571083
2006-04-27,50.89,50.79536585365854,0.0018630468498661568
2006-04-28,50.71,50.235365853658536,0.009448207219673321
2006-05-01,50.15,51.75536585365854,-0.031018346159465082
2006-05-02,51.67,51.095365853658535,0.0112463065239079
2006-05-03,51.01,51.17536585365853,-0.003231356550169373
2006-05-04,51.09,51.96536585365854,-0.01684517830825405
2006-05-05,51.88,52.055365853658536,-0.003368833371597768
2006-05-08,51.97,52.28536585365854,-0.006031627559826558
2006-05-09,52.2,52.345365853658535,-0.002777052969023641
2006-05-10,52.26,51.815365853658534,0.008581125290077818
2006-05-11,51.73,51.61536585365854,0.002220930617182315
2006-05-12,51.53,52.555365853658536,-0.01951020294509387
2006-05-15,52.47,53.065365853658534,-0.011219480806000881
2006-05-16,52.98,52.40536585365854,0.010965177648909474
2006-05-17,52.32,52.57536585365854,-0.004857138880770551
2006-05-18,52.49,52.39536585365854,0.0018061548917469583
2006-05-19,52.31,53.07536585365854,-0.014420359452044673
2006-05-22,52.99,51.97536585365854,0.019521443085138923
2006-05-23,51.89,52.10536585365853,-0.004133275913720702
2006-05-24,52.02,52.385365853658534,-0.006974578638606843
2006-05-25,52.3,52.745365853658534,-0.008443696359869746
2006-05-26,52.66,51.995365853658534,0.012782565050356354
2006-05-30,51.91,52.50536585365854,-0.011339143037645494
2006-05-31,52.42,52.53536585365854,-0.0021959655516609056
2006-06-01,52.45,52.93536585365854,-0.00916902803695252
2006-06-02,52.85,52.525365853658535,0.0061805213741097376
2006-06-05,52.44,53.04536585365854,-0.01141222883312032
2006-06-06,52.96,53.29536585365854,-0.0062925893890924955
2006-06-07,53.21,53.485365853658536,-0.005148433581102618
2006-06-08,53.4,53.815365853658534,-0.007718350457526335
2006-06-09,53.73,54.53536585365854,-0.0147677720879269
2006-06-12,54.45,53.33536585365854,0.020898593803589938
2006-06-13,53.25,52.385365853658534,0.016505261197504506
2006-06-14,52.3,52.64536585365854,-0.006560232758540896
2006-06-15,52.56,52.96536585365854,-0.007653413643522233
2006-06-16,52.88,52.29536585365854,0.011179463740199846
2006-06-19,52.21,53.065365853658534,-0.016119098396823017
2006-06-20,52.98,53.375365853658536,-0.007407272012758259
2006-06-21,53.29,52.805365853658536,0.009177744316449798
2006-06-22,52.72,53.00536585365854,-0.005383716328765664
2006-06-23,52.92,53.39536585365854,-0.008902754875046215
2006-06-26,53.31,52.885365853658534,0.00802933173453857
2006-06-27,52.8,53.705365853658535,-0.01685801482342686
2006-06-28,53.62,54.375365853658536,-0.013891692346336915
2006-06-29,54.29,54.29536585365854,-9.882710198516609e-05
2006-06-30,54.21,56.315657144168625,-0.03739026144679658
2006-07-03,54.55,55.945657144168685,-0.024946657442456388
2006-07-05,54.18,55.52565714416889,-0.02423487110967415
2006-07-06,53.76,55.50565714416866,-0.03145007615412143
2006-07-07,53.74,56.01565714416878,-0.04062537619280027
2006-07-10,54.25,55.92565714416845,-0.029962225385190222
2006-07-11,54.16,55.51565714416878,-0.024419365885344213
2006-07-12,53.75,55.53565714416901,-0.032153345003796296
2006-07-13,53.77,55.64565714416883,-0.03370716135689267
2006-07-14,53.88,55.945657144168685,-0.03692256467460209
2006-07-17,54.18,56.04565714416913,-0.033288166099471383
2006-07-18,54.28,57.26565714416878,-0.05213695769966031
2006-07-19,55.5,57.185657144168566,-0.02947692180783934
2006-07-20,55.42,57.00565714416866,-0.02781578572383603
2006-07-21,55.24,57.565657144168625,-0.04040007983135152
2006-07-24,55.8,57.48565714416842,-0.029323090800561946
2006-07-25,55.72,57.825657144168744,-0.036413890445187724
2006-07-26,56.06,57.21565714416892,-0.02019826742978692
2006-07-27,55.45,57.815657144168625,-0.040917240433151925
2006-07-28,56.05,57.76565714416878,-0.029700296490818512
2006-07-31,56.0,58.83565714416886,-0.04819623476322299
2006-08-01,57.07,58.325657144168744,-0.02152838400200141
2006-08-02,56.56,57.935657144168566,-0.02374456788753332
2006-08-03,56.17,58.79565714416913,-0.04465733136940564
2006-08-04,57.03,57.435657144168566,-0.0070628101834080415
2006-08-07,55.67,58.26565714416878,-0.04454866333604113
2006-08-08,56.5,58.2056571441688,-0.029303975384112335
2006-08-09,56.44,57.935657144168566,-0.025815831180558413
2006-08-10,56.17,57.96565714416892,-0.030977948541200284
2006-08-11,56.2,57.84565714416898,-0.02844910448622795
2006-08-14,56.08,58.13565714416872,-0.03535966126728318
2006-08-15,56.37,57.72565714416904,-0.023484481792616196
2006-08-16,55.96,57.59565714416898,-0.028398966610880594
2006-08-17,55.83,57.92565714416845,-0.03617839222699992
2006-08-18,56.16,57.77565714416889,-0.027964323108213285
2006-08-21,56.01,58.13565714416872,-0.03656374157597242
2006-08-22,56.37,57.42565714416845,-0.01838302244444845
2006-08-23,55.66,57.92565714416845,-0.03911318845342682
2006-08-24,56.16,58.25565714416866,-0.03597345299843446
2006-08-25,56.49,58.01565714416878,-0.026297334534667427
2006-08-28,56.25,58.16565714416907,-0.03293450531162967
2006-08-29,56.4,58.2056571441688,-0.031022021445379355
2006-08-30,56.44,58.825657144168744,-0.0405547045283664
2006-08-31,57.06,58.90565714416895,-0.03133242601218733
2006-09-01,57.14,58.47565714416904,-0.02284125069130971
2006-09-05,56.71,57.86565714416848,-0.019971382011427563
2006-09-06,56.1,57.76565714416878,-0.02883473029678707
2006-09-07,56.0,57.54565714416913,-0.026859666235052093
2006-09-08,55.78,58.27565714416889,-0.042825036498427616
2006-09-11,56.51,57.05565714416851,-0.009563594067276138
2006-09-12,55.29,57.65565714416895,-0.041030789715111315
2006-09-13,55.89,57.36565714416848,-0.02572370330317897
2006-09-14,55.6,57.76565714416878,-0.03749039223710082
2006-09-15,56.0,58.00565714416866,-0.03457692306086202
2006-09-18,56.24,57.53565714416901,-0.022519203020875067
2006-09-19,55.77,57.21565714416892,-0.025266810106300608
2006-09-20,55.45,56.79565714416913,-0.023692958437884215
2006-09-21,55.03,56.815657144168625,-0.031428962260131144
2006-09-22,55.05,57.83565714416886,-0.0481650469921171
2006-09-25,56.07,57.61565714416848,-0.026827033150049306
2006-09-26,55.85,58.50565714416866,-0.04539145911351161
2006-09-27,56.74,58.29565714416913,-0.02668564384344929
2006-09-28,56.53,57.6256571441686,-0.019013356176181495
2006-09-29,55.86,57.13521961191147,-0.022319326337998602
2006-10-02,57.01,57.6252196119115,-0.010676221558109766
2006-10-03,57.5,57.56521961191168,-0.0011329690453952823
2006-10-04,57.44,57.78521961191177,-0.005974185340650862
2006-10-05,57.66,57.24521961191114,0.007245677296738862
2006-10-06,57.12,56.98521961191117,0.00236518151560583
2006-10-09,56.86,57.775219611911794,-0.01584104081402915
2006-10-10,57.65,57.895219611911436,-0.004235576159054566
2006-10-11,57.77,57.895219611911436,-0.0021628661701400542
2006-10-12,57.77,58.10521961191156,-0.005769182427164177
2006-10-13,57.98,57.91521961191138,0.0011185382447429504
2006-10-16,57.79,58.45521961191126,-0.01137998653204464
2006-10-17,58.33,59.015219611911824,-0.01161089658596337
2006-10-18,58.89,58.80521961191171,0.0014417153553341056
2006-10-19,58.68,58.93521961191132,-0.004330510916764951
2006-10-20,58.81,59.28521961191177,-0.008015819373236921
2006-10-23,59.16,59.44521961191129,-0.004798024362149822
2006-10-24,59.32,60.05521961191171,-0.012242393195176726
2006-10-25,59.93,59.73521961191117,0.003260729421508568
2006-10-26,59.61,59.65521961191141,-0.0007580160161272387
2006-10-27,59.53,59.025219611911794,0.008551944260557054
2006-10-30,58.9,58.9752196119112,-0.0012754443714866337
2006-10-31,58.85,59.43521961191132,-0.00984634389731498
2006-11-01,59.31,59.07521961191165,0.0039742617908273825
2006-11-02,58.95,58.005219611911855,0.01628785123837595
2006-11-03,57.88,58.645219611911436,-0.013048286236718387
2006-11-06,58.52,58.73521961191117,-0.0036642343951928114
2006-11-07,58.61,59.44521961191129,-0.014050240159999894
2006-11-08,59.32,59.03521961191177,0.004823906643531384
2006-11-09,58.91,59.1252196119115,-0.0036400644821984462
2006-11-10,59.0,59.1252196119115,-0.002117871404680116
2006-11-13,59.0,58.9752196119112,0.00042018305742419493
2006-11-14,58.85,58.275219611911794,0.009863204152914307
2006-11-15,58.15,58.74521961191114,-0.010132222091318144
2006-11-16,58.62,58.765219611911824,-0.0024711830036688864
2006-11-17,58.64,58.61521961191153,0.00042276371653193756
2006-11-20,58.49,59.015219611911824,-0.008899731550025658
2006-11-21,58.89,59.29521961191174,-0.006833933908397816
2006-11-22,59.17,59.09521961191159,0.0012654219508703157
2006-11-24,58.97,58.99521961191114,-0.0004274856857393594
2006-11-27,58.87,59.08521961191162,-0.0036425287631195458
2006-11-28,58.96,59.79521961191174,-0.013967999738650594
2006-11-29,59.67,59.96521961191123,-0.004923180700777241
2006-11-30,59.84,60.65521961191141,-0.013440221915399952
2006-12-01,60.53,60.84521961191159,-0.005180679992974779
2006-12-04,60.72,61.42521961191135,-0.011480945715244939
2006-12-05,61.3,60.98521961191117,0.005161584890437165
2006-12-06,60.86,60.395219611911436,0.007695648613833317
2006-12-07,60.27,60.30521961191171,-0.0005840226126089254
2006-12-08,60.18,60.65521961191141,-0.007834768630828437
2006-12-11,60.53,61.03521961191177,-0.008277509528501259
2006-12-12,60.91,60.92521961191135,-0.0002498080763320143
2006-12-13,60.8,60.95521961191126,-0.0025464531651188116
2006-12-14,60.83,60.9752196119112,-0.002381616873796899
2006-12-15,60.85,61.08521961191162,-0.0038506796473193328
2006-12-18,60.96,61.43521961191132,-0.007735296055150442
2006-12-19,61.31,61.34521961191159,-0.0005741215392885968
2006-12-20,61.22,60.82521961191165,0.006490406292113615
2006-12-21,60.7,60.80521961191171,-0.001730437166139187
2006-12-22,60.68,61.015219611911824,-0.0054940327027255265
2006-12-26,60.89,61.13521961191147,-0.0040111021677541325
2006-12-27,61.01,60.73521961191117,0.004524234700139962
2006-12-28,60.61,60.42521961191135,0.0030580011007890207
2006-12-29,60.3,60.73631579007964,-0.007183771099775971
2007-01-03,60.46,60.66631579007964,-0.0034008293958964764
2007-01-04,60.39,59.386315790079635,0.016900934105227527
2007-01-05,59.11,59.27631579007964,-0.0028057713753437685
2007-01-08,59.0,59.016315790079645,-0.0002764623623351392
2007-01-09,58.74,58.946315790079645,-0.003500062511359925
2007-01-10,58.67,58.856315790079634,-0.0031656040236047733
2007-01-11,58.58,58.266315790079645,0.005383628699821896
2007-01-12,57.99,58.336315790079645,-0.0059365385933154435
2007-01-16,58.06,58.616315790079646,-0.009490801026662221
2007-01-17,58.34,58.456315790079636,-0.00198978995695398
2007-01-18,58.18,58.84631579007964,-0.011322982265475567
2007-01-19,58.57,58.446315790079645,0.0021162019923477438
2007-01-22,58.17,58.17631579007964,-0.000108562909044152
2007-01-23,57.9,58.856315790079634,-0.016248312135106913
2007-01-24,58.58,58.65631579007964,-0.0013010668851545226
2007-01-25,58.38,59.17631579007964,-0.013456663860326623
2007-01-26,58.9,59.37631579007964,-0.00802198290246936
2007-01-29,59.1,59.59631579007964,-0.008327960940200607
2007-01-30,59.32,59.606315790079634,-0.004803447189857812
2007-01-31,59.33,60.84631579007964,-0.024920420741839977
2007-02-01,60.57,61.116315790079646,-0.008938951620646063
2007-02-02,60.84,61.91631579007964,-0.017383395254471634
2007-02-05,61.64,62.14631579007964,-0.008147156973711711
2007-02-06,61.87,62.56631579007964,-0.0111292439276095
2007-02-07,62.29,63.42631579007964,-0.01791552569189858
2007-02-08,63.15,63.42631579007964,-0.004356484948521366
2007-02-09,63.15,63.55631579007964,-0.006393004141738823
2007-02-12,63.28,63.71631579007963,-0.006847787488484469
2007-02-13,63.44,64.11631579007964,-0.01054826344504789
2007-02-14,63.84,63.74631579007964,0.0014696411668537745
2007-02-15,63.47,63.34631579007964,0.0019525083405043109
2007-02-16,63.07,64.04631579007965,-0.015243902448341506
2007-02-20,63.77,63.446315790079645,0.00510170221689954
2007-02-21,63.17,63.65631579007964,-0.007639709965046815
2007-02-22,63.38,63.786315790079634,-0.006369952317309191
2007-02-23,63.51,64.90631579007963,-0.02151278767070386
2007-02-26,64.63,63.46631579007963,0.01833546181835022
2007-02-27,63.19,62.84631579007964,0.005468645307201925
2007-02-28,62.57,62.90631579007964,-0.0053462960889639755
2007-03-01,62.63,61.92631579007964,0.011363250032599082
2007-03-02,61.65,61.47631579007964,0.0028252215131665537
2007-03-05,61.2,62.22631579007964,-0.016493275827897502
2007-03-06,61.95,62.16631579007964,-0.0034796302037599647
2007-03-07,61.89,62.286315790079634,-0.006362806742580718
2007-03-08,62.01,62.54631579007964,-0.008574698338422393
2007-03-09,62.27,63.09631579007964,-0.013096102042293167
2007-03-12,62.82,62.09631579007964,0.011654221361003358
2007-03-13,61.82,62.356315790079634,-0.008600825486308805
2007-03-14,62.08,62.82631579007964,-0.011879031592005096
2007-03-15,62.55,63.386315790079635,-0.013193948562167823
2007-03-16,63.11,63.80631579007964,-0.01091296028390809
2007-03-19,63.53,65.13631579007964,-0.0246608327565907
2007-03-20,64.86,65.95631579007964,-0.016621847005052648
2007-03-21,65.68,66.07631579007963,-0.00599784938583281
2007-03-22,65.8,66.32631579007963,-0.0079352483823375
2007-03-23,66.05,66.88631579007964,-0.012503540973977212
2007-03-26,66.61,66.54631579007963,0.0009569907689745971
2007-03-27,66.27,66.80631579007964,-0.00802792047034695
2007-03-28,66.53,67.09631579007963,-0.008440341074037905
2007-03-29,66.82,66.51631579007963,0.004565559687321974
2007-03-30,66.24,68.0832456146346,-0.027073409882186983
2007-04-02,67.81,68.0232456146343,-0.0031348932663751716
2007-04-03,67.75,67.66324561463401,0.0012821493349592927
2007-04-04,67.39,68.32324561463432,-0.013659269348797132
2007-04-05,68.05,68.5232456146343,-0.006906351419717849
2007-04-09,68.25,68.5832456146346,-0.004858994520426929
2007-04-10,68.31,68.43324561463461,-0.001800961119521327
2007-04-11,68.16,67.29324561463416,0.012880258300059566
2007-04-12,67.02,67.26324561463402,-0.0036163228879502185
2007-04-13,66.99,67.7732456146343,-0.011556855622466777
2007-04-16,67.5,67.87324561463431,-0.005499156718591247
2007-04-17,67.6,68.55324561463446,-0.013905185758717353
2007-04-18,68.28,68.213245614634,0.0009786132409403958
2007-04-19,67.94,69.12324561463431,-0.017117911696898247
2007-04-20,68.85,69.54324561463416,-0.009968554221292836
2007-04-23,69.27,71.12324561463431,-0.026056820082082877
2007-04-24,70.85,71.50324561463447,-0.009135887595300596
2007-04-25,71.23,70.90324561463446,0.004608454557094355
2007-04-26,70.63,70.15324561463446,0.006795899194521171
2007-04-27,69.88,68.713245614634,0.01698005057000973
2007-04-30,68.44,69.82324561463432,-0.019810674832686392
2007-05-01,69.55,70.463245614634,-0.012960595366676375
2007-05-02,70.19,69.91324561463401,0.003958540086830942
2007-05-03,69.64,70.10324561463446,-0.006608048037903602
2007-05-04,69.83,71.79324561463416,-0.02734582616827641
2007-05-07,71.52,71.41324561463401,0.0014948821391211897
2007-05-08,71.14,71.38324561463462,-0.003407600936889188
2007-05-09,71.11,70.51324561463402,0.00846301117136683
2007-05-10,70.24,71.10324561463446,-0.012140734324746383
2007-05-11,70.83,72.10324561463446,-0.017658644958085445
2007-05-14,71.83,71.95324561463445,-0.0017128569195409282
2007-05-15,71.68,71.86324561463401,-0.0025499212158696105
2007-05-16,71.59,71.0232456146343,0.007979843507023743
2007-05-17,70.75,71.45324561463445,-0.00984203878473533
2007-05-18,71.18,72.50324561463447,-0.01825084661268417
2007-05-21,72.23,72.41324561463401,-0.0025305538106825676
2007-05-22,72.14,71.39324561463415,0.010459734375947383
2007-05-23,71.12,68.74324561463416,0.03457436965792415
2007-05-24,68.47,68.81324561463401,-0.004988074774967766
2007-05-25,68.54,69.37324561463431,-0.01201105133905589
2007-05-29,69.1,69.93324561463461,-0.011914871207697075
2007-05-30,69.66,69.50324561463447,0.002255353458378906
2007-05-31,69.23,69.61324561463401,-0.005505354781984773
2007-06-01,69.34,69.59324561463416,-0.003638939560837162
2007-06-04,69.32,67.99324561463416,0.019513032116241114
2007-06-05,67.72,67.62324561463431,0.0014307858856266176
2007-06-06,67.35,65.00324561463447,0.03610211095116744
2007-06-07,64.73,65.80324561463446,-0.01630991913255675
2007-06-08,65.53,65.44324561463417,0.0013256430751722448
2007-06-11,65.17,64.42324561463431,0.011591381002947543
2007-06-12,64.15,65.25324561463447,-0.016907137786676407
2007-06-13,64.98,65.07324561463432,-0.0014329332086263635
2007-06-14,64.8,67.17324561463431,-0.0353302210265285
2007-06-15,66.9,65.99324561463416,0.013740108959950481
2007-06-18,65.72,65.963245614634,-0.003687593179618198
2007-06-19,65.69,63.78324561463461,0.029894282847969356
2007-06-20,63.51,64.76324561463402,-0.019351186042949498
2007-06-21,64.49,63.843245614634164,0.01013034940719848
2007-06-22,63.57,64.48324561463461,-0.014162525566600026
2007-06-25,64.21,64.16324561463401,0.000728678621508605
2007-06-26,63.89,65.06324561463401,-0.018032386849913373
2007-06-27,64.79,64.51324561463402,0.004289884700874769
2007-06-28,64.24,65.00324561463447,-0.011741653934625007
2007-06-29,64.73,37000000.0,-0.9999982505405406
2007-07-02,66.43,37000000.0,-0.9999982045945945
2007-07-03,65.96,37000000.0,-0.9999982172972973
2007-07-05,65.87,37000000.0,-0.9999982197297297
2007-07-06,65.58,37000000.0,-0.9999982275675676
2007-07-09,65.59,37000000.0,-0.9999982272972973
2007-07-10,64.67,37000000.0,-0.9999982521621622
2007-07-11,65.28,37000000.0,-0.9999982356756757
2007-07-12,66.03,37000000.0,-0.9999982154054055
2007-07-13,67.45,37000000.0,-0.999998177027027
2007-07-16,65.94,37000000.0,-0.9999982178378378
2007-07-17,65.53,37000000.0,-0.9999982289189189
2007-07-18,66.25,37000000.0,-0.9999982094594595
2007-07-19,68.1,37000000.0,-0.9999981594594595
2007-07-20,66.64,37000000.0,-0.999998198918919
2007-07-23,67.09,37000000.0,-0.9999981867567568
2007-07-24,64.1,37000000.0,-0.9999982675675676
2007-07-25,63.48,37000000.0,-0.9999982843243244
2007-07-26,60.84,37000000.0,-0.9999983556756756
2007-07-27,60.44,37000000.0,-0.9999983664864864
2007-07-30,60.22,37000000.0,-0.9999983724324324
2007-07-31,60.75,37000000.0,-0.9999983581081081
2007-08-01,63.22,37000000.0,-0.9999982913513513
2007-08-02,63.18,37000000.0,-0.9999982924324324
2007-08-03,59.89,37000000.0,-0.9999983813513513
2007-08-06,62.66,37000000.0,-0.9999983064864865
2007-08-07,64.54,37000000.0,-0.9999982556756757
2007-08-08,64.26,37000000.0,-0.9999982632432433
2007-08-09,61.36,37000000.0,-0.9999983416216216
2007-08-10,60.28,37000000.0,-0.9999983708108108
2007-08-13,62.76,37000000.0,-0.9999983037837837
2007-08-14,61.56,37000000.0,-0.9999983362162163
2007-08-15,60.76,37000000.0,-0.9999983578378379
2007-08-16,60.67,37000000.0,-0.9999983602702702
2007-08-17,62.75,37000000.0,-0.9999983040540541
2007-08-20,62.34,37000000.0,-0.9999983151351352
2007-08-21,62.45,37000000.0,-0.9999983121621622
2007-08-22,63.37,37000000.0,-0.9999982872972973
2007-08-23,63.21,37000000.0,-0.9999982916216216
2007-08-24,63.33,37000000.0,-0.9999982883783783
2007-08-27,60.94,37000000.0,-0.999998352972973
2007-08-28,59.58,37000000.0,-0.9999983897297298
2007-08-29,61.22,37000000.0,-0.9999983454054054
2007-08-30,61.01,37000000.0,-0.999998351081081
2007-08-31,61.44,37000000.0,-0.9999983394594595
2007-09-04,62.19,37000000.0,-0.9999983191891892
2007-09-05,61.76,37000000.0,-0.9999983308108108
2007-09-06,62.64,37000000.0,-0.9999983070270271
2007-09-07,61.6,37000000.0,-0.9999983351351351
2007-09-10,61.84,37000000.0,-0.9999983286486487
2007-09-11,62.24,37000000.0,-0.9999983178378379
2007-09-12,62.06,37000000.0,-0.9999983227027027
2007-09-13,62.69,37000000.0,-0.9999983056756757
2007-09-14,62.7,37000000.0,-0.9999983054054054
2007-09-17,62.62,37000000.0,-0.9999983075675676
2007-09-18,63.75,37000000.0,-0.999998277027027
2007-09-19,65.22,37000000.0,-0.9999982372972973
2007-09-20,64.44,37000000.0,-0.9999982583783784
2007-09-21,64.71,37000000.0,-0.9999982510810811
2007-09-24,64.39,37000000.0,-0.9999982597297298
2007-09-25,65.11,37000000.0,-0.9999982402702703
2007-09-26,65.8,37000000.0,-0.9999982216216217
2007-09-27,64.95,37000000.0,-0.9999982445945946
2007-09-28,63.34,2000000.0,-0.99996833
2007-10-01,64.85,2000000.0,-0.999967575
2007-10-02,64.27,2000000.0,-0.999967865
2007-10-03,64.82,2000000.0,-0.99996759
2007-10-04,66.46,2000000.0,-0.99996677
2007-10-05,66.89,2000000.0,-0.999966555
2007-10-08,66.59,2000000.0,-0.999966705
2007-10-09,67.1,2000000.0,-0.99996645
2007-10-10,66.84,2000000.0,-0.99996658
2007-10-11,68.1,2000000.0,-0.99996595
2007-10-12,68.39,2000000.0,-0.999965805
2007-10-15,67.23,2000000.0,-0.999966385
2007-10-16,67.12,2000000.0,-0.99996644
