date,EW,dcf,Deviation
2004-07-08,8.38,,
2004-07-09,8.28,,
2004-07-12,8.3,,
2004-07-13,8.25,,
2004-07-14,8.34,,
2004-07-15,8.42,,
2004-07-16,8.32,,
2004-07-19,8.42,,
2004-07-20,8.41,,
2004-07-21,8.4,,
2004-07-22,8.41,,
2004-07-23,8.36,,
2004-07-26,8.19,,
2004-07-27,8.27,,
2004-07-28,8.61,,
2004-07-29,8.73,,
2004-07-30,8.79,,
2004-08-02,8.88,,
2004-08-03,8.71,,
2004-08-04,8.68,,
2004-08-05,8.54,,
2004-08-06,8.34,,
2004-08-09,8.28,,
2004-08-10,8.45,,
2004-08-11,8.55,,
2004-08-12,8.46,,
2004-08-13,8.41,,
2004-08-16,8.47,,
2004-08-17,8.45,,
2004-08-18,8.51,,
2004-08-19,8.5,,
2004-08-20,8.64,,
2004-08-23,8.64,,
2004-08-24,8.66,,
2004-08-25,8.72,,
2004-08-26,8.71,,
2004-08-27,8.83,,
2004-08-30,8.74,,
2004-08-31,8.83,,
2004-09-01,8.98,,
2004-09-02,9.09,,
2004-09-03,9.1,,
2004-09-07,9.13,,
2004-09-08,9.04,,
2004-09-09,8.84,,
2004-09-10,8.88,,
2004-09-13,8.89,,
2004-09-14,8.93,,
2004-09-15,8.89,,
2004-09-16,8.93,,
2004-09-17,9.06,,
2004-09-20,9.04,,
2004-09-21,9.02,,
2004-09-22,8.94,,
2004-09-23,8.9,,
2004-09-24,8.97,,
2004-09-27,8.83,,
2004-09-28,8.53,,
2004-09-29,8.38,,
2004-09-30,8.38,,
2004-10-01,8.39,,
2004-10-04,8.46,,
2004-10-05,8.5,,
2004-10-06,8.52,,
2004-10-07,8.4,,
2004-10-08,8.35,,
2004-10-11,8.35,,
2004-10-12,8.25,,
2004-10-13,8.15,,
2004-10-14,8.2,,
2004-10-15,8.2,,
2004-10-18,8.37,,
2004-10-19,8.25,,
2004-10-20,8.35,,
2004-10-21,8.34,,
2004-10-22,8.47,,
2004-10-25,8.42,,
2004-10-26,8.41,,
2004-10-27,8.63,,
2004-10-28,8.68,,
2004-10-29,8.55,,
2004-11-01,8.55,,
2004-11-02,8.54,,
2004-11-03,8.68,,
2004-11-04,8.77,,
2004-11-05,8.84,,
2004-11-08,8.89,,
2004-11-09,8.89,,
2004-11-10,8.94,,
2004-11-11,8.99,,
2004-11-12,9.0,,
2004-11-15,8.98,,
2004-11-16,8.98,,
2004-11-17,9.01,,
2004-11-18,9.0,,
2004-11-19,8.88,,
2004-11-22,9.01,,
2004-11-23,9.18,,
2004-11-24,9.3,,
2004-11-26,9.28,,
2004-11-29,9.36,,
2004-11-30,9.4,,
2004-12-01,9.42,,
2004-12-02,9.26,,
2004-12-03,9.87,,
2004-12-06,9.63,,
2004-12-07,9.76,,
2004-12-08,10.13,,
2004-12-09,10.43,,
2004-12-10,10.44,,
2004-12-13,10.3,,
2004-12-14,10.48,,
2004-12-15,10.26,,
2004-12-16,10.25,,
2004-12-17,10.39,,
2004-12-20,10.28,,
2004-12-21,10.12,,
2004-12-22,10.22,,
2004-12-23,10.43,,
2004-12-27,10.42,,
2004-12-28,10.57,,
2004-12-29,10.46,,
2004-12-30,10.45,,
2004-12-31,10.32,,
2005-01-03,10.19,,
2005-01-04,9.97,,
2005-01-05,9.87,,
2005-01-06,10.01,,
2005-01-07,10.01,,
2005-01-10,10.33,,
2005-01-11,10.06,,
2005-01-12,10.03,,
2005-01-13,10.08,,
2005-01-14,10.3,,
2005-01-18,10.47,,
2005-01-19,10.33,,
2005-01-20,10.22,,
2005-01-21,10.26,,
2005-01-24,10.34,,
2005-01-25,10.22,,
2005-01-26,10.18,,
2005-01-27,10.28,,
2005-01-28,10.04,,
2005-01-31,10.18,,
2005-02-01,10.13,,
2005-02-02,10.06,,
2005-02-03,10.11,,
2005-02-04,10.15,,
2005-02-07,10.16,,
2005-02-08,10.22,,
2005-02-09,10.28,,
2005-02-10,10.35,,
2005-02-11,10.64,,
2005-02-14,10.51,,
2005-02-15,10.57,,
2005-02-16,10.56,,
2005-02-17,10.5,,
2005-02-18,10.47,,
2005-02-22,10.31,,
2005-02-23,10.49,,
2005-02-24,10.61,,
2005-02-25,10.69,,
2005-02-28,10.75,,
2005-03-01,10.91,,
2005-03-02,11.02,,
2005-03-03,10.94,,
2005-03-04,10.98,,
2005-03-07,10.89,,
2005-03-08,10.77,,
2005-03-09,10.87,,
2005-03-10,10.86,,
2005-03-11,10.86,,
2005-03-14,11.07,,
2005-03-15,10.92,,
2005-03-16,10.74,,
2005-03-17,10.76,,
2005-03-18,10.85,,
2005-03-21,10.88,,
2005-03-22,10.82,,
2005-03-23,10.78,,
2005-03-24,10.72,,
2005-03-28,10.72,,
2005-03-29,10.75,,
2005-03-30,10.85,,
2005-03-31,10.81,,
2005-04-01,10.81,,
2005-04-04,10.68,,
2005-04-05,10.74,,
2005-04-06,10.73,,
2005-04-07,10.67,,
2005-04-08,10.62,,
2005-04-11,10.62,,
2005-04-12,10.56,,
2005-04-13,10.63,,
2005-04-14,10.5,,
2005-04-15,10.46,,
2005-04-18,10.52,,
2005-04-19,10.61,,
2005-04-20,10.54,,
2005-04-21,10.6,,
2005-04-22,10.66,,
2005-04-25,10.95,,
2005-04-26,10.9,,
2005-04-27,11.0,,
2005-04-28,11.03,,
2005-04-29,11.01,,
2005-05-02,11.19,,
2005-05-03,11.27,,
2005-05-04,11.33,,
2005-05-05,11.39,,
2005-05-06,11.43,,
2005-05-09,11.55,,
2005-05-10,11.38,,
2005-05-11,11.48,,
2005-05-12,11.34,,
2005-05-13,11.27,,
2005-05-16,11.35,,
2005-05-17,11.33,,
2005-05-18,11.47,,
2005-05-19,11.52,,
2005-05-20,11.49,,
2005-05-23,11.57,,
2005-05-24,11.53,,
2005-05-25,11.39,,
2005-05-26,11.45,,
2005-05-27,11.57,,
2005-05-31,11.43,,
2005-06-01,11.5,,
2005-06-02,11.65,,
2005-06-03,11.69,,
2005-06-06,11.54,,
2005-06-07,11.65,,
2005-06-08,11.49,,
2005-06-09,11.33,,
2005-06-10,11.24,,
2005-06-13,11.26,,
2005-06-14,10.79,,
2005-06-15,10.79,,
2005-06-16,10.82,,
2005-06-17,10.82,,
2005-06-20,10.72,,
2005-06-21,10.7,,
2005-06-22,10.63,,
2005-06-23,10.66,,
2005-06-24,10.58,,
2005-06-27,10.6,,
2005-06-28,10.71,,
2005-06-29,10.7,,
2005-06-30,10.76,,
2005-07-01,10.75,,
2005-07-05,10.75,,
2005-07-06,10.56,,
2005-07-07,10.51,,
2005-07-08,10.55,,
2005-07-11,10.57,,
2005-07-12,10.58,,
2005-07-13,10.51,,
2005-07-14,10.38,,
2005-07-15,10.23,,
2005-07-18,10.23,,
2005-07-19,10.16,,
2005-07-20,10.22,,
2005-07-21,10.28,,
2005-07-22,11.12,,
2005-07-25,11.27,,
2005-07-26,11.48,,
2005-07-27,11.48,,
2005-07-28,11.56,,
2005-07-29,11.47,,
2005-08-01,11.46,,
2005-08-02,11.4,,
2005-08-03,11.35,,
2005-08-04,11.25,,
2005-08-05,11.14,,
2005-08-08,10.98,,
2005-08-09,11.0,,
2005-08-10,10.93,,
2005-08-11,11.04,,
2005-08-12,11.01,,
2005-08-15,11.04,,
2005-08-16,10.89,,
2005-08-17,10.88,,
2005-08-18,10.84,,
2005-08-19,10.75,,
2005-08-22,10.78,,
2005-08-23,10.73,,
2005-08-24,10.75,,
2005-08-25,10.66,,
2005-08-26,10.78,,
2005-08-29,10.9,,
2005-08-30,10.9,,
2005-08-31,11.0,,
2005-09-01,11.02,,
2005-09-02,10.95,,
2005-09-06,11.2,,
2005-09-07,11.16,,
2005-09-08,10.98,,
2005-09-09,10.99,,
2005-09-12,10.99,,
2005-09-13,10.98,,
2005-09-14,10.97,,
2005-09-15,10.93,,
2005-09-16,11.0,,
2005-09-19,11.03,,
2005-09-20,10.93,,
2005-09-21,10.8,,
2005-09-22,10.9,,
2005-09-23,10.83,,
2005-09-26,10.94,,
2005-09-27,11.01,,
2005-09-28,10.91,,
2005-09-29,11.0,,
2005-09-30,11.1,,
2005-10-03,11.05,,
2005-10-04,11.08,,
2005-10-05,10.92,,
2005-10-06,10.86,,
2005-10-07,10.76,,
2005-10-10,10.65,,
2005-10-11,10.5,,
2005-10-12,10.44,,
2005-10-13,10.48,,
2005-10-14,10.48,,
2005-10-17,10.48,,
2005-10-18,10.71,,
2005-10-19,10.75,,
2005-10-20,10.72,,
2005-10-21,10.64,,
2005-10-24,10.67,,
2005-10-25,10.54,,
2005-10-26,10.41,,
2005-10-27,10.26,,
2005-10-28,10.34,,
2005-10-31,10.35,,
2005-11-01,10.44,,
2005-11-02,10.51,,
2005-11-03,10.5,,
2005-11-04,10.48,,
2005-11-07,10.48,,
2005-11-08,10.56,,
2005-11-09,10.6,,
2005-11-10,10.57,,
2005-11-11,10.53,,
2005-11-14,10.49,,
2005-11-15,10.48,,
2005-11-16,10.5,,
2005-11-17,10.45,,
2005-11-18,10.42,,
2005-11-21,10.39,,
2005-11-22,10.28,,
2005-11-23,10.25,,
2005-11-25,10.33,,
2005-11-28,10.11,,
2005-11-29,9.96,,
2005-11-30,10.0,,
2005-12-01,10.15,,
2005-12-02,10.48,,
2005-12-05,10.44,,
2005-12-06,10.48,,
2005-12-07,10.37,,
2005-12-08,10.32,,
2005-12-09,10.38,,
2005-12-12,10.43,,
2005-12-13,10.41,,
2005-12-14,10.47,,
2005-12-15,10.48,,
2005-12-16,10.51,,
2005-12-19,10.38,,
2005-12-20,10.39,,
2005-12-21,10.45,,
2005-12-22,10.51,,
2005-12-23,10.51,,
2005-12-27,10.44,,
2005-12-28,10.46,,
2005-12-29,10.48,,
2005-12-30,10.4,,
2006-01-03,10.35,,
2006-01-04,10.58,,
2006-01-05,10.54,,
2006-01-06,10.62,,
2006-01-09,10.49,,
2006-01-10,10.63,,
2006-01-11,10.56,,
2006-01-12,10.69,,
2006-01-13,10.75,,
2006-01-17,10.59,,
2006-01-18,10.67,,
2006-01-19,10.64,,
2006-01-20,10.55,,
2006-01-23,10.56,,
2006-01-24,10.56,,
2006-01-25,10.44,,
2006-01-26,10.62,,
2006-01-27,10.64,,
2006-01-30,10.7,,
2006-01-31,10.74,,
2006-02-01,10.83,,
2006-02-02,10.7,,
2006-02-03,11.55,,
2006-02-06,11.17,,
2006-02-07,11.0,,
2006-02-08,11.01,,
2006-02-09,11.13,,
2006-02-10,10.91,,
2006-02-13,10.83,,
2006-02-14,10.77,,
2006-02-15,10.75,,
2006-02-16,10.76,,
2006-02-17,10.6,,
2006-02-21,10.53,,
2006-02-22,10.59,,
2006-02-23,10.52,,
2006-02-24,10.51,,
2006-02-27,10.5,,
2006-02-28,10.34,,
2006-03-01,10.48,,
2006-03-02,10.57,,
2006-03-03,10.63,,
2006-03-06,10.55,,
2006-03-07,10.46,,
2006-03-08,10.36,,
2006-03-09,10.43,,
2006-03-10,10.45,,
2006-03-13,10.39,,
2006-03-14,10.47,,
2006-03-15,10.57,,
2006-03-16,10.58,,
2006-03-17,10.65,,
2006-03-20,10.68,,
2006-03-21,10.76,,
2006-03-22,10.96,,
2006-03-23,11.22,,
2006-03-24,11.21,,
2006-03-27,11.12,,
2006-03-28,11.07,,
2006-03-29,10.96,,
2006-03-30,10.83,,
2006-03-31,10.88,,
2006-04-03,10.86,,
2006-04-04,10.85,,
2006-04-05,10.86,,
2006-04-06,10.84,,
2006-04-07,10.82,,
2006-04-10,10.78,,
2006-04-11,10.71,,
2006-04-12,10.73,,
2006-04-13,10.71,,
2006-04-17,10.69,,
2006-04-18,10.88,,
2006-04-19,10.94,,
2006-04-20,11.22,,
2006-04-21,11.38,,
2006-04-24,11.23,,
2006-04-25,11.17,,
2006-04-26,11.16,,
2006-04-27,11.17,,
2006-04-28,11.11,,
2006-05-01,10.98,,
2006-05-02,10.98,,
2006-05-03,10.92,,
2006-05-04,11.02,,
2006-05-05,11.08,,
2006-05-08,11.03,,
2006-05-09,10.88,,
2006-05-10,10.98,,
2006-05-11,11.05,,
2006-05-12,11.0,,
2006-05-15,11.13,,
2006-05-16,11.1,,
2006-05-17,10.96,,
2006-05-18,10.94,,
2006-05-19,11.06,,
2006-05-22,11.01,,
2006-05-23,10.88,,
2006-05-24,10.96,,
2006-05-25,10.99,,
2006-05-26,11.0,,
2006-05-30,11.05,,
2006-05-31,11.09,,
2006-06-01,11.14,,
2006-06-02,11.27,,
2006-06-05,11.13,,
2006-06-06,11.1,,
2006-06-07,11.23,,
2006-06-08,11.33,,
2006-06-09,11.27,,
2006-06-12,11.17,,
2006-06-13,11.2,,
2006-06-14,11.16,,
2006-06-15,11.33,,
2006-06-16,11.35,,
2006-06-19,11.25,,
2006-06-20,11.25,,
2006-06-21,11.33,,
2006-06-22,11.08,,
2006-06-23,11.08,,
2006-06-26,11.14,,
2006-06-27,11.04,,
2006-06-28,10.99,,
2006-06-29,11.14,,
2006-06-30,11.36,,
2006-07-03,11.38,,
2006-07-05,11.2,,
2006-07-06,11.24,,
2006-07-07,11.23,,
2006-07-10,11.21,,
2006-07-11,11.2,,
2006-07-12,11.23,,
2006-07-13,11.17,,
2006-07-14,11.05,,
2006-07-17,11.13,,
2006-07-18,11.15,,
2006-07-19,11.43,,
2006-07-20,11.4,,
2006-07-21,11.29,,
2006-07-24,11.23,,
2006-07-25,10.82,,
2006-07-26,10.85,,
2006-07-27,10.87,,
2006-07-28,11.0,,
2006-07-31,11.06,,
2006-08-01,11.02,,
2006-08-02,11.09,,
2006-08-03,11.08,,
2006-08-04,11.18,,
2006-08-07,11.07,,
2006-08-08,11.14,,
2006-08-09,11.19,,
2006-08-10,11.36,,
2006-08-11,11.3,,
2006-08-14,11.29,,
2006-08-15,11.37,,
2006-08-16,11.44,,
2006-08-17,11.59,,
2006-08-18,11.53,,
2006-08-21,11.49,,
2006-08-22,11.37,,
2006-08-23,11.59,,
2006-08-24,11.5,,
2006-08-25,11.63,,
2006-08-28,11.54,,
2006-08-29,11.61,,
2006-08-30,11.64,,
2006-08-31,11.67,,
2006-09-01,11.67,,
2006-09-05,11.64,,
2006-09-06,11.5,,
2006-09-07,11.63,,
2006-09-08,11.67,,
2006-09-11,11.81,,
2006-09-12,11.87,,
2006-09-13,11.81,,
2006-09-14,11.77,,
2006-09-15,11.74,,
2006-09-18,11.68,,
2006-09-19,11.66,,
2006-09-20,11.68,,
2006-09-21,11.62,,
2006-09-22,11.57,,
2006-09-25,11.62,,
2006-09-26,11.68,,
2006-09-27,11.69,,
2006-09-28,11.69,,
2006-09-29,11.65,,
2006-10-02,11.7,,
2006-10-03,11.7,,
2006-10-04,11.78,,
2006-10-05,11.91,,
2006-10-06,11.86,,
2006-10-09,12.0,,
2006-10-10,11.98,,
2006-10-11,11.98,,
2006-10-12,11.81,,
2006-10-13,11.74,,
2006-10-16,11.97,,
2006-10-17,11.67,,
2006-10-18,11.56,,
2006-10-19,11.55,,
2006-10-20,11.1,,
2006-10-23,11.0,,
2006-10-24,11.07,,
2006-10-25,11.09,,
2006-10-26,11.15,,
2006-10-27,11.01,,
2006-10-30,10.89,,
2006-10-31,10.73,,
2006-11-01,10.68,,
2006-11-02,10.69,,
2006-11-03,10.84,,
2006-11-06,10.93,,
2006-11-07,10.9,,
2006-11-08,10.95,,
2006-11-09,10.8,,
2006-11-10,10.8,,
2006-11-13,10.71,,
2006-11-14,10.8,,
2006-11-15,10.92,,
2006-11-16,11.02,,
2006-11-17,11.02,,
2006-11-20,11.06,,
2006-11-21,11.19,,
2006-11-22,11.24,,
2006-11-24,11.23,,
2006-11-27,11.23,,
2006-11-28,11.32,,
2006-11-29,11.47,,
2006-11-30,11.46,,
2006-12-01,11.49,,
2006-12-04,11.68,,
2006-12-05,11.65,,
2006-12-06,11.65,,
2006-12-07,11.6,,
2006-12-08,11.65,,
2006-12-11,11.79,,
2006-12-12,11.92,,
2006-12-13,11.86,,
2006-12-14,11.83,,
2006-12-15,12.01,,
2006-12-18,12.08,,
2006-12-19,11.99,,
2006-12-20,12.02,,
2006-12-21,11.9,,
2006-12-22,11.82,,
2006-12-26,11.93,,
2006-12-27,11.97,,
2006-12-28,11.97,,
2006-12-29,11.76,,
2007-01-03,11.99,,
2007-01-04,12.01,,
2007-01-05,11.98,,
2007-01-08,11.9,,
2007-01-09,12.01,,
2007-01-10,12.01,,
2007-01-11,12.13,,
2007-01-12,12.32,,
2007-01-16,12.32,,
2007-01-17,12.33,,
2007-01-18,12.36,,
2007-01-19,12.32,,
2007-01-22,12.42,,
2007-01-23,12.43,,
2007-01-24,12.52,,
2007-01-25,12.54,,
2007-01-26,12.76,,
2007-01-29,12.82,,
2007-01-30,12.8,,
2007-01-31,12.79,,
2007-02-01,12.82,,
2007-02-02,12.96,,
2007-02-05,13.06,,
2007-02-06,12.49,,
2007-02-07,12.65,,
2007-02-08,12.73,,
2007-02-09,12.65,,
2007-02-12,12.74,,
2007-02-13,12.77,,
2007-02-14,12.9,,
2007-02-15,13.03,,
2007-02-16,13.1,,
2007-02-20,12.75,,
2007-02-21,12.88,,
2007-02-22,12.84,,
2007-02-23,12.93,,
2007-02-26,12.8,,
2007-02-27,12.53,,
2007-02-28,12.6,,
2007-03-01,12.46,,
2007-03-02,12.58,,
2007-03-05,12.53,,
2007-03-06,12.75,,
2007-03-07,12.83,,
2007-03-08,12.43,,
2007-03-09,12.42,,
2007-03-12,12.39,,
2007-03-13,12.17,,
2007-03-14,12.16,,
2007-03-15,12.25,,
2007-03-16,12.19,,
2007-03-19,12.29,,
2007-03-20,12.33,,
2007-03-21,12.39,,
2007-03-22,12.45,,
2007-03-23,12.44,,
2007-03-26,12.4,,
2007-03-27,12.49,,
2007-03-28,12.57,,
2007-03-29,12.64,,
2007-03-30,12.68,,
2007-04-02,12.75,,
2007-04-03,12.84,,
2007-04-04,12.88,,
2007-04-05,12.86,,
2007-04-09,12.85,,
2007-04-10,12.88,,
2007-04-11,12.84,,
2007-04-12,12.97,,
2007-04-13,13.07,,
2007-04-16,13.19,,
2007-04-17,13.19,,
2007-04-18,13.11,,
2007-04-19,13.0,,
2007-04-20,12.99,,
2007-04-23,13.04,,
2007-04-24,12.26,,
2007-04-25,12.18,,
2007-04-26,12.24,,
2007-04-27,12.22,,
2007-04-30,12.25,,
2007-05-01,12.17,,
2007-05-02,12.32,,
2007-05-03,12.28,,
2007-05-04,12.2,,
2007-05-07,12.31,,
2007-05-08,12.23,,
2007-05-09,12.21,,
2007-05-10,12.21,,
2007-05-11,12.27,,
2007-05-14,12.27,,
2007-05-15,12.26,,
2007-05-16,12.33,,
2007-05-17,12.3,,
2007-05-18,12.46,,
2007-05-21,12.52,,
2007-05-22,12.67,,
2007-05-23,12.78,,
2007-05-24,12.72,,
2007-05-25,12.6,,
2007-05-29,12.57,,
2007-05-30,12.54,,
2007-05-31,12.55,,
2007-06-01,12.6,,
2007-06-04,12.71,,
2007-06-05,12.63,,
2007-06-06,12.53,,
2007-06-07,12.41,,
2007-06-08,12.42,,
2007-06-11,12.43,,
2007-06-12,12.27,,
2007-06-13,12.36,,
2007-06-14,12.33,,
2007-06-15,12.33,,
2007-06-18,12.34,,
2007-06-19,12.42,,
2007-06-20,12.34,,
2007-06-21,12.34,,
2007-06-22,12.29,,
2007-06-25,12.18,,
2007-06-26,12.44,,
2007-06-27,12.58,,
2007-06-28,12.51,,
2007-06-29,12.34,,
2007-07-02,12.38,,
2007-07-03,12.5,,
2007-07-05,12.49,,
2007-07-06,12.56,,
2007-07-09,12.52,,
2007-07-10,12.34,,
2007-07-11,12.44,,
2007-07-12,12.54,,
2007-07-13,12.48,,
2007-07-16,12.5,,
2007-07-17,12.5,,
2007-07-18,12.51,,
2007-07-19,12.64,,
2007-07-20,12.5,,
2007-07-23,12.47,,
2007-07-24,11.81,,
2007-07-25,11.68,,
2007-07-26,11.62,,
2007-07-27,11.61,,
2007-07-30,11.55,,
2007-07-31,11.49,,
2007-08-01,11.62,,
2007-08-02,11.63,,
2007-08-03,11.59,,
2007-08-06,11.65,,
2007-08-07,11.6,,
2007-08-08,11.83,,
2007-08-09,11.71,,
2007-08-10,11.57,,
2007-08-13,11.65,,
2007-08-14,11.63,,
2007-08-15,11.59,,
2007-08-16,11.78,,
2007-08-17,11.75,,
2007-08-20,11.71,,
2007-08-21,11.74,,
2007-08-22,11.73,,
2007-08-23,11.86,,
2007-08-24,12.01,,
2007-08-27,12.02,,
2007-08-28,11.85,,
2007-08-29,12.0,,
2007-08-30,11.94,,
2007-08-31,12.08,,
2007-09-04,11.92,,
2007-09-05,12.12,,
2007-09-06,12.13,,
2007-09-07,12.08,,
2007-09-10,11.97,,
2007-09-11,12.05,,
2007-09-12,12.09,,
2007-09-13,11.94,,
2007-09-14,11.97,,
2007-09-17,11.87,,
2007-09-18,12.04,,
2007-09-19,12.19,,
2007-09-20,12.22,,
2007-09-21,12.19,,
2007-09-24,12.12,,
2007-09-25,12.1,,
2007-09-26,12.19,,
2007-09-27,12.34,,
2007-09-28,12.33,,
2007-10-01,12.37,,
2007-10-02,12.39,,
2007-10-03,12.46,,
2007-10-04,12.62,,
2007-10-05,12.88,,
2007-10-08,12.87,,
2007-10-09,12.74,,
2007-10-10,12.63,,
2007-10-11,12.66,,
2007-10-12,12.44,,
2007-10-15,12.41,,
2007-10-16,12.34,,
2007-10-17,12.44,,
2007-10-18,12.38,,
2007-10-19,12.41,,
2007-10-22,12.45,,
2007-10-23,12.01,,
2007-10-24,12.2,,
2007-10-25,12.28,,
2007-10-26,12.37,,
2007-10-29,12.42,,
2007-10-30,12.38,,
2007-10-31,12.56,,
2007-11-01,12.45,,
2007-11-02,12.55,,
2007-11-05,12.49,,
2007-11-06,12.47,,
2007-11-07,12.53,,
2007-11-08,12.59,,
2007-11-09,12.48,,
2007-11-12,12.42,,
2007-11-13,12.5,,
2007-11-14,12.56,,
2007-11-15,12.57,,
2007-11-16,12.61,,
2007-11-19,12.56,,
2007-11-20,12.57,,
2007-11-21,12.26,,
2007-11-23,12.42,,
2007-11-26,12.23,,
2007-11-27,12.31,,
2007-11-28,12.67,,
2007-11-29,12.45,,
2007-11-30,12.36,,
2007-12-03,12.23,,
2007-12-04,11.9,,
2007-12-05,11.84,,
2007-12-06,11.98,,
2007-12-07,12.12,,
2007-12-10,12.3,,
2007-12-11,12.11,,
2007-12-12,12.21,,
2007-12-13,12.28,,
2007-12-14,12.25,,
2007-12-17,11.97,,
2007-12-18,11.74,,
2007-12-19,11.76,,
2007-12-20,11.83,,
2007-12-21,11.91,,
2007-12-24,11.92,,
2007-12-26,11.77,,
2007-12-27,11.64,,
2007-12-28,11.55,,
2007-12-31,11.5,,
2008-01-02,11.3,,
2008-01-03,11.43,,
2008-01-04,11.33,,
2008-01-07,11.33,,
2008-01-08,11.28,,
2008-01-09,11.46,,
2008-01-10,11.46,,
2008-01-11,11.47,,
2008-01-14,11.61,,
2008-01-15,11.63,,
2008-01-16,11.78,,
2008-01-17,11.77,,
2008-01-18,11.63,,
2008-01-22,11.52,,
2008-01-23,11.56,,
2008-01-24,11.59,,
2008-01-25,11.42,,
2008-01-28,11.57,,
2008-01-29,11.75,,
2008-01-30,11.73,,
2008-01-31,11.57,,
2008-02-01,11.61,,
2008-02-04,11.75,,
2008-02-05,11.78,,
2008-02-06,11.37,,
2008-02-07,11.36,,
2008-02-08,11.06,,
2008-02-11,11.18,,
2008-02-12,11.29,,
2008-02-13,11.0,,
2008-02-14,10.65,,
2008-02-15,10.7,,
2008-02-19,10.66,,
2008-02-20,10.81,,
2008-02-21,10.76,,
2008-02-22,10.76,,
2008-02-25,11.13,,
2008-02-26,11.12,,
2008-02-27,11.07,,
2008-02-28,11.03,,
2008-02-29,10.9,,
2008-03-03,10.87,,
2008-03-04,10.75,,
2008-03-05,10.74,,
2008-03-06,10.77,,
2008-03-07,10.86,,
2008-03-10,11.02,,
2008-03-11,11.0,,
2008-03-12,11.05,,
2008-03-13,11.03,,
2008-03-14,11.0,,
2008-03-17,11.04,,
2008-03-18,11.5,,
2008-03-19,11.55,,
2008-03-20,11.4,,
2008-03-24,11.61,,
2008-03-25,11.38,,
2008-03-26,11.42,,
2008-03-27,11.31,,
2008-03-28,11.22,,
2008-03-31,11.14,,
2008-04-01,11.48,,
2008-04-02,11.42,,
2008-04-03,11.43,,
2008-04-04,11.45,,
2008-04-07,11.57,,
2008-04-08,11.61,,
2008-04-09,11.67,,
2008-04-10,11.66,,
2008-04-11,11.61,,
2008-04-14,11.6,,
2008-04-15,11.79,,
2008-04-16,11.95,,
2008-04-17,11.9,,
2008-04-18,12.05,,
2008-04-21,12.0,,
2008-04-22,12.13,,
2008-04-23,13.73,,
2008-04-24,13.89,,
2008-04-25,14.0,,
2008-04-28,14.07,,
2008-04-29,13.97,,
2008-04-30,13.86,,
2008-05-01,14.07,,
2008-05-02,13.89,,
2008-05-05,13.98,,
2008-05-06,13.91,,
2008-05-07,13.89,,
2008-05-08,14.0,,
2008-05-09,13.95,,
2008-05-12,14.02,,
2008-05-13,13.94,,
2008-05-14,14.12,,
2008-05-15,14.11,,
2008-05-16,14.16,,
2008-05-19,14.14,,
2008-05-20,14.16,,
2008-05-21,14.08,,
2008-05-22,14.08,,
2008-05-23,13.9,,
2008-05-27,14.19,,
2008-05-28,14.24,,
2008-05-29,14.4,,
2008-05-30,14.43,,
2008-06-02,14.45,,
2008-06-03,14.43,,
2008-06-04,14.63,,
2008-06-05,15.04,,
2008-06-06,14.92,,
2008-06-09,14.93,,
2008-06-10,14.72,,
2008-06-11,14.77,,
2008-06-12,14.95,,
2008-06-13,15.06,,
2008-06-16,15.25,,
2008-06-17,15.33,,
2008-06-18,15.22,,
2008-06-19,15.5,,
2008-06-20,15.1,,
2008-06-23,15.34,,
2008-06-24,15.42,,
2008-06-25,15.73,,
2008-06-26,15.44,,
2008-06-27,15.57,,
2008-06-30,15.51,,
2008-07-01,15.5,,
2008-07-02,15.52,,
2008-07-03,15.29,,
2008-07-07,15.32,,
2008-07-08,15.57,,
2008-07-09,15.66,,
2008-07-10,16.02,,
2008-07-11,16.15,,
2008-07-14,16.15,,
2008-07-15,16.29,,
2008-07-16,16.43,,
2008-07-17,16.52,,
2008-07-18,16.54,,
2008-07-21,16.29,,
2008-07-22,16.31,,
2008-07-23,15.88,,
2008-07-24,15.73,,
2008-07-25,15.55,,
2008-07-28,15.31,,
2008-07-29,15.3,,
2008-07-30,15.52,,
2008-07-31,15.67,,
2008-08-01,15.56,,
2008-08-04,15.54,,
2008-08-05,15.93,,
2008-08-06,15.88,,
2008-08-07,14.46,,
2008-08-08,14.76,,
2008-08-11,14.8,,
2008-08-12,14.75,,
2008-08-13,14.69,,
2008-08-14,14.77,,
2008-08-15,14.71,,
2008-08-18,15.01,,
2008-08-19,14.99,,
2008-08-20,14.73,,
2008-08-21,14.88,,
2008-08-22,15.14,,
2008-08-25,14.7,,
2008-08-26,14.62,,
2008-08-27,14.78,,
2008-08-28,14.92,,
2008-08-29,14.8,,
2008-09-02,14.56,,
2008-09-03,14.56,,
2008-09-04,14.25,,
2008-09-05,14.1,,
2008-09-08,14.33,,
2008-09-09,14.3,,
2008-09-10,14.33,,
2008-09-11,14.43,,
2008-09-12,14.25,,
2008-09-15,14.18,,
2008-09-16,14.28,,
2008-09-17,14.14,,
2008-09-18,14.9,,
2008-09-19,15.05,,
2008-09-22,14.77,,
2008-09-23,14.9,,
2008-09-24,14.71,,
2008-09-25,14.8,,
2008-09-26,14.62,,
2008-09-29,14.28,,
2008-09-30,14.44,,
2008-10-01,14.54,,
2008-10-02,14.4,,
2008-10-03,14.27,,
2008-10-06,13.78,,
2008-10-07,13.56,,
2008-10-08,13.38,,
2008-10-09,12.77,,
2008-10-10,12.38,,
