date,IR,dcf,Deviation
2002-04-12,20.11,,
2002-04-15,19.88,,
2002-04-16,20.44,,
2002-04-17,19.94,,
2002-04-18,19.97,,
2002-04-19,20.27,,
2002-04-22,19.94,,
2002-04-23,19.85,,
2002-04-24,19.84,,
2002-04-25,19.8,,
2002-04-26,19.83,,
2002-04-29,19.44,,
2002-04-30,19.95,,
2002-05-01,19.49,,
2002-05-02,19.95,,
2002-05-03,20.02,,
2002-05-06,19.61,,
2002-05-07,19.9,,
2002-05-08,20.62,,
2002-05-09,20.47,,
2002-05-10,20.71,,
2002-05-13,20.83,,
2002-05-14,21.58,,
2002-05-15,21.55,,
2002-05-16,21.25,,
2002-05-17,21.17,,
2002-05-20,20.95,,
2002-05-21,20.61,,
2002-05-22,21.19,,
2002-05-23,21.63,,
2002-05-24,21.17,,
2002-05-28,20.89,,
2002-05-29,20.29,,
2002-05-30,19.93,,
2002-05-31,20.11,,
2002-06-03,19.91,,
2002-06-04,19.63,,
2002-06-05,20.3,,
2002-06-06,19.79,,
2002-06-07,19.62,,
2002-06-10,19.7,,
2002-06-11,19.5,,
2002-06-12,19.45,,
2002-06-13,19.13,,
2002-06-14,18.74,,
2002-06-17,19.25,,
2002-06-18,19.17,,
2002-06-19,18.78,,
2002-06-20,18.64,,
2002-06-21,18.37,,
2002-06-24,18.35,,
2002-06-25,18.06,,
2002-06-26,18.01,,
2002-06-27,18.1,,
2002-06-28,18.23,,
2002-07-01,17.77,,
2002-07-02,17.67,,
2002-07-03,17.41,,
2002-07-05,18.04,,
2002-07-08,17.95,,
2002-07-09,17.94,,
2002-07-10,17.12,,
2002-07-11,16.82,,
2002-07-12,16.82,,
2002-07-15,16.64,,
2002-07-16,15.27,,
2002-07-17,15.5,,
2002-07-18,14.56,,
2002-07-19,13.98,,
2002-07-22,13.56,,
2002-07-23,13.56,,
2002-07-24,14.34,,
2002-07-25,14.7,,
2002-07-26,14.79,,
2002-07-29,15.58,,
2002-07-30,15.25,,
2002-07-31,15.33,,
2002-08-01,14.89,,
2002-08-02,14.02,,
2002-08-05,13.58,,
2002-08-06,14.08,,
2002-08-07,14.16,,
2002-08-08,14.41,,
2002-08-09,14.52,,
2002-08-12,14.47,,
2002-08-13,14.42,,
2002-08-14,14.81,,
2002-08-15,14.82,,
2002-08-16,14.88,,
2002-08-19,15.57,,
2002-08-20,15.32,,
2002-08-21,15.46,,
2002-08-22,15.58,,
2002-08-23,15.12,,
2002-08-26,15.13,,
2002-08-27,15.3,,
2002-08-28,14.92,,
2002-08-29,15.04,,
2002-08-30,15.0,,
2002-09-03,14.66,,
2002-09-04,14.93,,
2002-09-05,14.91,,
2002-09-06,15.29,,
2002-09-09,15.46,,
2002-09-10,15.53,,
2002-09-11,15.51,,
2002-09-12,15.29,,
2002-09-13,14.98,,
2002-09-16,14.71,,
2002-09-17,14.35,,
2002-09-18,14.3,,
2002-09-19,13.72,,
2002-09-20,13.96,,
2002-09-23,14.22,,
2002-09-24,13.47,,
2002-09-25,13.74,,
2002-09-26,14.44,,
2002-09-27,13.85,,
2002-09-30,13.75,,
2002-10-01,14.23,,
2002-10-02,13.99,,
2002-10-03,13.7,,
2002-10-04,13.15,,
2002-10-07,12.83,,
2002-10-08,12.8,,
2002-10-09,11.92,,
2002-10-10,12.6,,
2002-10-11,13.47,,
2002-10-14,13.01,,
2002-10-15,14.19,,
2002-10-16,13.55,,
2002-10-17,14.84,,
2002-10-18,15.36,,
2002-10-21,16.36,,
2002-10-22,15.43,,
2002-10-23,16.09,,
2002-10-24,15.53,,
2002-10-25,15.79,,
2002-10-28,15.66,,
2002-10-29,15.51,,
2002-10-30,15.59,,
2002-10-31,15.58,,
2002-11-01,15.73,,
2002-11-04,16.03,,
2002-11-05,16.09,,
2002-11-06,16.37,,
2002-11-07,15.85,,
2002-11-08,16.03,,
2002-11-11,15.34,,
2002-11-12,15.77,,
2002-11-13,15.93,,
2002-11-14,16.37,,
2002-11-15,16.6,,
2002-11-18,16.65,,
2002-11-19,16.51,,
2002-11-20,16.85,,
2002-11-21,17.68,,
2002-11-22,17.56,,
2002-11-25,17.77,,
2002-11-26,17.77,,
2002-11-27,18.18,,
2002-11-29,18.45,,
2002-12-02,18.47,,
2002-12-03,17.77,,
2002-12-04,17.27,,
2002-12-05,16.94,,
2002-12-06,17.0,,
2002-12-09,16.45,,
2002-12-10,16.39,,
2002-12-11,16.66,,
2002-12-12,16.95,,
2002-12-13,16.59,,
2002-12-16,17.02,,
2002-12-17,16.89,,
2002-12-18,16.88,,
2002-12-19,16.81,,
2002-12-20,17.28,,
2002-12-23,17.17,,
2002-12-24,17.12,,
2002-12-26,17.11,,
2002-12-27,16.79,,
2002-12-30,17.0,,
2002-12-31,17.2,,
2003-01-02,17.81,,
2003-01-03,17.68,,
2003-01-06,18.1,,
2003-01-07,17.85,,
2003-01-08,17.32,,
2003-01-09,17.47,,
2003-01-10,17.32,,
2003-01-13,17.35,,
2003-01-14,17.36,,
2003-01-15,17.05,,
2003-01-16,17.08,,
2003-01-17,16.93,,
2003-01-21,16.52,,
2003-01-22,15.51,,
2003-01-23,16.44,,
2003-01-24,15.73,,
2003-01-27,15.46,,
2003-01-28,15.79,,
2003-01-29,16.05,,
2003-01-30,15.62,,
2003-01-31,15.68,,
2003-02-03,15.97,,
2003-02-04,15.71,,
2003-02-05,15.56,,
2003-02-06,15.42,,
2003-02-07,15.14,,
2003-02-10,15.16,,
2003-02-11,15.03,,
2003-02-12,14.72,,
2003-02-13,14.66,,
2003-02-14,14.76,,
2003-02-18,15.38,,
2003-02-19,15.44,,
2003-02-20,15.52,,
2003-02-21,15.85,,
2003-02-24,15.49,,
2003-02-25,15.54,,
2003-02-26,15.34,,
2003-02-27,15.63,,
2003-02-28,15.75,,
2003-03-03,15.57,,
2003-03-04,15.06,,
2003-03-05,15.24,,
2003-03-06,14.89,,
2003-03-07,15.07,,
2003-03-10,14.56,,
2003-03-11,14.13,,
2003-03-12,14.07,,
2003-03-13,14.99,,
2003-03-14,14.84,,
2003-03-17,15.85,,
2003-03-18,15.91,,
2003-03-19,15.77,,
2003-03-20,15.71,,
2003-03-21,16.56,,
2003-03-24,15.75,,
2003-03-25,16.16,,
2003-03-26,15.94,,
2003-03-27,16.02,,
2003-03-28,15.4,,
2003-03-31,15.41,,
2003-04-01,15.4,,
2003-04-02,16.42,,
2003-04-03,16.19,,
2003-04-04,16.3,,
2003-04-07,16.39,,
2003-04-08,16.24,,
2003-04-09,16.01,,
2003-04-10,16.09,,
2003-04-11,15.97,,
2003-04-14,16.28,,
2003-04-15,16.43,,
2003-04-16,16.3,,
2003-04-17,17.09,,
2003-04-21,17.0,,
2003-04-22,17.5,,
2003-04-23,17.28,,
2003-04-24,17.25,,
2003-04-25,16.8,,
2003-04-28,17.32,,
2003-04-29,17.41,,
2003-04-30,17.6,,
2003-05-01,17.3,,
2003-05-02,17.43,,
2003-05-05,17.5,,
2003-05-06,17.7,,
2003-05-07,17.5,,
2003-05-08,17.23,,
2003-05-09,17.41,,
2003-05-12,17.76,,
2003-05-13,17.43,,
2003-05-14,17.2,,
2003-05-15,17.48,,
2003-05-16,17.36,,
2003-05-19,16.9,,
2003-05-20,17.0,,
2003-05-21,16.48,,
2003-05-22,16.99,,
2003-05-23,17.0,,
2003-05-27,17.43,,
2003-05-28,17.37,,
2003-05-29,16.94,,
2003-05-30,17.49,,
2003-06-02,17.92,,
2003-06-03,17.92,,
2003-06-04,18.47,,
2003-06-05,18.99,,
2003-06-06,18.53,,
2003-06-09,18.0,,
2003-06-10,18.02,,
2003-06-11,18.45,,
2003-06-12,18.59,,
2003-06-13,18.35,,
2003-06-16,19.35,,
2003-06-17,19.6,,
2003-06-18,19.27,,
2003-06-19,18.7,,
2003-06-20,19.19,,
2003-06-23,19.21,,
2003-06-24,19.12,,
2003-06-25,18.91,,
2003-06-26,19.13,,
2003-06-27,18.76,,
2003-06-30,18.9,,
2003-07-01,18.87,,
2003-07-02,19.09,,
2003-07-03,19.03,,
2003-07-07,19.33,,
2003-07-08,19.51,,
2003-07-09,19.43,,
2003-07-10,19.23,,
2003-07-11,19.73,,
2003-07-14,19.6,,
2003-07-15,19.54,,
2003-07-16,19.4,,
2003-07-17,20.92,,
2003-07-18,21.06,,
2003-07-21,21.69,,
2003-07-22,21.99,,
2003-07-23,21.56,,
2003-07-24,21.25,,
2003-07-25,21.67,,
2003-07-28,21.65,,
2003-07-29,21.39,,
2003-07-30,21.39,,
2003-07-31,21.66,,
2003-08-01,21.62,,
2003-08-04,21.82,,
2003-08-05,21.29,,
2003-08-06,20.59,,
2003-08-07,20.68,,
2003-08-08,21.04,,
2003-08-11,21.48,,
2003-08-12,22.16,,
2003-08-13,22.48,,
2003-08-14,22.64,,
2003-08-15,22.61,,
2003-08-18,23.07,,
2003-08-19,23.32,,
2003-08-20,23.21,,
2003-08-21,23.74,,
2003-08-22,23.25,,
2003-08-25,22.84,,
2003-08-26,22.78,,
2003-08-27,22.83,,
2003-08-28,23.21,,
2003-08-29,23.77,,
2003-09-02,23.5,,
2003-09-03,23.07,,
2003-09-04,23.11,,
2003-09-05,22.52,,
2003-09-08,22.76,,
2003-09-09,22.33,,
2003-09-10,21.84,,
2003-09-11,21.96,,
2003-09-12,22.25,,
2003-09-15,21.97,,
2003-09-16,22.52,,
2003-09-17,22.22,,
2003-09-18,22.64,,
2003-09-19,22.66,,
2003-09-22,22.12,,
2003-09-23,22.4,,
2003-09-24,21.76,,
2003-09-25,21.22,,
2003-09-26,21.13,,
2003-09-29,21.31,,
2003-09-30,21.34,,
2003-10-01,21.87,,
2003-10-02,22.04,,
2003-10-03,22.32,,
2003-10-06,22.55,,
2003-10-07,22.63,,
2003-10-08,22.94,,
2003-10-09,23.37,,
2003-10-10,23.37,,
2003-10-13,23.61,,
2003-10-14,23.59,,
2003-10-15,23.81,,
2003-10-16,23.09,,
2003-10-17,22.82,,
2003-10-20,22.64,,
2003-10-21,22.49,,
2003-10-22,22.54,,
2003-10-23,23.11,,
2003-10-24,23.02,,
2003-10-27,23.58,,
2003-10-28,23.96,,
2003-10-29,24.23,,
2003-10-30,24.27,,
2003-10-31,24.12,,
2003-11-03,23.77,,
2003-11-04,23.97,,
2003-11-05,24.03,,
2003-11-06,24.53,,
2003-11-07,24.05,,
2003-11-10,23.49,,
2003-11-11,23.41,,
2003-11-12,24.12,,
2003-11-13,23.91,,
2003-11-14,23.77,,
2003-11-17,23.41,,
2003-11-18,23.17,,
2003-11-19,23.48,,
2003-11-20,23.55,,
2003-11-21,23.49,,
2003-11-24,24.14,,
2003-11-25,24.7,,
2003-11-26,24.68,,
2003-11-28,24.9,,
2003-12-01,25.19,,
2003-12-02,25.08,,
2003-12-03,25.16,,
2003-12-04,25.05,,
2003-12-05,25.33,,
2003-12-08,25.71,,
2003-12-09,26.02,,
2003-12-10,25.38,,
2003-12-11,25.99,,
2003-12-12,25.96,,
2003-12-15,26.33,,
2003-12-16,26.57,,
2003-12-17,26.17,,
2003-12-18,26.66,,
2003-12-19,26.65,,
2003-12-22,26.78,,
2003-12-23,26.71,,
2003-12-24,26.63,,
2003-12-26,26.92,,
2003-12-29,27.17,,
2003-12-30,27.0,,
2003-12-31,27.11,,
2004-01-02,26.77,,
2004-01-05,27.08,,
2004-01-06,26.56,,
2004-01-07,27.0,,
2004-01-08,27.14,,
2004-01-09,26.51,,
2004-01-12,26.36,,
2004-01-13,26.88,,
2004-01-14,27.66,,
2004-01-15,27.78,,
2004-01-16,27.94,,
2004-01-20,27.68,,
2004-01-21,28.27,,
2004-01-22,28.25,,
2004-01-23,28.85,,
2004-01-26,28.54,,
2004-01-27,27.16,,
2004-01-28,26.78,,
2004-01-29,26.36,,
2004-01-30,26.57,,
2004-02-02,26.35,,
2004-02-03,25.98,,
2004-02-04,25.6,,
2004-02-05,26.07,,
2004-02-06,26.51,,
2004-02-09,26.54,,
2004-02-10,26.27,,
2004-02-11,27.06,,
2004-02-12,26.76,,
2004-02-13,26.61,,
2004-02-17,27.06,,
2004-02-18,26.78,,
2004-02-19,26.79,,
2004-02-20,26.49,,
2004-02-23,26.3,,
2004-02-24,25.85,,
2004-02-25,26.36,,
2004-02-26,26.34,,
2004-02-27,26.55,,
2004-03-01,26.96,,
2004-03-02,26.92,,
2004-03-03,26.86,,
2004-03-04,26.82,,
2004-03-05,26.75,,
2004-03-08,26.35,,
2004-03-09,25.91,,
2004-03-10,25.34,,
2004-03-11,24.99,,
2004-03-12,25.76,,
2004-03-15,25.41,,
2004-03-16,25.83,,
2004-03-17,26.44,,
2004-03-18,26.47,,
2004-03-19,26.2,,
2004-03-22,25.59,,
2004-03-23,25.84,,
2004-03-24,25.98,,
2004-03-25,26.5,,
2004-03-26,26.6,,
2004-03-29,27.29,,
2004-03-30,27.2,,
2004-03-31,27.02,,
2004-04-01,26.9,,
2004-04-02,27.89,,
2004-04-05,28.08,,
2004-04-06,28.64,,
2004-04-07,28.15,,
2004-04-08,28.14,,
2004-04-12,28.46,,
2004-04-13,27.89,,
2004-04-14,28.25,,
2004-04-15,28.49,,
2004-04-16,29.03,,
2004-04-19,28.75,,
2004-04-20,28.28,,
2004-04-21,27.9,,
2004-04-22,28.82,,
2004-04-23,27.72,,
2004-04-26,27.4,,
2004-04-27,27.38,,
2004-04-28,26.53,,
2004-04-29,26.02,,
2004-04-30,25.78,,
2004-05-03,26.04,,
2004-05-04,26.36,,
2004-05-05,26.29,,
2004-05-06,25.94,,
2004-05-07,25.56,,
2004-05-10,24.35,,
2004-05-11,24.95,,
2004-05-12,25.39,,
2004-05-13,25.03,,
2004-05-14,25.19,,
2004-05-17,24.47,,
2004-05-18,25.08,,
2004-05-19,24.95,,
2004-05-20,24.58,,
2004-05-21,24.81,,
2004-05-24,25.6,,
2004-05-25,26.01,,
2004-05-26,25.96,,
2004-05-27,26.19,,
2004-05-28,26.08,,
2004-06-01,26.09,,
2004-06-02,26.29,,
2004-06-03,26.32,,
2004-06-04,26.59,,
2004-06-07,27.29,,
2004-06-08,27.44,,
2004-06-09,27.12,,
2004-06-10,27.25,,
2004-06-14,27.02,,
2004-06-15,27.46,,
2004-06-16,27.49,,
2004-06-17,27.28,,
2004-06-18,27.4,,
2004-06-21,27.18,,
2004-06-22,27.12,,
2004-06-23,27.22,,
2004-06-24,27.25,,
2004-06-25,27.23,,
2004-06-28,26.9,,
2004-06-29,26.9,,
2004-06-30,27.28,,
2004-07-01,27.14,,
2004-07-02,26.49,,
2004-07-06,25.95,,
2004-07-07,25.97,,
2004-07-08,25.42,,
2004-07-09,26.0,,
2004-07-12,26.15,,
2004-07-13,26.49,,
2004-07-14,26.39,,
2004-07-15,26.69,,
2004-07-16,26.62,,
2004-07-19,26.42,,
2004-07-20,26.47,,
2004-07-21,26.16,,
2004-07-22,26.38,,
2004-07-23,26.47,,
2004-07-26,26.48,,
2004-07-27,26.96,,
2004-07-28,27.4,,
2004-07-29,27.72,,
2004-07-30,27.43,,
2004-08-02,27.22,,
2004-08-03,27.22,,
2004-08-04,26.96,,
2004-08-05,26.07,,
2004-08-06,25.28,,
2004-08-09,25.4,,
2004-08-10,25.95,,
2004-08-11,26.0,,
2004-08-12,25.51,,
2004-08-13,24.84,,
2004-08-16,25.69,,
2004-08-17,25.64,,
2004-08-18,25.62,,
2004-08-19,25.01,,
2004-08-20,25.35,,
2004-08-23,25.37,,
2004-08-24,25.7,,
2004-08-25,25.76,,
2004-08-26,26.31,,
2004-08-27,26.44,,
2004-08-30,26.2,,
2004-08-31,25.96,,
2004-09-01,25.97,,
2004-09-02,26.96,,
2004-09-03,26.88,,
2004-09-07,27.43,,
2004-09-08,27.0,,
2004-09-09,26.66,,
2004-09-10,26.76,,
2004-09-13,26.61,,
2004-09-14,26.66,,
2004-09-15,26.2,,
2004-09-16,26.37,,
2004-09-17,26.46,,
2004-09-20,26.49,,
2004-09-21,26.69,,
2004-09-22,26.19,,
2004-09-23,25.81,,
2004-09-24,25.89,,
2004-09-27,25.6,,
2004-09-28,26.01,,
2004-09-29,26.79,,
2004-09-30,27.14,,
2004-10-01,27.43,,
2004-10-04,27.68,,
2004-10-05,27.6,,
2004-10-06,28.03,,
2004-10-07,27.86,,
2004-10-08,27.54,,
2004-10-11,27.65,,
2004-10-12,27.51,,
2004-10-13,27.31,,
2004-10-14,26.9,,
2004-10-15,27.08,,
2004-10-18,26.85,,
2004-10-19,26.96,,
2004-10-20,27.2,,
2004-10-21,26.45,,
2004-10-22,26.41,,
2004-10-25,26.83,,
2004-10-26,27.24,,
2004-10-27,27.4,,
2004-10-28,27.24,,
2004-10-29,27.33,,
2004-11-01,27.33,,
2004-11-02,27.43,,
2004-11-03,27.87,,
2004-11-04,28.47,,
2004-11-05,28.71,,
2004-11-08,28.97,,
2004-11-09,29.51,,
2004-11-10,29.17,,
2004-11-11,29.6,,
2004-11-12,29.78,,
2004-11-15,29.51,,
2004-11-16,29.32,,
2004-11-17,29.58,,
2004-11-18,29.78,,
2004-11-19,29.36,,
2004-11-22,29.4,,
2004-11-23,29.46,,
2004-11-24,29.82,,
2004-11-26,29.95,,
2004-11-29,29.75,,
2004-11-30,29.72,,
2004-12-01,30.92,,
2004-12-02,30.71,,
2004-12-03,30.54,,
2004-12-06,30.51,,
2004-12-07,30.14,,
2004-12-08,30.24,,
2004-12-09,30.8,,
2004-12-10,30.67,,
2004-12-13,31.16,,
2004-12-14,31.52,,
2004-12-15,31.86,,
2004-12-16,32.15,,
2004-12-17,31.89,,
2004-12-20,31.95,,
2004-12-21,32.32,,
2004-12-22,32.71,,
2004-12-23,32.75,,
2004-12-27,32.37,,
2004-12-28,32.61,,
2004-12-29,32.36,,
2004-12-30,32.15,,
2004-12-31,32.07,,
2005-01-03,31.5,,
2005-01-04,30.87,,
2005-01-05,30.17,,
2005-01-06,30.21,,
2005-01-07,30.05,,
2005-01-10,30.05,,
2005-01-11,29.96,,
2005-01-12,30.19,,
2005-01-13,30.25,,
2005-01-14,30.73,,
2005-01-18,30.58,,
2005-01-19,30.44,,
2005-01-20,29.92,,
2005-01-21,29.48,,
2005-01-24,29.18,,
2005-01-25,29.42,,
2005-01-26,29.5,,
2005-01-27,29.49,,
2005-01-28,29.48,,
2005-01-31,29.7,,
2005-02-01,31.04,,
2005-02-02,30.77,,
2005-02-03,31.58,,
2005-02-04,32.26,,
2005-02-07,32.29,,
2005-02-08,32.44,,
2005-02-09,32.19,,
2005-02-10,32.15,,
2005-02-11,32.46,,
2005-02-14,32.31,,
2005-02-15,32.26,,
2005-02-16,32.6,,
2005-02-17,32.35,,
2005-02-18,32.27,,
2005-02-22,31.56,,
2005-02-23,31.76,,
2005-02-24,32.35,,
2005-02-25,33.15,,
2005-02-28,33.65,,
2005-03-01,33.87,,
2005-03-02,34.05,,
2005-03-03,33.96,,
2005-03-04,34.88,,
2005-03-07,34.38,,
2005-03-08,34.4,,
2005-03-09,33.79,,
2005-03-10,33.73,,
2005-03-11,33.65,,
2005-03-14,33.77,,
2005-03-15,33.46,,
2005-03-16,33.15,,
2005-03-17,33.52,,
2005-03-18,33.63,,
2005-03-21,33.57,,
2005-03-22,33.35,,
2005-03-23,32.28,,
2005-03-24,32.78,,
2005-03-28,32.26,,
2005-03-29,31.54,,
2005-03-30,31.73,,
2005-03-31,31.81,,
2005-04-01,31.84,,
2005-04-04,31.87,,
2005-04-05,32.07,,
2005-04-06,32.14,,
2005-04-07,32.02,,
2005-04-08,32.13,,
2005-04-11,31.94,,
2005-04-12,32.89,,
2005-04-13,31.93,,
2005-04-14,30.46,,
2005-04-15,30.45,,
2005-04-18,30.82,,
2005-04-19,31.22,,
2005-04-20,31.47,,
2005-04-21,32.13,,
2005-04-22,31.86,,
2005-04-25,32.07,,
2005-04-26,31.21,,
2005-04-27,30.93,,
2005-04-28,30.44,,
2005-04-29,30.7,,
2005-05-02,30.93,,
2005-05-03,30.84,,
2005-05-04,31.48,,
2005-05-05,31.1,,
2005-05-06,31.47,,
2005-05-09,31.77,,
2005-05-10,31.22,,
2005-05-11,31.33,,
2005-05-12,30.3,,
2005-05-13,30.34,,
2005-05-16,30.86,,
2005-05-17,31.37,,
2005-05-18,31.71,,
2005-05-19,31.73,,
2005-05-20,31.57,,
2005-05-23,31.67,,
2005-05-24,31.45,,
2005-05-25,31.05,,
2005-05-26,31.41,,
2005-05-27,31.31,,
2005-05-31,30.91,,
2005-06-01,31.48,,
2005-06-02,30.99,,
2005-06-03,30.14,,
2005-06-06,30.21,,
2005-06-07,30.4,,
2005-06-08,30.14,,
2005-06-09,29.69,,
2005-06-10,29.74,,
2005-06-13,29.96,,
2005-06-14,29.88,,
2005-06-15,29.41,,
2005-06-16,29.72,,
2005-06-17,29.81,,
2005-06-20,29.59,,
2005-06-21,29.96,,
2005-06-22,29.88,,
2005-06-23,29.13,,
2005-06-24,28.59,,
2005-06-27,28.27,,
2005-06-28,29.15,,
2005-06-29,29.07,,
2005-06-30,28.49,,
2005-07-01,28.75,,
2005-07-05,28.99,,
2005-07-06,28.72,,
2005-07-07,28.94,,
2005-07-08,29.48,,
2005-07-11,30.0,,
2005-07-12,29.68,,
2005-07-13,29.75,,
2005-07-14,29.82,,
2005-07-15,29.86,,
2005-07-18,30.07,,
2005-07-19,30.55,,
2005-07-20,30.97,,
2005-07-21,30.78,,
2005-07-22,30.63,,
2005-07-25,30.43,,
2005-07-26,30.85,,
2005-07-27,30.91,,
2005-07-28,31.37,,
2005-07-29,31.22,,
2005-08-01,31.58,,
2005-08-02,31.53,,
2005-08-03,31.6,,
2005-08-04,31.44,,
2005-08-05,31.33,,
2005-08-08,31.45,,
2005-08-09,31.67,,
2005-08-10,31.92,,
2005-08-11,32.17,,
2005-08-12,31.87,,
2005-08-15,31.93,,
2005-08-16,31.4,,
2005-08-17,31.49,,
2005-08-18,31.32,,
2005-08-19,31.57,,
2005-08-22,31.54,,
2005-08-23,31.09,,
2005-08-24,30.87,,
2005-08-25,30.89,,
2005-08-26,30.88,,
2005-08-29,31.01,,
2005-08-30,30.96,,
2005-08-31,31.8,,
2005-09-01,32.07,,
2005-09-02,32.12,,
2005-09-06,32.6,,
2005-09-07,32.7,,
2005-09-08,32.44,,
2005-09-09,32.79,,
2005-09-12,33.15,,
2005-09-13,32.8,,
2005-09-14,32.1,,
2005-09-15,31.61,,
2005-09-16,31.61,,
2005-09-19,31.13,,
2005-09-20,30.88,,
2005-09-21,30.48,,
2005-09-22,31.53,,
2005-09-23,31.47,,
2005-09-26,30.56,,
2005-09-27,30.82,,
2005-09-28,30.07,,
2005-09-29,30.02,,
2005-09-30,30.54,,
2005-10-03,30.35,,
2005-10-04,29.98,,
2005-10-05,29.78,,
2005-10-06,29.43,,
2005-10-07,29.96,,
2005-10-10,29.35,,
2005-10-11,29.16,,
2005-10-12,29.09,,
2005-10-13,29.22,,
2005-10-14,29.38,,
2005-10-17,29.47,,
2005-10-18,29.03,,
2005-10-19,29.55,,
2005-10-20,29.64,,
2005-10-21,29.34,,
2005-10-24,30.18,,
2005-10-25,30.2,,
2005-10-26,30.25,,
2005-10-27,29.86,,
2005-10-28,29.96,,
2005-10-31,30.18,,
2005-11-01,29.75,,
2005-11-02,30.06,,
2005-11-03,30.42,,
2005-11-04,30.19,,
2005-11-07,30.38,,
2005-11-08,30.65,,
2005-11-09,30.58,,
2005-11-10,31.14,,
2005-11-11,31.5,,
2005-11-14,31.17,,
2005-11-15,31.2,,
2005-11-16,31.36,,
2005-11-17,31.73,,
2005-11-18,31.76,,
2005-11-21,31.73,,
2005-11-22,32.04,,
2005-11-23,32.11,,
2005-11-25,31.95,,
2005-11-28,31.52,,
2005-11-29,31.63,,
2005-11-30,31.65,,
2005-12-01,32.72,,
2005-12-02,32.51,,
2005-12-05,32.51,,
2005-12-06,32.31,,
2005-12-07,31.49,,
2005-12-08,31.48,,
2005-12-09,31.92,,
2005-12-12,31.98,,
2005-12-13,32.06,,
2005-12-14,32.4,,
2005-12-15,32.46,,
2005-12-16,32.63,,
2005-12-19,32.06,,
2005-12-20,32.28,,
2005-12-21,32.81,,
2005-12-22,32.93,,
2005-12-23,32.81,,
2005-12-27,32.37,,
2005-12-28,32.86,,
2005-12-29,32.5,,
2005-12-30,32.24,,
2006-01-03,32.33,,
2006-01-04,32.93,,
2006-01-05,32.76,,
2006-01-06,32.75,,
2006-01-09,33.55,,
2006-01-10,33.04,,
2006-01-11,33.45,,
2006-01-12,32.82,,
2006-01-13,32.24,,
2006-01-17,31.49,,
2006-01-18,31.24,,
2006-01-19,31.61,,
2006-01-20,30.9,,
2006-01-23,31.04,,
2006-01-24,31.8,,
2006-01-25,31.85,,
2006-01-26,30.47,,
2006-01-27,31.15,,
2006-01-30,31.7,,
2006-01-31,31.37,,
2006-02-01,31.53,,
2006-02-02,31.71,,
2006-02-03,31.61,,
2006-02-06,31.45,,
2006-02-07,31.03,,
2006-02-08,31.17,,
2006-02-09,30.85,,
2006-02-10,31.21,,
2006-02-13,31.0,,
2006-02-14,31.92,,
2006-02-15,32.28,,
2006-02-16,32.51,,
2006-02-17,32.6,,
2006-02-21,32.66,,
2006-02-22,33.27,,
2006-02-23,33.71,,
2006-02-24,33.63,,
2006-02-27,33.43,,
2006-02-28,32.77,,
2006-03-01,33.51,,
2006-03-02,33.08,,
2006-03-03,33.11,,
2006-03-06,32.67,,
2006-03-07,32.94,,
2006-03-08,32.99,,
2006-03-09,32.5,,
2006-03-10,33.25,,
2006-03-13,33.0,,
2006-03-14,33.61,,
2006-03-15,33.91,,
2006-03-16,34.05,,
2006-03-17,34.36,,
2006-03-20,34.4,,
2006-03-21,33.74,,
2006-03-22,34.31,,
2006-03-23,33.87,,
2006-03-24,34.7,,
2006-03-27,34.8,,
2006-03-28,34.86,,
2006-03-29,34.31,,
2006-03-30,33.67,,
2006-03-31,33.38,,
2006-04-03,33.55,,
2006-04-04,34.19,,
2006-04-05,34.68,,
2006-04-06,34.35,,
2006-04-07,34.18,,
2006-04-10,34.25,,
2006-04-11,33.63,,
2006-04-12,34.29,,
2006-04-13,33.8,,
2006-04-17,33.97,,
2006-04-18,35.59,,
2006-04-19,35.81,,
2006-04-20,36.22,,
2006-04-21,35.15,,
2006-04-24,34.66,,
2006-04-25,34.13,,
2006-04-26,35.62,,
2006-04-27,35.18,,
2006-04-28,34.94,,
2006-05-01,35.54,,
2006-05-02,36.34,,
2006-05-03,37.0,,
2006-05-04,37.51,,
2006-05-05,37.56,,
2006-05-08,37.9,,
2006-05-09,37.56,,
2006-05-10,38.03,,
2006-05-11,38.04,,
2006-05-12,37.4,,
2006-05-15,37.38,,
2006-05-16,37.23,,
2006-05-17,36.51,,
2006-05-18,35.91,,
2006-05-19,35.89,,
2006-05-22,35.39,,
2006-05-23,35.53,,
2006-05-24,35.72,,
2006-05-25,36.17,,
2006-05-26,36.37,,
2006-05-30,35.26,,
2006-05-31,34.83,,
2006-06-01,35.42,,
2006-06-02,35.36,,
2006-06-05,34.17,,
2006-06-06,33.79,,
2006-06-07,32.72,,
2006-06-08,32.24,,
2006-06-09,32.47,,
2006-06-12,31.53,,
2006-06-13,31.59,,
2006-06-14,32.0,,
2006-06-15,33.18,,
2006-06-16,32.95,,
2006-06-19,32.95,,
2006-06-20,32.84,,
2006-06-21,32.9,,
2006-06-22,32.45,,
2006-06-23,32.8,,
2006-06-26,33.33,,
2006-06-27,32.8,,
2006-06-28,33.26,,
2006-06-29,34.31,,
2006-06-30,34.17,,
2006-07-03,34.54,,
2006-07-05,33.8,,
2006-07-06,33.35,,
2006-07-07,32.43,,
2006-07-10,32.42,,
2006-07-11,32.07,,
2006-07-12,31.83,,
2006-07-13,30.75,,
2006-07-14,29.75,,
2006-07-17,29.5,,
2006-07-18,29.45,,
