date,PLD,dcf,Deviation
2005-01-05,38.82,39.18128140752787,-0.00922076549182127
2005-01-06,39.18,39.09128140752787,0.002269523773018145
2005-01-07,39.09,38.781281407527864,0.007960505204250845
2005-01-10,38.78,38.351281407527864,0.011178729281989153
2005-01-11,38.35,37.90128140752787,0.01183914041447176
2005-01-12,37.9,38.12128140752787,-0.005804668661640866
2005-01-13,38.12,38.30128140752787,-0.004733037665216044
2005-01-14,38.3,39.04128140752787,-0.018987117758510363
2005-01-18,39.04,39.40128140752787,-0.009169280658441803
2005-01-19,39.4,39.101281407527864,0.007639611330349405
2005-01-20,39.1,39.201281407527865,-0.0025836249196796723
2005-01-21,39.2,39.26128140752787,-0.0015608611163698827
2005-01-24,39.26,38.32128140752786,0.024496012606920026
2005-01-25,38.32,37.851281407527864,0.012383163133254493
2005-01-26,37.85,37.19128140752787,0.017711640135604556
2005-01-27,37.19,37.19128140752787,-3.445451405204025e-05
2005-01-28,37.19,37.23128140752786,-0.001108782882759285
2005-01-31,37.23,37.451281407527865,-0.005908513653244185
2005-02-01,37.45,37.65128140752787,-0.005345937774314913
2005-02-02,37.65,38.30128140752787,-0.0170041675785777
2005-02-03,38.3,38.90128140752787,-0.015456596435188819
2005-02-04,38.9,38.561281407527865,0.008783903960359885
2005-02-07,38.56,38.40128140752787,0.0041331587555049065
2005-02-08,38.4,38.90128140752787,-0.012885987026403312
2005-02-09,38.9,38.98128140752786,-0.0020851394462411132
2005-02-10,38.98,38.851281407527864,0.003313110605592362
2005-02-11,38.85,38.98128140752786,-0.003367806362119863
2005-02-14,38.98,39.311281407527865,-0.008427133272344345
2005-02-15,39.31,39.48128140752786,-0.004338294032553813
2005-02-16,39.48,39.65128140752787,-0.004319694129616525
2005-02-17,39.65,39.631281407527865,0.0004723186282988845
2005-02-18,39.63,38.43128140752787,0.031191221020211213
2005-02-22,38.43,38.02128140752787,0.010749732185280969
2005-02-23,38.02,37.98128140752786,0.001019412485237181
2005-02-24,37.98,38.701281407527865,-0.018637145368204044
2005-02-25,38.7,38.82128140752786,-0.0031240959373469712
2005-02-28,38.82,39.40128140752787,-0.014752855408829646
2005-03-01,39.4,38.76128140752787,0.01647826308312106
2005-03-02,38.76,38.76128140752787,-3.305895680794091e-05
2005-03-03,38.76,40.11128140752787,-0.03368831311567799
2005-03-04,40.11,40.09128140752787,0.00046689933110033444
2005-03-07,40.09,39.72128140752787,0.009282645962228608
2005-03-08,39.72,38.14128140752786,0.041391335954448216
2005-03-09,38.14,38.561281407527865,-0.010924984651719094
2005-03-10,38.56,38.15128140752787,0.010713102611318526
2005-03-11,38.15,38.80128140752787,-0.016785048944324643
2005-03-14,38.8,38.75128140752787,0.0012572124250493921
2005-03-15,38.75,38.26128140752787,0.012773189357321968
2005-03-16,38.26,38.601281407527864,-0.00884119373978376
2005-03-17,38.6,38.44128140752787,0.004128858005265412
2005-03-18,38.44,38.18128140752787,0.006776058396539719
2005-03-21,38.18,37.381281407527865,0.02136680612321884
2005-03-22,37.38,36.90128140752787,0.012972953084888772
2005-03-23,36.9,36.97128140752787,-0.0019280210156134014
2005-03-24,36.97,37.061281407527865,-0.0024629857377064246
2005-03-28,37.06,37.131281407527865,-0.0019197131051181815
2005-03-29,37.13,37.601281407527864,-0.012533652840711729
2005-03-30,37.6,37.80128140752787,-0.005324724454652485
2005-03-31,37.8,37.40193929044562,0.010642782623201175
2005-04-01,37.4,37.19193929044562,0.00559424201920633
2005-04-04,37.19,36.89193929044562,0.008079290904383862
2005-04-05,36.89,37.01193929044562,-0.0032945933875205835
2005-04-06,37.01,37.23193929044561,-0.005960991951406758
2005-04-07,37.23,37.06193929044562,0.004534590277031292
2005-04-08,37.06,37.10193929044562,-0.0011303800083684035
2005-04-11,37.1,37.69193929044562,-0.01570466528358394
2005-04-12,37.69,37.53193929044562,0.004211365374200415
2005-04-13,37.53,37.27193929044562,0.006923726386851348
2005-04-14,37.27,37.30193929044561,-0.0008562367279866256
2005-04-15,37.3,37.53193929044562,-0.006179784333837146
2005-04-18,37.53,37.90193929044562,-0.00981319946706205
2005-04-19,37.9,37.82193929044562,0.0020639002393538775
2005-04-20,37.82,38.15193929044562,-0.008700456559196379
2005-04-21,38.15,38.21193929044562,-0.001620940773898627
2005-04-22,38.21,38.77193929044562,-0.01449345327392737
2005-04-25,38.77,38.73193929044561,0.0009826698650170496
2005-04-26,38.73,39.05193929044561,-0.008243874601238543
2005-04-27,39.05,38.58193929044562,0.012131601421867533
2005-04-28,38.58,38.99193929044562,-0.01056472947849918
2005-04-29,38.99,39.10193929044562,-0.00286275546627357
2005-05-02,39.1,39.04193929044562,0.0014871369253062205
2005-05-03,39.04,39.33193929044562,-0.007422448415009497
2005-05-04,39.33,39.82193929044562,-0.012353473969653028
2005-05-05,39.82,39.42193929044562,0.010097441087857817
2005-05-06,39.42,40.07193929044562,-0.01626922235333539
2005-05-09,40.07,40.05193929044561,0.00045093221138237105
2005-05-10,40.05,40.12193929044562,-0.0017930162828083684
2005-05-11,40.12,39.80193929044561,0.007991085741662296
2005-05-12,39.8,39.54193929044562,0.0065262532436474174
2005-05-13,39.54,40.15193929044562,-0.015240591146023053
2005-05-16,40.15,40.15193929044562,-4.8298799009249826e-05
2005-05-17,40.15,40.60193929044562,-0.011130977937104936
2005-05-18,40.6,41.12193929044562,-0.012692477530282353
2005-05-19,41.12,40.98193929044561,0.0033688183610816047
2005-05-20,40.98,41.06193929044562,-0.0019955046415620625
2005-05-23,41.06,40.29193929044562,0.019062391214724084
2005-05-24,40.29,39.70193929044562,0.014811888790930983
2005-05-25,39.7,39.87193929044562,-0.0043122881280774905
2005-05-26,39.87,40.01193929044562,-0.0035474234181773756
2005-05-27,40.01,40.31193929044562,-0.007490071074729654
2005-05-31,40.31,40.80193929044561,-0.012056762472581806
2005-06-01,40.8,40.631939290445615,0.0041361724911295195
2005-06-02,40.63,40.661939290445616,-0.0007854836980959456
2005-06-03,40.66,41.99193929044562,-0.03171892779785668
2005-06-06,41.99,42.45193929044562,-0.010881464973487964
2005-06-07,42.45,42.50193929044562,-0.0012220451892954731
2005-06-08,42.5,42.631939290445615,-0.003094846085858971
2005-06-09,42.63,42.75193929044562,-0.0028522516748817894
2005-06-10,42.75,43.131939290445615,-0.008855138366806958
2005-06-13,43.13,43.75193929044562,-0.014215125101470272
2005-06-14,43.75,43.89193929044562,-0.003233835021650977
2005-06-15,43.89,43.60193929044562,0.0066066031521103685
2005-06-16,43.6,43.75193929044562,-0.0034727441322537356
2005-06-17,43.75,43.64193929044562,0.002476074879148138
2005-06-20,43.64,43.19193929044562,0.010373711320100343
2005-06-21,43.19,43.08193929044562,0.002508260104677973
2005-06-22,43.08,43.05193929044561,0.0006517873530640372
2005-06-23,43.05,42.74193929044562,0.007207457468436429
2005-06-24,42.74,42.96193929044562,-0.005165951400498692
2005-06-27,42.96,43.07193929044562,-0.002598891349906096
2005-06-28,43.07,43.18193929044562,-0.0025922710347190403
2005-06-29,43.18,43.43193929044562,-0.005800783813976307
2005-06-30,43.43,43.64160009933922,-0.00484858710170033
2005-07-01,43.64,44.66160009933922,-0.022874238653942225
2005-07-05,44.66,44.15160009933922,0.011514869212370549
2005-07-06,44.15,44.28160009933922,-0.002971891237985913
2005-07-07,44.28,44.65160009933922,-0.008322212384606509
2005-07-08,44.65,45.20160009933923,-0.01220311002546337
2005-07-11,45.2,45.121600099339226,0.0017375248326338966
2005-07-12,45.12,45.341600099339225,-0.004887346252750668
2005-07-13,45.34,44.78160009933922,0.012469404831941588
2005-07-14,44.78,44.35160009933922,0.009659175761443706
2005-07-15,44.35,44.60160009933922,-0.005641055450451127
2005-07-18,44.6,45.01160009933922,-0.009144311653681014
2005-07-19,45.01,46.121600099339226,-0.024101507687179113
2005-07-20,46.12,45.36160009933922,0.016718984758031574
2005-07-21,45.36,45.70160009933923,-0.007474576351740758
2005-07-22,45.7,45.24160009933922,0.010132265429477538
2005-07-25,45.24,45.21160009933922,0.0006281551769540261
2005-07-26,45.21,45.21160009933922,-3.539134504648711e-05
2005-07-27,45.21,46.32160009933922,-0.023997446050121995
2005-07-28,46.32,45.99160009933922,0.007140432164818078
2005-07-29,45.99,45.75160009933922,0.005210744545396162
2005-08-01,45.75,46.15160009933922,-0.008701758952556204
2005-08-02,46.15,45.93160009933922,0.004754894238137464
2005-08-03,45.93,44.78160009933922,0.02564445884276756
2005-08-04,44.78,43.44160009933922,0.03080917594195931
2005-08-05,43.44,42.24160009933922,0.028370135076382308
2005-08-08,42.24,42.58160009933922,-0.00802224666387108
2005-08-09,42.58,42.39160009933922,0.0044442743425416875
2005-08-10,42.39,42.50160009933922,-0.002625785831083416
2005-08-11,42.5,43.24160009933922,-0.017150153963672476
2005-08-12,43.24,43.58160009933922,-0.007838172498498941
2005-08-15,43.58,43.39160009933922,0.004341851884453574
2005-08-16,43.39,43.26160009933922,0.002967987785147619
2005-08-17,43.26,42.871600099339226,0.009059608219912363
2005-08-18,42.87,42.70160009933923,0.003943643804190211
2005-08-19,42.7,43.30160009933922,-0.013893253319948284
2005-08-22,43.3,43.41160009933922,-0.002570743743235515
2005-08-23,43.41,43.68160009933922,-0.0062177232226282575
2005-08-24,43.68,43.97160009933922,-0.006631555337546224
2005-08-25,43.97,43.64160009933922,0.007524928048312951
2005-08-26,43.64,43.47160009933922,0.003873791171154606
2005-08-29,43.47,43.40160009933922,0.0015759764733149773
2005-08-30,43.4,44.33160009933922,-0.021014357642216153
2005-08-31,44.33,44.75160009933922,-0.009420894412788816
2005-09-01,44.75,44.56160009933922,0.004227853134554982
2005-09-02,44.56,45.32160009933922,-0.01680435151605164
2005-09-06,45.32,45.07160009933922,0.005511228802911328
2005-09-07,45.07,45.06160009933922,0.0001864092851175947
2005-09-08,45.06,45.29160009933922,-0.005113533167988016
2005-09-09,45.29,45.31160009933922,-0.00047670131471566624
2005-09-12,45.31,44.90160009933922,0.00909544202783974
2005-09-13,44.9,45.00160009933922,-0.002257699706564753
2005-09-14,45.0,45.30160009933922,-0.00665760367576107
2005-09-15,45.3,45.45160009933923,-0.003335418313280436
2005-09-16,45.45,45.31160009933922,0.0030544032953450095
2005-09-19,45.31,44.841600099339225,0.010445655365176831
2005-09-20,44.84,43.56160009933922,0.029346945423158965
2005-09-21,43.56,43.85160009933922,-0.006649702603294894
2005-09-22,43.85,43.85160009933922,-3.6488961305813916e-05
2005-09-23,43.85,44.25160009933922,-0.009075380289925716
2005-09-26,44.25,44.18160009933922,0.0015481535414514358
2005-09-27,44.18,43.50160009933922,0.01559482637676779
2005-09-28,43.5,44.31160009933922,-0.01831574796486135
2005-09-29,44.31,44.90160009933922,-0.013175479226361086
2005-09-30,44.9,44.75150844009839,0.0033181353004081426
2005-10-03,44.75,44.22150844009839,0.011951007067465769
2005-10-04,44.22,43.201508440098394,0.02357537032101109
2005-10-05,43.2,43.421508440098386,-0.005101352948250537
2005-10-06,43.42,42.93150844009839,0.011378392645653213
2005-10-07,42.93,42.76150844009839,0.003940262307108311
2005-10-10,42.76,42.66150844009838,0.0023086750446228432
2005-10-11,42.66,41.381508440098386,0.03089523818959594
2005-10-12,41.38,41.64150844009839,-0.006279994406892642
2005-10-13,41.64,42.881508440098386,-0.028952070140738195
2005-10-14,42.88,43.14150844009839,-0.006061643404552952
2005-10-17,43.14,42.43150844009839,0.016697298445135456
2005-10-18,42.43,43.00150844009839,-0.01329042772754141
2005-10-19,43.0,42.75150844009839,0.00581246297425464
2005-10-20,42.75,43.021508440098394,-0.00631099303448257
2005-10-21,43.02,44.00150844009839,-0.022306245283262638
2005-10-24,44.0,43.65150844009839,0.007983494095738619
2005-10-25,43.65,43.15150844009839,0.011552123620280907
2005-10-26,43.15,42.51150844009839,0.015019263802442673
2005-10-27,42.51,44.031508440098385,-0.034554992413405206
2005-10-28,44.03,44.18150844009839,-0.0034292274177059046
2005-10-31,44.18,43.91150844009838,0.006114377971503382
2005-11-01,43.91,44.25150844009839,-0.007717441780785372
2005-11-02,44.25,43.631508440098386,0.014175342132641156
2005-11-03,43.63,43.08150844009839,0.012731484568704321
2005-11-04,43.08,43.101508440098385,-0.000499018268195428
2005-11-07,43.1,42.51150844009839,0.013843111700701849
2005-11-08,42.51,43.18150844009839,-0.015550833316300472
2005-11-09,43.18,44.15150844009839,-0.022003969386832245
2005-11-10,44.15,44.37150844009839,-0.004992132291319895
2005-11-11,44.37,44.55150844009838,-0.00407412557854081
2005-11-14,44.55,44.18150844009839,0.0083404024197411
2005-11-15,44.18,43.93150844009839,0.005656340260668191
2005-11-16,43.93,44.50150844009839,-0.012842450966975116
2005-11-17,44.5,45.01150844009839,-0.011363947972974686
2005-11-18,45.01,45.00150844009839,0.0001886950059220016
2005-11-21,45.0,45.44150844009839,-0.009715972362149716
2005-11-22,45.44,45.90150844009839,-0.01005431968974746
2005-11-23,45.9,45.94150844009839,-0.0009035062519227033
2005-11-25,45.94,45.80150844009838,0.003023733597830036
2005-11-28,45.8,46.701508440098394,-0.019303625733089858
2005-11-29,46.7,46.76150844009839,-0.0013153647551207293
2005-11-30,46.76,47.40150844009839,-0.013533502650217799
2005-12-01,47.4,48.00150844009839,-0.012531032037233159
2005-12-02,48.0,47.75150844009839,0.005203847334233069
2005-12-05,47.75,47.711508440098385,0.0008067562975910825
2005-12-06,47.71,47.75150844009839,-0.0008692592434113022
2005-12-07,47.75,49.57150844009839,-0.03674506783063658
2005-12-08,49.57,49.561508440098386,0.00017133376624078878
2005-12-09,49.56,49.82150844009839,-0.005248906512190565
2005-12-12,49.82,49.851508440098385,-0.0006320458715155519
2005-12-13,49.85,49.811508440098386,0.0007727443136540391
2005-12-14,49.81,49.33150844009839,0.009699512036665858
2005-12-15,49.33,49.36150844009839,-0.0006383200411436141
2005-12-16,49.36,48.841508440098394,0.010615797432577345
2005-12-19,48.84,48.23150844009838,0.012616059078006003
2005-12-20,48.23,49.381508440098386,-0.023318616147483873
2005-12-21,49.38,49.25150844009839,0.0026088857777399888
2005-12-22,49.25,49.50150844009839,-0.00508082375717378
2005-12-23,49.5,49.091508440098394,0.008321022777290521
2005-12-27,49.09,49.201508440098394,-0.002266362224120577
2005-12-28,49.2,48.79150844009839,0.008372185508532137
2005-12-29,48.79,49.171508440098386,-0.007758729642454387
2005-12-30,49.17,49.75265018768649,-0.011710937718664383
2006-01-03,49.75,49.60265018768649,0.0029706036221042176
2006-01-04,49.6,49.60265018768649,-5.3428348615769394e-05
2006-01-05,49.6,50.07265018768649,-0.009439288432205317
2006-01-06,50.07,50.15265018768649,-0.0016479724875393398
2006-01-09,50.15,51.00265018768649,-0.016717762401537883
2006-01-10,51.0,50.99265018768649,0.0001441347387605152
2006-01-11,50.99,50.802650187686496,0.0036877960425560907
2006-01-12,50.8,49.85265018768649,0.019002998010073657
2006-01-13,49.85,49.75265018768649,0.0019566759146751878
2006-01-17,49.75,49.32265018768649,0.008664372467564574
2006-01-18,49.32,50.18265018768649,-0.017190207859890227
2006-01-19,50.18,49.772650187686494,0.008184209817589272
2006-01-20,49.77,50.14265018768649,-0.007431800798155641
2006-01-23,50.14,51.01265018768649,-0.017106544836933968
2006-01-24,51.01,50.72265018768649,0.005665118270639313
2006-01-25,50.72,50.912650187686495,-0.0037839355636821725
2006-01-26,50.91,51.162650187686495,-0.004938176321196641
2006-01-27,51.16,51.43265018768649,-0.0053011110003382544
2006-01-30,51.43,52.202650187686494,-0.014800976289681689
2006-01-31,52.2,52.552650187686496,-0.006710416818695886
2006-02-01,52.55,52.00265018768649,0.010525421499443244
2006-02-02,52.0,51.802650187686496,0.003809647027680718
2006-02-03,51.8,51.92265018768649,-0.0023621711766088627
2006-02-06,51.92,51.482650187686495,0.008495091272867406
2006-02-07,51.48,50.57265018768649,0.017941512041511176
2006-02-08,50.57,50.71265018768649,-0.0028129113181533105
2006-02-09,50.71,50.75265018768649,-0.0008403539032694196
2006-02-10,50.75,50.61265018768649,0.002713744722004696
2006-02-13,50.61,50.90265018768649,-0.0057492131864930185
2006-02-14,50.9,51.11265018768649,-0.004160421870234465
2006-02-15,51.11,51.53265018768649,-0.00820160007581916
2006-02-16,51.53,51.802650187686496,-0.005263247858915632
2006-02-17,51.8,51.97265018768649,-0.0033219431193716176
2006-02-21,51.97,53.43265018768649,-0.027373715931154785
2006-02-22,53.43,53.522650187686494,-0.0017310463394768494
2006-02-23,53.52,53.632650187686494,-0.002100403155396502
2006-02-24,53.63,53.86265018768649,-0.004319323072218162
2006-02-27,53.86,53.65265018768649,0.00386467046060468
2006-02-28,53.65,53.82265018768649,-0.003207760804873727
2006-03-01,53.82,53.72265018768649,0.0018120813469442165
2006-03-02,53.72,53.10265018768649,0.01162559326383028
2006-03-03,53.1,53.382650187686494,-0.005294794969765149
2006-03-06,53.38,52.57265018768649,0.015356840665845084
2006-03-07,52.57,52.65265018768649,-0.0015697251209934038
2006-03-08,52.65,53.39265018768649,-0.013909221308099906
2006-03-09,53.39,53.952650187686494,-0.010428592214269172
2006-03-10,53.95,53.592650187686495,0.006667888433619762
2006-03-13,53.59,54.26265018768649,-0.012396191217345365
2006-03-14,54.26,54.96265018768649,-0.012784139507230563
2006-03-15,54.96,55.65265018768649,-0.012445951546791623
2006-03-16,55.65,56.53265018768649,-0.015613104723661952
2006-03-17,56.53,55.42265018768649,0.019980094935256876
2006-03-20,55.42,54.732650187686495,0.012558314095087342
2006-03-21,54.73,54.89265018768649,-0.002963059483015784
2006-03-22,54.89,54.732650187686495,0.0028748801999158857
2006-03-23,54.73,54.67265018768649,0.0010489671182323246
2006-03-24,54.67,53.96265018768649,0.013108137014273602
2006-03-27,53.96,54.07265018768649,-0.0020833117536404044
2006-03-28,54.07,55.132650187686494,-0.01927442602648244
2006-03-29,55.13,54.18265018768649,0.01748437570019057
2006-03-30,54.18,54.272650187686494,-0.0017071248108594395
2006-03-31,54.27,52.881579829896495,0.026255270257991903
2006-04-03,52.88,51.991579829896494,0.017087770231452915
2006-04-04,51.99,52.381579829896495,-0.007475525388277782
2006-04-05,52.38,52.11157982989649,0.005150873778528631
2006-04-06,52.11,51.241579829896494,0.016947568224600973
2006-04-07,51.24,50.771579829896496,0.00922603101327324
2006-04-10,50.77,50.6915798298965,0.001547005841338045
2006-04-11,50.69,50.75157982989649,-0.00121335789157484
2006-04-12,50.75,49.6915798298965,0.021299789093578214
2006-04-13,49.69,49.591579829896496,0.0019846145341828603
2006-04-17,49.59,50.28157982989649,-0.013754138836450935
2006-04-18,50.28,50.79157982989649,-0.010072138563316901
2006-04-19,50.79,51.0515798298965,-0.005123834184330378
2006-04-20,51.05,51.171579829896494,-0.0023759248844895664
2006-04-21,51.17,50.68157982989649,0.009637035225476431
2006-04-24,50.68,50.46157982989649,0.00432844494444673
2006-04-25,50.46,49.9415798298965,0.01038053205103373
2006-04-26,49.94,50.39157982989649,-0.008961414415282531
2006-04-27,50.39,49.991579829896494,0.007969745534331718
2006-04-28,49.99,49.46157982989649,0.010683447069842922
2006-05-01,49.46,48.89157982989649,0.011626136281158272
2006-05-02,48.89,49.3015798298965,-0.008348207731203705
2006-05-03,49.3,50.0515798298965,-0.01501610603403114
2006-05-04,50.05,50.6915798298965,-0.012656536490861403
2006-05-05,50.69,51.1215798298965,-0.008442224034009738
2006-05-08,51.12,50.9415798298965,0.003502446737994269
2006-05-09,50.94,51.2615798298965,-0.006273310946787292
2006-05-10,51.26,50.481579829896496,0.015419885287395463
2006-05-11,50.48,50.14157982989649,0.006749292129437867
2006-05-12,50.14,50.6915798298965,-0.01088109369933643
2006-05-15,50.69,50.161579829896496,0.010534360598199566
2006-05-16,50.16,49.21157982989649,0.019272296751735807
2006-05-17,49.21,48.57157982989649,0.013143903746580365
2006-05-18,48.57,48.561579829896495,0.00017339160161178313
2006-05-19,48.56,47.66157982989649,0.01884998720793485
2006-05-22,47.66,46.851579829896494,0.01725491804200896
2006-05-23,46.85,47.561579829896495,-0.014961231995267
2006-05-24,47.56,48.65157982989649,-0.022436677980716024
2006-05-25,48.65,49.29157982989649,-0.013016012716787762
2006-05-26,49.29,49.3015798298965,-0.00023487746105599339
2006-05-30,49.3,49.43157982989649,-0.0026618576697181595
2006-05-31,49.43,50.5515798298965,-0.022186840325674417
2006-06-01,50.55,50.851579829896494,-0.005930589195169755
2006-06-02,50.85,50.561579829896495,0.0057043346167946485
2006-06-05,50.56,50.25157982989649,0.006137521867919826
2006-06-06,50.25,50.03157982989649,0.004365646074861562
2006-06-07,50.03,50.00157982989649,0.0005683854430238444
2006-06-08,50.0,50.491579829896494,-0.009735877379012492
2006-06-09,50.49,49.601579829896494,0.01791112648327431
2006-06-12,49.6,49.411579829896496,0.0038132796148626635
2006-06-13,49.41,48.65157982989649,0.015588808683196342
2006-06-14,48.65,49.25157982989649,-0.012214427069633271
2006-06-15,49.25,49.3715798298965,-0.002462546880520833
2006-06-16,49.37,48.101579829896494,0.02636961560491491
2006-06-19,48.1,48.061579829896495,0.0007993946565945098
2006-06-20,48.06,48.79157982989649,-0.014993977084714616
2006-06-21,48.79,48.18157982989649,0.012627650904173615
2006-06-22,48.18,48.04157982989649,0.0028812576645818044
2006-06-23,48.04,48.55157982989649,-0.01053683179185605
2006-06-26,48.55,48.50157982989649,0.0009983215036153403
2006-06-27,48.5,48.86157982989649,-0.007400084711858934
2006-06-28,48.86,49.64157982989649,-0.015744459233059893
2006-06-29,49.64,50.5515798298965,-0.018032667484654596
2006-06-30,50.55,51.5222445993035,-0.01887038514848871
2006-07-03,51.52,50.5622445993035,0.018942106077104448
2006-07-05,50.56,51.0522445993035,-0.009641977608761398
2006-07-06,51.05,51.2522445993035,-0.003946063258003174
2006-07-07,51.25,51.712244599303496,-0.008938784283784917
2006-07-10,51.71,51.6522445993035,0.0011181585842889863
2006-07-11,51.65,52.032244599303496,-0.007346302321707188
2006-07-12,52.03,51.4522445993035,0.011228963968353822
2006-07-13,51.45,51.1922445993035,0.0050350478419929345
2006-07-14,51.19,51.352244599303496,-0.0031594451336933727
2006-07-17,51.35,51.8022445993035,-0.008730212422292993
2006-07-18,51.8,52.3922445993035,-0.011304050892131046
2006-07-19,52.39,51.1322445993035,0.024598086990955892
2006-07-20,51.13,50.5722445993035,0.01102888363203447
2006-07-21,50.57,51.852244599303496,-0.024728815680251537
2006-07-24,51.85,52.0022445993035,-0.0029276543825482726
2006-07-25,52.0,52.0622445993035,-0.0011955804015474358
2006-07-26,52.06,51.6922445993035,0.0071143244706664
2006-07-27,51.69,52.6822445993035,-0.018834516388783862
2006-07-28,52.68,52.4322445993035,0.004725248796611403
2006-07-31,52.43,52.712244599303496,-0.005354440916887526
2006-08-01,52.71,53.6222445993035,-0.01701242844495454
2006-08-02,53.62,54.1322445993035,-0.009462836856206969
2006-08-03,54.13,55.0122445993035,-0.016037240540348163
2006-08-04,55.01,54.2422445993035,0.014154196721909873
2006-08-07,54.24,53.7022445993035,0.010013648492887661
2006-08-08,53.7,53.0022445993035,0.013164638704860954
2006-08-09,53.0,53.0022445993035,-4.234913672940266e-05
2006-08-10,53.0,52.6122445993035,0.007370060024042946
2006-08-11,52.61,52.602244599303496,0.0001474347863970049
2006-08-14,52.6,53.3622445993035,-0.014284342891255575
2006-08-15,53.36,53.4522445993035,-0.0017257385540120351
2006-08-16,53.45,53.0122445993035,0.00825762810092856
2006-08-17,53.01,53.3722445993035,-0.006787134437067133
2006-08-18,53.37,53.7022445993035,-0.006186791665460656
2006-08-21,53.7,54.1822445993035,-0.008900417523671544
2006-08-22,54.18,53.7522445993035,0.007957907690836041
2006-08-23,53.75,53.7522445993035,-4.1758243218170676e-05
2006-08-24,53.75,53.602244599303496,0.0027565151758295325
2006-08-25,53.6,54.4522445993035,-0.01565122990934331
2006-08-28,54.45,54.6622445993035,-0.003882837246427351
2006-08-29,54.66,55.3722445993035,-0.012862844994953715
2006-08-30,55.37,55.8322445993035,-0.008279169190150593
2006-08-31,55.83,55.5422445993035,0.0051808385270066815
2006-09-01,55.54,55.7022445993035,-0.002912712054435329
2006-09-05,55.7,55.782244599303496,-0.0014743866958791818
2006-09-06,55.78,55.4122445993035,0.006636717269906889
2006-09-07,55.41,55.9922445993035,-0.010398665091392756
2006-09-08,55.99,55.5522445993035,0.007880066842555378
2006-09-11,55.55,56.5522445993035,-0.01772245480979273
2006-09-12,56.55,57.0022445993035,-0.007933803352526803
2006-09-13,57.0,56.8322445993035,0.002951764475946028
2006-09-14,56.83,56.9922445993035,-0.002846783811450093
2006-09-15,56.99,56.5522445993035,0.0077407254795665015
2006-09-18,56.55,57.8722445993035,-0.02284764671663375
2006-09-19,57.87,57.6522445993035,0.0037770498305824685
2006-09-20,57.65,56.602244599303496,0.0185108454287235
2006-09-21,56.6,56.4122445993035,0.003328273888588029
2006-09-22,56.41,55.5122445993035,0.016172205018490038
2006-09-25,55.51,55.3322445993035,0.003212510209620767
2006-09-26,55.33,55.8922445993035,-0.010059438538106424
2006-09-27,55.89,55.5622445993035,0.005898886970102879
2006-09-28,55.56,55.1122445993035,0.0081244268665146
2006-09-29,55.11,55.041706157752905,0.0012407653580244205
2006-10-02,55.04,56.4217061577529,-0.024488911304626382
2006-10-03,56.42,56.011706157752904,0.007289437695348289
2006-10-04,56.01,55.751706157752906,0.004632931618563152
2006-10-05,55.75,54.89170615775291,0.015636129796739118
2006-10-06,54.89,55.251706157752906,-0.006546515626507099
2006-10-09,55.25,55.2717061577529,-0.0003927173460314126
2006-10-10,55.27,55.5617061577529,-0.005250129593297181
2006-10-11,55.56,56.5217061577529,-0.01701481117835979
2006-10-12,56.52,57.431706157752906,-0.01587461384568023
2006-10-13,57.43,57.39170615775291,0.0006672365191904284
2006-10-16,57.39,57.3017061577529,0.0015408588708341053
2006-10-17,57.3,58.001706157752906,-0.012098026148479324
2006-10-18,58.0,57.5517061577529,0.007789410117891027
2006-10-19,57.55,57.35170615775291,0.0034575055483381245
2006-10-20,57.35,57.151706157752905,0.0034696049440721133
2006-10-23,57.15,56.971706157752905,0.0031295155836372768
2006-10-24,56.97,57.3417061577529,-0.0064823002777472105
2006-10-25,57.34,57.82170615775291,-0.008330887996260139
2006-10-26,57.82,57.401706157752905,0.007287132565320098
2006-10-27,57.4,58.181706157752906,-0.013435600455466212
2006-10-30,58.18,58.4117061577529,-0.003966776062440891
2006-10-31,58.41,57.831706157752905,0.009999598501722051
2006-11-01,57.83,57.9817061577529,-0.00261644866641475
2006-11-02,57.98,57.8117061577529,0.0029110685954825133
2006-11-03,57.81,58.401706157752905,-0.010131658759328088
2006-11-06,58.4,58.001706157752906,0.006866933209926929
2006-11-07,58.0,57.7317061577529,0.004647252958607906
2006-11-08,57.73,57.6617061577529,0.0011843881632682685
2006-11-09,57.66,57.441706157752904,0.003800267381466549
2006-11-10,57.44,57.6317061577529,-0.0033264008743408846
2006-11-13,57.63,58.401706157752905,-0.013213760496455285
2006-11-14,58.4,58.5217061577529,-0.0020796754869865097
2006-11-15,58.52,59.001706157752906,-0.008164275054435954
2006-11-16,59.0,59.0517061577529,-0.0008756081935172855
2006-11-17,59.05,61.3117061577529,-0.036888651441759124
2006-11-20,61.31,61.001706157752906,0.005053856058547579
2006-11-21,61.0,61.401706157752905,-0.006542263772293944
2006-11-22,61.4,61.9217061577529,-0.00842525489242485
2006-11-24,61.92,59.8417061577529,0.034729856076769705
2006-11-27,59.84,59.7717061577529,0.0011425780965137466
2006-11-28,59.77,60.39170615775291,-0.010294561907704836
2006-11-29,60.39,61.2717061577529,-0.014390102920960324
2006-11-30,61.27,61.35170615775291,-0.0013317666756131885
2006-12-01,61.35,62.7717061577529,-0.02264883726722322
2006-12-04,62.77,62.5517061577529,0.0034898143576862495
2006-12-05,62.55,62.0217061577529,0.008517886317144674
2006-12-06,62.02,61.6717061577529,0.005647546726795349
