date,GS,dcf,Deviation
2009-07-28,160.54,205.20351630210482,-0.2176547317851527
2009-07-29,159.44,208.18351630210483,-0.2341372514400748
2009-07-30,162.42,209.06351630210483,-0.22310691567391017
2009-07-31,163.3,209.86351630210484,-0.22187523168665124
2009-08-03,164.1,210.93351630210483,-0.2220297519481379
2009-08-04,165.17,214.40351630210483,-0.22963017188921686
2009-08-05,168.64,212.51351630210482,-0.2064504746123308
2009-08-06,166.75,209.41351630210482,-0.20372857041642645
2009-08-07,163.65,206.12351630210483,-0.2060585665531416
2009-08-10,160.36,204.98351630210482,-0.21769319361435213
2009-08-11,159.22,209.52351630210484,-0.240085300160646
2009-08-12,163.76,210.24351630210484,-0.2210936970598959
2009-08-13,164.48,208.49351630210484,-0.21110256607850453
2009-08-14,162.73,203.01351630210482,-0.19842775513606126
2009-08-17,157.25,206.24351630210484,-0.23755178916916497
2009-08-18,160.48,205.69351630210483,-0.2198101190301941
2009-08-19,159.93,208.09351630210483,-0.2314513068834988
2009-08-20,162.33,209.27351630210484,-0.2243165649032136
2009-08-21,163.51,208.34351630210483,-0.21519036012186143
2009-08-24,162.58,210.70351630210482,-0.22839446225997362
2009-08-25,164.94,211.71351630210484,-0.22092834278639684
2009-08-26,165.95,210.78351630210483,-0.2126993471246933
2009-08-27,165.02,210.18351630210483,-0.21487658545587163
2009-08-28,164.42,211.22351630210483,-0.22158288585236685
2009-08-31,165.46,205.93351630210483,-0.19653680968924991
2009-09-01,160.17,204.30351630210484,-0.21601936716960057
2009-09-02,158.54,207.42351630210482,-0.23567007817429808
2009-09-03,161.66,208.73351630210482,-0.2255196823972162
2009-09-04,162.97,212.98351630210482,-0.23482341342868773
2009-09-08,167.22,216.03351630210483,-0.22595344064040135
2009-09-09,170.27,220.63351630210482,-0.22826774982430154
2009-09-10,174.87,220.46351630210484,-0.2068075347198367
2009-09-11,174.7,223.47351630210483,-0.21825188554410124
2009-09-14,177.71,222.42351630210482,-0.20102872684277262
2009-09-15,176.66,225.63351630210482,-0.21704894336944736
2009-09-16,179.87,227.22351630210483,-0.20840059635000985
2009-09-17,181.46,228.94351630210483,-0.2074027562302636
2009-09-18,183.18,228.15351630210483,-0.19711954052268066
2009-09-21,182.39,231.28351630210483,-0.2114007823983428
2009-09-22,185.52,229.40351630210483,-0.1912940002380521
2009-09-23,183.64,228.82351630210482,-0.19746010826287275
2009-09-24,183.06,225.26351630210482,-0.18735176026243394
2009-09-25,179.5,229.9927775484936,-0.21954070943748338
2009-09-28,182.5,231.0727775484936,-0.21020553811579978
2009-09-29,183.58,231.84277754849361,-0.2081702870316876
2009-09-30,184.35,226.4827775484936,-0.18603082320231745
2009-10-01,178.99,227.1027775484936,-0.21185464162022416
2009-10-02,179.61,233.9627775484936,-0.23231378135450564
2009-10-05,186.47,234.4727775484936,-0.20472644223513614
2009-10-06,186.98,237.9727775484936,-0.2142798771935266
2009-10-07,190.48,235.6627775484936,-0.19172640676865527
2009-10-08,188.17,236.7927775484936,-0.20533893834044825
2009-10-09,189.3,237.6427775484936,-0.20342624357110417
2009-10-12,190.15,234.7227775484936,-0.18989540774024327
2009-10-13,187.23,239.7727775484936,-0.2191357087560406
2009-10-14,192.28,236.12277754849362,-0.185677883360869
2009-10-15,188.63,231.8627775484936,-0.1864584648109443
2009-10-16,184.37,232.9927775484936,-0.20868791754016303
2009-10-19,185.5,232.4527775484936,-0.2019884556496575
2009-10-20,184.96,226.7527775484936,-0.1843098814503198
2009-10-21,179.26,231.1827775484936,-0.22459621819191145
2009-10-22,183.69,227.8527775484936,-0.19382154575269328
2009-10-23,180.36,226.8627775484936,-0.2049819633304687
2009-10-26,179.37,226.1027775484936,-0.20668820637760876
2009-10-27,178.61,219.65277754849362,-0.1868529868211315
2009-10-28,172.16,226.0727775484936,-0.23847531813921774
2009-10-29,178.58,217.6627775484936,-0.17955655068210385
2009-10-30,170.17,218.1727775484936,-0.2200218473078015
2009-11-02,170.68,219.1027775484936,-0.22100485484615218
2009-11-03,171.61,216.9927775484936,-0.2091441847107166
2009-11-04,169.5,220.8927775484936,-0.232659383972892
2009-11-05,173.4,219.2727775484936,-0.2092041614164737
2009-11-06,171.78,224.0627775484936,-0.23333986180358812
2009-11-09,176.57,224.0027775484936,-0.21175084553683743
2009-11-10,176.51,227.34277754849361,-0.22359530439734632
2009-11-11,179.85,225.9727775484936,-0.20410767194555413
2009-11-12,178.48,224.2527775484936,-0.2041124219234942
2009-11-13,176.76,224.7427775484936,-0.21350086562020965
2009-11-16,177.25,224.09277754849361,-0.20903296420767892
2009-11-17,176.6,224.3927775484936,-0.21298714722743284
2009-11-18,176.9,220.3227775484936,-0.1970871011688119
2009-11-19,172.83,217.5027775484936,-0.20538945778995177
2009-11-20,170.01,219.4927775484936,-0.22544148423089294
2009-11-23,172.0,218.62277754849362,-0.21325672499130166
2009-11-24,171.13,216.4127775484936,-0.20924262449497322
2009-11-25,168.92,211.65277754849362,-0.20190038629992824
2009-11-27,164.16,217.15277754849362,-0.24403453709754874
2009-11-30,169.66,215.12277754849362,-0.21133409519243151
2009-12-01,167.63,214.15277754849362,-0.21724106537893872
2009-12-02,166.66,211.7927775484936,-0.21309875658134603
2009-12-03,164.3,214.7327775484936,-0.23486296840315513
2009-12-04,167.24,211.34277754849361,-0.2086788962465207
2009-12-07,163.85,209.3327775484936,-0.21727499191070143
2009-12-08,161.84,213.9327775484936,-0.24350068346439047
2009-12-09,166.44,214.2227775484936,-0.22305180660668555
2009-12-10,166.73,213.4927775484936,-0.21903681279275
2009-12-11,166.0,213.59277754849361,-0.22282016318500408
2009-12-14,166.1,210.2327775484936,-0.20992339093419277
2009-12-15,162.74,212.4827775484936,-0.23410263232812412
2009-12-16,164.99,208.4227775484936,-0.20838786460557612
2009-12-17,160.93,210.6827775484936,-0.2361501881046818
2009-12-18,163.19,212.9427775484936,-0.23364388368214728
2009-12-21,165.45,212.09277754849361,-0.21991685944057693
2009-12-22,164.6,211.12277754849362,-0.2203588740575736
2009-12-23,163.63,211.4627775484936,-0.22619951417938966
2009-12-24,163.97,211.2527775484936,-0.22382085621401937
2009-12-28,163.76,211.6127775484936,-0.22613368674076195
2009-12-29,164.12,214.1927775484936,-0.2337743509449428
2009-12-30,166.7,216.3327775484936,-0.22942791245477268
2009-12-31,168.84,226.47812216260834,-0.2544975276738868
2010-01-04,173.08,,
2010-01-05,176.14,,
2010-01-06,174.26,,
2010-01-07,177.67,,
2010-01-08,174.31,,
2010-01-11,171.56,,
2010-01-12,167.82,,
2010-01-13,169.07,,
2010-01-14,168.53,,
2010-01-15,165.21,,
2010-01-19,166.86,,
2010-01-20,167.79,,
2010-01-21,160.87,,
2010-01-22,154.12,,
2010-01-25,154.98,,
2010-01-26,150.88,,
2010-01-27,151.5,,
2010-01-28,153.29,,
2010-01-29,148.72,,
2010-02-01,153.13,,
2010-02-02,156.94,,
2010-02-03,157.23,,
2010-02-04,150.68,,
2010-02-05,154.16,,
2010-02-08,151.1,,
2010-02-09,152.49,,
2010-02-10,153.63,,
2010-02-11,154.05,,
2010-02-12,153.93,,
2010-02-16,157.4,,
2010-02-17,157.26,,
2010-02-18,155.73,,
2010-02-19,156.18,,
2010-02-22,156.71,,
2010-02-23,156.7,,
2010-02-24,158.33,,
2010-02-25,156.44,,
2010-02-26,156.35,,
2010-03-01,156.54,,
2010-03-02,158.75,,
2010-03-03,157.72,,
2010-03-04,163.61,,
2010-03-05,167.18,,
2010-03-08,169.84,,
2010-03-09,168.85,,
2010-03-10,171.94,,
2010-03-11,173.51,,
2010-03-12,174.96,,
2010-03-15,173.53,,
2010-03-16,176.19,,
2010-03-17,176.64,,
2010-03-18,177.45,,
2010-03-19,177.9,,
2010-03-22,176.16,,
2010-03-23,174.83,,
2010-03-24,174.41,,
2010-03-25,174.9,,
2010-03-26,172.87,,
2010-03-29,174.05,,
2010-03-30,171.38,,
2010-03-31,170.63,226.06812216260835,-0.24522750767457746
2010-04-01,170.22,229.00812216260834,-0.2567075857722878
2010-04-05,173.16,228.74812216260833,-0.24301017921840184
2010-04-06,172.9,232.20812216260833,-0.255409335428313
2010-04-07,176.36,235.34812216260835,-0.25064199204381943
2010-04-08,179.5,234.96812216260832,-0.23606658491410992
2010-04-09,179.12,233.68812216260832,-0.2335083257874695
2010-04-12,177.84,235.09812216260835,-0.24354989157678208
2010-04-13,179.25,240.76812216260834,-0.25550775414139193
2010-04-14,184.92,240.11812216260833,-0.22987903480782723
2010-04-15,184.27,216.54812216260834,-0.14905750204737556
2010-04-16,160.7,219.16812216260834,-0.26677293023129
2010-04-19,163.32,215.82812216260834,-0.24328674890220237
2010-04-20,159.98,214.77812216260833,-0.2551382869486154
2010-04-21,158.93,214.89812216260833,-0.26044025698958206
2010-04-22,159.05,213.24812216260833,-0.2541552141841632
2010-04-23,157.4,207.87812216260835,-0.24282556354402163
2010-04-26,152.03,208.88812216260834,-0.27219413710056384
2010-04-27,153.04,212.85812216260834,-0.2810234420696035
2010-04-28,157.01,216.08812216260833,-0.2733982857148969
2010-04-29,160.24,201.04812216260834,-0.20297688793930935
2010-04-30,145.2,205.34812216260835,-0.29290807010632935
2010-05-03,149.5,205.29812216260834,-0.2717907089204299
2010-05-04,149.45,204.03812216260835,-0.267538838252512
2010-05-05,148.19,198.16812216260834,-0.2522006143934614
2010-05-06,142.32,198.83812216260833,-0.2842418825319032
2010-05-07,142.99,199.67812216260833,-0.28389751239970207
2010-05-10,143.83,197.81812216260835,-0.2729179792649613
2010-05-11,141.97,203.04812216260834,-0.3008061414805636
2010-05-12,147.2,200.49812216260833,-0.26582853538838835
2010-05-13,144.65,199.07812216260834,-0.27340082160384793
2010-05-14,143.23,198.48812216260833,-0.2783951077804997
2010-05-17,142.64,193.20812216260833,-0.26172875962248143
2010-05-18,137.36,195.94812216260834,-0.2989981303009821
2010-05-19,140.1,191.94812216260834,-0.2701152872893716
2010-05-20,136.1,196.46812216260832,-0.3072667540062515
2010-05-21,140.62,192.53812216260835,-0.2696511297578815
2010-05-24,136.69,198.40812216260835,-0.3110665102309992
2010-05-25,142.56,196.14812216260833,-0.2732023206328906
2010-05-26,140.3,200.79812216260834,-0.30128828651901607
2010-05-27,144.95,200.10812216260834,-0.2756415959857278
2010-05-28,144.26,197.70812216260833,-0.27033852518536916
2010-06-01,141.86,200.67812216260833,-0.29309683352004023
2010-06-02,144.83,199.88812216260834,-0.27544469159512497
2010-06-03,144.04,198.09812216260835,-0.27288558605434377
2010-06-04,142.25,194.52812216260833,-0.26874326231817747
2010-06-07,138.68,193.62812216260835,-0.2837817231758467
2010-06-08,137.78,192.64812216260833,-0.2848100544488871
2010-06-09,136.8,189.61812216260833,-0.27854996959264144
2010-06-10,133.77,191.48812216260833,-0.3014188113119367
2010-06-11,135.64,189.28812216260835,-0.2834204362623548
2010-06-14,133.44,192.74812216260833,-0.3076975355047773
2010-06-15,136.9,192.90812216260835,-0.29033573876893237
2010-06-16,137.06,193.16812216260834,-0.2904626370772331
2010-06-17,137.32,194.02812216260833,-0.29226754106852204
2010-06-18,138.18,193.58812216260833,-0.2862165382030367
2010-06-21,137.74,190.63812216260834,-0.2774792447729205
2010-06-22,134.79,190.91812216260834,-0.29399054174020756
2010-06-23,135.07,190.82812216260834,-0.29219027851196777
2010-06-24,134.98,195.50812216260834,-0.3095939007192029
2010-06-25,139.66,192.50812216260834,-0.27452411653555286
2010-06-28,136.66,189.60812216260834,-0.2792502850547717
2010-06-29,133.76,187.11812216260833,-0.2851574264743816
2010-06-30,131.27,198.41404044572843,-0.3384036749359687
2010-07-01,131.14,198.35404044572843,-0.3388589428009098
2010-07-02,131.08,199.53404044572844,-0.3430694847496327
2010-07-06,132.26,203.10404044572843,-0.34880665244401543
2010-07-07,135.83,202.73404044572843,-0.33000891364190277
2010-07-08,135.46,205.33404044572845,-0.34029447963936965
2010-07-09,138.06,204.52404044572845,-0.32496933026005337
2010-07-12,137.25,207.52404044572845,-0.3386308414908993
2010-07-13,140.25,206.33404044572845,-0.32027696594789634
2010-07-14,139.06,212.49404044572844,-0.3455816468626267
2010-07-15,145.22,213.44404044572843,-0.31963431868726966
2010-07-16,146.17,212.95404044572842,-0.31360776393791145
2010-07-19,145.68,216.18404044572844,-0.32612971938336954
2010-07-20,148.91,214.26404044572843,-0.3050163728350028
2010-07-21,146.99,213.82404044572843,-0.31256560444002945
2010-07-22,146.55,214.65404044572844,-0.31727350812642796
2010-07-23,147.38,215.47404044572843,-0.31601969455285417
2010-07-26,148.2,214.50404044572844,-0.309103923207936
2010-07-27,147.23,214.47404044572843,-0.3135299745646569
2010-07-28,147.2,219.85404044572843,-0.33046488615097014
2010-07-29,152.58,218.09404044572844,-0.3003935380895071
2010-07-30,150.82,220.01404044572843,-0.31449829431588827
2010-08-02,152.74,220.46404044572844,-0.3071886023172111
2010-08-03,153.19,223.68404044572844,-0.31515006750261254
2010-08-04,156.41,223.19404044572843,-0.29921964006009183
2010-08-05,155.92,222.45404044572842,-0.2990911754734371
2010-08-06,155.18,222.67404044572842,-0.30310691048954364
2010-08-09,155.4,221.17404044572842,-0.2973858971567146
2010-08-10,153.9,216.52404044572845,-0.289224421994033
2010-08-11,149.25,216.69404044572843,-0.3112408643403368
2010-08-12,149.42,215.35404044572843,-0.3061657924284199
2010-08-13,148.08,215.03404044572844,-0.3113648439425881
2010-08-16,147.76,215.86404044572845,-0.3154950695127513
2010-08-17,148.59,216.47404044572843,-0.31358975102027276
2010-08-18,149.2,214.32404044572843,-0.3038578421267645
2010-08-19,147.05,215.51404044572843,-0.3176778659252565
2010-08-20,148.24,214.01404044572843,-0.3073351650608549
2010-08-23,146.74,211.22404044572843,-0.305287410986236
2010-08-24,143.95,211.95404044572842,-0.3208433314256215
2010-08-25,144.68,209.08404044572845,-0.30802944265105536
2010-08-26,141.81,207.02404044572845,-0.31500708954052303
2010-08-27,139.75,203.93404044572844,-0.31472941106567887
2010-08-30,136.66,204.20404044572842,-0.33076740449550357
2010-08-31,136.93,207.01404044572843,-0.33854728063288975
2010-09-01,139.74,207.05404044572845,-0.3251037279969058
2010-09-02,139.78,214.56404044572844,-0.34853948634810605
2010-09-03,147.29,212.48404044572843,-0.30681852768316475
2010-09-07,145.21,214.81404044572844,-0.3240199770057093
2010-09-08,147.54,216.41404044572843,-0.31825125719142255
2010-09-09,149.14,217.66404044572843,-0.3148156227616017
2010-09-10,150.39,221.64404044572842,-0.3214796134488247
2010-09-13,154.37,219.80404044572845,-0.29769261890290266
2010-09-14,152.53,219.83404044572845,-0.3061584107232207
2010-09-15,152.56,219.50404044572844,-0.3049786250393878
2010-09-16,152.23,218.25404044572844,-0.30251004889023414
2010-09-17,150.98,219.17404044572842,-0.31114104711964985
2010-09-20,151.9,218.67404044572842,-0.3053587902323537
2010-09-21,151.4,215.34404044572844,-0.29693898337457714
2010-09-22,148.07,212.18404044572844,-0.3021624072717537
2010-09-23,144.91,214.55404044572845,-0.3245990627864449
2010-09-24,147.28,213.27404044572845,-0.3094330669958957
2010-09-27,146.0,212.28404044572844,-0.3122422218201293
2010-09-28,145.01,211.69404044572843,-0.31500197315580125
2010-09-29,144.42,211.85404044572843,-0.3183042452428625
2010-09-30,144.58,222.25427156417663,-0.34948381876992596
2010-10-01,147.7,221.12427156417664,-0.3320498064042997
2010-10-04,146.57,224.12427156417664,-0.346032453437197
2010-10-05,149.57,225.39427156417665,-0.3364072699717533
2010-10-06,150.84,225.66427156417663,-0.33157340790164636
2010-10-07,151.11,227.21427156417664,-0.33494494443620804
2010-10-08,152.66,226.75427156417663,-0.3267602019272491
2010-10-11,152.2,229.76427156417665,-0.3375819531737413
2010-10-12,155.21,229.28427156417663,-0.32306739166556064
2010-10-13,154.73,226.14427156417665,-0.31579076078391954
2010-10-14,151.59,225.24427156417664,-0.3269973129735779
2010-10-15,150.69,228.25427156417663,-0.3398152027238992
2010-10-18,153.7,231.27427156417664,-0.33542110429975114
2010-10-19,156.72,234.15427156417664,-0.3306976680241922
2010-10-20,159.6,233.85427156417663,-0.3175236914319054
2010-10-21,159.3,232.31427156417664,-0.31429094335259766
2010-10-22,157.76,231.94427156417663,-0.3198366187873306
2010-10-25,157.39,232.84427156417664,-0.32405466132921334
2010-10-26,158.29,234.70427156417665,-0.3255768250612441
2010-10-27,160.15,237.79427156417665,-0.3265186795856929
2010-10-28,163.24,235.68427156417664,-0.30737847325738965
2010-10-29,161.13,236.12427156417664,-0.3176050944165383
2010-11-01,161.57,237.37427156417664,-0.31934493601461
2010-11-02,162.82,237.18427156417664,-0.3135295231583489
2010-11-03,162.63,240.94427156417663,-0.3250306432096156
2010-11-04,166.39,245.62427156417664,-0.32258323275464384
2010-11-05,171.07,243.75427156417663,-0.29818665780812803
2010-11-08,169.2,241.10427156417663,-0.2982289409378519
2010-11-09,166.55,241.77427156417664,-0.3111343116763732
2010-11-10,167.22,242.26427156417665,-0.30976202590524027
2010-11-11,167.71,240.38427156417663,-0.30232540212088876
2010-11-12,165.83,241.77427156417664,-0.31411229603898505
2010-11-15,167.22,239.65427156417664,-0.3022448591940894
2010-11-16,165.1,239.44427156417663,-0.3104867411465747
2010-11-17,164.89,241.90427156417664,-0.31836672856661374
2010-11-18,167.35,241.22427156417663,-0.3062472573143318
2010-11-19,166.67,235.60427156417663,-0.29258498204010497
2010-11-22,161.05,232.33427156417665,-0.3068177203658312
2010-11-23,157.78,234.81427156417664,-0.32806469151566264
2010-11-24,160.26,232.77427156417664,-0.3115218493732209
2010-11-26,158.22,233.83427156417665,-0.32336693444623676
2010-11-29,159.28,230.69427156417663,-0.3095623964997759
2010-11-30,156.14,233.00427156417663,-0.32988352980904834
2010-12-01,158.45,237.05427156417664,-0.33158766153216723
2010-12-02,162.5,236.86427156417665,-0.31395309673805405
2010-12-03,162.31,237.20427156417665,-0.3157374488676258
2010-12-06,162.65,236.14427156417665,-0.31122614610705557
2010-12-07,161.59,240.69427156417663,-0.3286504122017917
2010-12-08,166.14,241.00427156417663,-0.31063462518024776
2010-12-09,166.45,243.02427156417664,-0.3150889870847954
2010-12-10,168.47,244.03427156417663,-0.3096461455181494
2010-12-13,169.48,241.88427156417663,-0.29933435148951537
2010-12-14,167.33,239.76427156417665,-0.30210619410318806
2010-12-15,165.21,239.01427156417665,-0.30878604478795646
2010-12-16,164.46,238.59427156417664,-0.3107127052052301
2010-12-17,164.04,240.60427156417663,-0.31821659302401273
2010-12-20,166.05,242.78427156417663,-0.31605948387761595
2010-12-21,168.23,244.15427156417664,-0.31096843433361654
2010-12-22,169.6,242.15427156417664,-0.2996200360023302
2010-12-23,167.6,244.38427156417663,-0.3141948173371406
2010-12-27,169.83,243.74427156417664,-0.3032451638344057
2010-12-28,169.19,242.18427156417664,-0.3013997196958095
2010-12-29,167.63,242.19427156417663,-0.30786967454933634
2010-12-30,167.64,242.71427156417664,-0.30931131935653855
2010-12-31,168.16,255.15482872472143,-0.34094917646484135
2011-01-03,173.05,255.18482872472143,-0.32186407450312693
2011-01-04,173.08,256.1048287247214,-0.32418298841980064
2011-01-05,174.0,254.31482872472142,-0.31580867355421416
2011-01-06,172.21,252.7948287247214,-0.31877562184024544
2011-01-07,170.69,251.8648287247214,-0.3222952134116446
2011-01-10,169.76,251.46482872472143,-0.32491553247855476
2011-01-11,169.36,253.77482872472143,-0.3326367281929651
2011-01-12,171.67,253.6748287247214,-0.32326750406012905
2011-01-13,171.57,257.1048287247214,-0.3326846452047868
2011-01-14,175.0,256.7848287247214,-0.31849556350697195
2011-01-18,174.68,248.59482872472142,-0.29733051610084027
2011-01-19,166.49,247.7948287247214,-0.32811350076657175
2011-01-20,165.69,248.30482872472143,-0.3327153529354471
2011-01-21,166.2,248.40482872472143,-0.3309308806384743
2011-01-24,166.3,244.08482872472143,-0.318679489958989
2011-01-25,161.98,243.41482872472142,-0.3345516341439343
2011-01-26,161.31,246.13482872472142,-0.3446274920303537
2011-01-27,164.03,243.87482872472143,-0.32740086027840076
2011-01-28,161.77,245.72482872472142,-0.341661968635549
2011-01-31,163.62,247.43482872472143,-0.33873496773555634
2011-02-01,165.33,247.15482872472143,-0.33106708514223315
2011-02-02,165.05,246.74482872472143,-0.3310903379290817
2011-02-03,164.64,246.93482872472143,-0.3332653767381768
2011-02-04,164.83,249.2348287247214,-0.33865583376369157
2011-02-07,167.13,250.65482872472143,-0.3332264897894768
2011-02-08,168.55,248.1148287247214,-0.32067744251189856
2011-02-09,166.01,247.44482872472142,-0.32910297274919587
2011-02-10,165.34,248.7648287247214,-0.33535620430104207
2011-02-11,166.66,249.62482872472143,-0.33235807971735254
2011-02-14,167.52,250.0148287247214,-0.3299597433700713
2011-02-15,167.91,250.91482872472142,-0.33080878139643943
2011-02-16,168.81,249.2648287247214,-0.3227684753454434
2011-02-17,167.16,250.1448287247214,-0.33174712884448354
2011-02-18,168.04,245.0448287247214,-0.31424792404506174
2011-02-22,162.94,245.19482872472142,-0.33546722478828606
2011-02-23,163.09,245.5448287247214,-0.3358035644772668
2011-02-24,163.44,247.22482872472142,-0.33890135208876493
2011-02-25,165.12,245.88482872472142,-0.32846609180243935
2011-02-28,163.78,243.41482872472142,-0.3271568504759449
2011-03-01,161.31,243.7948287247214,-0.33833707284192793
2011-03-02,161.69,246.59482872472142,-0.34430903990895256
2011-03-03,164.49,243.10482872472141,-0.3233783102422064
2011-03-04,161.0,241.25482872472142,-0.3326558442330473
2011-03-07,159.15,243.40482872472143,-0.34615101584533225
2011-03-08,161.3,244.4548287247214,-0.3401643942094569
2011-03-09,162.35,242.37482872472143,-0.3301697174817195
2011-03-10,160.27,242.78482872472142,-0.3398681423305895
2011-03-11,160.68,240.53482872472142,-0.3319886319503059
2011-03-14,158.43,239.35482872472141,-0.3380956597194532
2011-03-15,157.25,236.4848287247214,-0.3350524815989536
2011-03-16,154.38,237.85482872472141,-0.3509486402789411
2011-03-17,155.75,242.06482872472142,-0.3565773234362747
2011-03-18,159.96,242.31482872472142,-0.33986706120358623
2011-03-21,160.21,242.8948287247214,-0.34041411733153903
2011-03-22,160.79,241.63482872472142,-0.3345744036627377
2011-03-23,159.53,242.0148287247214,-0.3408255153594054
2011-03-24,159.91,240.0748287247214,-0.3339160092316106
2011-03-25,157.97,238.5748287247214,-0.3378597363166379
2011-03-28,156.47,240.5748287247214,-0.34959945381883095
2011-03-29,158.47,241.1748287247214,-0.342924795104224
2011-03-30,159.07,240.7048287247214,-0.33914911120491853
2011-03-31,158.6,248.3088278992984,-0.36127925317129606
2011-04-01,160.23,246.97882789929838,-0.3512399367878968
2011-04-04,158.9,246.9888278992984,-0.35665106251370093
2011-04-05,158.91,249.9688278992984,-0.364280733179987
2011-04-06,161.89,250.47882789929838,-0.35367790819795086
2011-04-07,162.4,249.03882789929838,-0.3478928512076508
2011-04-08,160.96,249.5488278992984,-0.3549959687049584
2011-04-11,161.47,248.4988278992984,-0.3502182631403232
2011-04-12,160.42,248.2488278992984,-0.3537935249987403
2011-04-13,160.17,243.8688278992984,-0.3432124909947919
2011-04-14,155.79,243.2088278992984,-0.3594393700852607
2011-04-15,155.13,241.8588278992984,-0.3585927735307196
2011-04-18,153.78,239.9388278992984,-0.3590866415979117
2011-04-19,151.86,240.7788278992984,-0.3692967055080406
2011-04-20,152.7,241.5888278992984,-0.3679343480914191
2011-04-21,153.51,240.2688278992984,-0.36109065274027485
2011-04-25,152.19,241.34882789929839,-0.3694189388667737
2011-04-26,153.27,240.9388278992984,-0.3638634281724821
2011-04-27,152.86,238.6788278992984,-0.35955777332502414
2011-04-28,150.6,239.0888278992984,-0.3701085854859305
2011-04-29,151.01,239.3788278992984,-0.3691589129865457
2011-05-02,151.3,239.94882789929838,-0.36944888906272333
2011-05-03,151.87,239.59882789929839,-0.36614881912598574
2011-05-04,151.52,238.4888278992984,-0.36466625571249345
2011-05-05,150.41,238.1788278992984,-0.36849970534075727
2011-05-06,150.1,237.19882789929838,-0.3671975476045597
2011-05-09,149.12,238.47882789929838,-0.3747034010794099
2011-05-10,150.4,235.9588278992984,-0.362600664959282
2011-05-11,147.88,230.8288278992984,-0.3593521166926591
2011-05-12,142.75,229.53882789929838,-0.3781008585500565
2011-05-13,141.46,228.6788278992984,-0.381403161370524
2011-05-16,140.6,228.88882789929838,-0.3857279916612698
2011-05-17,140.81,228.91882789929838,-0.3848911367747241
2011-05-18,140.84,227.41882789929838,-0.38070211116221075
2011-05-19,139.34,223.06882789929838,-0.37534974603038984
2011-05-20,134.99,223.91882789929838,-0.39714761252364084
2011-05-23,135.84,224.41882789929838,-0.3947031928134195
2011-05-24,136.34,224.31882789929838,-0.3922043848178183
2011-05-25,136.24,224.3388278992984,-0.392704324633649
2011-05-26,136.26,226.7388278992984,-0.3990442604717125
2011-05-27,138.66,228.8088278992984,-0.39399191336697037
2011-05-31,140.73,224.2488278992984,-0.37243819145758716
2011-06-01,136.17,222.4588278992984,-0.38788673263332674
2011-06-02,134.38,223.4088278992984,-0.39850183511740267
2011-06-03,135.33,221.97882789929838,-0.39034726293179167
2011-06-06,133.9,221.06882789929838,-0.39430628337616946
2011-06-07,132.99,219.66882789929838,-0.39458865751782535
2011-06-08,131.59,221.6088278992984,-0.40620596549612176
2011-06-09,133.53,223.9988278992984,-0.40388080932267123
2011-06-10,135.92,225.6088278992984,-0.39754130516263064
2011-06-13,137.53,225.1788278992984,-0.38924098112143823
2011-06-14,137.1,222.9288278992984,-0.38500551367932134
2011-06-15,134.85,224.16882789929838,-0.39844446141915135
2011-06-16,136.09,225.3088278992984,-0.3959846080206616
2011-06-17,137.23,223.2188278992984,-0.3852221101084309
2011-06-20,135.14,224.03882789929838,-0.39680098638641736
2011-06-21,135.96,222.59882789929839,-0.38921511275204457
2011-06-22,134.52,220.4388278992984,-0.3897626780094662
2011-06-23,132.36,218.9888278992984,-0.39558560466442827
2011-06-24,130.91,218.78882789929838,-0.4016604903598928
2011-06-27,130.71,217.3388278992984,-0.3985888243560277
2011-06-28,129.26,220.6088278992984,-0.4140760311776668
2011-06-29,132.53,221.16882789929838,-0.40077450670244097
2011-06-30,133.09,230.4036112257532,-0.4223614843015795
2011-07-01,136.65,228.2536112257532,-0.4013238201745385
2011-07-05,134.5,227.6436112257532,-0.40916417870995325
2011-07-06,133.89,228.7636112257532,-0.41472335008791283
2011-07-07,135.01,227.8336112257532,-0.40741842578168674
2011-07-08,134.08,225.7736112257532,-0.4061307728920891
2011-07-11,132.02,224.0636112257532,-0.41079232242229424
2011-07-12,130.31,223.6736112257532,-0.41741004097046364
2011-07-13,129.92,223.6436112257532,-0.4190757371161635
2011-07-14,129.89,223.9136112257532,-0.41991020872311835
2011-07-15,130.16,223.0836112257532,-0.4165416308045937
2011-07-18,129.33,222.2436112257532,-0.41807101096540555
2011-07-19,128.49,226.5036112257532,-0.4327242762061939
2011-07-20,132.75,229.3336112257532,-0.4211489572310335
2011-07-21,135.58,229.2436112257532,-0.4085767569483787
2011-07-22,135.49,230.6036112257532,-0.41245499461255253
2011-07-25,136.85,231.3536112257532,-0.4084812453328739
2011-07-26,137.6,228.4736112257532,-0.397742263267164
2011-07-27,134.72,229.5936112257532,-0.4132240906845902
2011-07-28,135.84,228.7236112257532,-0.4060954211416147
2011-07-29,134.97,227.9036112257532,-0.4077759484631267
2011-08-01,134.15,224.9836112257532,-0.40373434638583017
2011-08-02,131.23,225.8336112257532,-0.41890846412221294
2011-08-03,132.08,219.9836112257532,-0.3995916365585257
2011-08-04,126.23,218.9336112257532,-0.4234325223373854
2011-08-05,125.18,211.4136112257532,-0.4078905361191272
2011-08-08,117.66,216.4836112257532,-0.456494654104315
2011-08-09,122.73,204.0936112257532,-0.3986582957550533
2011-08-10,110.34,211.8536112257532,-0.4791686610315995
2011-08-11,118.1,210.2236112257532,-0.4382172425285962
