date,NI,dcf,Deviation
1984-05-01,2.73,,
1984-05-02,2.7,,
1984-05-03,2.73,,
1984-05-04,2.73,,
1984-05-07,2.73,,
1984-05-08,2.75,,
1984-05-09,2.75,,
1984-05-10,2.75,,
1984-05-11,2.75,,
1984-05-14,2.7,,
1984-05-15,2.7,,
1984-05-16,2.73,,
1984-05-17,2.73,,
1984-05-18,2.7,,
1984-05-21,2.63,,
1984-05-22,2.63,,
1984-05-23,2.63,,
1984-05-24,2.55,,
1984-05-25,2.55,,
1984-05-29,2.53,,
1984-05-30,2.5,,
1984-05-31,2.53,,
1984-06-01,2.6,,
1984-06-04,2.63,,
1984-06-05,2.6,,
1984-06-06,2.63,,
1984-06-07,2.6,,
1984-06-08,2.58,,
1984-06-11,2.58,,
1984-06-12,2.6,,
1984-06-13,2.6,,
1984-06-14,2.6,,
1984-06-15,2.6,,
1984-06-18,2.6,,
1984-06-19,2.63,,
1984-06-20,2.7,,
1984-06-21,2.65,,
1984-06-22,2.65,,
1984-06-25,2.65,,
1984-06-26,2.68,,
1984-06-27,2.7,,
1984-06-28,2.73,,
1984-06-29,2.7,,
1984-07-02,2.65,,
1984-07-03,2.68,,
1984-07-05,2.65,,
1984-07-06,2.63,,
1984-07-09,2.68,,
1984-07-10,2.65,,
1984-07-11,2.7,,
1984-07-12,2.7,,
1984-07-13,2.7,,
1984-07-16,2.7,,
1984-07-17,2.7,,
1984-07-18,2.7,,
1984-07-19,2.7,,
1984-07-20,2.7,,
1984-07-23,2.65,,
1984-07-24,2.6,,
1984-07-25,2.43,,
1984-07-26,2.36,,
1984-07-27,2.46,,
1984-07-30,2.43,,
1984-07-31,2.46,,
1984-08-01,2.5,,
1984-08-02,2.58,,
1984-08-03,2.58,,
1984-08-06,2.55,,
1984-08-07,2.6,,
1984-08-08,2.6,,
1984-08-09,2.65,,
1984-08-10,2.7,,
1984-08-13,2.65,,
1984-08-14,2.65,,
1984-08-15,2.65,,
1984-08-16,2.6,,
1984-08-17,2.6,,
1984-08-20,2.58,,
1984-08-21,2.63,,
1984-08-22,2.63,,
1984-08-23,2.6,,
1984-08-24,2.65,,
1984-08-27,2.63,,
1984-08-28,2.63,,
1984-08-29,2.6,,
1984-08-30,2.65,,
1984-08-31,2.63,,
1984-09-04,2.63,,
1984-09-05,2.6,,
1984-09-06,2.65,,
1984-09-07,2.65,,
1984-09-10,2.65,,
1984-09-11,2.65,,
1984-09-12,2.58,,
1984-09-13,2.63,,
1984-09-14,2.68,,
1984-09-17,2.65,,
1984-09-18,2.65,,
1984-09-19,2.7,,
1984-09-20,2.7,,
1984-09-21,2.65,,
1984-09-24,2.65,,
1984-09-25,2.68,,
1984-09-26,2.7,,
1984-09-27,2.75,,
1984-09-28,2.73,,
1984-10-01,2.75,,
1984-10-02,2.73,,
1984-10-03,2.75,,
1984-10-04,2.78,,
1984-10-05,2.75,,
1984-10-08,2.75,,
1984-10-09,2.8,,
1984-10-10,2.8,,
1984-10-11,2.87,,
1984-10-12,2.92,,
1984-10-15,2.92,,
1984-10-16,2.87,,
1984-10-17,2.9,,
1984-10-18,2.95,,
1984-10-19,2.92,,
1984-10-22,2.9,,
1984-10-23,2.87,,
1984-10-24,2.85,,
1984-10-25,2.7,,
1984-10-26,2.7,,
1984-10-29,2.73,,
1984-10-30,2.75,,
1984-10-31,2.75,,
1984-11-01,2.78,,
1984-11-02,2.8,,
1984-11-05,2.8,,
1984-11-06,2.85,,
1984-11-07,2.82,,
1984-11-08,2.8,,
1984-11-09,2.78,,
1984-11-12,2.78,,
1984-11-13,2.73,,
1984-11-14,2.75,,
1984-11-15,2.78,,
1984-11-16,2.75,,
1984-11-19,2.78,,
1984-11-20,2.78,,
1984-11-21,2.8,,
1984-11-23,2.8,,
1984-11-26,2.8,,
1984-11-27,2.8,,
1984-11-28,2.8,,
1984-11-29,2.8,,
1984-11-30,2.78,,
1984-12-03,2.78,,
1984-12-04,2.75,,
1984-12-05,2.75,,
1984-12-06,2.73,,
1984-12-07,2.68,,
1984-12-10,2.68,,
1984-12-11,2.68,,
1984-12-12,2.68,,
1984-12-13,2.68,,
1984-12-14,2.68,,
1984-12-17,2.6,,
1984-12-18,2.63,,
1984-12-19,2.68,,
1984-12-20,2.68,,
1984-12-21,2.68,,
1984-12-24,2.7,,
1984-12-26,2.73,,
1984-12-27,2.36,,
1984-12-28,2.33,,
1984-12-31,2.31,,
1985-01-02,2.28,,
1985-01-03,2.23,,
1985-01-04,2.23,,
1985-01-07,2.28,,
1985-01-08,2.33,,
1985-01-09,2.38,,
1985-01-10,2.43,,
1985-01-11,2.41,,
1985-01-14,2.41,,
1985-01-15,2.41,,
1985-01-16,2.41,,
1985-01-17,2.43,,
1985-01-18,2.38,,
1985-01-21,2.41,,
1985-01-22,2.38,,
1985-01-23,2.38,,
1985-01-24,2.38,,
1985-01-25,2.36,,
1985-01-28,2.33,,
1985-01-29,2.33,,
1985-01-30,2.33,,
1985-01-31,2.33,,
1985-02-01,2.33,,
1985-02-04,2.33,,
1985-02-05,2.31,,
1985-02-06,2.31,,
1985-02-07,2.31,,
1985-02-08,2.28,,
1985-02-11,2.26,,
1985-02-12,2.31,,
1985-02-13,2.36,,
1985-02-14,2.31,,
1985-02-15,2.36,,
1985-02-19,2.33,,
1985-02-20,2.36,,
1985-02-21,2.33,,
1985-02-22,2.41,,
1985-02-25,2.33,,
1985-02-26,2.33,,
1985-02-27,2.36,,
1985-02-28,2.36,,
1985-03-01,2.36,,
1985-03-04,2.36,,
1985-03-05,2.36,,
1985-03-06,2.36,,
1985-03-07,2.36,,
1985-03-08,2.38,,
1985-03-11,2.36,,
1985-03-12,2.36,,
1985-03-13,2.36,,
1985-03-14,2.38,,
1985-03-15,2.36,,
1985-03-18,2.38,,
1985-03-19,2.38,,
1985-03-20,2.41,,
1985-03-21,2.38,,
1985-03-22,2.38,,
1985-03-25,2.38,,
1985-03-26,2.38,,
1985-03-27,2.41,,
1985-03-28,2.43,,
1985-03-29,2.43,,
1985-04-01,2.46,,
1985-04-02,2.43,,
1985-04-03,2.46,,
1985-04-04,2.46,,
1985-04-08,2.41,,
1985-04-09,2.41,,
1985-04-10,2.41,,
1985-04-11,2.43,,
1985-04-12,2.41,,
1985-04-15,2.38,,
1985-04-16,2.41,,
1985-04-17,2.43,,
1985-04-18,2.43,,
1985-04-19,2.41,,
1985-04-22,2.41,,
1985-04-23,2.43,,
1985-04-24,2.33,,
1985-04-25,2.33,,
1985-04-26,2.33,,
1985-04-29,2.31,,
1985-04-30,2.33,,
1985-05-01,2.28,,
1985-05-02,2.26,,
1985-05-03,2.23,,
1985-05-06,2.19,,
1985-05-07,2.19,,
1985-05-08,2.19,,
1985-05-09,2.21,,
1985-05-10,2.19,,
1985-05-13,2.16,,
1985-05-14,2.16,,
1985-05-15,2.19,,
1985-05-16,2.21,,
1985-05-17,2.28,,
1985-05-20,2.23,,
1985-05-21,2.28,,
1985-05-22,2.19,,
1985-05-23,2.19,,
1985-05-24,2.19,,
1985-05-28,2.16,,
1985-05-29,2.16,,
1985-05-30,2.16,,
1985-05-31,2.19,,
1985-06-03,2.19,,
1985-06-04,2.23,,
1985-06-05,2.26,,
1985-06-06,2.28,,
1985-06-07,2.26,,
1985-06-10,2.26,,
1985-06-11,2.28,,
1985-06-12,2.28,,
1985-06-13,2.31,,
1985-06-14,2.31,,
1985-06-17,2.31,,
1985-06-18,2.36,,
1985-06-19,2.41,,
1985-06-20,2.46,,
1985-06-21,2.41,,
1985-06-24,2.36,,
1985-06-25,2.36,,
1985-06-26,2.36,,
1985-06-27,2.38,,
1985-06-28,2.38,,
1985-07-01,2.43,,
1985-07-02,2.43,,
1985-07-03,2.43,,
1985-07-05,2.43,,
1985-07-08,2.41,,
1985-07-09,2.43,,
1985-07-10,2.41,,
1985-07-11,2.41,,
1985-07-12,2.46,,
1985-07-15,2.5,,
1985-07-16,2.53,,
1985-07-17,2.5,,
1985-07-18,2.53,,
1985-07-19,2.46,,
1985-07-22,2.46,,
1985-07-23,2.38,,
1985-07-24,2.43,,
1985-07-25,2.36,,
1985-07-26,2.33,,
1985-07-29,2.31,,
1985-07-30,2.28,,
1985-07-31,2.26,,
1985-08-01,2.26,,
1985-08-02,2.28,,
1985-08-05,2.28,,
1985-08-06,2.28,,
1985-08-07,2.31,,
1985-08-08,2.28,,
1985-08-09,2.31,,
1985-08-12,2.36,,
1985-08-13,2.36,,
1985-08-14,2.36,,
1985-08-15,2.36,,
1985-08-16,2.36,,
1985-08-19,2.36,,
1985-08-20,2.31,,
1985-08-21,2.31,,
1985-08-22,2.28,,
1985-08-23,2.28,,
1985-08-26,2.26,,
1985-08-27,2.26,,
1985-08-28,2.23,,
1985-08-29,2.21,,
1985-08-30,2.21,,
1985-09-03,2.14,,
1985-09-04,2.23,,
1985-09-05,2.38,,
1985-09-06,2.33,,
1985-09-09,2.36,,
1985-09-10,2.46,,
1985-09-11,2.36,,
1985-09-12,2.33,,
1985-09-13,2.33,,
1985-09-16,2.36,,
1985-09-17,2.28,,
1985-09-18,2.31,,
1985-09-19,2.31,,
1985-09-20,2.26,,
1985-09-23,2.26,,
1985-09-24,2.23,,
1985-09-25,2.23,,
1985-09-26,2.19,,
1985-09-30,2.19,,
1985-10-01,2.21,,
1985-10-02,2.21,,
1985-10-03,2.21,,
1985-10-04,2.26,,
1985-10-07,2.16,,
1985-10-08,2.14,,
1985-10-09,1.92,,
1985-10-10,2.04,,
1985-10-11,2.09,,
1985-10-14,2.06,,
1985-10-15,2.04,,
1985-10-16,2.01,,
1985-10-17,2.04,,
1985-10-18,2.09,,
1985-10-21,2.09,,
1985-10-22,2.09,,
1985-10-23,2.11,,
1985-10-24,2.06,,
1985-10-25,1.99,,
1985-10-28,2.04,,
1985-10-29,2.04,,
1985-10-30,2.01,,
1985-10-31,1.99,,
1985-11-01,1.94,,
1985-11-04,1.92,,
1985-11-05,1.94,,
1985-11-06,1.94,,
1985-11-07,1.96,,
1985-11-08,1.94,,
1985-11-11,1.96,,
1985-11-12,1.94,,
1985-11-13,1.94,,
1985-11-14,1.94,,
1985-11-15,1.92,,
1985-11-18,1.94,,
1985-11-19,1.69,,
1985-11-20,1.94,,
1985-11-21,1.79,,
1985-11-22,1.82,,
1985-11-25,1.79,,
1985-11-26,1.77,,
1985-11-27,1.77,,
1985-11-29,1.77,,
1985-12-02,1.72,,
1985-12-03,1.77,,
1985-12-04,1.77,,
1985-12-05,1.77,,
1985-12-06,1.74,,
1985-12-09,1.77,,
1985-12-10,1.77,,
1985-12-11,1.79,,
1985-12-12,1.77,,
1985-12-13,1.79,,
1985-12-16,1.79,,
1985-12-17,1.82,,
1985-12-18,1.79,,
1985-12-19,1.82,,
1985-12-20,1.82,,
1985-12-23,1.79,,
1985-12-24,1.82,,
1985-12-26,1.84,,
1985-12-27,1.82,,
1985-12-30,1.84,,
1985-12-31,1.94,,
1986-01-02,1.87,,
1986-01-03,1.96,,
1986-01-06,2.01,,
1986-01-07,2.11,,
1986-01-08,2.06,,
1986-01-09,2.04,,
1986-01-10,2.04,,
1986-01-13,2.06,,
1986-01-14,2.06,,
1986-01-15,2.06,,
1986-01-16,2.11,,
1986-01-17,2.11,,
1986-01-20,2.16,,
1986-01-21,2.11,,
1986-01-22,2.09,,
1986-01-23,2.09,,
1986-01-24,2.09,,
1986-01-27,2.11,,
1986-01-28,2.16,,
1986-01-29,2.16,,
1986-01-30,2.14,,
1986-01-31,2.09,,
1986-02-03,2.11,,
1986-02-04,2.11,,
1986-02-05,2.11,,
1986-02-06,2.14,,
1986-02-07,2.16,,
1986-02-10,2.11,,
1986-02-11,2.09,,
1986-02-12,2.09,,
1986-02-13,2.14,,
1986-02-14,2.11,,
1986-02-18,2.11,,
1986-02-19,2.14,,
1986-02-20,2.14,,
1986-02-21,2.19,,
1986-02-24,2.19,,
1986-02-25,2.16,,
1986-02-26,2.14,,
1986-02-27,2.16,,
1986-02-28,2.19,,
1986-03-03,2.16,,
1986-03-04,2.11,,
1986-03-05,2.11,,
1986-03-06,2.11,,
1986-03-07,2.14,,
1986-03-10,2.16,,
1986-03-11,2.16,,
1986-03-12,2.21,,
1986-03-13,2.19,,
1986-03-14,2.21,,
1986-03-17,2.16,,
1986-03-18,2.19,,
1986-03-19,2.19,,
1986-03-20,2.19,,
1986-03-21,2.19,,
1986-03-24,2.19,,
1986-03-25,2.16,,
1986-03-26,2.23,,
1986-03-27,2.23,,
1986-03-31,2.28,,
1986-04-01,2.26,,
1986-04-02,2.21,,
1986-04-03,2.26,,
1986-04-04,2.23,,
1986-04-07,2.23,,
1986-04-08,2.23,,
1986-04-09,2.23,,
1986-04-10,2.26,,
1986-04-11,2.23,,
1986-04-14,2.21,,
1986-04-15,2.23,,
1986-04-16,2.23,,
1986-04-17,2.23,,
1986-04-18,2.23,,
1986-04-21,2.23,,
1986-04-22,2.21,,
1986-04-23,2.21,,
1986-04-24,2.16,,
1986-04-25,2.21,,
1986-04-28,2.19,,
1986-04-29,2.11,,
1986-04-30,2.14,,
1986-05-01,2.14,,
1986-05-02,2.14,,
1986-05-05,2.16,,
1986-05-06,2.23,,
1986-05-07,2.23,,
1986-05-08,2.26,,
1986-05-09,2.28,,
1986-05-12,2.33,,
1986-05-13,2.31,,
1986-05-14,2.28,,
1986-05-15,2.31,,
1986-05-16,2.31,,
1986-05-19,2.33,,
1986-05-20,2.36,,
1986-05-21,2.36,,
1986-05-22,2.36,,
1986-05-23,2.36,,
1986-05-27,2.31,,
1986-05-28,2.28,,
1986-05-29,2.31,,
1986-05-30,2.31,,
1986-06-02,2.33,,
1986-06-03,2.33,,
1986-06-04,2.31,,
1986-06-05,2.28,,
1986-06-06,2.26,,
1986-06-09,2.21,,
1986-06-10,2.21,,
1986-06-11,2.23,,
1986-06-12,2.23,,
1986-06-13,2.23,,
1986-06-16,2.28,,
1986-06-17,2.28,,
1986-06-18,2.23,,
1986-06-19,2.21,,
1986-06-20,2.21,,
1986-06-23,2.21,,
1986-06-24,2.23,,
1986-06-25,2.28,,
1986-06-26,2.28,,
1986-06-27,2.31,,
1986-06-30,2.31,,
1986-07-01,2.33,,
1986-07-02,2.33,,
1986-07-03,2.31,,
1986-07-07,2.26,,
1986-07-08,2.26,,
1986-07-09,2.26,,
1986-07-10,2.23,,
1986-07-11,2.26,,
1986-07-14,2.21,,
1986-07-15,2.16,,
1986-07-16,2.21,,
1986-07-17,2.21,,
1986-07-18,2.16,,
1986-07-21,2.16,,
1986-07-22,2.14,,
1986-07-23,2.16,,
1986-07-24,2.16,,
1986-07-25,2.19,,
1986-07-28,2.14,,
1986-07-29,2.14,,
1986-07-30,2.14,,
1986-07-31,2.16,,
1986-08-01,2.16,,
1986-08-04,2.14,,
1986-08-05,2.14,,
1986-08-06,2.11,,
1986-08-07,2.09,,
1986-08-08,2.06,,
1986-08-11,2.06,,
1986-08-12,2.09,,
1986-08-13,2.11,,
1986-08-14,2.11,,
1986-08-15,2.06,,
1986-08-18,2.06,,
1986-08-19,2.14,,
1986-08-20,2.31,,
1986-08-21,2.28,,
1986-08-22,2.28,,
1986-08-25,2.26,,
1986-08-26,2.28,,
1986-08-27,2.26,,
1986-08-28,2.31,,
1986-08-29,2.26,,
1986-09-02,2.23,,
1986-09-03,2.21,,
1986-09-04,2.31,,
1986-09-05,2.33,,
1986-09-08,2.33,,
1986-09-09,2.31,,
1986-09-10,2.28,,
1986-09-11,2.19,,
1986-09-12,2.21,,
1986-09-15,2.19,,
1986-09-16,2.16,,
1986-09-17,2.19,,
1986-09-18,2.16,,
1986-09-19,2.14,,
1986-09-22,2.14,,
1986-09-23,2.23,,
1986-09-24,2.19,,
1986-09-25,2.19,,
1986-09-26,2.19,,
1986-09-29,2.14,,
1986-09-30,2.14,,
1986-10-01,2.14,,
1986-10-02,2.11,,
1986-10-03,2.11,,
1986-10-06,2.06,,
1986-10-07,2.04,,
1986-10-08,2.04,,
1986-10-09,2.06,,
1986-10-10,2.06,,
1986-10-13,2.16,,
1986-10-14,2.14,,
1986-10-15,2.16,,
1986-10-16,2.21,,
1986-10-17,2.36,,
1986-10-20,2.31,,
1986-10-21,2.33,,
1986-10-22,2.36,,
1986-10-23,2.36,,
1986-10-24,2.33,,
1986-10-27,2.41,,
1986-10-28,2.43,,
1986-10-29,2.5,,
1986-10-30,2.53,,
1986-10-31,2.55,,
1986-11-03,2.53,,
1986-11-04,2.55,,
1986-11-05,2.55,,
1986-11-06,2.46,,
1986-11-07,2.43,,
1986-11-10,2.38,,
1986-11-11,2.43,,
1986-11-12,2.46,,
1986-11-13,2.46,,
1986-11-14,2.43,,
1986-11-17,2.41,,
1986-11-18,2.36,,
1986-11-19,2.38,,
1986-11-20,2.38,,
1986-11-21,2.36,,
1986-11-24,2.33,,
1986-11-25,2.33,,
1986-11-26,2.38,,
1986-11-28,2.38,,
1986-12-01,2.41,,
1986-12-02,2.38,,
1986-12-03,2.48,,
1986-12-04,2.55,,
1986-12-05,2.53,,
1986-12-08,2.6,,
1986-12-09,2.6,,
1986-12-10,2.63,,
1986-12-11,2.58,,
1986-12-12,2.53,,
1986-12-15,2.5,,
1986-12-16,2.46,,
1986-12-17,2.36,,
1986-12-18,2.36,,
1986-12-19,2.36,,
1986-12-22,2.36,,
1986-12-23,2.36,,
1986-12-24,2.33,,
1986-12-26,2.33,,
1986-12-29,2.33,,
1986-12-30,2.28,,
1986-12-31,2.31,,
1987-01-02,2.31,,
1987-01-05,2.36,,
1987-01-06,2.48,,
1987-01-07,2.5,,
1987-01-08,2.48,,
1987-01-09,2.55,,
1987-01-12,2.5,,
1987-01-13,2.41,,
1987-01-14,2.33,,
1987-01-15,2.41,,
1987-01-16,2.31,,
1987-01-19,2.33,,
1987-01-20,2.33,,
1987-01-21,2.36,,
1987-01-22,2.38,,
1987-01-23,2.31,,
1987-01-26,2.31,,
1987-01-27,2.28,,
1987-01-28,2.36,,
1987-01-29,2.36,,
1987-01-30,2.31,,
1987-02-02,2.31,,
1987-02-03,2.31,,
1987-02-04,2.28,,
1987-02-05,2.31,,
1987-02-06,2.31,,
1987-02-09,2.26,,
1987-02-10,2.23,,
1987-02-11,2.21,,
1987-02-12,2.31,,
1987-02-13,2.41,,
1987-02-17,2.33,,
1987-02-18,2.33,,
1987-02-19,2.36,,
1987-02-20,2.33,,
1987-02-23,2.28,,
1987-02-24,2.28,,
1987-02-25,2.28,,
1987-02-26,2.28,,
1987-02-27,2.26,,
1987-03-02,2.21,,
1987-03-03,2.21,,
1987-03-04,2.19,,
1987-03-05,2.36,,
1987-03-06,2.41,,
1987-03-09,2.43,,
1987-03-10,2.38,,
1987-03-11,2.36,,
1987-03-12,2.36,,
1987-03-13,2.36,,
1987-03-16,2.33,,
1987-03-17,2.33,,
1987-03-18,2.33,,
1987-03-19,2.33,,
1987-03-20,2.36,,
1987-03-23,2.41,,
1987-03-24,2.41,,
1987-03-25,2.36,,
1987-03-26,2.36,,
1987-03-27,2.31,,
1987-03-30,2.26,,
1987-03-31,2.26,,
1987-04-01,2.21,,
1987-04-02,2.21,,
1987-04-03,2.28,,
1987-04-06,2.26,,
1987-04-07,2.23,,
1987-04-08,2.21,,
1987-04-09,2.21,,
1987-04-10,2.16,,
1987-04-13,2.16,,
1987-04-14,2.06,,
1987-04-15,2.04,,
1987-04-16,2.04,,
1987-04-20,2.01,,
1987-04-21,2.04,,
1987-04-22,2.06,,
1987-04-23,2.11,,
1987-04-24,2.11,,
1987-04-27,2.06,,
1987-04-28,2.06,,
1987-04-29,2.06,,
1987-04-30,2.16,,
1987-05-01,2.14,,
1987-05-04,2.19,,
1987-05-05,2.21,,
1987-05-06,2.21,,
1987-05-07,2.28,,
1987-05-08,2.28,,
1987-05-11,2.26,,
1987-05-12,2.23,,
1987-05-13,2.26,,
1987-05-14,2.23,,
1987-05-15,2.16,,
1987-05-18,2.16,,
1987-05-19,2.16,,
1987-05-20,2.14,,
1987-05-21,2.14,,
1987-05-22,2.11,,
1987-05-26,2.14,,
1987-05-27,2.11,,
1987-05-28,2.26,,
1987-05-29,2.28,,
1987-06-01,2.31,,
1987-06-02,2.31,,
1987-06-03,2.28,,
1987-06-04,2.31,,
1987-06-05,2.31,,
1987-06-08,2.31,,
1987-06-09,2.26,,
1987-06-10,2.23,,
1987-06-11,2.21,,
1987-06-12,2.31,,
1987-06-15,2.31,,
1987-06-16,2.31,,
1987-06-17,2.31,,
1987-06-18,2.33,,
1987-06-19,2.41,,
1987-06-22,2.41,,
1987-06-23,2.33,,
1987-06-24,2.36,,
1987-06-25,2.36,,
1987-06-26,2.36,,
1987-06-29,2.36,,
1987-06-30,2.31,,
1987-07-01,2.28,,
1987-07-02,2.28,,
1987-07-06,2.26,,
1987-07-07,2.26,,
1987-07-08,2.28,,
1987-07-09,2.28,,
1987-07-10,2.31,,
1987-07-13,2.33,,
1987-07-14,2.43,,
1987-07-15,2.41,,
1987-07-16,2.31,,
1987-07-17,2.23,,
1987-07-20,2.21,,
1987-07-21,2.23,,
1987-07-22,2.19,,
1987-07-23,2.14,,
1987-07-24,2.14,,
1987-07-27,2.09,,
1987-07-28,2.11,,
1987-07-29,2.09,,
1987-07-30,2.06,,
1987-07-31,2.11,,
1987-08-03,2.04,,
1987-08-04,2.01,,
1987-08-05,2.16,,
1987-08-06,2.16,,
1987-08-07,2.14,,
1987-08-10,2.11,,
1987-08-11,2.11,,
1987-08-12,2.14,,
1987-08-13,2.19,,
1987-08-14,2.28,,
1987-08-17,2.21,,
1987-08-18,2.21,,
1987-08-19,2.19,,
1987-08-20,2.23,,
1987-08-21,2.23,,
1987-08-24,2.19,,
1987-08-25,2.36,,
1987-08-26,2.23,,
1987-08-27,2.23,,
1987-08-28,2.23,,
1987-08-31,2.23,,
1987-09-01,2.23,,
1987-09-02,2.21,,
1987-09-03,2.21,,
1987-09-04,2.21,,
1987-09-08,2.14,,
1987-09-09,2.11,,
1987-09-10,2.11,,
1987-09-11,2.09,,
1987-09-14,2.09,,
1987-09-15,2.06,,
1987-09-16,2.06,,
1987-09-17,2.09,,
1987-09-18,2.06,,
1987-09-21,2.09,,
1987-09-22,2.11,,
1987-09-23,2.11,,
1987-09-24,2.11,,
1987-09-25,2.11,,
1987-09-28,2.06,,
1987-09-29,2.09,,
1987-09-30,2.09,,
1987-10-01,2.09,,
1987-10-02,2.09,,
1987-10-05,2.09,,
1987-10-06,2.04,,
1987-10-07,2.06,,
1987-10-08,2.06,,
1987-10-09,2.09,,
1987-10-12,2.06,,
1987-10-13,2.14,,
1987-10-14,2.14,,
1987-10-15,2.16,,
1987-10-16,2.14,,
1987-10-19,1.79,,
1987-10-20,1.69,,
1987-10-21,1.87,,
1987-10-22,1.89,,
1987-10-23,1.87,,
1987-10-26,1.72,,
1987-10-27,1.67,,
1987-10-28,1.65,,
1987-10-29,1.74,,
1987-10-30,1.79,,
1987-11-02,1.74,,
1987-11-03,1.77,,
1987-11-04,1.77,,
1987-11-05,1.82,,
1987-11-06,1.82,,
1987-11-09,1.77,,
1987-11-10,1.74,,
1987-11-11,1.74,,
1987-11-12,1.77,,
1987-11-13,1.74,,
1987-11-16,1.74,,
1987-11-17,1.69,,
1987-11-18,1.74,,
1987-11-19,1.72,,
1987-11-20,1.74,,
1987-11-23,1.74,,
1987-11-24,1.74,,
1987-11-25,1.72,,
1987-11-27,1.74,,
1987-11-30,1.67,,
1987-12-01,1.69,,
1987-12-02,1.69,,
1987-12-03,1.69,,
1987-12-04,1.69,,
1987-12-07,1.67,,
1987-12-08,1.67,,
1987-12-09,1.67,,
1987-12-10,1.67,,
1987-12-11,1.67,,
1987-12-14,1.67,,
1987-12-15,1.62,,
1987-12-16,1.67,,
1987-12-17,1.65,,
1987-12-18,1.67,,
1987-12-21,1.67,,
1987-12-22,1.67,,
1987-12-23,1.72,,
1987-12-24,1.72,,
1987-12-28,1.67,,
1987-12-29,1.67,,
1987-12-30,1.67,,
1987-12-31,1.67,,
1988-01-04,1.74,,
1988-01-05,1.74,,
1988-01-06,1.74,,
1988-01-07,1.77,,
1988-01-08,1.79,,
1988-01-11,1.82,,
1988-01-12,1.82,,
1988-01-13,1.87,,
1988-01-14,1.84,,
1988-01-15,1.94,,
1988-01-18,1.96,,
1988-01-19,1.94,,
1988-01-20,1.96,,
1988-01-21,1.99,,
1988-01-22,2.01,,
1988-01-25,1.99,,
1988-01-26,1.96,,
1988-01-27,1.99,,
1988-01-28,2.01,,
1988-01-29,2.01,,
1988-02-01,2.06,,
1988-02-02,2.11,,
1988-02-03,2.09,,
1988-02-04,2.09,,
1988-02-05,2.01,,
1988-02-08,2.04,,
1988-02-09,2.09,,
1988-02-10,2.14,,
1988-02-11,2.11,,
1988-02-12,2.11,,
1988-02-16,2.09,,
1988-02-17,2.06,,
1988-02-18,2.04,,
1988-02-19,2.04,,
1988-02-22,2.11,,
1988-02-23,2.09,,
1988-02-24,2.09,,
1988-02-25,2.09,,
1988-02-26,2.04,,
1988-02-29,2.06,,
1988-03-01,2.01,,
1988-03-02,2.04,,
1988-03-03,2.09,,
1988-03-04,2.11,,
1988-03-07,2.09,,
1988-03-08,2.06,,
1988-03-09,2.04,,
1988-03-10,2.06,,
1988-03-11,2.06,,
1988-03-14,2.09,,
1988-03-15,2.09,,
1988-03-16,2.11,,
1988-03-17,2.14,,
1988-03-18,2.16,,
1988-03-21,2.16,,
1988-03-22,2.14,,
1988-03-23,2.14,,
1988-03-24,2.11,,
1988-03-25,2.09,,
1988-03-28,2.14,,
1988-03-29,2.16,,
1988-03-30,2.09,,
1988-03-31,2.11,,
1988-04-04,2.11,,
1988-04-05,2.09,,
1988-04-06,2.14,,
1988-04-07,2.16,,
1988-04-08,2.11,,
1988-04-11,2.11,,
1988-04-12,2.11,,
1988-04-13,2.14,,
1988-04-14,2.09,,
1988-04-15,2.14,,
1988-04-18,2.14,,
1988-04-19,2.09,,
1988-04-20,2.09,,
1988-04-21,2.09,,
1988-04-22,2.09,,
1988-04-25,2.06,,
1988-04-26,2.09,,
1988-04-27,2.09,,
1988-04-28,2.04,,
1988-04-29,2.04,,
1988-05-02,2.01,,
1988-05-03,2.01,,
1988-05-04,2.06,,
1988-05-05,2.04,,
1988-05-06,2.04,,
1988-05-09,2.09,,
1988-05-10,2.11,,
1988-05-11,2.11,,
1988-05-12,2.11,,
1988-05-13,2.11,,
1988-05-16,2.16,,
1988-05-17,2.14,,
1988-05-18,2.14,,
1988-05-19,2.14,,
1988-05-20,2.16,,
1988-05-23,2.14,,
1988-05-24,2.16,,
1988-05-25,2.19,,
1988-05-26,2.19,,
1988-05-27,2.21,,
1988-05-31,2.21,,
1988-06-01,2.26,,
1988-06-02,2.26,,
1988-06-03,2.23,,
1988-06-06,2.21,,
1988-06-07,2.23,,
1988-06-08,2.26,,
1988-06-09,2.26,,
1988-06-10,2.26,,
1988-06-13,2.23,,
1988-06-14,2.23,,
1988-06-15,2.26,,
1988-06-16,2.21,,
1988-06-17,2.23,,
1988-06-20,2.21,,
1988-06-21,2.23,,
1988-06-22,2.28,,
1988-06-23,2.23,,
1988-06-24,2.26,,
1988-06-27,2.26,,
1988-06-28,2.26,,
1988-06-29,2.23,,
1988-06-30,2.23,,
1988-07-01,2.26,,
1988-07-05,2.26,,
1988-07-06,2.28,,
1988-07-07,2.26,,
1988-07-08,2.26,,
1988-07-11,2.23,,
1988-07-12,2.16,,
1988-07-13,2.19,,
1988-07-14,2.16,,
1988-07-15,2.19,,
1988-07-18,2.16,,
1988-07-19,2.16,,
1988-07-20,2.14,,
1988-07-21,2.11,,
1988-07-22,2.09,,
1988-07-25,2.09,,
1988-07-26,2.11,,
1988-07-27,2.14,,
1988-07-28,2.14,,
1988-07-29,2.21,,
1988-08-01,2.19,,
