DE,dcf,Deviation
88.48,99.93551634365056,-0.11462908045882514
88.44,99.34551634365056,-0.10977361379779638
87.85,99.94551634365057,-0.12102110015682543
88.45,100.56551634365056,-0.12047386404550087
89.07,99.49551634365056,-0.1047837804835503
88.0,99.41551634365057,-0.11482630441902486
87.92,100.83551634365057,-0.12808499239131266
89.34,100.43551634365056,-0.11047403097611497
88.94,99.00551634365057,-0.10166621735210102
87.51,100.39551634365057,-0.12834752798664695
88.9,99.41551634365057,-0.10577339162331034
87.92,99.59551634365056,-0.11722933694489446
88.1,100.08551634365057,-0.11975275525878759
88.59,99.88551634365056,-0.11308462685209497
88.39,100.42551634365057,-0.1198452025127329
88.93,100.38551634365056,-0.11411523057205575
88.89,101.36551634365057,-0.1230745602020703
89.87,102.01551634365056,-0.11905557878800554
90.52,104.09420070011669,-0.13040304463475716
91.39,103.59420070011669,-0.11780775967802737
90.89,102.84420070011669,-0.11623602127040622
90.14,102.67420070011669,-0.12207741199491451
89.97,102.33420070011668,-0.12082178407147692
89.63,102.59420070011669,-0.12636387448459308
89.89,103.84420070011669,-0.1343763118791188
91.14,103.11420070011668,-0.11612562206577948
90.41,103.34420070011669,-0.12515652172538494
90.64,104.91420070011668,-0.13605594480882133
92.21,101.83420070011668,-0.09450853086634636
89.13,101.88420070011668,-0.12518330234200947
89.18,101.87420070011669,-0.1246066286937959
89.17,101.68420070011669,-0.12306927343632379
88.98,102.16420070011668,-0.12904912493581144
89.46,106.05420070011668,-0.1564690562992328
93.35,106.50420070011668,-0.12350875001780359
93.8,107.06420070011669,-0.12389015761925204
94.36,106.20420070011669,-0.11152290231495221
93.5,106.38420070011668,-0.12111009544016382
93.68,105.34420070011669,-0.11072465899970285
92.64,105.45420070011669,-0.12151436941385407
92.75,105.44420070011668,-0.12038785078582925
92.74,104.57420070011669,-0.11316558597519832
91.87,104.83420070011668,-0.1236638483771284
92.13,104.31420070011669,-0.11680289565889435
91.61,104.55420070011668,-0.12380373637251896
91.85,105.64420070011668,-0.13057224730464034
92.94,105.91420070011668,-0.12249727245595299
93.21,105.26420070011669,-0.11451377220312031
92.56,105.16420070011668,-0.11985257926372173
92.46,104.82420070011669,-0.11795177657007339
92.12,104.95420070011669,-0.12228382108104052
92.25,105.30420070011668,-0.12396657126045896
92.6,105.26420070011669,-0.12030871479464578
92.56,106.25420070011668,-0.12888149936552717
93.55,106.38420070011668,-0.12064010083879495
93.68,106.70420070011669,-0.12205893127600587
94.0,106.70420070011669,-0.11905998654936545
94.0,109.14420070011668,-0.13875405750349223
96.44,107.66420070011668,-0.10425192986274145
94.96,109.75420070011668,-0.13479393595639355
97.05,108.89420070011668,-0.10876796582339943
96.19,109.05420070011668,-0.11796153304989487
96.35,108.27420070011668,-0.11012965806270636
95.57,108.98420070011669,-0.1230839021981498
96.28,107.66420070011668,-0.10573803201145526
94.96,107.24420070011669,-0.11454419558281381
94.54,107.87420070011669,-0.12360880185972267
95.17,108.97420070011668,-0.12667402569993702
96.27,109.10420070011669,-0.11763250743564602
96.4,109.22420070011668,-0.11741171478403845
96.52,110.03420070011668,-0.12281818392944766
97.33,109.67420070011669,-0.11255336826086892
96.97,108.92420070011669,-0.10974788544033709
96.22,108.21420070011669,-0.11083758529395815
95.51,107.52420070011668,-0.11173485245079007
94.82,105.96420070011669,-0.10516948768061085
93.26,105.12420070011669,-0.11285889092237844
92.42,103.95420070011669,-0.11095463793127636
91.25,105.17420070011669,-0.13239179007234647
92.47,106.33420070011668,-0.1303832690595611
93.63,106.21420070011669,-0.11847945582763186
93.51,107.27420070011668,-0.12830858314753868
94.57,105.57063253898205,-0.10420163519357584
93.42,105.26063253898205,-0.11248870782338316
93.11,107.67063253898205,-0.13523309184340848
95.52,107.75063253898206,-0.11350868436486683
95.6,108.00063253898206,-0.11481999917459873
95.85,109.29063253898205,-0.12298064552044774
97.14,108.39063253898205,-0.10379709275094251
96.24,105.79063253898205,-0.09027862212150783
93.64,105.25063253898206,-0.11031413549635238
93.1,106.49063253898206,-0.12574469903801422
94.34,106.33063253898206,-0.1127674335482407
94.18,106.06063253898205,-0.11201736454490197
93.91,104.13063253898206,-0.09815202587150218
91.98,102.80063253898206,-0.10525842372495975
90.65,95.44063253898206,-0.050194895104297976
83.29,92.92063253898205,-0.10364363947847433
80.77,91.24063253898206,-0.1147584387307764
79.09,93.38063253898206,-0.15303636471959403
81.23,94.54063253898205,-0.14079271717897235
82.39,94.62063253898205,-0.12925967847385977
82.47,93.93063253898205,-0.12201166146971054
81.78,92.15063253898205,-0.11254000383117291
80.0,92.93063253898205,-0.13914284435283464
80.78,93.14063253898205,-0.132709347167132
80.99,91.37063253898205,-0.11361016390636558
79.22,92.25063253898206,-0.1412525007183636
80.1,91.72063253898206,-0.1266959485265564
79.57,92.22063253898206,-0.1371778981632401
80.07,91.40063253898205,-0.12396667533071593
79.25,91.83063253898206,-0.1369982128092343
79.68,93.56063253898205,-0.14835975519082423
81.41,93.50063253898206,-0.12931070315424087
81.35,92.58063253898206,-0.12130650040928692
80.43,91.69063253898206,-0.12281115559099909
79.54,91.31063253898205,-0.12890757857752178
79.16,90.99063253898206,-0.13002033515827682
78.84,89.84063253898205,-0.12244607176167033
77.69,87.91063253898206,-0.11626161982681604
75.76,87.96063253898205,-0.13870560257254883
75.81,85.91063253898206,-0.11757139064712252
73.76,85.77063253898206,-0.1400319921101586
73.62,86.15063253898205,-0.14545026739428868
74.0,85.04063253898205,-0.12982773304186213
72.89,85.72063253898206,-0.1496796297338011
73.57,90.36063253898206,-0.18581800577523067
78.21,90.59063253898205,-0.13666570363833752
78.44,91.04063253898205,-0.13840668927236066
78.89,93.06063253898205,-0.15227311648721198
80.91,92.02063253898206,-0.12074066687463092
79.87,90.58063253898206,-0.11824417912264695
78.43,89.08063253898206,-0.11956170758353435
76.93,88.43063253898205,-0.13005258708188394
76.28,88.38063253898206,-0.13691498002851277
76.23,88.15063253898205,-0.13523025525325072
76.0,88.12063253898205,-0.13754590939437739
75.97,88.54063253898205,-0.14197586100875825
76.39,88.80063253898206,-0.13975837991394924
76.65,91.50063253898206,-0.16230087297653628
79.35,92.41063253898206,-0.14133257375413621
80.26,89.66063253898206,-0.10484682377067667
77.51,88.27063253898206,-0.12190501222736727
76.12,91.10063253898205,-0.16444048873724149
78.95,90.39063253898205,-0.126568785034756
78.24,90.15063253898205,-0.1321192342586368
78.0,92.57690476190476,-0.15745724918536197
80.19,91.92690476190477,-0.12767649245130064
79.54,90.62690476190477,-0.12233568818258012
78.24,90.31690476190477,-0.13371699122929592
77.93,89.89690476190476,-0.13311809559627819
77.51,88.62690476190477,-0.12543487546778498
76.24,88.65690476190476,-0.14005569893570446
76.27,87.43690476190476,-0.12771386169618903
75.05,85.65690476190476,-0.12383011960784851
73.27,87.03690476190476,-0.15817318871305286
74.65,87.09690476190477,-0.14290869228855652
74.71,86.18690476190476,-0.13316297636642405
73.8,86.90690476190476,-0.1508154593448381
74.52,87.32690476190476,-0.14665474285184565
74.94,87.86690476190476,-0.14711915478226
75.48,86.99690476190476,-0.13238292550090713
74.61,88.72690476190476,-0.15910511923961435
76.34,92.38690476190476,-0.17369241672572633
80.0,91.47690476190476,-0.12546232070025487
79.09,91.95690476190477,-0.1399232041924401
79.57,91.87690476190477,-0.13394992782786508
79.49,91.71690476190476,-0.13331135403713812
79.33,90.68690476190476,-0.12523202541449518
78.3,91.97690476190476,-0.14869933704889693
79.59,91.48690476190477,-0.13003942796913426
79.1,91.63690476190476,-0.13681065280935367
79.25,91.62690476190477,-0.13507937209127086
79.24,90.98690476190477,-0.12910544426853687
78.6,89.54690476190476,-0.12224771800891787
77.16,91.32690476190476,-0.15512301439360954
78.94,89.63690476190476,-0.11933594528189118
77.25,90.57690476190476,-0.14713358550876254
78.19,89.29690476190476,-0.12438174415473258
76.91,87.35690476190476,-0.11958876966140541
74.97,88.09690476190477,-0.14900528908912536
75.71,89.97690476190476,-0.15856185317396265
77.59,91.60690476190476,-0.15301144382441534
79.22,91.17690476190477,-0.1311396213013425
78.79,90.35690476190476,-0.12801351255207516
77.97,90.02690476190476,-0.1339255725140368
77.64,89.88690476190476,-0.13624793060062246
77.5,88.65690476190476,-0.12584360791601645
76.27,88.46690476190476,-0.13786969030657148
76.08,88.90690476190476,-0.14427343743723364
76.52,88.04690476190476,-0.13091777380562852
75.66,87.37690476190477,-0.1340961297934783
74.99,86.14690476190476,-0.1295102220183132
73.76,86.53690476190476,-0.14764688888583177
74.15,86.90690476190476,-0.14678816138780126
74.52,85.60690476190476,-0.12950946880675518
73.22,85.98690476190477,-0.14847498927023783
73.6,85.50690476190476,-0.13925079845960653
73.12,84.84690476190477,-0.13821252283524665
72.46,84.38690476190476,-0.1413359667066375
72.0,85.41690476190476,-0.15707552034698158
73.03,86.99690476190476,-0.16054484697047233
74.61,84.16690476190476,-0.1135470621016631
71.78,85.95690476190477,-0.1649303776255544
73.57,86.01690476190477,-0.14470300688402904
73.63,87.19690476190476,-0.15558929297949087
74.81,89.39690476190476,-0.16317013212878895
77.01,87.69105793450882,-0.12180327374412403
76.8,85.47105793450882,-0.10145022354997546
74.58,86.30105793450882,-0.13581592410377596
75.41,89.59105793450881,-0.15828653284656136
78.7,89.31105793450881,-0.1188101247472606
78.42,87.96105793450882,-0.10846911302058904
77.07,88.97105793450882,-0.13376325077835016
78.08,88.30105793450882,-0.11575238364742557
77.41,87.30105793450882,-0.11329825970641572
76.41,89.16105793450882,-0.143011514554648
78.27,90.70105793450881,-0.1370552694488385
79.81,92.32105793450881,-0.13551683889263888
81.43,91.22105793450882,-0.10733330829750076
80.33,87.89105793450882,-0.0860276131861204
77.0,89.29105793450881,-0.13765161057363418
78.4,88.03105793450882,-0.10940522766037752
77.14,89.89105793450882,-0.14185012644749107
79.0,90.49105793450882,-0.12698556295833396
79.6,90.36105793450882,-0.11908955229705409
79.47,91.07105793450881,-0.12738468397777247
80.18,91.94105793450882,-0.12791954104864023
81.05,92.73105793450881,-0.1259670513277067
81.84,94.56105793450881,-0.13452744937899452
83.67,95.77105793450882,-0.12635401754446407
84.88,96.57105793450881,-0.12106171543069655
85.68,94.74105793450882,-0.09564024438878871
83.85,93.93105793450881,-0.10732401142056336
83.04,93.27105793450882,-0.109691668145253
82.38,93.84105793450881,-0.12213265905961368
82.95,92.74105793450882,-0.10557414539548371
81.85,91.54105793450881,-0.1058656973512595
80.65,92.30105793450882,-0.12622886665909827
81.41,93.95105793450881,-0.133485010283236
83.06,93.52105793450882,-0.11185778011444769
82.63,93.61105793450882,-0.11730513655973507
82.72,93.15105793450881,-0.1119800264838916
82.26,91.73105793450881,-0.10324810536111606
80.84,91.13105793450882,-0.11292591316019251
80.24,91.06105793450881,-0.11883299162075767
80.17,91.39105793450882,-0.12278069855094442
80.5,91.01105793450881,-0.11549209703806018
80.12,87.88105793450882,-0.08831320556350775
76.99,87.39105793450882,-0.11901741643067665
76.5,86.79105793450881,-0.11857279055492431
75.9,86.96105793450882,-0.1271955309333862
76.07,87.23105793450881,-0.12794821246909904
76.34,87.07105793450881,-0.12324483231362893
76.18,87.20105793450881,-0.12638674570652597
76.31,86.64105793450882,-0.1192397482301979
75.75,87.49105793450882,-0.13419723354239876
76.6,89.35105793450882,-0.14270740861126563
78.46,88.55105793450882,-0.1139575084689789
77.66,88.33105793450882,-0.12080754135675187
77.44,89.21105793450882,-0.13194617581096424
78.32,93.25105793450882,-0.16011676720059376
82.36,95.15105793450881,-0.13442896182313313
84.26,93.69105793450882,-0.1006612385687996
82.8,93.69105793450882,-0.11624436925583448
82.8,93.30105793450882,-0.11255025577394706
82.41,94.31105793450881,-0.1261894224829193
83.42,95.60105793450882,-0.127415513987862
84.71,94.82105793450881,-0.10663304285734021
83.93,95.00105793450882,-0.11653615417778718
84.11,97.32374329864396,-0.13577101384290957
84.29,96.43374329864396,-0.12592836162168064
83.4,95.21374329864396,-0.1240760303015227
82.18,94.23374329864396,-0.12791323868397586
81.2,94.48374329864396,-0.14059289815240206
81.45,93.61374329864397,-0.12993544398539358
80.58,96.84374329864396,-0.16793798695379103
83.81,96.93374329864396,-0.13538880117536478
83.9,97.18374329864396,-0.13668688658990258
84.15,95.50374329864395,-0.11888270455682926
82.47,96.66374329864396,-0.14683626781131576
83.63,96.23374329864396,-0.13097010327791714
83.2,95.63374329864396,-0.1300141860997327
82.6,95.28374329864396,-0.13311550175867692
82.25,90.77374329864396,-0.09390097828841326
77.74,90.91374329864396,-0.14490376064891897
77.88,92.67374329864396,-0.15963252127380534
79.64,93.52374329864396,-0.14845153550269907
80.49,93.30374329864397,-0.13733364649293978
80.27,93.53374329864396,-0.14180704022818957
80.5,95.32374329864396,-0.1555094542626384
82.29,95.86374329864397,-0.14159412966336737
82.83,97.09374329864396,-0.1469069253491555
84.06,98.60374329864396,-0.14749686788862482
85.57,100.51374329864396,-0.14867363216434482
87.48,100.34374329864396,-0.12819676519699652
87.31,100.21374329864396,-0.12876221238627827
87.18,99.98374329864396,-0.1280582510338718
86.95,98.70374329864396,-0.11908102880233351
85.67,98.35374329864396,-0.1289604530874916
85.32,98.18374329864396,-0.13101703873233395
85.15,97.86374329864397,-0.12991270178421765
84.83,98.15374329864396,-0.13574360845418754
85.12,99.03374329864396,-0.14049497509839626
86.0,98.62374329864396,-0.1279990281895691
85.59,97.12374329864396,-0.11875307630163168
84.09,96.95374329864396,-0.13267918144243407
83.92,97.32374329864396,-0.13772326098795584
84.29,94.75374329864395,-0.11043092266723886
81.72,93.61374329864397,-0.12705125208700263
80.58,94.41374329864396,-0.14652255927281566
81.38,94.54374329864396,-0.13923442037896094
81.51,94.07374329864396,-0.13355207157813886
81.04,93.93374329864396,-0.13726423376582386
80.9,92.20374329864396,-0.12259527535700598
79.17,92.50374329864395,-0.14414274301956187
79.47,92.40374329864396,-0.13996990637968842
79.37,94.00374329864395,-0.15567192098035365
80.97,94.02374329864396,-0.138834541581501
80.99,95.45374329864396,-0.1515262031515262
82.42,95.99374329864396,-0.141402375115376
82.96,96.67374329864396,-0.14185592520483614
83.64,96.44374329864397,-0.1327586721618259
83.41,96.85374329864396,-0.13880458143151797
83.82,96.29374329864396,-0.12953846087339327
83.26,95.84374329864396,-0.13129436377952897
82.81,95.25374329864395,-0.1306378402330053
82.22,93.15374329864396,-0.11737309646904037
80.12,90.95374329864396,-0.1191126709658521
77.92,92.02374329864396,-0.15326200383821809
78.99,91.48374329864396,-0.13656790647338057
78.45,91.20374329864396,-0.13983793688031199
78.17,90.74374329864396,-0.1385631983161958
77.71,91.33382696558257,-0.14916518247632893
77.69,91.34382696558256,-0.14947728181705366
77.7,91.95382696558256,-0.15501069869465722
78.31,91.38382696558257,-0.14306499738193823
77.74,91.98382696558257,-0.15485142807672225
78.34,92.56382696558256,-0.1536650701668949
78.92,92.53382696558258,-0.14712270541502792
78.89,91.79382696558257,-0.14057401670834324
78.15,91.63382696558257,-0.14714901049202123
77.99,90.64382696558258,-0.13959943428235033
77.0,91.92382696558256,-0.1623499310050509
78.28,91.79382696558257,-0.1472193437435556
78.15,91.07382696558257,-0.14190495113888835
77.43,90.58382696558257,-0.14521164987410362
76.94,100.96382696558257,-0.23794489261755125
87.32,101.60382696558257,-0.14058355272800016
87.96,101.73382696558257,-0.13539082698857263
88.09,101.06382696558256,-0.12837260724354738
87.42,100.93382696558257,-0.1338879875246447
87.29,100.38382696558257,-0.1304376149165133
86.74,100.57382696558257,-0.13754897653757037
86.93,99.36382696558258,-0.125134340587439
85.72,98.19382696558257,-0.12703270002863531
84.55,97.19382696558257,-0.13008878609193875
83.55,97.69382696558257,-0.1447770796261818
84.05,98.11382696558258,-0.14334194680344126
84.47,97.66382696558257,-0.13509430641328612
84.02,97.22382696558257,-0.13580854999934078
83.58,95.87382696558257,-0.12822922954766258
82.23,96.73382696558257,-0.1499354199099655
83.09,94.73382696558257,-0.12291097423745845
81.09,94.21382696558257,-0.13929831096211442
80.57,95.25382696558258,-0.15415471937823755
81.61,95.59382696558256,-0.14628378640617956
81.95,95.75382696558258,-0.14415953286696492
82.11,96.11382696558258,-0.14570044090115364
82.47,96.69382696558257,-0.14710170661303368
83.05,97.80382696558257,-0.15085122354950886
84.16,96.98382696558257,-0.13222644812865003
83.34,97.22382696558257,-0.14280272026832963
83.58,96.69382696558257,-0.1356221733808337
83.05,97.73382696558257,-0.15024303684284812
84.09,97.50382696558258,-0.1375723126264311
83.86,98.99382696558257,-0.15287647148790584
85.35,98.99382696558257,-0.13782502792144968
85.35,98.34382696558256,-0.13212651334109693
84.7,98.76382696558257,-0.1423985622841808
85.12,98.93382696558257,-0.1396269343789578
85.29,99.94382696558257,-0.1466206309132917
86.3,101.13382696558257,-0.1466752263872182
87.49,100.69382696558257,-0.13112846500605924
87.05,100.58382696558257,-0.13455271462492213
86.94,99.98382696558257,-0.13045936889445775
86.34,100.04382696558257,-0.13697823625136818
86.4,100.11382696558258,-0.13698234680707144
86.47,100.25382696558258,-0.13748928477627698
86.61,100.20382696558256,-0.13566175441833872
86.56,99.75382696558258,-0.13226386763221376
86.11,100.07382696558257,-0.13953525501113306
86.43,100.34382696558256,-0.1386615139798777
86.7,100.16382696558257,-0.13441805663244966
86.52,100.68382696558257,-0.14067628726929782
87.04,100.64382696558258,-0.135168021484663
87.0,100.81382696558256,-0.1370231384063869
87.17,101.94382696558257,-0.14492125129430733
88.3,101.7823562855338,-0.13246260724905257
88.09,101.8523562855338,-0.13512064705653237
88.16,101.9923562855338,-0.13562149938775103
88.3,101.75235628553379,-0.13220682819161733
88.06,102.69235628553379,-0.1424872971543164
89.0,102.6823562855338,-0.13324934078729755
88.99,103.80235628553379,-0.14269768833367114
90.11,104.3923562855338,-0.13681419592128674
90.7,104.7923562855338,-0.1344788569037949
91.1,105.3123562855338,-0.13495430913158746
91.62,104.94235628553379,-0.12694927727070926
91.25,104.94235628553379,-0.1304750223854204
91.25,105.4623562855338,-0.13476236247798778
91.77,105.6523562855338,-0.131396561076363
91.96,105.9923562855338,-0.13239026640498408
92.3,105.7023562855338,-0.12679335406043368
92.01,115.86235628553379,-0.20586804075304244
102.17,117.61235628553379,-0.1312987578281618
103.92,115.3923562855338,-0.09942041791005551
101.7,114.0423562855338,-0.10822607220278402
100.35,113.8923562855338,-0.11890487410395167
100.2,116.3923562855338,-0.13911872568169936
102.7,115.19235628553379,-0.10844778845020131
101.5,114.9823562855338,-0.11725587056203024
101.29,116.2123562855338,-0.12840593515606513
102.52,116.55235628553379,-0.1203953033017785
102.86,117.61235628553379,-0.1254320273094326
103.92,117.3123562855338,-0.1141598098408092
103.62,116.11235628553379,-0.1075885175804514
102.42,115.0223562855338,-0.10956440723792393
101.33,114.2423562855338,-0.11302599758412779
100.55,115.0923562855338,-0.1263537975489486
101.4,115.4523562855338,-0.12171563004552166
101.76,115.94235628553379,-0.12232247765093363
102.25,117.33235628553379,-0.1285438796509819
103.64,116.7823562855338,-0.112537173452817
103.09,116.7823562855338,-0.1172467889931581
103.09,116.8123562855338,-0.1174734995670419
103.12,117.5923562855338,-0.12307225352634743
103.9,117.1023562855338,-0.1127420207783193
103.41,116.9023562855338,-0.115415605931661
103.21,116.7323562855338,-0.11584068647134449
103.04,117.7423562855338,-0.12486888108370708
104.05,119.5123562855338,-0.12937872506330472
105.82,119.0423562855338,-0.1110727030118489
105.35,120.1823562855338,-0.12341542256248106
106.49,118.8823562855338,-0.10424050021156728
105.19,118.58235628553379,-0.1129371746778789
104.89,119.4023562855338,-0.12154162394274326
105.71,118.86235628553379,-0.11065199022253025
105.17,119.4823562855338,-0.1197863578395687
105.79,118.0323562855338,-0.10372034136061914
104.34,118.9323562855338,-0.12269458658079846
105.24,118.7123562855338,-0.11348739682269737
105.02,120.4323562855338,-0.12797521165319192
106.74,120.8123562855338,-0.1164811010909721
107.12,121.36235628553379,-0.11735398620660642
107.67,121.75235628553379,-0.11566393222409455
108.06,121.3223562855338,-0.1093150239706906
107.63,121.6823562855338,-0.11548392646637484
107.99,119.22385240775485,-0.09422487347023656
107.06,119.21385240775484,-0.10195000129837462
107.05,119.31385240775485,-0.10278649260140527
107.15,119.59385240775485,-0.10405093704421842
107.43,120.15385240775484,-0.10589633334913884
107.99,120.22385240775485,-0.10175894519052797
108.06,120.92385240775485,-0.10637977662486287
108.76,120.57385240775484,-0.09798021852866512
108.41,121.28385240775485,-0.10614646675695227
109.12,122.40385240775484,-0.10852479024519035
110.24,122.91385240775485,-0.10311166853440223
110.75,122.21385240775484,-0.09380157962377944
110.05,121.28385240775485,-0.09262446883684705
109.12,121.33385240775485,-0.1006631880994674
109.17,122.43385240775484,-0.10833484487264833
110.27,121.77385240775484,-0.09446898640633183
109.61,121.81385240775485,-0.10018443852267445
109.65,119.89385240775485,-0.08544101471454812
107.73,120.78385240775485,-0.10807613888391532
108.62,121.67385240775485,-0.10728560121535913
109.51,121.65385240775484,-0.09982299916858794
109.49,123.38385240775484,-0.11260673205306404
111.22,121.70385240775485,-0.08614232171246239
109.54,122.99385240775484,-0.10938638106197385
110.83,123.00385240775485,-0.09897130999929027
110.84,122.40385240775484,-0.09447294493014025
110.24,122.63385240775484,-0.10106387562991637
110.47,121.74385240775484,-0.0926030529245575
109.58,122.08385240775485,-0.1024201985860711
109.92,122.04385240775484,-0.09934013199819702
109.88,121.37385240775485,-0.09469792858795745
109.21,122.95385240775485,-0.11178057570880973
110.79,122.89385240775485,-0.09849030012986282
110.73,122.61385240775485,-0.09692096100393988
110.45,123.04385240775484,-0.10235255286074829
110.88,121.77385240775484,-0.08945970085004151
109.61,121.93385240775484,-0.10106998314580484
109.77,121.69385240775485,-0.09798237274798449
109.53,121.14385240775485,-0.09586827706835743
108.98,119.32385240775484,-0.0866872146602149
107.16,120.49385240775484,-0.11066002241037731
108.33,120.34385240775485,-0.0998293819533792
108.18,121.33385240775485,-0.10841040770344923
109.17,121.02385240775484,-0.09794641446230545
108.86,120.94385240775485,-0.09991291138151337
108.78,121.66385240775485,-0.10589712681935126
109.5,121.41385240775485,-0.09812597303760284
109.25,122.60385240775484,-0.10891870153755623
110.44,121.48385240775485,-0.0909079864432244
109.32,121.79385240775484,-0.10241775065947922
109.63,123.32385240775484,-0.11103977162891276
111.16,121.51385240775485,-0.08520717763939556
109.35,120.16385240775485,-0.08999255758761748
108.0,120.96385240775484,-0.10717129249534174
108.8,120.63385240775484,-0.09809727677232094
108.47,120.38385240775484,-0.09896553540587127
108.22,120.96385240775484,-0.10535256735042486
108.8,119.70385240775485,-0.09109023802017968
107.54,122.41385240775485,-0.12150465094596263
110.25,125.31385240775485,-0.12020899619891223
113.15,124.71385240775484,-0.09272307914879052
112.55,123.34385240775485,-0.08751025849324146
111.18,123.77385240775484,-0.10174889253883956
111.61,126.0621831205232,-0.11464328764405118
111.97,125.0221831205232,-0.10439893781042608
110.93,124.8821831205232,-0.11172276758693434
110.79,126.1221831205232,-0.12156610947553659
112.03,127.2021831205232,-0.11927612206268234
113.11,126.7321831205232,-0.1074879544019881
112.64,127.6721831205232,-0.11774047214601746
113.58,127.6421831205232,-0.11016877631468669
113.55,127.5621831205232,-0.10984590242771419
113.47,127.2021831205232,-0.10795556163931597
113.11,127.8921831205232,-0.11558316356671106
113.8,128.8921831205232,-0.11709153150436569
114.8,127.3221831205232,-0.09835036451322632
113.23,126.7621831205232,-0.10675252498339383
112.67,134.9921831205232,-0.16535907935197702
120.9,135.8021831205232,-0.10973448863703206
121.71,136.2221831205232,-0.10653318562427883
122.13,136.8721831205232,-0.10770766407329047
122.78,136.5221831205232,-0.10065897575335037
122.43,136.8821831205232,-0.10558118515539894
122.79,136.3521831205232,-0.09946436360711164
122.26,136.5521831205232,-0.10466462559524725
122.46,138.7921831205232,-0.11767365245880446
124.7,139.0021831205232,-0.1028917877363289
124.91,139.42218312052321,-0.10408804966120921
125.33,139.1421831205232,-0.09926668398295346
125.05,139.3821831205232,-0.10282650766152956
125.29,140.0921831205232,-0.10566030731199816
126.0,140.0421831205232,-0.10027109552011337
125.95,140.0921831205232,-0.10094912368063025
126.0,140.5121831205232,-0.10328060384682436
126.42,140.5221831205232,-0.10035556527347733
126.43,140.4621831205232,-0.09990007850357074
126.37,141.9921831205232,-0.1100214305970848
127.9,141.0821831205232,-0.09343620029796373
126.99,140.1321831205232,-0.09378418881278705
126.04,138.8721831205232,-0.0924028328220815
124.78,137.9521831205232,-0.09548368733690271
123.86,137.6921831205232,-0.1004572867322161
123.6,137.4421831205232,-0.10071277104486165
123.35,136.0921831205232,-0.09362905957088463
122.0,137.5621831205232,-0.11312835233858287
123.47,136.0021831205232,-0.09214692612262965
121.91,137.6821831205232,-0.11455500459864643
123.59,139.0421831205232,-0.11113305885832558
124.95,139.6921831205232,-0.10553334332103592
125.6,139.1821831205232,-0.09758564505890721
125.09,140.7321831205232,-0.11114858572986963
126.64,142.2321831205232,-0.1096248597078121
128.14,142.1521831205232,-0.09857170542813998
128.06,137.5721831205232,-0.06914321561786829
123.48,138.5121831205232,-0.10852607172788031
124.42,139.5621831205232,-0.10849775191211153
125.47,139.9721831205232,-0.10360760829197102
125.88,140.1821831205232,-0.10202568402167589
126.09,140.4021831205232,-0.1019370411657875
126.31,139.6921831205232,-0.09579765181976829
125.6,139.8421831205232,-0.10184468522097201
125.75,140.6421831205232,-0.10588703040652725
126.55,141.9921831205232,-0.10875375517971897
127.9,141.9121831205232,-0.09873840858767513
127.82,142.5321831205232,-0.10322007843016612
128.44,143.0021831205232,-0.10183189377081114
128.91,148.54976744186047,-0.1322100180974507
128.28,149.28976744186048,-0.14073146339411735
129.02,149.24976744186046,-0.13554304163147768
128.98,149.77976744186046,-0.13886900612216702
129.51,150.01976744186047,-0.13671376640287725
129.75,150.22976744186047,-0.1363229657516858
129.96,152.28976744186048,-0.14662684050906627
132.02,152.67976744186046,-0.1353143758862979
132.41,148.04976744186047,-0.10563858162088802
127.78,146.96976744186045,-0.1305694890580248
126.7,148.83976744186046,-0.14874900587646145
128.57,147.44976744186047,-0.12804202929180464
127.18,146.89976744186046,-0.13423960966898796
126.63,144.24976744186046,-0.12214763153058161
123.98,137.57976744186047,-0.0988500540067242
117.31,136.78976744186048,-0.1424066127617325
116.52,137.74976744186046,-0.15411835414401576
117.48,136.71976744186045,-0.14072410889699682
116.45,135.70976744186046,-0.1419188007238429
115.44,136.10976744186047,-0.15186101504941296
115.84,136.22976744186047,-0.14967189495175737
115.96,136.15976744186045,-0.1483534220230338
115.89,135.75976744186048,-0.14635976339875334
115.49,136.19976744186047,-0.15205435244741405
115.93,136.40976744186045,-0.15013417166471732
116.14,135.79976744186047,-0.14477025853727876
115.53,136.48976744186047,-0.15356292148998307
116.22,136.59976744186048,-0.1491932806586549
116.33,137.56976744186048,-0.15439269715155113
117.3,138.19976744186047,-0.15122867301967668
117.93,137.52976744186046,-0.1425129105242331
117.26,137.63976744186047,-0.14806598282337957
117.37,138.63976744186047,-0.1534175066384188
118.37,139.27976744186046,-0.15012781702546152
119.01,140.15976744186045,-0.150897563743701
119.89,143.34976744186048,-0.1636540320958333
123.08,144.21976744186045,-0.14658023526755837
123.95,145.04976744186047,-0.1454657102454009
124.78,144.01976744186047,-0.13359115754458772
123.75,144.03976744186048,-0.14086226187535422
123.77,143.54976744186047,-0.13779031338292858
123.28,143.58976744186046,-0.14144299976029895
123.32,143.92976744186046,-0.14319322408539048
123.66,145.85976744186047,-0.1521993887088109
125.59,147.55976744186046,-0.14888724631879546
127.29,148.36976744186046,-0.1420758946064985
128.1,148.59976744186048,-0.13795289047057901
128.33,148.27976744186046,-0.1345413995856355
128.01,148.39976744186046,-0.1373975700457125
128.13,148.90976744186045,-0.13954603380851827
128.64,148.51976744186047,-0.13385267014805025
128.25,148.03976744186048,-0.13367872554671834
