date,RL,dcf,Deviation
2006-05-12,59.32,61.48355140186916,-0.03518910916072071
2006-05-15,58.82,61.48355140186916,-0.04332136548944021
2006-05-16,58.82,60.50355140186916,-0.027825662508418447
2006-05-17,57.84,59.01355140186916,-0.019886134184291526
2006-05-18,56.35,59.47355140186916,-0.052520008108528526
2006-05-19,56.81,58.46355140186916,-0.028283458021612584
2006-05-22,55.8,57.01355140186916,-0.021285315017744666
2006-05-23,54.35,58.35355140186916,-0.06860853034115277
2006-05-24,55.69,58.76355140186916,-0.052303704057127476
2006-05-25,56.1,59.00355140186916,-0.04920977352860112
2006-05-26,56.34,57.61355140186916,-0.022105066792112993
2006-05-30,54.95,59.16355140186916,-0.07121870310402012
2006-05-31,56.5,59.68355140186916,-0.05334051555399666
2006-06-01,57.02,59.46355140186916,-0.04109326376009803
2006-06-02,56.8,58.50355140186916,-0.029118769049885973
2006-06-05,55.84,58.773551401869156,-0.04991278103667318
2006-06-06,56.11,58.99355140186916,-0.048879094974739856
2006-06-07,56.33,58.203551401869156,-0.03218964061029772
2006-06-08,55.54,57.883551401869155,-0.04048734649328167
2006-06-09,55.22,56.15355140186916,-0.01662497524311679
2006-06-12,53.49,55.17355140186916,-0.03051373999122564
2006-06-13,52.51,55.62355140186916,-0.05597541551013829
2006-06-14,52.96,57.36355140186916,-0.07676566903989968
2006-06-15,54.7,59.66355140186916,-0.08319235588972418
2006-06-16,57.0,58.10355140186916,-0.01899283908201277
2006-06-19,55.44,57.41355140186916,-0.03437431327066287
2006-06-20,54.75,57.92355140186916,-0.05478861922417888
2006-06-21,55.26,57.25355140186916,-0.03481969856989653
2006-06-22,54.59,57.21355140186916,-0.04585541952187655
2006-06-23,54.55,57.17355140186916,-0.04588750108294648
2006-06-26,54.51,56.36355140186916,-0.032885638959359365
2006-06-27,53.7,55.98355140186916,-0.04078968455354037
2006-06-28,53.32,57.31355140186916,-0.06967900791677206
2006-06-29,54.65,57.56355140186916,-0.05061451788352578
2006-06-30,54.9,58.32222222222222,-0.0586778433987426
2006-07-03,54.35,57.05222222222222,-0.04736401347693142
2006-07-05,53.08,56.882222222222225,-0.06684377075438541
2006-07-06,52.91,56.36222222222222,-0.06125064069707853
2006-07-07,52.39,55.952222222222225,-0.063665428838096
2006-07-10,51.98,55.66222222222222,-0.06615298626636856
2006-07-11,51.69,53.61222222222222,-0.03585417918799616
2006-07-12,49.64,53.07222222222222,-0.0646707840468963
2006-07-13,49.1,52.26222222222222,-0.0605068458202227
2006-07-14,48.29,51.84222222222222,-0.06851986797548115
2006-07-17,47.87,50.47222222222222,-0.051557512383049064
2006-07-18,46.5,53.71222222222222,-0.1342752528909208
2006-07-19,49.74,52.602222222222224,-0.05441257234590846
2006-07-20,48.63,51.87222222222222,-0.06250401627931879
2006-07-21,47.9,59.37222222222222,-0.1932254140544587
2006-07-24,55.4,61.61222222222222,-0.10082775784025533
2006-07-25,57.64,60.41222222222222,-0.045888433172095344
2006-07-26,56.44,59.73222222222222,-0.05511635261072567
2006-07-27,55.76,61.37222222222222,-0.09144564135059297
2006-07-28,57.4,61.01222222222222,-0.05920489519404126
2006-07-31,57.04,59.65222222222222,-0.043790861847374574
2006-08-01,55.68,60.55222222222222,-0.08046314476026195
2006-08-02,56.58,61.90222222222222,-0.08597788627225733
2006-08-03,57.93,62.202222222222225,-0.06868279089707408
2006-08-04,58.23,62.32222222222222,-0.06566232840078456
2006-08-07,58.35,62.80222222222222,-0.07089274972577042
2006-08-08,58.83,61.47222222222222,-0.04298237686398554
2006-08-09,57.5,62.00222222222222,-0.07261388480699615
2006-08-10,58.03,60.61222222222222,-0.04260233542923131
2006-08-11,56.64,61.202222222222225,-0.07454340800987624
2006-08-14,57.23,62.15222222222222,-0.07919623862559666
2006-08-15,58.18,63.75222222222222,-0.08740436063230916
2006-08-16,59.78,62.84222222222222,-0.048728738639980174
2006-08-17,58.87,62.93222222222222,-0.06454916223803386
2006-08-18,58.96,62.47222222222222,-0.05622054246331698
2006-08-21,58.5,62.22222222222222,-0.05982142857142858
2006-08-22,58.25,61.62222222222222,-0.054724125495852816
2006-08-23,57.65,61.23222222222222,-0.05850224101326462
2006-08-24,57.26,61.242222222222225,-0.06502413004826013
2006-08-25,57.27,62.102222222222224,-0.07781077792886282
2006-08-28,58.13,63.30222222222222,-0.08170680334199243
2006-08-29,59.33,62.702222222222225,-0.05378154238729804
2006-08-30,58.73,62.96222222222222,-0.06721843786397497
2006-08-31,58.99,63.32222222222222,-0.06841551149324443
2006-09-01,59.35,63.22222222222222,-0.06124780316344458
2006-09-05,59.25,63.62222222222222,-0.0687216206776109
2006-09-06,59.65,64.87222222222222,-0.08050012845765175
2006-09-07,60.9,65.42222222222222,-0.06912364130434778
2006-09-08,61.45,66.35222222222222,-0.07388180920006027
2006-09-11,62.38,68.27222222222223,-0.0863048254536577
2006-09-12,64.3,67.46222222222222,-0.046873970617300253
2006-09-13,63.49,67.13222222222223,-0.05425445637961568
2006-09-14,63.16,67.77222222222223,-0.06805475858676946
2006-09-15,63.8,68.29222222222221,-0.06577941200396975
2006-09-18,64.32,68.96222222222221,-0.06731543840427923
2006-09-19,64.99,69.01222222222223,-0.05828275184749909
2006-09-20,65.04,68.09222222222223,-0.044824829071683836
2006-09-21,64.12,67.16222222222223,-0.045296628395592786
2006-09-22,63.19,68.29222222222221,-0.07471161511803837
2006-09-25,64.32,68.87222222222223,-0.06609663628297191
2006-09-26,64.9,68.89222222222222,-0.057948808928600104
2006-09-27,64.92,68.65222222222224,-0.054364186641203016
2006-09-28,64.68,68.66222222222223,-0.05799728137743543
2006-09-29,64.69,68.16,-0.050909624413145504
2006-10-02,65.16,69.34,-0.06028266512835312
2006-10-03,66.34,70.37,-0.05726872246696035
2006-10-04,67.37,69.74,-0.03398336679093761
2006-10-05,66.74,69.13,-0.03457254448141189
2006-10-06,66.13,69.82,-0.052850186193067916
2006-10-09,66.82,69.74,-0.041869802122168065
2006-10-10,66.74,70.12,-0.0482030804335426
2006-10-11,67.12,70.08,-0.0422374429223743
2006-10-12,67.08,72.16,-0.07039911308203994
2006-10-13,69.16,73.21,-0.05532031143286431
2006-10-16,70.21,71.55,-0.018728162124388548
2006-10-17,68.55,71.21,-0.037354304170762465
2006-10-18,68.21,71.17,-0.041590557819305984
2006-10-19,68.17,70.47,-0.032638001986661
2006-10-20,67.47,71.43,-0.05543889122217571
2006-10-23,68.43,73.13,-0.06426910980445766
2006-10-24,70.13,72.95,-0.03865661411925991
2006-10-25,69.95,74.72,-0.06383832976445392
2006-10-26,71.72,73.82,-0.028447575182877216
2006-10-27,70.82,74.62,-0.050924685071026654
2006-10-30,71.62,74.0,-0.032162162162162056
2006-10-31,71.0,72.08,-0.014983351831298508
2006-11-01,69.08,73.05,-0.054346338124572235
2006-11-02,70.05,72.57,-0.034725093013641906
2006-11-03,69.57,73.4,-0.05217983651226177
2006-11-06,70.4,74.57,-0.05592061150596739
2006-11-07,71.57,79.12,-0.0954246713852378
2006-11-08,76.12,77.39,-0.016410388939139375
2006-11-09,74.39,77.8,-0.0438303341902313
2006-11-10,74.8,77.13,-0.030208738493452625
2006-11-13,74.13,79.41,-0.06649036645258788
2006-11-14,76.41,79.77,-0.042121098157202
2006-11-15,76.77,80.07,-0.041213937804421064
2006-11-16,77.07,79.26,-0.0276305828917488
2006-11-17,76.26,79.75,-0.04376175548589334
2006-11-20,76.75,79.61,-0.035925135033287314
2006-11-21,76.61,79.91,-0.0412964585158303
2006-11-22,76.91,80.21,-0.04114200224410913
2006-11-24,77.21,79.33,-0.026723811924870833
2006-11-27,76.33,80.81,-0.05543868333127089
2006-11-28,77.81,81.67,-0.047263377005020146
2006-11-29,78.67,81.2,-0.031157635467980338
2006-11-30,78.2,82.47,-0.05177640354068136
2006-12-01,79.47,82.86,-0.04091238233164374
2006-12-04,79.86,83.79,-0.04690297171500191
2006-12-05,80.79,84.92,-0.048634008478568025
2006-12-06,81.92,85.18,-0.03827189481098858
2006-12-07,82.18,83.5,-0.01580838323353284
2006-12-08,80.5,82.34,-0.022346368715083886
2006-12-11,79.34,81.05,-0.021098087600246673
2006-12-12,78.05,81.25,-0.03938461538461546
2006-12-13,78.25,82.35,-0.04978749241044311
2006-12-14,79.35,81.2,-0.022783251231527246
2006-12-15,78.2,80.23,-0.025302256013959856
2006-12-18,77.23,80.57,-0.04145463572049135
2006-12-19,77.57,82.06,-0.054716061418474404
2006-12-20,79.06,82.5,-0.04169696969696968
2006-12-21,79.5,81.93,-0.029659465397290474
2006-12-22,78.93,81.86,-0.035792817004641986
2006-12-26,78.86,81.91,-0.037235990721523615
2006-12-27,78.91,81.39,-0.030470573780562726
2006-12-28,78.39,80.66,-0.02814282172080329
2006-12-29,77.66,86.68869158878505,-0.1041507424245528
2007-01-03,79.67,87.64869158878504,-0.09103035589188346
2007-01-04,80.63,86.91869158878505,-0.07235142952377893
2007-01-05,79.9,86.94869158878505,-0.08106725311199747
2007-01-08,79.93,88.92869158878504,-0.10118996949146475
2007-01-09,81.91,89.01869158878505,-0.07985616797900263
2007-01-10,82.0,89.78869158878504,-0.08674468299923288
2007-01-11,82.77,89.72869158878504,-0.07755258062466597
2007-01-12,82.71,90.82869158878505,-0.08938465860040523
2007-01-16,83.81,89.97869158878504,-0.06855724927604867
2007-01-17,82.96,88.99869158878505,-0.06785146479103976
2007-01-18,81.98,89.24869158878505,-0.08144311652517744
2007-01-19,82.23,87.53869158878504,-0.06064394489379321
2007-01-22,80.52,87.63869158878505,-0.08122772555970037
2007-01-23,80.62,88.33869158878505,-0.08737611402164991
2007-01-24,81.32,86.43869158878505,-0.0592175968273122
2007-01-25,79.42,85.81869158878504,-0.07456058197024806
2007-01-26,78.8,87.34869158878504,-0.09786857059096055
2007-01-29,80.33,87.41869158878505,-0.08108896918899278
2007-01-30,80.4,89.06869158878504,-0.0973259114303251
2007-01-31,82.05,90.68869158878505,-0.09525654673634465
2007-02-01,83.67,90.54869158878505,-0.07596676956994275
2007-02-02,83.53,90.70869158878504,-0.07914006324034106
2007-02-05,83.69,92.08869158878505,-0.09120220348323294
2007-02-06,85.07,90.61869158878504,-0.061231203976815696
2007-02-07,83.6,90.58869158878505,-0.07714750556845729
2007-02-08,83.57,90.53869158878504,-0.07696921025141312
2007-02-09,83.52,89.96869158878505,-0.0716770631528102
2007-02-12,82.95,90.58869158878505,-0.08432279410171684
2007-02-13,83.57,90.84869158878504,-0.08011883783347273
2007-02-14,83.83,92.31869158878504,-0.09194986890191437
2007-02-15,85.3,92.81869158878504,-0.08100406782391556
2007-02-16,85.8,95.60869158878505,-0.10259204917239573
2007-02-20,88.59,95.23869158878504,-0.06981082454904253
2007-02-21,88.22,94.71869158878505,-0.06861044509565961
2007-02-22,87.7,94.55869158878505,-0.07253369810373422
2007-02-23,87.54,94.27869158878505,-0.07147629517576637
2007-02-26,87.26,91.28869158878504,-0.04413133235529876
2007-02-27,84.27,93.99869158878505,-0.10349815964827513
2007-02-28,86.98,91.76869158878505,-0.052182193141024014
2007-03-01,84.75,90.43869158878505,-0.06290108236694658
2007-03-02,83.42,88.76869158878505,-0.06025425736319845
2007-03-05,81.75,90.43869158878505,-0.09607272546900159
2007-03-06,83.42,91.21869158878505,-0.08549444694889552
2007-03-07,84.2,92.54869158878505,-0.09020863985717043
2007-03-08,85.53,92.12869158878505,-0.07162471836936746
2007-03-09,85.11,92.57869158878505,-0.08067398081147437
2007-03-12,85.56,90.88869158878505,-0.05862876333278155
2007-03-13,83.87,90.91869158878505,-0.07752742000143908
2007-03-14,83.9,91.46869158878505,-0.0827462540167464
2007-03-15,84.45,90.83869158878505,-0.07033007055744289
2007-03-16,83.82,92.51869158878505,-0.09402091014697722
2007-03-19,85.5,93.70869158878504,-0.08759797463405683
2007-03-20,86.69,93.88869158878505,-0.07667261591325591
2007-03-21,86.87,94.14869158878504,-0.07731059737480273
2007-03-22,87.13,96.58869158878505,-0.09792752581279718
2007-03-23,89.57,96.65869158878505,-0.07333734268763403
2007-03-26,89.64,95.24869158878505,-0.05888471007034224
2007-03-27,88.23,94.64869158878504,-0.0678159568932234
2007-03-28,87.63,94.54869158878505,-0.07317596333195286
2007-03-29,87.53,95.16869158878505,-0.0802647536838178
2007-03-30,88.15,94.36168224299065,-0.06582843899491908
2007-04-02,89.1,96.72168224299065,-0.07880014145993619
2007-04-03,91.46,97.13168224299065,-0.05839168139600448
2007-04-04,91.87,97.86168224299065,-0.06122602949041178
2007-04-05,92.6,98.23168224299066,-0.05733060978289939
2007-04-09,92.97,97.86168224299065,-0.04998567499426998
2007-04-10,92.6,98.06168224299066,-0.05569639555496264
2007-04-11,92.8,99.15168224299066,-0.0640602569649259
2007-04-12,93.89,99.25168224299065,-0.05402107170197923
2007-04-13,93.99,102.18168224299066,-0.08016781543594709
2007-04-16,96.92,102.70168224299066,-0.05629588646183303
2007-04-17,97.44,102.82168224299065,-0.0523399552078182
2007-04-18,97.56,101.87168224299066,-0.042324639664889085
2007-04-19,96.61,102.65168224299066,-0.05885614449736121
2007-04-20,97.39,103.01168224299066,-0.054573249563383164
2007-04-23,97.75,102.66168224299065,-0.047843383584589616
2007-04-24,97.4,100.43168224299066,-0.030186512615168692
2007-04-25,95.17,99.79168224299066,-0.046313301260288986
2007-04-26,94.53,99.63168224299065,-0.05120542108832615
2007-04-27,94.37,97.37168224299066,-0.030827055400973413
2007-04-30,92.11,95.30168224299065,-0.03349030329656533
2007-05-01,90.04,96.36168224299065,-0.0656036932507007
2007-05-02,91.1,95.70168224299066,-0.04808360872180695
2007-05-03,90.44,96.24168224299065,-0.06028242761117353
2007-05-04,90.98,95.77168224299065,-0.050032349132525966
2007-05-07,90.51,97.26168224299066,-0.06941769962525224
2007-05-08,92.0,98.70168224299066,-0.0678983588799631
2007-05-09,93.44,96.78168224299066,-0.03452804462109538
2007-05-10,91.52,96.26168224299066,-0.04925825242718451
2007-05-11,91.0,97.91168224299065,-0.07059098653659834
2007-05-14,92.65,97.45168224299066,-0.04927244078781434
2007-05-15,92.19,97.73168224299066,-0.0567030272661464
2007-05-16,92.47,98.57168224299065,-0.061900964903381595
2007-05-17,93.31,99.82168224299065,-0.06523314471038066
2007-05-18,94.56,100.70168224299066,-0.060988874328543274
2007-05-21,95.44,101.74168224299065,-0.061938058267409835
2007-05-22,96.48,98.90168224299066,-0.024485753811960942
2007-05-23,93.64,98.32168224299065,-0.047615969704631445
2007-05-24,93.06,97.48168224299066,-0.04535910892437023
2007-05-25,92.22,98.54168224299066,-0.0641523678010919
2007-05-29,93.28,101.67168224299066,-0.0825370649709023
2007-05-30,96.41,102.79168224299066,-0.06208364435465619
2007-05-31,97.53,102.14168224299065,-0.045149855981612474
2007-06-01,96.88,103.53168224299066,-0.06424779448071793
2007-06-04,98.27,102.44168224299065,-0.040722508178804295
2007-06-05,97.18,101.35168224299065,-0.0411604637502615
2007-06-06,96.09,100.21168224299065,-0.04112975803556018
2007-06-07,94.95,102.00168224299065,-0.06913299945575391
2007-06-08,96.74,100.89168224299065,-0.04114989611325559
2007-06-11,95.63,99.26168224299066,-0.036586950381320094
2007-06-12,94.0,101.00168224299065,-0.06932243193876664
2007-06-13,95.74,100.07168224299065,-0.0432857942017264
2007-06-14,94.81,100.06168224299066,-0.052484448844637877
2007-06-15,94.8,101.68168224299066,-0.06767868205155547
2007-06-18,96.42,104.68168224299066,-0.07892194762225313
2007-06-19,99.42,104.27168224299065,-0.046529241100037866
2007-06-20,99.01,104.00168224299065,-0.04799616828627862
2007-06-21,98.74,102.97168224299065,-0.04109559201921953
2007-06-22,97.71,102.07168224299065,-0.042731560283363224
2007-06-25,96.81,101.97168224299065,-0.050618780914987394
2007-06-26,96.71,104.07168224299065,-0.07073665078077929
2007-06-27,98.81,103.90168224299066,-0.049004810442654256
2007-06-28,98.64,103.37168224299066,-0.04577348593271535
2007-06-29,98.11,105.43934579439252,-0.06951243617050507
2007-07-02,99.43,106.08934579439253,-0.06277110811201281
2007-07-03,100.08,107.50934579439253,-0.06910418568261845
2007-07-05,101.5,108.30934579439253,-0.06286942040365517
2007-07-06,102.3,107.42934579439252,-0.04774622573062581
2007-07-09,101.42,105.45934579439252,-0.038302397610808
2007-07-10,99.45,104.85934579439252,-0.05158668265010091
2007-07-11,98.85,106.87934579439252,-0.07512532692554885
2007-07-12,100.87,107.21934579439252,-0.059218285164397866
2007-07-13,101.21,105.67934579439252,-0.04229157325678368
2007-07-16,99.67,106.35934579439252,-0.0628938223005241
2007-07-17,100.35,105.58934579439253,-0.04962002326063064
2007-07-18,99.58,106.49934579439253,-0.06497078214687824
2007-07-19,100.49,104.85934579439252,-0.04166863488696482
2007-07-20,98.85,105.23934579439252,-0.060712519126406184
2007-07-23,99.23,102.79934579439252,-0.03472148355429727
2007-07-24,96.79,100.77934579439253,-0.0395849542676282
2007-07-25,94.77,97.26934579439252,-0.0256951023365124
2007-07-26,91.26,95.05934579439253,-0.03996814582135111
2007-07-27,89.05,97.56934579439252,-0.08731580318623133
2007-07-30,91.56,95.35934579439252,-0.039842406244946504
2007-07-31,89.35,95.90934579439252,-0.06839110141001536
2007-08-01,89.9,96.07934579439252,-0.06431502778564047
2007-08-02,90.07,93.27934579439253,-0.034405749387078854
2007-08-03,87.27,95.15934579439252,-0.08290668382103805
2007-08-06,89.15,98.78934579439252,-0.09757475076770539
2007-08-07,92.78,87.80934579439253,0.056607348120396805
2007-08-08,81.8,83.24934579439253,-0.017409695902861455
2007-08-09,77.24,83.40934579439252,-0.07396468268196488
2007-08-10,77.4,87.71934579439252,-0.11764047828833879
2007-08-13,81.71,86.59934579439252,-0.05645938487804514
2007-08-14,80.59,82.92934579439252,-0.028208902071800712
2007-08-15,76.92,81.92934579439252,-0.061142265275299756
2007-08-16,75.92,84.43934579439252,-0.10089308146864251
2007-08-17,78.43,83.55934579439253,-0.0613856624370166
2007-08-20,77.55,83.62934579439252,-0.07269392982385559
2007-08-21,77.62,84.65934579439252,-0.08314906911150233
2007-08-22,78.65,85.10934579439252,-0.07589467095654845
2007-08-23,79.1,84.36934579439253,-0.06245569104250126
2007-08-24,78.36,81.92934579439252,-0.04356614543645987
2007-08-27,75.92,79.22934579439253,-0.04176919247800659
2007-08-28,73.22,81.07934579439252,-0.09693400603308866
2007-08-29,75.07,79.49934579439251,-0.055715499921823786
2007-08-30,73.49,81.54934579439252,-0.09882784117866827
2007-08-31,75.54,82.66934579439253,-0.08623929131027552
2007-09-04,76.66,85.61934579439253,-0.10464160536694156
2007-09-05,79.61,84.87934579439252,-0.0620804242195353
2007-09-06,78.87,82.58934579439253,-0.045034208209517645
2007-09-07,76.58,81.17934579439252,-0.05665660088024782
2007-09-10,75.17,83.17934579439252,-0.09629007920055632
2007-09-11,77.17,83.36934579439253,-0.0743600148870246
2007-09-12,77.36,85.01934579439252,-0.09008944638218674
2007-09-13,79.01,85.70934579439252,-0.07816353902016149
2007-09-14,79.7,84.40934579439252,-0.05579175801058478
2007-09-17,78.4,88.44934579439253,-0.11361696012713329
2007-09-18,82.44,90.44934579439253,-0.0885506216108981
2007-09-19,84.44,87.16934579439253,-0.03131084407619933
2007-09-20,81.16,84.45934579439252,-0.03906430677813244
2007-09-21,78.45,81.60934579439252,-0.03871303909667667
2007-09-24,75.6,82.03934579439252,-0.07849094519269872
2007-09-25,76.03,83.10934579439252,-0.08518110360183073
2007-09-26,77.1,83.68934579439252,-0.07873577851332703
2007-09-27,77.68,83.75934579439253,-0.0725811040754275
2007-09-28,77.75,82.4922641509434,-0.057487380177443814
2007-10-01,78.03,81.7222641509434,-0.04518063944145845
2007-10-02,77.26,81.03226415094339,-0.04655261938524358
2007-10-03,76.57,79.20226415094339,-0.03323470836549369
2007-10-04,74.74,80.81226415094339,-0.07514037893557157
2007-10-05,76.35,80.25226415094339,-0.04862497266873089
2007-10-08,75.79,79.0822641509434,-0.041630878760116063
2007-10-09,74.62,79.5122641509434,-0.0615284221017286
2007-10-10,75.05,75.8922641509434,-0.01109815552831861
2007-10-11,71.43,75.5122641509434,-0.054060942243543963
2007-10-12,71.05,74.42226415094339,-0.04531257130398181
2007-10-15,69.96,71.8922641509434,-0.026877219319264567
2007-10-16,67.43,74.4822641509434,-0.09468380467934612
2007-10-17,70.02,74.4622641509434,-0.05965792474344367
2007-10-18,70.0,72.9922641509434,-0.04099426406003226
2007-10-19,68.53,72.7322641509434,-0.057777166708605554
2007-10-22,68.27,71.4722641509434,-0.044804291412686936
2007-10-23,67.01,71.7122641509434,-0.0655712688285206
2007-10-24,67.25,72.0922641509434,-0.06716759707816766
2007-10-25,67.63,72.9322641509434,-0.07270121410147956
2007-10-26,68.47,73.7122641509434,-0.0711179369040763
2007-10-29,69.25,73.3522641509434,-0.055925528658553825
2007-10-30,68.89,73.2622641509434,-0.05967962090190315
2007-10-31,68.8,70.8922641509434,-0.02951329282541426
2007-11-01,66.43,71.6922641509434,-0.07340072479597015
2007-11-02,67.23,69.5922641509434,-0.03394434970271576
2007-11-05,65.13,70.7922641509434,-0.07998422170634789
2007-11-06,66.33,72.1922641509434,-0.08120349486042255
2007-11-07,67.73,70.56226415094339,-0.040138510080752865
2007-11-08,66.1,72.42226415094339,-0.08729724519198201
2007-11-09,67.96,74.67226415094339,-0.08988965618311973
2007-11-12,70.21,75.8222641509434,-0.07401868321645966
2007-11-13,71.36,73.9122641509434,-0.03453099671972126
2007-11-14,69.45,71.2222641509434,-0.024883569373579384
2007-11-15,66.76,71.0722641509434,-0.06067436013836558
2007-11-16,66.61,68.1922641509434,-0.023202986007929916
2007-11-19,63.73,69.7122641509434,-0.0858136545097774
2007-11-20,65.25,69.4622641509434,-0.06064104305310336
2007-11-21,65.0,71.2622641509434,-0.08787630066986152
2007-11-23,66.8,68.7622641509434,-0.028536933377236284
2007-11-26,64.3,69.5922641509434,-0.0760467304162521
2007-11-27,65.13,72.45226415094339,-0.10106328955694965
2007-11-28,67.99,72.1122641509434,-0.05716453642773989
2007-11-29,67.65,73.4422641509434,-0.07886826771896294
2007-11-30,68.98,73.1822641509434,-0.057421893128039025
2007-12-03,68.72,70.92226415094339,-0.031051802664623485
2007-12-04,66.46,72.1122641509434,-0.07838145449312539
2007-12-05,67.65,72.6922641509434,-0.06936452193142972
2007-12-06,68.23,73.4322641509434,-0.07084439259900666
2007-12-07,68.97,74.6122641509434,-0.07562113568258555
2007-12-10,70.15,71.7522641509434,-0.022330503014828307
2007-12-11,67.29,70.3322641509434,-0.04325559809100199
2007-12-12,65.87,70.3022641509434,-0.06304582369391465
2007-12-13,65.84,69.0522641509434,-0.046519316787666964
2007-12-14,64.59,68.8322641509434,-0.061631913511379866
2007-12-17,64.37,69.42226415094339,-0.07277584810484361
2007-12-18,64.96,67.5722641509434,-0.03865882228110795
2007-12-19,63.11,66.6522641509434,-0.05314544368547547
2007-12-20,62.19,66.4822641509434,-0.06456254469911116
2007-12-21,62.02,67.2722641509434,-0.07807473432377021
2007-12-24,62.81,67.17226415094339,-0.06494144876732022
2007-12-26,62.71,65.9122641509434,-0.04858373767300739
2007-12-27,61.45,66.2222641509434,-0.07206434591341915
2007-12-28,61.76,69.44714285714285,-0.11069055602410871
2007-12-31,61.79,69.29714285714286,-0.10833264616145799
2008-01-02,61.64,67.83714285714285,-0.09135324095522879
2008-01-03,60.18,64.24714285714286,-0.06330464945634051
2008-01-04,56.59,64.91714285714286,-0.12827340345935478
2008-01-07,57.26,64.24714285714286,-0.1087541413737132
2008-01-08,56.59,64.97714285714285,-0.12907835722451844
2008-01-09,57.32,65.86714285714285,-0.12976337649380776
2008-01-10,58.21,62.94714285714286,-0.07525588362117874
2008-01-11,55.29,60.55714285714286,-0.0869780608634112
2008-01-14,52.9,58.98714285714286,-0.10319440071686325
2008-01-15,51.33,61.22714285714286,-0.16164632865909145
2008-01-16,53.57,59.64714285714286,-0.10188489449859894
2008-01-17,51.99,61.01714285714286,-0.1479443716051695
2008-01-18,53.36,64.25714285714285,-0.16958648288128053
2008-01-22,56.6,68.99714285714286,-0.17967617706737338
2008-01-23,61.34,68.83714285714285,-0.1089113020379362
2008-01-24,61.18,66.84714285714286,-0.08477763768084967
2008-01-25,59.19,67.65714285714286,-0.12514780405405412
2008-01-28,60.0,69.19714285714285,-0.13291217639043718
2008-01-29,61.54,68.38714285714286,-0.10012324789538563
2008-01-30,60.73,68.33714285714285,-0.11131783593945976
2008-01-31,60.68,68.88714285714286,-0.11913896435163107
2008-02-01,61.23,68.11714285714285,-0.10110733610167355
2008-02-04,60.46,65.11714285714285,-0.07151945943574212
2008-02-05,57.46,70.84714285714286,-0.18895811908938764
2008-02-06,63.19,70.89714285714285,-0.1087087934230676
2008-02-07,63.24,71.37714285714286,-0.11400208149867908
2008-02-08,63.72,72.11714285714285,-0.11643754209421175
2008-02-11,64.46,74.06714285714285,-0.12970856558720856
2008-02-12,66.41,74.39714285714285,-0.10735819347901221
2008-02-13,66.74,73.34714285714286,-0.09008043939777577
2008-02-14,65.69,73.57714285714286,-0.10719555762659216
2008-02-15,65.92,72.43714285714286,-0.08996962884076831
2008-02-19,64.78,74.45714285714286,-0.1299693016116653
2008-02-20,66.8,73.02714285714286,-0.08527162111934905
2008-02-21,65.37,72.51714285714286,-0.0985579764390685
2008-02-22,64.86,73.32714285714286,-0.1154707864949639
2008-02-25,65.67,75.15714285714286,-0.12623075460938982
2008-02-26,67.5,75.63714285714286,-0.10758130925848985
2008-02-27,67.98,73.25714285714285,-0.0720358814352573
2008-02-28,65.6,69.84714285714286,-0.06080625038349052
2008-02-29,62.19,69.90714285714286,-0.11039133544497803
2008-03-03,62.25,70.17714285714285,-0.11295904242325538
2008-03-04,62.52,68.86714285714285,-0.09216503827244993
2008-03-05,61.21,65.96714285714286,-0.07211382289884583
2008-03-06,58.31,65.11714285714285,-0.10453687859242677
2008-03-07,57.46,63.39714285714286,-0.09365000676010637
2008-03-10,55.74,65.46714285714286,-0.14858053112793768
2008-03-11,57.81,65.67714285714285,-0.11978509592378295
2008-03-12,58.02,65.63714285714286,-0.11604927523614683
2008-03-13,57.98,65.13714285714286,-0.10987805947890172
2008-03-14,57.48,64.10714285714286,-0.10337604456824523
2008-03-17,56.45,66.54714285714286,-0.15172917158620092
2008-03-18,58.89,65.41714285714286,-0.09977725366876322
2008-03-19,57.76,67.94714285714285,-0.1499274646258646
2008-03-20,60.29,70.92714285714285,-0.14997280912002253
2008-03-24,63.27,70.41714285714286,-0.1014972003570559
2008-03-25,62.76,68.92714285714285,-0.08947335696076597
2008-03-26,61.27,68.65714285714286,-0.10759467332501038
2008-03-27,61.0,65.27714285714286,-0.06552282575392843
2008-03-28,57.62,63.537619047619046,-0.09313567515307764
2008-03-31,58.29,65.90761904761905,-0.11558024941115275
2008-04-01,60.66,66.22761904761904,-0.08406793310228788
2008-04-02,60.98,66.15761904761905,-0.07826187100071269
2008-04-03,60.91,65.79761904761905,-0.07428261262891267
2008-04-04,60.55,65.28761904761905,-0.07256535184969082
2008-04-07,60.04,64.98761904761905,-0.07613171739672031
2008-04-08,59.74,63.44761904761905,-0.058435905133593535
2008-04-09,58.2,64.96761904761905,-0.10416910988624373
2008-04-10,59.72,64.21761904761905,-0.07003715046308323
2008-04-11,58.97,64.34761904761905,-0.08357137571227713
2008-04-14,59.1,63.34761904761905,-0.06705254453882581
2008-04-15,58.1,63.20761904761905,-0.0808070154291225
2008-04-16,57.96,64.10761904761905,-0.09589529511387107
2008-04-17,58.86,64.56761904761905,-0.08839754557791024
2008-04-18,59.32,64.30761904761904,-0.07755875775661614
2008-04-21,59.06,63.29761904761905,-0.0669475268008275
2008-04-22,58.05,63.117619047619044,-0.08028850143722599
2008-04-23,57.87,64.19761904761904,-0.09856469977376403
2008-04-24,58.95,66.86761904761904,-0.11840737206420637
