date,WM,dcf,Deviation
2004-03-05,29.47,29.77369127523589,-0.010199987379075348
2004-03-08,29.52,29.573691275235888,-0.0018155080722319639
2004-03-09,29.32,29.26369127523589,0.001924183939562063
2004-03-10,29.01,29.553691275235888,-0.01839672987622587
2004-03-11,29.3,29.90369127523589,-0.020187851381940347
2004-03-12,29.65,29.25369127523589,0.013547306595786512
2004-03-15,29.0,29.453691275235894,-0.015403545552110431
2004-03-16,29.2,30.093691275235884,-0.029696964292688977
2004-03-17,29.84,29.933691275235894,-0.0031299606311302464
2004-03-18,29.68,29.74369127523589,-0.0021413372888562376
2004-03-19,29.49,28.86369127523589,0.021698843671511314
2004-03-22,28.61,28.96369127523589,-0.012211540023501777
2004-03-23,28.71,28.723691275235893,-0.00047665444892508457
2004-03-24,28.47,28.723691275235893,-0.00883212651204801
2004-03-25,28.47,28.553691275235888,-0.0029310142226155467
2004-03-26,28.3,29.193691275235892,-0.030612479484359745
2004-03-29,28.94,29.953691275235894,-0.03384194842369759
2004-03-30,29.7,30.433691275235894,-0.024107863505630878
2004-03-31,30.18,31.563223684210527,-0.04382390398552616
2004-04-01,30.43,31.583223684210527,-0.03651380542218241
2004-04-02,30.45,31.613223684210528,-0.036795478241325674
2004-04-05,30.48,31.783223684210526,-0.041003508554041
2004-04-06,30.65,31.443223684210526,-0.025227174292846155
2004-04-07,30.31,31.303223684210526,-0.0317291181965873
2004-04-08,30.17,31.433223684210525,-0.040187532048933994
2004-04-12,30.3,31.163223684210525,-0.027700076633852655
2004-04-13,30.03,31.103223684210526,-0.03450522348123497
2004-04-14,29.97,30.913223684210525,-0.030511980692983998
2004-04-15,29.78,30.823223684210525,-0.033845378890233535
2004-04-16,29.69,31.173223684210527,-0.0475800545761903
2004-04-19,30.04,31.063223684210527,-0.032940035284574565
2004-04-20,29.93,30.873223684210526,-0.030551512658942626
2004-04-21,29.74,31.083223684210527,-0.043213783031547326
2004-04-22,29.95,30.913223684210525,-0.031158953011507173
2004-04-23,29.78,30.913223684210525,-0.03665821771895428
2004-04-26,29.78,30.853223684210526,-0.03478481520100474
2004-04-27,29.72,30.793223684210528,-0.03485259273977326
2004-04-28,29.66,30.083223684210527,-0.014068428591735627
2004-04-29,28.95,29.533223684210526,-0.019748053597086312
2004-04-30,28.4,29.803223684210526,-0.047082949786869555
2004-05-03,28.67,30.093223684210525,-0.04729382598373022
2004-05-04,28.96,30.173223684210527,-0.04020861996411074
2004-05-05,29.04,29.933223684210525,-0.029840544193764584
2004-05-06,28.8,29.593223684210525,-0.026804233721713366
2004-05-07,28.46,29.393223684210525,-0.03174962005653825
2004-05-10,28.26,29.383223684210527,-0.03822670025188912
2004-05-11,28.25,29.233223684210525,-0.033633775557280865
2004-05-12,28.1,29.123223684210526,-0.035134286482346955
2004-05-13,27.99,29.593223684210525,-0.054175364648290314
2004-05-14,28.46,28.883223684210527,-0.01465292409316099
2004-05-17,27.75,29.073223684210525,-0.04551348342320771
2004-05-18,27.94,28.903223684210527,-0.033325821878364525
2004-05-19,27.77,29.053223684210526,-0.04416803099574507
2004-05-20,27.92,29.443223684210526,-0.05173427001566344
2004-05-21,28.31,29.253223684210525,-0.03224340997056108
2004-05-24,28.12,29.803223684210526,-0.056477906619956775
2004-05-25,28.67,30.133223684210527,-0.04855848479886471
2004-05-26,29.0,30.243223684210527,-0.041107512122115275
2004-05-27,29.11,29.893223684210525,-0.02620070998311974
2004-05-28,28.76,29.453223684210528,-0.023536428190105152
2004-06-01,28.32,29.813223684210527,-0.05008595179196795
2004-06-02,28.68,29.353223684210526,-0.02293525547494335
2004-06-03,28.22,29.583223684210527,-0.046080971389812486
2004-06-04,28.45,30.183223684210525,-0.057423411837788874
2004-06-07,29.05,30.713223684210526,-0.05415334128750471
2004-06-08,29.58,30.613223684210528,-0.033750894543766674
2004-06-09,29.48,30.793223684210528,-0.042646515274849084
2004-06-10,29.66,30.653223684210527,-0.032401932483275386
2004-06-14,29.52,30.623223684210526,-0.0360257200739893
2004-06-15,29.49,30.843223684210525,-0.04387426223878399
2004-06-16,29.71,30.723223684210527,-0.032979081056889514
2004-06-17,29.59,30.573223684210525,-0.0321596340106689
2004-06-18,29.44,30.543223684210528,-0.03612008004187339
2004-06-21,29.41,30.853223684210526,-0.04677707908198625
2004-06-22,29.72,30.973223684210527,-0.04046151918146623
2004-06-23,29.84,31.113223684210528,-0.040922268201243006
2004-06-24,29.98,30.833223684210527,-0.027672217895511664
2004-06-25,29.7,31.253223684210525,-0.04969803115047078
2004-06-28,30.12,31.863223684210528,-0.054709583107071524
2004-06-29,30.73,31.783223684210526,-0.03313772368325729
2004-06-30,30.65,30.811684782760597,-0.005247515152143278
2004-07-01,29.88,30.661684782760606,-0.025493862724728866
2004-07-02,29.73,30.981684782760606,-0.04040079781126338
2004-07-06,30.05,30.991684782760597,-0.030385078751330674
2004-07-07,30.06,30.5816847827606,-0.01705873258672408
2004-07-08,29.65,29.881684782760598,-0.007753404282420662
2004-07-09,28.95,30.6516847827606,-0.055516843358563994
2004-07-12,29.72,30.731684782760606,-0.03291992580010217
2004-07-13,29.8,30.271684782760598,-0.015581715591502787
2004-07-14,29.34,30.371684782760607,-0.03396863855725929
2004-07-15,29.44,30.101684782760604,-0.021981652772457227
2004-07-16,29.17,30.121684782760607,-0.031594673061092426
2004-07-19,29.19,30.251684782760602,-0.0350950629819341
2004-07-20,29.32,29.6516847827606,-0.01118603496531978
2004-07-21,28.72,29.441684782760607,-0.02451234662980928
2004-07-22,28.51,29.411684782760606,-0.030657365921761826
2004-07-23,28.48,29.451684782760598,-0.032992502463878304
2004-07-26,28.52,29.431684782760602,-0.030976302902463004
2004-07-27,28.5,29.071684782760602,-0.01966465951431917
2004-07-28,28.14,29.0816847827606,-0.032380681855090576
2004-07-29,28.15,29.071684782760602,-0.03170386545010828
2004-07-30,28.14,29.3416847827606,-0.040954866486284214
2004-08-02,28.41,28.781684782760603,-0.012913934176057351
2004-08-03,27.85,28.5916847827606,-0.02594057637372238
2004-08-04,27.66,28.0416847827606,-0.013611335614016062
2004-08-05,27.11,27.531684782760603,-0.01531634500714063
2004-08-06,26.6,27.891684782760603,-0.04631074791003553
2004-08-09,26.96,28.6216847827606,-0.05805684729507832
2004-08-10,27.69,28.681684782760602,-0.03457554150921649
2004-08-11,27.75,28.4816847827606,-0.025689659454537384
2004-08-12,27.55,28.701684782760598,-0.04012603411533344
2004-08-13,27.77,28.921684782760597,-0.0398208054410123
2004-08-16,27.99,28.641684782760603,-0.02275301846603839
2004-08-17,27.71,28.601684782760604,-0.031175953078752094
2004-08-18,27.67,28.4716847827606,-0.028157265327902636
2004-08-19,27.54,28.881684782760605,-0.04645451928626587
2004-08-20,27.95,28.741684782760604,-0.027544828660686638
2004-08-23,27.81,28.741684782760604,-0.03241580268528432
2004-08-24,27.81,28.881684782760605,-0.037106034181229375
2004-08-25,27.95,28.851684782760604,-0.031252413491616116
2004-08-26,27.92,29.241684782760604,-0.045198653654176635
2004-08-27,28.31,28.801684782760606,-0.01707138962422461
2004-08-30,27.87,28.7216847827606,-0.029653023114848742
2004-08-31,27.79,28.7316847827606,-0.03277513274563082
2004-09-01,27.8,29.301684782760606,-0.05124909348707851
2004-09-02,28.37,29.3616847827606,-0.0337747915386265
2004-09-03,28.43,29.1216847827606,-0.023751537313873472
2004-09-07,28.19,28.851684782760604,-0.02293400845540816
2004-09-08,27.92,28.601684782760604,-0.023833728255458597
2004-09-09,27.67,28.681684782760602,-0.03527285061610752
2004-09-10,27.75,28.711684782760603,-0.03349454377327343
2004-09-13,27.78,28.201684782760598,-0.0149524677695273
2004-09-14,27.27,28.1116847827606,-0.029940744898959704
2004-09-15,27.18,28.241684782760604,-0.03759282744380332
2004-09-16,27.31,28.351684782760604,-0.03674154783894912
2004-09-17,27.42,28.391684782760603,-0.03422427341651124
2004-09-20,27.46,28.031684782760603,-0.02039423556561204
2004-09-21,27.1,27.811684782760597,-0.02558941640248069
2004-09-22,26.88,27.8716847827606,-0.03558036733301406
2004-09-23,26.94,27.9016847827606,-0.034466907294242954
2004-09-24,26.97,27.8416847827606,-0.03130862193010464
2004-09-27,26.91,27.411684782760606,-0.01830185874149981
2004-09-28,26.48,27.8416847827606,-0.04890813157987284
2004-09-29,26.91,28.271684782760605,-0.048164260220916466
2004-09-30,27.34,28.742462687756486,-0.048794103100772146
2004-10-01,27.68,29.062462687756486,-0.0475686696825901
2004-10-04,28.0,28.902462687756486,-0.031224421860036933
2004-10-05,27.84,28.822462687756488,-0.034086701695127175
2004-10-06,27.76,28.21246268775649,-0.016037688477044787
2004-10-07,27.15,27.96246268775649,-0.02905547686657195
2004-10-08,26.9,27.97246268775649,-0.038339945242858664
2004-10-11,26.91,27.952462687756494,-0.03729412679667421
2004-10-12,26.89,27.742462687756486,-0.03072772224120901
2004-10-13,26.68,27.592462687756484,-0.03306927323168474
2004-10-14,26.53,27.62246268775648,-0.0395497932282739
2004-10-15,26.56,27.742462687756486,-0.04262284502515856
2004-10-18,26.68,27.23246268775649,-0.02028691617394096
2004-10-19,26.17,27.602462687756486,-0.05189619143627633
2004-10-20,26.54,27.76246268775649,-0.04403293401977659
2004-10-21,26.7,27.662462687756488,-0.03479309483831594
2004-10-22,26.6,27.642462687756485,-0.037712366641566075
2004-10-25,26.58,28.33246268775649,-0.06185352495015539
2004-10-26,27.27,28.402462687756486,-0.03987198927805158
2004-10-27,27.34,29.672462687756482,-0.07860698022611079
2004-10-28,28.61,29.542462687756487,-0.03156347179353247
2004-10-29,28.48,29.55246268775649,-0.036290129153967454
2004-11-01,28.49,29.602462687756486,-0.03758007228961391
2004-11-02,28.54,29.76246268775649,-0.04107397632318177
2004-11-03,28.7,30.322462687756488,-0.05350695635983427
2004-11-04,29.26,30.702462687756487,-0.04698198650793284
2004-11-05,29.64,30.76246268775649,-0.03648806336312049
2004-11-08,29.7,30.92246268775649,-0.0395331607349797
2004-11-09,29.86,30.412462687756488,-0.01816566758925775
2004-11-10,29.35,30.52246268775649,-0.03841310905187212
2004-11-11,29.46,30.77246268775649,-0.04265055745046631
2004-11-12,29.71,30.572462687756488,-0.028210442075439435
2004-11-15,29.51,30.51246268775649,-0.03285420446114096
2004-11-16,29.45,30.55246268775649,-0.03608424954228939
2004-11-17,29.49,30.84246268775649,-0.043850671116913764
2004-11-18,29.78,30.662462687756488,-0.028779902538906388
2004-11-19,29.6,30.362462687756487,-0.025112017282575172
2004-11-22,29.3,30.43246268775649,-0.037212324857695434
2004-11-23,29.37,30.602462687756486,-0.04027331722716454
2004-11-24,29.54,30.952462687756487,-0.045633289409155786
2004-11-26,29.89,30.752462687756488,-0.028045321004481982
2004-11-29,29.69,30.87246268775649,-0.03830153427395455
2004-11-30,29.81,30.72246268775649,-0.02970018051710832
2004-12-01,29.66,31.062462687756486,-0.04514975846745328
2004-12-02,30.0,30.96246268775649,-0.03108482349942643
2004-12-03,29.9,30.92246268775649,-0.03306537057157888
2004-12-06,29.86,31.22246268775649,-0.0436372588985674
2004-12-07,30.16,31.46246268775649,-0.04139735343296369
2004-12-08,30.4,31.662462687756488,-0.039872536138658266
2004-12-09,30.6,32.16246268775649,-0.04858031870648016
2004-12-10,31.1,31.76246268775649,-0.020856779723564922
2004-12-13,30.7,31.97246268775649,-0.0397987074121684
2004-12-14,30.91,31.87246268775649,-0.03019731161615602
2004-12-15,30.81,31.292462687756487,-0.01541785613266089
2004-12-16,30.23,30.702462687756487,-0.015388429669679127
2004-12-17,29.64,30.58246268775649,-0.030817095973562636
2004-12-20,29.52,30.612462687756487,-0.03568686057373027
2004-12-21,29.55,30.822462687756488,-0.04128361515583712
2004-12-22,29.76,30.76246268775649,-0.03258720532005621
2004-12-23,29.7,30.742462687756486,-0.03390953738301705
2004-12-27,29.68,30.952462687756487,-0.0411102244300523
2004-12-28,29.89,31.08246268775649,-0.038364485457138664
2004-12-29,30.02,31.242462687756486,-0.03912824350545052
2004-12-30,30.18,31.002462687756488,-0.026528946943343845
2004-12-31,29.94,30.29428115098996,-0.0116946544869041
2005-01-03,29.53,29.96428115098995,-0.014493294492920028
2005-01-04,29.2,29.724281150989952,-0.017638143991666966
2005-01-05,28.96,29.57428115098995,-0.02077078891127626
2005-01-06,28.81,29.434281150989953,-0.0212093221433729
2005-01-07,28.67,29.354281150989955,-0.023311119337932618
2005-01-10,28.59,29.504281150989954,-0.030988084282110306
2005-01-11,28.74,30.004281150989954,-0.04213669191498837
2005-01-12,29.24,30.13428115098996,-0.029676538375317585
2005-01-13,29.37,30.054281150989954,-0.022768175607068675
2005-01-14,29.29,29.974281150989952,-0.02282894283746162
2005-01-18,29.21,29.614281150989957,-0.013651560506524052
2005-01-19,28.85,29.514281150989955,-0.022507109273358417
2005-01-20,28.75,29.624281150989958,-0.029512316148158857
2005-01-21,28.86,29.54428115098996,-0.023161204955126524
2005-01-24,28.78,29.444281150989955,-0.02256061703743173
2005-01-25,28.68,29.644281150989947,-0.03252840391300049
2005-01-26,28.88,29.674281150989952,-0.026766651800205654
2005-01-27,28.91,29.48428115098995,-0.01947753611658487
2005-01-28,28.72,29.764281150989955,-0.03508504524911815
2005-01-31,29.0,30.21428115098995,-0.04018898033422735
2005-02-01,29.45,30.46428115098995,-0.03329411076410682
2005-02-02,29.7,30.41428115098995,-0.023485057807019816
2005-02-03,29.65,30.634281150989953,-0.03213005541532499
2005-02-04,29.87,30.814281150989956,-0.030644269985172667
2005-02-07,30.05,31.044281150989953,-0.032027836178717406
2005-02-08,30.28,30.454281150989956,-0.005722714324658762
2005-02-09,29.69,30.53428115098995,-0.027650271077777733
2005-02-10,29.77,30.53428115098995,-0.02503026507192463
2005-02-11,29.77,30.854281150989955,-0.03514200009016144
2005-02-14,30.09,30.764281150989955,-0.021917663139294885
2005-02-15,30.0,30.804281150989954,-0.02610939521840161
2005-02-16,30.04,30.774281150989957,-0.023860221052355524
2005-02-17,30.01,30.764281150989955,-0.024518081449326545
2005-02-18,30.0,30.194281150989955,-0.006434369144886376
2005-02-22,29.43,30.07428115098995,-0.02142299421074423
2005-02-23,29.31,30.184281150989953,-0.028964782915205545
2005-02-24,29.42,30.32428115098995,-0.029820365616826106
2005-02-25,29.56,30.004281150989954,-0.014807258629333853
2005-02-28,29.24,30.454281150989956,-0.039872264427114446
2005-03-01,29.69,30.544281150989953,-0.027968612087053923
2005-03-02,29.78,30.28428115098996,-0.016651580682260025
2005-03-03,29.52,30.674281150989952,-0.0376302592164478
2005-03-04,29.91,30.694281150989955,-0.02555137705072663
2005-03-07,29.93,30.564281150989956,-0.020752366066015382
2005-03-08,29.8,30.444281150989955,-0.021162633067097536
2005-03-09,29.68,30.424281150989952,-0.024463393146290757
2005-03-10,29.66,30.174281150989952,-0.017043691891665103
2005-03-11,29.41,30.064281150989956,-0.021762740565922756
2005-03-14,29.3,30.064281150989956,-0.025421567445819027
2005-03-15,29.3,29.804281150989954,-0.01691975553563063
2005-03-16,29.04,29.71428115098995,-0.022692157604744412
2005-03-17,28.95,29.864281150989957,-0.030614537358775507
2005-03-18,29.1,30.03428115098996,-0.031107158726159878
2005-03-21,29.27,30.15428115098995,-0.029325227371932217
2005-03-22,29.39,30.124281150989958,-0.024375059683899747
2005-03-23,29.36,29.844281150989953,-0.01622693301071154
2005-03-24,29.08,30.004281150989954,-0.03080497567459506
2005-03-28,29.24,29.874281150989958,-0.02123167910833368
2005-03-29,29.11,29.96428115098995,-0.02850998315912301
2005-03-30,29.2,29.614281150989957,-0.013989235425898805
2005-03-31,28.85,29.684400001223036,-0.028109040478792147
2005-04-01,28.92,29.924400001223038,-0.03356458278802532
2005-04-04,29.16,30.26440000122304,-0.03649171968313958
2005-04-05,29.5,30.254400001223036,-0.024935216074109534
2005-04-06,29.49,30.464400001223034,-0.03198487418704843
2005-04-07,29.7,30.314400001223046,-0.02026759563765923
2005-04-08,29.55,30.53440000122304,-0.03223904845628567
2005-04-11,29.77,30.65440000122304,-0.02885067074181047
2005-04-12,29.89,29.99440000122304,-0.003480649761914867
2005-04-13,29.23,29.60440000122304,-0.01264676876435844
2005-04-14,28.84,28.814400001223046,0.0008884446240722266
2005-04-15,28.05,28.834400001223038,-0.027203617942102687
2005-04-18,28.07,28.62440000122304,-0.019368091600150628
2005-04-19,27.86,28.30440000122304,-0.0157007391502324
2005-04-20,27.54,28.164400001223044,-0.022169831460848832
2005-04-21,27.4,28.26440000122304,-0.030582641102787966
2005-04-22,27.5,28.44440000122304,-0.03320161441909253
2005-04-25,27.68,28.19440000122304,-0.018244757866836214
2005-04-26,27.43,28.884400001223046,-0.050352439419252715
2005-04-27,28.12,28.824400001223037,-0.02443762927218429
2005-04-28,28.06,29.254400001223036,-0.04082804641944815
2005-04-29,28.49,29.164400001223044,-0.023124082826828762
2005-05-02,28.4,29.564400001223046,-0.03938520657192024
2005-05-03,28.8,30.10440000122304,-0.04332921437298354
2005-05-04,29.34,30.01440000122304,-0.022469214816740024
2005-05-05,29.25,29.964400001223034,-0.02384162543531243
2005-05-06,29.2,30.024400001223043,-0.027457667803168828
2005-05-09,29.26,29.824400001223037,-0.01892410245302134
2005-05-10,29.06,29.99440000122304,-0.031152481836107415
2005-05-11,29.23,29.76440000122304,-0.017954334748931045
2005-05-12,29.0,29.72440000122304,-0.02437055083343087
2005-05-13,28.96,29.844400001223043,-0.02963370016441269
2005-05-16,29.08,29.684400001223036,-0.020360862985208894
2005-05-17,28.92,30.254400001223036,-0.04410598131739818
2005-05-18,29.49,30.164400001223044,-0.022357481043737026
2005-05-19,29.4,30.204400001223043,-0.02663188148715001
2005-05-20,29.44,30.234400001223044,-0.026274706995703778
2005-05-23,29.47,30.084400001223038,-0.02042254461442017
2005-05-24,29.32,29.924400001223038,-0.020197564569325865
2005-05-25,29.16,30.29440000122304,-0.037445864621093006
2005-05-26,29.53,30.384400001223046,-0.028119693039475924
2005-05-27,29.62,30.254400001223036,-0.020968850851360132
2005-05-31,29.49,30.37440000122304,-0.02911662456500974
2005-06-01,29.61,30.344400001223043,-0.02420215925157343
2005-06-02,29.58,30.454400001223043,-0.02871177896093602
2005-06-03,29.69,30.324400001223037,-0.02092044694033346
2005-06-06,29.56,29.94440000122304,-0.01283712484495736
2005-06-07,29.18,29.914400001223044,-0.024550049514381667
2005-06-08,29.15,29.90440000122304,-0.025227056927816127
2005-06-09,29.14,29.78440000122304,-0.02163548707365537
2005-06-10,29.02,29.934400001223036,-0.030546795699452067
2005-06-13,29.17,30.144400001223037,-0.03232441187031421
2005-06-14,29.38,29.914400001223044,-0.017864306193712598
2005-06-15,29.15,29.94440000122304,-0.02652916742999012
2005-06-16,29.18,29.914400001223044,-0.024550049514381667
2005-06-17,29.15,29.664400001223044,-0.017340650786863643
2005-06-20,28.9,29.40440000122304,-0.01715389537627221
2005-06-21,28.64,29.274400001223043,-0.021670811398236567
2005-06-22,28.51,29.05440000122304,-0.018737265309217266
2005-06-23,28.29,28.734400001223044,-0.015465783214687945
2005-06-24,27.97,29.084400001223038,-0.0383160732618234
2005-06-27,28.32,29.55440000122304,-0.04176704657079677
2005-06-28,28.79,29.204400001223043,-0.014189642697870486
2005-06-29,28.44,29.10440000122304,-0.022828163480268282
2005-06-30,28.34,29.295480059121658,-0.032615272294339914
2005-07-01,28.45,29.345480059121662,-0.030515093204049104
2005-07-05,28.5,29.095480059121662,-0.020466411205852353
2005-07-06,28.25,28.895480059121663,-0.02233844386045769
2005-07-07,28.05,28.945480059121667,-0.030936783818842573
2005-07-08,28.1,28.825480059121656,-0.025168013078487483
2005-07-11,27.98,28.835480059121657,-0.029667619799207734
2005-07-12,27.99,28.76548005912166,-0.02695870388840438
2005-07-13,27.92,28.615480059121666,-0.02430432960358353
2005-07-14,27.77,28.645480059121663,-0.03056258988555094
2005-07-15,27.8,28.795480059121658,-0.03457070543980445
2005-07-18,27.95,29.73548005912166,-0.06004544253436217
2005-07-19,28.89,29.695480059121667,-0.027124668721233425
2005-07-20,28.85,29.67548005912166,-0.027816906667628594
2005-07-21,28.83,30.195480059121667,-0.04522133963255781
2005-07-22,29.35,29.93548005912166,-0.019558064810230258
2005-07-25,29.09,29.795480059121658,-0.023677418780359005
2005-07-26,28.95,30.37548005912166,-0.046928642982667634
2005-07-27,29.53,28.365480059121666,0.04105412418373122
2005-07-28,27.52,28.965480059121663,-0.04990354229142013
2005-07-29,28.12,29.025480059121662,-0.03119604076409066
2005-08-01,28.18,29.095480059121662,-0.03146468308003225
2005-08-02,28.25,28.785480059121664,-0.018602436298503888
2005-08-03,27.94,28.645480059121663,-0.024627971242430435
2005-08-04,27.8,28.475480059121658,-0.02372146343869197
2005-08-05,27.63,28.445480059121667,-0.028668177068088108
2005-08-08,27.6,28.595480059121662,-0.03481249683738441
2005-08-09,27.75,28.285480059121664,-0.018931269966159903
2005-08-10,27.44,28.205480059121662,-0.027139408991342595
2005-08-11,27.36,28.05548005912166,-0.0247894549534019
2005-08-12,27.21,28.495480059121654,-0.04511171794455027
2005-08-15,27.65,28.345480059121662,-0.024535836319267257
2005-08-16,27.5,28.37548005912166,-0.030853400798772634
2005-08-17,27.53,28.395480059121663,-0.030479500868436205
2005-08-18,27.55,28.56548005912166,-0.035549203339833024
2005-08-19,27.72,28.655480059121658,-0.032645764691137114
2005-08-22,27.81,28.295480059121658,-0.01715751272313737
2005-08-23,27.45,28.215480059121663,-0.02712979036747576
2005-08-24,27.37,28.345480059121662,-0.034413954432489846
2005-08-25,27.5,28.255480059121663,-0.02673747030809237
2005-08-26,27.41,28.23548005912166,-0.029235559565242153
2005-08-29,27.39,27.88548005912166,-0.01776838907098477
2005-08-30,27.04,28.275480059121662,-0.043694397284798625
2005-08-31,27.43,28.62548005912166,-0.04176279512701886
2005-09-01,27.78,28.535480059121664,-0.02647511300165306
2005-09-02,27.69,28.92548005912166,-0.042712517012558626
2005-09-06,28.08,29.155480059121658,-0.03688774998527877
2005-09-07,28.31,29.245480059121654,-0.03198716715302741
2005-09-08,28.4,29.30548005912166,-0.03089797735082045
2005-09-09,28.46,29.26548005912166,-0.027523213611888142
2005-09-12,28.42,29.215480059121663,-0.027228033135580643
2005-09-13,28.37,29.005480059121663,-0.02190896540330889
2005-09-14,28.16,29.06548005912166,-0.031153108680119446
2005-09-15,28.22,29.045480059121658,-0.028420258761136186
2005-09-16,28.2,28.41548005912166,-0.0075831926356102475
2005-09-19,27.57,28.195480059121667,-0.022183699579157
2005-09-20,27.35,28.045480059121658,-0.02479829397305877
2005-09-21,27.2,28.945480059121667,-0.06030233582433231
2005-09-22,28.1,28.91548005912166,-0.028202196797504242
2005-09-23,28.07,28.975480059121658,-0.031249872556869285
2005-09-26,28.13,29.105480059121664,-0.03351533996828715
2005-09-27,28.26,29.12548005912166,-0.029715563738857642
2005-09-28,28.28,29.245480059121654,-0.03301296669331022
2005-09-29,28.4,29.455480059121662,-0.03583306254059182
2005-09-30,28.61,29.321390134552978,-0.02426181471234745
2005-10-03,28.79,29.151390134552983,-0.012397012042476452
2005-10-04,28.62,28.721390134552976,-0.003530126295349434
2005-10-05,28.19,28.60139013455298,-0.014383571309563137
2005-10-06,28.07,28.361390134552977,-0.010274183781914581
2005-10-07,27.83,28.001390134552977,-0.006120772351994375
2005-10-10,27.47,27.791390134552984,-0.01156437778020325
2005-10-11,27.26,27.78139013455298,-0.01876760421374668
2005-10-12,27.25,27.791390134552984,-0.01948049852604794
2005-10-13,27.26,27.84139013455298,-0.020882223615387496
2005-10-14,27.31,27.901390134552983,-0.02119572292638594
2005-10-17,27.37,27.831390134552976,-0.016578048466941442
2005-10-18,27.3,27.88139013455298,-0.020852264960507516
2005-10-19,27.35,27.621390134552982,-0.009825361186781345
2005-10-20,27.09,27.98139013455298,-0.03185653501368557
2005-10-21,27.45,28.541390134552984,-0.038238856951530065
2005-10-24,28.01,28.271390134552973,-0.009245747496282597
2005-10-25,27.74,28.081390134552976,-0.012157166469223712
2005-10-26,27.55,29.011390134552983,-0.050372978605132235
2005-10-27,28.48,30.49139013455298,-0.06596583906726061
2005-10-28,29.96,30.041390134552984,-0.002709266588145298
2005-10-31,29.51,29.84139013455298,-0.011105050168868202
2005-11-01,29.31,30.581390134552976,-0.04157398107015653
2005-11-02,30.05,30.23139013455298,-0.006000059333879593
2005-11-03,29.7,30.38139013455298,-0.022427878761809183
2005-11-04,29.85,30.60139013455298,-0.02455411768057425
2005-11-07,30.07,30.56139013455298,-0.016078788706584746
2005-11-08,30.03,30.681390134552977,-0.02123078946867496
2005-11-09,30.15,30.78139013455298,-0.02051207342465755
2005-11-10,30.25,30.99139013455298,-0.023922454957139405
2005-11-11,30.46,31.141390134552978,-0.02188053043261351
2005-11-14,30.61,31.121390134552975,-0.016432110916060783
2005-11-15,30.59,31.03139013455298,-0.01422398844006334
2005-11-16,30.5,31.20139013455298,-0.02247945144521779
2005-11-17,30.67,31.081390134552983,-0.013235898805428303
2005-11-18,30.55,31.28139013455298,-0.023380998459690994
2005-11-21,30.75,31.03139013455298,-0.00906791907590554
2005-11-22,30.5,30.931390134552977,-0.013946677878892921
2005-11-23,30.4,30.931390134552977,-0.017179639590765516
2005-11-25,30.4,30.73139013455298,-0.010783441071231636
2005-11-28,30.2,30.71139013455298,-0.016651481170747107
2005-11-29,30.18,30.441390134552975,-0.008586668788698959
2005-11-30,29.91,30.92139013455298,-0.032708430318040715
2005-12-01,30.39,30.99139013455298,-0.01940507127760227
2005-12-02,30.46,30.48139013455298,-0.0007017440628055427
2005-12-05,29.95,30.871390134552982,-0.02984608501713404
2005-12-06,30.34,30.651390134552983,-0.010159086853354649
2005-12-07,30.12,30.34139013455298,-0.007296637812941209
2005-12-08,29.81,30.511390134552983,-0.022987813123555023
2005-12-09,29.98,30.42139013455298,-0.014509203313876284
2005-12-12,29.89,30.521390134552973,-0.020686807899951476
2005-12-13,29.99,31.35139013455298,-0.043423597126322155
2005-12-14,30.82,31.31139013455298,-0.015693654367990417
2005-12-15,30.78,31.541390134552984,-0.024139396878354313
2005-12-16,31.01,31.301390134552975,-0.009309175512665635
2005-12-19,30.77,31.141390134552978,-0.01192593307326062
2005-12-20,30.61,31.10139013455298,-0.015799619644880636
2005-12-21,30.57,31.071390134552978,-0.016136713947516812
2005-12-22,30.54,31.24139013455298,-0.022450669817577817
2005-12-23,30.71,31.041390134552984,-0.010675750445341858
2005-12-27,30.51,30.96139013455298,-0.014579130090454973
2005-12-28,30.43,30.95139013455298,-0.01684545127977688
2005-12-29,30.42,30.88139013455298,-0.014940717776714685
2005-12-30,30.35,31.85888324970661,-0.04736146078568226
2006-01-03,30.67,31.458883249706613,-0.02507664507493179
2006-01-04,30.27,31.578883249706614,-0.04144805373124694
2006-01-05,30.39,31.72888324970661,-0.04219761657444998
2006-01-06,30.54,32.22888324970661,-0.05240278530972642
2006-01-09,31.04,32.788883249706615,-0.05333768876444622
2006-01-10,31.6,32.398883249706614,-0.02465774031621437
2006-01-11,31.21,32.498883249706616,-0.0396593089000451
2006-01-12,31.31,32.84888324970662,-0.046847353622603394
2006-01-13,31.66,32.77888324970661,-0.03413426995614999
2006-01-17,31.59,33.078883249706614,-0.045010082065567336
2006-01-18,31.89,32.998883249706616,-0.033603659897080695
2006-01-19,31.81,32.45888324970661,-0.019990929592825002
2006-01-20,31.27,32.45888324970661,-0.036627361470218056
2006-01-23,31.27,32.83888324970661,-0.047775170604214434
2006-01-24,31.65,32.84888324970662,-0.03649692565172136
2006-01-25,31.66,32.94888324970661,-0.03911766113402604
2006-01-26,31.76,32.748883249706616,-0.030195938046695736
2006-01-27,31.56,32.73888324970662,-0.03600865798368924
2006-01-30,31.55,32.76888324970661,-0.03719636218355182
2006-01-31,31.58,32.858883249706615,-0.03892047212888883
2006-02-01,31.67,32.578883249706614,-0.027897925252388656
