date,O,dcf,Deviation
2006-01-18,22.97,65704000.0,-0.999999650401802
2006-01-19,23.48,65704000.0,-0.9999996426397175
2006-01-20,23.15,65704000.0,-0.9999996476622428
2006-01-23,23.09,65704000.0,-0.9999996485754292
2006-01-24,23.2,65704000.0,-0.9999996469012541
2006-01-25,23.1,65704000.0,-0.9999996484232314
2006-01-26,23.11,65704000.0,-0.9999996482710337
2006-01-27,23.48,65704000.0,-0.9999996426397175
2006-01-30,23.2,65704000.0,-0.9999996469012541
2006-01-31,23.29,65704000.0,-0.9999996455314745
2006-02-01,23.26,65704000.0,-0.9999996459880677
2006-02-02,23.12,65704000.0,-0.999999648118836
2006-02-03,22.75,65704000.0,-0.9999996537501522
2006-02-06,22.85,65704000.0,-0.9999996522281749
2006-02-07,22.78,65704000.0,-0.999999653293559
2006-02-08,22.71,65704000.0,-0.9999996543589431
2006-02-09,22.75,65704000.0,-0.9999996537501522
2006-02-10,22.78,65704000.0,-0.999999653293559
2006-02-13,22.77,65704000.0,-0.9999996534457567
2006-02-14,22.86,65704000.0,-0.9999996520759771
2006-02-15,22.94,65704000.0,-0.9999996508583953
2006-02-16,23.07,65704000.0,-0.9999996488798246
2006-02-17,23.47,65704000.0,-0.9999996427919152
2006-02-21,23.48,65704000.0,-0.9999996426397175
2006-02-22,23.79,65704000.0,-0.9999996379215877
2006-02-23,23.56,65704000.0,-0.9999996414221356
2006-02-24,23.29,65704000.0,-0.9999996455314745
2006-02-27,23.15,65704000.0,-0.9999996476622428
2006-02-28,23.05,65704000.0,-0.9999996491842201
2006-03-01,23.25,65704000.0,-0.9999996461402655
2006-03-02,23.25,65704000.0,-0.9999996461402655
2006-03-03,22.9,65704000.0,-0.9999996514671862
2006-03-06,23.19,65704000.0,-0.9999996470534518
2006-03-07,23.15,65704000.0,-0.9999996476622428
2006-03-08,23.36,65704000.0,-0.9999996444660904
2006-03-09,23.6,65704000.0,-0.9999996408133447
2006-03-10,23.86,65704000.0,-0.9999996368562036
2006-03-13,23.9,65704000.0,-0.9999996362474126
2006-03-14,24.01,65704000.0,-0.9999996345732376
2006-03-15,24.45,65704000.0,-0.9999996278765372
2006-03-16,24.63,65704000.0,-0.9999996251369779
2006-03-17,24.93,65704000.0,-0.9999996205710459
2006-03-20,24.42,65704000.0,-0.9999996283331304
2006-03-21,24.05,65704000.0,-0.9999996339644466
2006-03-22,24.24,65704000.0,-0.9999996310726896
2006-03-23,24.39,65704000.0,-0.9999996287897236
2006-03-24,24.0,65704000.0,-0.9999996347254353
2006-03-27,24.12,65704000.0,-0.9999996328990625
2006-03-28,24.17,65704000.0,-0.9999996321380737
2006-03-29,24.24,65704000.0,-0.9999996310726896
2006-03-30,24.01,65704000.0,-0.9999996345732376
2006-03-31,24.21,65704000.0,-0.9999996315292828
2006-04-03,23.58,65704000.0,-0.9999996411177402
2006-04-04,23.3,65704000.0,-0.9999996453792768
2006-04-05,23.24,65704000.0,-0.9999996462924632
2006-04-06,23.27,65704000.0,-0.99999964583587
2006-04-07,22.85,65704000.0,-0.9999996522281749
2006-04-10,22.49,65704000.0,-0.9999996577072933
2006-04-11,22.35,65704000.0,-0.9999996598380616
2006-04-12,22.34,65704000.0,-0.9999996599902593
2006-04-13,22.09,65704000.0,-0.9999996637952028
2006-04-17,21.92,65704000.0,-0.9999996663825642
2006-04-18,22.59,65704000.0,-0.9999996561853159
2006-04-19,22.8,65704000.0,-0.9999996529891635
2006-04-20,22.81,65704000.0,-0.9999996528369658
2006-04-21,22.8,65704000.0,-0.9999996529891635
2006-04-24,22.63,65704000.0,-0.999999655576525
2006-04-25,22.64,65704000.0,-0.9999996554243273
2006-04-26,22.55,65704000.0,-0.9999996567941069
2006-04-27,22.59,65704000.0,-0.9999996561853159
2006-04-28,22.67,65704000.0,-0.9999996549677341
2006-05-01,22.22,65704000.0,-0.9999996618166321
2006-05-02,22.22,65704000.0,-0.9999996618166321
2006-05-03,22.3,65704000.0,-0.9999996605990503
2006-05-04,22.32,65704000.0,-0.9999996602946548
2006-05-05,22.58,65704000.0,-0.9999996563375136
2006-05-08,22.64,65704000.0,-0.9999996554243273
2006-05-09,22.89,65704000.0,-0.9999996516193839
2006-05-10,22.81,65704000.0,-0.9999996528369658
2006-05-11,22.26,65704000.0,-0.9999996612078412
2006-05-12,21.96,65704000.0,-0.9999996657737733
2006-05-15,22.38,65704000.0,-0.9999996593814684
2006-05-16,22.26,65704000.0,-0.9999996612078412
2006-05-17,21.91,65704000.0,-0.9999996665347619
2006-05-18,21.98,65704000.0,-0.9999996654693778
2006-05-19,21.9,65704000.0,-0.9999996666869597
2006-05-22,21.93,65704000.0,-0.9999996662303665
2006-05-23,21.75,65704000.0,-0.9999996689699258
2006-05-24,21.78,65704000.0,-0.9999996685133326
2006-05-25,22.18,65704000.0,-0.9999996624254232
2006-05-26,22.31,65704000.0,-0.9999996604468525
2006-05-30,21.81,65704000.0,-0.9999996680567393
2006-05-31,21.84,65704000.0,-0.9999996676001461
2006-06-01,22.28,65704000.0,-0.9999996609034457
2006-06-02,22.46,65704000.0,-0.9999996581638865
2006-06-05,22.61,65704000.0,-0.9999996558809205
2006-06-06,22.45,65704000.0,-0.9999996583160843
2006-06-07,22.6,65704000.0,-0.9999996560331182
2006-06-08,22.55,65704000.0,-0.9999996567941069
2006-06-09,22.8,65704000.0,-0.9999996529891635
2006-06-12,22.36,65704000.0,-0.9999996596858639
2006-06-13,22.0,65704000.0,-0.9999996651649824
2006-06-14,21.94,65704000.0,-0.9999996660781687
2006-06-15,22.1,65704000.0,-0.999999663643005
2006-06-16,22.1,65704000.0,-0.999999663643005
2006-06-19,21.87,65704000.0,-0.9999996671435529
2006-06-20,21.87,65704000.0,-0.9999996671435529
2006-06-21,21.76,65704000.0,-0.999999668817728
2006-06-22,21.5,65704000.0,-0.9999996727748691
2006-06-23,21.3,65704000.0,-0.9999996758188238
2006-06-26,21.72,65704000.0,-0.999999669426519
2006-06-27,21.68,65704000.0,-0.9999996700353099
2006-06-28,22.17,65704000.0,-0.9999996625776209
2006-06-29,22.43,65704000.0,-0.9999996586204797
2006-06-30,21.9,65704000.0,-0.9999996666869597
2006-07-03,22.3,65704000.0,-0.9999996605990503
2006-07-05,22.29,65704000.0,-0.999999660751248
2006-07-06,22.29,65704000.0,-0.999999660751248
2006-07-07,22.2,65704000.0,-0.9999996621210276
2006-07-10,22.44,65704000.0,-0.999999658468282
2006-07-11,22.52,65704000.0,-0.9999996572507001
2006-07-12,22.61,65704000.0,-0.9999996558809205
2006-07-13,22.11,65704000.0,-0.9999996634908073
2006-07-14,21.98,65704000.0,-0.9999996654693778
2006-07-17,21.7,65704000.0,-0.9999996697309144
2006-07-18,22.3,65704000.0,-0.9999996605990503
2006-07-19,22.81,65704000.0,-0.9999996528369658
2006-07-20,22.53,65704000.0,-0.9999996570985024
2006-07-21,22.02,65704000.0,-0.9999996648605869
2006-07-24,22.56,65704000.0,-0.9999996566419092
2006-07-25,22.94,65704000.0,-0.9999996508583953
2006-07-26,23.05,65704000.0,-0.9999996491842201
2006-07-27,22.82,65704000.0,-0.9999996526847681
2006-07-28,23.14,65704000.0,-0.9999996478144405
2006-07-31,22.88,65704000.0,-0.9999996517715817
2006-08-01,22.96,65704000.0,-0.9999996505539998
2006-08-02,23.05,65704000.0,-0.9999996491842201
2006-08-03,23.3,65704000.0,-0.9999996453792768
2006-08-04,23.7,65704000.0,-0.9999996392913674
2006-08-07,23.61,65704000.0,-0.999999640661147
2006-08-08,23.1,65704000.0,-0.9999996484232314
2006-08-09,23.13,65704000.0,-0.9999996479666382
2006-08-10,23.32,65704000.0,-0.9999996450748813
2006-08-11,23.15,65704000.0,-0.9999996476622428
2006-08-14,23.5,65704000.0,-0.999999642335322
2006-08-15,23.76,65704000.0,-0.999999638378181
2006-08-16,23.84,65704000.0,-0.999999637160599
2006-08-17,23.71,65704000.0,-0.9999996391391696
2006-08-18,23.67,65704000.0,-0.9999996397479606
2006-08-21,23.81,65704000.0,-0.9999996376171922
2006-08-22,24.06,65704000.0,-0.9999996338122489
2006-08-23,24.06,65704000.0,-0.9999996338122489
2006-08-24,24.37,65704000.0,-0.9999996290941191
2006-08-25,24.36,65704000.0,-0.9999996292463168
2006-08-28,24.49,65704000.0,-0.9999996272677463
2006-08-29,24.7,65704000.0,-0.9999996240715938
2006-08-30,24.64,65704000.0,-0.9999996249847802
2006-08-31,24.59,65704000.0,-0.999999625745769
2006-09-01,24.39,65704000.0,-0.9999996287897236
2006-09-05,24.75,65704000.0,-0.9999996233106051
2006-09-06,24.77,65704000.0,-0.9999996230062097
2006-09-07,24.32,65704000.0,-0.9999996298551077
2006-09-08,24.61,65704000.0,-0.9999996254413734
2006-09-11,24.48,65704000.0,-0.999999627419944
2006-09-12,24.58,65704000.0,-0.9999996258979666
2006-09-13,24.62,65704000.0,-0.9999996252891757
2006-09-14,24.58,65704000.0,-0.9999996258979666
2006-09-15,24.7,65704000.0,-0.9999996240715938
2006-09-18,24.67,65704000.0,-0.999999624528187
2006-09-19,24.89,65704000.0,-0.9999996211798369
2006-09-20,24.99,65704000.0,-0.9999996196578594
2006-09-21,24.7,65704000.0,-0.9999996240715938
2006-09-22,24.76,65704000.0,-0.9999996231584074
2006-09-25,24.81,65704000.0,-0.9999996223974187
2006-09-26,24.83,65704000.0,-0.9999996220930233
2006-09-27,25.08,65704000.0,-0.9999996182880799
2006-09-28,24.72,65704000.0,-0.9999996237671983
2006-09-29,24.71,65704000.0,-0.9999996239193961
2006-10-02,24.63,65704000.0,-0.9999996251369779
2006-10-03,24.8,65704000.0,-0.9999996225496165
2006-10-04,25.16,65704000.0,-0.999999617070498
2006-10-05,25.4,65704000.0,-0.9999996134177523
2006-10-06,25.08,65704000.0,-0.9999996182880799
2006-10-09,25.39,65704000.0,-0.99999961356995
2006-10-10,25.0,65704000.0,-0.9999996195056617
2006-10-11,24.99,65704000.0,-0.9999996196578594
2006-10-12,25.19,65704000.0,-0.9999996166139048
2006-10-13,25.65,65704000.0,-0.999999609612809
2006-10-16,26.13,65704000.0,-0.9999996023073177
2006-10-17,26.4,65704000.0,-0.9999995981979788
2006-10-18,26.02,65704000.0,-0.9999996039814928
2006-10-19,26.36,65704000.0,-0.9999995988067698
2006-10-20,26.28,65704000.0,-0.9999996000243516
2006-10-23,26.37,65704000.0,-0.999999598654572
2006-10-24,26.2,65704000.0,-0.9999996012419335
2006-10-25,26.28,65704000.0,-0.9999996000243516
2006-10-26,26.38,65704000.0,-0.9999995985023743
2006-10-27,26.12,65704000.0,-0.9999996024595154
2006-10-30,26.4,65704000.0,-0.9999995981979788
2006-10-31,26.4,65704000.0,-0.9999995981979788
2006-11-01,26.31,65704000.0,-0.9999995995677584
2006-11-02,26.16,65704000.0,-0.9999996018507245
2006-11-03,26.2,65704000.0,-0.9999996012419335
2006-11-06,26.32,65704000.0,-0.9999995994155607
2006-11-07,26.25,65704000.0,-0.9999996004809448
2006-11-08,26.35,65704000.0,-0.9999995989589675
2006-11-09,26.36,65704000.0,-0.9999995988067698
2006-11-10,26.45,65704000.0,-0.9999995974369902
2006-11-13,26.33,65704000.0,-0.999999599263363
2006-11-14,26.61,65704000.0,-0.9999995950018263
2006-11-15,26.73,65704000.0,-0.9999995931754535
2006-11-16,26.82,65704000.0,-0.9999995918056739
2006-11-17,26.73,65704000.0,-0.9999995931754535
2006-11-20,27.29,65704000.0,-0.9999995846523804
2006-11-21,27.74,65704000.0,-0.9999995778034823
2006-11-22,27.44,65704000.0,-0.9999995823694143
2006-11-24,27.53,65704000.0,-0.9999995809996347
2006-11-27,26.69,65704000.0,-0.9999995937842445
2006-11-28,26.8,65704000.0,-0.9999995921100694
2006-11-29,27.1,65704000.0,-0.9999995875441373
2006-11-30,27.46,65704000.0,-0.9999995820650188
2006-12-01,27.62,65704000.0,-0.9999995796298551
2006-12-04,28.05,65704000.0,-0.9999995730853525
2006-12-05,28.09,65704000.0,-0.9999995724765616
2006-12-06,28.13,65704000.0,-0.9999995718677706
2006-12-07,27.81,65704000.0,-0.9999995767380981
2006-12-08,27.96,65704000.0,-0.9999995744551321
2006-12-11,28.14,65704000.0,-0.9999995717155729
2006-12-12,28.02,65704000.0,-0.9999995735419457
2006-12-13,28.15,65704000.0,-0.9999995715633752
2006-12-14,27.99,65704000.0,-0.9999995739985389
2006-12-15,28.17,65704000.0,-0.9999995712589796
2006-12-18,27.62,65704000.0,-0.9999995796298551
2006-12-19,27.46,65704000.0,-0.9999995820650188
2006-12-20,27.66,65704000.0,-0.9999995790210642
2006-12-21,27.35,65704000.0,-0.999999583739194
2006-12-22,27.18,65704000.0,-0.9999995863265555
2006-12-26,27.51,65704000.0,-0.9999995813040302
2006-12-27,27.97,65704000.0,-0.9999995743029344
2006-12-28,27.82,65704000.0,-0.9999995765859004
2006-12-29,27.7,10573000.0,-0.9999973801191715
2007-01-03,27.72,10573000.0,-0.9999973782275607
2007-01-04,27.93,10573000.0,-0.9999973583656484
2007-01-05,27.09,10573000.0,-0.999997437813298
2007-01-08,27.02,10573000.0,-0.9999974444339355
2007-01-09,27.3,10573000.0,-0.9999974179513856
2007-01-10,27.42,10573000.0,-0.9999974066017213
2007-01-11,27.72,10573000.0,-0.9999973782275607
2007-01-12,27.75,10573000.0,-0.9999973753901447
2007-01-16,28.04,10573000.0,-0.9999973479617895
2007-01-17,27.94,10573000.0,-0.999997357419843
2007-01-18,27.85,10573000.0,-0.9999973659320912
2007-01-19,28.18,10573000.0,-0.9999973347205146
2007-01-22,27.79,10573000.0,-0.9999973716069233
2007-01-23,27.96,10573000.0,-0.9999973555282323
2007-01-24,28.45,10573000.0,-0.99999730918377
2007-01-25,28.46,10573000.0,-0.9999973082379646
2007-01-26,28.46,10573000.0,-0.9999973082379646
2007-01-29,28.65,10573000.0,-0.9999972902676629
2007-01-30,28.67,10573000.0,-0.9999972883760522
2007-01-31,28.78,10573000.0,-0.9999972779721933
2007-02-01,29.0,10573000.0,-0.9999972571644755
2007-02-02,29.0,10573000.0,-0.9999972571644755
2007-02-05,29.11,10573000.0,-0.9999972467606166
2007-02-06,29.5,10573000.0,-0.9999972098742079
2007-02-07,30.19,10573000.0,-0.9999971446136385
2007-02-08,29.79,10573000.0,-0.9999971824458527
2007-02-09,29.1,10573000.0,-0.9999972477064221
2007-02-12,28.66,10573000.0,-0.9999972893218576
2007-02-13,29.09,10573000.0,-0.9999972486522274
2007-02-14,28.74,10573000.0,-0.9999972817554147
2007-02-15,29.11,10573000.0,-0.9999972467606166
2007-02-16,29.1,10573000.0,-0.9999972477064221
2007-02-20,29.58,10573000.0,-0.999997202307765
2007-02-21,29.47,10573000.0,-0.9999972127116239
2007-02-22,29.19,10573000.0,-0.9999972391941738
2007-02-23,28.87,10573000.0,-0.9999972694599452
2007-02-26,28.67,10573000.0,-0.9999972883760522
2007-02-27,27.46,10573000.0,-0.9999974028184999
2007-02-28,27.51,10573000.0,-0.9999973980894732
2007-03-01,27.56,10573000.0,-0.9999973933604465
2007-03-02,27.19,10573000.0,-0.9999974283552445
2007-03-05,26.07,10573000.0,-0.999997534285444
2007-03-06,27.06,10573000.0,-0.999997440650714
2007-03-07,26.72,10573000.0,-0.9999974728080961
2007-03-08,27.22,10573000.0,-0.9999974255178284
2007-03-09,27.57,10573000.0,-0.999997392414641
2007-03-12,27.77,10573000.0,-0.999997373498534
2007-03-13,27.33,10573000.0,-0.9999974151139696
2007-03-14,27.66,10573000.0,-0.9999973839023929
2007-03-15,28.02,10573000.0,-0.9999973498534002
2007-03-16,27.56,10573000.0,-0.9999973933604465
2007-03-19,27.83,10573000.0,-0.9999973678237019
2007-03-20,28.11,10573000.0,-0.999997341341152
2007-03-21,28.65,10573000.0,-0.9999972902676629
2007-03-22,28.55,10573000.0,-0.9999972997257165
2007-03-23,28.45,10573000.0,-0.99999730918377
2007-03-26,28.08,10573000.0,-0.999997344178568
2007-03-27,27.86,10573000.0,-0.9999973649862858
2007-03-28,27.81,10573000.0,-0.9999973697153126
2007-03-29,28.06,10573000.0,-0.9999973460701788
2007-03-30,28.2,10573000.0,-0.9999973328289038
2007-04-02,28.38,10573000.0,-0.9999973158044074
2007-04-03,28.57,10573000.0,-0.9999972978341057
2007-04-04,28.28,10573000.0,-0.999997325262461
2007-04-05,28.09,10573000.0,-0.9999973432327627
2007-04-09,27.99,10573000.0,-0.9999973526908162
2007-04-10,28.13,10573000.0,-0.9999973394495413
2007-04-11,27.73,10573000.0,-0.9999973772817554
2007-04-12,27.65,10573000.0,-0.9999973848481982
2007-04-13,28.0,10573000.0,-0.9999973517450109
2007-04-16,28.14,10573000.0,-0.999997338503736
2007-04-17,28.57,10573000.0,-0.9999972978341057
2007-04-18,28.36,10573000.0,-0.9999973176960182
2007-04-19,28.06,10573000.0,-0.9999973460701788
2007-04-20,28.35,10573000.0,-0.9999973186418235
2007-04-23,28.92,10573000.0,-0.9999972647309183
2007-04-24,28.7,10573000.0,-0.9999972855386361
2007-04-25,28.7,10573000.0,-0.9999972855386361
2007-04-26,28.64,10573000.0,-0.9999972912134683
2007-04-27,28.55,10573000.0,-0.9999972997257165
2007-04-30,27.9,10573000.0,-0.9999973612030644
2007-05-01,27.91,10573000.0,-0.999997360257259
2007-05-02,28.0,10573000.0,-0.9999973517450109
2007-05-03,28.18,10573000.0,-0.9999973347205146
2007-05-04,28.35,10573000.0,-0.9999973186418235
2007-05-07,28.25,10573000.0,-0.9999973280998771
2007-05-08,28.24,10573000.0,-0.9999973290456824
2007-05-09,28.54,10573000.0,-0.9999973006715218
2007-05-10,27.89,10573000.0,-0.9999973621488698
2007-05-11,28.25,10573000.0,-0.9999973280998771
2007-05-14,27.84,10573000.0,-0.9999973668778965
2007-05-15,27.32,10573000.0,-0.9999974160597749
2007-05-16,27.6,10573000.0,-0.9999973895772251
2007-05-17,27.15,10573000.0,-0.9999974321384659
2007-05-18,26.55,10573000.0,-0.9999974888867871
2007-05-21,26.72,10573000.0,-0.9999974728080961
2007-05-22,27.13,10573000.0,-0.9999974340300766
2007-05-23,26.88,10573000.0,-0.9999974576752104
2007-05-24,26.39,10573000.0,-0.9999975040196728
2007-05-25,26.61,10573000.0,-0.999997483211955
2007-05-29,27.18,10573000.0,-0.9999974293010498
2007-05-30,27.7,10573000.0,-0.9999973801191715
2007-05-31,27.42,10573000.0,-0.9999974066017213
2007-06-01,27.44,10573000.0,-0.9999974047101107
2007-06-04,27.52,10573000.0,-0.9999973971436679
2007-06-05,26.79,10573000.0,-0.9999974661874587
2007-06-06,26.83,10573000.0,-0.9999974624042373
2007-06-07,26.03,10573000.0,-0.9999975380686654
2007-06-08,26.54,10573000.0,-0.9999974898325924
2007-06-11,26.01,10573000.0,-0.9999975399602762
2007-06-12,25.39,10573000.0,-0.9999975986002081
2007-06-13,26.02,10573000.0,-0.9999975390144709
2007-06-14,25.72,10573000.0,-0.9999975673886314
2007-06-15,26.43,10573000.0,-0.9999975002364513
2007-06-18,25.91,10573000.0,-0.9999975494183297
2007-06-19,26.15,10573000.0,-0.9999975267190012
2007-06-20,25.23,10573000.0,-0.9999976137330937
2007-06-21,25.29,10573000.0,-0.9999976080582617
2007-06-22,25.33,10573000.0,-0.9999976042750401
2007-06-25,24.99,10573000.0,-0.9999976364324222
2007-06-26,24.99,10573000.0,-0.9999976364324222
2007-06-27,25.7,10573000.0,-0.9999975692802421
2007-06-28,25.35,10573000.0,-0.9999976023834295
2007-06-29,25.19,10573000.0,-0.9999976175163151
2007-07-02,26.05,10573000.0,-0.9999975361770548
2007-07-03,25.82,10573000.0,-0.9999975579305779
2007-07-05,26.13,10573000.0,-0.999997528610612
2007-07-06,26.01,10573000.0,-0.9999975399602762
2007-07-09,25.88,10573000.0,-0.9999975522557457
2007-07-10,25.05,10573000.0,-0.9999976307575901
2007-07-11,25.08,10573000.0,-0.999997627920174
2007-07-12,25.57,10573000.0,-0.9999975815757117
2007-07-13,25.62,10573000.0,-0.999997576846685
2007-07-16,25.16,10573000.0,-0.9999976203537312
2007-07-17,25.12,10573000.0,-0.9999976241369526
2007-07-18,25.22,10573000.0,-0.999997614678899
2007-07-19,25.38,10573000.0,-0.9999975995460134
2007-07-20,24.66,10573000.0,-0.9999976676439989
2007-07-23,24.28,10573000.0,-0.9999977035846023
2007-07-24,23.54,10573000.0,-0.9999977735741984
2007-07-25,24.01,10573000.0,-0.9999977291213469
2007-07-26,23.96,10573000.0,-0.9999977338503736
2007-07-27,23.5,10573000.0,-0.9999977773574198
2007-07-30,23.59,10573000.0,-0.9999977688451717
2007-07-31,23.47,10573000.0,-0.9999977801948359
2007-08-01,23.72,10573000.0,-0.999997756549702
2007-08-02,24.25,10573000.0,-0.9999977064220184
2007-08-03,23.76,10573000.0,-0.9999977527664806
2007-08-06,25.34,10573000.0,-0.9999976033292348
2007-08-07,26.12,10573000.0,-0.9999975295564173
2007-08-08,27.54,10573000.0,-0.9999973952520571
2007-08-09,27.4,10573000.0,-0.9999974084933321
2007-08-10,26.76,10573000.0,-0.9999974690248746
2007-08-13,26.1,10573000.0,-0.9999975314480279
2007-08-14,25.14,10573000.0,-0.9999976222453419
2007-08-15,25.0,10573000.0,-0.9999976354866169
2007-08-16,26.62,10573000.0,-0.9999974822661496
2007-08-17,28.08,10573000.0,-0.999997344178568
2007-08-20,28.15,10573000.0,-0.9999973375579306
2007-08-21,28.06,10573000.0,-0.9999973460701788
2007-08-22,28.19,10573000.0,-0.9999973337747091
2007-08-23,27.24,10573000.0,-0.9999974236262177
2007-08-24,27.63,10573000.0,-0.999997386739809
2007-08-27,27.1,10573000.0,-0.9999974368674927
2007-08-28,26.22,10573000.0,-0.9999975200983637
2007-08-29,27.21,10573000.0,-0.9999974264636338
2007-08-30,27.07,10573000.0,-0.9999974397049087
2007-08-31,27.0,10573000.0,-0.9999974463255462
2007-09-04,27.35,10573000.0,-0.9999974132223588
2007-09-05,26.77,10573000.0,-0.9999974680790693
2007-09-06,26.69,10573000.0,-0.9999974756455121
2007-09-07,26.31,10573000.0,-0.9999975115861156
2007-09-10,26.17,10573000.0,-0.9999975248273906
2007-09-11,26.72,10573000.0,-0.9999974728080961
2007-09-12,26.84,10573000.0,-0.9999974614584318
2007-09-13,27.16,10573000.0,-0.9999974311926606
2007-09-14,27.41,10573000.0,-0.9999974075475268
2007-09-17,27.07,10573000.0,-0.9999974397049087
2007-09-18,28.34,10573000.0,-0.9999973195876288
2007-09-19,29.18,10573000.0,-0.9999972401399791
2007-09-20,28.3,10573000.0,-0.9999973233708502
2007-09-21,28.25,10573000.0,-0.9999973280998771
2007-09-24,28.79,10573000.0,-0.999997277026388
2007-09-25,28.25,10573000.0,-0.9999973280998771
2007-09-26,28.74,10573000.0,-0.9999972817554147
2007-09-27,28.75,10573000.0,-0.9999972808096094
2007-09-28,27.95,10573000.0,-0.9999973564740376
2007-10-01,28.78,10573000.0,-0.9999972779721933
2007-10-02,29.12,10573000.0,-0.9999972458148113
2007-10-03,29.21,10573000.0,-0.9999972373025632
2007-10-04,29.33,10573000.0,-0.9999972259528989
2007-10-05,30.1,10573000.0,-0.9999971531258867
2007-10-08,29.77,10573000.0,-0.9999971843374633
2007-10-09,29.78,10573000.0,-0.999997183391658
2007-10-10,29.61,10573000.0,-0.999997199470349
2007-10-11,29.01,10573000.0,-0.9999972562186702
2007-10-12,28.97,10573000.0,-0.9999972600018916
2007-10-15,28.34,10573000.0,-0.9999973195876288
2007-10-16,27.93,10573000.0,-0.9999973583656484
2007-10-17,28.05,10573000.0,-0.9999973470159841
2007-10-18,28.25,10573000.0,-0.9999973280998771
2007-10-19,27.46,10573000.0,-0.9999974028184999
2007-10-22,28.15,10573000.0,-0.9999973375579306
2007-10-23,28.63,10573000.0,-0.9999972921592736
2007-10-24,28.65,10573000.0,-0.9999972902676629
2007-10-25,28.73,10573000.0,-0.9999972827012201
2007-10-26,29.44,10573000.0,-0.99999721554904
2007-10-29,28.75,10573000.0,-0.9999972808096094
2007-10-30,29.11,10573000.0,-0.9999972467606166
2007-10-31,29.54,10573000.0,-0.9999972060909865
2007-11-01,28.54,10573000.0,-0.9999973006715218
2007-11-02,28.08,10573000.0,-0.999997344178568
2007-11-05,27.48,10573000.0,-0.9999974009268893
2007-11-06,27.9,10573000.0,-0.9999973612030644
2007-11-07,26.93,10573000.0,-0.9999974529461837
2007-11-08,27.25,10573000.0,-0.9999974226804124
2007-11-09,29.05,10573000.0,-0.9999972524354488
2007-11-12,28.83,10573000.0,-0.9999972732431666
2007-11-13,30.45,10573000.0,-0.9999971200226994
2007-11-14,29.72,10573000.0,-0.9999971890664902
2007-11-15,29.64,10573000.0,-0.999997196632933
2007-11-16,29.67,10573000.0,-0.9999971937955169
2007-11-19,28.72,10573000.0,-0.9999972836470254
2007-11-20,28.15,10573000.0,-0.9999973375579306
2007-11-21,28.56,10573000.0,-0.9999972987799111
2007-11-23,29.19,10573000.0,-0.9999972391941738
2007-11-26,27.62,10573000.0,-0.9999973876856143
2007-11-27,28.19,10573000.0,-0.9999973337747091
2007-11-28,29.06,10573000.0,-0.9999972514896435
2007-11-29,28.59,10573000.0,-0.999997295942495
2007-11-30,28.5,10573000.0,-0.9999973044547432
2007-12-03,28.25,10573000.0,-0.9999973280998771
2007-12-04,27.59,10573000.0,-0.9999973905230304
2007-12-05,28.32,10573000.0,-0.9999973214792396
2007-12-06,29.42,10573000.0,-0.9999972174406507
2007-12-07,28.69,10573000.0,-0.9999972864844415
2007-12-10,29.41,10573000.0,-0.999997218386456
2007-12-11,27.69,10573000.0,-0.9999973810649768
2007-12-12,27.9,10573000.0,-0.9999973612030644
2007-12-13,27.94,10573000.0,-0.999997357419843
2007-12-14,27.4,10573000.0,-0.9999974084933321
2007-12-17,26.82,10573000.0,-0.9999974633500426
2007-12-18,27.24,10573000.0,-0.9999974236262177
2007-12-19,27.49,10573000.0,-0.999997399981084
2007-12-20,27.78,10573000.0,-0.9999973725527287
2007-12-21,28.5,10573000.0,-0.9999973044547432
2007-12-24,29.23,10573000.0,-0.9999972354109524
2007-12-26,28.89,10573000.0,-0.9999972675683344
2007-12-27,28.22,10573000.0,-0.9999973309372931
2007-12-28,26.81,10573000.0,-0.9999974642958479
2007-12-31,27.02,193101000.0,-0.9999998600732259
2008-01-02,25.23,193101000.0,-0.9999998693429863
2008-01-03,24.65,193101000.0,-0.9999998723465958
2008-01-04,22.65,193101000.0,-0.99999988270387
2008-01-07,23.38,193101000.0,-0.9999998789234649
2008-01-08,22.15,193101000.0,-0.9999998852931885
2008-01-09,22.71,193101000.0,-0.9999998823931517
2008-01-10,23.04,193101000.0,-0.9999998806842015
2008-01-11,23.09,193101000.0,-0.9999998804252697
2008-01-14,22.5,193101000.0,-0.9999998834806656
2008-01-15,22.08,193101000.0,-0.9999998856556931
2008-01-16,22.1,193101000.0,-0.9999998855521204
2008-01-17,21.72,193101000.0,-0.9999998875200025
2008-01-18,21.48,193101000.0,-0.9999998887628754
2008-01-22,22.14,193101000.0,-0.9999998853449749
2008-01-23,24.6,193101000.0,-0.9999998726055277
2008-01-24,23.58,193101000.0,-0.9999998778877375
2008-01-25,23.42,193101000.0,-0.9999998787163195
2008-01-28,24.25,193101000.0,-0.9999998744180506
2008-01-29,24.03,193101000.0,-0.9999998755573508
2008-01-30,23.56,193101000.0,-0.9999998779913103
2008-01-31,24.32,193101000.0,-0.999999874055546
2008-02-01,25.15,193101000.0,-0.9999998697572773
2008-02-04,24.61,193101000.0,-0.9999998725537413
2008-02-05,24.33,193101000.0,-0.9999998740037597
2008-02-06,23.25,193101000.0,-0.9999998795966878
2008-02-07,24.04,193101000.0,-0.9999998755055645
2008-02-08,23.09,193101000.0,-0.9999998804252697
2008-02-11,22.38,193101000.0,-0.999999884102102
