date,A,dcf,Deviation
2004-06-21,18.3,22.43390243902439,-0.18427032257363085
2004-06-22,18.69,23.08390243902439,-0.19034487130721434
2004-06-23,19.34,23.37390243902439,-0.1725814698485908
2004-06-24,19.63,24.85390243902439,-0.2101843946575599
2004-06-25,21.11,24.45390243902439,-0.13674310050767502
2004-06-28,20.71,24.93390243902439,-0.16940398517054844
2004-06-29,21.19,24.68390243902439,-0.1415457887040037
2004-06-30,20.94,24.23390243902439,-0.13592125524612764
2004-07-01,20.49,23.96390243902439,-0.14496397019908003
2004-07-02,20.22,23.35390243902439,-0.13419181000720626
2004-07-06,19.61,23.28390243902439,-0.157787228693539
2004-07-07,19.54,22.96390243902439,-0.1490993287450081
2004-07-08,19.22,22.94390243902439,-0.16230466673753596
2004-07-09,19.2,22.55390243902439,-0.14870608082533987
2004-07-12,18.81,22.54390243902439,-0.16562804284323274
2004-07-13,18.8,22.19390243902439,-0.15292049013682074
2004-07-14,18.45,22.22390243902439,-0.16981277025395636
2004-07-15,18.48,21.84390243902439,-0.15399732023224655
2004-07-16,18.1,21.77390243902439,-0.16872962709889883
2004-07-19,18.03,22.19390243902439,-0.1876147041046211
2004-07-20,18.45,21.27390243902439,-0.13274021760315513
2004-07-21,17.53,21.52390243902439,-0.18555661318103522
2004-07-22,17.78,20.59390243902439,-0.13663765026351626
2004-07-23,16.85,20.33390243902439,-0.17133466876176984
2004-07-26,16.59,20.37390243902439,-0.18572300767361405
2004-07-27,16.63,20.06390243902439,-0.17114828231747348
2004-07-28,16.32,20.59390243902439,-0.20753242138923433
2004-07-29,16.85,20.77390243902439,-0.1888861493665832
2004-07-30,17.03,21.13501018329939,-0.1942279728137114
2004-08-02,17.19,20.52501018329939,-0.16248519019069674
2004-08-03,16.58,20.36501018329939,-0.18585849696276324
2004-08-04,16.42,20.07501018329939,-0.18206766272726627
2004-08-05,16.13,19.57501018329939,-0.17599021155240757
2004-08-06,15.63,19.68501018329939,-0.20599482273774128
2004-08-09,15.74,20.29501018329939,-0.224439906270541
2004-08-10,16.35,19.51501018329939,-0.16218337339162392
2004-08-11,15.57,18.02501018329939,-0.13620021061480547
2004-08-12,14.08,18.625010183299388,-0.24402725896895305
2004-08-13,14.68,18.76501018329939,-0.21769293719515237
2004-08-16,14.82,19.105010183299388,-0.22428724937530375
2004-08-17,15.16,19.51501018329939,-0.22316207587871673
2004-08-18,15.57,19.54501018329939,-0.2033772377717108
2004-08-19,15.6,19.82501018329939,-0.21311515828922722
2004-08-20,15.88,19.785010183299388,-0.19737215938335084
2004-08-23,15.84,19.40501018329939,-0.1837159655998304
2004-08-24,15.46,19.65501018329939,-0.213432104291853
2004-08-25,15.71,19.38501018329939,-0.1895799975625233
2004-08-26,15.44,19.42501018329939,-0.2051484218384345
2004-08-27,15.48,19.055010183299387,-0.18761523341680897
2004-08-30,15.11,18.605010183299388,-0.18785317228348797
2004-08-31,14.66,18.74501018329939,-0.2179252048067103
2004-09-01,14.8,19.105010183299388,-0.22533409519261105
2004-09-02,15.16,18.51501018329939,-0.1812048791809805
2004-09-03,14.57,18.66501018329939,-0.2193950146870759
2004-09-07,14.72,18.375010183299388,-0.1989120085833389
2004-09-08,14.43,19.08501018329939,-0.24390923235518225
2004-09-09,15.14,20.18501018329939,-0.2499384512311772
2004-09-10,16.24,20.31501018329939,-0.20059109724933266
2004-09-13,16.37,20.32501018329939,-0.1945883494094942
2004-09-14,16.38,19.95501018329939,-0.1791535133513168
2004-09-15,16.01,19.99501018329939,-0.19930023274645903
2004-09-16,16.05,20.32501018329939,-0.2103324989628822
2004-09-17,16.38,20.56501018329939,-0.20350148849904237
2004-09-20,16.62,20.625010183299388,-0.19418221604284824
2004-09-21,16.68,20.16501018329939,-0.17282461806965355
2004-09-22,16.22,20.125010183299388,-0.19403767489965973
2004-09-23,16.18,19.555010183299387,-0.17259056127629924
2004-09-24,15.61,19.215010183299388,-0.18761427388847607
2004-09-27,15.27,19.17501018329939,-0.20365100961982718
2004-09-28,15.23,19.40501018329939,-0.21515114621751363
2004-09-29,15.46,19.375010183299388,-0.20206493551544014
2004-09-30,15.43,20.38501018329939,-0.2430712635777258
2004-10-01,16.44,20.785010183299388,-0.2090453718800952
2004-10-04,16.84,20.54501018329939,-0.1803362544113566
2004-10-05,16.6,20.41501018329939,-0.18687280334644552
2004-10-06,16.47,20.20501018329939,-0.18485564468493032
2004-10-07,16.26,19.84501018329939,-0.18065045823540882
2004-10-08,15.9,19.79501018329939,-0.19676727353166623
2004-10-11,15.85,19.625010183299388,-0.1923571069793314
2004-10-12,15.68,19.98501018329939,-0.21541195845358652
2004-10-13,16.04,19.785010183299388,-0.1892852289993041
2004-10-14,15.84,20.24501018329939,-0.21758498234459722
2004-10-15,16.3,20.375010183299388,-0.20000039983486817
2004-10-18,16.43,20.195010183299388,-0.18643269545924412
2004-10-19,16.25,20.91501018329939,-0.22304603929977507
2004-10-20,16.97,21.51501018329939,-0.21124833986029745
2004-10-21,17.57,21.04501018329939,-0.165122760836535
2004-10-22,17.1,21.07501018329939,-0.18861249170115857
2004-10-25,17.13,21.34501018329939,-0.19747051639250424
2004-10-26,17.4,21.81501018329939,-0.2023840532826947
2004-10-27,17.87,21.68501018329939,-0.1759284478564599
2004-10-28,17.74,21.875010183299388,-0.18902894895364608
2004-10-29,17.93,22.404489795918366,-0.19971397861215856
2004-11-01,17.68,22.554489795918368,-0.21612059683125673
2004-11-02,17.83,22.494489795918366,-0.2073614399898388
2004-11-03,17.77,22.574489795918367,-0.21282827826244177
2004-11-04,17.85,22.754489795918367,-0.21553943155421218
2004-11-05,18.03,23.154489795918366,-0.22131732726936182
2004-11-08,18.43,23.004489795918367,-0.19885204307943438
2004-11-09,18.28,22.644489795918368,-0.19273959516213335
2004-11-10,17.92,23.094489795918367,-0.2240573332272915
2004-11-11,18.37,20.874489795918368,-0.11997849146991246
2004-11-12,16.15,21.024489795918367,-0.2318481848184819
2004-11-15,16.3,21.144489795918368,-0.22911358196278275
2004-11-16,16.42,21.44448979591837,-0.23430213745979178
2004-11-17,16.72,21.454489795918366,-0.22067594433399607
2004-11-18,16.73,21.274489795918367,-0.213612163652933
2004-11-19,16.55,21.234489795918368,-0.2206075983430883
2004-11-22,16.51,21.054489795918368,-0.21584421375052099
2004-11-23,16.33,21.304489795918368,-0.23349490382404792
2004-11-24,16.58,21.294489795918366,-0.2213948228438899
2004-11-26,16.57,21.214489795918368,-0.21893007282277233
2004-11-29,16.49,21.094489795918367,-0.21827926821009458
2004-11-30,16.37,21.67448979591837,-0.2447342403841627
2004-12-01,16.95,21.92448979591837,-0.2268919296285955
2004-12-02,17.2,22.044489795918366,-0.2197596696846822
2004-12-03,17.32,22.114489795918367,-0.21680309336384862
2004-12-06,17.39,21.804489795918368,-0.20245783493382752
2004-12-07,17.08,21.554489795918368,-0.2075896872662546
2004-12-08,16.83,21.684489795918367,-0.22386921904116552
2004-12-09,16.96,21.67448979591837,-0.2175132997504826
2004-12-10,16.95,21.774489795918367,-0.22156614649233797
2004-12-13,17.05,22.03448979591837,-0.2262130796802786
2004-12-14,17.31,22.024489795918367,-0.21405670867309123
2004-12-15,17.3,21.664489795918367,-0.2014582312822638
2004-12-16,16.94,21.76448979591837,-0.22166794816495694
2004-12-17,17.04,21.58448979591837,-0.21054423055103821
2004-12-20,16.86,21.76448979591837,-0.22534366033418984
2004-12-21,17.04,21.894489795918368,-0.2217219876401667
2004-12-22,17.17,21.874489795918368,-0.21506740681998404
2004-12-23,17.15,21.744489795918366,-0.21129444006457188
2004-12-27,17.02,21.894489795918368,-0.22263545948565944
2004-12-28,17.17,22.164489795918367,-0.22533745833563512
2004-12-29,17.44,21.954489795918366,-0.20562945611050676
2004-12-30,17.23,21.964489795918368,-0.21555200416256293
2004-12-31,17.24,21.804489795918368,-0.20933715205630754
2005-01-03,17.08,21.35448979591837,-0.20016820054091777
2005-01-04,16.63,21.344489795918367,-0.22087619994645658
2005-01-05,16.62,20.984489795918368,-0.20798646230452034
2005-01-06,16.26,20.964489795918368,-0.22440278021143623
2005-01-07,16.24,20.894489795918368,-0.22276159127980244
2005-01-10,16.17,20.614489795918367,-0.21560028115749763
2005-01-11,15.89,20.594489795918367,-0.22843439398293575
2005-01-12,15.87,20.254489795918367,-0.21647001924491427
2005-01-13,15.53,20.494489795918366,-0.2422353444927955
2005-01-14,15.77,20.76448979591837,-0.2405303402590766
2005-01-18,16.04,20.504489795918367,-0.21773230352735096
2005-01-19,15.78,20.644489795918368,-0.2356313885209277
2005-01-20,15.92,20.314489795918366,-0.21632292221295746
2005-01-21,15.59,20.064489795918366,-0.22300541112331662
2005-01-24,15.34,20.314489795918366,-0.24487397152931956
2005-01-25,15.59,20.464489795918368,-0.2381925884558619
2005-01-26,15.74,20.464489795918368,-0.2308628186206071
2005-01-27,15.74,20.184489795918367,-0.22019331877376036
2005-01-28,15.46,20.544489795918366,-0.24748678825446013
2005-01-31,15.82,21.116048387096775,-0.25080679348760115
2005-02-01,16.11,21.246048387096774,-0.24174134848605622
2005-02-02,16.24,20.816048387096775,-0.21983271281850625
2005-02-03,15.81,21.066048387096775,-0.24950329034258611
2005-02-04,16.06,21.546048387096775,-0.25461970049144567
2005-02-07,16.54,21.996048387096774,-0.24804675326579928
2005-02-08,16.99,21.526048387096775,-0.2107236918512081
2005-02-09,16.52,21.486048387096773,-0.2311289771682299
2005-02-10,16.48,21.976048387096775,-0.25009265953035376
2005-02-11,16.97,22.186048387096776,-0.2351048864623584
2005-02-14,17.18,22.456048387096775,-0.23494999191969979
2005-02-15,17.45,22.126048387096773,-0.2113368056188334
2005-02-16,17.12,21.956048387096775,-0.22026041762318416
2005-02-17,16.95,21.866048387096775,-0.22482564293591112
2005-02-18,16.86,21.806048387096773,-0.22682002255958877
2005-02-22,16.8,21.446048387096774,-0.21663890257247176
2005-02-23,16.44,21.596048387096776,-0.23874962190663618
2005-02-24,16.59,21.856048387096774,-0.24094238326291906
2005-02-25,16.85,22.176048387096774,-0.240171210583927
2005-02-28,17.17,22.516048387096774,-0.237432798828076
2005-03-01,17.51,22.416048387096776,-0.21886321363942163
2005-03-02,17.41,22.476048387096775,-0.22539764552229435
2005-03-03,17.47,22.256048387096776,-0.2150448410182083
2005-03-04,17.25,22.706048387096775,-0.24029052938147077
2005-03-07,17.7,22.426048387096774,-0.21073923972339192
2005-03-08,17.42,22.176048387096774,-0.214467803464214
2005-03-09,17.17,22.106048387096774,-0.22328949528482567
2005-03-10,17.1,21.706048387096775,-0.21220114803737622
2005-03-11,16.7,21.936048387096776,-0.23869606296896784
2005-03-14,16.93,21.646048387096773,-0.21787110066278947
2005-03-15,16.64,21.126048387096773,-0.21234678179742938
2005-03-16,16.12,21.216048387096773,-0.24019781130382878
2005-03-17,16.21,20.996048387096774,-0.22794995986187871
2005-03-18,15.99,21.156048387096774,-0.24418777517296586
2005-03-21,16.15,21.156048387096774,-0.2366249261440525
2005-03-22,16.15,21.126048387096773,-0.23554089699690417
2005-03-23,16.12,21.176048387096774,-0.23876260077765887
2005-03-24,16.17,21.106048387096774,-0.23386890319622478
2005-03-28,16.1,21.086048387096774,-0.236461962695101
2005-03-29,16.08,20.936048387096776,-0.23194675028023137
2005-03-30,15.93,20.886048387096775,-0.2372899025819829
2005-03-31,15.88,20.796048387096775,-0.23639339049369645
2005-04-01,15.79,20.316048387096775,-0.22278192593651136
2005-04-04,15.31,20.286048387096773,-0.24529411998552952
2005-04-05,15.28,20.496048387096774,-0.2544904407222478
2005-04-06,15.49,20.446048387096774,-0.24239639334045937
2005-04-07,15.44,20.296048387096775,-0.23926078094019576
2005-04-08,15.29,20.126048387096773,-0.24028802346501688
2005-04-11,15.12,20.286048387096773,-0.2546601629119012
2005-04-12,15.28,19.896048387096773,-0.23200830121072835
2005-04-13,14.89,19.796048387096775,-0.24782968252868975
2005-04-14,14.79,19.596048387096776,-0.24525599713569646
2005-04-15,14.59,19.796048387096775,-0.26298422216881023
2005-04-18,14.79,19.866048387096775,-0.25551374325624454
2005-04-19,14.86,19.676048387096774,-0.24476705344224803
2005-04-20,14.67,20.246048387096774,-0.2754141588760849
2005-04-21,15.24,20.096048387096776,-0.24164195336107652
2005-04-22,15.09,20.256048387096776,-0.2550373245744999
2005-04-25,15.25,20.266048387096774,-0.24750993836028
2005-04-26,15.26,20.196048387096774,-0.24440664294755843
2005-04-27,15.19,19.776048387096775,-0.23189912854830097
2005-04-28,14.77,19.846048387096776,-0.2557712390944814
2005-04-29,14.84,20.413306451612904,-0.27302320987654327
2005-05-02,15.0,20.563306451612902,-0.2705453261956585
2005-05-03,15.15,20.613306451612903,-0.26503785137223446
2005-05-04,15.2,20.493306451612902,-0.2582944076940936
2005-05-05,15.08,20.793306451612903,-0.27476661611793496
2005-05-06,15.38,21.073306451612904,-0.27016673746407505
2005-05-09,15.66,21.053306451612904,-0.2561738444271646
2005-05-10,15.64,21.293306451612903,-0.2654968811189341
2005-05-11,15.88,21.133306451612903,-0.24857948582920242
2005-05-12,15.72,21.143306451612904,-0.2565022866231592
2005-05-13,15.73,20.833306451612902,-0.24495902575358153
2005-05-16,15.42,21.493306451612902,-0.2825673409200914
2005-05-17,16.08,21.803306451612904,-0.2624971796967759
2005-05-18,16.39,21.913306451612904,-0.25205262673659035
2005-05-19,16.5,22.163306451612904,-0.2555262439734377
2005-05-20,16.75,22.313306451612902,-0.24932685183511938
2005-05-23,16.9,22.503306451612904,-0.24899925100612463
2005-05-24,17.09,22.243306451612902,-0.23167897555263084
2005-05-25,16.83,22.413306451612904,-0.2491067734100928
2005-05-26,17.0,22.513306451612902,-0.24489101427471205
2005-05-27,17.1,22.583306451612902,-0.24280352672720706
2005-05-31,17.17,22.713306451612905,-0.24405545988744692
2005-06-01,17.3,22.713306451612905,-0.23833194269381675
2005-06-02,17.3,22.623306451612905,-0.23530187609837128
2005-06-03,17.21,22.953306451612903,-0.25021695517899234
2005-06-06,17.54,22.733306451612904,-0.22844483545174954
2005-06-07,17.32,22.903306451612902,-0.24377731064327235
2005-06-08,17.49,23.083306451612902,-0.24230958694490157
2005-06-09,17.67,22.9433064516129,-0.22984073645767777
2005-06-10,17.53,23.063306451612902,-0.23991817752679334
2005-06-13,17.65,23.083306451612902,-0.23537817093067537
2005-06-14,17.67,23.043306451612903,-0.23318296195452448
2005-06-15,17.63,22.993306451612902,-0.2332551198280004
2005-06-16,17.58,23.133306451612903,-0.24005675380769942
2005-06-17,17.72,23.243306451612902,-0.23762998018853854
2005-06-20,17.83,23.063306451612902,-0.22691050229907173
2005-06-21,17.65,23.033306451612905,-0.23371835315619394
2005-06-22,17.62,23.163306451612904,-0.23931412655583595
2005-06-23,17.75,22.673306451612902,-0.21714108888880979
2005-06-24,17.26,22.113306451612903,-0.2194744807716853
2005-06-27,16.7,22.213306451612905,-0.24819836991050848
2005-06-28,16.8,22.033306451612905,-0.23751798047677086
2005-06-29,16.62,21.883306451612903,-0.24051696498656727
2005-06-30,16.47,22.153306451612902,-0.25654438826214687
2005-07-01,16.74,22.313306451612902,-0.24977501490865073
2005-07-05,16.9,22.323306451612904,-0.24294369041469033
2005-07-06,16.91,22.493306451612902,-0.24822079686788534
2005-07-07,17.08,22.823306451612904,-0.2516421739237976
2005-07-08,17.41,23.773306451612903,-0.267666025530125
2005-07-11,18.36,23.963306451612905,-0.2338286021975804
2005-07-12,18.55,23.963306451612905,-0.22589981322250086
2005-07-13,18.55,23.823306451612904,-0.22135073745214262
2005-07-14,18.41,23.763306451612902,-0.2252761610642594
2005-07-15,18.35,23.773306451612903,-0.22812587986661637
2005-07-18,18.36,23.973306451612903,-0.23414819574190382
2005-07-19,18.56,23.953306451612903,-0.225159163830167
2005-07-20,18.54,23.903306451612902,-0.22437508645382442
2005-07-21,18.49,23.713306451612905,-0.2202690064445919
2005-07-22,18.3,23.723306451612903,-0.2286066852727513
2005-07-25,18.31,23.993306451612902,-0.23687049815640793
2005-07-26,18.58,24.293306451612903,-0.23518027333959646
2005-07-27,18.88,24.313306451612902,-0.22347048775229283
2005-07-28,18.9,24.183306451612903,-0.21846915194098837
2005-07-29,18.77,24.55758551307847,-0.23567404499095468
2005-08-01,18.96,24.64758551307847,-0.23075629497504047
2005-08-02,19.05,24.74758551307847,-0.2302279351683597
2005-08-03,19.15,24.32758551307847,-0.21282775926509478
2005-08-04,18.73,24.107585513078472,-0.22306611793043762
2005-08-05,18.51,23.70758551307847,-0.2192372357029433
2005-08-08,18.11,23.89758551307847,-0.2421828560843977
2005-08-09,18.3,23.697585513078472,-0.22776942866603833
2005-08-10,18.1,24.27758551307847,-0.2544563383269959
2005-08-11,18.68,24.48758551307847,-0.23716448116033007
2005-08-12,18.89,27.29758551307847,-0.30799740545002907
2005-08-15,21.7,27.39758551307847,-0.20795940249401468
2005-08-16,21.8,27.84758551307847,-0.21716731995448058
2005-08-17,22.25,27.697585513078472,-0.19668088073980983
2005-08-18,22.1,27.517585513078473,-0.19687721186524954
2005-08-19,21.92,27.55758551307847,-0.20457472627284223
2005-08-22,21.96,27.23758551307847,-0.19376113607956813
2005-08-23,21.64,27.16758551307847,-0.20346252376448737
2005-08-24,21.57,27.627585513078472,-0.2192585924749343
2005-08-25,22.03,27.84758551307847,-0.20890807608244066
2005-08-26,22.25,27.95758551307847,-0.20415158921389975
2005-08-29,22.36,28.49758551307847,-0.21537212372822712
2005-08-30,22.9,28.59758551307847,-0.19923309646098653
2005-08-31,23.0,28.697585513078472,-0.19853884608103656
2005-09-01,23.1,28.58758551307847,-0.1919569426584825
2005-09-02,22.99,28.82758551307847,-0.2024999808058876
2005-09-06,23.23,28.83758551307847,-0.19445405755399692
2005-09-07,23.24,28.627585513078472,-0.18819559583944523
2005-09-08,23.03,28.92758551307847,-0.20387410177776877
2005-09-09,23.33,29.42758551307847,-0.20720644955287026
2005-09-12,23.83,29.267585513078473,-0.18578866065492972
2005-09-13,23.67,28.93758551307847,-0.1820326547526835
2005-09-14,23.34,29.22758551307847,-0.20143933923121882
2005-09-15,23.63,29.857585513078472,-0.2085763267880657
2005-09-16,24.26,29.66758551307847,-0.18227251795379928
2005-09-19,24.07,29.93758551307847,-0.19599394582155494
2005-09-20,24.34,29.65758551307847,-0.17929934015476445
2005-09-21,24.06,29.68758551307847,-0.1895602291604116
2005-09-22,24.09,29.697585513078472,-0.18882294355576335
2005-09-23,24.1,29.627585513078472,-0.18656888225462842
2005-09-26,24.03,29.52758551307847,-0.186184729213415
2005-09-27,23.93,29.36758551307847,-0.18515602893730954
2005-09-28,23.77,28.967585513078472,-0.17942764027508729
2005-09-29,23.37,29.02758551307847,-0.19490375837595675
2005-09-30,23.43,29.197585513078472,-0.197536385688296
2005-10-03,23.6,28.81758551307847,-0.18105560962803557
2005-10-04,23.22,27.95758551307847,-0.1694561753504159
2005-10-05,22.36,27.81758551307847,-0.19619192005404562
2005-10-06,22.22,28.34758551307847,-0.21615899210362888
2005-10-07,22.75,28.017585513078473,-0.18800997361530636
2005-10-10,22.42,27.79758551307847,-0.19345512978270618
2005-10-11,22.2,27.36758551307847,-0.1888213891067948
2005-10-12,21.77,27.467585513078472,-0.20742942660051467
2005-10-13,21.87,27.717585513078472,-0.21097023441379126
2005-10-14,22.12,27.65758551307847,-0.20021941215584071
2005-10-17,22.06,27.517585513078473,-0.1983308277713759
2005-10-18,21.92,27.89758551307847,-0.2142689198058434
2005-10-19,22.3,27.64758551307847,-0.19341962105692156
2005-10-20,22.05,27.83758551307847,-0.2079054417402466
2005-10-21,22.24,27.89758551307847,-0.20279839308768066
2005-10-24,22.3,27.89758551307847,-0.20064766932802502
2005-10-25,22.3,27.767585513078473,-0.1969053272746113
2005-10-26,22.17,27.467585513078472,-0.1928668069698397
2005-10-27,21.87,27.767585513078473,-0.21239100930474208
2005-10-28,22.17,28.49758551307847,-0.22203935523500873
2005-10-31,22.9,27.432,-0.1652085156022164
2005-11-01,22.98,27.832,-0.174331704512791
2005-11-02,23.38,27.842,-0.16026147546871627
2005-11-03,23.39,27.912,-0.16200917168243045
2005-11-04,23.46,27.982,-0.16160388821385174
2005-11-07,23.53,28.032,-0.16060216894977164
2005-11-08,23.58,28.082,-0.1603162167936757
2005-11-09,23.63,28.082,-0.1585357168292857
2005-11-10,23.63,28.012,-0.15643295730401263
2005-11-11,23.56,27.982,-0.15803016224715893
2005-11-14,23.53,29.132,-0.19229713030344642
2005-11-15,24.68,28.952,-0.147554573086488
2005-11-16,24.5,29.312,-0.1641648471615721
2005-11-17,24.86,29.422,-0.15505404119366462
2005-11-18,24.97,29.472,-0.15275515743756796
2005-11-21,25.02,29.892,-0.16298675230830995
2005-11-22,25.44,29.952,-0.15064102564102566
2005-11-23,25.5,29.982,-0.14948969381628974
2005-11-25,25.53,29.952,-0.14763621794871795
2005-11-28,25.5,29.842,-0.14549963139199784
2005-11-29,25.39,29.962,-0.15259328482744805
2005-11-30,25.51,30.192,-0.1550741918388977
2005-12-01,25.74,29.842,-0.13745727498156957
2005-12-02,25.39,29.492,-0.13908856639088563
2005-12-05,25.04,29.442,-0.14951429930031934
2005-12-06,24.99,29.112,-0.14159109645507006
2005-12-07,24.66,29.192,-0.15524801315428882
2005-12-08,24.74,29.682,-0.1664982144060373
2005-12-09,25.23,29.952,-0.1576522435897436
2005-12-12,25.5,30.192,-0.15540540540540537
2005-12-13,25.74,29.862,-0.13803496081977096
2005-12-14,25.41,29.642,-0.1427703933607719
2005-12-15,25.19,29.702,-0.15190896235943707
2005-12-16,25.25,29.522,-0.1447056432491023
2005-12-19,25.07,29.362,-0.14617532865608607
2005-12-20,24.91,29.392,-0.15249047359825796
2005-12-21,24.94,29.542,-0.15577821406810644
2005-12-22,25.09,29.412,-0.14694682442540452
2005-12-23,24.96,28.762,-0.13218830401223836
2005-12-27,24.31,28.702,-0.15302069542192187
2005-12-28,24.25,28.392,-0.1458861651169343
2005-12-29,23.94,28.262,-0.15292619064468183
2005-12-30,23.81,28.412,-0.1619738138814586
2006-01-03,23.96,28.482,-0.15876694052383955
2006-01-04,24.03,29.112,-0.1745671887881285
2006-01-05,24.66,29.242,-0.15669242869844746
2006-01-06,24.79,29.162,-0.14992113023798093
2006-01-09,24.71,29.492,-0.16214566662145669
2006-01-10,25.04,29.482,-0.1506682043280646
2006-01-11,25.03,28.932,-0.1348679662657265
2006-01-12,24.48,28.742,-0.14828474010159354
2006-01-13,24.29,28.602,-0.15075868820362215
2006-01-17,24.15,29.102,-0.17016012645179035
2006-01-18,24.65,29.492,-0.1641801166418012
2006-01-19,25.04,28.952,-0.13512019894998628
2006-01-20,24.5,28.952,-0.15377176015473892
2006-01-23,24.5,29.002,-0.15523067374663813
2006-01-24,24.55,28.962,-0.1523375457496029
2006-01-25,24.51,28.852,-0.15049216692083733
2006-01-26,24.4,28.872,-0.15489055139927965
2006-01-27,24.42,29.062,-0.15972747918243757
2006-01-30,24.61,28.712,-0.14286709389802177
2006-01-31,24.26,30.676666666666666,-0.20917092252526348
2006-02-01,25.01,30.176666666666666,-0.17121396222246765
2006-02-02,24.51,30.226666666666667,-0.18912659902955442
2006-02-03,24.56,30.516666666666666,-0.195193883123976
2006-02-06,24.85,29.986666666666668,-0.1712983548243664
2006-02-07,24.32,30.376666666666665,-0.1993854932513991
2006-02-08,24.71,30.796666666666667,-0.1976404372767615
2006-02-09,25.13,31.326666666666668,-0.1978080442647372
2006-02-10,25.66,30.30666666666667,-0.15332160140783113
2006-02-13,24.64,30.55666666666667,-0.19362932257008836
2006-02-14,24.89,30.696666666666665,-0.18916277554566185
2006-02-15,25.03,30.546666666666667,-0.18059799214316885
2006-02-16,24.88,30.696666666666665,-0.18948854381583236
2006-02-17,25.03,30.80666666666667,-0.1875135252109933
2006-02-21,25.14,31.016666666666666,-0.1894680279419666
2006-02-22,25.35,31.416666666666668,-0.193103448275862
2006-02-23,25.75,31.356666666666666,-0.17880301902838314
2006-02-24,25.69,31.836666666666666,-0.1930687886085226
2006-02-27,26.17,31.416666666666668,-0.16700265251989388
2006-02-28,25.75,31.926666666666666,-0.19346418876592186
2006-03-01,26.26,31.64666666666667,-0.17021276595744683
2006-03-02,25.98,31.576666666666668,-0.177240578486224
2006-03-03,25.91,31.546666666666667,-0.1786770921386306
2006-03-06,25.88,31.666666666666668,-0.1827368421052632
2006-03-07,26.0,31.816666666666666,-0.1828182294394971
2006-03-08,26.15,31.566666666666666,-0.17159450897571282
2006-03-09,25.9,31.686666666666667,-0.1826215022091311
2006-03-10,26.02,32.086666666666666,-0.18907126532308327
2006-03-13,26.42,32.016666666666666,-0.17480478917230602
2006-03-14,26.35,32.516666666666666,-0.18964633521271135
2006-03-15,26.85,32.666666666666664,-0.17806122448979578
2006-03-16,27.0,32.78666666666667,-0.17649450996339977
2006-03-17,27.12,32.64666666666667,-0.16928731876659175
2006-03-20,26.98,32.21666666666667,-0.1625452664252458
2006-03-21,26.55,32.20666666666666,-0.17563651417925885
2006-03-22,26.54,32.276666666666664,-0.1777341732934008
2006-03-23,26.61,32.39666666666667,-0.17861919950612204
2006-03-24,26.73,31.906666666666666,-0.16224404513163393
2006-03-27,26.24,31.606666666666666,-0.16979540181396335
2006-03-28,25.94,32.10666666666667,-0.19206810631229243
2006-03-29,26.44,32.346666666666664,-0.18260511129431156
2006-03-30,26.68,32.526666666666664,-0.17974994875999173
2006-03-31,26.86,32.916666666666664,-0.18399999999999994
2006-04-03,27.25,32.88666666666666,-0.17139671599432382
2006-04-04,27.22,33.00666666666667,-0.17531811755200977
2006-04-05,27.34,33.20666666666666,-0.17667135113431032
2006-04-06,27.54,32.74666666666667,-0.15899837133550498
2006-04-07,27.08,32.07666666666667,-0.15577262807856185
2006-04-10,26.41,32.10666666666667,-0.17742940199335555
2006-04-11,26.44,31.656666666666666,-0.16478888069916808
2006-04-12,25.99,31.89666666666667,-0.18518131466192922
2006-04-13,26.23,32.03666666666667,-0.1812506502965353
2006-04-17,26.37,32.836666666666666,-0.1969343213886915
2006-04-18,27.17,33.28666666666667,-0.18375726016422989
2006-04-19,27.62,33.54666666666667,-0.17666931637519867
2006-04-20,27.88,33.43666666666667,-0.16618482703618787
2006-04-21,27.77,33.14666666666667,-0.16220836685438456
2006-04-24,27.48,33.46666666666667,-0.17888446215139442
2006-04-25,27.8,33.416666666666664,-0.16807980049875304
2006-04-26,27.75,33.56666666666667,-0.17328699106256218
2006-04-27,27.9,33.14666666666667,-0.15828640386162518
2006-04-28,27.48,33.45866090712743,-0.17868799124156953
2006-05-01,27.72,33.65866090712743,-0.17643782453240375
2006-05-02,27.92,33.58866090712743,-0.16876710038549203
2006-05-03,27.85,33.53866090712743,-0.16961502794879058
2006-05-04,27.8,33.73866090712743,-0.17601946098201138
2006-05-05,28.0,33.63866090712743,-0.1676244165216666
2006-05-08,27.9,33.54866090712743,-0.16837217207460486
2006-05-09,27.81,33.39866090712743,-0.16733188563062373
2006-05-10,27.66,33.39866090712743,-0.17182308365850596
2006-05-11,27.66,32.38866090712743,-0.14599741930321186
2006-05-12,26.65,32.89866090712743,-0.18993663373616732
2006-05-15,27.16,30.66866090712743,-0.11440541593102327
2006-05-16,24.93,30.62866090712743,-0.1860564823387798
2006-05-17,24.89,30.65866090712743,-0.18815762777774647
2006-05-18,24.92,30.758660907127428,-0.18982168712599856
2006-05-19,25.02,30.37866090712743,-0.17639556014367253
2006-05-22,24.64,30.40866090712743,-0.18970453597893633
2006-05-23,24.67,30.14866090712743,-0.18172153396810464
2006-05-24,24.41,29.99866090712743,-0.18629701253763664
2006-05-25,24.26,30.508660907127428,-0.20481596770665267
2006-05-26,24.77,30.11866090712743,-0.1775862786071507
2006-05-30,24.38,30.69866090712743,-0.2058285514877426
2006-05-31,24.96,30.79866090712743,-0.18957515473590758
