CHRW,dcf,Deviation
15.67,17.40641522852266,-0.09975719903988733
15.83,17.326415228522663,-0.08636611836817065
15.75,17.106415228522664,-0.07929278053890698
15.53,17.296415228522662,-0.10212608827809333
15.72,17.076415228522663,-0.07943208280957281
15.5,16.88641522852266,-0.08210240064338126
15.31,16.826415228522663,-0.09012111064228157
15.25,16.546415228522662,-0.0783502172898396
14.97,16.546415228522662,-0.09527231166091132
14.97,16.356415228522664,-0.08476278017844663
14.78,15.976415228522663,-0.07488633785548504
14.4,15.766415228522662,-0.08666619575328138
14.19,15.786415228522662,-0.10112588611240148
14.21,15.686415228522662,-0.09412062647927943
14.11,15.576415228522663,-0.09414330621062572
14.0,15.536415228522662,-0.09889123108025721
13.96,15.796415228522662,-0.11625518840545246
14.22,15.326415228522663,-0.07219008568054508
13.75,15.586415228522663,-0.11782152609164931
14.01,15.686415228522662,-0.10687051210237197
14.11,15.536415228522662,-0.09181109075303073
13.96,16.736415228522663,-0.16589067554866932
15.16,16.83641522852266,-0.0995707937686543
15.26,16.396415228522663,-0.06930876125567942
14.82,16.65641522852266,-0.11025272865303937
15.08,16.81641522852266,-0.1032571570650499
15.24,16.706415228522662,-0.08777557653535806
15.13,16.546415228522662,-0.0856025434488703
14.97,16.83641522852266,-0.11085585637973316
15.26,17.286415228522664,-0.11722587949750674
15.71,17.256415228522663,-0.08961393244447624
15.68,17.286415228522664,-0.09292934407083264
15.71,17.38641522852266,-0.09642098192688264
15.81,16.72641522852266,-0.05478850166053195
15.15,16.986415228522663,-0.10811081701564995
15.41,16.626415228522664,-0.07316160530117755
15.05,16.866415228522662,-0.10769420792219886
15.29,16.936415228522662,-0.09721155311248697
15.36,17.126415228522664,-0.10313981092673974
15.55,17.196415228522664,-0.09574176981908722
15.62,17.31641522852266,-0.09796572824890559
15.74,17.266415228522664,-0.0884037137020286
15.69,17.24641522852266,-0.09024572398956354
15.67,16.956415228522662,-0.07586599002121408
15.38,16.916415228522663,-0.09082392503183068
15.34,16.876415228522664,-0.09103919331908727
15.3,17.756415228522663,-0.13833959146082864
16.18,17.826415228522663,-0.09235817787349432
16.25,18.246415228522665,-0.1094141070187794
16.67,17.946415228522664,-0.07112368750356479
16.37,18.31641522852266,-0.106266166399835
16.74,18.47641522852266,-0.09398009338099855
16.9,18.756415228522663,-0.09897494835258469
17.18,18.466415228522663,-0.06966242297723846
16.89,18.736415228522663,-0.0985468781515817
17.16,18.646415228522663,-0.07971587086878518
17.07,18.346415228522662,-0.06957300446019854
16.77,18.076415228522663,-0.07227180898463093
16.5,17.926415228522664,-0.0795705784083981
16.35,18.01650002371579,-0.0924985441968258
16.39,18.44650002371579,-0.11148456460964651
16.82,18.32650002371579,-0.08220336789710381
16.7,18.556500023715788,-0.10004580720195744
16.93,18.636500023715794,-0.09156762383195316
17.01,18.886500023715794,-0.09935668447618506
17.26,18.59650002371579,-0.07186836350987413
16.97,18.65650002371579,-0.09039744976667352
17.03,18.51650002371579,-0.08027975167077417
16.89,18.84650002371579,-0.1038123800840367
17.22,19.12650002371579,-0.09967845770798822
17.5,18.73650002371579,-0.0659941836602721
17.11,19.19650002371579,-0.10869168969020815
17.57,19.14650002371579,-0.08233880979620611
17.52,19.53650002371579,-0.103217056344172
17.91,20.026500023715787,-0.10568496847723685
18.4,19.87650002371579,-0.07428370296350428
18.25,19.69650002371579,-0.07343944467159724
18.07,20.09650002371579,-0.10083845551834036
18.47,20.15650002371579,-0.08367028113667974
18.53,20.026500023715787,-0.07472598916154094
18.4,19.71650002371579,-0.06677148693390056
18.09,19.866500023715787,-0.08942189221025731
18.24,20.39650002371579,-0.10572892511991505
18.77,20.53650002371579,-0.08601757951334521
18.91,20.53650002371579,-0.07920044904620982
18.91,20.366500023715787,-0.07151449792648534
18.74,20.57650002371579,-0.089252303433485
18.95,20.83650002371579,-0.09053823922293114
19.21,20.64650002371579,-0.06957595825276641
19.02,20.456500023715787,-0.07022217984750145
18.83,20.43650002371579,-0.07860935198549213
18.81,20.08650002371579,-0.06355014672584314
18.46,19.60650002371579,-0.058475506710988445
17.98,19.546500023715794,-0.08014222606682309
17.92,19.616500023715787,-0.08648331871968828
17.99,19.59650002371579,-0.08197892591899558
17.97,19.59650002371579,-0.08299951632931357
17.97,19.706500023715787,-0.08811813470814178
18.08,19.84650002371579,-0.0890081385435666
18.22,19.776500023715787,-0.07870452414983686
18.15,20.25650002371579,-0.10399131247992277
18.63,20.15650002371579,-0.07573239510429575
18.53,19.99650002371579,-0.07333783521998971
18.37,20.35650002371579,-0.09758553884024612
18.73,20.056500023715788,-0.06613816080309476
18.43,19.41650002371579,-0.050807304226346495
17.79,19.206500023715787,-0.0737510749989182
17.58,19.57650002371579,-0.10198452334672437
17.95,19.39650002371579,-0.0745753111101064
17.77,19.296500023715794,-0.07910761132017174
17.67,19.12650002371579,-0.07615089127178565
17.5,19.366500023715787,-0.09637776683603705
17.74,19.136500023715794,-0.07297572816267961
17.51,19.12650002371579,-0.08451624822687986
17.5,18.91650002371579,-0.07488171817936262
17.29,18.87650002371579,-0.08404630210698827
17.25,19.25650002371579,-0.10419858340013188
17.63,19.046500023715794,-0.07437062042643194
17.42,19.18650002371579,-0.09206994613568276
17.56,19.37650002371579,-0.09374758194165567
17.75,19.46650002371579,-0.08817712591501292
17.84,19.34650002371579,-0.07786938318915859
17.72,19.704061307223633,-0.10069301329753089
17.71,19.69406130722363,-0.10074414191530379
17.7,19.404061307223632,-0.08781982700648627
17.41,19.87406130722363,-0.1239837831398869
17.88,20.414061307223633,-0.12413312907642449
18.42,20.49406130722363,-0.10120304004812242
18.5,20.42406130722363,-0.09420561749602296
18.43,20.524061307223633,-0.10202957766875353
18.53,20.87406130722363,-0.1122954116462449
18.88,20.724061307223632,-0.08898165663025048
18.73,20.99406130722363,-0.10784294063410271
19.0,20.704061307223633,-0.08230565404233448
18.71,20.87406130722363,-0.10367226939564178
18.88,20.49406130722363,-0.07875751336094217
18.5,20.58406130722363,-0.1012463612558453
18.59,20.044061307223632,-0.07254324784466748
18.05,19.974061307223632,-0.09632799647649992
17.98,20.364061307223633,-0.11707199616306141
18.37,20.17406130722363,-0.08942479552085325
18.18,20.39406130722363,-0.10856402135259857
18.4,20.344061307223633,-0.09555915497233336
18.35,20.454061307223633,-0.10286765428245559
18.46,20.044061307223632,-0.0790289593982012
18.05,20.17406130722363,-0.10528674791243342
18.18,20.03406130722363,-0.09254545440345219
18.04,19.87406130722363,-0.092284172765282
17.88,20.05406130722363,-0.10841002597516336
18.06,20.12406130722363,-0.10256683657004795
18.13,20.454061307223633,-0.11362346442184856
18.46,20.74406130722363,-0.11010675650231805
18.75,20.614061307223633,-0.09042668882382843
18.62,20.78406130722363,-0.10412119533497988
18.79,20.74406130722363,-0.09419858909417977
18.75,20.73406130722363,-0.09569091543741093
18.74,20.704061307223633,-0.09486357667122902
18.71,20.524061307223633,-0.08838705361814314
18.53,20.884061307223632,-0.11272047484410419
18.89,20.614061307223633,-0.08363520810037961
18.62,20.44406130722363,-0.08922206208504779
18.45,20.454061307223633,-0.09797864967364067
18.46,20.384061307223632,-0.09439047882679741
18.39,20.82406130722363,-0.11688696413793598
18.83,20.954061307223633,-0.10136752375022362
18.96,21.454061307223633,-0.11625124359945194
19.46,21.62406130722363,-0.10007654327638782
19.63,21.524061307223633,-0.08799739418080788
19.53,21.05406130722363,-0.07238799607279212
19.06,21.44406130722363,-0.11117582966527606
19.45,21.32406130722363,-0.0878848208239198
19.33,21.19406130722363,-0.08795205789974292
19.2,21.274061307223633,-0.09749249460512666
19.28,21.35406130722363,-0.09712725262814614
19.36,21.44406130722363,-0.09718594240922063
19.45,22.01406130722363,-0.11647379697185944
20.02,21.594061307223633,-0.07289324990001211
19.6,22.44406130722363,-0.1267177659289439
20.45,21.80406130722363,-0.062101334615814574
19.81,21.39406130722363,-0.0740421037631026
19.4,21.71406130722363,-0.10656971418118877
19.72,20.94406130722363,-0.058444314560970656
18.95,20.704061307223633,-0.08472063916327577
18.71,20.634061307223632,-0.09324685424628698
18.64,20.974061307223632,-0.11128323089337788
18.98,20.62406130722363,-0.07971569143114376
18.63,21.450308148148146,-0.13148100850903766
19.33,21.31030814814815,-0.09292724133227692
19.19,21.620308148148148,-0.11240858046495095
19.5,21.49030814814815,-0.0926142209980203
19.37,21.590308148148146,-0.1028381870658287
19.47,21.370308148148148,-0.08892282390007655
19.25,21.710308148148147,-0.11332442318917557
19.59,21.800308148148147,-0.10138884886982225
19.68,22.08030814814815,-0.10870809103039891
19.96,22.15030814814815,-0.09888386804818627
20.03,22.010308148148148,-0.08997185022667487
19.89,22.210308148148147,-0.10446987644976058
20.09,21.850308148148148,-0.0805621658153749
19.73,22.230308148148147,-0.11247294151234832
20.11,22.190308148148148,-0.093748502015361
20.07,21.54030814814815,-0.06825845470899417
19.42,21.520308148148146,-0.09759656477450951
19.4,21.950308148148146,-0.11618552828213058
19.83,21.910308148148147,-0.09494654908922284
19.79,22.200308148148146,-0.10857093208182356
20.08,21.860308148148146,-0.08144021283153613
19.74,21.74030814814815,-0.09200919023397269
19.62,21.79030814814815,-0.099599699710194
19.67,22.300308148148147,-0.11794940817293464
20.18,22.320308148148147,-0.09589061826306922
20.2,22.320308148148147,-0.09499457328612482
20.2,22.570308148148147,-0.10501886516523373
20.45,22.770308148148146,-0.10190060376222232
20.65,22.81030814814815,-0.09470753898270046
20.69,22.54030814814815,-0.08208885770269136
20.42,23.17030814814815,-0.11869967937254045
21.05,23.380308148148153,-0.09966969354647814
21.26,22.270308148148146,-0.04536570133773188
20.15,21.720308148148153,-0.07229677118011035
19.6,21.340308148148146,-0.0815502820327908
19.22,21.590308148148146,-0.10978574885933046
19.47,21.29030814814815,-0.08549938006916458
19.17,21.29030814814815,-0.09959029871216651
19.17,21.58030814814815,-0.11169016362516493
19.46,21.610308148148146,-0.09950381703985145
19.49,21.67030814814815,-0.10061269702500608
19.55,21.81030814814815,-0.10363485617877732
19.69,22.600308148148148,-0.12877294101791326
20.48,21.850308148148148,-0.0627134472821741
19.73,21.480308148148147,-0.08148431279832657
19.36,21.65030814814815,-0.10578639955034774
19.53,21.320308148148147,-0.08397196399357154
19.2,21.820308148148147,-0.1200857536180363
19.7,21.470308148148153,-0.08245378389228408
19.35,21.620308148148148,-0.10500813090134453
19.5,22.010308148148148,-0.11405147675587424
19.89,21.600308148148148,-0.0791798031962232
19.48,21.200308148148146,-0.0811454312893285
19.08,21.100308148148148,-0.09574780301611185
18.98,20.940308148148148,-0.09361410225099798
18.82,20.90030814814815,-0.0995348074967245
18.78,20.620308148148148,-0.0892473640513185
18.5,20.750308148148147,-0.10844697495969358
18.63,20.870308148148148,-0.10734427744167896
18.75,20.820308148148147,-0.09943695998237612
18.7,20.730308148148147,-0.09793912052047893
18.61,21.140308148148147,-0.11969116677089675
19.02,21.210308148148147,-0.10326621060144203
19.09,21.08030814814815,-0.09441551490427302
18.96,21.322412101390025,-0.11079478673222043
18.97,21.732412101390025,-0.12711023923632203
19.38,21.84241210139002,-0.1127353558736911
19.49,21.492412101390023,-0.09316832805660369
19.14,21.50241210139002,-0.10986730652591781
19.15,21.242412101390023,-0.09850162455200207
18.89,21.142412101390025,-0.1065352472834421
18.79,21.202412101390028,-0.11378007793895639
18.85,21.142412101390025,-0.10842717899909382
18.79,20.972412101390024,-0.10406109182097267
18.62,21.562412101390024,-0.13646024793303801
19.21,21.772412101390028,-0.11769077718432652
19.42,21.882412101390024,-0.11252928104912185
19.53,21.712412101390026,-0.10051449333214835
19.36,21.912412101390025,-0.11648247986483018
19.56,21.902412101390023,-0.10694767729447319
19.55,21.492412101390023,-0.09037664512604415
19.14,21.302412101390026,-0.101510199459944
18.95,21.50241210139002,-0.11870352448621435
19.15,21.312412101390024,-0.10146256984440483
18.96,21.492412101390023,-0.11782819394321209
19.14,21.662412101390025,-0.1164418851226714
19.31,22.402412101390023,-0.13803924717544802
20.05,22.052412101390026,-0.09080240711009602
19.7,22.50241210139002,-0.12453829788393711
20.15,22.43241210139002,-0.10174617384318618
20.08,22.692412101390026,-0.11512271545738428
20.34,22.882412101390024,-0.11110769660666941
20.53,22.542412101390024,-0.08927226120872545
20.19,22.242412101390023,-0.0922747088775393
19.89,22.272412101390028,-0.10696695492812569
19.92,22.032412101390026,-0.09587747776634736
19.68,22.042412101390024,-0.1071757523869653
19.69,22.322412101390025,-0.11792686603192415
19.97,21.992412101390023,-0.09195954004800588
19.64,22.192412101390026,-0.11501282914758759
19.84,22.242412101390023,-0.10801041228976627
19.89,22.282412101390026,-0.10736773426970148
19.93,22.162412101390025,-0.10072965393735323
19.81,22.522412101390028,-0.12043168774194601
20.17,22.302412101390026,-0.09561351891875047
19.95,22.262412101390023,-0.10387068979132053
19.91,22.392412101390025,-0.11085952197333526
20.04,22.352412101390023,-0.10345246369389471
20.0,22.18241210139002,-0.09838479654127719
19.83,22.222412101390024,-0.10765762467524298
19.87,21.802412101390026,-0.08863294998753013
19.45,21.742412101390023,-0.1054350405419584
19.39,22.222412101390024,-0.12745745549434995
19.87,21.702412101390028,-0.08443356862035911
19.35,21.612412101390028,-0.10468114760982727
19.26,22.00241210139002,-0.12464142971018921
19.65,21.992412101390023,-0.10651001311684105
19.64,21.50241210139002,-0.08661410136724268
19.15,21.162412101390025,-0.09509370159452868
18.81,21.922412101390023,-0.14197398018955576
19.57,22.642412101390025,-0.13569279137011236
20.29,22.872412101390026,-0.11290510550188482
20.52,22.702412101390028,-0.09613128735586662
20.35,22.812412101390024,-0.10794176829902091
20.46,23.072412101390025,-0.11322665744309568
20.72,23.102412101390023,-0.10312395480325964
20.75,23.460005081480958,-0.11551596310693912
21.29,23.830005081480955,-0.10658852454273604
21.66,23.960005081480958,-0.09599351392703437
21.79,24.09000508148096,-0.09547549175276326
21.92,23.750005081480953,-0.07705282905004074
21.58,23.230005081480957,-0.07102904522377174
21.06,23.390005081480957,-0.09961541578824795
21.22,23.09000508148096,-0.08098764270003456
20.92,23.070005081480954,-0.09319482479034347
20.9,23.150005081480955,-0.09719242279047569
20.98,23.000005081480953,-0.08782628848666696
20.83,23.210005081480958,-0.10254220424018534
21.04,23.170005081480955,-0.09192941796907073
21.0,22.950005081480956,-0.08496752286362119
20.78,23.160005081480953,-0.10276358200733016
20.99,23.120005081480958,-0.09212822722029101
20.95,22.93000508148096,-0.08634996261209205
20.76,23.040005081480956,-0.09895853205837923
20.87,22.880005081480956,-0.08784985293153846
20.71,22.790005081480956,-0.09126830266357233
20.62,22.690005081480955,-0.09122982009247949
20.52,22.940005081480955,-0.10549278750747015
20.77,22.630005081480956,-0.08219198691223772
20.46,22.850005081480955,-0.10459538511954036
20.68,22.880005081480956,-0.09615404689143348
20.71,22.780005081480954,-0.09086938629191821
20.61,22.59000508148096,-0.08764960761802343
20.42,22.300005081480958,-0.08430514139399037
20.13,22.410005081480953,-0.10174049819226016
20.24,22.330005081480955,-0.09359626537721977
20.16,22.260005081480955,-0.09433982938431751
20.09,21.990005081480955,-0.08640312152911045
19.82,21.940005081480955,-0.09662737422382828
19.77,21.650005081480955,-0.08683624204269036
19.48,21.700005081480956,-0.10230435767849355
19.53,22.030005081480954,-0.1134818204641509
19.86,22.170005081480955,-0.10419506323932004
20.0,22.980005081480957,-0.1296781733039073
20.81,22.810005081480956,-0.08768104497726426
20.64,22.740005081480955,-0.0923484877842512
20.57,22.960005081480958,-0.1040942749358833
20.79,23.120005081480958,-0.10077874435015954
20.95,23.200005081480956,-0.0969829564079272
21.03,22.920005081480955,-0.0824609364073855
20.75,23.000005081480953,-0.09782628627732792
20.83,23.330005081480955,-0.10715835992103695
21.16,23.68000508148096,-0.10641911067205556
21.51,23.420005081480955,-0.08155442643312083
21.25,23.560005081480956,-0.09804773273570755
21.39,23.350005081480955,-0.08394024218159368
21.18,23.740005081480955,-0.10783506880872396
21.57,23.730005081480957,-0.09102421487328882
21.56,23.670005081480955,-0.08914256985655622
21.5,23.670005081480955,-0.09167742355825403
21.5,23.470005081480956,-0.08393713911188672
21.3,23.800005081480958,-0.1050422078870159
21.63,24.250005081480953,-0.10804142401940275
22.08,24.02000508148096,-0.08076622277555945
21.85,24.630005081480956,-0.11287066617664698
22.46,24.990005081480955,-0.10124067895271593
22.82,24.780005081480954,-0.07909623404176547
22.61,25.09000508148096,-0.09884434353149907
22.92,24.852074481911202,-0.07774298613652864
22.76,24.862074481911197,-0.08454944029069633
22.77,24.822074481911198,-0.08267135300905748
22.73,25.0520744819112,-0.09268990811870081
22.96,24.452074481911197,-0.061020363855630366
22.36,24.672074481911196,-0.09371220420100213
22.58,24.662074481911198,-0.0844241421555324
22.57,24.8020744819112,-0.08999547531957897
22.71,24.752074481911198,-0.0825011448395383
22.66,25.092074481911197,-0.09692600281672492
23.0,24.762074481911203,-0.07116021249344051
22.67,25.002074481911198,-0.09327523936457482
22.91,25.412074481911198,-0.09846006408064878
23.32,24.352074481911202,-0.04238137833710354
22.26,24.272074481911197,-0.08289668373466375
22.18,24.0520744819112,-0.07783422104896298
21.96,23.9020744819112,-0.08125129404064646
21.81,23.7220744819112,-0.080603173359447
21.63,23.7220744819112,-0.08819104263020805
21.63,24.092074481911197,-0.10219437449273083
22.0,23.9620744819112,-0.08188249658402302
21.87,24.2120744819112,-0.09673167343264855
22.12,24.102074481911202,-0.08223667566037784
22.01,24.142074481911198,-0.08831364030082356
22.05,23.512074481911203,-0.06218398478773257
21.42,22.702074481911197,-0.05647389109452272
20.61,23.102074481911202,-0.10787232479327702
21.01,23.582074481911196,-0.10906905089643926
21.49,23.5620744819112,-0.08794108869751471
21.47,23.102074481911202,-0.07064623063132747
21.01,22.892074481911198,-0.08221511263203207
20.8,23.012074481911203,-0.09612668704205773
20.92,23.182074481911197,-0.09757860469632584
21.09,23.4620744819112,-0.1011025041174437
21.37,23.232074481911198,-0.08015102066589164
21.14,23.362074481911197,-0.09511460481096001
21.27,23.102074481911202,-0.07930346183178083
21.01,23.202074481911197,-0.09447752112080243
21.11,23.512074481911203,-0.10216344303260938
21.42,23.332074481911196,-0.08195047051618065
21.24,23.502074481911198,-0.09624999204441487
21.41,23.1220744819112,-0.07404502062522911
21.03,23.422074481911196,-0.10212906135870192
21.33,23.492074481911196,-0.09203420854024558
21.4,23.912074481911198,-0.10505464441454093
21.82,23.762074481911203,-0.08173000566047384
21.67,24.342074481911197,-0.10977184725553435
22.25,24.1520744819112,-0.07875408314659538
22.06,24.262074481911203,-0.09076200320599048
22.17,24.452074481911197,-0.09332846109230508
22.36,24.512074481911203,-0.08779650549362261
22.42,24.3720744819112,-0.08009472001901252
22.28,24.342074481911197,-0.08471235610767447
22.25,24.512074481911203,-0.09228408976892233
22.42,24.692074481911202,-0.09201634652348334
22.6,24.822074481911198,-0.08952009565238017
22.73,25.002074481911198,-0.09087543849831436
22.91,24.5620744819112,-0.06726119502356664
22.47,24.412074481911198,-0.07955384878701044
22.32,24.912074481911198,-0.10404892148959
22.82,24.792074481911197,-0.07954455297196139
22.7,24.762074481911203,-0.08327551406961309
22.67,25.292074481911197,-0.1036717839727419
23.2,25.292074481911197,-0.08271660291873018
23.2,26.036793875091565,-0.10895327161634216
23.82,25.886793875091566,-0.07983970070083679
23.67,26.106793875091565,-0.09333945358248308
23.89,25.966793875091568,-0.07997883316213772
23.75,25.586793875091566,-0.07178679298619206
23.37,25.636793875091566,-0.08841955379194111
23.42,25.596793875091567,-0.08504166130000446
23.38,25.436793875091567,-0.08085900625650932
23.22,25.186793875091567,-0.07808829836959219
22.97,25.286793875091565,-0.09162070472578554
23.07,25.866793875091567,-0.10812294281993484
23.65,26.246793875091566,-0.09893756500126083
24.03,25.546793875091566,-0.05937315979875102
23.33,27.436793875091567,-0.14968198885730277
25.22,28.356793875091565,-0.11061877759907501
26.14,28.116793875091567,-0.07030651801458743
25.9,28.386793875091566,-0.0876039008150774
26.17,29.266793875091565,-0.10581254264845141
27.05,29.136793875091566,-0.07162057308149894
26.92,29.016793875091565,-0.07226139056291403
26.8,29.186793875091567,-0.08177650088276711
26.97,28.946793875091565,-0.06829059838618523
26.73,28.396793875091568,-0.058696551534066166
26.18,28.966793875091568,-0.09620650069554026
26.75,29.376793875091565,-0.08941730967172734
27.16,29.646793875091568,-0.0838807017571267
27.43,29.636793875091566,-0.07446128904470606
