date,GD,dcf,Deviation
1992-12-21,13.08,,
1992-12-22,13.0,,
1992-12-23,13.28,,
1992-12-24,13.09,,
1992-12-28,12.94,,
1992-12-29,12.88,,
1992-12-30,13.11,,
1992-12-31,12.95,,
1993-01-04,13.13,,
1993-01-05,13.0,,
1993-01-06,13.2,,
1993-01-07,13.05,,
1993-01-08,12.98,,
1993-01-11,13.17,,
1993-01-12,13.25,,
1993-01-13,13.64,,
1993-01-14,13.8,,
1993-01-15,13.81,,
1993-01-18,13.86,,
1993-01-19,13.98,,
1993-01-20,14.13,,
1993-01-21,14.0,,
1993-01-22,14.0,,
1993-01-25,14.09,,
1993-01-26,14.19,,
1993-01-27,14.38,,
1993-01-28,14.22,,
1993-01-29,14.25,,
1993-02-01,14.36,,
1993-02-02,14.34,,
1993-02-03,14.47,,
1993-02-04,14.58,,
1993-02-05,14.56,,
1993-02-08,14.33,,
1993-02-09,14.19,,
1993-02-10,14.08,,
1993-02-11,14.25,,
1993-02-12,14.23,,
1993-02-16,14.17,,
1993-02-17,14.06,,
1993-02-18,13.88,,
1993-02-19,13.81,,
1993-02-22,13.75,,
1993-02-23,13.88,,
1993-02-24,14.23,,
1993-02-25,14.7,,
1993-02-26,14.72,,
1993-03-01,14.78,,
1993-03-02,14.78,,
1993-03-03,14.63,,
1993-03-04,14.52,,
1993-03-05,14.45,,
1993-03-08,14.72,,
1993-03-09,14.73,,
1993-03-10,14.7,,
1993-03-11,14.5,,
1993-03-12,14.47,,
1993-03-15,14.59,,
1993-03-16,14.78,,
1993-03-17,14.66,,
1993-03-18,14.81,,
1993-03-19,14.81,,
1993-03-22,14.72,,
1993-03-23,14.58,,
1993-03-24,14.63,,
1993-03-25,14.59,,
1993-03-26,14.38,,
1993-03-29,14.47,,
1993-03-30,12.28,,
1993-03-31,12.28,,
1993-04-01,12.41,,
1993-04-02,12.3,,
1993-04-05,12.33,,
1993-04-06,12.41,,
1993-04-07,12.36,,
1993-04-08,12.19,,
1993-04-12,12.0,,
1993-04-13,12.28,,
1993-04-14,12.19,,
1993-04-15,12.2,,
1993-04-16,12.34,,
1993-04-19,12.0,,
1993-04-20,11.97,,
1993-04-21,12.14,,
1993-04-22,12.09,,
1993-04-23,12.14,,
1993-04-26,12.06,,
1993-04-27,11.97,,
1993-04-28,11.97,,
1993-04-29,11.95,,
1993-04-30,11.92,,
1993-05-03,11.95,,
1993-05-04,11.94,,
1993-05-05,11.91,,
1993-05-06,11.98,,
1993-05-07,11.94,,
1993-05-10,11.94,,
1993-05-11,11.98,,
1993-05-12,12.0,,
1993-05-13,11.89,,
1993-05-14,11.91,,
1993-05-17,12.02,,
1993-05-18,11.86,,
1993-05-19,11.88,,
1993-05-20,11.81,,
1993-05-21,11.78,,
1993-05-24,11.83,,
1993-05-25,11.81,,
1993-05-26,11.89,,
1993-05-27,11.88,,
1993-05-28,11.78,,
1993-06-01,11.91,,
1993-06-02,11.95,,
1993-06-03,12.08,,
1993-06-04,12.13,,
1993-06-07,12.09,,
1993-06-08,12.0,,
1993-06-09,12.14,,
1993-06-10,12.22,,
1993-06-11,12.3,,
1993-06-14,12.27,,
1993-06-15,10.11,,
1993-06-16,10.22,,
1993-06-17,10.33,,
1993-06-18,10.39,,
1993-06-21,10.52,,
1993-06-22,10.5,,
1993-06-23,10.48,,
1993-06-24,10.69,,
1993-06-25,10.88,,
1993-06-28,11.03,,
1993-06-29,11.05,,
1993-06-30,11.05,,
1993-07-01,11.19,,
1993-07-02,11.16,,
1993-07-06,11.13,,
1993-07-07,11.06,,
1993-07-08,11.09,,
1993-07-09,11.19,,
1993-07-12,11.23,,
1993-07-13,11.08,,
1993-07-14,11.0,,
1993-07-15,10.98,,
1993-07-16,11.06,,
1993-07-19,11.08,,
1993-07-20,11.17,,
1993-07-21,11.27,,
1993-07-22,11.33,,
1993-07-23,11.28,,
1993-07-26,11.23,,
1993-07-27,11.16,,
1993-07-28,11.22,,
1993-07-29,11.23,,
1993-07-30,11.28,,
1993-08-02,11.5,,
1993-08-03,11.59,,
1993-08-04,11.63,,
1993-08-05,11.63,,
1993-08-06,11.64,,
1993-08-09,11.8,,
1993-08-10,11.83,,
1993-08-11,11.81,,
1993-08-12,11.86,,
1993-08-13,11.98,,
1993-08-16,12.13,,
1993-08-17,12.11,,
1993-08-18,12.19,,
1993-08-19,12.16,,
1993-08-20,12.03,,
1993-08-23,11.86,,
1993-08-24,11.88,,
1993-08-25,11.84,,
1993-08-26,11.81,,
1993-08-27,11.81,,
1993-08-30,11.8,,
1993-08-31,11.86,,
1993-09-01,12.11,,
1993-09-02,12.09,,
1993-09-03,12.05,,
1993-09-07,12.02,,
1993-09-08,11.95,,
1993-09-09,11.88,,
1993-09-10,11.86,,
1993-09-13,12.14,,
1993-09-14,12.08,,
1993-09-15,12.44,,
1993-09-16,12.44,,
1993-09-17,12.45,,
1993-09-20,12.53,,
1993-09-21,12.53,,
1993-09-22,11.28,,
1993-09-23,11.63,,
1993-09-24,11.67,,
1993-09-27,11.55,,
1993-09-28,11.47,,
1993-09-29,11.45,,
1993-09-30,11.52,,
1993-10-01,11.88,,
1993-10-04,12.13,,
1993-10-05,11.92,,
1993-10-06,12.22,,
1993-10-07,12.11,,
1993-10-08,12.22,,
1993-10-11,12.11,,
1993-10-12,12.11,,
1993-10-13,12.03,,
1993-10-14,11.98,,
1993-10-15,11.98,,
1993-10-18,12.13,,
1993-10-19,12.08,,
1993-10-20,11.91,,
1993-10-21,11.77,,
1993-10-22,11.75,,
1993-10-25,11.73,,
1993-10-26,11.67,,
1993-10-27,11.53,,
1993-10-28,11.72,,
1993-10-29,11.97,,
1993-11-01,11.98,,
1993-11-02,11.86,,
1993-11-03,11.64,,
1993-11-04,11.61,,
1993-11-05,11.52,,
1993-11-08,11.58,,
1993-11-09,11.5,,
1993-11-10,11.58,,
1993-11-11,11.55,,
1993-11-12,11.61,,
1993-11-15,11.77,,
1993-11-16,11.59,,
1993-11-17,11.63,,
1993-11-18,11.61,,
1993-11-19,11.53,,
1993-11-22,11.44,,
1993-11-23,11.38,,
1993-11-24,11.34,,
1993-11-26,11.44,,
1993-11-29,11.13,,
1993-11-30,11.25,,
1993-12-01,11.23,,
1993-12-02,11.41,,
1993-12-03,11.64,,
1993-12-06,11.64,,
1993-12-07,11.48,,
1993-12-08,11.53,,
1993-12-09,11.53,,
1993-12-10,11.47,,
1993-12-13,11.63,,
1993-12-14,11.59,,
1993-12-15,11.67,,
1993-12-16,11.75,,
1993-12-17,12.0,,
1993-12-20,11.8,,
1993-12-21,11.61,,
1993-12-22,12.13,,
1993-12-23,11.75,,
1993-12-27,11.78,,
1993-12-28,11.75,,
1993-12-29,11.69,,
1993-12-30,11.67,,
1993-12-31,11.53,,
1994-01-03,11.34,,
1994-01-04,11.41,,
1994-01-05,11.42,,
1994-01-06,11.44,,
1994-01-07,11.47,,
1994-01-10,11.45,,
1994-01-11,11.45,,
1994-01-12,11.47,,
1994-01-13,11.5,,
1994-01-14,11.56,,
1994-01-17,11.55,,
1994-01-18,11.59,,
1994-01-19,11.64,,
1994-01-20,11.81,,
1994-01-21,11.53,,
1994-01-24,11.3,,
1994-01-25,11.41,,
1994-01-26,11.45,,
1994-01-27,11.5,,
1994-01-28,11.48,,
1994-01-31,11.52,,
1994-02-01,11.77,,
1994-02-02,11.7,,
1994-02-03,11.63,,
1994-02-04,11.61,,
1994-02-07,11.67,,
1994-02-08,11.78,,
1994-02-09,11.73,,
1994-02-10,11.64,,
1994-02-11,11.77,,
1994-02-14,11.83,,
1994-02-15,11.89,,
1994-02-16,11.75,,
1994-02-17,11.72,,
1994-02-18,11.69,,
1994-02-22,11.56,,
1994-02-23,11.59,,
1994-02-24,11.58,,
1994-02-25,11.56,,
1994-02-28,11.66,,
1994-03-01,11.59,,
1994-03-02,11.58,,
1994-03-03,11.45,,
1994-03-04,11.81,,
1994-03-07,11.55,,
1994-03-08,11.5,,
1994-03-09,11.5,,
1994-03-10,11.5,,
1994-03-11,11.5,,
1994-03-14,11.5,,
1994-03-15,11.5,,
1994-03-16,11.47,,
1994-03-17,11.48,,
1994-03-18,11.41,,
1994-03-21,11.3,,
1994-03-22,11.36,,
1994-03-23,11.31,,
1994-03-24,11.25,,
1994-03-25,11.13,,
1994-03-28,10.75,,
1994-03-29,10.39,,
1994-03-30,10.48,,
1994-03-31,10.61,,
1994-04-04,10.23,,
1994-04-05,10.44,,
1994-04-06,10.44,,
1994-04-07,10.78,,
1994-04-08,10.67,,
1994-04-11,10.59,,
1994-04-12,10.47,,
1994-04-13,10.38,,
1994-04-14,10.41,,
1994-04-15,10.5,,
1994-04-18,10.41,,
1994-04-19,10.25,,
1994-04-20,10.19,,
1994-04-21,9.97,,
1994-04-22,9.97,,
1994-04-25,10.09,,
1994-04-26,10.09,,
1994-04-28,9.88,,
1994-04-29,10.13,,
1994-05-02,10.22,,
1994-05-03,10.22,,
1994-05-04,10.25,,
1994-05-05,10.28,,
1994-05-06,10.25,,
1994-05-09,10.13,,
1994-05-10,10.06,,
1994-05-11,10.06,,
1994-05-12,10.19,,
1994-05-13,10.16,,
1994-05-16,10.25,,
1994-05-17,10.34,,
1994-05-18,10.47,,
1994-05-19,10.53,,
1994-05-20,10.69,,
1994-05-23,10.72,,
1994-05-24,10.5,,
1994-05-25,10.63,,
1994-05-26,10.5,,
1994-05-27,10.59,,
1994-05-31,10.59,,
1994-06-01,10.69,,
1994-06-02,10.69,,
1994-06-03,10.84,,
1994-06-06,10.94,,
1994-06-07,11.03,,
1994-06-08,10.97,,
1994-06-09,10.91,,
1994-06-10,10.94,,
1994-06-13,11.09,,
1994-06-14,11.16,,
1994-06-15,11.25,,
1994-06-16,11.09,,
1994-06-17,11.03,,
1994-06-20,10.84,,
1994-06-21,10.69,,
1994-06-22,10.75,,
1994-06-23,10.53,,
1994-06-24,10.38,,
1994-06-27,10.47,,
1994-06-28,10.5,,
1994-06-29,10.28,,
1994-06-30,10.22,,
1994-07-01,10.44,,
1994-07-05,10.31,,
1994-07-06,10.28,,
1994-07-07,10.22,,
1994-07-08,10.13,,
1994-07-11,10.19,,
1994-07-12,10.06,,
1994-07-13,10.06,,
1994-07-14,10.13,,
1994-07-15,10.41,,
1994-07-18,10.06,,
1994-07-19,10.06,,
1994-07-20,10.0,,
1994-07-21,9.97,,
1994-07-22,9.97,,
1994-07-25,9.97,,
1994-07-26,9.88,,
1994-07-27,10.06,,
1994-07-28,9.97,,
1994-07-29,10.0,,
1994-08-01,9.94,,
1994-08-02,9.78,,
1994-08-03,9.81,,
1994-08-04,9.81,,
1994-08-05,9.69,,
1994-08-08,9.69,,
1994-08-09,9.69,,
1994-08-10,9.72,,
1994-08-11,9.78,,
1994-08-12,9.91,,
1994-08-15,10.13,,
1994-08-16,10.44,,
1994-08-17,10.5,,
1994-08-18,10.41,,
1994-08-19,10.41,,
1994-08-22,10.72,,
1994-08-23,10.88,,
1994-08-24,11.03,,
1994-08-25,10.94,,
1994-08-26,11.0,,
1994-08-29,11.13,,
1994-08-30,11.22,,
1994-08-31,11.28,,
1994-09-01,11.5,,
1994-09-02,11.56,,
1994-09-06,11.5,,
1994-09-07,11.31,,
1994-09-08,11.28,,
1994-09-09,11.5,,
1994-09-12,11.31,,
1994-09-13,11.25,,
1994-09-14,11.38,,
1994-09-15,11.38,,
1994-09-16,11.28,,
1994-09-19,11.19,,
1994-09-20,11.06,,
1994-09-21,10.84,,
1994-09-22,11.16,,
1994-09-23,11.0,,
1994-09-26,11.0,,
1994-09-27,10.97,,
1994-09-28,11.13,,
1994-09-29,11.0,,
1994-09-30,10.94,,
1994-10-03,11.03,,
1994-10-04,10.94,,
1994-10-05,10.97,,
1994-10-06,10.97,,
1994-10-07,11.03,,
1994-10-10,10.94,,
1994-10-11,10.97,,
1994-10-12,11.06,,
1994-10-13,11.03,,
1994-10-14,11.06,,
1994-10-17,11.06,,
1994-10-18,11.0,,
1994-10-19,11.03,,
1994-10-20,10.94,,
1994-10-21,11.03,,
1994-10-24,10.72,,
1994-10-25,10.56,,
1994-10-26,10.41,,
1994-10-27,10.53,,
1994-10-28,10.59,,
1994-10-31,10.59,,
1994-11-01,10.56,,
1994-11-02,10.38,,
1994-11-03,10.38,,
1994-11-04,10.03,,
1994-11-07,10.09,,
1994-11-08,10.09,,
1994-11-09,10.28,,
1994-11-10,10.19,,
1994-11-11,10.16,,
1994-11-14,10.25,,
1994-11-15,10.28,,
1994-11-16,10.5,,
1994-11-17,10.34,,
1994-11-18,10.06,,
1994-11-21,10.0,,
1994-11-22,9.81,,
1994-11-23,9.72,,
1994-11-25,9.75,,
1994-11-28,9.78,,
1994-11-29,10.0,,
1994-11-30,10.06,,
1994-12-01,9.94,,
1994-12-02,10.16,,
1994-12-05,10.09,,
1994-12-06,9.97,,
1994-12-07,9.91,,
1994-12-08,9.81,,
1994-12-09,9.66,,
1994-12-12,10.59,,
1994-12-13,10.47,,
1994-12-14,10.91,,
1994-12-15,10.75,,
1994-12-16,10.88,,
1994-12-19,10.88,,
1994-12-20,10.88,,
1994-12-21,10.84,,
1994-12-22,10.66,,
1994-12-23,10.81,,
1994-12-27,10.91,,
1994-12-28,10.88,,
1994-12-29,10.88,,
1994-12-30,10.88,,
1995-01-03,10.88,,
1995-01-04,11.0,,
1995-01-05,10.94,,
1995-01-06,10.91,,
1995-01-09,10.88,,
1995-01-10,10.94,,
1995-01-11,10.88,,
1995-01-12,10.91,,
1995-01-13,10.97,,
1995-01-16,10.94,,
1995-01-17,11.09,,
1995-01-18,11.16,,
1995-01-19,11.09,,
1995-01-20,10.97,,
1995-01-23,10.88,,
1995-01-24,10.91,,
1995-01-25,10.91,,
1995-01-26,10.91,,
1995-01-27,10.97,,
1995-01-30,10.91,,
1995-01-31,10.78,,
1995-02-01,10.59,,
1995-02-02,10.66,,
1995-02-03,10.75,,
1995-02-06,10.81,,
1995-02-07,11.13,,
1995-02-08,11.09,,
1995-02-09,11.19,,
1995-02-10,11.13,,
1995-02-13,11.25,,
1995-02-14,11.25,,
1995-02-15,11.19,,
1995-02-16,11.19,,
1995-02-17,11.13,,
1995-02-21,11.16,,
1995-02-22,11.44,,
1995-02-23,11.53,,
1995-02-24,11.78,,
1995-02-27,11.56,,
1995-02-28,11.81,,
1995-03-01,11.66,,
1995-03-02,11.72,,
1995-03-03,11.69,,
1995-03-06,11.56,,
1995-03-07,11.31,,
1995-03-08,11.41,,
1995-03-09,11.38,,
1995-03-10,11.44,,
1995-03-13,11.44,,
1995-03-14,11.66,,
1995-03-15,11.69,,
1995-03-16,11.69,,
1995-03-17,11.72,,
1995-03-20,11.66,,
1995-03-21,11.5,,
1995-03-22,11.63,,
1995-03-23,11.63,,
1995-03-24,11.63,,
1995-03-27,11.75,,
1995-03-28,11.66,,
1995-03-29,11.72,,
1995-03-30,11.69,,
1995-03-31,11.75,,
1995-04-03,12.0,,
1995-04-04,12.0,,
1995-04-05,11.94,,
1995-04-06,12.0,,
1995-04-07,12.0,,
1995-04-10,11.94,,
1995-04-11,11.94,,
1995-04-12,11.97,,
1995-04-13,11.94,,
1995-04-17,11.88,,
1995-04-18,11.69,,
1995-04-19,11.75,,
1995-04-20,11.75,,
1995-04-21,11.72,,
1995-04-24,11.72,,
1995-04-25,11.69,,
1995-04-26,11.69,,
1995-04-27,11.38,,
1995-04-28,11.59,,
1995-05-01,11.5,,
1995-05-02,11.56,,
1995-05-03,11.47,,
1995-05-04,11.38,,
1995-05-05,11.44,,
1995-05-08,11.56,,
1995-05-09,11.56,,
1995-05-10,11.41,,
1995-05-11,11.38,,
1995-05-12,11.47,,
1995-05-15,11.69,,
1995-05-16,11.69,,
1995-05-17,11.56,,
1995-05-18,11.25,,
1995-05-19,11.06,,
1995-05-22,11.22,,
1995-05-23,10.78,,
1995-05-24,10.88,,
1995-05-25,10.88,,
1995-05-26,10.66,,
1995-05-30,10.81,,
1995-05-31,10.94,,
1995-06-01,10.97,,
1995-06-02,10.94,,
1995-06-05,11.19,,
1995-06-06,11.28,,
1995-06-07,11.28,,
1995-06-08,11.25,,
1995-06-09,11.06,,
1995-06-12,11.06,,
1995-06-13,11.38,,
1995-06-14,11.25,,
1995-06-15,11.22,,
1995-06-16,11.34,,
1995-06-19,11.28,,
1995-06-20,11.25,,
1995-06-21,11.22,,
1995-06-22,11.31,,
1995-06-23,11.22,,
1995-06-26,11.06,,
1995-06-27,11.09,,
1995-06-28,11.19,,
1995-06-29,11.13,,
1995-06-30,11.09,,
1995-07-03,11.16,,
1995-07-05,11.25,,
1995-07-06,11.16,,
1995-07-07,11.41,,
1995-07-10,11.47,,
1995-07-11,11.41,,
1995-07-12,11.44,,
1995-07-13,11.41,,
1995-07-14,11.47,,
1995-07-17,11.59,,
1995-07-18,11.38,,
1995-07-19,11.44,,
1995-07-20,11.75,,
1995-07-21,11.84,,
1995-07-24,11.88,,
1995-07-25,12.03,,
1995-07-26,12.13,,
1995-07-27,12.25,,
1995-07-28,12.28,,
1995-07-31,12.19,,
1995-08-01,12.22,,
1995-08-02,12.19,,
1995-08-03,12.16,,
1995-08-04,12.19,,
1995-08-07,12.25,,
1995-08-08,12.34,,
1995-08-09,12.44,,
1995-08-10,12.41,,
1995-08-11,12.25,,
1995-08-14,12.25,,
1995-08-15,12.16,,
1995-08-16,12.28,,
1995-08-17,13.03,,
1995-08-18,12.91,,
1995-08-21,12.94,,
1995-08-22,12.97,,
1995-08-23,13.0,,
1995-08-24,13.06,,
1995-08-25,13.19,,
1995-08-28,13.22,,
1995-08-29,13.06,,
1995-08-30,13.16,,
1995-08-31,13.16,,
1995-09-01,13.25,,
1995-09-05,13.38,,
1995-09-06,13.59,,
1995-09-07,13.5,,
1995-09-08,13.56,,
1995-09-11,13.53,,
1995-09-12,13.69,,
1995-09-13,13.66,,
1995-09-14,13.75,,
1995-09-15,13.78,,
1995-09-18,13.72,,
1995-09-19,13.94,,
1995-09-20,13.88,,
1995-09-21,13.72,,
1995-09-22,13.41,,
1995-09-25,13.78,,
1995-09-26,13.69,,
1995-09-27,13.53,,
1995-09-28,13.66,,
1995-09-29,13.72,,
1995-10-02,13.5,,
1995-10-03,13.44,,
1995-10-04,13.34,,
1995-10-05,13.22,,
1995-10-06,13.06,,
1995-10-09,13.0,,
1995-10-10,13.0,,
1995-10-11,12.94,,
1995-10-12,13.16,,
1995-10-13,13.44,,
1995-10-16,13.41,,
1995-10-17,13.5,,
1995-10-18,13.66,,
1995-10-19,13.72,,
1995-10-20,14.06,,
1995-10-23,13.94,,
1995-10-24,14.13,,
1995-10-25,13.94,,
1995-10-26,13.84,,
1995-10-27,13.63,,
1995-10-30,13.75,,
1995-10-31,13.84,,
1995-11-01,13.94,,
1995-11-02,13.84,,
1995-11-03,13.88,,
1995-11-06,14.16,,
1995-11-07,14.19,,
1995-11-08,14.16,,
1995-11-09,14.22,,
1995-11-10,14.25,,
1995-11-13,14.44,,
1995-11-14,14.59,,
1995-11-15,14.78,,
1995-11-16,14.91,,
1995-11-17,15.0,,
1995-11-20,14.91,,
1995-11-21,15.0,,
1995-11-22,15.06,,
1995-11-24,15.09,,
1995-11-27,14.97,,
1995-11-28,14.97,,
1995-11-29,15.06,,
1995-11-30,14.91,,
1995-12-01,15.0,,
1995-12-04,15.06,,
1995-12-05,15.34,,
1995-12-06,15.34,,
1995-12-07,15.38,,
1995-12-08,15.19,,
1995-12-11,15.06,,
1995-12-12,15.13,,
1995-12-13,15.19,,
1995-12-14,15.16,,
1995-12-15,15.16,,
1995-12-18,15.69,,
1995-12-19,15.19,,
1995-12-20,15.44,,
1995-12-21,15.25,,
1995-12-22,15.25,,
1995-12-26,14.97,,
1995-12-27,15.03,,
1995-12-28,14.84,,
1995-12-29,14.78,,
1996-01-02,15.06,,
1996-01-03,15.13,,
1996-01-04,14.84,,
1996-01-05,14.91,,
1996-01-08,15.16,,
1996-01-09,15.09,,
1996-01-10,14.75,,
1996-01-11,14.69,,
1996-01-12,14.94,,
1996-01-15,14.97,,
1996-01-16,14.94,,
1996-01-17,14.81,,
1996-01-18,14.88,,
1996-01-19,14.91,,
1996-01-22,14.69,,
1996-01-23,14.66,,
1996-01-24,14.69,,
1996-01-25,14.63,,
1996-01-26,14.63,,
1996-01-29,14.63,,
1996-01-30,14.56,,
1996-01-31,14.59,,
1996-02-01,14.69,,
1996-02-02,14.66,,
1996-02-05,14.84,,
1996-02-06,15.06,,
1996-02-07,15.16,,
1996-02-08,15.28,,
1996-02-09,15.41,,
1996-02-12,15.5,,
1996-02-13,15.53,,
1996-02-14,15.5,,
1996-02-15,15.53,,
1996-02-16,15.47,,
1996-02-20,15.44,,
1996-02-21,15.5,,
1996-02-22,15.63,,
1996-02-23,15.66,,
1996-02-26,15.31,,
1996-02-27,14.91,,
1996-02-28,14.94,,
1996-02-29,14.91,,
1996-03-01,14.84,,
1996-03-04,15.19,,
1996-03-05,15.38,,
1996-03-06,15.22,,
1996-03-07,15.38,,
1996-03-08,15.03,,
1996-03-11,15.22,,
1996-03-12,15.09,,
1996-03-13,15.06,,
1996-03-14,14.84,,
1996-03-15,14.81,,
1996-03-18,14.81,,
1996-03-19,15.06,,
1996-03-20,15.0,,
1996-03-21,15.09,,
1996-03-22,14.94,,
1996-03-25,14.94,,
1996-03-26,15.13,,
1996-03-27,14.88,,
1996-03-28,14.72,,
1996-03-29,14.63,,
1996-04-01,14.44,,
1996-04-02,14.41,,
1996-04-03,14.47,,
1996-04-04,14.41,,
1996-04-08,14.66,,
1996-04-09,14.75,,
1996-04-10,14.5,,
1996-04-11,14.63,,
1996-04-12,14.72,,
1996-04-15,14.81,,
1996-04-16,14.75,,
1996-04-17,14.97,,
1996-04-18,15.38,,
1996-04-19,15.06,,
1996-04-22,15.5,,
1996-04-23,15.47,,
1996-04-24,15.56,,
1996-04-25,15.56,,
1996-04-26,15.41,,
1996-04-29,15.28,,
1996-04-30,15.78,,
1996-05-01,16.19,,
1996-05-02,15.84,,
1996-05-03,15.75,,
1996-05-06,15.72,,
1996-05-07,15.56,,
1996-05-08,15.72,,
1996-05-09,16.13,,
1996-05-10,16.13,,
1996-05-13,16.19,,
1996-05-14,16.13,,
1996-05-15,16.03,,
1996-05-16,16.0,,
1996-05-17,16.09,,
1996-05-20,15.94,,
1996-05-21,15.81,,
1996-05-22,16.09,,
1996-05-23,15.88,,
1996-05-24,15.91,,
1996-05-28,15.66,,
1996-05-29,15.5,,
1996-05-30,15.5,,
1996-05-31,15.41,,
1996-06-03,15.38,,
1996-06-04,15.44,,
1996-06-05,15.94,,
1996-06-06,15.5,,
1996-06-07,15.53,,
1996-06-10,15.66,,
1996-06-11,15.53,,
1996-06-12,15.41,,
1996-06-13,15.44,,
1996-06-14,15.53,,
1996-06-17,15.5,,
1996-06-18,15.44,,
1996-06-19,15.66,,
1996-06-20,15.84,,
1996-06-21,16.06,,
1996-06-24,15.97,,
1996-06-25,16.06,,
1996-06-26,15.81,,
1996-06-27,15.63,,
1996-06-28,15.5,,
1996-07-01,15.78,,
1996-07-02,16.03,,
1996-07-03,16.19,,
1996-07-05,15.84,,
1996-07-08,15.75,,
1996-07-09,15.53,,
1996-07-10,15.47,,
1996-07-11,15.13,,
1996-07-12,15.34,,
1996-07-15,15.03,,
1996-07-16,14.78,,
1996-07-17,14.81,,
1996-07-18,15.41,,
1996-07-19,15.63,,
1996-07-22,15.59,,
1996-07-23,15.31,,
1996-07-24,15.5,,
1996-07-25,15.5,,
1996-07-26,15.59,,
1996-07-29,15.59,,
1996-07-30,15.69,,
1996-07-31,16.0,,
1996-08-01,16.09,,
1996-08-02,16.06,,
1996-08-05,16.19,,
1996-08-06,16.16,,
1996-08-07,16.16,,
1996-08-08,16.34,,
1996-08-09,16.38,,
1996-08-12,16.47,,
1996-08-13,16.28,,
1996-08-14,16.25,,
1996-08-15,16.5,,
1996-08-16,16.38,,
1996-08-19,16.28,,
1996-08-20,16.47,,
1996-08-21,16.44,,
1996-08-22,16.5,,
1996-08-23,16.41,,
1996-08-26,16.31,,
1996-08-27,16.41,,
1996-08-28,16.34,,
1996-08-29,16.03,,
1996-08-30,16.03,,
1996-09-03,16.06,,
1996-09-04,15.97,,
1996-09-05,16.13,,
1996-09-06,16.22,,
1996-09-09,16.25,,
1996-09-10,16.28,,
1996-09-11,16.34,,
1996-09-12,16.34,,
1996-09-13,16.34,,
1996-09-16,16.44,,
1996-09-17,16.41,,
1996-09-18,16.34,,
1996-09-19,16.22,,
1996-09-20,16.22,,
1996-09-23,16.31,,
1996-09-24,16.22,,
1996-09-25,16.59,,
1996-09-26,16.66,,
1996-09-27,16.69,,
1996-09-30,17.22,,
1996-10-01,17.0,,
1996-10-02,17.19,,
1996-10-03,17.88,,
1996-10-04,17.59,,
1996-10-07,17.31,,
1996-10-08,17.38,,
1996-10-09,17.22,,
1996-10-10,17.16,,
1996-10-11,17.16,,
1996-10-14,17.25,,
1996-10-15,17.44,,
1996-10-16,17.25,,
1996-10-17,17.25,,
1996-10-18,17.41,,
1996-10-21,17.69,,
1996-10-22,17.63,,
1996-10-23,17.44,,
1996-10-24,17.25,,
1996-10-25,17.22,,
1996-10-28,17.06,,
1996-10-29,16.94,,
1996-10-30,17.06,,
1996-10-31,17.16,,
1996-11-01,16.88,,
1996-11-04,16.91,,
1996-11-05,16.75,,
1996-11-06,16.81,,
1996-11-07,17.13,,
1996-11-08,17.19,,
1996-11-11,17.34,,
1996-11-12,17.53,,
1996-11-13,17.88,,
1996-11-14,17.81,,
1996-11-15,18.25,,
1996-11-18,18.16,,
1996-11-19,18.34,,
1996-11-20,18.59,,
1996-11-21,18.59,,
1996-11-22,18.75,,
1996-11-25,18.75,,
1996-11-26,18.59,,
1996-11-27,18.53,,
1996-11-29,18.44,,
1996-12-02,18.25,,
1996-12-03,18.0,,
1996-12-04,17.84,,
1996-12-05,17.75,,
1996-12-06,17.72,,
1996-12-09,17.75,,
1996-12-10,17.72,,
1996-12-11,17.47,,
1996-12-12,17.25,,
1996-12-13,17.34,,
1996-12-16,17.25,,
1996-12-17,17.19,,
1996-12-18,17.41,,
1996-12-19,17.81,,
1996-12-20,17.78,,
1996-12-23,17.63,,
1996-12-24,17.59,,
1996-12-26,17.63,,
1996-12-27,17.59,,
1996-12-30,17.56,,
1996-12-31,17.69,,
1997-01-02,17.34,,
1997-01-03,17.41,,
1997-01-06,17.47,,
1997-01-07,17.5,,
1997-01-08,17.34,,
1997-01-09,17.16,,
1997-01-10,17.34,,
1997-01-13,17.44,,
1997-01-14,17.63,,
1997-01-15,17.44,,
1997-01-16,17.59,,
1997-01-17,17.84,,
1997-01-20,17.75,,
1997-01-21,17.94,,
1997-01-22,17.81,,
1997-01-23,17.72,,
1997-01-24,17.44,,
1997-01-27,17.5,,
1997-01-28,17.44,,
1997-01-29,17.41,,
1997-01-30,17.5,,
1997-01-31,17.66,,
1997-02-03,17.63,,
1997-02-04,17.47,,
1997-02-05,17.47,,
1997-02-06,17.31,,
1997-02-07,17.5,,
1997-02-10,17.28,,
1997-02-11,17.44,,
1997-02-12,17.56,,
1997-02-13,17.59,,
1997-02-14,17.56,,
1997-02-18,17.59,,
1997-02-19,17.41,,
1997-02-20,17.34,,
1997-02-21,17.34,,
1997-02-24,17.31,,
1997-02-25,17.03,,
1997-02-26,17.13,,
1997-02-27,16.84,,
1997-02-28,16.81,,
1997-03-03,16.56,,
1997-03-04,16.44,,
1997-03-05,16.66,,
1997-03-06,16.56,,
1997-03-07,16.66,,
1997-03-10,16.66,,
1997-03-11,16.56,,
1997-03-12,16.53,,
1997-03-13,16.41,,
1997-03-14,16.59,,
1997-03-17,16.84,,
1997-03-18,16.75,,
1997-03-19,16.81,,
1997-03-20,16.72,,
1997-03-21,16.97,,
